出表日期,公司代號,公司名稱,股東常(臨時)會日期-常或臨時,股東常(臨時)會日期-日期,停止過戶起訖日期-起,停止過戶起訖日期-訖,預擬配發現金(股利)(元/股)-盈餘,預擬配發現金(股利)(元/股)-法定盈餘公積、資本公積,預擬配股(元/股)-盈餘,預擬配股(元/股)-法定盈餘公積、資本公積,擬現金增資金額(元),現金增資認購率(%),員工紅利-現金紅利(元),員工紅利-股票紅利(股),特別股股利(元/股),董監酬勞(元),公告日期,公告時間,種類,date
1150516,1227,佳格,常會,1150617,1150419,1150617,,,,,,,0,0,,0,1150326,111543,,2026-05-17
1150516,1229,聯華,常會,1150528,1150330,1150528,,,,,,,0,0,,0,1150311,165802,,2026-05-17
1150516,1231,聯華食,常會,1150624,1150426,1150624,,,,,,,0,0,,0,1150325,103927,,2026-05-17
1150516,1232,大統益,常會,1150522,1150324,1150522,,,,,,,0,0,,0,1150304,145937,,2026-05-17
1150516,1233,天仁,常會,1150609,1150411,1150609,,,,,0,0.00,0,0,,0,1150312,172543,,2026-05-17
1150516,1234,黑松,常會,1150609,1150411,1150609,,,,,,,0,0,,0,1150319,175124,,2026-05-17
1150516,1235,興泰,常會,1150629,1150501,1150629,,,,,,,0,0,,0,1150316,92147,,2026-05-17
1150516,1235,興泰,臨時會,1150206,1150108,1150206,,,,,,,0,0,,0,1150108,102238,,2026-05-17
1150516,1236,宏亞,常會,1150617,1150419,1150617,,,,,,,0,0,,0,1150330,170616,,2026-05-17
1150516,1256,鮮活果汁-KY,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150311,152954,,2026-05-17
1150516,1301,台塑,常會,1150528,1150330,1150528,,,,,0,0.00,0,0,,0,1150312,112235,,2026-05-17
1150516,1303,南亞,常會,1150529,1150331,1150529,,,,,0,0.00,0,0,,0,1150312,171003,,2026-05-17
1150516,1304,台聚,常會,1150529,1150331,1150529,,,,,0,0.00,0,0,,0,1150401,141636,,2026-05-17
1150516,1305,華夏,常會,1150526,1150328,1150526,,,,,0,0.00,0,0,,0,1150331,143136,,2026-05-17
1150516,1307,三芳,常會,1150609,1150411,1150609,,,,,,,0,0,,0,1150316,135908,,2026-05-17
1150516,1308,亞聚,常會,1150528,1150330,1150528,,,,,0,0.00,0,0,,0,1150401,174158,,2026-05-17
1150516,1309,台達化,常會,1150528,1150330,1150528,,,,,0,0.00,0,0,,0,1150401,180450,,2026-05-17
1150516,1310,台苯,常會,1150525,1150327,1150525,,,,,,,0,0,,0,1150309,165724,,2026-05-17
1150516,1312,國喬,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150410,170803,,2026-05-17
1150516,1313,聯成,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150311,152829,,2026-05-17
1150516,1314,中石化,常會,1150522,1150324,1150522,,,,,,,0,0,,0,1150410,171836,,2026-05-17
1150516,1315,達新,常會,1150626,1150428,1150626,,,,,,,0,0,,0,1150313,100504,,2026-05-17
1150516,1316,上曜,常會,1150624,1150426,1150624,,,,,,,0,0,,0,1150408,95753,,2026-05-17
1150516,1319,東陽,常會,1150617,1150419,1150617,,,,,,,0,0,,0,1150306,154049,,2026-05-17
1150516,1321,大洋,常會,1150604,1150406,1150604,,,,,0,0.00,0,0,,0,1150317,93954,,2026-05-17
1150516,1323,永裕,常會,1150601,1150403,1150601,,,,,,,0,0,,0,1150402,145108,,2026-05-17
1150516,1324,地球,常會,1150611,1150413,1150611,,,,,,,0,0,,0,1150316,173315,,2026-05-17
1150516,1325,恆大,常會,1150626,1150428,1150626,,,,,,,0,0,,0,1150430,114552,,2026-05-17
1150516,1326,台化,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150311,164533,,2026-05-17
1150516,1337,再生-KY,常會,1150612,1150414,1150612,,,,,,,0,0,,0,1150416,161839,,2026-05-17
1150516,1338,廣華-KY,常會,1150522,1150324,1150522,,,,,,,0,0,,0,1150313,162301,,2026-05-17
1150516,1339,昭輝,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150306,145643,,2026-05-17
1150516,1340,勝悅-KY,常會,1150608,1150410,1150608,,,,,,,0,0,,0,1150317,91704,,2026-05-17
1150516,1341,富林-KY,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150312,153209,,2026-05-17
1150516,1342,八貫,常會,1150514,1150316,1150514,,,,,,,0,0,,0,1150223,93520,,2026-05-17
1150516,1402,遠東新,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150312,143124,,2026-05-17
1150516,1409,新纖,常會,1150528,1150330,1150528,,,,,,,0,0,,0,1150313,173337,,2026-05-17
1150516,1410,南染,常會,1150611,1150413,1150611,,,,,,,0,0,,0,1150316,104557,,2026-05-17
1150516,1413,宏洲,常會,1150522,1150324,1150522,,,,,,,0,0,,0,1150303,93644,,2026-05-17
1150516,1414,東和,常會,1150615,1150417,1150615,,,,,,,0,0,,0,1150417,93432,,2026-05-17
1150516,1416,廣豐,常會,1150522,1150324,1150522,,,,,,,0,0,,0,1150409,162133,,2026-05-17
1150516,1417,嘉裕,常會,1150522,1150324,1150522,,,,,,,0,0,,0,1150305,85842,,2026-05-17
1150516,1418,東華,常會,1150608,1150410,1150608,,,,,,,0,0,,0,1150320,94121,,2026-05-17
1150516,1419,新紡,常會,1150612,1150414,1150612,,,,,0,0.00,0,0,,0,1150504,91138,,2026-05-17
1150516,1423,利華,常會,1150618,1150420,1150618,,,,,,,0,0,,0,1150327,145334,,2026-05-17
1150516,1432,大魯閣,常會,1150528,1150330,1150528,,,,,,,0,0,,0,1150313,90444,,2026-05-17
1150516,1434,福懋,常會,1150626,1150428,1150626,,,,,0,0.00,0,0,,0,1150513,91330,,2026-05-17
1150516,1435,中福,常會,1150618,1150420,1150618,,,,,,,0,0,,0,1150505,165647,,2026-05-17
1150516,1436,華友聯,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150302,141242,,2026-05-17
1150516,1437,勤益控,常會,1150609,1150411,1150609,,,,,,,0,0,,0,1150316,165224,,2026-05-17
1150516,1438,三地開發,常會,1150625,1150427,1150625,,,,,,,0,0,,0,1150513,115339,,2026-05-17
1150516,1439,雋揚,常會,1150617,1150419,1150617,,,,,,,0,0,,0,1150312,153342,,2026-05-17
1150516,1440,南紡,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150311,101253,,2026-05-17
1150516,1441,大東,常會,1150604,1150406,1150604,,,,,,,0,0,,0,1150423,160144,,2026-05-17
1150516,1442,名軒,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150311,171034,,2026-05-17
1150516,1443,立益物流,常會,1150609,1150411,1150609,,,,,,,0,0,,0,1150313,162032,,2026-05-17
1150516,1444,力麗,常會,1150609,1150411,1150609,,,,,,,0,0,,0,1150318,114204,,2026-05-17
1150516,1445,大宇,常會,1150601,1150403,1150601,,,,,,,0,0,,0,1150316,155326,,2026-05-17
1150516,1446,宏和,常會,1150605,1150407,1150605,,,,,,,0,0,,0,1150316,101639,,2026-05-17
1150516,1447,力鵬,常會,1150609,1150411,1150609,,,,,,,0,0,,0,1150318,85334,,2026-05-17
1150516,1449,佳和,常會,1150624,1150426,1150624,,,,,,,0,0,,0,1150512,93840,,2026-05-17
1150516,1451,年興,常會,1150616,1150418,1150616,,,,,,,0,0,,0,1150311,90848,,2026-05-17
1150516,1452,宏益,常會,1150612,1150414,1150612,,,,,,,0,0,,0,1150304,170441,,2026-05-17
1150516,1453,大將,常會,1150612,1150414,1150612,,,,,0,0.00,0,0,,0,1150311,92327,,2026-05-17
1150516,1454,台富,常會,1150610,1150412,1150610,,,,,,,0,0,,0,1150313,93104,,2026-05-17
1150516,1455,集盛,常會,1150615,1150417,1150615,,,,,0,0.00,0,0,,0,1150316,160203,,2026-05-17
1150516,1456,怡華,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150310,172638,,2026-05-17
1150516,1457,宜進,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150312,162524,,2026-05-17
1150516,1459,聯發,常會,1150512,1150314,1150512,,,,,,,0,0,,0,1150226,174800,,2026-05-17
1150516,1460,宏遠,常會,1150526,1150328,1150526,,,,,0,0.00,0,0,,0,1150309,150427,,2026-05-17
1150516,1463,強盛新,常會,1150624,1150426,1150624,,,,,,,0,0,,0,1150401,155219,,2026-05-17
1150516,1464,得力,常會,1150609,1150411,1150609,,,,,,,0,0,,0,1150317,170455,,2026-05-17
1150516,1465,偉全,常會,1150602,1150404,1150602,,,,,,,0,0,,0,1150316,140511,,2026-05-17
1150516,1466,聚隆,常會,1150616,1150418,1150616,,,,,,,0,0,,0,1150316,95637,,2026-05-17
1150516,1467,南緯,常會,1150612,1150414,1150612,,,,,,,0,0,,0,1150312,90323,,2026-05-17
1150516,1468,昶和,常會,1150615,1150417,1150615,,,,,,,0,0,,0,1150401,105943,,2026-05-17
1150516,1470,大統新創,常會,1150623,1150425,1150623,,,,,,,0,0,,0,1150331,152000,,2026-05-17
1150516,1471,首利,常會,1150625,1150427,1150625,,,,,,,0,0,,0,1150429,173034,,2026-05-17
1150516,1472,三洋實業,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150310,171910,,2026-05-17
1150516,1473,台南,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150309,143621,,2026-05-17
1150516,1474,弘裕,常會,1150623,1150425,1150623,,,,,,,0,0,,0,1150331,164625,,2026-05-17
1150516,1475,業旺,常會,1150626,1150428,1150626,,,,,,,0,0,,0,1150513,101323,,2026-05-17
1150516,1476,儒鴻,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150123,100113,,2026-05-17
1150516,1477,聚陽,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150311,175245,,2026-05-17
1150516,1503,士電,常會,1150617,1150419,1150617,,,,,,,0,0,,0,1150422,102209,,2026-05-17
1150516,1504,東元,常會,1150528,1150330,1150528,,,,,,,0,0,,0,1150415,113431,,2026-05-17
1150516,1506,正道,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150311,144524,,2026-05-17
1150516,1512,瑞利,常會,1150624,1150426,1150624,,,,,,,0,0,,0,1150514,172130,,2026-05-17
1150516,1513,中興電,常會,1150525,1150327,1150525,,,,,0,0.00,0,0,,0,1150310,171759,,2026-05-17
1150516,1514,亞力,常會,1150611,1150413,1150611,,,,,,,0,0,,0,1150414,104540,,2026-05-17
1150516,1515,力山,常會,1150520,1150322,1150520,,,,,,,0,0,,0,1150325,102341,,2026-05-17
1150516,1516,川飛,常會,1150625,1150427,1150625,,,,,,,0,0,,0,1150430,105748,,2026-05-17
1150516,1517,利奇,常會,1150625,1150427,1150625,,,,,,,0,0,,0,1150427,170640,,2026-05-17
1150516,1519,華城,常會,1150612,1150414,1150612,,,,,,,0,0,,0,1150311,155442,,2026-05-17
1150516,1521,大億,常會,1150611,1150413,1150611,,,,,,,0,0,,0,1150316,140411,,2026-05-17
1150516,1522,堤維西,常會,1150617,1150419,1150617,,,,,,,0,0,,0,1150323,154114,,2026-05-17
1150516,1524,耿鼎,常會,1150616,1150418,1150616,,,,,,,0,0,,0,1150311,110313,,2026-05-17
1150516,1525,江申,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150311,161307,,2026-05-17
1150516,1526,日馳,常會,1150623,1150425,1150623,,,,,0,0.00,0,0,,0,1150310,155813,,2026-05-17
1150516,1527,鑽全,常會,1150615,1150417,1150615,,,,,,,0,0,,0,1150310,151518,,2026-05-17
1150516,1528,恩德,常會,1150522,1150324,1150522,,,,,,,0,0,,0,1150304,141255,,2026-05-17
1150516,1529,樂事綠能,常會,1150522,1150324,1150522,,,,,400000000,199.00,0,0,,0,1150402,185500,,2026-05-17
1150516,1530,亞崴,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150311,105804,,2026-05-17
1150516,1531,高林股,常會,1150626,1150428,1150626,,,,,,,0,0,,0,1150313,93229,,2026-05-17
1150516,1532,勤美,常會,1150623,1150425,1150623,,,,,,,0,0,,0,1150316,162959,,2026-05-17
1150516,1533,車王電,常會,1150623,1150425,1150623,,,,,,,0,0,,0,1150312,154216,,2026-05-17
1150516,1535,中宇,常會,1150528,1150330,1150528,,,,,,,0,0,,0,1150303,143019,,2026-05-17
1150516,1536,和大,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150312,172721,,2026-05-17
1150516,1537,廣隆,常會,1150617,1150419,1150617,,,,,,,0,0,,0,1150312,173052,,2026-05-17
1150516,1538,正峰,常會,1150629,1150501,1150629,,,,,,,0,0,,0,1150515,164603,,2026-05-17
1150516,1539,巨庭,常會,1150616,1150418,1150616,,,,,,,0,0,,0,1150311,164259,,2026-05-17
1150516,1540,喬福,常會,1150629,1150501,1150629,,,,,,,0,0,,0,1150310,85559,,2026-05-17
1150516,1541,錩泰,常會,1150622,1150424,1150622,,,,,,,0,0,,0,1150311,172425,,2026-05-17
1150516,1558,伸興,常會,1150525,1150327,1150525,,,,,,,0,0,,0,1150310,173222,,2026-05-17
1150516,1560,中砂,常會,1150623,1150425,1150623,,,,,,,0,0,,0,1150512,170903,,2026-05-17
1150516,1563,巧新,常會,1150520,1150322,1150520,,,,,,,0,0,,0,1150324,144603,,2026-05-17
1150516,1568,倉佑,常會,1150526,1150328,1150526,,,,,0,0.00,0,0,,0,1150309,171723,,2026-05-17
1150516,1582,信錦,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150415,90903,,2026-05-17
1150516,1583,程泰,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150312,143525,,2026-05-17
1150516,1587,吉茂,常會,1150604,1150406,1150604,,,,,,,0,0,,0,1150312,153041,,2026-05-17
1150516,1589,永冠-KY,常會,1150630,1150502,1150630,,,,,,,0,0,,0,1150430,90548,,2026-05-17
1150516,1590,亞德客-KY,常會,1150513,1150315,1150513,,,,,,,0,0,,0,1150213,93600,,2026-05-17
1150516,1597,直得,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150226,174534,,2026-05-17
1150516,1598,岱宇,常會,1150525,1150327,1150525,,,,,,,0,0,,0,1150311,173217,,2026-05-17
1150516,1603,華電,常會,1150624,1150426,1150624,,,,,,,0,0,,0,1150312,161318,,2026-05-17
1150516,1604,聲寶,常會,1150616,1150418,1150616,,,,,0,0.00,0,0,,0,1150311,95824,,2026-05-17
1150516,1605,華新,常會,1150522,1150324,1150522,,,,,,,0,0,,0,1150327,171935,,2026-05-17
1150516,1608,華榮,常會,1150617,1150419,1150617,,,,,,,0,0,,0,1150320,140546,,2026-05-17
1150516,1609,大亞,常會,1150522,1150324,1150522,,,,,,,0,0,,0,1150313,160933,,2026-05-17
1150516,1611,中電,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150311,172204,,2026-05-17
1150516,1612,宏泰,常會,1150609,1150411,1150609,,,,,,,0,0,,0,1150414,105617,,2026-05-17
1150516,1614,三洋電,常會,1150616,1150418,1150616,,,,,,,0,0,,0,1150311,153545,,2026-05-17
1150516,1615,大山,常會,1150615,1150417,1150615,,,,,,,0,0,,0,1150506,92123,,2026-05-17
1150516,1616,億泰,常會,1150615,1150417,1150615,,,,,,,0,0,,0,1150504,144128,,2026-05-17
1150516,1617,榮星,常會,1150616,1150418,1150616,,,,,,,0,0,,0,1150327,165858,,2026-05-17
1150516,1618,合機,常會,1150525,1150327,1150525,,,,,,,0,0,,0,1150305,145618,,2026-05-17
1150516,1623,大東電,常會,1150617,1150419,1150617,,,,,,,0,0,,0,1150505,113138,,2026-05-17
1150516,1626,艾美特-KY,常會,1150608,1150410,1150608,,,,,,,0,0,,0,1150319,92613,,2026-05-17
1150516,1702,南僑,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150330,161241,,2026-05-17
1150516,1707,葡萄王,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150305,173853,,2026-05-17
1150516,1708,東鹼,常會,1150520,1150322,1150520,,,,,,,0,0,,0,1150313,94520,,2026-05-17
1150516,1709,和益,常會,1150611,1150413,1150611,,,,,,,0,0,,0,1150415,100644,,2026-05-17
1150516,1710,東聯,常會,1150519,1150321,1150519,,,,,,,0,0,,0,1150304,151341,,2026-05-17
1150516,1711,永光,常會,1150528,1150330,1150528,,,,,,,0,0,,0,1150330,155039,,2026-05-17
1150516,1712,興農,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150331,173958,,2026-05-17
1150516,1713,國化,常會,1150624,1150426,1150624,,,,,,,0,0,,0,1150312,161845,,2026-05-17
1150516,1714,和桐,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150331,173414,,2026-05-17
1150516,1717,長興,常會,1150626,1150428,1150626,,,,,,,0,0,,0,1150313,173919,,2026-05-17
1150516,1718,中纖,常會,1150611,1150413,1150611,,,,,,,0,0,,0,1150310,160605,,2026-05-17
1150516,1720,生達,常會,1150512,1150314,1150512,,,,,,,0,0,,0,1150225,85708,,2026-05-17
1150516,1721,三晃,常會,1150616,1150418,1150616,,,,,,,0,0,,0,1150313,151827,,2026-05-17
1150516,1722,台肥,常會,1150527,1150329,1150527,,,,,0,0.00,0,0,,0,1150311,150346,,2026-05-17
1150516,1723,中碳,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150302,101217,,2026-05-17
1150516,1725,元禎,常會,1150520,1150322,1150520,,,,,,,0,0,,0,1150304,152713,,2026-05-17
1150516,1726,永記,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150309,173958,,2026-05-17
1150516,1727,中華化,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150312,144449,,2026-05-17
1150516,1730,花仙子,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150305,172559,,2026-05-17
1150516,1731,美吾華,常會,1150610,1150412,1150610,,,,,,,0,0,,0,1150302,101746,,2026-05-17
1150516,1732,毛寶,常會,1150611,1150413,1150611,,,,,0,0.00,0,0,,0,1150428,114013,,2026-05-17
1150516,1733,五鼎,常會,1150522,1150324,1150522,,,,,,,0,0,,0,1150325,172542,,2026-05-17
1150516,1734,杏輝,常會,1150616,1150418,1150616,,,,,,,0,0,,0,1150324,163952,,2026-05-17
1150516,1735,日勝化,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150311,162701,,2026-05-17
1150516,1736,喬山,常會,1150624,1150426,1150624,,,,,,,0,0,,0,1150513,93907,,2026-05-17
1150516,1737,臺鹽,常會,1150624,1150426,1150624,,,,,,,0,0,,0,1150330,144615,,2026-05-17
1150516,1752,南光,常會,1150528,1150330,1150528,,,,,,,0,0,,0,1150226,163016,,2026-05-17
1150516,1760,寶齡富錦,常會,1150525,1150327,1150525,,,,,,,0,0,,0,1150326,155739,,2026-05-17
1150516,1762,中化生,常會,1150528,1150330,1150528,,,,,,,0,0,,0,1150310,195901,,2026-05-17
1150516,1773,勝一,常會,1150520,1150322,1150520,,,,,,,0,0,,0,1150305,83123,,2026-05-17
1150516,1776,展宇,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150311,151936,,2026-05-17
1150516,1783,和康生,常會,1150611,1150413,1150611,,,,,,,0,0,,0,1150320,155803,,2026-05-17
1150516,1786,科妍,常會,1150629,1150501,1150629,,,,,,,0,0,,0,1150429,180316,,2026-05-17
1150516,1789,神隆,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150310,160632,,2026-05-17
1150516,1795,美時,常會,1150616,1150418,1150616,,,,,,,0,0,,0,1150417,95329,,2026-05-17
1150516,1802,台玻,常會,1150612,1150414,1150612,,,,,,,0,0,,0,1150309,164234,,2026-05-17
1150516,1805,寶徠,常會,1150626,1150428,1150626,,,,,0,0.00,0,0,,0,1150507,101338,,2026-05-17
1150516,1806,冠軍,常會,1150617,1150419,1150617,,,,,,,0,0,,0,1150330,164547,,2026-05-17
1150516,1808,潤隆,常會,1150609,1150411,1150609,,,,,0,0.00,0,0,,0,1150422,165621,,2026-05-17
1150516,1809,中釉,常會,1150623,1150425,1150623,,,,,,,0,0,,0,1150312,162232,,2026-05-17
1150516,1810,和成,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150310,160637,,2026-05-17
1150516,1817,凱撒衛,常會,1150526,1150328,1150526,,,,,0,0.00,0,0,,0,1150309,102519,,2026-05-17
1150516,1903,士紙,常會,1150605,1150407,1150605,,,,,0,0.00,0,0,,0,1150313,173022,,2026-05-17
1150516,1904,正隆,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150310,162602,,2026-05-17
1150516,1905,華紙,常會,1150616,1150418,1150616,,,,,,,0,0,,0,1150330,93809,,2026-05-17
1150516,1906,寶隆,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150310,91502,,2026-05-17
1150516,1907,永豐餘,常會,1150612,1150414,1150612,,,,,,,0,0,,0,1150320,103907,,2026-05-17
1150516,1909,榮成,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150311,172955,,2026-05-17
1150516,2002,中鋼,常會,1150522,1150324,1150522,,,,,,,0,0,,0,1150327,172343,,2026-05-17
1150516,2006,東和鋼鐵,常會,1150522,1150324,1150522,,,,,,,0,0,,0,1150126,173247,,2026-05-17
1150516,2007,燁興,常會,1150624,1150426,1150624,,,,,,,0,0,,0,1150312,145620,,2026-05-17
1150516,2008,高興昌,常會,1150617,1150419,1150617,,,,,,,0,0,,0,1150430,105752,,2026-05-17
1150516,2009,第一銅,常會,1150624,1150426,1150624,,,,,,,0,0,,0,1150320,140713,,2026-05-17
1150516,2010,春源,常會,1150611,1150413,1150611,,,,,0,0.00,0,0,,0,1150319,154809,,2026-05-17
1150516,2012,春雨,常會,1150528,1150330,1150528,,,,,,,0,0,,0,1150331,112440,,2026-05-17
1150516,2013,中鋼構,常會,1150528,1150330,1150528,,,,,,,0,0,,0,1150310,112340,,2026-05-17
1150516,2014,中鴻,常會,1150522,1150324,1150522,,,,,,,0,0,,0,1150305,164307,,2026-05-17
1150516,2015,豐興,常會,1150527,1150329,1150527,,,,,0,0.00,0,0,,0,1150302,91831,,2026-05-17
1150516,2017,官田鋼,常會,1150521,1150323,1150521,,,,,,,0,0,,0,1150303,154000,,2026-05-17
1150516,2020,美亞,常會,1150618,1150420,1150618,,,,,,,0,0,,0,1150427,90239,,2026-05-17
1150516,2022,聚亨,常會,1150528,1150330,1150528,,,,,,,0,0,,0,1150326,161027,,2026-05-17
1150516,2023,燁輝,常會,1150625,1150427,1150625,,,,,,,0,0,,0,1150312,154438,,2026-05-17
1150516,2024,志聯,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150310,155103,,2026-05-17
1150516,2025,千興,常會,1150609,1150411,1150609,,,,,,,0,0,,0,1150318,145352,,2026-05-17
1150516,2027,大成鋼,常會,1150616,1150418,1150616,,,,,,,0,0,,0,1150312,91019,,2026-05-17
1150516,2028,威致,常會,1150618,1150420,1150618,,,,,0,0.00,0,0,,0,1150316,102115,,2026-05-17
1150516,2029,盛餘,常會,1150612,1150414,1150612,,,,,0,0.00,0,0,,0,1150313,104349,,2026-05-17
1150516,2030,彰源,常會,1150527,1150329,1150527,,,,,0,0.00,0,0,,0,1150310,173311,,2026-05-17
1150516,2031,新光鋼,常會,1150525,1150327,1150525,,,,,,,0,0,,0,1150311,174317,,2026-05-17
1150516,2032,新鋼,常會,1150618,1150420,1150618,,,,,,,0,0,,0,1150325,164848,,2026-05-17
1150516,2033,佳大,常會,1150618,1150420,1150618,,,,,,,0,0,,0,1150310,174647,,2026-05-17
1150516,2034,允強,常會,1150616,1150418,1150616,,,,,,,0,0,,0,1150311,173151,,2026-05-17
1150516,2038,海光,常會,1150625,1150427,1150625,,,,,,,0,0,,0,1150423,161723,,2026-05-17
1150516,2049,上銀,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150310,173750,,2026-05-17
1150516,2059,川湖,常會,1150630,1150502,1150630,,,,,,,0,0,,0,1150414,92254,,2026-05-17
1150516,2062,橋椿,常會,1150430,1150302,1150430,,,,,,,0,0,,0,1150304,170118,,2026-05-17
1150516,2069,運錩,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150416,150622,,2026-05-17
1150516,2072,世紀風電,常會,1150612,1150414,1150612,,,,,,,0,0,,0,1150324,203723,,2026-05-17
1150516,2101,南港,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150312,93529,,2026-05-17
1150516,2102,泰豐,常會,1150520,1150322,1150520,,,,,,,0,0,,0,1150303,164546,,2026-05-17
1150516,2103,台橡,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150311,102501,,2026-05-17
1150516,2104,國際中橡,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150312,151015,,2026-05-17
1150516,2105,正新,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150311,172557,,2026-05-17
1150516,2106,建大,常會,1150603,1150405,1150603,,,,,,,0,0,,0,1150312,100406,,2026-05-17
1150516,2107,厚生,常會,1150612,1150414,1150612,,,,,,,0,0,,0,1150414,104555,,2026-05-17
1150516,2108,南帝,常會,1150526,1150328,1150526,,,,,0,0.00,0,0,,0,1150311,151913,,2026-05-17
1150516,2109,華豐,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150312,162201,,2026-05-17
1150516,2114,鑫永銓,常會,1150522,1150324,1150522,,,,,0,0.00,0,0,,0,1150305,152134,,2026-05-17
1150516,2115,六暉-KY,常會,1150527,1150329,1150527,,,,,0,0.00,0,0,,0,1150311,152446,,2026-05-17
1150516,2201,裕隆,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150309,171907,,2026-05-17
1150516,2204,中華,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150312,93635,,2026-05-17
1150516,2206,三陽工業,常會,1150626,1150428,1150626,,,,,,,0,0,,0,1150409,165511,,2026-05-17
1150516,2207,和泰車,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150312,83659,,2026-05-17
1150516,2208,台船,常會,1150625,1150427,1150625,,,,,,,0,0,,0,1150513,115430,,2026-05-17
1150516,2211,長榮鋼,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150129,170407,,2026-05-17
1150516,2227,裕日車,常會,1150626,1150428,1150626,,,,,,,0,0,,0,1150318,172757,,2026-05-17
1150516,2228,劍麟,常會,1150529,1150331,1150529,,,,,,,0,0,,0,1150312,174046,,2026-05-17
1150516,2231,為升,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150312,155555,,2026-05-17
1150516,2233,宇隆,常會,1150526,1150328,1150526,,,,,,,0,0,,0,1150305,90028,,2026-05-17
1150516,2236,百達-KY,常會,1150629,1150501,1150629,,,,,,,0,0,,0,1150514,93537,,2026-05-17
1150516,2239,英利-KY,常會,1150617,1150419,1150617,,,,,,,0,0,,0,1150331,90609,,2026-05-17
1150516,2241,艾姆勒,常會,1150528,1150330,1150528,,,,,,,0,0,,0,1150401,85918,,2026-05-17
1150516,2243,宏旭-KY,常會,1150525,1150327,1150525,,,,,,,0,0,,0,1150414,171016,,2026-05-17
1150516,2247,汎德永業,常會,1150612,1150414,1150612,,,,,,,0,0,,0,1150311,91713,,2026-05-17
1150516,2248,華勝-KY,常會,1150612,1150414,1150612,,,,,,,0,0,,0,1150320,142456,,2026-05-17
1150516,2250,IKKA-KY,常會,1150626,1150428,1150626,,,,,,,0,0,,0,1150508,91347,,2026-05-17
1150516,2254,巨鎧精密-創,常會,1150527,1150329,1150527,,,,,,,0,0,,0,1150311,173005,,2026-05-17
1150516,2254,巨鎧精密-創,臨時會,1150105,1141207,1150105,,,,,,,0,0,,0,1141117,172057,,2026-05-17
1150516,2258,鴻華先進-創,常會,1150522,1150324,1150522,,,,,,,0,0,,0,1150306,172448,,2026-05-17
1150516,2301,光寶科,常會,1150520,1150322,1150520,,,,,,,0,0,,0,1150325,90721,,2026-05-17
1150516,2302,麗正,常會,1150522,1150324,1150522,,,,,,,0,0,,0,1150305,173947,,2026-05-17
