出表日期,公司代號,公司名稱,董事長,總經理,董事長是否兼任總經理,date
1150514,2103,台橡,殷琪,蔡偉強,未兼任,2026-05-15
1150514,2104,國際中橡,辜公怡,李超儒,未兼任,2026-05-15
1150514,2105,正新,陳榮華,李進昌,未兼任,2026-05-15
1150514,2106,建大,楊&#21843;仁,林建良,未兼任,2026-05-15
1150514,2107,厚生,徐正材,徐正己,未兼任,2026-05-15
1150514,2108,南帝,楊東源,許建祝,未兼任,2026-05-15
1150514,2109,華豐,沈國榮,湯生敏文,未兼任,2026-05-15
1150514,2114,鑫永銓,張惠寬,林季佑,未兼任,2026-05-15
1150514,2115,六暉-KY,吳金鹿,許秀華,未兼任,2026-05-15
1150514,2201,裕隆,嚴陳莉蓮,許國興,未兼任,2026-05-15
1150514,2204,中華,嚴陳莉蓮,曾鑫城,未兼任,2026-05-15
1150514,2206,三陽工業,吳清源,吳清源,兼任,2026-05-15
1150514,2207,和泰車,黃南光,蘇純興,未兼任,2026-05-15
1150514,2208,台船,陳政宏,蔡坤宗,未兼任,2026-05-15
1150514,2211,長榮鋼,林耿立,劉邦恩,未兼任,2026-05-15
1150514,2227,裕日車,嚴陳莉蓮,姚振祥,未兼任,2026-05-15
1150514,2228,劍麟,黃正怡,黃正忠,未兼任,2026-05-15
1150514,2231,為升,黃淑媛,尤山泉,未兼任,2026-05-15
1150514,2233,宇隆,劉俊昌,蔡銘東,未兼任,2026-05-15
1150514,2236,百達-KY,黃亮茳,黃泓杰,未兼任,2026-05-15
1150514,2239,英利-KY,林上煒,林上琦,未兼任,2026-05-15
1150514,2241,艾姆勒,林啟聖,石志鴻,未兼任,2026-05-15
1150514,2243,宏旭-KY,林維源,陳廣瑞(代理),未兼任,2026-05-15
1150514,2247,汎德永業,唐慕蓮,杜黃旭,未兼任,2026-05-15
1150514,2248,華勝-KY,陳鏗勝,陳鏗勝,兼任,2026-05-15
1150514,2250,IKKA-KY,胡湘麒,小原正美,未兼任,2026-05-15
1150514,2254,巨鎧精密-創,吳柏樺,吳柏樺/吳志彬,未兼任,2026-05-15
1150514,2258,鴻華先進-創,李秉彥,陳清亞,未兼任,2026-05-15
1150514,2301,光寶科,宋明峰,邱森彬,未兼任,2026-05-15
1150514,2302,麗正,林文騰,林文騰,兼任,2026-05-15
1150514,2303,聯電,洪嘉聰,"執行長 王石,  總經理暨營運長 徐明志",未兼任,2026-05-15
1150514,2305,全友,吳金來,謝靜慧,未兼任,2026-05-15
1150514,2308,台達電,鄭平,張訓海,未兼任,2026-05-15
1150514,2312,金寶,許介立,陳威昌,未兼任,2026-05-15
1150514,2313,華通,江培琨,吳柏毅,未兼任,2026-05-15
1150514,2314,台揚,謝其嘉,吳永欽,未兼任,2026-05-15
1150514,2316,楠梓電,徐漢忠,陳志康,未兼任,2026-05-15
1150514,2317,鴻海,劉揚偉,劉揚偉,兼任,2026-05-15
1150514,2321,東訊,吳素秋,田瑛睿,未兼任,2026-05-15
1150514,2323,中環,翁明顯,關山孝行,未兼任,2026-05-15
1150514,2324,仁寶,陳瑞聰,Anthony Peter Bonadero,未兼任,2026-05-15
1150514,2327,國巨*,陳泰銘,王淡如,未兼任,2026-05-15
1150514,2328,廣宇,李光曜,蔡明峰,未兼任,2026-05-15
1150514,2329,華泰,董&#24742;明,涂家榮,未兼任,2026-05-15
1150514,2330,台積電,魏哲家,總裁: 魏哲家,未兼任,2026-05-15
1150514,2331,精英,張榮華,翁育斌,未兼任,2026-05-15
1150514,2332,友訊,郭金河,張家瑞,未兼任,2026-05-15
1150514,2337,旺宏,吳敏求,盧志遠,未兼任,2026-05-15
1150514,2338,光罩,&#20931;俊光,陳立惇,未兼任,2026-05-15
1150514,2340,台亞,李國光,蔡育軒,未兼任,2026-05-15
1150514,2342,茂矽,唐亦仙,盧建志,未兼任,2026-05-15
1150514,2344,華邦電,焦佑鈞,陳沛銘,未兼任,2026-05-15
1150514,2345,智邦,黃國修,李訓德,未兼任,2026-05-15
1150514,2347,聯強,苗豐強,杜書伍,未兼任,2026-05-15
1150514,2348,海悅,黃希文,王俊傑,未兼任,2026-05-15
1150514,2349,錸德,葉垂景,王鼎章,未兼任,2026-05-15
1150514,2351,順德,陳朝雄,陳維德,未兼任,2026-05-15
1150514,2352,佳世達,陳其宏,柯淑芬,未兼任,2026-05-15
1150514,2353,宏碁,陳俊聖,簡慧祥,未兼任,2026-05-15
1150514,2354,鴻準,陳國寶,潘彥仁,未兼任,2026-05-15
1150514,2355,敬鵬,曾劉玉枝,林玉女,未兼任,2026-05-15
1150514,2356,英業達,葉力誠,蔡枝安,未兼任,2026-05-15
1150514,2357,華碩,施崇棠,許先越/胡書賓,未兼任,2026-05-15
1150514,2359,所羅門,陳政隆,陳政隆,兼任,2026-05-15
1150514,2360,致茂,黃欽明,曾一士,未兼任,2026-05-15
1150514,2362,藍天,許崑泰,蔡明賢,未兼任,2026-05-15
1150514,2363,矽統,洪嘉聰,戎樂天,未兼任,2026-05-15
1150514,2364,倫飛,高育仁,高思復,未兼任,2026-05-15
1150514,2365,昆盈,卓世坤,李百祥,未兼任,2026-05-15
1150514,2367,燿華,張元銘,叢守璞,未兼任,2026-05-15
1150514,2368,金像電,楊承澤,楊承澤,兼任,2026-05-15
1150514,2369,菱生,葉樹泉,蔡澤松,未兼任,2026-05-15
1150514,2371,大同,張榮華,張松鑌,未兼任,2026-05-15
1150514,2373,震旦行,馬志賢,游炎林,未兼任,2026-05-15
1150514,2374,佳能,章孝祺,章孝祺,兼任,2026-05-15
1150514,2375,凱美,呂紹萍,劉文亮,未兼任,2026-05-15
1150514,2376,技嘉,葉培城,李宜泰/林英宇,未兼任,2026-05-15
1150514,2377,微星,徐祥,黃金請,未兼任,2026-05-15
1150514,2379,瑞昱,邱順建,顏光裕,未兼任,2026-05-15
1150514,2380,虹光,盛少瀾,盛少瀾,兼任,2026-05-15
1150514,2382,廣達,林百里,梁次震,未兼任,2026-05-15
1150514,2383,台光電,董定宇,董定宇,兼任,2026-05-15
1150514,2385,群光,許崑泰,呂進宗,未兼任,2026-05-15
1150514,2387,精元,蔡火爐,羅逸,未兼任,2026-05-15
1150514,2388,威盛,陳文琦,陳文琦,兼任,2026-05-15
1150514,2390,云辰,張姿玲,呂麗筑,未兼任,2026-05-15
1150514,2392,正崴,郭台強,郭台強,兼任,2026-05-15
1150514,2393,億光,葉寅夫,葉寅夫,兼任,2026-05-15
1150514,2395,研華,劉克振,陳清熙、蔡淑妍、張家豪,未兼任,2026-05-15
1150514,2397,友通,陳其宏,田芝穎,未兼任,2026-05-15
1150514,2399,映泰,王明義,王明正,未兼任,2026-05-15
1150514,2401,凌陽,黃洲杰,黃洲杰,兼任,2026-05-15
1150514,2402,毅嘉,黃秋永,曾恭勝,未兼任,2026-05-15
1150514,2404,漢唐,李惠文,賴志明,未兼任,2026-05-15
1150514,2405,輔信,余麗娜,鄭瑋勳,未兼任,2026-05-15
1150514,2406,國碩,陳繼明,鍾高原,未兼任,2026-05-15
1150514,2408,南亞科,鄒明仁,李培瑛,未兼任,2026-05-15
1150514,2409,友達,彭又又浪,柯富仁,未兼任,2026-05-15
1150514,2412,中華電,簡志誠,林榮賜,未兼任,2026-05-15
1150514,2413,環科,歐仁傑,歐仁傑,兼任,2026-05-15
1150514,2414,精技,葉佳紋,李盈芳,未兼任,2026-05-15
1150514,2415,錩新,丁廣欽,蕭伊宏,未兼任,2026-05-15
1150514,2417,圓剛,郭重松,郭重松,兼任,2026-05-15
1150514,2419,仲琦,黃文芳,周暘智,未兼任,2026-05-15
1150514,2420,新巨,高銘傳,鄭秋怡,未兼任,2026-05-15
1150514,2421,建準,洪慶昇,洪慶昇,兼任,2026-05-15
1150514,2423,固緯,林錦章,張朝明,未兼任,2026-05-15
1150514,2424,隴華,王雅萱,王雅萱,兼任,2026-05-15
1150514,2425,承啟,高樹榮,高樹榮,兼任,2026-05-15
1150514,2426,鼎元,蘇&#23791;正,李榮寰,未兼任,2026-05-15
1150514,2427,三商電,陳翔中,陳翔中,兼任,2026-05-15
1150514,2428,興勤,隋台中,隋台中,兼任,2026-05-15
1150514,2429,銘旺科,周維昆,潘進興,未兼任,2026-05-15
1150514,2430,燦坤,林技典,NA,未兼任,2026-05-15
1150514,2431,聯昌,陳恆偉,林春連,未兼任,2026-05-15
1150514,2432,倚天酷碁-創,高樹國,鍾逸鈞,未兼任,2026-05-15
1150514,2433,互盛電,廖慶章,陳國盈,未兼任,2026-05-15
1150514,2434,統懋,翁淑貞,唐永渝,未兼任,2026-05-15
1150514,2436,偉詮電,林錫銘,林登信,未兼任,2026-05-15
1150514,2438,翔耀,林以山,高玉強,未兼任,2026-05-15
1150514,2439,美律,廖祿立,黃朝豊,未兼任,2026-05-15
1150514,2440,太空梭,王玄輝,王建成,未兼任,2026-05-15
1150514,2441,超豐,謝永達,紀有章,未兼任,2026-05-15
1150514,2442,新美齊,林傳捷,紀榮村,未兼任,2026-05-15
1150514,2444,兆勁,紀政孝,紀政孝,兼任,2026-05-15
1150514,2449,京元電子,李金恭,張高薰,未兼任,2026-05-15
1150514,2450,神腦,余政憲,林保雍,未兼任,2026-05-15
1150514,2451,創見,束崇萬,張宗凱,未兼任,2026-05-15
1150514,2453,凌群,劉瑞復,劉瑞隆,未兼任,2026-05-15
1150514,2454,聯發科,蔡明介,陳冠州,未兼任,2026-05-15
1150514,2455,全新,陳建良,黃朝興,未兼任,2026-05-15
1150514,2457,飛宏,林中民,林冠宏,未兼任,2026-05-15
1150514,2458,義隆,葉儀皓,葉儀皓,兼任,2026-05-15
1150514,2459,敦吉,鍾元凱,鍾元凱,兼任,2026-05-15
1150514,2460,建通,蘇敦禮,何易霖,未兼任,2026-05-15
1150514,2461,光群雷,郭維武,陳宥霖,未兼任,2026-05-15
1150514,2462,良得電,陳龍水,陳龍水,兼任,2026-05-15
1150514,2464,盟立,孫弘,林世東,未兼任,2026-05-15
1150514,2465,麗臺,盧崑山,梁傳杰,未兼任,2026-05-15
1150514,2466,冠西電,謝淑娟,黃琮善,未兼任,2026-05-15
1150514,2467,志聖,梁茂生,梁又文,未兼任,2026-05-15
1150514,2468,華經,袁興文,唐宇華、楊正寧,未兼任,2026-05-15
1150514,2471,資通,余宏揚,林青龍,未兼任,2026-05-15
1150514,2472,立隆電,吳志銘,吳志銘,兼任,2026-05-15
1150514,2474,可成,洪水樹,洪天賜,未兼任,2026-05-15
1150514,2476,鉅祥,林於晃,林映碩,未兼任,2026-05-15
1150514,2477,美隆電,吳堂誌,暫缺,未兼任,2026-05-15
1150514,2478,大毅,江財寶,江財寶,兼任,2026-05-15
1150514,2480,敦陽科,梁修宗,梁修宗,兼任,2026-05-15
1150514,2481,強茂,方敏清,方敏清,兼任,2026-05-15
1150514,2482,連宇,羅鋇,曾鈺琳,未兼任,2026-05-15
1150514,2483,百容,廖本林,廖本林,兼任,2026-05-15
1150514,2484,希華,曾穎堂,曾榮孟,未兼任,2026-05-15
1150514,2485,兆赫,黃啟瑞,林慶輝,未兼任,2026-05-15
1150514,2486,一詮,周萬順,周孟賢,未兼任,2026-05-15
1150514,2488,漢平,劉深鏗,劉深鏗,兼任,2026-05-15
1150514,2489,瑞軒,吳春發,吳旭軒,未兼任,2026-05-15
1150514,2491,吉祥全,陳碧華,羅光偉,未兼任,2026-05-15
1150514,2492,華新科,焦佑衡,曾明燦,未兼任,2026-05-15
1150514,2493,揚博,蘇勝義,蘇勝義,兼任,2026-05-15
1150514,2495,普安,羅仕東,羅仕東,兼任,2026-05-15
1150514,2496,卓越,曾淑鈴,曾淑鈴,兼任,2026-05-15
1150514,2497,怡利電,陳錫勳,陳錫勳,兼任,2026-05-15
1150514,2498,宏達電,王雪紅,王雪紅,兼任,2026-05-15
1150514,2501,國建,張清櫆,郭文鎧,未兼任,2026-05-15
1150514,2504,國產,徐蘭英,徐蘭英,兼任,2026-05-15
1150514,2505,國揚,林子&#23515;,彭邵齡,未兼任,2026-05-15
1150514,2506,太設,柳逸義,陳清暉,未兼任,2026-05-15
1150514,2509,全坤建,李勇毅,江清峰,未兼任,2026-05-15
1150514,2511,太子,羅智先,林宏俊,未兼任,2026-05-15
1150514,2514,龍邦,劉偉龍,劉偉龍,兼任,2026-05-15
1150514,2515,中工,周志明,蘇麗梅,未兼任,2026-05-15
1150514,2516,新建,鄒宏基,賴調燦,未兼任,2026-05-15
1150514,2520,冠德,馬志綱,張勝安,未兼任,2026-05-15
1150514,2524,京城,蔡天贊,蔡天贊,兼任,2026-05-15
1150514,2527,宏璟,簡文祥,周家佩,未兼任,2026-05-15
1150514,2528,皇普,蘇永平,蘇永平,兼任,2026-05-15
1150514,2530,華建,鄭斯聰,黃智楨,未兼任,2026-05-15
1150514,2534,宏盛,林新欽,陸永富,未兼任,2026-05-15
1150514,2535,達欣工,王人正,代理總經理 謝天賀,未兼任,2026-05-15
1150514,2536,宏普,游武龍,游武龍,兼任,2026-05-15
1150514,2537,聯上發,蘇永義,李志明,未兼任,2026-05-15
1150514,2538,基泰,楊儲明,馮先勉,未兼任,2026-05-15
1150514,2539,櫻花建,陳世英,沈淑貞,未兼任,2026-05-15
1150514,2540,愛山林,祝文宇,祝藝,未兼任,2026-05-15
1150514,2542,興富發,曹淵博,范華軍,未兼任,2026-05-15
1150514,2543,皇昌,江程金,黃重雷,未兼任,2026-05-15
1150514,2545,皇翔,廖年吉,廖宇祥,未兼任,2026-05-15
1150514,2546,根基,袁藹維,陳俊明,未兼任,2026-05-15
1150514,2547,日勝生,林榮顯,劉垚凱,未兼任,2026-05-15
1150514,2548,華固,鍾榮昌,洪嘉昇,未兼任,2026-05-15
1150514,2597,潤弘,李志宏,莫惟瀚,未兼任,2026-05-15
1150514,2601,益航,郭人豪,莊仟萬,未兼任,2026-05-15
1150514,2603,長榮,張衍義,吳光輝,未兼任,2026-05-15
1150514,2605,新興,許積皋,許積皋,兼任,2026-05-15
1150514,2606,裕民,徐旭東,王書吉,未兼任,2026-05-15
1150514,2607,榮運,邱顯育,林振芳,未兼任,2026-05-15
1150514,2608,嘉里大榮,沈宗桂,財務暨行政總處：阮慧雯,未兼任,2026-05-15
1150514,2609,陽明,蔡豐明,李明輝,未兼任,2026-05-15
1150514,2610,華航,高星潢,陳漢銘,未兼任,2026-05-15
1150514,2611,志信,黃春發,陳秀奇,未兼任,2026-05-15
1150514,2612,中航,彭士孝,戴聖堅,未兼任,2026-05-15
1150514,2613,中櫃,林宏年,黃國樑,未兼任,2026-05-15
1150514,2614,東森,廖尚文,周惠英,未兼任,2026-05-15
1150514,2615,萬海,久福花園股份有限公司,謝福隆,未兼任,2026-05-15
1150514,2616,山隆,鄭人豪,俞蘭輝,未兼任,2026-05-15
1150514,2617,台航,劉文慶,陳建州(代理),未兼任,2026-05-15
1150514,2618,長榮航,林寶水,孫嘉明,未兼任,2026-05-15
1150514,2630,亞航,李偉賢,李偉賢,兼任,2026-05-15
1150514,2633,台灣高鐵,史哲,陳惠裕,未兼任,2026-05-15
1150514,2634,漢翔,曹進平,莊秀美,未兼任,2026-05-15
1150514,2636,台驊控股,張立秋,顏益財,未兼任,2026-05-15
1150514,2637,慧洋-KY,藍俊昇,藍俊昇,兼任,2026-05-15
1150514,2642,宅配通,邱純枝,徐慶懿,未兼任,2026-05-15
1150514,2645,長榮航太,黃南宏,謝新文,未兼任,2026-05-15
1150514,2646,星宇航空,張國煒,翟健華,未兼任,2026-05-15
1150514,2701,萬企,蔡茂昌,吳雅珍,未兼任,2026-05-15
1150514,2702,華園,陳增東,陳增東,兼任,2026-05-15
1150514,2704,國賓,許育瑞,許家堯,未兼任,2026-05-15
1150514,2705,六福,莊豐如,賴振融,未兼任,2026-05-15
1150514,2706,第一店,顧安生,徐小華,未兼任,2026-05-15
1150514,2707,晶華,潘思亮,吳偉正,未兼任,2026-05-15
1150514,2712,遠雄來,武祥生,沈建劭,未兼任,2026-05-15
1150514,2722,夏都,陳協同,王慶祺,未兼任,2026-05-15
1150514,2723,美食-KY,吳政學,吳政學,兼任,2026-05-15
1150514,2727,王品,陳正輝,陳正輝,兼任,2026-05-15
1150514,2731,雄獅,王文傑,黃信川,未兼任,2026-05-15
1150514,2739,寒舍,蔡伯翰,蔡伯翰,兼任,2026-05-15
1150514,2748,雲品,盛治仁,丁原偉,未兼任,2026-05-15
1150514,2753,八方雲集,林欣怡,林欣怡,兼任,2026-05-15
1150514,2762,世界健身-KY,柯約翰,柯約翰,兼任,2026-05-15
1150514,2801,彰銀,胡光華,簡志光,未兼任,2026-05-15
1150514,2812,台中銀,李瑞倉,董益源,未兼任,2026-05-15
1150514,2816,旺旺保,洪吉雄,劉自明,未兼任,2026-05-15
1150514,2820,華票,張政權,魏政祥,未兼任,2026-05-15
1150514,2832,台產,李泰宏,陳昭鋒,未兼任,2026-05-15
1150514,2834,臺企銀,李嘉祥,李國忠,未兼任,2026-05-15
1150514,2836,高雄銀,徐翠梅,張榮泰,未兼任,2026-05-15
1150514,2838,聯邦銀,林鴻聯,許維文,未兼任,2026-05-15
1150514,2845,遠東銀,周添財,林建忠,未兼任,2026-05-15
1150514,2849,安泰銀,俞宇琦,徐世偉,未兼任,2026-05-15
1150514,2850,新產,吳昕紘,何英蘭,未兼任,2026-05-15
1150514,2851,中再保,戴錦銓,鍾志宏,未兼任,2026-05-15
1150514,2852,第一保,李正漢,陳信坤,未兼任,2026-05-15
1150514,2855,統一證,林寬成,楊凱智,未兼任,2026-05-15
1150514,2867,三商壽,翁肇喜,陳宏昇,未兼任,2026-05-15
1150514,2880,華南金,陳芬蘭,蕭玉美,未兼任,2026-05-15
1150514,2881,富邦金,蔡明興,韓蔚廷,未兼任,2026-05-15
1150514,2882,國泰金,蔡宏圖,李長庚,未兼任,2026-05-15
1150514,2883,凱基金,王銘陽,楊文鈞,未兼任,2026-05-15
1150514,2884,玉山金,黃男州,陳茂欽,未兼任,2026-05-15
1150514,2885,元大金,翁健,黃維誠,未兼任,2026-05-15
1150514,2886,兆豐金,董瑞斌,張傳章,未兼任,2026-05-15
1150514,2887,台新新光金,吳東亮,林維俊,未兼任,2026-05-15
1150514,2889,國票金,魏啟林,陳冠舟,未兼任,2026-05-15
1150514,2890,永豐金,陳思寬,朱士廷,未兼任,2026-05-15
1150514,2891,中信金,顏文隆,高麗雪,未兼任,2026-05-15
1150514,2892,第一金,邱月琴,方螢基,未兼任,2026-05-15
1150514,2897,王道銀行,駱怡君,李芳遠,未兼任,2026-05-15
1150514,2901,欣欣,李文英,周國健,未兼任,2026-05-15
1150514,2903,遠百,徐旭東,徐雪芳,未兼任,2026-05-15
1150514,2904,匯僑,廖述群,葉唐榮,未兼任,2026-05-15
1150514,2905,三商,陳翔立,陳翔立,兼任,2026-05-15
1150514,2906,高林,李忠良,李界羲,未兼任,2026-05-15
1150514,2908,特力,李麗秋,李麗秋董事長代理總經理,未兼任,2026-05-15
1150514,2910,統領,蘇建義,翁華利,未兼任,2026-05-15
1150514,2911,麗嬰房,林柏蒼,陳仁沛,未兼任,2026-05-15
1150514,2912,統一超,羅智先,黃瑞典,未兼任,2026-05-15
1150514,2913,農林,吳清源,吳清源,兼任,2026-05-15
1150514,2915,潤泰全,徐盛育,徐志漳,未兼任,2026-05-15
1150514,2923,鼎固-KY,張洪本,張能耀,未兼任,2026-05-15
1150514,2929,淘帝-KY,周志鴻,莊凌鋒,未兼任,2026-05-15
1150514,2939,永邑-KY,陳柏融,王碩偉,未兼任,2026-05-15
1150514,2945,三商家購,陳翔玢,邱光隆,未兼任,2026-05-15
1150514,3002,歐格,李廣浩,李廣浩,兼任,2026-05-15
1150514,3003,健和興,鄭克彬,鄭傑元,未兼任,2026-05-15
1150514,3004,豐達科,蔡豐賜,林威村,未兼任,2026-05-15
1150514,3005,神基,黃明漢,黃明漢,兼任,2026-05-15
1150514,3006,晶豪科,張明鑒,張明鑒,兼任,2026-05-15
1150514,3008,大立光,林恩平,黃有執,未兼任,2026-05-15
1150514,3010,華立,張尊賢,張尊賢,兼任,2026-05-15
1150514,3011,今皓,石浩吉,林盟傑,未兼任,2026-05-15
1150514,3013,晟銘電,林木和,羅志吉,未兼任,2026-05-15
1150514,3014,聯陽,胡鈞陽,董明憲,未兼任,2026-05-15
1150514,3015,全漢,鄭雅仁,鄭雅仁,兼任,2026-05-15
1150514,3016,嘉晶,徐建華,&#28201;錦祥,未兼任,2026-05-15
1150514,3017,奇鋐,沈慶行,沈慶行,兼任,2026-05-15
1150514,3018,隆銘綠能,許鑒隆,許鑒隆,兼任,2026-05-15
1150514,3019,亞光,賴以仁,林泰朗,未兼任,2026-05-15
1150514,3021,鴻名,張允騰,林嘉祥,未兼任,2026-05-15
1150514,3022,威強電,張明智,江重良,未兼任,2026-05-15
1150514,3023,信邦,王紹新,梁偉銘,未兼任,2026-05-15
1150514,3024,憶聲,彭君平,彭秀雲,未兼任,2026-05-15
1150514,3025,星通,葉茂林,葉茂林,兼任,2026-05-15
1150514,3026,禾伸堂,唐錦榮,唐錦榮,兼任,2026-05-15
1150514,3027,盛達,陳振乾,無,未兼任,2026-05-15
1150514,3028,增你強,陳信義,周俊光/周俊賢,未兼任,2026-05-15
1150514,3029,零壹,林嘉&#21234;,陳鍵忠,未兼任,2026-05-15
1150514,3030,德律,陳玠源,陳玠源,兼任,2026-05-15
1150514,3031,佰鴻,廖宗仁,廖宗仁,兼任,2026-05-15
1150514,3032,偉訓,王駿東,李家慶,未兼任,2026-05-15
1150514,3033,威健,胡秋江,紀廷芳,未兼任,2026-05-15
1150514,3034,聯詠,何泰舜,王守仁,未兼任,2026-05-15
1150514,3035,智原,洪嘉聰,王國雍,未兼任,2026-05-15
1150514,3036,文曄,鄭文宗,鄭文宗,兼任,2026-05-15
1150514,3037,欣興,簡山傑,馬光華、蘭庭,未兼任,2026-05-15
1150514,3038,全台,曾瑞銘,王臺光,未兼任,2026-05-15
1150514,3040,遠見,周發,黃庭洋,未兼任,2026-05-15
1150514,3041,揚智,&#20931;俊光,連建欽,未兼任,2026-05-15
1150514,3042,晶技,林萬興,郭雅屏,未兼任,2026-05-15
1150514,3043,科風,科飛投資股份有限公司,楊淑艷,未兼任,2026-05-15
1150514,3044,健鼎,王景春,黃樂仁,未兼任,2026-05-15
1150514,3045,台灣大,蔡明忠,林之晨,未兼任,2026-05-15
1150514,3046,建碁,簡慧祥,王博修,未兼任,2026-05-15
1150514,3047,訊舟,潘良榮,任冠生,未兼任,2026-05-15
1150514,3048,益登,曾禹旖,于俊潔,未兼任,2026-05-15
1150514,3049,精金,馬維欣,馬維欣,兼任,2026-05-15
1150514,3050,鈺德,楊慰芬,羅宜富,未兼任,2026-05-15
1150514,3051,力特,趙寄蓉,趙輝生,未兼任,2026-05-15
1150514,3052,夆典,郭國華,郭國華,兼任,2026-05-15
1150514,3054,立萬利,陳立青,陳立青,兼任,2026-05-15
1150514,3055,蔚華科,秦家騏,楊燿州,未兼任,2026-05-15
1150514,3056,富華新,吳錫坤,侯怡佳董事長室主任祕書(代理),未兼任,2026-05-15
1150514,3057,喬鼎,李志恩,李志恩,兼任,2026-05-15
1150514,3058,立德,包忠詒,蔣永歡(暫代),未兼任,2026-05-15
1150514,3059,華晶科,夏汝文,林&#14871;昇,未兼任,2026-05-15
1150514,3060,銘異,謝錦興,謝錦興,兼任,2026-05-15
1150514,3062,建漢,李廣益,歐陽若,未兼任,2026-05-15
1150514,3090,日電貿,周煒凌,于耀國,未兼任,2026-05-15
1150514,3092,鴻碩,張利榮,魯憶萱,未兼任,2026-05-15
1150514,3094,聯傑,郝挺,林有亮,未兼任,2026-05-15
1150514,3130,一零四,楊基寬,黃于純,未兼任,2026-05-15
1150514,3135,凌航,曾珍,曾珍,兼任,2026-05-15
1150514,3138,耀登,張玉斌,張玉斌,兼任,2026-05-15
1150514,3149,正達,鍾志明,洪敏男,未兼任,2026-05-15
1150514,3150,鈺寶-創,蔡玲君,黃良駿,未兼任,2026-05-15
1150514,3164,景岳,陳根德,陳昱瑾,未兼任,2026-05-15
1150514,3167,大量,王作京,簡禎祈,未兼任,2026-05-15
1150514,3168,眾福科,黃漢州,俞思平,未兼任,2026-05-15
1150514,3189,景碩,廖賜政,陳河旭,未兼任,2026-05-15
1150514,3209,全科,吳堉文,謝宏昌,未兼任,2026-05-15
1150514,3229,晟鈦,莊明理,劉文禎,未兼任,2026-05-15
1150514,3231,緯創,林憲銘,林建勳,未兼任,2026-05-15
1150514,3257,虹冠電,方敏宗,林保偉,未兼任,2026-05-15
1150514,3266,昇陽,麥寬成,魏岱霖,未兼任,2026-05-15
1150514,3296,勝德,周義雄,周義雄,兼任,2026-05-15
1150514,3305,昇貿,李三蓮,李弘偉,未兼任,2026-05-15
1150514,3308,聯德,陳銘智,鄧瑞玲,未兼任,2026-05-15
1150514,3311,閎暉,焦佑衡,徐幼珍,未兼任,2026-05-15
1150514,3312,弘憶股,葉佳紋,劉彥輝,未兼任,2026-05-15
1150514,3321,同泰,簡山傑,曾山一,未兼任,2026-05-15
1150514,3338,泰碩,彭朋煌,劉克平,未兼任,2026-05-15
1150514,3346,麗清,劉美秀,劉美秀,兼任,2026-05-15
1150514,3356,奇偶,戴光正,王有傳,未兼任,2026-05-15
1150514,3376,新日興,呂勝男,阮朝宗,未兼任,2026-05-15
1150514,3380,明泰,黃文芳,黃文芳,兼任,2026-05-15
1150514,3406,玉晶光,陳天慶,郭英理,未兼任,2026-05-15
1150514,3413,京鼎,陳偉銘,邱耀銓,未兼任,2026-05-15
1150514,3416,融程電,呂谷清,林筠卿,未兼任,2026-05-15
1150514,3419,譁裕,鄒宓富,曹付宜,未兼任,2026-05-15
1150514,3432,台端,陳帝生,林樂賢,未兼任,2026-05-15
1150514,3437,榮創,方榮熙,方榮熙,兼任,2026-05-15
1150514,3443,創意,曾繁城,戴尚義,未兼任,2026-05-15
1150514,3447,展達,呂進宗,李培然,未兼任,2026-05-15
1150514,3450,聯鈞,鄭祝良,宋天增,未兼任,2026-05-15
1150514,3481,群創,洪進揚,楊弘文,未兼任,2026-05-15
1150514,3494,誠研,光風投資有限公司代表人：黃茯,黃冠智,未兼任,2026-05-15
1150514,3501,維熹,吳瑞雄,吳瑞雄,兼任,2026-05-15
1150514,3504,揚明光,林惠姿,張雅容/林威嶧,未兼任,2026-05-15
1150514,3515,華擎,童旭田,許隆倫,未兼任,2026-05-15
1150514,3518,柏騰,黃逸駿,游秀屏,未兼任,2026-05-15
1150514,3528,安馳,吳偉國,陳發勇,未兼任,2026-05-15
1150514,3530,晶相光,何新平,陳俊伯,未兼任,2026-05-15
1150514,3532,台勝科,郭文筆,高橋和也,未兼任,2026-05-15
1150514,3533,嘉澤,朱德祥,何德佑,未兼任,2026-05-15
1150514,3535,晶彩科,陳永華,陳永華,兼任,2026-05-15
1150514,3543,州巧,李樹裔,徐文茂,未兼任,2026-05-15
1150514,3545,敦泰,胡正大,胡正大,兼任,2026-05-15
1150514,3550,聯穎,何鈞銜,蘇俊雄,未兼任,2026-05-15
1150514,3557,嘉威,黃清森,吳世偉,未兼任,2026-05-15
1150514,3563,牧德,汪光夏,陳復生,未兼任,2026-05-15
1150514,3576,聯合再生,洪傳獻,張為策(執行長),未兼任,2026-05-15
1150514,3583,辛耘,謝宏亮,李宏益,未兼任,2026-05-15
1150514,3588,通嘉,高育坤,祁亨忠,未兼任,2026-05-15
1150514,3591,艾笛森,吳建榮,吳建榮,兼任,2026-05-15
1150514,3592,瑞鼎,黃裕國,溫志堅,未兼任,2026-05-15
1150514,3593,力銘,孫正強,蕭勝原,未兼任,2026-05-15
1150514,3596,智易,陳瑞聰,曾釗鵬,未兼任,2026-05-15
1150514,3605,宏致,袁万丁,黃添富,未兼任,2026-05-15
1150514,3607,谷崧,洪煥青,張文桐,未兼任,2026-05-15
