出表日期,公司代號,公司名稱,董事長,總經理,董事長是否兼任總經理,date
1150516,3714,富采,彭&#21452;浪,彭&#21452;浪,兼任,2026-05-17
1150516,3715,定穎投控,黃銘宏,劉國瑾,未兼任,2026-05-17
1150516,3716,中化控股,王謝怡貞,王厚凱(執行長),未兼任,2026-05-17
1150516,3717,聯嘉投控,黃國欣,黃昉鈺,未兼任,2026-05-17
1150516,4104,佳醫,傅輝東,張明正,未兼任,2026-05-17
1150516,4106,雃博,雅勝 代表人:李永川,李文德,未兼任,2026-05-17
1150516,4108,懷特,李伊俐,李伊伶,未兼任,2026-05-17
1150516,4119,旭富,翁維駿,周文智,未兼任,2026-05-17
1150516,4133,亞諾法,黃韋伯,紀姵如,未兼任,2026-05-17
1150516,4137,麗豐-KY,趙承佑,趙承佑,兼任,2026-05-17
1150516,4142,國光生,詹啟賢,詹啟賢,兼任,2026-05-17
1150516,4148,全宇生技-KY,彭士豪,彭士豪,兼任,2026-05-17
1150516,4155,訊映,賴家德,賴家德,兼任,2026-05-17
1150516,4164,承業醫,李典穎,李明倫,未兼任,2026-05-17
1150516,4169,泰宗,徐煥清,王雅俊,未兼任,2026-05-17
1150516,4178,永笙-KY,王嘉宗,李冬陽,未兼任,2026-05-17
1150516,4190,佐登-KY,陳正雄,陳佳琦,未兼任,2026-05-17
1150516,4195,基米-創,周孟賢,江俊奇,未兼任,2026-05-17
1150516,4306,炎洲,李書緯,李其政,未兼任,2026-05-17
1150516,4414,如興,紀宗明,James Ian Harrison,未兼任,2026-05-17
1150516,4426,利勤,洪文耀,待補,未兼任,2026-05-17
1150516,4438,廣越,吳朝筆,唐湘梅,未兼任,2026-05-17
1150516,4439,冠星-KY,興茂集團控股有限公司(代表人:林錦茂),林經偉,未兼任,2026-05-17
1150516,4440,宜新實業,詹正田,翁茂誠,未兼任,2026-05-17
1150516,4441,振大環球,許公任,李炤賢,未兼任,2026-05-17
1150516,4526,東台,嚴瑞雄,嚴瑞雄,兼任,2026-05-17
1150516,4532,瑞智,陳盛沺,馮明法,未兼任,2026-05-17
1150516,4536,拓凱,沈文振,沈貝倪,未兼任,2026-05-17
1150516,4540,全球傳動,李清崑,李進勝,未兼任,2026-05-17
1150516,4545,銘鈺,謝錦興,方光義,未兼任,2026-05-17
1150516,4551,智伸科,六方精機股份有限公司,林慈青,未兼任,2026-05-17
1150516,4552,力達-KY,吳建能,陳乙平,未兼任,2026-05-17
1150516,4555,氣立,游平政,游平政,兼任,2026-05-17
1150516,4557,永新-KY,紀經得,許耀仁,未兼任,2026-05-17
1150516,4560,強信-KY,綦秉信,綦秉信,兼任,2026-05-17
1150516,4562,穎漢,胡炳昆,胡峻嘉,未兼任,2026-05-17
1150516,4564,元翎,王德鑫,王德鑫,兼任,2026-05-17
1150516,4566,時碩工業,劉祖英,黃亞興,未兼任,2026-05-17
1150516,4569,六方科-KY,盧經緯,葛仲林,未兼任,2026-05-17
1150516,4571,鈞興-KY,國興環球有限公司(代表人：高國興),杜春輝,未兼任,2026-05-17
1150516,4572,駐龍,王昆生,陳玄益,未兼任,2026-05-17
1150516,4576,大銀微系統,卓秀瑜,絲國一,未兼任,2026-05-17
1150516,4581,光隆精密-KY,呂皇甫,黃雨亭,未兼任,2026-05-17
1150516,4583,台灣精銳,張重興,郭崇哲,未兼任,2026-05-17
1150516,4585,達明,何世池,陳尚昊,未兼任,2026-05-17
1150516,4588,玖鼎電力,陳展鵠,曾文良,未兼任,2026-05-17
1150516,4590,富田-創,張金鋒,張金鋒,兼任,2026-05-17
1150516,4720,德淵,蕭向志,蕭向志,兼任,2026-05-17
1150516,4722,國精化,朝建投資股份有限公司(代表人蔡志翔),王海城,未兼任,2026-05-17
1150516,4736,泰博,陳朝旺,陳朝旺,兼任,2026-05-17
1150516,4737,華廣,黃椿木,黃椿木,兼任,2026-05-17
1150516,4739,康普,何基丞,何柏樟,未兼任,2026-05-17
1150516,4746,台耀,程正禹,程正禹,兼任,2026-05-17
1150516,4755,三福化,巫信弘,蘇天寶,未兼任,2026-05-17
1150516,4763,材料*-KY,王克璋,王克璋,兼任,2026-05-17
1150516,4764,雙鍵,蔡茂德,陳仲平,未兼任,2026-05-17
1150516,4766,南寶,吳政賢,許明現,未兼任,2026-05-17
1150516,4770,上品,侯嘉生,侯嘉生,兼任,2026-05-17
1150516,4771,望隼,黃修權,石安,未兼任,2026-05-17
1150516,4807,日成-KY,帕查拉蓬 拍奔順通(Phacharapon ),林如茵,未兼任,2026-05-17
1150516,4904,遠傳,徐旭東,井琪,未兼任,2026-05-17
1150516,4906,正文,陳鴻文,李榮昌,未兼任,2026-05-17
1150516,4912,聯德控股-KY,徐&#21843;峰,余 火甘 木發,未兼任,2026-05-17
1150516,4915,致伸,潘永中,潘永中,兼任,2026-05-17
1150516,4916,事欣科,廖文嘉,嚴聰前,未兼任,2026-05-17
1150516,4919,新唐,蘇源茂,楊欣龍,未兼任,2026-05-17
1150516,4927,泰鼎-KY,王樹木,王樹木,兼任,2026-05-17
1150516,4930,燦星網,林技典,NA,未兼任,2026-05-17
1150516,4934,太極,謝明凱,陳怡光,未兼任,2026-05-17
1150516,4935,茂林-KY,李滿祥,蔡宗霖,未兼任,2026-05-17
1150516,4938,和碩,童子賢,鄭光志/鄧國彥,未兼任,2026-05-17
1150516,4942,嘉彰,宋貴修,陳之軒,未兼任,2026-05-17
1150516,4943,康控-KY,呂朝勝,李國基,未兼任,2026-05-17
1150516,4949,有成精密,陳思銘,陳思銘,兼任,2026-05-17
1150516,4952,凌通,黃洲杰,賈懿行,未兼任,2026-05-17
1150516,4956,光鋐,許明森,許明森,兼任,2026-05-17
1150516,4958,臻鼎-KY,沈慶芳,簡禎富,未兼任,2026-05-17
1150516,4960,誠美材,宋妍儀,尚待董事會委任,未兼任,2026-05-17
1150516,4961,天鈺,林永杰,邱淑慧,未兼任,2026-05-17
1150516,4967,十銓,夏澹寧,陳慶文,未兼任,2026-05-17
1150516,4968,立積,馬代駿,王是琦,未兼任,2026-05-17
1150516,4976,佳凌,劉嘉彬,江昭德,未兼任,2026-05-17
1150516,4977,眾達-KY,陳靖仁,莊敏男,未兼任,2026-05-17
1150516,4989,榮科,陳銘樹,劉家和,未兼任,2026-05-17
1150516,4994,傳奇,張峰旗,張峰旗,兼任,2026-05-17
1150516,4999,鑫禾,蘇丁鴻,蘇丁鴻,兼任,2026-05-17
1150516,5007,三星,柯吉源,陳信志,未兼任,2026-05-17
1150516,5203,訊連,黃肇雄,古媄君;林昭宏,未兼任,2026-05-17
1150516,5215,科嘉-KY,林志峰,何和和,未兼任,2026-05-17
1150516,5222,全訊,張全生,張全生、吳昌崙、張景學,未兼任,2026-05-17
1150516,5225,東科-KY,東科聲學股份有限公司,陳海龍,未兼任,2026-05-17
1150516,5234,達興材料,林正一,莊鋒域,未兼任,2026-05-17
1150516,5243,乙盛-KY,蔡嘉祥,蔡嘉祥,兼任,2026-05-17
1150516,5244,弘凱,黃建中,曾智宏,未兼任,2026-05-17
1150516,5258,虹堡,辛華熙,林鴻鈞,未兼任,2026-05-17
1150516,5269,祥碩,徐世昌,林哲偉,未兼任,2026-05-17
1150516,5283,禾聯碩,蔡柏毅,林欽宏,未兼任,2026-05-17
1150516,5284,jpp-KY,鍾國松,藺以權,未兼任,2026-05-17
1150516,5285,界霖,蔡上元,蔡上民,未兼任,2026-05-17
1150516,5288,豐祥-KY,游明輝,吳聰武,未兼任,2026-05-17
1150516,5292,華懋,鄭石治,林國源,未兼任,2026-05-17
1150516,5306,桂盟,吳盈進,吳瑞章,未兼任,2026-05-17
1150516,5388,中磊,王煒,林斌,未兼任,2026-05-17
1150516,5434,崇越,潘重良,曾海華及李正榮,未兼任,2026-05-17
1150516,5469,瀚宇博,焦佑衡,陶正國,未兼任,2026-05-17
1150516,5471,松翰,鮑世嘉,柯福順,未兼任,2026-05-17
1150516,5484,慧友,莊永順,施皓榮,未兼任,2026-05-17
1150516,5515,建國,吳昌修,甘茂盛,未兼任,2026-05-17
1150516,5519,隆大,陳武聰,洪茂源,未兼任,2026-05-17
1150516,5521,工信,潘瑩娟,丁承之,未兼任,2026-05-17
1150516,5522,遠雄,趙文嘉,王耀堂,未兼任,2026-05-17
1150516,5525,順天,柯興樹,林丙申,未兼任,2026-05-17
1150516,5531,鄉林,賴正鎰,方偉民,未兼任,2026-05-17
1150516,5533,皇鼎,劉信雄,曹羅方,未兼任,2026-05-17
1150516,5534,長虹,李文造,李耀中,未兼任,2026-05-17
1150516,5538,東明-KY,蔡清東,蔡弘泉,未兼任,2026-05-17
1150516,5546,永固-KY,簡國釧,林皇智,未兼任,2026-05-17
1150516,5607,遠雄港,葉鈞耀,賴嘉玲,未兼任,2026-05-17
1150516,5608,四維航,藍心琪,藍心琪,兼任,2026-05-17
1150516,5706,鳳凰,張巍耀,卞傑民,未兼任,2026-05-17
1150516,5871,中租-KY,陳鳳龍,陳鳳龍,兼任,2026-05-17
1150516,5876,上海商銀,李慶言,郭進一,未兼任,2026-05-17
1150516,5880,合庫金,林衍茂,蘇佐政,未兼任,2026-05-17
1150516,5906,台南-KY,楊青&#23791;,陳慧姝,未兼任,2026-05-17
1150516,5907,大洋-KY,LEE ENG LEONG,黃清海,未兼任,2026-05-17
1150516,6005,群益證,周秀真,李文柱,未兼任,2026-05-17
1150516,6024,群益期,賈中道,毛振華,未兼任,2026-05-17
1150516,6108,競國,曹月霞,賴進財,未兼任,2026-05-17
1150516,6112,邁達特,曾文興,施建成,未兼任,2026-05-17
1150516,6115,鎰勝,黃子成,方義雄,未兼任,2026-05-17
1150516,6116,彩晶,焦佑麒,陳盛中,未兼任,2026-05-17
1150516,6117,迎廣,賴文賢,黃國輝,未兼任,2026-05-17
1150516,6120,達運,蔡國新,黃勝凱,未兼任,2026-05-17
1150516,6128,上福,王國印,王瑞麒,未兼任,2026-05-17
1150516,6133,金橋,林麥升,蔣德山,未兼任,2026-05-17
1150516,6136,富爾特,吳長青,鄭正川,未兼任,2026-05-17
1150516,6139,亞翔,姚祖驤,蔣曉麟,未兼任,2026-05-17
1150516,6141,柏承,李齊良,洪宗義,未兼任,2026-05-17
1150516,6142,友勁,吳宗哲,鄭吉智,未兼任,2026-05-17
1150516,6152,百一,許錦輝,許錦輝(董事長兼任),未兼任,2026-05-17
1150516,6153,嘉聯益,賴偉珍,張家豪,未兼任,2026-05-17
1150516,6155,鈞寶,楊正利,蔡裕江,未兼任,2026-05-17
1150516,6164,華興,劉守雄,劉守雄,兼任,2026-05-17
1150516,6165,浪凡,王亦衡,王亦衡,兼任,2026-05-17
1150516,6166,凌華,劉鈞,黃怡暾,未兼任,2026-05-17
1150516,6168,宏齊,汪秉龍,汪秉龍,兼任,2026-05-17
1150516,6176,瑞儀,王昱超,王昱超,兼任,2026-05-17
1150516,6177,達麗,謝志長,李堯芳,未兼任,2026-05-17
1150516,6183,關貿,張陸生,高國峰,未兼任,2026-05-17
1150516,6184,大豐電,張銘志,陳宣任,未兼任,2026-05-17
1150516,6189,豐藝,陳澄芳,杜懷琪,未兼任,2026-05-17
1150516,6191,精成科,焦佑衡,陶正國/楊建輝,未兼任,2026-05-17
1150516,6192,巨路,林建國,周行,未兼任,2026-05-17
1150516,6196,帆宣,高新明,林育業,未兼任,2026-05-17
1150516,6197,佳必琪,張舒眉,張偉三,未兼任,2026-05-17
1150516,6201,亞弘電,黃晉益,許瑞&#23791;,未兼任,2026-05-17
1150516,6202,盛群,吳啟勇,蔡榮宗,未兼任,2026-05-17
1150516,6205,詮欣,吳連溪,吳連溪,兼任,2026-05-17
1150516,6206,飛捷,林大成,徐嘉宏,未兼任,2026-05-17
1150516,6209,今國光,陳慶棋,陳義方,未兼任,2026-05-17
1150516,6213,聯茂,陳進財,蔡馨(日彗),未兼任,2026-05-17
1150516,6214,精誠,林隆奮,林隆奮,兼任,2026-05-17
1150516,6215,和椿,程天縱,朱鋑隆,未兼任,2026-05-17
1150516,6216,居易,馬鴻方,鄭明德,未兼任,2026-05-17
1150516,6224,聚鼎,朱復華,朱復華,兼任,2026-05-17
1150516,6225,天瀚,鄭又晉,葉綾蓮,未兼任,2026-05-17
1150516,6226,光鼎,馬景鵬,馬景鵬,兼任,2026-05-17
1150516,6230,尼得科超眾,三好昭宏,無,未兼任,2026-05-17
1150516,6235,華孚,蔡豐賜,甘錦添,未兼任,2026-05-17
1150516,6239,力成,蔡篤恭,執行長：謝永達,未兼任,2026-05-17
1150516,6243,迅杰,羅時豪,許舒茵,未兼任,2026-05-17
1150516,6257,矽格,黃興陽,葉燦鍊,未兼任,2026-05-17
1150516,6269,台郡,鄭明智,David Cheng,未兼任,2026-05-17
1150516,6271,同欣電,陳泰銘,呂紹萍,未兼任,2026-05-17
1150516,6272,驊陞,陳宏欽,陳正煌,未兼任,2026-05-17
1150516,6277,宏正,陳尚仲,陳尚仲,兼任,2026-05-17
1150516,6278,台表科,伍開雲,伍允中,未兼任,2026-05-17
1150516,6281,全國電,林政&#21234;,林政&#21234;,兼任,2026-05-17
1150516,6282,康舒,許介立,許介立,兼任,2026-05-17
1150516,6283,淳安,秦榮華,秦榮華,兼任,2026-05-17
1150516,6285,啟碁,謝宏波,高健榮,未兼任,2026-05-17
1150516,6405,悅城,陳春夏,吳德宏,未兼任,2026-05-17
1150516,6409,旭隼,謝卓明,謝卓明,兼任,2026-05-17
1150516,6412,群電,呂進宗,曾國華,未兼任,2026-05-17
1150516,6414,樺漢,朱復銓,蔡能吉,未兼任,2026-05-17
1150516,6415,矽力*-KY,陳偉,游步東及謝兵,未兼任,2026-05-17
1150516,6416,瑞祺電通,朱復銓,洪德富,未兼任,2026-05-17
1150516,6426,統新,李英坤,魏敬易,未兼任,2026-05-17
1150516,6431,光麗-KY,"TEC INNOVATION CO.,LTD. 代表人：王嘉瑋",王嘉瑋,未兼任,2026-05-17
1150516,6438,迅得,王年清,.,未兼任,2026-05-17
1150516,6442,光聖,"CHEN, STEVE",張英華,未兼任,2026-05-17
1150516,6443,元晶,偉任投資股份有限公司,余承曄,未兼任,2026-05-17
1150516,6446,藥華藥,詹青柳,黃正谷,未兼任,2026-05-17
1150516,6449,鈺邦,鄭敦仁,林溪東,未兼任,2026-05-17
1150516,6451,訊芯-KY,蔣尚義,徐文一,未兼任,2026-05-17
1150516,6456,GIS-KY,周賢穎,徐同炤,未兼任,2026-05-17
1150516,6464,台數科,廖紫岑,羅文龍,未兼任,2026-05-17
1150516,6472,保瑞,盛保熙,盛保熙,兼任,2026-05-17
1150516,6477,安集,黃國棟,黃國棟,兼任,2026-05-17
1150516,6491,晶碩,郭明棟,楊德勝,未兼任,2026-05-17
1150516,6504,南六,黃清山,黃世鐘,未兼任,2026-05-17
1150516,6505,台塑化,曹明,林克彥,未兼任,2026-05-17
1150516,6515,穎崴,王嘉煌,王嘉煌,兼任,2026-05-17
1150516,6525,捷敏-KY,鄭祝良,湯彥鏘,未兼任,2026-05-17
1150516,6526,達發,謝清江,謝清江,兼任,2026-05-17
1150516,6531,愛普*,陳文良,洪志勳,未兼任,2026-05-17
1150516,6533,晶心科,林志明,蘇泓萌,未兼任,2026-05-17
1150516,6534,正瀚-創,吳正邦,陳文仁 (暫代),未兼任,2026-05-17
1150516,6541,泰福-KY,盛保熙,Stephen Lam,未兼任,2026-05-17
1150516,6550,北極星藥業-KY,陳賢哲,陳賢哲(暫代),未兼任,2026-05-17
1150516,6552,易華電,&#28201;文郁,黃梅雪,未兼任,2026-05-17
1150516,6558,興能高,陳國鍾,謝祥豪,未兼任,2026-05-17
1150516,6573,虹揚-KY,高桂珍,方欣怡,未兼任,2026-05-17
1150516,6579,研揚,莊永順,林建宏,未兼任,2026-05-17
1150516,6581,鋼聯,林才翔,謝宗霖,未兼任,2026-05-17
1150516,6582,申豐,黃鯤雄,曾建稄,未兼任,2026-05-17
1150516,6585,鼎基,林勳臺,林庚賢,未兼任,2026-05-17
1150516,6589,台康生技,劉理成,劉理成,兼任,2026-05-17
1150516,6591,動力-KY,許文昉,許文昉,兼任,2026-05-17
1150516,6592,和潤企業,陳建州,林彥良,未兼任,2026-05-17
1150516,6598,ABC-KY,李家榮,何重人,未兼任,2026-05-17
1150516,6605,帝寶,謝&#32137;氣,許 (余又) 銘,未兼任,2026-05-17
1150516,6606,建德工業,李金旆,黃盈璇,未兼任,2026-05-17
1150516,6614,資拓宏宇,吳麗秀,王芝和,未兼任,2026-05-17
1150516,6625,必應,周佑洋,周佑洋,兼任,2026-05-17
1150516,6641,基士德-KY,謝宏炅,陳世賢,未兼任,2026-05-17
1150516,6645,金萬林-創,吳品聰,楊文明,未兼任,2026-05-17
1150516,6655,科定,曹憲章,曹憲章,兼任,2026-05-17
1150516,6657,華安,陳翰民,江銘燦,未兼任,2026-05-17
1150516,6658,聯策,林文彬,陳識翔,未兼任,2026-05-17
1150516,6666,羅麗芬-KY,嘉黛國際有限公司(代表人:羅麗芬),饒煥文,未兼任,2026-05-17
1150516,6668,中揚光,李榮洲,李榮洲(暫代),未兼任,2026-05-17
1150516,6669,緯穎,洪麗&#23511;,林威遠,未兼任,2026-05-17
1150516,6670,復盛應用,李亮箴,江慶生,未兼任,2026-05-17
1150516,6671,三能-KY,張瑞榮,蕭凱峰,未兼任,2026-05-17
1150516,6672,騰輝電子-KY,Alpha Victor Limited代表人：王有慈,鍾健人,未兼任,2026-05-17
1150516,6674,鋐寶科技,彭聖華,王昱賀,未兼任,2026-05-17
1150516,6689,伊雲谷,蔡佳宏,林儀(執行長),未兼任,2026-05-17
1150516,6691,洋基工程,劉士源,林鴻忠,未兼任,2026-05-17
1150516,6695,芯鼎,羅森洲,許英偉,未兼任,2026-05-17
1150516,6698,旭暉應材,趙勤孝,王宜凡,未兼任,2026-05-17
1150516,6706,惠特,鎧叡投資有限公司 代表人：賴允晉,徐秋田,未兼任,2026-05-17
1150516,6715,嘉基,朱德祥,羅偉仁,未兼任,2026-05-17
1150516,6719,力智,許先越,黃學偉,未兼任,2026-05-17
1150516,6722,輝創,江義行,江世豐,未兼任,2026-05-17
1150516,6742,澤米,何昆年(全珩投資股份有限公司代表人),李振瑞,未兼任,2026-05-17
1150516,6743,安普新,黃常青,黃常青,兼任,2026-05-17
1150516,6753,龍德造船,黃守真,黃守龍,未兼任,2026-05-17
1150516,6754,匯僑設計,王秀卿,楊信力,未兼任,2026-05-17
1150516,6756,威鋒電子,陳文琦,林志峰,未兼任,2026-05-17
1150516,6757,台灣虎航,黃世惠,邱彰信,未兼任,2026-05-17
1150516,6768,志強-KY,陳維家,馬世正,未兼任,2026-05-17
1150516,6770,力積電,黃崇仁,朱憲國,未兼任,2026-05-17
1150516,6771,平和環保-創,吳明陽,黃弘傑,未兼任,2026-05-17
1150516,6776,展碁國際,陳俊聖,林佳璋,未兼任,2026-05-17
1150516,6781,AES-KY,宋福祥,宋維哲,未兼任,2026-05-17
1150516,6782,視陽,李重儀,李重儀,兼任,2026-05-17
1150516,6789,采鈺,關欣,關欣,兼任,2026-05-17
1150516,6790,永豐實,何奕達,陳亭蓁,未兼任,2026-05-17
1150516,6792,詠業,蘇開建,張鳴助,未兼任,2026-05-17
1150516,6794,向榮生技,蔡意文,洪懿珮,未兼任,2026-05-17
1150516,6796,晉弘,鄭竹明,鄭竹明,兼任,2026-05-17
1150516,6799,來頡,愛普科技股份有限公司,吳仁猛,未兼任,2026-05-17
1150516,6805,富世達,黃祖模,徐安賜,未兼任,2026-05-17
1150516,6806,森崴能源,郭台強,林坤煌,未兼任,2026-05-17
1150516,6807,峰源-KY,蔡文達,蔡文達,兼任,2026-05-17
1150516,6830,汎銓,柳紀綸,柳紀綸,兼任,2026-05-17
1150516,6831,邁科,趙元山,林俊宏,未兼任,2026-05-17
1150516,6834,天二科技,廖震益,黃弘傑,未兼任,2026-05-17
1150516,6835,圓裕,張志中,杜淑敏,未兼任,2026-05-17
1150516,6838,台新藥,程正禹,許力克,未兼任,2026-05-17
1150516,6854,錼創科技-KY創,李允立,李允立,兼任,2026-05-17
1150516,6861,睿生光電,楊柱祥,李志聖,未兼任,2026-05-17
1150516,6862,三集瑞-KY,林伙利,林伙利,兼任,2026-05-17
1150516,6863,永道-KY,何奕達,林秉毅,未兼任,2026-05-17
1150516,6869,雲豹能源,廖福生,趙書閔,未兼任,2026-05-17
1150516,6873,泓德能源,謝源一,周仕昌,未兼任,2026-05-17
1150516,6885,全福生技,林&#32675;,徐文祺,未兼任,2026-05-17
1150516,6887,寶綠特-KY,歐晢文,歐晢文,兼任,2026-05-17
1150516,6890,來億-KY,鐘德禮,林昌永,未兼任,2026-05-17
1150516,6901,鑽石投資,楊泮池,吳友梅,未兼任,2026-05-17
1150516,6902,GOGOLOOK,鄭勝丰,郭建甫,未兼任,2026-05-17
1150516,6906,現觀科,邱大剛,邱大剛,兼任,2026-05-17
1150516,6908,宏碁遊戲-創,高樹國,徐挺洋,未兼任,2026-05-17
1150516,6909,創控,王禮鵬,王禮鵬,兼任,2026-05-17
1150516,6914,阜爾運通,楊文杰,潘壕新,未兼任,2026-05-17
1150516,6916,華凌,廖育斌,廖育斌,兼任,2026-05-17
1150516,6918,愛派司,李泗銘,羅翔煒,未兼任,2026-05-17
1150516,6919,康霈*,徐坴暉,凌玉芳,未兼任,2026-05-17
1150516,6921,嘉雨思-創,朱德祥,高妙斌,未兼任,2026-05-17
1150516,6923,中台,鄭光傑,張&#21843;達,未兼任,2026-05-17
1150516,6924,榮惠-KY創,劉世璘,許銘哲,未兼任,2026-05-17
1150516,6928,攸泰科技,簡民智,謝彥鵬,未兼任,2026-05-17
1150516,6931,青松健康,陳謀,周孟賢,未兼任,2026-05-17
1150516,6933,AMAX-KY,倪小菁,倪小菁,兼任,2026-05-17
1150516,6934,心誠鎂,鄭傑升,鄭傑升,兼任,2026-05-17
1150516,6936,永鴻生技,鍾威凱,鍾威凱,兼任,2026-05-17
1150516,6937,天虹,黃見駱,黃見駱,兼任,2026-05-17
1150516,6944,兆聯實業,林國清,曹逸昌,未兼任,2026-05-17
1150516,6949,沛爾生醫-創,林成龍,林成龍,兼任,2026-05-17
1150516,6951,青新-創,張芳正,張財榮,未兼任,2026-05-17
1150516,6952,大武山,林鳳春,魏尚將,未兼任,2026-05-17
1150516,6955,邦睿生技-創,徐振騰,徐振騰,兼任,2026-05-17
1150516,6957,裕慶-KY,廖昭宜,廖昭宜,兼任,2026-05-17
1150516,6958,日盛台駿,簡志明,楊恢禹,未兼任,2026-05-17
1150516,6962,奕力-KY,梁公偉,陳泰元,未兼任,2026-05-17
1150516,6965,中傑-KY,劉安哲,劉佑軒,未兼任,2026-05-17
1150516,6969,成信實業*-創,陳鵬,謝雅敏,未兼任,2026-05-17
1150516,6988,威力暘-創,劉一郎,劉一郎,兼任,2026-05-17
1150516,6994,富威電力,郭守富,郝遐鵬,未兼任,2026-05-17
1150516,7610,聯友金屬-創,顏文良,吳永中,未兼任,2026-05-17
1150516,7631,聚賢研發-創,曾國強,鄭惠芸,未兼任,2026-05-17
1150516,7705,三商餐飲,陳翔玢,陳翔玢,兼任,2026-05-17
1150516,7711,永擎,許隆倫,沙韋旭,未兼任,2026-05-17
1150516,7721,微程式,吳騰彥,吳騰彥,兼任,2026-05-17
1150516,7722,LINEPAY,丁雄注,丁雄注,兼任,2026-05-17
1150516,7730,暉盛-創,宋俊毅,許嘉元,未兼任,2026-05-17
1150516,7732,金興精密,施春景,施春景,兼任,2026-05-17
1150516,7736,虎山,陳映志,陳映志,兼任,2026-05-17
1150516,7740,熙特爾-創,林聖澤,陳伯勳,未兼任,2026-05-17
1150516,7749,意騰-KY,顏志展,顏志展,兼任,2026-05-17
1150516,7750,新代,蔡尤鏗,蔡尤鏗,兼任,2026-05-17
1150516,7760,享溫馨,李東和,李奇霖,未兼任,2026-05-17
1150516,7765,中華資安,陳明仕,洪進福,未兼任,2026-05-17
1150516,7768,頌勝科技,朱明癸,施文昌,未兼任,2026-05-17
1150516,7769,鴻勁,謝旼達,張簡榮力,未兼任,2026-05-17
1150516,7780,大研生醫*,林東慶,林東慶,兼任,2026-05-17
1150516,7786,東方風能,陳柏霖,陳柏霖,兼任,2026-05-17
1150516,7788,松川精密,王傳世,吳頌仁,未兼任,2026-05-17
1150516,7791,皇家可口,周明芬,高長慶,未兼任,2026-05-17
1150516,7795,長廣,廖恒寧,岩田和敏,未兼任,2026-05-17
1150516,7799,禾榮科,許金榮,沈孝廉,未兼任,2026-05-17
1150516,7821,神數,何繼武,張樂&#32675;,未兼任,2026-05-17
1150516,7822,倍利科,林坤禧,黃建中,未兼任,2026-05-17
1150516,7823,奧義賽博-KY創,吳明蔚,吳明蔚,兼任,2026-05-17
1150516,8011,台通,李慶煌,李宜娟,未兼任,2026-05-17
1150516,8016,矽創,毛穎文,劉孟煌,未兼任,2026-05-17
1150516,8021,尖點,林序庭,林若萍,未兼任,2026-05-17
1150516,8028,昇陽半導體,梁明成,蔡幸川,未兼任,2026-05-17
1150516,8033,雷虎,陳冠如,蘇聖傑,未兼任,2026-05-17
1150516,8039,台虹,陳永恒,江宗翰,未兼任,2026-05-17
1150516,8045,達運光電,陳碧霜,戴國源,未兼任,2026-05-17
1150516,8046,南電,鄒明仁,呂連瑞,未兼任,2026-05-17
1150516,8070,長華*,洪全成,黃俊&#21234;,未兼任,2026-05-17
1150516,8072,陞泰,陳世忠,陳純平,未兼任,2026-05-17
1150516,8081,致新,吳錦川,謝其昌、楊人仰,未兼任,2026-05-17
1150516,8101,華冠,李森田,何文魁,未兼任,2026-05-17
1150516,8103,瀚荃,楊超群,執行長:楊奕康,未兼任,2026-05-17
1150516,8104,錸寶,葉垂景,陳康,未兼任,2026-05-17
1150516,8105,凌巨,田村隆幸,杉本克己,未兼任,2026-05-17
1150516,8110,華東,焦佑衡,于鴻祺,未兼任,2026-05-17
1150516,8112,至上,葛均,葛均,兼任,2026-05-17
1150516,8114,振樺電,郭劍成,陳茂強,未兼任,2026-05-17
1150516,8131,福懋科,蘇林慶,張憲正,未兼任,2026-05-17
1150516,8150,南茂,鄭世杰,鄭世杰,兼任,2026-05-17
1150516,8162,微矽電子-創,張秉堂,張秉堂,兼任,2026-05-17
1150516,8163,達方,蘇開建,蔡耀坤,未兼任,2026-05-17
1150516,8201,無敵,楊人捷,李圍正,未兼任,2026-05-17
1150516,8210,勤誠,陳美琪,陳亞男,未兼任,2026-05-17
1150516,8213,志超,李明熹,李明熹,兼任,2026-05-17
1150516,8215,明基材,陳建志,劉家瑞,未兼任,2026-05-17
1150516,8222,寶一,曾國浩,曾國浩,兼任,2026-05-17
1150516,8249,菱光,黃育仁,魏耀明,未兼任,2026-05-17
1150516,8261,富鼎,陳泰銘,張嘉帥,未兼任,2026-05-17
1150516,8271,宇瞻,陳益世,執行長:張家騉,未兼任,2026-05-17
1150516,8341,日友,張芳正,張芳正,兼任,2026-05-17
1150516,8367,建新國際,陳彥銘,柯勝鐘,未兼任,2026-05-17
1150516,8374,羅昇,曾文興,李長堅,未兼任,2026-05-17
1150516,8404,百和興業-KY,鄭國火因,鄭新隆,未兼任,2026-05-17
1150516,8411,福貞-KY,李榮福,莊素貞,未兼任,2026-05-17
1150516,8422,可寧衛*,楊慶祥,楊永發,未兼任,2026-05-17
1150516,8429,金麗-KY,庄春龍,陳泓霖,未兼任,2026-05-17
1150516,8438,昶昕,陳國金,陳彥亨,未兼任,2026-05-17
1150516,8442,威宏-KY,洪維謙,許新居,未兼任,2026-05-17
1150516,8443,阿瘦,羅榮岳,羅榮岳暫代,未兼任,2026-05-17
1150516,8454,富邦媒,蔡明忠,谷元宏,未兼任,2026-05-17
1150516,8462,柏文,陳尚義,林洵賢,未兼任,2026-05-17
1150516,8463,潤泰材,莫惟瀚,林依潔,未兼任,2026-05-17
