出表日期,報告年度,公司代號,公司名稱,員工福利平均數(仟元/人),員工薪資平均數(仟元/人) ,非擔任主管職務之全時員工薪資平均數(仟元/人) ,非擔任主管職務之全時員工薪資平均數變動百分比,非擔任主管之全時員工薪資中位數(仟元/人) ,非擔任主管職務之全時員工薪資中位數變動百分比,管理職女性主管佔比,新進員工年齡分布,離職員工年齡分布,高齡員工晉用政策及培訓計畫,date
1150513,113,6799,來頡,2431,2183,1210,18.16%,1110,16.11%,18.00%,,,,2026-05-17
1150513,113,6805,富世達,1862,1662,869,0.93%,706,-9.72%,1.19%,,,,2026-05-17
1150513,113,6806,森崴能源,1398,1235,1065,-1.02%,834,-8.05%,29.16%,,,,2026-05-17
1150513,113,6807,峰源-KY,N/A,N/A,N/A,,N/A,,28.70%,,,,2026-05-17
1150513,113,6830,汎銓,1435,1149,1290,5.74%,1011,2.22%,27.50%,,,,2026-05-17
1150513,113,6834,天二科技,680,564,543,12.42%,487,10.18%,7.56%,,,,2026-05-17
1150513,113,6835,圓裕,1184,1015,898,11.69%,826,11.17%,56.18%,,,,2026-05-17
1150513,113,6838,台新藥,3684,1550,1195,,1006,,28.57%,,,,2026-05-17
1150513,113,6854,錼創科技-KY創,N/A,N/A,N/A,,N/A,,11.00%,,,,2026-05-17
1150513,113,6861,睿生光電,1256,1075,1047,4.39%,931,9.02%,17.14%,,,,2026-05-17
1150513,113,6862,三集瑞-KY,N/A,N/A,N/A,,N/A,,30.00%,,,,2026-05-17
1150513,113,6863,永道-KY,N/A,N/A,N/A,,N/A,,29.00%,,,,2026-05-17
1150513,113,6869,雲豹能源,1627,1419,928,-12.78%,818,-4.33%,8.13%,,,,2026-05-17
1150513,113,6873,泓德能源,2176,1959,1183,1.98%,959,1.37%,13.20%,,,,2026-05-17
1150513,113,6885,全福生技,4377,2506,1229,,1214,,62.50%,,,,2026-05-17
1150513,113,6887,寶綠特-KY,N/A,N/A,N/A,,N/A,,27.97%,,,,2026-05-17
1150513,113,6890,來億-KY,N/A,N/A,N/A,,N/A,,57.94%,,,,2026-05-17
1150513,113,6901,鑽石投資,3431,2633,2035,6.21%,1173,-13.11%,63.64%,,,,2026-05-17
1150513,113,6902,GOGOLOOK-創,1568,1350,1332,-2.27%,1211,2.71%,18.18%,,,,2026-05-17
1150513,113,6906,現觀科,1508,1302,1200,,1070,,27.00%,,,,2026-05-17
1150513,113,6909,創控,1377,1160,,,,,33.33%,,,,2026-05-17
1150513,113,6914,阜爾運通,866,710,698,,595,,11.60%,,,,2026-05-17
1150513,113,6916,華凌,848,696,664,5.40%,613,0.00%,39.31%,,,,2026-05-17
1150513,113,6918,愛派司,N/A,N/A,N/A,,N/A,,47.80%,,,,2026-05-17
1150513,113,6919,康霈*,2706,2520,780,,727,,55.56%,,,,2026-05-17
1150513,113,6923,中台,994,800,784,,655,,25.00%,,,,2026-05-17
1150513,113,6924,榮惠-KY創,N/A,N/A,N/A,,N/A,,5.15%,,,,2026-05-17
1150513,113,6928,攸泰科技,1175,1011,932,,791,,17.54%,,,,2026-05-17
1150513,113,6931,青松健康,530,434,497,,458,,50.00%,,,,2026-05-17
1150513,113,6933,AMAX-KY,N/A,N/A,N/A,,N/A,,40.00%,,,,2026-05-17
1150513,113,6936,永鴻生技,1230,1056,1021,,811,,50.00%,,,,2026-05-17
1150513,113,6937,天虹,1148,974,875,-6.91%,755,-1.44%,29.51%,,,,2026-05-17
1150513,113,6944,兆聯實業,N/A,N/A,N/A,,N/A,,23.07%,,,,2026-05-17
1150513,113,6949,沛爾生醫-創,1702,934,827,,701,,44.44%,,,,2026-05-17
1150513,113,6951,青新-創,1149,979,927,,709,,29.17%,,,,2026-05-17
1150513,113,6952,大武山,854,735,653,,597,,5.86%,,,,2026-05-17
1150513,113,6955,邦睿生技-創,1025,872,725,,658,,40.00%,,,,2026-05-17
1150513,113,6957,裕慶-KY,N/A,N/A,N/A,,N/A,,36.96%,,,,2026-05-17
1150513,113,6958,日盛台駿,1588,1320,1218,,988,,20.00%,,,,2026-05-17
1150513,113,6962,奕力-KY,N/A,N/A,N/A,,N/A,,16.00%,,,,2026-05-17
1150513,113,6965,中傑-KY,N/A,N/A,N/A,,N/A,,63.24%,,,,2026-05-17
1150513,113,6969,成信實業*-創,843,707,936,,511,,16.66%,,,,2026-05-17
1150513,113,6988,威力暘-創,983,849,815,,618,,30.69%,,,,2026-05-17
1150513,113,6994,富威電力,1324,1132,771,,704,,20.00%,,,,2026-05-17
1150513,113,7631,聚賢研發,1107,942,881,,791,,47.37%,,,,2026-05-17
1150513,113,7705,三商餐飲,367,297,571,,469,,57.65%,,,,2026-05-17
1150513,113,7722,LINEPAY,1778,1476,1196,,707,,55.56%,,,,2026-05-17
1150513,113,7732,金興精密,638,514,,,,,25.00%,,,,2026-05-17
1150513,113,7736,虎山,622,508,515,,469,,3.86%,,,,2026-05-17
1150513,113,7740,熙特爾,N/A,N/A,N/A,,N/A,,18.18%,,,,2026-05-17
1150513,113,7749,意騰-KY,N/A,N/A,N/A,,N/A,,14.29%,,,,2026-05-17
1150513,113,7788,松川精密,N/A,N/A,N/A,,N/A,,3.23%,,,,2026-05-17
1150513,113,8011,台通,875,748,732,18.06%,680,19.09%,33.33%,,,,2026-05-17
1150513,113,8016,矽創,2709,2408,2400,-3.73%,2241,-3.70%,27.71%,,,,2026-05-17
1150513,113,8021,尖點,958,843,772,11.72%,666,9.90%,25.09%,,,,2026-05-17
1150513,113,8028,昇陽半導體,1055,883,822,3.40%,727,3.12%,30.10%,,,,2026-05-17
1150513,113,8033,雷虎,904,778,603,4.33%,552,1.28%,22.22%,,,,2026-05-17
1150513,113,8039,台虹,1165,939,891,14.82%,829,17.59%,10.48%,,,,2026-05-17
1150513,113,8045,達運光電,905,750,719,,580,,5.04%,,,,2026-05-17
1150513,113,8046,南電,913,778,807,-11.32%,764,-12.39%,3.46%,,,,2026-05-17
1150513,113,8070,長華*,3063,2798,1569,1.55%,1443,14.52%,32.00%,,,,2026-05-17
1150513,113,8072,陞泰,1389,1255,616,-4.50%,484,0.83%,50.00%,,,,2026-05-17
1150513,113,8081,致新,2666,2405,2303,2.36%,2176,6.46%,23.00%,,,,2026-05-17
1150513,113,8101,華冠,1990,1719,1006,24.81%,889,12.96%,16.33%,,,,2026-05-17
1150513,113,8103,瀚荃,1348,1141,978,16.15%,838,9.97%,15.00%,,,,2026-05-17
1150513,113,8104,錸寶,979,832,727,2.97%,641,5.78%,12.90%,,,,2026-05-17
1150513,113,8105,凌巨,1015,863,844,2.06%,756,2.16%,23.77%,,,,2026-05-17
1150513,113,8110,華東,790,677,634,15.27%,561,19.11%,25.86%,,,,2026-05-17
1150513,113,8112,至上,1933,1591,1315,-3.38%,1123,-5.31%,25.17%,,,,2026-05-17
1150513,113,8114,振樺電,1191,1047,738,0.27%,593,0.34%,35.00%,,,,2026-05-17
1150513,113,8131,福懋科,765,663,633,7.11%,607,8.20%,8.00%,,,,2026-05-17
1150513,113,8150,南茂,1103,882,914,-2.77%,830,-0.84%,19.89%,,,,2026-05-17
1150513,113,8162,微矽電子-創,712,587,522,2.15%,466,3.79%,14.28%,,,,2026-05-17
1150513,113,8163,達方,1412,1226,1149,-7.78%,956,-7.63%,15.90%,,,,2026-05-17
1150513,113,8201,無敵,1101,922,811,-0.98%,714,-7.03%,29.63%,,,,2026-05-17
1150513,113,8210,勤誠,1456,1276,1262,14.94%,870,-0.57%,22.96%,,,,2026-05-17
1150513,113,8213,志超,1388,1182,1213,-20.09%,865,-42.33%,21.81%,,,,2026-05-17
1150513,113,8215,明基材,1201,1021,1014,5.74%,762,0.40%,33.78%,,,,2026-05-17
1150513,113,8222,寶一,792,667,649,7.81%,606,4.66%,26.67%,,,,2026-05-17
1150513,113,8249,菱光,2882,2617,1918,16.45%,1470,7.46%,37.00%,,,,2026-05-17
1150513,113,8261,富鼎,1830,1592,1365,-3.47%,1074,-4.96%,28.57%,,,,2026-05-17
1150513,113,8271,宇瞻,1206,1003,941,-16.73%,837,-18.18%,42.65%,,,,2026-05-17
1150513,113,8341,日友,1189,1009,896,11.17%,773,14.86%,16.20%,,,,2026-05-17
1150513,113,8367,建新國際,904,753,782,7.27%,761,9.50%,32.50%,,,,2026-05-17
1150513,113,8374,羅昇,1223,1039,952,10.44%,886,10.61%,30.77%,,,,2026-05-17
1150513,113,8404,百和興業-KY,N/A,N/A,N/A,,N/A,,43.60%,,,,2026-05-17
1150513,113,8411,福貞-KY,N/A,N/A,N/A,,N/A,,22.51%,,,,2026-05-17
1150513,113,8422,可寧衛,1494,1308,892,3.84%,685,3.47%,8.33%,,,,2026-05-17
1150513,113,8429,金麗-KY,N/A,N/A,N/A,,N/A,,0.00%,,,,2026-05-17
1150513,113,8438,昶昕,902,764,657,1.70%,580,2.65%,28.57%,,,,2026-05-17
1150513,113,8442,威宏-KY,N/A,N/A,N/A,,N/A,,0.31%,,,,2026-05-17
1150513,113,8443,阿瘦,602,493,573,-4.98%,529,-5.20%,80.00%,,,,2026-05-17
1150513,113,8454,富邦媒,1016,834,880,3.29%,753,2.17%,51.11%,,,,2026-05-17
1150513,113,8462,柏文,1409,1269,753,6.36%,640,8.84%,51.00%,,,,2026-05-17
1150513,113,8463,潤泰材,1056,877,796,8.45%,688,9.21%,8.93%,,,,2026-05-17
1150513,113,8464,億豐,2416,2175,1676,15.19%,1345,14.66%,36.00%,,,,2026-05-17
1150513,113,8466,美吉吉-KY,N/A,N/A,N/A,,N/A,,18.60%,,,,2026-05-17
1150513,113,8467,波力-KY,N/A,N/A,N/A,,N/A,,27.12%,,,,2026-05-17
1150513,113,8473,山林水,668,542,590,1.90%,517,2.38%,4.66%,,,,2026-05-17
1150513,113,8476,台境*,934,760,789,-0.13%,676,-0.59%,27.59%,,,,2026-05-17
1150513,113,8478,東哥遊艇,979,860,842,-9.36%,764,-10.12%,16.49%,,,,2026-05-17
1150513,113,8481,政伸,1056,908,876,8.82%,826,8.83%,38.00%,,,,2026-05-17
1150513,113,8482,商億-KY,N/A,N/A,N/A,,N/A,,63.00%,,,,2026-05-17
1150513,113,8487,愛爾達-創,1854,1674,1243,10.98%,1083,8.30%,50.00%,,,,2026-05-17
1150513,113,8488,吉源-KY,N/A,N/A,N/A,,N/A,,22.22%,,,,2026-05-17
1150513,113,8499,鼎炫-KY,N/A,N/A,N/A,,N/A,,40.00%,,,,2026-05-17
1150513,113,8926,台汽電,1910,1606,1369,4.11%,1190,5.50%,18.18%,,,,2026-05-17
1150513,113,8940,新天地,638,529,664,10.30%,563,9.53%,41.30%,,,,2026-05-17
1150513,113,8996,高力,1174,995,904,-4.03%,814,-7.18%,3.40%,,,,2026-05-17
1150513,113,9802,鈺齊-KY,N/A,N/A,N/A,,N/A,,66.74%,,,,2026-05-17
1150513,113,9902,台火,1100,898,702,17.00%,661,11.09%,28.57%,,,,2026-05-17
1150513,113,9904,寶成,1034,892,943,7.53%,739,8.84%,53.26%,,,,2026-05-17
1150513,113,9905,大華,783,621,653,6.18%,609,7.98%,10.10%,,,,2026-05-17
1150513,113,9906,欣巴巴,1061,900,769,-4.35%,660,-0.45%,50.00%,,,,2026-05-17
1150513,113,9907,統一實,981,831,846,13.86%,813,11.68%,10.57%,,,,2026-05-17
1150513,113,9908,大台北,1450,1245,1243,9.90%,1150,13.64%,34.00%,,,,2026-05-17
1150513,113,9910,豐泰,1506,1324,1234,-0.48%,977,1.77%,40.90%,,,,2026-05-17
1150513,113,9911,櫻花,1018,889,830,7.10%,700,6.22%,30.26%,,,,2026-05-17
1150513,113,9912,偉聯,1436,1216,897,4.42%,809,4.93%,42.86%,,,,2026-05-17
1150513,113,9914,美利達,638,544,653,-5.64%,565,-1.57%,6.82%,,,,2026-05-17
1150513,113,9917,中保科,1033,872,822,4.18%,781,8.77%,12.00%,,,,2026-05-17
1150513,113,9918,欣天然,1368,1166,1094,3.40%,894,0.22%,23.33%,,,,2026-05-17
1150513,113,9919,康那香,750,624,575,2.31%,495,-0.20%,46.34%,,,,2026-05-17
1150513,113,9921,巨大,755,608,730,6.41%,613,10.65%,23.54%,,,,2026-05-17
1150513,113,9924,福興,764,649,608,0.16%,519,0.97%,33.68%,,,,2026-05-17
1150513,113,9925,新保,895,734,736,5.44%,690,5.18%,3.90%,,,,2026-05-17
1150513,113,9926,新海,1373,1161,1330,3.99%,1279,1.03%,26.32%,,,,2026-05-17
1150513,113,9927,泰銘,984,823,746,-2.36%,735,-0.14%,6.67%,,,,2026-05-17
1150513,113,9928,中視,798,651,686,0.29%,617,0.33%,42.89%,,,,2026-05-17
1150513,113,9929,秋雨,725,596,553,6.35%,528,9.09%,7.00%,,,,2026-05-17
1150513,113,9930,中聯資源,1879,1629,1561,7.73%,1446,6.72%,8.33%,,,,2026-05-17
1150513,113,9931,欣高,1150,984,911,7.18%,886,11.45%,30.00%,,,,2026-05-17
1150513,113,9933,中鼎,1501,1291,1362,31.98%,1193,37.76%,15.19%,,,,2026-05-17
1150513,113,9934,成霖,1380,1190,797,0.13%,762,-3.18%,31.50%,,,,2026-05-17
1150513,113,9935,慶豐富,783,671,610,15.09%,521,15.78%,32.56%,,,,2026-05-17
1150513,113,9937,全國,501,422,689,1.32%,643,2.06%,49.35%,,,,2026-05-17
1150513,113,9938,百和,824,713,657,6.83%,518,4.44%,43.82%,,,,2026-05-17
1150513,113,9939,宏全,916,815,749,5.79%,683,4.59%,15.97%,,,,2026-05-17
1150513,113,9940,信義,1489,1310,1247,0.89%,913,3.75%,22.24%,,,,2026-05-17
1150513,113,9941,裕融,1416,1235,1242,0.89%,1038,0.48%,46.67%,,,,2026-05-17
1150513,113,9942,茂順,718,585,565,-5.36%,462,-5.33%,0.01%,,,,2026-05-17
1150513,113,9943,好樂迪,575,487,596,3.65%,538,2.48%,54.21%,,,,2026-05-17
1150513,113,9944,新麗,803,675,615,8.85%,516,9.55%,31.25%,,,,2026-05-17
1150513,113,9945,潤泰新,1335,1186,753,10.90%,463,6.68%,37.50%,,,,2026-05-17
1150513,113,9946,三發地產,1681,1484,1063,18.37%,901,11.93%,18.00%,,,,2026-05-17
1150513,113,9955,佳龍,1044,817,601,5.07%,515,8.19%,36.84%,,,,2026-05-17
1150513,113,9958,世紀鋼,992,868,739,6.18%,652,4.32%,29.06%,,,,2026-05-17
1150513,113,1101,台泥,1185,1045,1003,0.91%,877,0.69%,19.00%,,,,2026-05-17
1150513,113,1102,亞泥,1349,1248,1132,4.52%,988,4.99%,22.00%,,,,2026-05-17
1150513,113,1103,嘉泥,1509,1269,1099,26.47%,1023,27.88%,34.71%,,,,2026-05-17
1150513,113,1104,環泥,996,847,850,4.42%,792,6.31%,2.44%,,,,2026-05-17
1150513,113,1108,幸福,718,574,595,0.34%,523,1.36%,33.33%,,,,2026-05-17
1150513,113,1109,信大,823,676,681,-0.29%,651,0.15%,9.09%,,,,2026-05-17
1150513,113,1110,東泥,1081,880,768,0.66%,729,8.32%,4.00%,,,,2026-05-17
1150513,113,1201,味全,936,775,789,8.38%,729,8.32%,26.90%,,,,2026-05-17
1150513,113,1203,味王,689,598,620,3.33%,592,3.14%,27.30%,,,,2026-05-17
1150513,113,1210,大成,900,753,784,3.70%,666,5.05%,23.84%,,,,2026-05-17
1150513,113,1213,大飲,554,461,421,5.78%,398,3.92%,4.00%,,,,2026-05-17
1150513,113,1215,卜蜂,955,823,729,2.39%,507,-9.95%,33.76%,,,,2026-05-17
1150513,113,1216,統一,1365,1190,1220,3.21%,1041,3.48%,25.32%,,,,2026-05-17
1150513,113,1217,愛之味,795,662,699,2.49%,603,3.43%,33.72%,,,,2026-05-17
1150513,113,1218,泰山,878,726,641,7.73%,585,6.95%,33.00%,,,,2026-05-17
1150513,113,1219,福壽,784,643,665,0.00%,616,1.65%,7.50%,,,,2026-05-17
1150513,113,1220,台榮,919,782,682,9.82%,655,13.32%,7.17%,,,,2026-05-17
1150513,113,1225,福懋油,N/A,N/A,N/A,,N/A,,7.79%,,,,2026-05-17
1150513,113,1227,佳格,1182,983,897,8.20%,804,9.24%,42.22%,,,,2026-05-17
1150513,113,1229,聯華,3450,3142,802,4.02%,733,4.27%,16.67%,,,,2026-05-17
1150513,113,1231,聯華食,880,735,721,4.95%,630,5.88%,41.24%,,,,2026-05-17
1150513,113,1232,大統益,2041,1810,1630,3.43%,1422,2.16%,27.27%,,,,2026-05-17
1150513,113,1233,天仁,559,469,642,3.38%,553,4.34%,69.15%,,,,2026-05-17
1150513,113,1234,黑松,997,825,852,1.79%,759,0.40%,21.43%,,,,2026-05-17
1150513,113,1235,興泰,437,338,356,-17.97%,386,-15.90%,33.33%,,,,2026-05-17
1150513,113,1236,宏亞,653,529,532,0.95%,473,2.38%,50.92%,,,,2026-05-17
1150513,113,1256,鮮活果汁-KY,N/A,N/A,N/A,,N/A,,46.53%,,,,2026-05-17
1150513,113,1301,台塑,1342,1161,1382,1.32%,1262,1.94%,8.00%,,,,2026-05-17
1150513,113,1303,南亞,1221,1067,1229,3.45%,1139,3.08%,6.22%,,,,2026-05-17
1150513,113,1304,台聚,1239,1029,1038,-14.85%,958,-13.69%,0.90%,,,,2026-05-17
1150513,113,1305,華夏,1140,959,961,1.26%,907,0.11%,3.25%,,,,2026-05-17
1150513,113,1307,三芳,1314,1142,1014,19.58%,971,20.17%,8.00%,,,,2026-05-17
1150513,113,1308,亞聚,1317,1107,1094,-14.73%,1035,-13.68%,3.45%,,,,2026-05-17
1150513,113,1309,台達化,1241,1044,1031,0.00%,987,1.96%,20.34%,,,,2026-05-17
1150513,113,1310,台苯,1242,985,938,2.85%,849,6.26%,20.69%,,,,2026-05-17
1150513,113,1312,國喬,1188,1009,992,11.34%,887,11.15%,22.73%,,,,2026-05-17
1150513,113,1313,聯成,1523,1308,1249,1.30%,1145,1.60%,31.60%,,,,2026-05-17
1150513,113,1314,中石化,1032,856,849,11.71%,781,11.73%,6.12%,,,,2026-05-17
1150513,113,1315,達新,789,668,636,1.92%,583,4.48%,46.30%,,,,2026-05-17
1150513,113,1316,上曜,1624,1484,757,5.29%,540,-0.18%,30.77%,,,,2026-05-17
1150513,113,1319,東陽,871,738,797,6.55%,648,2.86%,13.18%,,,,2026-05-17
1150513,113,1321,大洋,922,762,786,2.88%,728,2.54%,10.71%,,,,2026-05-17
1150513,113,1323,永裕,695,583,595,-1.00%,529,-3.99%,29.96%,,,,2026-05-17
1150513,113,1324,地球,744,604,562,-4.26%,453,-5.82%,4.44%,,,,2026-05-17
1150513,113,1325,恆大,615,494,509,0.59%,457,-1.72%,66.67%,,,,2026-05-17
1150513,113,1326,台化,1595,1372,1408,4.14%,1279,4.07%,3.76%,,,,2026-05-17
1150513,113,1337,再生-KY,N/A,N/A,N/A,,N/A,,0.00%,,,,2026-05-17
1150513,113,1338,廣華-KY,N/A,N/A,N/A,,N/A,,22.00%,,,,2026-05-17
1150513,113,1339,昭輝,771,653,659,-3.09%,508,-1.93%,28.57%,,,,2026-05-17
1150513,113,1340,勝悅-KY,N/A,N/A,N/A,,N/A,,10.00%,,,,2026-05-17
1150513,113,1341,富林-KY,N/A,N/A,N/A,,N/A,,25.81%,,,,2026-05-17
1150513,113,1342,八貫,863,753,683,4.75%,578,11.58%,28.57%,,,,2026-05-17
1150513,113,1402,遠東新,1479,1285,1092,9.86%,914,9.86%,26.00%,,,,2026-05-17
1150513,113,1409,新纖,837,696,717,10.14%,662,4.09%,12.94%,,,,2026-05-17
1150513,113,1410,南染,943,835,547,-2.32%,529,5.59%,30.00%,,,,2026-05-17
1150513,113,1413,宏洲,746,621,662,9.42%,616,13.65%,11.00%,,,,2026-05-17
1150513,113,1414,東和,619,495,509,4.52%,468,3.31%,12.50%,,,,2026-05-17
1150513,113,1416,廣豐,1671,1476,917,8.52%,946,10.64%,41.00%,,,,2026-05-17
1150513,113,1417,嘉裕,741,600,557,-2.11%,486,-10.00%,42.11%,,,,2026-05-17
1150513,113,1418,東華,1201,1045,659,9.47%,545,4.61%,19.44%,,,,2026-05-17
1150513,113,1419,新紡,922,773,711,1.43%,596,0.00%,53.00%,,,,2026-05-17
1150513,113,1423,利華,779,648,576,2.49%,534,7.23%,33.33%,,,,2026-05-17
1150513,113,1432,大魯閣,536,434,579,5.27%,495,4.87%,44.00%,,,,2026-05-17
1150513,113,1434,福懋,603,503,555,-1.60%,489,-0.81%,11.72%,,,,2026-05-17
1150513,113,1435,中福,1310,1143,1033,29.29%,625,3.99%,40.00%,,,,2026-05-17
1150513,113,1436,華友聯,1569,1276,1096,16.35%,1052,25.69%,50.00%,,,,2026-05-17
1150513,113,1437,勤益控,4293,4009,818,5.96%,485,6.59%,66.67%,,,,2026-05-17
1150513,113,1438,三地開發,1221,1021,588,25.91%,573,31.42%,20.00%,,,,2026-05-17
1150513,113,1439,雋揚,1135,969,660,-14.17%,641,-18.45%,50.00%,,,,2026-05-17
1150513,113,1440,南紡,757,632,610,-1.45%,558,0.36%,12.39%,,,,2026-05-17
1150513,113,1441,大東,1370,1145,603,-0.82%,547,-0.73%,34.60%,,,,2026-05-17
1150513,113,1442,名軒,1845,1529,1269,21.20%,1099,7.64%,60.00%,,,,2026-05-17
1150513,113,1443,立益物流,990,806,676,2.89%,675,3.85%,15.44%,,,,2026-05-17
1150513,113,1444,力麗,691,557,544,6.04%,472,5.83%,25.64%,,,,2026-05-17
1150513,113,1445,大宇,741,629,608,-11.76%,552,-5.96%,18.00%,,,,2026-05-17
1150513,113,1446,宏和,1012,884,661,3.77%,535,3.88%,15.38%,,,,2026-05-17
1150513,113,1447,力鵬,797,639,611,9.50%,553,9.50%,24.14%,,,,2026-05-17
1150513,113,1449,佳和,674,566,580,10.06%,555,12.35%,8.90%,,,,2026-05-17
1150513,113,1451,年興,823,669,846,63.32%,698,48.51%,24.00%,,,,2026-05-17
1150513,113,1452,宏益,846,711,665,17.70%,574,18.84%,31.00%,,,,2026-05-17
1150513,113,1453,大將,866,704,612,8.32%,596,0.00%,40.00%,,,,2026-05-17
1150513,113,1454,台富,688,573,558,0.18%,503,-0.79%,48.89%,,,,2026-05-17
1150513,113,1455,集盛,742,628,629,4.31%,568,3.65%,9.09%,,,,2026-05-17
1150513,113,1456,怡華,1022,874,593,5.70%,588,5.76%,45.45%,,,,2026-05-17
1150513,113,1457,宜進,1000,827,845,2.92%,759,3.69%,58.00%,,,,2026-05-17
1150513,113,1459,聯發,825,669,483,7.57%,404,2.54%,16.67%,,,,2026-05-17
1150513,113,1460,宏遠,709,576,548,4.98%,492,4.68%,34.13%,,,,2026-05-17
1150513,113,1463,強盛新,690,598,557,8.16%,521,12.04%,26.47%,,,,2026-05-17
1150513,113,1464,得力,742,637,580,4.69%,526,7.57%,36.21%,,,,2026-05-17
1150513,113,1465,偉全,656,547,554,4.33%,491,2.94%,36.00%,,,,2026-05-17
1150513,113,1466,聚隆,708,591,611,7.19%,606,10.18%,31.48%,,,,2026-05-17
1150513,113,1467,南緯,918,766,702,6.36%,629,7.89%,14.50%,,,,2026-05-17
1150513,113,1468,昶和,793,665,606,11.60%,542,3.83%,40.91%,,,,2026-05-17
1150513,113,1470,大統新創,758,659,634,13.21%,547,15.64%,33.00%,,,,2026-05-17
1150513,113,1471,首利,1128,959,769,3.92%,818,6.51%,29.41%,,,,2026-05-17
1150513,113,1472,三洋實業,1605,1445,826,2.86%,665,2.15%,27.03%,,,,2026-05-17
1150513,113,1473,台南,1027,885,648,10.02%,558,13.18%,43.00%,,,,2026-05-17
1150513,113,1474,弘裕,741,624,577,5.29%,539,7.16%,38.70%,,,,2026-05-17
1150513,113,1475,業旺,1222,1043,762,31.38%,647,10.41%,20.00%,,,,2026-05-17
1150513,113,1476,儒鴻,1293,1145,1103,15.74%,961,15.37%,41.66%,,,,2026-05-17
1150513,113,1477,聚陽,1948,1742,1629,8.02%,1443,4.49%,77.00%,,,,2026-05-17
1150513,113,1503,士電,1314,1165,1080,5.47%,892,5.94%,10.00%,,,,2026-05-17
1150513,113,1504,東元,1009,843,999,8.59%,793,6.02%,21.30%,,,,2026-05-17
1150513,113,1506,正道,599,480,539,-4.09%,492,-3.15%,27.30%,,,,2026-05-17
1150513,113,1512,瑞利,810,695,567,-3.08%,472,-6.16%,11.11%,,,,2026-05-17
1150513,113,1513,中興電,1111,932,942,3.86%,828,7.12%,16.60%,,,,2026-05-17
1150513,113,1514,亞力,1147,972,977,3.61%,846,4.57%,10.48%,,,,2026-05-17
1150513,113,1515,力山,743,645,525,0.19%,431,-0.69%,17.65%,,,,2026-05-17
1150513,113,1516,川飛,1550,1346,689,-28.97%,689,-20.07%,25.00%,,,,2026-05-17
1150513,113,1517,利奇,530,431,453,14.68%,409,18.55%,3.51%,,,,2026-05-17
1150513,113,1519,華城,1872,1696,1727,11.71%,1159,4.13%,12.77%,,,,2026-05-17
1150513,113,1521,大億,723,579,603,-6.07%,541,-7.52%,8.24%,,,,2026-05-17
1150513,113,1522,堤維西,781,641,656,6.15%,585,4.09%,23.00%,,,,2026-05-17
1150513,113,1524,耿鼎,807,680,689,8.85%,594,8.99%,10.16%,,,,2026-05-17
1150513,113,1525,江申,769,638,664,3.11%,613,4.07%,9.00%,,,,2026-05-17
1150513,113,1526,日馳,755,628,584,7.35%,460,14.71%,20.00%,,,,2026-05-17
1150513,113,1527,鑽全,766,660,645,11.98%,568,20.59%,5.08%,,,,2026-05-17
1150513,113,1528,恩德,851,740,665,-6.34%,580,-4.61%,3.07%,,,,2026-05-17
1150513,113,1529,樂事綠能,651,543,528,9.09%,506,9.76%,34.48%,,,,2026-05-17
1150513,113,1530,亞崴,876,742,693,6.78%,638,4.93%,15.24%,,,,2026-05-17
1150513,113,1531,高林股,1102,939,792,5.88%,712,3.64%,45.00%,,,,2026-05-17
1150513,113,1532,勤美,1019,873,802,3.48%,645,5.74%,18.18%,,,,2026-05-17
1150513,113,1533,車王電,709,577,589,4.06%,514,6.64%,33.64%,,,,2026-05-17
1150513,113,1535,中宇,1302,1139,1160,2.20%,1091,5.00%,9.09%,,,,2026-05-17
1150513,113,1536,和大,750,615,593,-2.31%,576,-1.03%,10.00%,,,,2026-05-17
1150513,113,1537,廣隆,1408,1238,861,9.82%,695,8.42%,35.48%,,,,2026-05-17
1150513,113,1538,正峰,1147,1018,702,18.18%,400,-8.47%,53.33%,,,,2026-05-17
1150513,113,1539,巨庭,642,526,498,8.03%,445,8.80%,26.00%,,,,2026-05-17
1150513,113,1540,喬福,767,636,625,4.17%,588,3.34%,0.00%,,,,2026-05-17
1150513,113,1541,錩泰,580,474,500,3.09%,428,3.63%,4.30%,,,,2026-05-17
1150513,113,1558,伸興,1121,971,755,-8.04%,703,-4.87%,49.00%,,,,2026-05-17
1150513,113,1560,中砂,1095,884,855,5.69%,782,5.68%,5.83%,,,,2026-05-17
1150513,113,1563,巧新,764,632,604,,568,,21.62%,,,,2026-05-17
1150513,113,1568,倉佑,746,612,595,-0.34%,540,-0.74%,26.32%,,,,2026-05-17
1150513,113,1582,信錦,1647,1467,1225,12.28%,1107,12.50%,15.22%,,,,2026-05-17
1150513,113,1583,程泰,930,768,781,8.32%,714,6.25%,20.00%,,,,2026-05-17
1150513,113,1587,吉茂,778,662,498,6.18%,450,2.51%,21.43%,,,,2026-05-17
1150513,113,1589,永冠-KY,N/A,N/A,N/A,,N/A,,17.65%,,,,2026-05-17
1150513,113,1590,亞德客-KY,N/A,N/A,N/A,,N/A,,9.66%,,,,2026-05-17
1150513,113,1597,直得,820,691,617,11.57%,537,16.99%,36.36%,,,,2026-05-17
1150513,113,1598,岱宇,637,530,555,3.16%,485,2.97%,28.57%,,,,2026-05-17
1150513,113,1603,華電,771,663,608,4.65%,521,2.16%,32.61%,,,,2026-05-17
1150513,113,1604,聲寶,1069,892,850,3.16%,763,2.55%,9.87%,,,,2026-05-17
