出表日期,報告年度,公司代號,公司名稱,薪酬委員會席次,薪酬委員會獨立董事席次,薪酬委員會出席率,審計委員會席次,審計委員會出席率,date
1150513,113,8150,南茂,3,3,94.44%,5,97.14%,2026-05-17
1150513,113,8162,微矽電子-創,4,4,100.00%,4,95.00%,2026-05-17
1150513,113,8163,達方,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,8201,無敵,3,3,100.00%,4,100.00%,2026-05-17
1150513,113,8210,勤誠,3,3,92.00%,4,90.00%,2026-05-17
1150513,113,8213,志超,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,8215,明基材,4,4,75.00%,4,93.75%,2026-05-17
1150513,113,8222,寶一,4,4,93.75%,4,91.67%,2026-05-17
1150513,113,8249,菱光,3,2,100.00%,4,100.00%,2026-05-17
1150513,113,8261,富鼎,3,3,83.33%,3,83.33%,2026-05-17
1150513,113,8271,宇瞻,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,8341,日友,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,8367,建新國際,3,3,85.71%,3,76.19%,2026-05-17
1150513,113,8374,羅昇,3,3,83.33%,3,94.44%,2026-05-17
1150513,113,8404,百和興業-KY,4,4,100.00%,4,97.22%,2026-05-17
1150513,113,8411,福貞-KY,4,4,100.00%,4,90.00%,2026-05-17
1150513,113,8422,可寧衛,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,8429,金麗-KY,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,8438,昶昕,3,3,100.00%,4,95.83%,2026-05-17
1150513,113,8442,威宏-KY,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,8443,阿瘦,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,8454,富邦媒,3,3,100.00%,3,93.33%,2026-05-17
1150513,113,8462,柏文,3,3,100.00%,3,94.44%,2026-05-17
1150513,113,8463,潤泰材,3,3,83.33%,3,95.24%,2026-05-17
1150513,113,8464,億豐,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,8466,美吉吉-KY,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,8467,波力-KY,3,3,83.33%,3,91.67%,2026-05-17
1150513,113,8473,山林水,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,8476,台境*,3,3,88.89%,4,93.55%,2026-05-17
1150513,113,8478,東哥遊艇,3,3,88.89%,3,86.67%,2026-05-17
1150513,113,8481,政伸,3,3,100.00%,3,89.00%,2026-05-17
1150513,113,8482,商億-KY,4,4,100.00%,4,95.00%,2026-05-17
1150513,113,8487,愛爾達-創,4,4,100.00%,4,95.83%,2026-05-17
1150513,113,8488,吉源-KY,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,8499,鼎炫-KY,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,8926,台汽電,4,3,100.00%,3,100.00%,2026-05-17
1150513,113,8940,新天地,3,2,100.00%,2,100.00%,2026-05-17
1150513,113,8996,高力,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,9802,鈺齊-KY,3,3,100.00%,5,96.00%,2026-05-17
1150513,113,9902,台火,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,9904,寶成,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,9905,大華,3,3,83.33%,3,91.67%,2026-05-17
1150513,113,9906,欣巴巴,3,3,100.00%,3,94.44%,2026-05-17
1150513,113,9907,統一實,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,9908,大台北,3,3,100.00%,2,100.00%,2026-05-17
1150513,113,9910,豐泰,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,9911,櫻花,3,2,100.00%,3,100.00%,2026-05-17
1150513,113,9912,偉聯,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,9914,美利達,3,2,100.00%,4,100.00%,2026-05-17
1150513,113,9917,中保科,3,2,100.00%,4,87.50%,2026-05-17
1150513,113,9918,欣天然,3,2,100.00%,5,96.67%,2026-05-17
1150513,113,9919,康那香,4,4,100.00%,4,95.00%,2026-05-17
1150513,113,9921,巨大,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,9924,福興,3,3,100.00%,3,87.00%,2026-05-17
1150513,113,9925,新保,3,3,91.00%,4,93.75%,2026-05-17
1150513,113,9926,新海,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,9927,泰銘,5,3,100.00%,3,100.00%,2026-05-17
1150513,113,9928,中視,3,2,100.00%,4,95.83%,2026-05-17
1150513,113,9929,秋雨,3,2,100.00%,3,100.00%,2026-05-17
1150513,113,9930,中聯資源,3,3,91.67%,3,86.67%,2026-05-17
1150513,113,9931,欣高,6,3,100.00%,12,100.00%,2026-05-17
1150513,113,9933,中鼎,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,9934,成霖,5,3,96.00%,4,94.44%,2026-05-17
1150513,113,9935,慶豐富,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,9937,全國,3,3,91.67%,3,93.33%,2026-05-17
1150513,113,9938,百和,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,9939,宏全,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,9940,信義,4,4,93.75%,4,96.88%,2026-05-17
1150513,113,9941,裕融,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,9942,茂順,4,4,100.00%,4,100.00%,2026-05-17
1150513,113,9943,好樂迪,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,9944,新麗,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,9945,潤泰新,3,3,100.00%,3,100.00%,2026-05-17
1150513,113,9946,三發地產,3,2,93.33%,3,94.44%,2026-05-17
1150513,113,9955,佳龍,3,2,88.89%,4,90.00%,2026-05-17
1150513,113,9958,世紀鋼,3,3,83.33%,3,95.24%,2026-05-17
1150513,113,1101,台泥,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1102,亞泥,3,2,100.00%,5,96.00%,2026-05-18
1150513,113,1103,嘉泥,3,2,88.89%,3,100.00%,2026-05-18
1150513,113,1104,環泥,4,3,100.00%,4,100.00%,2026-05-18
1150513,113,1108,幸福,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,1109,信大,3,2,100.00%,3,83.33%,2026-05-18
1150513,113,1110,東泥,3,3,83.33%,3,94.44%,2026-05-18
1150513,113,1201,味全,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1203,味王,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,1210,大成,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1213,大飲,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1215,卜蜂,3,3,100.00%,3,95.00%,2026-05-18
1150513,113,1216,統一,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1217,愛之味,3,3,88.89%,3,86.67%,2026-05-18
1150513,113,1218,泰山,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1219,福壽,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1220,台榮,2,1,100.00%,3,100.00%,2026-05-18
1150513,113,1225,福懋油,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1227,佳格,3,3,100.00%,4,96.00%,2026-05-18
1150513,113,1229,聯華,3,3,100.00%,3,91.75%,2026-05-18
1150513,113,1231,聯華食,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1232,大統益,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1233,天仁,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1234,黑松,3,3,89.00%,3,95.00%,2026-05-18
1150513,113,1235,興泰,3,3,83.33%,3,94.44%,2026-05-18
1150513,113,1236,宏亞,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1256,鮮活果汁-KY,3,3,100.00%,3,95.00%,2026-05-18
1150513,113,1301,台塑,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1303,南亞,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1304,台聚,4,4,92.00%,4,100.00%,2026-05-18
1150513,113,1305,華夏,3,3,88.89%,4,92.86%,2026-05-18
1150513,113,1307,三芳,3,2,100.00%,3,93.33%,2026-05-18
1150513,113,1308,亞聚,3,3,89.00%,4,94.00%,2026-05-18
1150513,113,1309,台達化,3,3,89.00%,4,100.00%,2026-05-18
1150513,113,1310,台苯,4,4,91.67%,4,100.00%,2026-05-18
1150513,113,1312,國喬,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1313,聯成,3,3,88.89%,3,100.00%,2026-05-18
1150513,113,1314,中石化,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1315,達新,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1316,上曜,3,2,100.00%,4,100.00%,2026-05-18
1150513,113,1319,東陽,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1321,大洋,4,4,91.67%,4,87.50%,2026-05-18
1150513,113,1323,永裕,3,2,100.00%,4,100.00%,2026-05-18
1150513,113,1324,地球,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1325,恆大,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,1326,台化,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1337,再生-KY,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1338,廣華-KY,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1339,昭輝,4,4,100.00%,4,95.00%,2026-05-18
1150513,113,1340,勝悅-KY,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1341,富林-KY,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1342,八貫,4,4,86.00%,4,83.00%,2026-05-18
1150513,113,1402,遠東新,3,2,100.00%,5,100.00%,2026-05-18
1150513,113,1409,新纖,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1410,南染,3,3,100.00%,4,87.50%,2026-05-18
1150513,113,1413,宏洲,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,1414,東和,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,1416,廣豐,3,3,100.00%,3,93.33%,2026-05-18
1150513,113,1417,嘉裕,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1418,東華,3,3,83.00%,3,86.00%,2026-05-18
1150513,113,1419,新紡,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,1423,利華,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1432,大魯閣,3,3,100.00%,4,95.45%,2026-05-18
1150513,113,1434,福懋,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1435,中福,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1436,華友聯,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,1437,勤益控,4,3,100.00%,4,100.00%,2026-05-18
1150513,113,1438,三地開發,3,3,100.00%,3,95.83%,2026-05-18
1150513,113,1439,雋揚,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1440,南紡,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1441,大東,3,3,91.67%,4,95.00%,2026-05-18
1150513,113,1442,名軒,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1443,立益物流,3,2,100.00%,5,100.00%,2026-05-18
1150513,113,1444,力麗,3,3,100.00%,3,95.24%,2026-05-18
1150513,113,1445,大宇,3,2,83.33%,2,92.67%,2026-05-18
1150513,113,1446,宏和,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1447,力鵬,3,3,91.67%,3,96.30%,2026-05-18
1150513,113,1449,佳和,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,1451,年興,3,2,100.00%,3,88.89%,2026-05-18
1150513,113,1452,宏益,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1453,大將,3,3,100.00%,3,94.44%,2026-05-18
1150513,113,1454,台富,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1455,集盛,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1456,怡華,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,1457,宜進,3,3,83.30%,3,80.00%,2026-05-18
1150513,113,1459,聯發,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1460,宏遠,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,1463,強盛新,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,1464,得力,3,2,100.00%,4,100.00%,2026-05-18
1150513,113,1465,偉全,3,2,77.77%,4,100.00%,2026-05-18
1150513,113,1466,聚隆,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,1467,南緯,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1468,昶和,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,1470,大統新創,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1471,首利,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1472,三洋實業,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1473,台南,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1474,弘裕,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1475,業旺,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1476,儒鴻,3,3,100.00%,5,100.00%,2026-05-18
1150513,113,1477,聚陽,4,3,100.00%,4,90.00%,2026-05-18
1150513,113,1503,士電,3,3,100.00%,3,91.67%,2026-05-18
1150513,113,1504,東元,4,4,95.83%,4,94.44%,2026-05-18
1150513,113,1506,正道,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1512,瑞利,3,2,100.00%,3,89.00%,2026-05-18
1150513,113,1513,中興電,3,3,91.70%,3,94.40%,2026-05-18
1150513,113,1514,亞力,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1515,力山,4,3,91.67%,3,100.00%,2026-05-18
1150513,113,1516,川飛,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,1517,利奇,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1519,華城,4,4,100.00%,4,96.88%,2026-05-18
1150513,113,1521,大億,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1522,堤維西,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,1524,耿鼎,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1525,江申,3,3,100.00%,3,87.00%,2026-05-18
1150513,113,1526,日馳,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,1527,鑽全,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1528,恩德,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1529,樂事綠能,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,1530,亞崴,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1531,高林股,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1532,勤美,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1533,車王電,3,3,100.00%,4,92.86%,2026-05-18
1150513,113,1535,中宇,3,3,100.00%,3,88.89%,2026-05-18
1150513,113,1536,和大,3,3,100.00%,3,90.48%,2026-05-18
1150513,113,1537,廣隆,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,1538,正峰,4,4,83.33%,4,84.38%,2026-05-18
1150513,113,1539,巨庭,3,3,88.89%,3,91.67%,2026-05-18
1150513,113,1540,喬福,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1541,錩泰,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1558,伸興,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1560,中砂,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1563,巧新,3,3,100.00%,4,92.86%,2026-05-18
1150513,113,1568,倉佑,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1582,信錦,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,1583,程泰,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1587,吉茂,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1589,永冠-KY,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1590,亞德客-KY,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1597,直得,4,4,93.75%,4,96.43%,2026-05-18
1150513,113,1598,岱宇,4,3,100.00%,4,100.00%,2026-05-18
1150513,113,1603,華電,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1604,聲寶,3,3,83.33%,3,86.67%,2026-05-18
1150513,113,1605,華新,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1608,華榮,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1609,大亞,4,4,100.00%,4,96.43%,2026-05-18
1150513,113,1611,中電,3,3,100.00%,3,93.33%,2026-05-18
1150513,113,1612,宏泰,3,3,100.00%,3,93.33%,2026-05-18
1150513,113,1614,三洋電,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,1615,大山,3,3,100.00%,3,87.50%,2026-05-18
1150513,113,1616,億泰,3,3,83.33%,3,91.67%,2026-05-18
1150513,113,1617,榮星,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,1618,合機,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1626,艾美特-KY,4,4,100.00%,4,90.00%,2026-05-18
1150513,113,1702,南僑,3,2,93.33%,3,90.48%,2026-05-18
1150513,113,1707,葡萄王,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,1708,東鹼,3,2,100.00%,3,90.47%,2026-05-18
1150513,113,1709,和益,3,3,100.00%,4,95.00%,2026-05-18
1150513,113,1710,東聯,3,2,83.00%,3,100.00%,2026-05-18
1150513,113,1711,永光,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1712,興農,3,3,100.00%,3,93.33%,2026-05-18
1150513,113,1713,國化,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1714,和桐,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1717,長興,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1718,中纖,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1720,生達,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1721,三晃,100,3,100.00%,3,100.00%,2026-05-18
1150513,113,1722,台肥,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,1723,中碳,3,3,100.00%,3,93.33%,2026-05-18
1150513,113,1725,元禎,3,3,88.89%,3,0.80%,2026-05-18
1150513,113,1726,永記,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1727,中華化,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1730,花仙子,4,4,93.75%,4,100.00%,2026-05-18
1150513,113,1731,美吾華,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1732,毛寶,3,3,100.00%,4,85.00%,2026-05-18
1150513,113,1733,五鼎,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,1734,杏輝,3,2,91.67%,3,100.00%,2026-05-18
1150513,113,1735,日勝化,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1736,喬山,3,2,100.00%,4,100.00%,2026-05-18
1150513,113,1737,臺鹽,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,1752,南光,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,1760,寶齡富錦,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1762,中化生,3,3,88.89%,3,93.33%,2026-05-18
1150513,113,1773,勝一,4,4,91.67%,4,95.00%,2026-05-18
1150513,113,1776,展宇,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1783,和康生,2,2,100.00%,2,100.00%,2026-05-18
1150513,113,1786,科妍,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1789,神隆,6,5,100.00%,5,100.00%,2026-05-18
1150513,113,1795,美時,3,3,93.33%,3,92.59%,2026-05-18
1150513,113,1802,台玻,3,2,83.33%,3,100.00%,2026-05-18
1150513,113,1805,寶徠,3,3,100.00%,3,95.83%,2026-05-18
1150513,113,1806,冠軍,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,1808,潤隆,3,2,86.66%,2,96.88%,2026-05-18
1150513,113,1809,中釉,3,3,91.67%,3,94.40%,2026-05-18
1150513,113,1810,和成,3,2,83.33%,3,86.67%,2026-05-18
1150513,113,1817,凱撒衛,4,4,91.67%,4,96.43%,2026-05-18
1150513,113,1903,士紙,3,3,100.00%,3,93.33%,2026-05-18
1150513,113,1904,正隆,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1905,華紙,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1906,寶隆,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1907,永豐餘,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,1909,榮成,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2002,中鋼,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2006,東和鋼鐵,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,2007,燁興,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2008,高興昌,3,3,100.00%,3,88.89%,2026-05-18
1150513,113,2009,第一銅,3,3,88.81%,3,91.67%,2026-05-18
1150513,113,2010,春源,3,3,100.00%,3,95.83%,2026-05-18
1150513,113,2012,春雨,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2013,中鋼構,3,3,100.00%,3,93.33%,2026-05-18
1150513,113,2014,中鴻,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2015,豐興,3,3,100.00%,3,91.67%,2026-05-18
1150513,113,2017,官田鋼,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2020,美亞,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2022,聚亨,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2023,燁輝,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2024,志聯,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2025,千興,3,3,86.67%,3,79.17%,2026-05-18
1150513,113,2027,大成鋼,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,2028,威致,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,2029,盛餘,3,2,100.00%,4,100.00%,2026-05-18
1150513,113,2030,彰源,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,2031,新光鋼,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,2032,新鋼,3,3,94.44%,3,94.44%,2026-05-18
1150513,113,2033,佳大,3,1,99.00%,0,0.00%,2026-05-18
1150513,113,2034,允強,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,2038,海光,3,3,91.67%,4,93.75%,2026-05-18
1150513,113,2049,上銀,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2059,川湖,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,2062,橋椿,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,2069,運錩,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,2101,南港,3,3,91.67%,3,94.44%,2026-05-18
1150513,113,2102,泰豐,5,5,93.75%,5,90.48%,2026-05-18
1150513,113,2103,台橡,3,3,100.00%,3,96.43%,2026-05-18
1150513,113,2104,國際中橡,4,4,100.00%,4,95.00%,2026-05-18
1150513,113,2105,正新,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,2106,建大,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2107,厚生,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2108,南帝,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,2109,華豐,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2114,鑫永銓,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2115,六暉-KY,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2201,裕隆,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2204,中華,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2206,三陽工業,4,4,100.00%,4,96.43%,2026-05-18
1150513,113,2207,和泰車,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2208,台船,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,2211,長榮鋼,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2227,裕日車,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2228,劍麟,3,3,87.00%,5,83.00%,2026-05-18
1150513,113,2231,為升,4,4,91.67%,4,95.83%,2026-05-18
1150513,113,2233,宇隆,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2236,百達-KY,3,3,100.00%,4,89.00%,2026-05-18
1150513,113,2239,英利-KY,3,3,100.00%,3,96.30%,2026-05-18
1150513,113,2241,艾姆勒,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2243,宏旭-KY,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2247,汎德永業,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2248,華勝-KY,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,2250,IKKA-KY,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2254,巨鎧精密-創,3,3,94.44%,3,95.83%,2026-05-18
1150513,113,2258,鴻華先進-創,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,2301,光寶科,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,2302,麗正,3,3,91.67%,4,100.00%,2026-05-18
1150513,113,2303,聯電,6,6,100.00%,6,100.00%,2026-05-18
1150513,113,2305,全友,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2308,台達電,5,5,100.00%,5,97.14%,2026-05-18
1150513,113,2312,金寶,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2313,華通,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,2314,台揚,3,2,100.00%,3,100.00%,2026-05-18
1150513,113,2316,楠梓電,3,2,88.89%,3,66.67%,2026-05-18
1150513,113,2317,鴻海,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,2321,東訊,3,3,100.00%,3,84.61%,2026-05-18
1150513,113,2323,中環,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2324,仁寶,5,5,95.83%,5,96.30%,2026-05-18
1150513,113,2327,國巨,3,3,100.00%,3,94.44%,2026-05-18
1150513,113,2328,廣宇,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,2329,華泰,5,5,100.00%,5,100.00%,2026-05-18
1150513,113,2330,台積電,4,4,100.00%,7,100.00%,2026-05-18
1150513,113,2331,精英,3,3,100.00%,3,97.56%,2026-05-18
1150513,113,2332,友訊,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2337,旺宏,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2338,光罩,4,3,94.00%,3,100.00%,2026-05-18
1150513,113,2340,台亞,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2342,茂矽,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,2344,華邦電,4,4,85.00%,4,95.83%,2026-05-18
1150513,113,2345,智邦,3,2,100.00%,4,100.00%,2026-05-18
1150513,113,2347,聯強,3,3,100.00%,3,91.67%,2026-05-18
1150513,113,2348,海悅,4,4,95.83%,4,95.45%,2026-05-18
1150513,113,2349,錸德,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2351,順德,3,3,100.00%,4,93.75%,2026-05-18
1150513,113,2352,佳世達,5,5,100.00%,5,100.00%,2026-05-18
1150513,113,2353,宏碁,3,3,91.67%,4,95.83%,2026-05-18
1150513,113,2354,鴻準,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2355,敬鵬,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2356,英業達,3,3,89.00%,3,92.00%,2026-05-18
1150513,113,2357,華碩,3,3,100.00%,5,100.00%,2026-05-18
1150513,113,2359,所羅門,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,2360,致茂,4,4,100.00%,4,100.00%,2026-05-18
1150513,113,2362,藍天,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2363,矽統,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2364,倫飛,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,2365,昆盈,3,3,88.89%,3,100.00%,2026-05-18
1150513,113,2367,燿華,3,3,100.00%,3,100.00%,2026-05-18
1150513,113,2368,金像電,3,3,100.00%,4,100.00%,2026-05-18
1150513,113,2369,菱生,3,3,100.00%,3,100.00%,2026-05-18
