出表日期,報告年度,公司代號,公司名稱,職業災害人數及比率-人數,職業災害人數及比率-比率,火災件數(件),火災死傷人數(人),火災死傷人數占員工總人數比率,date
1150513,113,2404,漢唐,0,0.00%,0,0,0,2026-05-15
1150513,113,2405,輔信,0,0.00%,0,0,0,2026-05-15
1150513,113,2406,國碩,0,0.00%,0,0,0,2026-05-15
1150513,113,2408,南亞科,3,0.08%,0,0,0,2026-05-15
1150513,113,2409,友達,27,0.32%,0,0,0,2026-05-15
1150513,113,2412,中華電,13,0.06%,2,0,0.00%,2026-05-15
1150513,113,2413,環科,0,0.00%,0,0,0,2026-05-15
1150513,113,2414,精技,3,0.72%,0,0,0,2026-05-15
1150513,113,2415,錩新,0,0.00%,0,0,0,2026-05-15
1150513,113,2417,圓剛,0,0.00%,0,0,0,2026-05-15
1150513,113,2419,仲琦,0,0.00%,0,0,0,2026-05-15
1150513,113,2420,新巨,0,0.00%,0,0,0,2026-05-15
1150513,113,2421,建準,3,0.15%,2,0,0.00%,2026-05-15
1150513,113,2423,固緯,0,0.00%,0,0,0,2026-05-15
1150513,113,2424,隴華,0,0.00%,0,0,0,2026-05-15
1150513,113,2425,承啟,0,0.00%,0,0,0,2026-05-15
1150513,113,2426,鼎元,4,0.51%,0,0,0,2026-05-15
1150513,113,2427,三商電,1,0.12%,0,0,0,2026-05-15
1150513,113,2428,興勤,0,0.00%,0,0,0,2026-05-15
1150513,113,2429,銘旺科,0,0.00%,0,0,0,2026-05-15
1150513,113,2430,燦坤,25,1.16%,0,0,0,2026-05-15
1150513,113,2431,聯昌,0,0.00%,0,0,0,2026-05-15
1150513,113,2432,倚天酷碁-創,0,0.00%,0,0,0,2026-05-15
1150513,113,2433,互盛電,0,0.00%,0,0,0,2026-05-15
1150513,113,2434,統懋,0,0.00%,0,0,0,2026-05-15
1150513,113,2436,偉詮電,1,0.34%,0,0,0,2026-05-15
1150513,113,2438,翔耀,0,0.00%,0,0,0,2026-05-15
1150513,113,2439,美律,1,0.02%,0,0,0,2026-05-15
1150513,113,2440,太空梭,0,0.00%,0,0,0,2026-05-15
1150513,113,2441,超豐,5,0.12%,0,0,0,2026-05-15
1150513,113,2442,新美齊,0,0.00%,0,0,0,2026-05-15
1150513,113,2444,兆勁,0,0.00%,0,0,0,2026-05-15
1150513,113,2449,京元電子,29,1.90%,0,0,0,2026-05-15
1150513,113,2450,神腦,3,14.69%,0,0,0,2026-05-15
1150513,113,2451,創見,2,1.03%,0,0,0,2026-05-15
1150513,113,2453,凌群,4,0.31%,0,0,0,2026-05-15
1150513,113,2454,聯發科,2,0.01%,0,0,0,2026-05-15
1150513,113,2455,全新,3,0.08%,0,0,0,2026-05-15
1150513,113,2457,飛宏,12,0.24%,0,0,0,2026-05-15
1150513,113,2458,義隆,0,0.00%,0,0,0,2026-05-15
1150513,113,2459,敦吉,0,0.00%,0,0,0,2026-05-15
1150513,113,2460,建通,0,0.00%,0,0,0,2026-05-15
1150513,113,2461,光群雷,0,0.00%,0,0,0,2026-05-15
1150513,113,2462,良得電,0,0.00%,0,0,0,2026-05-15
1150513,113,2464,盟立,1,0.09%,0,0,0,2026-05-15
1150513,113,2466,冠西電,1,0.66%,0,0,0,2026-05-15
1150513,113,2467,志聖,3,0.71%,0,0,0,2026-05-15
1150513,113,2468,華經,0,0.00%,0,0,0,2026-05-15
1150513,113,2471,資通,0,0.00%,0,0,0,2026-05-15
1150513,113,2472,立隆電,0,0.00%,0,0,0,2026-05-15
1150513,113,2474,可成,42,0.28%,2,0,0.00%,2026-05-15
1150513,113,2476,鉅祥,6,0.93%,0,0,0,2026-05-15
1150513,113,2477,美隆電,0,0.00%,0,0,0,2026-05-15
1150513,113,2478,大毅,8,0.93%,0,0,0,2026-05-15
1150513,113,2480,敦陽科,0,0.00%,0,0,0,2026-05-15
1150513,113,2481,強茂,4,0.27%,0,0,0,2026-05-15
1150513,113,2482,連宇,0,0.00%,0,0,0,2026-05-15
1150513,113,2483,百容,14,2.30%,0,0,0,2026-05-15
1150513,113,2484,希華,0,0.00%,0,0,0,2026-05-15
1150513,113,2485,兆赫,9,0.85%,0,0,0.00%,2026-05-15
1150513,113,2486,一詮,6,0.73%,0,0,0,2026-05-15
1150513,113,2488,漢平,0,0.00%,0,0,0,2026-05-15
1150513,113,2489,瑞軒,0,0.00%,0,0,0,2026-05-15
1150513,113,2491,吉祥全,0,0.00%,0,0,0,2026-05-15
1150513,113,2492,華新科,19,0.36%,0,0,0,2026-05-15
1150513,113,2493,揚博,0,0.00%,0,0,0,2026-05-15
1150513,113,2495,普安,0,0.00%,1,0,0.00%,2026-05-15
1150513,113,2496,卓越,0,0.00%,0,0,0,2026-05-15
1150513,113,2497,怡利電,0,0.00%,0,0,0,2026-05-15
1150513,113,2498,宏達電,2,0.56%,0,0,0,2026-05-15
1150513,113,2501,國建,1,0.50%,0,0,0,2026-05-15
1150513,113,2504,國產,3,0.46%,0,0,0,2026-05-15
1150513,113,2505,國揚,0,0.00%,0,0,0,2026-05-15
1150513,113,2506,太設,0,0.00%,0,0,0,2026-05-15
1150513,113,2509,全坤建,0,0.00%,0,0,0,2026-05-15
