出表日期,報告年度,公司代號,公司名稱,前10大股東持股情形,date
1150513,113,1338,廣華-KY,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1338_20250523F17.pdf,2026-05-15
1150513,113,1339,昭輝,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1339_20250529F17.pdf,2026-05-15
1150513,113,1340,勝悅-KY,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1340_20250616F17.pdf,2026-05-15
1150513,113,1341,富林-KY,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1341_20250529F17.pdf,2026-05-15
1150513,113,1342,八貫,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1342_20250522F17.pdf,2026-05-15
1150513,113,1402,遠東新,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1402_20250529F17.pdf,2026-05-15
1150513,113,1409,新纖,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1409_20250527F17.pdf,2026-05-15
1150513,113,1410,南染,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1410_20250613F17.pdf,2026-05-15
1150513,113,1413,宏洲,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1413_20250528F17.pdf,2026-05-15
1150513,113,1414,東和,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1414_20250616F17.pdf,2026-05-15
1150513,113,1416,廣豐,N/A,2026-05-15
1150513,113,1417,嘉裕,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1417_20250522F17.pdf,2026-05-15
1150513,113,1418,東華,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1418_20250610F17.pdf,2026-05-15
1150513,113,1419,新紡,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1419_20250526F17.pdf,2026-05-15
1150513,113,1423,利華,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1423_20250617F17.pdf,2026-05-15
1150513,113,1432,大魯閣,https://doc.twse.com.tw/server-java/t144sb10?step=9&filename=2025_1432_20250526F17.pdf,2026-05-15
