出表日期,年度,季別,公司代號,公司名稱,產業別,基本每股盈餘(元),普通股每股面額,營業收入,營業利益,營業外收入及支出,稅後淨利,date
1150515,115,1,2820,中華票券金融股份有限公司,金融保險業,0.48,新台幣                 10.0000元,1093981.00,--,--,639894.00,2026-05-15
1150515,115,1,2834,臺灣中小企業銀行股份有限公司,金融保險業,0.35,新台幣                 10.0000元,8836560.00,--,--,3437983.00,2026-05-15
1150515,115,1,2836,高雄銀行股份有限公司,金融保險業,0.20,新台幣                 10.0000元,1246035.00,--,--,370574.00,2026-05-15
1150515,115,1,2850,新光產物保險股份有限公司,金融保險業,3.99,新台幣                 10.0000元,--,1507350.00,854.00,1259771.00,2026-05-15
1150515,115,1,2852,第一產物保險股份有限公司,金融保險業,1.00,新台幣                 10.0000元,--,394962.00,738.00,301897.00,2026-05-15
1150515,115,1,2855,統一綜合證券股份有限公司,金融保險業,1.43,新台幣                 10.0000元,5486108.00,2098581.00,417199.00,2297383.00,2026-05-15
1150515,115,1,2897,王道商業銀行股份有限公司,金融保險業,0.28,新台幣                 10.0000元,3170215.00,--,--,1232150.00,2026-05-15
1150515,115,1,2901,欣欣大眾市場股份有限公司,貿易百貨,0.11,新台幣                 10.0000元,33925.00,6633.00,2963.00,7677.00,2026-05-15
1150515,115,1,2904,匯僑股份有限公司,其他,-0.09,新台幣                 10.0000元,100612.00,-7386.00,-1867.00,-7025.00,2026-05-15
1150515,115,1,2908,特力股份有限公司,貿易百貨,0.32,新台幣                 10.0000元,9402236.00,276866.00,-45662.00,176911.00,2026-05-15
1150515,115,1,2910,統領百貨股份有限公司,貿易百貨,0.29,新台幣                 10.0000元,134947.00,79615.00,-12247.00,51245.00,2026-05-15
1150515,115,1,2912,統一超商股份有限公司,貿易百貨,2.97,新台幣                 10.0000元,88527614.00,3773259.00,847588.00,3570819.00,2026-05-15
1150515,115,1,2913,台灣農林股份有限公司,貿易百貨,-0.04,新台幣                 10.0000元,121939.00,-1911.00,-31216.00,-33127.00,2026-05-15
1150515,115,1,2923,鼎固控股有限公司,建材營造,0.02,新台幣                 10.0000元,2068437.00,1093718.00,-585977.00,29078.00,2026-05-15
1150515,115,1,2939,永邑國際集團股份有限公司,貿易百貨,-0.30,新台幣                 10.0000元,76237.00,-22673.00,9073.00,-13682.00,2026-05-15
1150515,115,1,2945,三商家購股份有限公司,貿易百貨,0.54,新台幣                 10.0000元,3837104.00,47922.00,-1680.00,36422.00,2026-05-15
1150515,115,1,3002,歐格電子股份有限公司,電腦及週邊設備業,-0.01,新台幣                 10.0000元,190898.00,-25155.00,14110.00,-6981.00,2026-05-15
1150515,115,1,3004,豐達科技股份有限公司,鋼鐵工業,1.92,新台幣                 10.0000元,1204086.00,167853.00,-8203.00,123641.00,2026-05-15
1150515,115,1,3006,晶豪科技股份有限公司,半導體業,7.22,新台幣                 10.0000元,7266900.00,2254754.00,97713.00,2063826.00,2026-05-15
1150515,115,1,3008,大立光電股份有限公司,光電業,46.63,新台幣                 10.0000元,15544079.00,5812218.00,1475741.00,6175912.00,2026-05-15
1150515,115,1,3011,今皓實業股份有限公司,電子零組件業,-0.73,新台幣                 10.0000元,147119.00,-82920.00,-18625.00,-91634.00,2026-05-15
1150515,115,1,3013,晟銘電子科技股份有限公司,電腦及週邊設備業,1.37,新台幣                 10.0000元,2929028.00,390494.00,-23106.00,281278.00,2026-05-15
1150515,115,1,3014,聯陽半導體股份有限公司,半導體業,2.85,新台幣                 10.0000元,1734052.00,498325.00,8236.00,458703.00,2026-05-15
1150515,115,1,3015,全漢企業股份有限公司,電子零組件業,0.37,新台幣                 10.0000元,3045119.00,26614.00,72834.00,79160.00,2026-05-15
1150515,115,1,3016,嘉晶電子股份有限公司,半導體業,0.35,新台幣                 10.0000元,1058983.00,112229.00,13593.00,100656.00,2026-05-15
1150515,115,1,3017,奇鋐科技股份有限公司,電腦及週邊設備業,20.17,新台幣                 10.0000元,49037946.00,12019030.00,-39970.00,8674971.00,2026-05-15
1150515,115,1,3018,隆銘綠能科技工程股份有限公司,其他電子業,-0.67,新台幣                 10.0000元,81164.00,-46204.00,-4279.00,-50692.00,2026-05-15
1150515,115,1,3019,亞洲光學股份有限公司,光電業,1.05,新台幣                 10.0000元,6209310.00,482047.00,-66771.00,354471.00,2026-05-15
1150515,115,1,3021,鴻名企業股份有限公司,電子零組件業,0.19,新台幣                 10.0000元,703860.00,32332.00,-5458.00,15849.00,2026-05-15
1150515,115,1,3022,威強電工業電腦股份有限公司,電腦及週邊設備業,0.96,新台幣                 10.0000元,1592354.00,36432.00,153157.00,166926.00,2026-05-15
1150515,115,1,3023,信邦電子股份有限公司,電子零組件業,3.60,新台幣                 10.0000元,8292838.00,955920.00,159811.00,862554.00,2026-05-15
1150515,115,1,3024,憶聲電子股份有限公司,光電業,0.02,新台幣                 10.0000元,257621.00,3797.00,4780.00,5995.00,2026-05-15
1150515,115,1,3025,星通資訊股份有限公司,通信網路業,0.60,新台幣                 10.0000元,123787.00,25842.00,13719.00,33971.00,2026-05-15
1150515,115,1,3026,禾伸堂企業股份有限公司,電子零組件業,2.86,新台幣                 10.0000元,3618451.00,483360.00,85285.00,455409.00,2026-05-15
1150515,115,1,3027,盛達電業股份有限公司,通信網路業,0.05,新台幣                 10.0000元,351288.00,-8410.00,19756.00,1675.00,2026-05-15
1150515,115,1,3028,增你強股份有限公司,電子通路業,3.05,新台幣                 10.0000元,17721795.00,956219.00,-64086.00,722644.00,2026-05-15
1150515,115,1,3029,零壹科技股份有限公司,資訊服務業,1.77,新台幣                 10.0000元,6876938.00,385472.00,38746.00,346200.00,2026-05-15
1150515,115,1,3030,德律科技股份有限公司,其他電子業,3.50,新台幣                 10.0000元,2441415.00,931674.00,81804.00,826464.00,2026-05-15
1150515,115,1,3031,佰鴻工業股份有限公司,光電業,0.13,新台幣                 10.0000元,285293.00,17802.00,8154.00,22035.00,2026-05-15
1150515,115,1,3033,威健實業股份有限公司,電子通路業,1.52,新台幣                 10.0000元,30857485.00,1051881.00,-107394.00,727877.00,2026-05-15
1150515,115,1,3034,聯詠科技股份有限公司,半導體業,6.19,新台幣                 10.0000元,23145303.00,4027546.00,361802.00,3767112.00,2026-05-15
1150515,115,1,3035,智原科技股份有限公司,半導體業,0.40,新台幣                 10.0000元,2588502.00,95883.00,83335.00,135173.00,2026-05-15
1150515,115,1,3037,欣興電子股份有限公司,電子零組件業,3.28,新台幣                 10.0000元,37446455.00,2756634.00,3542211.00,5380738.00,2026-05-15
1150515,115,1,3038,全台晶像股份有限公司,光電業,0.37,新台幣                 10.0000元,732363.00,42021.00,19216.00,52943.00,2026-05-15
1150515,115,1,3040,遠見科技股份有限公司,其他,0.04,新台幣                 10.0000元,35189.00,3280.00,4188.00,2628.00,2026-05-15
1150515,115,1,3042,台灣晶技股份有限公司,電子零組件業,1.32,新台幣                 10.0000元,3339207.00,503644.00,49670.00,450805.00,2026-05-15
1150515,115,1,3043,科風股份有限公司,其他電子業,0.05,新台幣                 10.0000元,187425.00,-6568.00,7275.00,694.00,2026-05-15
1150515,115,1,3044,健鼎科技股份有限公司,電子零組件業,5.61,新台幣                 10.0000元,20964231.00,3845829.00,260971.00,2946299.00,2026-05-15
1150515,115,1,3045,台灣大哥大股份有限公司,通信網路業,1.37,新台幣                 10.0000元,49778303.00,5932746.00,-263836.00,4526241.00,2026-05-15
1150515,115,1,3046,建碁股份有限公司,電腦及週邊設備業,1.20,新台幣                 10.0000元,1818011.00,94671.00,16310.00,93783.00,2026-05-15
1150515,115,1,3047,訊舟科技股份有限公司,通信網路業,-0.10,新台幣                 10.0000元,761074.00,-85540.00,28424.00,-63372.00,2026-05-15
1150515,115,1,3048,益登科技股份有限公司,電子通路業,1.22,新台幣                 10.0000元,33502237.00,677345.00,-262089.00,330006.00,2026-05-15
1150515,115,1,3049,精金科技股份有限公司,光電業,-0.04,新台幣                 10.0000元,99550.00,7132.00,218930.00,20147.00,2026-05-15
1150515,115,1,3050,鈺德科技股份有限公司,光電業,-0.07,新台幣                 10.0000元,280845.00,-17109.00,14123.00,-10083.00,2026-05-15
1150515,115,1,3051,力特光電科技股份有限公司,光電業,0.45,新台幣                 10.0000元,376381.00,46037.00,23130.00,74319.00,2026-05-15
1150515,115,1,3052,夆典科技開發股份有限公司,建材營造,0.19,新台幣                 10.0000元,871124.00,43642.00,5602.00,39135.00,2026-05-15
1150515,115,1,3054,立萬利創新股份有限公司,食品工業,1.41,新台幣                 10.0000元,135881.00,72979.00,50237.00,113767.00,2026-05-15
1150515,115,1,3055,蔚華科技股份有限公司,電子通路業,-0.15,新台幣                 10.0000元,84070.00,-54195.00,38211.00,-16492.00,2026-05-15
1150515,115,1,3056,富華創新股份有限公司,建材營造,0.01,新台幣                 10.0000元,284525.00,-20665.00,23234.00,3392.00,2026-05-15
1150515,115,1,3057,喬鼎資訊股份有限公司,電腦及週邊設備業,0.02,新台幣                 10.0000元,167729.00,-1046.00,2617.00,1024.00,2026-05-15
1150515,115,1,3059,華晶科技股份有限公司,光電業,0.26,新台幣                 10.0000元,2020291.00,100304.00,63833.00,122428.00,2026-05-15
1150515,115,1,3060,銘異科技股份有限公司,電腦及週邊設備業,0.33,新台幣                 10.0000元,1081252.00,47262.00,18997.00,49380.00,2026-05-15
1150515,115,1,3090,日電貿股份有限公司,電子零組件業,1.70,新台幣                 10.0000元,4492391.00,598168.00,18363.00,491603.00,2026-05-15
1150515,115,1,3092,鴻碩精密電工股份有限公司,電子零組件業,-0.95,新台幣                 10.0000元,414421.00,-99337.00,-1067.00,-102873.00,2026-05-15
1150515,115,1,3094,聯傑國際股份有限公司,半導體業,0.07,新台幣                 10.0000元,47206.00,2347.00,5131.00,5761.00,2026-05-15
1150515,115,1,3130,一零四資訊科技股份有限公司,數位雲端,3.57,新台幣                 10.0000元,643703.00,114336.00,14338.00,118590.00,2026-05-15
1150515,115,1,3135,凌航科技股份有限公司,半導體業,10.76,新台幣                 10.0000元,3957692.00,1085780.00,-13121.00,855970.00,2026-05-15
1150515,115,1,3138,耀登科技股份有限公司,通信網路業,-0.02,新台幣                 10.0000元,394778.00,-12754.00,12882.00,-1585.00,2026-05-15
1150515,115,1,3150,鈺寶科技股份有限公司,半導體業,-0.02,新台幣                 10.0000元,81088.00,-2638.00,2231.00,-714.00,2026-05-15
1150515,115,1,3164,景岳生物科技股份有限公司,生技醫療業,0.05,新台幣                 10.0000元,89170.00,-7180.00,10564.00,1807.00,2026-05-15
1150515,115,1,3167,大量科技股份有限公司,電機機械,3.19,新台幣                 10.0000元,1946206.00,409380.00,15985.00,282004.00,2026-05-15
1150515,115,1,3168,眾福科技股份有限公司,光電業,0.60,新台幣                 10.0000元,869660.00,59008.00,1976.00,57911.00,2026-05-15
1150515,115,1,3189,景碩科技股份有限公司,半導體業,1.17,新台幣                 10.0000元,11104965.00,890638.00,73823.00,875803.00,2026-05-15
1150515,115,1,3209,全科科技股份有限公司,電子通路業,1.52,新台幣                 10.0000元,17067413.00,486971.00,67482.00,352332.00,2026-05-15
1150515,115,1,3229,晟鈦股份有限公司,電子零組件業,0.55,新台幣                 10.0000元,342922.00,21175.00,14328.00,35315.00,2026-05-15
1150515,115,1,3231,緯創資通股份有限公司,電腦及週邊設備業,3.06,新台幣                 10.0000元,846303026.00,29137265.00,-5629754.00,18020763.00,2026-05-15
1150515,115,1,3257,虹冠電子工業股份有限公司,半導體業,0.19,新台幣                 10.0000元,130520.00,1594.00,22222.00,15166.00,2026-05-15
1150515,115,1,3266,昇陽建設企業股份有限公司,建材營造,0.12,新台幣                 10.0000元,508760.00,60784.00,-2452.00,45171.00,2026-05-15
1150515,115,1,3305,昇貿科技股份有限公司,其他電子業,1.73,新台幣                 10.0000元,3764700.00,427445.00,-43797.00,241433.00,2026-05-15
1150515,115,1,3308,聯德電子股份有限公司,電子零組件業,0.01,新台幣                 10.0000元,1568.00,-10522.00,10411.00,854.00,2026-05-15
1150515,115,1,3311,閎暉實業股份有限公司,通信網路業,0.50,新台幣                 10.0000元,527357.00,-4421.00,56343.00,49855.00,2026-05-15
1150515,115,1,3321,同泰電子科技股份有限公司,電子零組件業,-0.69,新台幣                 10.0000元,440905.00,-58626.00,1011.00,-59778.00,2026-05-15
1150515,115,1,3338,泰碩電子股份有限公司,電子零組件業,0.27,新台幣                 10.0000元,859457.00,26759.00,-998.00,23262.00,2026-05-15
1150515,115,1,3356,奇偶科技股份有限公司,光電業,2.21,新台幣                 10.0000元,281264.00,10233.00,187785.00,177061.00,2026-05-15
1150515,115,1,3376,新日興股份有限公司,電子零組件業,0.15,新台幣                 10.0000元,2352701.00,-10275.00,53378.00,29631.00,2026-05-15
1150515,115,1,3380,明泰科技股份有限公司,通信網路業,0.10,新台幣                 10.0000元,5314548.00,4414.00,46682.00,27262.00,2026-05-15
1150515,115,1,3406,玉晶光電股份有限公司,光電業,7.90,新台幣                 10.0000元,6140741.00,1200606.00,38722.00,891419.00,2026-05-15
1150515,115,1,3416,融程電訊股份有限公司,電腦及週邊設備業,1.80,新台幣                 10.0000元,946676.00,142827.00,19085.00,145526.00,2026-05-15
1150515,115,1,3419,譁裕實業股份有限公司,通信網路業,-0.32,新台幣                 10.0000元,435723.00,-44963.00,6112.00,-38851.00,2026-05-15
1150515,115,1,3432,台端興業股份有限公司,電子零組件業,-0.23,新台幣                 10.0000元,67059.00,-10141.00,534.00,-9607.00,2026-05-15
1150515,115,1,3437,榮創能源科技股份有限公司,光電業,-0.56,新台幣                 10.0000元,346453.00,-88652.00,11308.00,-72091.00,2026-05-15
1150515,115,1,3443,創意電子股份有限公司,半導體業,12.28,新台幣                 10.0000元,11447812.00,1824178.00,100543.00,1646240.00,2026-05-15
1150515,115,1,3447,展達通訊股份有限公司,通信網路業,0.17,新台幣                 10.0000元,823559.00,7863.00,8796.00,13358.00,2026-05-15
1150515,115,1,3450,聯鈞光電股份有限公司,半導體業,0.69,新台幣                 10.0000元,2086881.00,265998.00,39198.00,179441.00,2026-05-15
1150515,115,1,3501,維熹科技股份有限公司,電子零組件業,0.15,新台幣                 10.0000元,1259960.00,34534.00,-13161.00,17222.00,2026-05-15
1150515,115,1,3504,揚明光學股份有限公司,光電業,0.05,新台幣                 10.0000元,684957.00,-9502.00,16895.00,5979.00,2026-05-15
1150515,115,1,3515,華擎科技股份有限公司,電腦及週邊設備業,4.14,新台幣                 10.0000元,13366639.00,965368.00,28851.00,851732.00,2026-05-15
1150515,115,1,3518,柏騰科技股份有限公司,其他電子業,2.81,新台幣                 10.0000元,62020.00,-65733.00,364996.00,283367.00,2026-05-15
1150515,115,1,3528,安馳科技股份有限公司,電子通路業,2.83,新台幣                 10.0000元,3501682.00,351398.00,-115938.00,188367.00,2026-05-15
1150515,115,1,3530,晶相光電股份有限公司,半導體業,0.44,新台幣                 10.0000元,541943.00,23483.00,19026.00,34231.00,2026-05-15
1150515,115,1,3532,台塑勝高科技股份有限公司,半導體業,-0.18,新台幣                 10.0000元,3308768.00,-105154.00,22952.00,-68215.00,2026-05-15
1150515,115,1,3535,晶彩科技股份有限公司,光電業,0.99,新台幣                 10.0000元,325299.00,68201.00,9816.00,78017.00,2026-05-15
1150515,115,1,3543,州巧科技股份有限公司,光電業,-0.16,新台幣                 10.0000元,836726.00,-50443.00,30484.00,-23463.00,2026-05-15
1150515,115,1,3545,敦泰電子股份有限公司,半導體業,0.02,新台幣                 10.0000元,2473850.00,-145545.00,101874.00,4930.00,2026-05-15
1150515,115,1,3550,聯穎科技股份有限公司,電子零組件業,0.21,新台幣                 10.0000元,1007809.00,19816.00,9090.00,21507.00,2026-05-15
1150515,115,1,3557,嘉威生活股份有限公司,居家生活,0.48,新台幣                 10.0000元,1431210.00,88697.00,-37671.00,40686.00,2026-05-15
1150515,115,1,3563,牧德科技股份有限公司,光電業,4.61,新台幣                 10.0000元,863415.00,333985.00,43207.00,296350.00,2026-05-15
1150515,115,1,3583,辛耘企業股份有限公司,半導體業,4.14,新台幣                 10.0000元,3120325.00,404203.00,37004.00,343045.00,2026-05-15
1150515,115,1,3588,通嘉科技股份有限公司,半導體業,0.37,新台幣                 10.0000元,397055.00,19255.00,8678.00,22727.00,2026-05-15
1150515,115,1,3591,艾笛森光電股份有限公司,光電業,0.12,新台幣                 10.0000元,581640.00,21965.00,4413.00,19283.00,2026-05-15
1150515,115,1,3592,瑞鼎科技股份有限公司,半導體業,3.82,新台幣                 10.0000元,5437400.00,286924.00,49769.00,289556.00,2026-05-15
1150515,115,1,3596,智易科技股份有限公司,通信網路業,3.12,新台幣                 10.0000元,12784117.00,822282.00,66524.00,688557.00,2026-05-15
1150515,115,1,3605,宏致電子股份有限公司,電子零組件業,0.67,新台幣                 10.0000元,2821542.00,147463.00,-4442.00,107665.00,2026-05-15
1150515,115,1,3607,谷崧精密工業股份有限公司,電子零組件業,0.03,新台幣                 10.0000元,642271.00,-5461.00,9287.00,3367.00,2026-05-15
1150515,115,1,3617,碩天科技股份有限公司,其他電子業,4.13,新台幣                 10.0000元,2931932.00,476843.00,44926.00,403117.00,2026-05-15
1150515,115,1,3622,洋華光電股份有限公司,光電業,1.09,新台幣                 10.0000元,363419.00,76511.00,97678.00,170237.00,2026-05-15
1150515,115,1,3645,達邁科技股份有限公司,電子零組件業,0.67,新台幣                 10.0000元,564138.00,106228.00,13015.00,87548.00,2026-05-15
1150515,115,1,3652,精聯電子股份有限公司,電腦及週邊設備業,0.40,新台幣                 10.0000元,620782.00,32315.00,4088.00,30237.00,2026-05-15
1150515,115,1,3653,健策精密工業股份有限公司,電子零組件業,9.53,新台幣                 10.0000元,5305216.00,1696566.00,79020.00,1404530.00,2026-05-15
1150515,115,1,3661,世芯電子股份有限公司,半導體業,17.55,新台幣                 10.0000元,4186855.00,1367609.00,416429.00,1427116.00,2026-05-15
1150515,115,1,3665,貿聯控股(BizLink Holding Inc.),其他電子業,11.66,新台幣                 10.0000元,20863649.00,3108361.00,-65134.00,2273476.00,2026-05-15
1150515,115,1,3669,圓展科技股份有限公司,通信網路業,0.70,新台幣                 10.0000元,689061.00,65088.00,7867.00,65005.00,2026-05-15
1150515,115,1,3679,新至陞科技股份有限公司,電子零組件業,2.67,新台幣                 10.0000元,1027201.00,201675.00,41906.00,167919.00,2026-05-15
1150515,115,1,3694,海華科技股份有限公司,通信網路業,1.02,新台幣                 10.0000元,3021746.00,144307.00,24252.00,155466.00,2026-05-15
1150515,115,1,3702,大聯大控股股份有限公司,電子通路業,3.30,新台幣                 10.0000元,316500457.00,8470625.00,-1264664.00,5750788.00,2026-05-15
1150515,115,1,3703,欣陸投資控股股份有限公司,建材營造,0.33,新台幣                 10.0000元,6361105.00,324449.00,-8401.00,295250.00,2026-05-15
1150515,115,1,3704,合勤投資控股股份有限公司,通信網路業,0.29,新台幣                 10.0000元,6310208.00,115260.00,-2789.00,117211.00,2026-05-15
1150515,115,1,3705,永信國際投資控股股份有限公司,生技醫療業,0.89,新台幣                 10.0000元,1840865.00,297411.00,38452.00,253359.00,2026-05-15
1150515,115,1,3706,神達控股股份有限公司,電腦及週邊設備業,1.10,新台幣                 10.0000元,31863922.00,1186173.00,459002.00,1536911.00,2026-05-15
1150515,115,1,3708,上緯國際投資控股股份有限公司,綠能環保,0.13,新台幣                 10.0000元,188810.00,-71012.00,79421.00,-5993.00,2026-05-15
1150515,115,1,3711,日月光投資控股股份有限公司,半導體業,3.24,新台幣                 10.0000元,173662152.00,17531793.00,668460.00,14564995.00,2026-05-15
1150515,115,1,3714,富采控股股份有限公司,光電業,-0.20,新台幣                 10.0000元,5245484.00,-306588.00,187467.00,-137955.00,2026-05-15
1150515,115,1,3715,定穎投資控股股份有限公司,電子零組件業,-0.74,新台幣                 10.0000元,5631562.00,130383.00,-546489.00,-252911.00,2026-05-15
1150515,115,1,3717,聯嘉光電投資控股股份有限公司,汽車工業,0.47,新台幣                 10.0000元,1850293.00,106263.00,2335.00,98306.00,2026-05-15
1150515,115,1,4104,佳醫健康事業股份有限公司,生技醫療業,1.12,新台幣                 10.0000元,2342958.00,180402.00,113534.00,236506.00,2026-05-15
1150515,115,1,4106,雃博股份有限公司,生技醫療業,0.46,新台幣                 10.0000元,583212.00,58188.00,3537.00,46423.00,2026-05-15
1150515,115,1,4108,懷特生技新藥股份有限公司,生技醫療業,-0.08,新台幣                 10.0000元,34519.00,-33192.00,6101.00,-27091.00,2026-05-15
1150515,115,1,4119,旭富製藥科技股份有限公司,生技醫療業,0.17,新台幣                 10.0000元,375798.00,33151.00,-4561.00,20110.00,2026-05-15
1150515,115,1,4133,亞諾法生技股份有限公司,生技醫療業,0.28,新台幣                 10.0000元,87906.00,10270.00,8669.00,16666.00,2026-05-15
1150515,115,1,4137,麗豐股份有限公司,生技醫療業,1.41,新台幣                 10.0000元,918059.00,142602.00,98470.00,116316.00,2026-05-15
1150515,115,1,4142,國光生物科技股份有限公司,生技醫療業,-0.44,新台幣                 10.0000元,82316.00,-199219.00,-1248.00,-200467.00,2026-05-15
1150515,115,1,4148,全宇生技控股有限公司,生技醫療業,0.08,新台幣                 10.0000元,527663.00,26408.00,9570.00,14708.00,2026-05-15
1150515,115,1,4155,訊映光電股份有限公司,生技醫療業,0.39,新台幣                 10.0000元,383779.00,60100.00,14653.00,63570.00,2026-05-15
1150515,115,1,4164,承業生醫投資控股股份有限公司,生技醫療業,0.13,新台幣                 10.0000元,1160484.00,77158.00,-25885.00,36246.00,2026-05-15
1150515,115,1,4169,泰宗生物科技股份有限公司,生技醫療業,-0.45,新台幣                 10.0000元,172891.00,-27821.00,1606.00,-26340.00,2026-05-15
1150515,115,1,4195,基龍米克斯生物科技股份有限公司,生技醫療業,-0.54,新台幣                 10.0000元,151793.00,-30977.00,-16816.00,-47793.00,2026-05-15
1150515,115,1,4306,炎洲股份有限公司,塑膠工業,0.24,新台幣                 10.0000元,3266440.00,165625.00,136566.00,183188.00,2026-05-15
1150515,115,1,4438,廣越企業股份有限公司,紡織纖維,-0.04,新台幣                 10.0000元,2776631.00,-88891.00,137989.00,56484.00,2026-05-15
1150515,115,1,4439,冠星集團控股有限公司,紡織纖維,2.59,新台幣                 10.0000元,1813173.00,137515.00,-16863.00,98717.00,2026-05-15
1150515,115,1,4440,宜新實業股份有限公司,紡織纖維,0.51,新台幣                 10.0000元,294726.00,41087.00,704.00,34192.00,2026-05-15
1150515,115,1,4441,振大環球股份有限公司,紡織纖維,4.81,新台幣                 10.0000元,1889968.00,331588.00,82405.00,328751.00,2026-05-15
1150515,115,1,4532,瑞智精密股份有限公司,電機機械,0.48,新台幣                 10.0000元,6030902.00,354579.00,29884.00,252764.00,2026-05-15
1150515,115,1,4536,拓凱實業股份有限公司,運動休閒,3.61,新台幣                 10.0000元,2316961.00,396418.00,52529.00,365489.00,2026-05-15
1150515,115,1,4540,全球傳動科技股份有限公司,電機機械,-0.19,新台幣                 10.0000元,788261.00,-42333.00,48763.00,-21897.00,2026-05-15
1150515,115,1,4545,銘鈺精密工業股份有限公司,電子零組件業,0.21,新台幣                 10.0000元,528259.00,2952.00,14697.00,16264.00,2026-05-15
1150515,115,1,4551,智伸科技股份有限公司,汽車工業,2.70,新台幣                 10.0000元,2271946.00,346991.00,46794.00,310536.00,2026-05-15
1150515,115,1,4555,台灣氣立股份有限公司,電機機械,0.04,新台幣                 10.0000元,405963.00,8347.00,-749.00,5496.00,2026-05-15
1150515,115,1,4560,強信機械科技股份有限公司,電機機械,0.76,新台幣                 10.0000元,452015.00,74138.00,-3080.00,51854.00,2026-05-15
1150515,115,1,4562,穎漢科技股份有限公司,電機機械,0.11,新台幣                 10.0000元,176927.00,-11926.00,22560.00,9598.00,2026-05-15
1150515,115,1,4564,元翎精密工業股份有限公司,電機機械,-0.30,新台幣                 10.0000元,193642.00,-76087.00,7836.00,-68787.00,2026-05-15
1150515,115,1,4566,時碩工業股份有限公司,電機機械,0.37,新台幣                 10.0000元,1354549.00,38413.00,27075.00,42792.00,2026-05-15
1150515,115,1,4569,六方科技股份有限公司,汽車工業,3.22,新台幣                 10.0000元,499360.00,83034.00,14733.00,97767.00,2026-05-15
1150515,115,1,4571,鈞興機電國際股份有限公司,電機機械,2.41,新台幣                 10.0000元,783926.00,148711.00,-2035.00,124942.00,2026-05-15
1150515,115,1,4572,駐龍精密機械股份有限公司,電機機械,0.92,新台幣                 10.0000元,182818.00,37264.00,8857.00,36960.00,2026-05-15
1150515,115,1,4576,大銀微系統股份有限公司,電機機械,0.96,新台幣                 10.0000元,855045.00,142385.00,13951.00,130888.00,2026-05-15
1150515,115,1,4581,World Known MFG(Cayman)Limited,汽車工業,0.88,新台幣                 10.0000元,279274.00,46646.00,-7323.00,29871.00,2026-05-15
1150515,115,1,4583,台灣精銳科技股份有限公司,電機機械,3.56,新台幣                 10.0000元,858339.00,304859.00,47038.00,285417.00,2026-05-15
1150515,115,1,4585,達明機器人股份有限公司,其他電子業,0.65,新台幣                 10.0000元,483436.00,26129.00,50371.00,67774.00,2026-05-15
1150515,115,1,4588,玖鼎電力資訊股份有限公司,其他電子業,0.63,新台幣                 10.0000元,219356.00,38565.00,-4887.00,26943.00,2026-05-15
1150515,115,1,4590,富田電機股份有限公司,電機機械,1.21,新台幣                 10.0000元,267545.00,-23964.00,105093.00,64918.00,2026-05-15
1150515,115,1,4720,德淵企業股份有限公司,化學工業,0.20,新台幣                 10.0000元,943906.00,34605.00,2743.00,23626.00,2026-05-15
1150515,115,1,4722,國精化學股份有限公司,化學工業,0.22,新台幣                 10.0000元,889642.00,27621.00,6025.00,22217.00,2026-05-15
1150515,115,1,4736,泰博科技股份有限公司,生技醫療業,2.99,新台幣                 10.0000元,1074466.00,272939.00,90039.00,293794.00,2026-05-15
1150515,115,1,4737,華廣生技股份有限公司,生技醫療業,-1.09,新台幣                 10.0000元,405264.00,-88509.00,-12382.00,-79266.00,2026-05-15
1150515,115,1,4739,康普材料科技股份有限公司,化學工業,1.51,新台幣                 10.0000元,2370728.00,313521.00,-29594.00,222536.00,2026-05-15
1150515,115,1,4746,台耀化學股份有限公司,生技醫療業,0.16,新台幣                 10.0000元,1064006.00,150781.00,-100484.00,14965.00,2026-05-15
1150515,115,1,4755,三福化工股份有限公司,化學工業,1.01,新台幣                 10.0000元,1140680.00,108479.00,16566.00,89881.00,2026-05-15
1150515,115,1,4764,雙鍵化工股份有限公司,化學工業,1.03,新台幣                 10.0000元,822846.00,120547.00,-5260.00,88218.00,2026-05-15
1150515,115,1,4766,南寶樹脂化學工廠股份有限公司,化學工業,6.55,新台幣                 10.0000元,5836439.00,1029134.00,108688.00,843425.00,2026-05-15
1150515,115,1,4770,上品綜合工業股份有限公司,化學工業,2.52,新台幣                 10.0000元,1058605.00,210485.00,25632.00,201626.00,2026-05-15
1150515,115,1,4771,望隼科技股份有限公司,生技醫療業,3.66,新台幣                 10.0000元,1030727.00,298124.00,12519.00,241507.00,2026-05-15
1150515,115,1,4807,日成控股股份有限公司,貿易百貨,1.70,新台幣                 10.0000元,614904.00,87748.00,3855.00,66064.00,2026-05-15
1150515,115,1,4906,正文科技股份有限公司,通信網路業,-0.32,新台幣                 10.0000元,3112326.00,-204767.00,61174.00,-131144.00,2026-05-15
1150515,115,1,4912,聯德控股股份有限公司,電子零組件業,1.35,新台幣                 10.0000元,1740520.00,96486.00,23019.00,89768.00,2026-05-15
1150515,115,1,4915,致伸科技股份有限公司,電子零組件業,1.30,新台幣                 10.0000元,15918649.00,690160.00,64694.00,600088.00,2026-05-15
1150515,115,1,4919,新唐科技股份有限公司,半導體業,0.02,新台幣                 10.0000元,7987921.00,-111847.00,283424.00,7134.00,2026-05-15
1150515,115,1,4930,燦星網通股份有限公司,電器電纜,-0.50,新台幣                 10.0000元,1399643.00,-84419.00,2540.00,-71160.00,2026-05-15
