出表日期,報告年度,公司代號,公司名稱,董事席次(含獨立董事)(席),獨立董事席次(席),女性董事席次及比率-席,女性董事席次及比率-比率,董事出席董事會出席率,董監事進修時數符合進修要點比率,date
1150513,113,6541,泰福-KY,9,4,1,11.11%,86.05%,100.00%,2026-05-17
1150513,113,6550,北極星藥業-KY,7,3,1,14.29%,95.83%,100.00%,2026-05-17
1150513,113,6552,易華電,7,3,1,14.29%,100.00%,100.00%,2026-05-17
1150513,113,6558,興能高,9,3,2,22.22%,96.83%,100.00%,2026-05-17
1150513,113,6573,虹揚-KY,7,4,3,42.86%,98.00%,100.00%,2026-05-17
1150513,113,6579,研揚,11,3,1,9.09%,96.97%,100.00%,2026-05-17
1150513,113,6581,鋼聯,11,4,1,9.09%,96.10%,100.00%,2026-05-17
1150513,113,6582,申豐,7,3,0,0.00%,100.00%,100.00%,2026-05-17
1150513,113,6585,鼎基,8,4,0,0.00%,95.00%,87.50%,2026-05-17
1150513,113,6589,台康生技,10,4,3,30.00%,96.25%,100.00%,2026-05-17
1150513,113,6591,動力-KY,7,4,1,14.29%,100.00%,100.00%,2026-05-17
1150513,113,6592,和潤企業,9,3,1,11.11%,95.56%,100.00%,2026-05-17
1150513,113,6598,ABC-KY,7,3,1,14.29%,94.29%,100.00%,2026-05-17
1150513,113,6605,帝寶,10,4,3,30.00%,96.00%,100.00%,2026-05-17
1150513,113,6606,建德工業,8,3,1,9.00%,100.00%,100.00%,2026-05-17
1150513,113,6625,必應,9,4,2,22.22%,96.30%,100.00%,2026-05-17
1150513,113,6641,基士德-KY,7,3,2,28.57%,100.00%,100.00%,2026-05-17
1150513,113,6645,金萬林-創,9,3,2,22.20%,100.00%,100.00%,2026-05-17
1150513,113,6655,科定,8,4,2,25.00%,95.31%,100.00%,2026-05-17
1150513,113,6657,華安,7,3,0,0.00%,98.41%,100.00%,2026-05-17
1150513,113,6658,聯策,7,4,1,14.29%,100.00%,100.00%,2026-05-17
1150513,113,6666,羅麗芬-KY,8,4,2,25.00%,100.00%,100.00%,2026-05-17
1150513,113,6668,中揚光,7,3,1,14.29%,95.92%,100.00%,2026-05-17
1150513,113,6669,緯穎,9,4,3,33.33%,100.00%,100.00%,2026-05-17
1150513,113,6670,復盛應用,7,3,0,0.00%,98.00%,100.00%,2026-05-17
1150513,113,6671,三能-KY,9,3,1,11.11%,98.41%,100.00%,2026-05-17
1150513,113,6672,騰輝電子-KY,7,3,1,14.29%,97.14%,100.00%,2026-05-17
1150513,113,6674,鋐寶科技,7,3,1,14.29%,88.57%,100.00%,2026-05-17
1150513,113,6689,伊雲谷,7,3,2,28.57%,100.00%,100.00%,2026-05-17
1150513,113,6691,洋基工程,9,4,1,11.11%,96.84%,100.00%,2026-05-17
1150513,113,6695,芯鼎,9,3,2,22.22%,92.06%,100.00%,2026-05-17
1150513,113,6698,旭暉應材,8,3,3,37.50%,92.16%,100.00%,2026-05-17
1150513,113,6706,惠特,9,3,1,11.00%,96.00%,100.00%,2026-05-17
1150513,113,6715,嘉基,7,3,1,14.28%,95.92%,100.00%,2026-05-17
1150513,113,6719,力智,9,3,2,22.22%,89.81%,100.00%,2026-05-17
1150513,113,6742,澤米,7,3,1,14.29%,95.24%,100.00%,2026-05-17
1150513,113,6743,安普新,10,4,1,10.00%,98.80%,95.00%,2026-05-17
1150513,113,6753,龍德造船,9,3,1,11.11%,95.55%,100.00%,2026-05-17
1150513,113,6754,匯僑設計,8,4,2,25.00%,97.50%,100.00%,2026-05-17
1150513,113,6756,威鋒電子,7,3,1,14.29%,100.00%,100.00%,2026-05-17
1150513,113,6757,台灣虎航,9,3,1,11.11%,94.05%,100.00%,2026-05-17
1150513,113,6768,志強-KY,7,3,0,0.00%,100.00%,100.00%,2026-05-17
1150513,113,6770,力積電,9,5,0,0.00%,93.06%,100.00%,2026-05-17
1150513,113,6771,平和環保-創,7,3,1,14.29%,97.14%,100.00%,2026-05-17
1150513,113,6776,展碁國際,7,4,1,14.29%,96.43%,100.00%,2026-05-17
1150513,113,6781,AES-KY,7,4,2,28.57%,88.46%,100.00%,2026-05-17
1150513,113,6782,視陽,8,4,1,0.13%,100.00%,100.00%,2026-05-17
1150513,113,6789,采鈺,7,4,2,28.57%,97.60%,100.00%,2026-05-17
1150513,113,6790,永豐實,7,3,2,28.57%,97.14%,100.00%,2026-05-17
1150513,113,6792,詠業,8,4,0,0.00%,100.00%,100.00%,2026-05-17
1150513,113,6794,向榮生技-創,9,3,4,44.44%,93.33%,100.00%,2026-05-17
1150513,113,6796,晉弘,8,4,1,12.50%,97.50%,100.00%,2026-05-17
1150513,113,6799,來頡,8,3,0,0.00%,96.00%,87.50%,2026-05-17
1150513,113,6805,富世達,7,3,1,14.29%,97.87%,100.00%,2026-05-17
1150513,113,6806,森崴能源,7,3,1,14.29%,98.00%,100.00%,2026-05-17
1150513,113,6807,峰源-KY,9,4,0,0.00%,100.00%,99.00%,2026-05-17
1150513,113,6830,汎銓,9,4,1,11.11%,96.30%,100.00%,2026-05-17
1150513,113,6834,天二科技,9,3,1,11.11%,96.83%,100.00%,2026-05-17
1150513,113,6835,圓裕,9,4,2,22.22%,100.00%,100.00%,2026-05-17
1150513,113,6838,台新藥,7,3,3,42.86%,91.38%,100.00%,2026-05-17
1150513,113,6854,錼創科技-KY創,8,3,1,12.50%,92.31%,75.00%,2026-05-17
1150513,113,6861,睿生光電,7,3,1,14.29%,86.25%,100.00%,2026-05-17
1150513,113,6862,三集瑞-KY,9,4,2,22.22%,97.00%,100.00%,2026-05-17
1150513,113,6863,永道-KY,7,3,0,0.00%,100.00%,100.00%,2026-05-17
1150513,113,6869,雲豹能源,7,4,3,43.00%,98.41%,100.00%,2026-05-17
1150513,113,6873,泓德能源,7,3,1,14.29%,92.31%,100.00%,2026-05-17
1150513,113,6885,全福生技,9,3,4,44.44%,98.41%,100.00%,2026-05-17
1150513,113,6887,寶綠特-KY,8,4,3,37.50%,92.19%,100.00%,2026-05-17
1150513,113,6890,來億-KY,9,3,1,11.11%,95.83%,100.00%,2026-05-17
1150513,113,6901,鑽石投資,9,6,3,33.33%,97.53%,100.00%,2026-05-17
1150513,113,6902,GOGOLOOK-創,7,3,1,14.29%,95.71%,100.00%,2026-05-17
1150513,113,6906,現觀科,7,4,1,14.29%,100.00%,100.00%,2026-05-17
1150513,113,6909,創控,9,4,1,11.11%,95.56%,100.00%,2026-05-17
1150513,113,6914,阜爾運通,7,3,1,14.28%,98.00%,100.00%,2026-05-17
1150513,113,6916,華凌,7,4,1,14.29%,94.29%,100.00%,2026-05-17
1150513,113,6918,愛派司,7,3,1,14.29%,96.15%,100.00%,2026-05-17
1150513,113,6919,康霈*,7,3,1,14.29%,91.07%,100.00%,2026-05-17
1150513,113,6923,中台,9,3,1,11.11%,92.06%,100.00%,2026-05-17
1150513,113,6924,榮惠-KY創,7,3,1,14.29%,100.00%,0.00%,2026-05-17
1150513,113,6928,攸泰科技,7,3,1,14.29%,100.00%,100.00%,2026-05-17
1150513,113,6931,青松健康,7,3,1,14.29%,100.00%,100.00%,2026-05-17
1150513,113,6933,AMAX-KY,9,4,2,22.22%,95.56%,100.00%,2026-05-17
1150513,113,6936,永鴻生技,9,4,2,22.22%,95.38%,90.00%,2026-05-17
1150513,113,6937,天虹,8,4,2,25.00%,97.50%,100.00%,2026-05-17
1150513,113,6944,兆聯實業,8,4,1,12.50%,100.00%,100.00%,2026-05-17
1150513,113,6949,沛爾生醫-創,7,4,2,28.57%,97.44%,100.00%,2026-05-17
1150513,113,6951,青新-創,7,3,1,14.29%,100.00%,100.00%,2026-05-17
1150513,113,6952,大武山,7,3,2,28.57%,98.40%,100.00%,2026-05-17
1150513,113,6955,邦睿生技-創,9,4,2,22.22%,88.89%,100.00%,2026-05-17
1150513,113,6957,裕慶-KY,9,4,1,11.11%,92.22%,100.00%,2026-05-17
1150513,113,6958,日盛台駿,11,4,3,27.27%,98.70%,100.00%,2026-05-17
1150513,113,6962,奕力-KY,7,3,1,14.29%,100.00%,45.00%,2026-05-17
1150513,113,6965,中傑-KY,7,4,2,28.60%,100.00%,100.00%,2026-05-17
1150513,113,6969,成信實業*-創,7,3,4,57.14%,93.00%,86.00%,2026-05-17
1150513,113,6988,威力暘-創,9,4,1,11.11%,100.00%,100.00%,2026-05-17
1150513,113,6994,富威電力,7,3,2,28.57%,96.43%,100.00%,2026-05-17
1150513,113,7631,聚賢研發,8,4,3,38.00%,96.80%,100.00%,2026-05-17
1150513,113,7705,三商餐飲,7,4,1,14.29%,97.14%,100.00%,2026-05-17
1150513,113,7722,LINEPAY,9,4,4,44.45%,100.00%,55.56%,2026-05-17
1150513,113,7732,金興精密,9,4,1,11.11%,95.59%,100.00%,2026-05-17
1150513,113,7736,虎山,7,4,2,28.57%,100.00%,42.86%,2026-05-17
1150513,113,7740,熙特爾,7,3,1,14.29%,88.52%,100.00%,2026-05-17
1150513,113,7749,意騰-KY,8,4,2,25.00%,95.00%,50.00%,2026-05-17
1150513,113,7788,松川精密,9,4,3,33.33%,93.33%,33.33%,2026-05-17
1150513,113,8011,台通,7,4,2,28.57%,93.94%,100.00%,2026-05-17
1150513,113,8016,矽創,9,4,1,11.11%,97.78%,100.00%,2026-05-17
1150513,113,8021,尖點,8,4,3,37.50%,95.31%,100.00%,2026-05-17
1150513,113,8028,昇陽半導體,9,3,1,11.10%,95.24%,100.00%,2026-05-17
1150513,113,8033,雷虎,8,3,2,25.00%,85.94%,100.00%,2026-05-17
1150513,113,8039,台虹,9,3,0,0.00%,94.44%,100.00%,2026-05-17
1150513,113,8045,達運光電,9,4,1,11.00%,95.24%,100.00%,2026-05-17
1150513,113,8046,南電,9,3,0,0.00%,100.00%,100.00%,2026-05-17
1150513,113,8070,長華*,7,3,2,28.57%,100.00%,100.00%,2026-05-17
1150513,113,8072,陞泰,6,4,1,16.67%,100.00%,100.00%,2026-05-17
1150513,113,8081,致新,7,3,2,28.57%,95.24%,35.71%,2026-05-17
1150513,113,8101,華冠,9,3,0,0.00%,97.22%,0.00%,2026-05-17
1150513,113,8103,瀚荃,7,4,1,14.29%,96.43%,100.00%,2026-05-17
1150513,113,8104,錸寶,9,3,3,33.33%,95.83%,100.00%,2026-05-17
1150513,113,8105,凌巨,7,3,2,28.57%,97.14%,100.00%,2026-05-17
1150513,113,8110,華東,9,4,1,11.11%,94.44%,100.00%,2026-05-17
1150513,113,8112,至上,8,4,1,12.50%,97.92%,100.00%,2026-05-17
1150513,113,8114,振樺電,9,3,3,33.33%,97.78%,100.00%,2026-05-17
1150513,113,8131,福懋科,11,3,0,0.00%,100.00%,100.00%,2026-05-17
1150513,113,8150,南茂,9,5,2,22.22%,98.61%,100.00%,2026-05-17
1150513,113,8162,微矽電子-創,9,4,1,11.11%,97.78%,100.00%,2026-05-17
1150513,113,8163,達方,8,4,1,12.50%,100.00%,100.00%,2026-05-17
1150513,113,8201,無敵,7,3,0,0.00%,100.00%,100.00%,2026-05-17
1150513,113,8210,勤誠,9,4,4,44.44%,91.11%,100.00%,2026-05-17
1150513,113,8213,志超,9,4,3,33.33%,100.00%,55.56%,2026-05-17
1150513,113,8215,明基材,9,4,0,0.00%,97.22%,100.00%,2026-05-17
1150513,113,8222,寶一,8,4,3,37.50%,95.83%,100.00%,2026-05-17
1150513,113,8249,菱光,7,4,1,14.29%,96.00%,100.00%,2026-05-17
1150513,113,8261,富鼎,7,3,0,0.00%,94.28%,100.00%,2026-05-17
1150513,113,8271,宇瞻,9,3,1,11.11%,96.30%,100.00%,2026-05-17
1150513,113,8341,日友,9,4,0,0.00%,96.83%,100.00%,2026-05-17
1150513,113,8367,建新國際,8,3,2,25.00%,88.14%,100.00%,2026-05-17
1150513,113,8374,羅昇,9,3,3,33.33%,92.06%,100.00%,2026-05-17
1150513,113,8404,百和興業-KY,10,4,1,10.00%,92.22%,100.00%,2026-05-17
1150513,113,8411,福貞-KY,8,4,3,37.50%,95.83%,100.00%,2026-05-17
1150513,113,8422,可寧衛,8,4,0,0.00%,93.75%,100.00%,2026-05-17
1150513,113,8429,金麗-KY,7,3,0,0.00%,97.62%,100.00%,2026-05-17
1150513,113,8438,昶昕,9,4,2,22.22%,98.41%,100.00%,2026-05-17
1150513,113,8442,威宏-KY,9,3,1,11.11%,91.11%,100.00%,2026-05-17
1150513,113,8443,阿瘦,5,3,1,20.00%,95.12%,100.00%,2026-05-17
1150513,113,8454,富邦媒,9,3,1,11.11%,97.78%,100.00%,2026-05-17
1150513,113,8462,柏文,7,3,2,28.57%,90.48%,100.00%,2026-05-17
1150513,113,8463,潤泰材,9,3,1,11.11%,95.24%,100.00%,2026-05-17
1150513,113,8464,億豐,8,3,0,0.00%,100.00%,100.00%,2026-05-17
1150513,113,8466,美吉吉-KY,9,3,2,22.22%,91.10%,100.00%,2026-05-17
1150513,113,8467,波力-KY,7,3,2,28.57%,94.64%,100.00%,2026-05-17
1150513,113,8473,山林水,9,3,3,33.33%,82.22%,100.00%,2026-05-17
1150513,113,8476,台境*,7,4,1,14.29%,94.03%,100.00%,2026-05-17
1150513,113,8478,東哥遊艇,7,3,1,14.29%,95.24%,100.00%,2026-05-17
1150513,113,8481,政伸,11,3,1,9.00%,94.00%,100.00%,2026-05-17
1150513,113,8482,商億-KY,8,4,1,12.50%,97.50%,100.00%,2026-05-17
1150513,113,8487,愛爾達-創,11,4,6,54.55%,90.91%,100.00%,2026-05-17
1150513,113,8488,吉源-KY,9,3,3,33.33%,100.00%,100.00%,2026-05-17
1150513,113,8499,鼎炫-KY,7,3,2,28.57%,100.00%,100.00%,2026-05-17
1150513,113,8926,台汽電,13,3,1,7.69%,95.38%,100.00%,2026-05-17
1150513,113,8940,新天地,6,2,1,16.67%,100.00%,100.00%,2026-05-17
1150513,113,8996,高力,9,3,0,0.00%,98.61%,100.00%,2026-05-17
1150513,113,9802,鈺齊-KY,8,5,3,37.50%,95.83%,100.00%,2026-05-17
1150513,113,9902,台火,7,3,0,0.00%,100.00%,100.00%,2026-05-17
1150513,113,9904,寶成,9,3,2,22.22%,100.00%,100.00%,2026-05-17
1150513,113,9905,大華,11,3,3,27.27%,92.73%,100.00%,2026-05-17
1150513,113,9906,欣巴巴,7,3,5,71.43%,97.62%,100.00%,2026-05-17
1150513,113,9907,統一實,10,3,1,10.00%,98.00%,100.00%,2026-05-17
1150513,113,9908,大台北,11,3,1,9.09%,96.97%,100.00%,2026-05-17
1150513,113,9910,豐泰,13,4,2,15.38%,100.00%,100.00%,2026-05-17
1150513,113,9911,櫻花,9,3,1,11.11%,96.30%,100.00%,2026-05-17
1150513,113,9912,偉聯,7,3,2,28.57%,94.29%,100.00%,2026-05-17
1150513,113,9914,美利達,13,4,2,15.00%,97.80%,100.00%,2026-05-17
1150513,113,9917,中保科,12,4,2,16.67%,96.00%,100.00%,2026-05-17
1150513,113,9918,欣天然,24,5,4,16.67%,97.01%,91.67%,2026-05-17
1150513,113,9919,康那香,11,4,5,45.45%,85.00%,100.00%,2026-05-17
1150513,113,9921,巨大,11,3,4,36.36%,96.59%,100.00%,2026-05-17
1150513,113,9924,福興,10,3,1,10.00%,96.00%,100.00%,2026-05-17
1150513,113,9925,新保,9,4,1,11.11%,81.94%,77.78%,2026-05-17
1150513,113,9926,新海,15,3,4,26.67%,87.50%,100.00%,2026-05-17
1150513,113,9927,泰銘,9,3,0,0.00%,100.00%,100.00%,2026-05-17
1150513,113,9928,中視,10,4,3,30.00%,88.75%,80.00%,2026-05-17
1150513,113,9929,秋雨,7,3,0,0.00%,86.00%,57.00%,2026-05-17
1150513,113,9930,中聯資源,15,3,0,0.00%,91.11%,100.00%,2026-05-17
1150513,113,9931,欣高,9,3,1,11.11%,100.00%,100.00%,2026-05-17
1150513,113,9933,中鼎,12,4,1,8.33%,95.00%,100.00%,2026-05-17
1150513,113,9934,成霖,9,4,2,22.22%,93.02%,44.44%,2026-05-17
1150513,113,9935,慶豐富,7,3,1,14.29%,92.86%,100.00%,2026-05-17
1150513,113,9937,全國,9,3,1,11.11%,98.00%,100.00%,2026-05-17
1150513,113,9938,百和,9,4,3,33.33%,98.41%,100.00%,2026-05-17
1150513,113,9939,宏全,9,3,3,33.33%,96.30%,100.00%,2026-05-17
1150513,113,9940,信義,7,4,2,28.57%,98.41%,100.00%,2026-05-17
1150513,113,9941,裕融,11,4,1,9.09%,94.55%,100.00%,2026-05-17
1150513,113,9942,茂順,9,4,1,11.11%,87.30%,100.00%,2026-05-17
1150513,113,9943,好樂迪,11,3,5,45.45%,97.73%,100.00%,2026-05-17
1150513,113,9944,新麗,7,3,4,57.14%,97.14%,91.67%,2026-05-17
1150513,113,9945,潤泰新,9,3,2,22.22%,92.06%,100.00%,2026-05-17
1150513,113,9946,三發地產,7,3,2,28.57%,98.21%,100.00%,2026-05-17
1150513,113,9955,佳龍,8,4,1,12.50%,93.75%,100.00%,2026-05-17
1150513,113,9958,世紀鋼,9,3,1,11.11%,98.55%,100.00%,2026-05-17
1150513,113,1101,台泥,15,5,5,33.33%,99.44%,100.00%,2026-05-17
1150513,113,1102,亞泥,15,5,2,13.33%,97.33%,100.00%,2026-05-17
1150513,113,1103,嘉泥,7,3,1,14.29%,95.92%,100.00%,2026-05-17
1150513,113,1104,環泥,7,4,1,14.29%,100.00%,100.00%,2026-05-17
1150513,113,1108,幸福,7,3,2,28.57%,100.00%,100.00%,2026-05-17
1150513,113,1109,信大,9,3,1,11.11%,95.56%,33.33%,2026-05-17
1150513,113,1110,東泥,11,3,3,27.00%,96.97%,100.00%,2026-05-17
1150513,113,1201,味全,9,3,0,0.00%,100.00%,95.00%,2026-05-17
1150513,113,1203,味王,14,3,0,0.00%,72.50%,100.00%,2026-05-17
1150513,113,1210,大成,11,3,0,0.00%,90.50%,100.00%,2026-05-17
1150513,113,1213,大飲,9,3,2,22.22%,88.88%,100.00%,2026-05-17
1150513,113,1215,卜蜂,8,3,0,0.00%,96.00%,100.00%,2026-05-17
1150513,113,1216,統一,14,4,2,14.28%,94.64%,100.00%,2026-05-17
1150513,113,1217,愛之味,9,3,0,0.00%,82.22%,100.00%,2026-05-17
1150513,113,1218,泰山,9,3,0,0.00%,99.00%,100.00%,2026-05-17
1150513,113,1219,福壽,9,3,2,22.22%,100.00%,100.00%,2026-05-17
1150513,113,1220,台榮,9,3,1,11.11%,97.00%,88.89%,2026-05-17
1150513,113,1225,福懋油,9,3,2,22.22%,89.03%,88.89%,2026-05-17
1150513,113,1227,佳格,8,4,1,12.50%,89.00%,100.00%,2026-05-17
1150513,113,1229,聯華,9,3,1,11.11%,93.00%,100.00%,2026-05-17
1150513,113,1231,聯華食,9,3,3,33.33%,98.15%,100.00%,2026-05-17
1150513,113,1232,大統益,11,3,2,18.18%,97.40%,100.00%,2026-05-17
1150513,113,1233,天仁,9,3,0,0.00%,100.00%,100.00%,2026-05-17
1150513,113,1234,黑松,13,3,1,7.69%,91.35%,100.00%,2026-05-17
1150513,113,1235,興泰,7,3,1,14.29%,94.64%,100.00%,2026-05-17
1150513,113,1236,宏亞,7,4,4,57.14%,100.00%,100.00%,2026-05-17
1150513,113,1256,鮮活果汁-KY,8,3,1,12.50%,98.00%,100.00%,2026-05-17
1150513,113,1301,台塑,12,4,2,16.67%,95.56%,100.00%,2026-05-17
1150513,113,1303,南亞,15,3,2,13.33%,94.44%,100.00%,2026-05-17
1150513,113,1304,台聚,9,4,0,0.00%,100.00%,100.00%,2026-05-17
1150513,113,1305,華夏,9,4,1,11.11%,95.24%,100.00%,2026-05-17
1150513,113,1307,三芳,7,3,1,14.29%,95.23%,100.00%,2026-05-17
1150513,113,1308,亞聚,9,4,1,11.11%,94.44%,100.00%,2026-05-17
1150513,113,1309,台達化,9,4,2,22.22%,94.12%,100.00%,2026-05-17
1150513,113,1310,台苯,11,4,2,18.18%,87.01%,100.00%,2026-05-17
1150513,113,1312,國喬,7,3,1,14.00%,98.40%,100.00%,2026-05-17
1150513,113,1313,聯成,9,3,1,11.11%,98.21%,100.00%,2026-05-17
1150513,113,1314,中石化,9,4,2,22.22%,94.44%,100.00%,2026-05-17
1150513,113,1315,達新,9,3,0,0.00%,91.11%,100.00%,2026-05-17
1150513,113,1316,上曜,7,4,3,42.86%,100.00%,100.00%,2026-05-17
1150513,113,1319,東陽,7,3,1,14.29%,92.86%,14.29%,2026-05-17
1150513,113,1321,大洋,10,4,2,20.00%,91.67%,100.00%,2026-05-17
1150513,113,1323,永裕,11,4,0,0.00%,98.48%,95.45%,2026-05-17
1150513,113,1324,地球,5,3,1,20.00%,100.00%,100.00%,2026-05-17
1150513,113,1325,恆大,7,4,3,42.86%,100.00%,28.57%,2026-05-17
1150513,113,1326,台化,12,4,1,8.33%,93.59%,91.67%,2026-05-17
1150513,113,1337,再生-KY,7,3,1,14.28%,100.00%,100.00%,2026-05-17
1150513,113,1338,廣華-KY,7,3,1,14.29%,98.41%,100.00%,2026-05-17
1150513,113,1339,昭輝,9,4,3,33.33%,93.33%,100.00%,2026-05-17
1150513,113,1340,勝悅-KY,7,3,1,14.29%,100.00%,100.00%,2026-05-17
1150513,113,1341,富林-KY,6,4,1,16.67%,100.00%,100.00%,2026-05-17
1150513,113,1342,八貫,8,4,3,37.50%,78.00%,100.00%,2026-05-17
1150513,113,1402,遠東新,15,5,2,13.00%,96.00%,100.00%,2026-05-17
1150513,113,1409,新纖,12,3,1,8.33%,85.19%,100.00%,2026-05-17
1150513,113,1410,南染,7,4,1,14.29%,96.43%,100.00%,2026-05-17
1150513,113,1413,宏洲,12,4,2,17.00%,87.50%,100.00%,2026-05-17
1150513,113,1414,東和,7,3,2,28.57%,100.00%,14.29%,2026-05-17
1150513,113,1416,廣豐,8,3,1,12.50%,95.31%,100.00%,2026-05-17
1150513,113,1417,嘉裕,7,3,2,28.57%,94.29%,100.00%,2026-05-17
1150513,113,1418,東華,8,3,0,0.00%,89.00%,37.50%,2026-05-17
1150513,113,1419,新紡,7,3,0,0.00%,97.62%,100.00%,2026-05-17
1150513,113,1423,利華,5,3,4,80.00%,100.00%,100.00%,2026-05-17
1150513,113,1432,大魯閣,9,4,2,22.22%,96.96%,100.00%,2026-05-17
1150513,113,1434,福懋,11,3,1,9.09%,100.00%,100.00%,2026-05-17
1150513,113,1435,中福,6,3,1,16.67%,93.59%,100.00%,2026-05-17
1150513,113,1436,華友聯,9,4,0,0.00%,87.04%,100.00%,2026-05-17
1150513,113,1437,勤益控,7,4,1,14.29%,100.00%,100.00%,2026-05-17
1150513,113,1438,三地開發,7,3,1,14.29%,96.83%,100.00%,2026-05-17
1150513,113,1439,雋揚,7,3,1,14.29%,96.43%,100.00%,2026-05-17
1150513,113,1440,南紡,20,4,5,25.00%,96.00%,100.00%,2026-05-17
1150513,113,1441,大東,8,4,1,12.50%,95.45%,100.00%,2026-05-17
1150513,113,1442,名軒,7,3,2,28.57%,100.00%,100.00%,2026-05-17
1150513,113,1443,立益物流,5,5,0,0.00%,93.33%,100.00%,2026-05-17
1150513,113,1444,力麗,9,3,1,11.11%,90.00%,100.00%,2026-05-17
1150513,113,1445,大宇,9,2,1,11.11%,97.47%,100.00%,2026-05-17
1150513,113,1446,宏和,9,3,1,11.11%,79.63%,55.56%,2026-05-17
1150513,113,1447,力鵬,9,3,2,22.22%,96.97%,100.00%,2026-05-17
1150513,113,1449,佳和,12,4,0,0.00%,100.00%,100.00%,2026-05-17
1150513,113,1451,年興,9,3,0,0.00%,93.94%,100.00%,2026-05-17
1150513,113,1452,宏益,8,3,1,12.50%,90.79%,100.00%,2026-05-17
1150513,113,1453,大將,7,3,1,14.29%,96.43%,28.57%,2026-05-17
1150513,113,1454,台富,9,4,2,22.22%,100.00%,100.00%,2026-05-17
1150513,113,1455,集盛,9,3,1,11.11%,93.75%,100.00%,2026-05-17
1150513,113,1456,怡華,12,4,3,25.00%,100.00%,100.00%,2026-05-17
1150513,113,1457,宜進,9,3,3,33.33%,83.30%,100.00%,2026-05-17
1150513,113,1459,聯發,9,3,1,11.11%,93.33%,100.00%,2026-05-17
1150513,113,1460,宏遠,11,3,1,9.09%,100.00%,100.00%,2026-05-17
1150513,113,1463,強盛新,11,3,2,18.18%,97.73%,36.00%,2026-05-17
1150513,113,1464,得力,7,4,2,28.57%,100.00%,100.00%,2026-05-17
1150513,113,1465,偉全,9,4,1,11.11%,100.00%,100.00%,2026-05-17
1150513,113,1466,聚隆,11,4,3,27.27%,93.93%,100.00%,2026-05-17
1150513,113,1467,南緯,11,4,1,9.09%,100.00%,81.82%,2026-05-17
1150513,113,1468,昶和,8,4,1,12.50%,95.00%,100.00%,2026-05-17
1150513,113,1470,大統新創,11,4,0,0.00%,92.73%,100.00%,2026-05-17
1150513,113,1471,首利,7,3,2,28.57%,100.00%,57.14%,2026-05-17
1150513,113,1472,三洋實業,6,3,1,16.70%,100.00%,100.00%,2026-05-17
1150513,113,1473,台南,11,3,5,45.45%,100.00%,100.00%,2026-05-17
1150513,113,1474,弘裕,11,3,1,9.09%,98.48%,78.57%,2026-05-17
1150513,113,1475,業旺,5,3,2,20.00%,100.00%,40.00%,2026-05-17
1150513,113,1476,儒鴻,13,5,3,23.08%,100.00%,100.00%,2026-05-17
1150513,113,1477,聚陽,15,4,5,33.33%,95.56%,100.00%,2026-05-17
1150513,113,1503,士電,15,3,0,0.00%,78.33%,100.00%,2026-05-17
1150513,113,1504,東元,11,4,3,27.27%,99.09%,100.00%,2026-05-17
1150513,113,1506,正道,9,3,1,11.11%,97.22%,100.00%,2026-05-17
1150513,113,1512,瑞利,7,3,1,14.29%,95.24%,100.00%,2026-05-17
1150513,113,1513,中興電,9,3,0,0.00%,92.60%,100.00%,2026-05-17
1150513,113,1514,亞力,12,3,2,16.67%,88.33%,91.67%,2026-05-17
1150513,113,1515,力山,9,3,1,11.11%,97.78%,100.00%,2026-05-17
1150513,113,1516,川飛,9,4,3,33.00%,93.00%,100.00%,2026-05-17
1150513,113,1517,利奇,7,3,3,42.86%,100.00%,100.00%,2026-05-17
1150513,113,1519,華城,10,4,1,10.00%,97.50%,100.00%,2026-05-17
1150513,113,1521,大億,9,3,2,22.22%,85.94%,77.78%,2026-05-17
1150513,113,1522,堤維西,9,3,1,11.11%,93.33%,100.00%,2026-05-17
1150513,113,1524,耿鼎,9,4,1,11.11%,80.56%,66.67%,2026-05-17
1150513,113,1525,江申,10,3,1,10.00%,94.00%,90.00%,2026-05-17
1150513,113,1526,日馳,9,4,3,33.33%,97.92%,100.00%,2026-05-17
1150513,113,1527,鑽全,9,3,3,33.33%,88.89%,80.00%,2026-05-17
1150513,113,1528,恩德,7,3,1,14.29%,100.00%,100.00%,2026-05-17
1150513,113,1529,樂事綠能,11,3,1,11.11%,94.12%,100.00%,2026-05-17
1150513,113,1530,亞崴,10,4,1,10.00%,100.00%,100.00%,2026-05-17
1150513,113,1531,高林股,7,4,3,42.86%,95.24%,100.00%,2026-05-17
1150513,113,1532,勤美,9,3,2,22.22%,97.78%,100.00%,2026-05-17
1150513,113,1533,車王電,11,4,1,9.09%,96.59%,100.00%,2026-05-17
1150513,113,1535,中宇,11,3,2,18.18%,95.45%,100.00%,2026-05-17
1150513,113,1536,和大,12,3,3,25.00%,81.33%,100.00%,2026-05-17
1150513,113,1537,廣隆,9,3,1,11.11%,100.00%,100.00%,2026-05-17
1150513,113,1538,正峰,8,4,1,12.50%,93.75%,93.75%,2026-05-17
1150513,113,1539,巨庭,7,3,3,42.86%,88.57%,100.00%,2026-05-17
1150513,113,1540,喬福,7,3,1,14.29%,100.00%,100.00%,2026-05-17
1150513,113,1541,錩泰,7,4,3,42.86%,100.00%,28.57%,2026-05-17
1150513,113,1558,伸興,9,3,1,11.00%,100.00%,100.00%,2026-05-17
1150513,113,1560,中砂,9,3,0,0.00%,96.30%,100.00%,2026-05-17
