出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註,date
1150514,11504,6562,聯亞藥,化學生技醫療,36855,54336,34633,-32.172040636042404,6.415846158288338,156804,196466,-20.187716958659514,-,2026-05-15
1150514,11504,6623,施吉生技,電子工業,5,1736,3,-99.71198156682027,66.66666666666667,1744,14,12357.142857142857,-,2026-05-15
1150514,11504,6647,合迪,其他,1173665,1228500,1339412,-4.463573463573463,-12.374609156853904,4745739,5457006,-13.034015355673056,-,2026-05-15
1150514,11504,6652,雅祥生醫,化學生技醫療,230,242,189,-4.958677685950414,21.693121693121693,987,189,422.22222222222223,-,2026-05-15
1150514,11504,6660,厚美德,化學生技醫療,30442,63487,53593,-52.05002598957267,-43.19780568357808,134655,141235,-4.658901830282862,-,2026-05-15
1150514,11504,6717,智慧光,其他,27452,18558,13783,47.9254229981679,99.17289414496119,72377,46076,57.08177793211216,-,2026-05-15
1150514,11504,6726,鑫亞電通,其他,30492,51798,26089,-41.13286227267462,16.876844647169307,164063,117715,39.37306205666228,-,2026-05-15
1150514,11504,6746,全科綜電,其他,22854,14546,14479,57.115358174068476,57.84239243041647,60633,56047,8.182418327475155,-,2026-05-15
1150514,11504,6772,錫安生技,化學生技醫療,0,0,0,,,0,0,,-,2026-05-15
1150514,11504,6778,安麗莎醫療器材,化學生技醫療,321,246,181,30.48780487804878,77.34806629834254,781,801,-2.4968789013732833,-,2026-05-15
1150514,11504,6779,鋐昇,其他,144842,76506,112914,89.32109899877133,28.276387339036788,419775,489443,-14.234139624021592,-,2026-05-15
1150514,11504,6795,洹藝,化學生技醫療,5325,5638,7431,-5.551614047534587,-28.34073475979007,26511,23725,11.742887249736565,-,2026-05-15
1150514,11504,6813,富動科,其他,13301,13912,25035,-4.391891891891892,-46.87038146594767,52234,70523,-25.933383435191356,-,2026-05-15
1150514,11504,6837,富利康科技,其他,637,19926,10260,-96.80317173542106,-93.79142300194931,50067,33953,47.45972373575236,-,2026-05-15
1150514,11504,6845,仲信資融,其他,377818,390764,366557,-3.312997103110829,3.072100655559708,1479073,1454346,1.700214391898489,-,2026-05-15
1150514,11504,6851,立視科,其他,18809,20575,22333,-8.583232077764277,-15.779339990149106,77358,87159,-11.24496609644443,-,2026-05-15
1150514,11504,6852,精能醫學,化學生技醫療,4094,2773,866,47.63793725207357,372.74826789838335,7020,9104,-22.89103690685413,-,2026-05-15
1150514,11504,6866,中大生醫,化學生技醫療,229563,257535,236779,-10.861436309627818,-3.0475675630017864,889103,894226,-0.5728976791102026,-,2026-05-15
1150514,11504,6871,新鑫,其他,718619,703144,699289,2.200829417587294,2.76423624567239,2785518,2566644,8.527633750531823,-,2026-05-15
1150514,11504,6930,盛新,電子工業,7049,5957,3344,18.331374853113985,110.79545454545455,26159,10958,138.72056944697937,-,2026-05-15
1150514,11504,6942,威達高,電子工業,26526,26477,28275,0.18506628394455565,-6.185676392572944,122434,90854,34.75906399277962,-,2026-05-15
1150514,11504,6943,明緯企業,電子工業,4563468,3862959,3657140,18.134000386750156,24.78242561127001,14914194,12486213,19.445295382995628,-,2026-05-15
1150514,11504,6954,全盈支付,金融保險業,3475,3142,3494,10.598345003182686,-0.5437893531768746,13122,13400,-2.074626865671642,-,2026-05-15
1150514,11504,6960,南山產物,金融保險業,1058912,881715,765130,20.09685669405647,38.39635094689791,4127402,3134243,31.687364381128074,-,2026-05-15
1150514,11504,6978,愛盛科技,電子工業,16791,14674,8121,14.42687747035573,106.76025120059106,85103,36643,132.24899707993342,-,2026-05-15
1150514,11504,6991,精準健康,化學生技醫療,20407,20479,20350,-0.3515796669759266,0.2800982800982801,83833,76150,10.089297439264609,-,2026-05-15
