出表日期,報告年度,公司代號,公司名稱,為改善食品衛生、安全與品質，而針對其從業人員、作業場所、設施衛生管理及其品保制度等方面進行之評估與改進及所影響之百分比,違反有關產品與服務之健康與安全法規及未遵循產品與服務之資訊與標示法規之事件類別與次數,違反有關產品與服務之健康與安全法規及未遵循產品與服務之資訊與標示法規之產品下架次數(次),違反有關產品與服務之健康與安全法規及未遵循產品與服務之資訊與標示法規之下架產品總重量(公噸(t)),經獨立第三方驗證符合國際認證之食品安全管理系統標準之廠房所生產產品之百分比,依法規要求或自願進行產品追溯與追蹤管理之相關產品占所有產品之百分比,依法規要求或自願設置食品安全實驗室之相關支出(仟元),依法規要求或自願設置食品安全實驗室之相關支出占營業收入淨額之百分比,date
1150513,113,3543,州巧,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3545,敦泰,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3563,牧德,0.00%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3583,辛耘,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3588,通嘉,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3592,瑞鼎,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3596,智易,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3607,谷崧,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3645,達邁,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3652,精聯,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3661,世芯-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3665,貿聯-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3673,TPK-KY,,不適用,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3679,新至陞,0.00%,不適用,0,0.000,0.00%,0.00%,0.000,0.00%,2026-05-17
1150513,113,3686,達能,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3694,海華,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3704,合勤控,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3712,永崴投控,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,3714,富采,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4142,國光生,N/A,NA,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4148,全宇生技-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4155,訊映,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4164,承業醫,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4190,佐登-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4306,炎洲,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4414,如興,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4438,廣越,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4439,冠星-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4440,宜新實業,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4526,東台,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4540,全球傳動,0.00%,N/A,0,0.000,0.00%,0.00%,0.000,0.00%,2026-05-17
1150513,113,4545,銘鈺,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4551,智伸科,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4555,氣立,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4557,永新-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4560,強信-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4562,穎漢,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4564,元翎,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4569,六方科-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4571,鈞興-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4720,德淵,,非必要揭露項目,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4722,國精化,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4736,泰博,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4739,康普,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4746,台耀,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4764,雙鍵,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4766,南寶,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4770,上品,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4771,望隼,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4807,日成-KY,N/A,無,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4906,正文,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4915,致伸,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4916,事欣科,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4919,新唐,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4927,泰鼎-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4934,太極,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4942,嘉彰,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4943,康控-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4952,凌通,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4956,光鋐,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4958,臻鼎-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4961,天鈺,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4967,十銓,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4976,佳凌,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4977,眾達-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4989,榮科,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4994,傳奇,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,4999,鑫禾,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5007,三星,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5203,訊連,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5215,科嘉-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5222,全訊,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5234,達興材料,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5243,乙盛-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5244,弘凱,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5269,祥碩,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5284,jpp-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5285,界霖,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5288,豐祥-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5306,桂盟,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5469,瀚宇博,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5471,松翰,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5484,慧友,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5519,隆大,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5522,遠雄,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5525,順天,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5531,鄉林,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5533,皇鼎,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5534,長虹,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5546,永固-KY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5607,遠雄港,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5608,四維航,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5871,中租-KY,0.00%,0,0,0.000,0.00%,0.00%,0.000,0.00%,2026-05-17
1150513,113,5880,合庫金,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5906,台南-KY,,不適用,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,5907,大洋-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6024,群益期,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6108,競國,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6112,邁達特,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6115,鎰勝,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6116,彩晶,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6120,達運,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6128,上福,0.00%,無,0,0.000,0.00%,0.00%,0.000,0.00%,2026-05-17
1150513,113,6133,金橋,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6136,富爾特,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6142,友勁,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6152,百一,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6153,嘉聯益,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6165,浪凡,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6166,凌華,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6168,宏齊,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6176,瑞儀,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6177,達麗,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6183,關貿,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6191,精成科,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6196,帆宣,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6197,佳必琪,0.00%,0,0,0.000,0.00%,0.00%,0.000,0.00%,2026-05-17
1150513,113,6201,亞弘電,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6209,今國光,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6213,聯茂,0.00%,NA,0,0.000,0.00%,0.00%,N/A,N/A,2026-05-17
1150513,113,6214,精誠,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6224,聚鼎,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6225,天瀚,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6226,光鼎,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6230,尼得科超眾,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6235,華孚,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6239,力成,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6257,矽格,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6277,宏正,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6281,全國電,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6282,康舒,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6283,淳安,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6405,悅城,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6409,旭隼,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6412,群電,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6414,樺漢,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6415,矽力*-KY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6426,統新,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6431,光麗-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6438,迅得,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6443,元晶,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6446,藥華藥,N/A,無違反事件,0,0.000,N/A,100.00%,N/A,N/A,2026-05-17
1150513,113,6449,鈺邦,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6456,GIS-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6464,台數科,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6477,安集,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6504,南六,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6515,穎崴,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6526,達發,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6531,愛普*,,不適用,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6533,晶心科,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6534,正瀚-創,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6541,泰福-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6550,北極星藥業-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6573,虹揚-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6582,申豐,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6589,台康生技,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6591,動力-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6592,和潤企業,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6605,帝寶,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6606,建德工業,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6645,金萬林-創,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6655,科定,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6657,華安,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6658,聯策,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6668,中揚光,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6669,緯穎,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6671,三能-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6672,騰輝電子-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6674,鋐寶科技,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6689,伊雲谷,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6691,洋基工程,,不適用,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6695,芯鼎,0.00%,N/A,0,0.000,0.00%,0.00%,0.000,0.00%,2026-05-17
1150513,113,6706,惠特,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6715,嘉基,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6719,力智,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6742,澤米,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6753,龍德造船,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6756,威鋒電子,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6757,台灣虎航,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6776,展碁國際,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6789,采鈺,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6790,永豐實,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6792,詠業,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6794,向榮生技-創,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6799,來頡,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6806,森崴能源,0.00%,無,0,0.000,0.00%,0.00%,0.000,0.00%,2026-05-17
1150513,113,6834,天二科技,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6835,圓裕,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6838,台新藥,N/A,0,0,0.000,0.00%,N/A,N/A,N/A,2026-05-17
1150513,113,6854,錼創科技-KY創,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6861,睿生光電,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6863,永道-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6873,泓德能源,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6887,寶綠特-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6890,來億-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6901,鑽石投資,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6902,GOGOLOOK-創,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6906,現觀科,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6909,創控,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6914,阜爾運通,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6919,康霈*,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6928,攸泰科技,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6933,AMAX-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6944,兆聯實業,N/A,不適用,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6949,沛爾生醫-創,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6952,大武山,,0,0,0.000,88.00%,100.00%,5201.000,0.44%,2026-05-17
1150513,113,6955,邦睿生技-創,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6957,裕慶-KY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6958,日盛台駿,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6962,奕力-KY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6965,中傑-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6969,成信實業*-創,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,6994,富威電力,0.00%,無,0,0.000,0.00%,0.00%,0.000,0.00%,2026-05-17
1150513,113,7631,聚賢研發,0.00%,不適用,0,0.000,0.00%,0.00%,0.000,0.00%,2026-05-17
1150513,113,7705,三商餐飲,100.00%,2024年度違反食品安全衛生管理法一件（詳情請參閱本報告相關章節），惟無涉及產品下架之情事。,1,0.000,100.00%,99.00%,6977.000,0.11%,2026-05-17
1150513,113,7722,LINEPAY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,7732,金興精密,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,7736,虎山,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8011,台通,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8016,矽創,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8028,昇陽半導體,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8033,雷虎,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8045,達運光電,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8105,凌巨,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8110,華東,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8112,至上,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8114,振樺電,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8131,福懋科,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8150,南茂,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8201,無敵,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8215,明基材,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8222,寶一,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8271,宇瞻,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8341,日友,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8367,建新國際,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8411,福貞-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8422,可寧衛,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8429,金麗-KY,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8443,阿瘦,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8454,富邦媒,,momo 嚴謹管理商品安全，2024已全數下架22件違規產品，並對供應商進行法令教育宣導，且同步透過「矯正性檢驗、預防性檢驗、定期性檢驗」三大檢驗防護網，嚴格審核與確認商品是否符合法規及標示。,22,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8463,潤泰材,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8464,億豐,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8473,山林水,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8476,台境*,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8478,東哥遊艇,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8481,政伸,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8482,商億-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8487,愛爾達-創,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8488,吉源-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8499,鼎炫-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8926,台汽電,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,8940,新天地,100.00%,"0
",0,0.000,0.00%,100.00%,45.000,0.00%,2026-05-17
1150513,113,8996,高力,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,9802,鈺齊-KY,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,9902,台火,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,9906,欣巴巴,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,9907,統一實,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,9908,大台北,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,9910,豐泰,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,9911,櫻花,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,9912,偉聯,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,9914,美利達,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
1150513,113,9917,中保科,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2026-05-17
