出表日期,報告年度,公司代號,公司名稱,範疇一排放量(噸CO2e),範疇一資料邊界,範疇一取得驗證,範疇二排放量(噸CO2e),範疇二資料邊界,範疇二取得驗證,範疇三排放量(噸CO2e),範疇三資料邊界,範疇三取得驗證,溫室氣體排放密集度(噸CO2e/單位),date
1150513,113,6515,穎崴,414.8232,本公司以下營運據點：高雄一廠、高雄二廠、新竹廠、新竹辦公室,否,5850.6086,本公司以下營運據點：高雄一廠、高雄二廠、新竹廠、新竹辦公室,否,N/A,N/A,否,1.0806,2026-05-15
1150513,113,6525,捷敏-KY,309.7513,已完成合併財務報表之母子公司,是,32442.9887,已完成合併財務報表之母子公司,是,3019.3510,已完成合併財務報表之母子公司,是,7.6591,2026-05-15
1150513,113,6526,達發,157.1700,已完成母公司,否,2875.4300,已完成母公司,否,30239.3200,已完成母公司,否,0.1590,2026-05-15
1150513,113,6531,愛普*,11.0196,母公司以及轉投資-愛普存儲技術(杭州)有限公司,否,379.0982,母公司以及轉投資-愛普存儲技術(杭州)有限公司,否,66.9380,已完成母公司,否,0.0931,2026-05-15
1150513,113,6533,晶心科,N/A,N/A,否,450.4341,已完成母公司,否,N/A,N/A,否,0.4140,2026-05-15
1150513,113,6534,正瀚-創,516.4658,已完成合併財務報表之母子公司,是,2898.8952,已完成合併財務報表之母子公司,是,334.5723,已完成合併財務報表之母子公司,是,2.2925,2026-05-15
1150513,113,6541,泰福-KY,N/A,N/A,否,N/A,N/A,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,6550,北極星藥業-KY,0.0000,已完成母公司,否,0.0000,已完成母公司,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,6552,易華電,48.8008,已完成母公司,是,17803.6770,已完成母公司,是,904.1115,已完成母公司,是,9.1084,2026-05-15
1150513,113,6558,興能高,612.8200,已完成合併財務報表之母子公司,是,7601.9500,已完成合併財務報表之母子公司,是,13135.7000,已完成合併財務報表之母子公司,是,6.8640,2026-05-15
1150513,113,6573,虹揚-KY,303.8543,已完成合併財務報表之母子公司,是,7865.3441,已完成合併財務報表之母子公司,是,5672.5832,已完成合併財務報表之母子公司,是,N/A,2026-05-15
1150513,113,6579,研揚,141.0544,已完成母公司,是,1262.4361,已完成母公司,是,68305.6527,已完成母公司,是,17.7875,2026-05-15
1150513,113,6581,鋼聯,79961.1884,已完成母公司,是,8166.8574,已完成母公司,是,55992.9091,已完成母公司,是,45.3074,2026-05-15
1150513,113,6582,申豐,4159.0000,已完成合併財務報表之母子公司,是,12306.0000,已完成合併財務報表之母子公司,是,N/A,N/A,否,9.6500,2026-05-15
1150513,113,6585,鼎基,2344.3551,已完成母公司,是,20499.5551,已完成母公司,是,37165.3287,已完成母公司,是,7.3030,2026-05-15
1150513,113,6589,台康生技,1324.7642,已完成合併財務報表之母子公司,是,10745.9987,已完成合併財務報表之母子公司,是,2679.3913,已完成合併財務報表之母子公司,是,11.9600,2026-05-15
1150513,113,6591,動力-KY,228.9384,"已完成母公司,不含合併報表之控股公司",是,2283.2607,"已完成母公司,不含合併報表之控股公司",是,6821.4763,"已完成母公司,不含合併報表之控股公司",是,N/A,2026-05-15
1150513,113,6592,和潤企業,1066.5553,已完成合併財務報表之母子公司,是,1349.4737,已完成合併財務報表之母子公司,是,529.3277,已完成合併財務報表之母子公司,是,0.1017,2026-05-15
1150513,113,6598,ABC-KY,8.7995,已完成合併財務報表之母子公司,否,172.3693,已完成合併財務報表之母子公司,否,N/A,N/A,否,0.0117,2026-05-15
1150513,113,6605,帝寶,1808.0591,已完成母公司,是,27114.1122,已完成母公司,是,6706.5112,已完成母公司,否,1.7853,2026-05-15
1150513,113,6606,建德工業,32.6701,已完成母公司,否,176.6124,已完成母公司,否,56.8339,已完成母公司,否,0.2870,2026-05-15
1150513,113,6625,必應,84.5991,已完成母公司,否,386.2206,已完成母公司,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,6641,基士德-KY,246.3951,"已完成母公司,包含(1)川源(中國)機械有限公司及其5個分公司 (2)川源環境科技(揚州)有限公司 (3)基士德環科股份有限公司 (4)基士德科技股份有限公司台灣分公司 (5)Chuan Yuan Hydraulic Engineering Co., Ltd.",是,454.9091,"已完成母公司,包含(1)川源(中國)機械有限公司及其5個分公司 (2)川源環境科技(揚州)有限公司 (3)基士德環科股份有限公司 (4)基士德科技股份有限公司台灣分公司 (5)Chuan Yuan Hydraulic Engineering Co., Ltd.",是,665.7663,"已完成母公司,包含(1)川源(中國)機械有限公司及其5個分公司 (2)川源環境科技(揚州)有限公司 (3)基士德環科股份有限公司 (4)基士德科技股份有限公司台灣分公司 (5)Chuan Yuan Hydraulic Engineering Co., Ltd.",是,0.3445,2026-05-15
1150513,113,6645,金萬林-創,N/A,N/A,否,N/A,N/A,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,6655,科定,971.1000,已完成母公司,否,3197.0000,已完成母公司,否,N/A,N/A,否,1.6700,2026-05-15
1150513,113,6657,華安,0.0000,已完成母公司,否,64.9750,已完成母公司,否,N/A,N/A,否,8.3849,2026-05-15
1150513,113,6658,聯策,678.9315,已完成母公司,否,80.0270,已完成母公司,否,105.9671,已完成母公司,否,1.9009,2026-05-15
1150513,113,6666,羅麗芬-KY,N/A,N/A,否,N/A,N/A,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,6668,中揚光,138.2088,已完成母公司,否,4918.0344,已完成母公司,否,1180.4878,已完成母公司,否,15.1800,2026-05-15
1150513,113,6669,緯穎,1857.4747,已完成合併財務報表之母子公司,是,18703.4531,已完成合併財務報表之母子公司,是,7995958.5871,已完成合併財務報表之母子公司,是,0.0570,2026-05-15
1150513,113,6670,復盛應用,5979.2446,已完成母公司,是,17685.4562,已完成母公司,是,102263.5776,已完成母公司,是,1.0652,2026-05-15
1150513,113,6671,三能-KY,2616.6449,已完成合併財務報表之母子公司,否,5479.0224,已完成合併財務報表之母子公司,否,N/A,N/A,否,3.9696,2026-05-15
1150513,113,6672,騰輝電子-KY,3558.4100,合併財務報表之子公司生產型廠區,否,12547.9100,合併財務報表之子公司生產型廠區,否,N/A,N/A,否,3.8098,2026-05-15
1150513,113,6674,鋐寶科技,19.2863,已完成母公司,是,530.0000,已完成母公司,是,113.0070,已完成母公司,是,0.6040,2026-05-15
1150513,113,6689,伊雲谷,41.6339,已完成母公司,是,206.8644,已完成母公司,是,292.1142,已完成母公司,是,0.1443,2026-05-15
1150513,113,6691,洋基工程,83.3500,已完成母公司,是,225.3400,已完成母公司,是,915.0700,已完成母公司,是,0.0251,2026-05-15
1150513,113,6695,芯鼎,10.2711,已完成母公司,否,406.8981,已完成母公司,否,N/A,N/A,否,0.4095,2026-05-15
1150513,113,6698,旭暉應材,769.8515,民國113年12月31日吸收合併千鋐科技(股)公司，母公司盤查範圍未併入千鋐科技(股)公司,否,3488.1710,民國113年12月31日吸收合併千鋐科技(股)公司，母公司盤查範圍未併入千鋐科技(股)公司,否,N/A,N/A,否,4.7843,2026-05-15
1150513,113,6706,惠特,51.1761,已完成合併財務報表之母子公司,否,4245.8500,已完成合併財務報表之母子公司,否,N/A,N/A,否,4.6310,2026-05-15
1150513,113,6715,嘉基,144.8687,已完成母公司,是,2337.3505,已完成母公司,是,10135.6838,已完成母公司,是,1.1758,2026-05-15
1150513,113,6719,力智,1.5300,已完成母公司,否,867.6500,已完成母公司,否,N/A,N/A,否,0.2400,2026-05-15
1150513,113,6742,澤米,402.0142,已完成母公司,是,6582.9120,已完成母公司,是,1602.7700,已完成母公司,是,12.7985,2026-05-15
1150513,113,6743,安普新,954.9568,已完成合併財務報表之母子公司,否,22803.5078,已完成合併財務報表之母子公司,否,4069.0202,已完成合併財務報表之母子公司,否,3.4528,2026-05-15
1150513,113,6753,龍德造船,716.1600,已完成母公司,否,2293.6700,已完成母公司,否,N/A,N/A,否,0.5880,2026-05-15
1150513,113,6754,匯僑設計,166.6300,已完成合併財務報表之母子公司,否,1081.8300,已完成合併財務報表之母子公司,否,N/A,N/A,否,0.2450,2026-05-15
1150513,113,6756,威鋒電子,20.9210,已完成母公司,是,184.7778,已完成母公司,是,51.0036,已完成母公司,是,0.1210,2026-05-15
1150513,113,6757,台灣虎航,399706.0841,本公司個體,是,240.4623,本公司個體,是,49.6485,本公司個體,是,N/A,2026-05-15
1150513,113,6768,志強-KY,47.0027,台灣總部辦公室,否,120.1953,台灣總部辦公室,否,30.2868,台灣總部辦公室,否,N/A,2026-05-15
1150513,113,6770,力積電,65935.0000,已完成合併財務報表之母子公司,是,640752.0000,已完成合併財務報表之母子公司,是,214549.0000,已完成母公司,是,15.8000,2026-05-15
1150513,113,6771,平和環保-創,505.9457,已完成合併財務報表之母子公司,是,2814.5124,已完成合併財務報表之母子公司,是,N/A,N/A,否,5.2291,2026-05-15
1150513,113,6776,展碁國際,34.9600,已完成合併財務報表之母子公司,是,629.8300,已完成合併財務報表之母子公司,是,N/A,N/A,否,0.0000,2026-05-15
1150513,113,6781,AES-KY,174.3372,"已完成母公司,申報數據包含母公司及部分子公司(兆普、嘉普、太普常熟)，太普越南尚在建廠階段，待實際生產後盤查。",是,1628.2567,"已完成母公司,申報數據包含母公司及部分子公司(兆普、嘉普、太普常熟)，太普越南尚在建廠階段，待實際生產後盤查。",是,118707.2979,"已完成母公司,申報數據包含母公司及部分子公司(兆普、嘉普、太普常熟)，太普越南尚在建廠階段，待實際生產後盤查。",是,0.1796,2026-05-15
1150513,113,6782,視陽,14.0000,已完成合併財務報表之母子公司,是,21095.0000,已完成合併財務報表之母子公司,是,4176.0000,已完成合併財務報表之母子公司,是,5.7500,2026-05-15
1150513,113,6789,采鈺,5235.0284,已完成母公司,是,30753.0655,已完成母公司,是,32350.6204,已完成母公司,是,3.5981,2026-05-15
1150513,113,6790,永豐實,62865.5136,已完成合併財務報表之母子公司,是,138820.4419,已完成合併財務報表之母子公司,是,62322.8100,永豐餘消費品實業股份有限公司、永昇圃農業生物科技股份有限公司,是,18.5100,2026-05-15
1150513,113,6792,詠業,208.7386,"已完成母公司,詠業科技詠榮廠、詠智廠、台南廠及詠業科技(深圳)有限公司",是,4588.4877,"已完成母公司,詠業科技詠榮廠、詠智廠、台南廠及詠業科技(深圳)有限公司",是,1379.8124,"已完成母公司,詠業科技詠榮廠、詠智廠、台南廠及詠業科技(深圳)有限公司",是,5.0222,2026-05-15
1150513,113,6794,向榮生技-創,5.0700,已完成母公司,否,902.6700,已完成母公司,否,N/A,N/A,否,0.0573,2026-05-15
1150513,113,6796,晉弘,19.3200,已完成母公司,否,482.4000,已完成母公司,否,N/A,N/A,否,0.9310,2026-05-15
1150513,113,6799,來頡,7.7898,已完成母公司,否,83.4869,已完成母公司,否,17.1377,已完成母公司,否,0.1006,2026-05-15
1150513,113,6805,富世達,400.3100,已完成合併財務報表之母子公司,是,5112.7200,已完成合併財務報表之母子公司,是,12338.3400,臺灣地區、大陸地區,是,0.6730,2026-05-15
1150513,113,6806,森崴能源,87.6178,母公司+部分子公司,是,178.7845,母公司+部分子公司,是,142.9461,母公司+部分子公司,是,0.3593,2026-05-15
1150513,113,6807,峰源-KY,N/A,N/A,否,N/A,N/A,否,N/A,N/A,否,0.0324,2026-05-15
1150513,113,6830,汎銓,213.5410,已完成母公司,否,4273.7189,已完成母公司,否,930.3949,已完成母公司,否,2.7800,2026-05-15
1150513,113,6834,天二科技,237.2654,已完成母公司,是,7958.9383,已完成母公司,是,N/A,N/A,否,6.7127,2026-05-15
1150513,113,6835,圓裕,1622.5953,已完成合併財務報表之母子公司,是,7487.8133,已完成合併財務報表之母子公司,是,13270.7154,已完成合併財務報表之母子公司,是,3.7368,2026-05-15
1150513,113,6838,台新藥,N/A,N/A,否,N/A,N/A,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,6854,錼創科技-KY創,1512.0100,已完成合併財務報表之母子公司,是,3302.4700,已完成合併財務報表之母子公司,是,895.6900,已完成合併財務報表之母子公司,是,3.2300,2026-05-15
1150513,113,6861,睿生光電,9.6866,已完成母公司,是,3506.1486,已完成母公司,是,988.4375,已完成母公司,是,1.7676,2026-05-15
1150513,113,6862,三集瑞-KY,468.6912,已完成合併財務報表之母子公司,否,6024.3215,已完成合併財務報表之母子公司,否,4031.8673,完成母公司之「員工通勤」，以及合併財務報表之母子公司之「與燃料及能源相關活動」。,否,4.7835,2026-05-15
1150513,113,6863,永道-KY,214.0900,已完成合併財務報表之母子公司,是,5514.7000,已完成合併財務報表之母子公司,是,28680.0099,已完成合併財務報表之母子公司,是,12.3957,2026-05-15
1150513,113,6869,雲豹能源,414.4826,"已完成母公司,涵蓋以下部分合併財報子公司：台灣電能股份有限公司、光量能源股份有限公司、旭孝電力股份有限公司、辰宇能源股份有限公司、京承能源股份有限公司、京杰能源股份有限公司、帝崴電力股份有限公司、富迪能源股份有限公司、暴風電能股份有限公司、台普威能源股份有限公司。",是,1953.0682,"已完成母公司,涵蓋以下部分合併財報子公司：台灣電能股份有限公司、光量能源股份有限公司、旭孝電力股份有限公司、辰宇能源股份有限公司、京承能源股份有限公司、京杰能源股份有限公司、帝崴電力股份有限公司、富迪能源股份有限公司、暴風電能股份有限公司、台普威能源股份有限公司。",是,3665.5962,"已完成母公司,涵蓋以下部分合併財報子公司：台灣電能股份有限公司、光量能源股份有限公司、旭孝電力股份有限公司、辰宇能源股份有限公司、京承能源股份有限公司、京杰能源股份有限公司、帝崴電力股份有限公司、富迪能源股份有限公司、暴風電能股份有限公司、台普威能源股份有限公司。",是,0.0340,2026-05-15
1150513,113,6873,泓德能源,119.3744,已完成合併財務報表之母子公司,是,288.5087,已完成合併財務報表之母子公司,是,367.1536,已完成合併財務報表之母子公司,是,0.0403,2026-05-15
1150513,113,6885,全福生技,N/A,N/A,否,N/A,N/A,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,6887,寶綠特-KY,9985.7000,已完成合併財務報表之母子公司,是,18766.7400,已完成合併財務報表之母子公司,是,59217.1000,已完成合併財務報表之母子公司,是,16.1588,2026-05-15
1150513,113,6890,來億-KY,13068.6436,已完成合併財務報表之母子公司,是,105683.6538,已完成合併財務報表之母子公司,是,1066467.4224,已完成合併財務報表之母子公司,否,1.1661,2026-05-15
1150513,113,6901,鑽石投資,11.5250,母公司(目前無應納入合併財務報告子公司),是,82.1897,母公司(目前無應納入合併財務報告子公司),是,278.3027,母公司(目前無應納入合併財務報告子公司),是,N/A,2026-05-15
1150513,113,6902,GOGOLOOK-創,0.0000,已完成母公司,否,75282.0000,已完成母公司,否,N/A,N/A,否,0.8685,2026-05-15
1150513,113,6906,現觀科,N/A,N/A,否,129.9900,已完成母公司,否,7048.4900,已完成合併財務報表之母子公司,否,18.2400,2026-05-15
1150513,113,6909,創控,4.3576,已完成母公司,否,217.4054,已完成母公司,否,N/A,N/A,否,0.4471,2026-05-15
1150513,113,6914,阜爾運通,773.6021,已完成合併財務報表之母子公司,否,1852.1888,已完成合併財務報表之母子公司,否,N/A,N/A,否,0.5567,2026-05-15
1150513,113,6916,華凌,562.8754,已完成合併財務報表之母子公司,是,7281.6217,已完成合併財務報表之母子公司,是,9173.1486,已完成合併財務報表之母子公司,是,3.8568,2026-05-15
1150513,113,6918,愛派司,N/A,N/A,否,N/A,N/A,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,6919,康霈*,N/A,N/A,否,710.2781,已完成母公司,否,N/A,N/A,否,15.9850,2026-05-15
1150513,113,6923,中台,59344.9000,"已完成合併財務報表之母子公司,本公司以下營運據點：中台資源科技股份有限公司(一廠)、中台資源科技股份有限公司(二廠)、中台資源科技股份有限公司(三廠)",否,3014.9000,"已完成合併財務報表之母子公司,本公司以下營運據點：中台資源科技股份有限公司(一廠)、中台資源科技股份有限公司(二廠)、中台資源科技股份有限公司(三廠)",否,N/A,N/A,否,36.3244,2026-05-15
1150513,113,6924,榮惠-KY創,N/A,N/A,否,N/A,N/A,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,6928,攸泰科技,83.2548,"已完成母公司,台灣區子公司",是,453.3764,"已完成母公司,台灣區子公司",是,570.3459,"已完成母公司,台灣區子公司",是,0.2655,2026-05-15
1150513,113,6931,青松健康,N/A,N/A,否,N/A,N/A,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,6933,AMAX-KY,55.4357,艾瑪斯科技控股股份有限公司及我們位於美國之總部 AMAX Engineering Corporation,否,330.3542,艾瑪斯科技控股股份有限公司及我們位於美國之總部 AMAX Engineering Corporation,否,N/A,N/A,否,0.0700,2026-05-15
1150513,113,6936,永鴻生技,1291.1422,已完成母公司,是,2621.0626,已完成母公司,是,1818.6886,已完成母公司,是,3.0231,2026-05-15
1150513,113,6937,天虹,160.8462,已完成合併財務報表之母子公司,是,2542.1504,已完成合併財務報表之母子公司,是,1844.9313,已完成合併財務報表之母子公司,否,1.0400,2026-05-15
1150513,113,6944,兆聯實業,230.7600,已完成母公司,否,874.8400,已完成母公司,否,138.3800,已完成母公司,否,0.1200,2026-05-15
1150513,113,6949,沛爾生醫-創,27.7063,已完成母公司,否,630.1153,已完成母公司,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,6951,青新-創,3418.0401,已完成合併財務報表之母子公司,否,338.8159,已完成合併財務報表之母子公司,否,N/A,N/A,否,5.3767,2026-05-15
1150513,113,6952,大武山,1871.9741,"已完成母公司,完成子公司(台達蛋品公司)",是,3477.4770,"已完成母公司,完成子公司(台達蛋品公司)",是,973.9782,"已完成母公司,完成子公司(台達蛋品公司)",是,N/A,2026-05-15
1150513,113,6955,邦睿生技-創,21.0751,已完成母公司,否,96.1594,已完成母公司,否,0.2265,已完成母公司,否,0.5561,2026-05-15
1150513,113,6957,裕慶-KY,340.5549,本年度報告書資訊揭露之組織邊界以生產基地為考量，範圍僅涵蓋裕慶集團之台灣分公司、子公司蘇州裕慶金屬制品有限公司及昆山環宇木業有限公司之營運與生產據點，其中Beeline Corp、BEELINE Group LLC及郁智康股份有限公司之性質為投資控股或貿易性質而未列入。,否,3277.7406,本年度報告書資訊揭露之組織邊界以生產基地為考量，範圍僅涵蓋裕慶集團之台灣分公司、子公司蘇州裕慶金屬制品有限公司及昆山環宇木業有限公司之營運與生產據點，其中Beeline Corp、BEELINE Group LLC及郁智康股份有限公司之性質為投資控股或貿易性質而未列入。,否,N/A,N/A,否,0.7800,2026-05-15
1150513,113,6958,日盛台駿,1545.3226,母公司及子公司日盛全台通,否,523.6190,母公司及子公司日盛全台通,否,N/A,N/A,否,0.1772,2026-05-15
1150513,113,6962,奕力-KY,2.0730,奕力科技新竹辦公室,否,1354.6100,奕力科技新竹辦公室,否,N/A,N/A,否,0.0604,2026-05-15
1150513,113,6965,中傑-KY,59083.6100,台灣總部、越南寧平,否,16877.8950,台灣總部、越南寧平,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,6969,成信實業*-創,1178.5025,已完成母公司,否,2031.1284,已完成母公司,否,108.2397,已完成母公司,否,16.5710,2026-05-15
1150513,113,6988,威力暘-創,5.2400,已完成母公司,否,457.1500,已完成母公司,否,N/A,N/A,否,0.8900,2026-05-15
1150513,113,6994,富威電力,174.2054,已完成合併財務報表之母子公司,是,5332.3589,已完成合併財務報表之母子公司,是,1126.4000,已完成合併財務報表之母子公司,是,3.5160,2026-05-15
1150513,113,7631,聚賢研發,28.0904,已完成母公司,否,41.3769,已完成母公司,否,92.4635,已完成母公司,否,0.0817,2026-05-15
1150513,113,7705,三商餐飲,7604.5417,已完成合併財務報表之母子公司,否,33700.4919,已完成合併財務報表之母子公司,否,N/A,N/A,否,6.5300,2026-05-15
1150513,113,7722,LINEPAY,3.1043,已完成母公司,否,176.2323,已完成母公司,否,N/A,N/A,否,0.0291,2026-05-15
1150513,113,7732,金興精密,247.1843,已完成合併財務報表之母子公司,是,2411.9057,已完成合併財務報表之母子公司,是,8301.3789,已完成合併財務報表之母子公司,是,1.5636,2026-05-15
1150513,113,7736,虎山,N/A,N/A,否,N/A,N/A,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,7740,熙特爾,N/A,N/A,否,N/A,N/A,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,7749,意騰-KY,16.1200,已完成母公司,否,152.2000,已完成母公司,否,10.5600,已完成母公司,否,N/A,2026-05-15
1150513,113,7788,松川精密,853.6321,"已完成母公司,已完成部分子公司：松川(廈門)精密電子有限公司",是,17352.0110,"已完成母公司,已完成部分子公司：松川(廈門)精密電子有限公司",是,37285.8610,"已完成母公司,已完成部分子公司：松川(廈門)精密電子有限公司",是,2.8222,2026-05-15
1150513,113,8011,台通,912.6641,已完成母公司,否,1081.7595,已完成母公司,否,4861.0086,已完成母公司,否,0.8018,2026-05-15
1150513,113,8016,矽創,15.2074,矽創(新竹總公司及臺北辦公室),否,997.8435,矽創(新竹總公司及臺北辦公室),否,444.1214,矽創(新竹總公司及臺北辦公室),否,0.1367,2026-05-15
1150513,113,8021,尖點,1302.7038,"已完成母公司,上海尖點精密工具有限公司、上海潤點納米材料有限公司、欣點科技股份有限公司",是,17812.1340,"已完成母公司,上海尖點精密工具有限公司、上海潤點納米材料有限公司、欣點科技股份有限公司",是,9167.0534,"已完成母公司,上海尖點精密工具有限公司、上海潤點納米材料有限公司、欣點科技股份有限公司",是,7.2598,2026-05-15
1150513,113,8028,昇陽半導體,4679.7174,已完成母公司,是,23966.9688,已完成母公司,是,10494.8936,已完成母公司,是,8.0658,2026-05-15
1150513,113,8033,雷虎,92.8112,已完成母公司,否,1168.9333,已完成母公司,否,1482.7997,已完成母公司,否,N/A,2026-05-15
1150513,113,8039,台虹,9629.8389,已完成母公司,是,18748.5741,已完成母公司,是,55015.0998,已完成母公司,是,3.4545,2026-05-15
1150513,113,8045,達運光電,73.5763,已完成母公司,否,644.7225,已完成母公司,否,N/A,N/A,否,0.0041,2026-05-15
1150513,113,8046,南電,5496.2900,已完成母公司,是,422416.0700,已完成母公司,是,328657.5200,已完成母公司,是,13.2500,2026-05-15
1150513,113,8070,長華*,3613.0000,已完成合併財務報表之母子公司,是,48765.0000,已完成合併財務報表之母子公司,是,59259.0000,已完成合併財務報表之母子公司,是,3.0400,2026-05-15
1150513,113,8072,陞泰,N/A,N/A,否,N/A,N/A,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,8081,致新,49.9800,已完成母公司,否,1290.7600,已完成母公司,否,N/A,N/A,否,0.1839,2026-05-15
1150513,113,8101,華冠,N/A,N/A,否,N/A,N/A,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,8103,瀚荃,40.6271,已完成母公司,是,176.6035,已完成母公司,是,35.7048,已完成母公司,是,0.1195,2026-05-15
1150513,113,8104,錸寶,61.3422,已完成母公司,否,8681.8091,已完成母公司,否,1821.1067,已完成母公司,否,13.9890,2026-05-15
1150513,113,8105,凌巨,38271.4439,凌巨科技股份有限公司八德廠,是,79706.7371,凌巨科技股份有限公司八德廠,是,N/A,N/A,否,13.4569,2026-05-15
1150513,113,8110,華東,3934.9522,已完成母公司,是,78040.9078,已完成母公司,是,18405.1328,已完成母公司,是,16.3657,2026-05-15
1150513,113,8112,至上,20.0420,"已完成母公司,2024年度溫室氣體盤查範圍：至上電子(母公司)以及本次納入邊界之子公司(尚驛、保康特、高達能源、威恆香港、高照國際、香港芯知己)。",是,400.2130,"已完成母公司,2024年度溫室氣體盤查範圍：至上電子(母公司)以及本次納入邊界之子公司(尚驛、保康特、高達能源、威恆香港、高照國際、香港芯知己)。",是,1576.3380,"已完成母公司,2024年度範疇三溫室氣體盤查範圍：至上電子以及本次納入邊界之子公司(尚驛、保康特、高達能源、威恆香港、高照國際、香港芯知己)。",否,0.0020,2026-05-15
1150513,113,8114,振樺電,1208.8040,已完成合併財務報表之母子公司,是,4816.9945,已完成合併財務報表之母子公司,是,1207.7427,已完成合併財務報表之母子公司,是,0.4338,2026-05-15
1150513,113,8131,福懋科,2993.8593,營運控制權,是,115739.4863,營運控制權,是,74941.7521,營運控制權,否,13.2922,2026-05-15
1150513,113,8150,南茂,3891.5984,已完成合併財務報表之母子公司,是,246033.0689,已完成合併財務報表之母子公司,是,105286.7730,已完成合併財務報表之母子公司,是,11.0119,2026-05-15
1150513,113,8162,微矽電子-創,198.9093,已完成本公司所有營運據點。(公司無子公司),是,12665.8948,已完成本公司所有營運據點。(公司無子公司),是,N/A,N/A,否,12.0893,2026-05-15
1150513,113,8163,達方,3604.4918,"已完成母公司,達方(包含總部與桃園廠、台南廠、蘇州廠、淮安廠、重慶廠、越南廠)",是,47390.5464,已完成母公司,是,17392.0461,已完成母公司,是,3.5956,2026-05-15
1150513,113,8201,無敵,43.1854,已完成合併財務報表之母子公司,是,344.2649,已完成合併財務報表之母子公司,是,98.8622,已完成合併財務報表之母子公司,是,1.0446,2026-05-15
1150513,113,8210,勤誠,1305.3580,溫室氣體盤查邊界: 勤誠總部、嘉義廠、勤昆廠、前盛廠、勤鋒廠、美國辦公室、德國辦公室、中國辦公室,是,9973.5080,溫室氣體盤查邊界: 勤誠總部、嘉義廠、勤昆廠、前盛廠、勤鋒廠、美國辦公室、德國辦公室、中國辦公室,是,37293.7977,確信範圍: 勤誠總部、嘉義廠、勤鋒廠、勤昆廠、前盛廠,是,0.7800,2026-05-15
1150513,113,8213,志超,11372.1390,"已完成母公司,本公司(母公司)、統盟無錫、祥豐中山、志超遂寧、志超越南、宇環科技、志昱科技",是,234220.0770,"已完成母公司,本公司(母公司)、統盟無錫、祥豐中山、志超遂寧、志超越南、宇環科技、志昱科技",是,261675.4870,"已完成母公司,本公司(母公司)、統盟無錫、祥豐中山、志超遂寧、志超越南、宇環科技、志昱科技",是,13.8700,2026-05-15
1150513,113,8215,明基材,24160.9448,已完成母公司,是,25948.4107,已完成母公司,是,77764.1351,已完成母公司,是,2.6956,2026-05-15
1150513,113,8222,寶一,73.5436,已完成母公司,是,3794.7871,已完成母公司,是,1445.0042,已完成母公司,是,6.4500,2026-05-15
1150513,113,8249,菱光,12.7592,已完成母公司,否,124.8781,已完成母公司,否,N/A,N/A,否,0.0327,2026-05-15
1150513,113,8261,富鼎,33.5747,已完成合併財務報表之母子公司,是,498.3744,已完成合併財務報表之母子公司,是,408.6845,已完成合併財務報表之母子公司,是,0.1823,2026-05-15
1150513,113,8271,宇瞻,122.9475,已完成母公司,是,1672.2789,已完成母公司,是,416.5320,已完成母公司,是,0.2291,2026-05-15
1150513,113,8341,日友,132707.3330,已完成母公司,否,11442.5650,已完成母公司,否,N/A,N/A,否,N/A,2026-05-15
1150513,113,8367,建新國際,5719.6000,已完成母公司,否,1246.0100,已完成母公司,否,N/A,N/A,否,4.7458,2026-05-15
1150513,113,8374,羅昇,283.2004,"已完成母公司,包含子公司Cyber South Management Ltd.、Proton Inc、 Ace Tek(HK) Holding Co., Ltd.、Standard International Trading (Shanghai) Co., Ltd.",是,87.1250,"已完成母公司,包含子公司Cyber South Management Ltd.、Proton Inc、 Ace Tek(HK) Holding Co., Ltd.、Standard International Trading (Shanghai) Co., Ltd.",是,N/A,N/A,否,0.3617,2026-05-15
1150513,113,8404,百和興業-KY,45900.2900,江蘇百宏複合材料科技股份有限公司、東莞百宏實業有限公司、越南百宏責任有限公司,是,46685.3400,江蘇百宏複合材料科技股份有限公司、東莞百宏實業有限公司、越南百宏責任有限公司,是,1188.0600,江蘇百宏複合材料科技股份有限公司、東莞百宏實業有限公司、越南百宏責任有限公司,是,13.5000,2026-05-15
