出表日期,公司代號,公司名稱,大股東名稱,date
1150514,1503,士電,國賓大飯店股份有限公司,2026-05-15
1150514,1504,東元,寶佳資產管理股份有限公司,2026-05-15
1150514,1506,正道,大成國際鋼鐵股份有限公司,2026-05-15
1150514,1512,瑞利,健瑞創業投資有限公司,2026-05-15
1150514,1516,川飛,謝縈俞,2026-05-15
1150514,1517,利奇,立旺投資有限公司,2026-05-15
1150514,1521,大億,大緯投資企業股份有限公司,2026-05-15
1150514,1521,大億,株式會社小糸製作所,2026-05-15
1150514,1522,堤維西,國啟敏投資股份有限公司,2026-05-15
1150514,1522,堤維西,億亨投資股份有限公司,2026-05-15
1150514,1524,耿鼎,方建春,2026-05-15
1150514,1524,耿鼎,李茂源,2026-05-15
1150514,1525,江申,中華汽車工業股份有限公司,2026-05-15
1150514,1525,江申,國瑞汽車股份有限公司,2026-05-15
1150514,1526,日馳,日倉投資股份有限公司,2026-05-15
1150514,1528,恩德,事欣科技股份有限公司,2026-05-15
1150514,1529,樂事綠能,官田鋼鐵股份有限公司,2026-05-15
1150514,1530,亞崴,程泰機械股份有限公司,2026-05-15
1150514,1531,高林股,林郁文,2026-05-15
1150514,1531,高林股,鴻林投資股份有限公司,2026-05-15
1150514,1532,勤美,銓遠投資股份有限公司,2026-05-15
1150514,1533,車王電,寶富投資股份有限公司,2026-05-15
1150514,1535,中宇,中國鋼鐵股份有限公司,2026-05-15
1150514,1537,廣隆,李瑞勳,2026-05-15
1150514,1538,正峰,百仕富投資股份有限公司,2026-05-15
1150514,1539,巨庭,張灼貞,2026-05-15
1150514,1540,喬福,林聖明,2026-05-15
1150514,1541,錩泰,張經金,2026-05-15
1150514,1541,錩泰,劉秀月,2026-05-15
1150514,1568,倉佑,梁鑫投資股份有限公司,2026-05-15
1150514,1583,程泰,楊德華,2026-05-15
1150514,1587,吉茂,日商株式會社ＤＥＮＳＯ,2026-05-15
1150514,1589,永冠-KY,張賢銘,2026-05-15
1150514,1597,直得,陳麗芬,2026-05-15
1150514,1598,岱宇,林英俊,2026-05-15
1150514,1603,華電,陳鶴原,2026-05-15
1150514,1608,華榮,第一伸銅科技股份有限公司,2026-05-15
1150514,1615,大山,蘇文宗,2026-05-15
1150514,1615,大山,蘇文彬,2026-05-15
1150514,1615,大山,蘇文寬,2026-05-15
1150514,1617,榮星,大亞電線電纜股份有限公司,2026-05-15
1150514,1617,榮星,日商古河電磁線株式會社,2026-05-15
1150514,1618,合機,嵩益實業股份有限公司,2026-05-15
1150514,1623,大東電,東哲投資股份有限公司,2026-05-15
1150514,1626,艾美特-KY,Pearl Place Holdings Limited,2026-05-15
1150514,1702,南僑,皇家可口股份有限公司,2026-05-15
1150514,1702,南僑,陳羽文,2026-05-15
1150514,1711,永光,永德投資股份有限公司,2026-05-15
1150514,1712,興農,劉雲松,2026-05-15
1150514,1713,國化,中城投資股份有限公司,2026-05-15
1150514,1713,國化,利泰投資股份有限公司,2026-05-15
1150514,1713,國化,恆昌投資股份有限公司,2026-05-15
1150514,1714,和桐,恆益投資股份有限公司,2026-05-15
1150514,1717,長興,光陽工業股份有限公司,2026-05-15
1150514,1718,中纖,磐亞股份有限公司,2026-05-15
1150514,1720,生達,范滋彬,2026-05-15
1150514,1720,生達,范進財,2026-05-15
1150514,1722,台肥,農業部,2026-05-15
1150514,1723,中碳,中國鋼鐵股份有限公司,2026-05-15
1150514,1725,元禎,元鼎投資股份有限公司,2026-05-15
1150514,1725,元禎,芳慶實業股份有限公司,2026-05-15
1150514,1726,永記,永盈投資股份有限公司,2026-05-15
1150514,1730,花仙子,十大投資股份有限公司,2026-05-15
1150514,1731,美吾華,力領投資股份有限公司,2026-05-15
1150514,1731,美吾華,誠意投資股份有限公司,2026-05-15
1150514,1731,美吾華,懷特生技新藥股份有限公司,2026-05-15
1150514,1732,毛寶,吳賢泰,2026-05-15
1150514,1732,毛寶,泛洋投資股份有限公司,2026-05-15
1150514,1733,五鼎,三陽工業股份有限公司,2026-05-15
1150514,1733,五鼎,沈燕士,2026-05-15
1150514,1734,杏輝,杏達投資股份有限公司,2026-05-15
1150514,1735,日勝化,日商愛克工業株式會社,2026-05-15
1150514,1736,喬山,羅光廷,2026-05-15
1150514,1736,喬山,羅崑泉,2026-05-15
1150514,1737,臺鹽,經濟部,2026-05-15
1150514,1752,南光,正兆投資股份有限公司,2026-05-15
1150514,1760,寶齡富錦,班友投資股份有限公司,2026-05-15
1150514,1762,中化生,中國化學製藥股份有限公司,2026-05-15
1150514,1773,勝一,裕國合板股份有限公司,2026-05-15
1150514,1773,勝一,寧漢企業股份有限公司,2026-05-15
1150514,1783,和康生,大江生醫股份有限公司,2026-05-15
1150514,1789,神隆,行政院國家發展基金管理會,2026-05-15
1150514,1789,神隆,統一企業股份有限公司,2026-05-15
1150514,1795,美時,香港商Alvogen Emerging Markets Holdings Ltd.,2026-05-15
1150514,1802,台玻,台豐投資股份有限公司,2026-05-15
1150514,1802,台玻,合和投資股份有限公司,2026-05-15
1150514,1805,寶徠,璞全廣告股份有限公司,2026-05-15
1150514,1817,凱撒衛,世豐螺絲股份有限公司,2026-05-15
1150514,1905,華紙,永豐餘投資控股股份有限公司,2026-05-15
1150514,1906,寶隆,榮成紙業股份有限公司,2026-05-15
1150514,1909,榮成,寶隆國際股份有限公司,2026-05-15
1150514,2002,中鋼,經濟部,2026-05-15
1150514,2006,東和鋼鐵,伸原投資股份有限公司,2026-05-15
1150514,2007,燁興,燁輝企業股份有限公司,2026-05-15
1150514,2007,燁興,燁聯鋼鐵股份有限公司,2026-05-15
1150514,2008,高興昌,呂泰榮,2026-05-15
1150514,2008,高興昌,協昌興貿易股份有限公司,2026-05-15
1150514,2008,高興昌,輝達投資股份有限公司,2026-05-15
1150514,2009,第一銅,王楊碧娥,2026-05-15
1150514,2009,第一銅,華榮電線電纜股份有限公司,2026-05-15
1150514,2012,春雨,百佳圓投資股份有限公司,2026-05-15
1150514,2013,中鋼構,中國鋼鐵股份有限公司,2026-05-15
1150514,2013,中鋼構,台灣光罩股份有限公司,2026-05-15
1150514,2014,中鴻,中國鋼鐵股份有限公司,2026-05-15
1150514,2017,官田鋼,保利都投資股份有限公司,2026-05-15
1150514,2020,美亞,源泉鋼鐵股份有限公司,2026-05-15
1150514,2023,燁輝,偉喬投資開發(股)公司,2026-05-15
1150514,2023,燁輝,燁聯鋼鐵股份有限公司,2026-05-15
1150514,2024,志聯,大盛國際投資股份有限公司,2026-05-15
1150514,2024,志聯,仁河國際投資股份有限公司,2026-05-15
1150514,2024,志聯,潘仲良,2026-05-15
1150514,2028,威致,惠淳投資股份有限公司,2026-05-15
1150514,2029,盛餘,日商株式會社淀鋼,2026-05-15
1150514,2030,彰源,鑫捷欣股份有限公司,2026-05-15
1150514,2031,新光鋼,含德投資股份有限公司,2026-05-15
1150514,2034,允強,泰強投資股份有限公司,2026-05-15
1150514,2038,海光,海明投資(股)公司,2026-05-15
1150514,2059,川湖,林聰吉,2026-05-15
1150514,2062,橋椿,禾益投資股份有限公司,2026-05-15
1150514,2062,橋椿,楊慶祺,2026-05-15
1150514,2069,運錩,昱佶投資股份有限公司,2026-05-15
1150514,2072,世紀風電,世紀鋼鐵結構股份有限公司,2026-05-15
1150514,2101,南港,南冠輪胎股份有限公司,2026-05-15
1150514,2102,泰豐,南港輪胎股份有限公司,2026-05-15
1150514,2104,國際中橡,臺灣水泥股份有限公司,2026-05-15
1150514,2105,正新,羅明和,2026-05-15
1150514,2105,正新,羅結紀念股份有限公司,2026-05-15
1150514,2106,建大,楊啟仁,2026-05-15
1150514,2107,厚生,瑞孚建設股份有限公司,2026-05-15
1150514,2108,南帝,臺南紡織股份有限公司,2026-05-15
1150514,2109,華豐,兆豐國際商業銀行受託保管住友橡膠工業株式會社投資專,2026-05-15
1150514,2114,鑫永銓,佑臻股份有限公司,2026-05-15
1150514,2114,鑫永銓,季旺成股份有限公司,2026-05-15
1150514,2115,六暉-KY,ＤＡＹＬＩＧＨＴＢＵＳＩＮＥＳＳＣＯ．，ＬＴＤ,2026-05-15
1150514,2115,六暉-KY,ＧＥＴＪＯＩＮＴＢＵＳＩＮＥＳＳＣＯＲＰＯＲＡＴＩＯＮ,2026-05-15
1150514,2201,裕隆,中華汽車工業股份有限公司,2026-05-15
1150514,2201,裕隆,台元紡織股份有限公司,2026-05-15
1150514,2204,中華,三菱自動車工業株式會社,2026-05-15
1150514,2204,中華,台元紡織股份有限公司,2026-05-15
1150514,2207,和泰車,豐田自動車株式會社,2026-05-15
1150514,2208,台船,行政院國家發展基金管理會,2026-05-15
1150514,2211,長榮鋼,長榮海運股份有限公司,2026-05-15
1150514,2211,長榮鋼,張國華,2026-05-15
1150514,2227,裕日車,日產自動車株式會社,2026-05-15
1150514,2227,裕日車,裕隆汽車製造股份有限公司,2026-05-15
1150514,2228,劍麟,孟卿投資股份有限公司,2026-05-15
1150514,2231,為升,尤山泉,2026-05-15
1150514,2231,為升,駿昌投資股份有限公司,2026-05-15
1150514,2231,為升,駿瑞投資股份有限公司,2026-05-15
1150514,2233,宇隆,伸興工業股份有限公司,2026-05-15
1150514,2233,宇隆,程泰機械股份有限公司,2026-05-15
1150514,2236,百達-KY,WEE HONG JIE(黃泓杰),2026-05-15
1150514,2239,英利-KY,林啟彬,2026-05-15
1150514,2241,艾姆勒,寶裕第二投資股份有限公司,2026-05-15
1150514,2243,宏旭-KY,林美英,2026-05-15
1150514,2243,宏旭-KY,林維源,2026-05-15
1150514,2247,汎德永業,三傑股份有限公司,2026-05-15
1150514,2247,汎德永業,德成股份有限公司,2026-05-15
1150514,2247,汎德永業,興榮股份有限公司,2026-05-15
1150514,2247,汎德永業,韻華股份有限公司,2026-05-15
1150514,2248,華勝-KY,Ｅｉｇｈｔ  Ｅａｇｌｅｓ  Ｖｅｎｔｕｒｅ  Ｉｎｃ,2026-05-15
1150514,2248,華勝-KY,Ｓｔｒｉｋｉｎｇ  Ｒｅｔｕｒｎｓ  Ｇｒｏｕｐ  Ｉｎｃ,2026-05-15
1150514,2250,IKKA-KY,能率創新股份有限公司,2026-05-15
1150514,2250,IKKA-KY,捷邦國際科技股份有限公司,2026-05-15
1150514,2254,巨鎧精密-創,昇祈投資有限公司,2026-05-15
1150514,2254,巨鎧精密-創,奕勝投資有限公司,2026-05-15
1150514,2254,巨鎧精密-創,英屬維京群島商ＧＡＬＡＸＹ  ＩＮＶＥＳＴＭＥＮＴ  ＶＥＮＴＵＲＥ,2026-05-15
1150514,2258,鴻華先進-創,華創車電技術中心股份有限公司,2026-05-15
1150514,2258,鴻華先進-創,鴻海精密工業股份有限公司,2026-05-15
1150514,2302,麗正,大人物開發股份有限公司,2026-05-15
1150514,2302,麗正,瑞業興業股份有限公司,2026-05-15
1150514,2305,全友,伯光企業股份有限公司,2026-05-15
1150514,2305,全友,威盛聯合開發股份有限公司,2026-05-15
1150514,2308,台達電,香港商香達國際有限公司,2026-05-15
1150514,2316,楠梓電,節能互利股份有限公司,2026-05-15
1150514,2317,鴻海,郭台銘,2026-05-15
1150514,2321,東訊,東元電機股份有限公司,2026-05-15
1150514,2328,廣宇,鴻海精密工業股份有限公司,2026-05-15
1150514,2329,華泰,頎邦科技股份有限公司,2026-05-15
1150514,2331,精英,大同股份有限公司,2026-05-15
1150514,2338,光罩,光揚曜投資股份有限公司,2026-05-15
1150514,2340,台亞,台灣日亞化學股份有限公司,2026-05-15
1150514,2342,茂矽,朋程科技股份有限公司,2026-05-15
1150514,2344,華邦電,華新麗華股份有限公司,2026-05-15
1150514,2347,聯強,神通電腦股份有限公司,2026-05-15
1150514,2348,海悅,王俊傑,2026-05-15
1150514,2348,海悅,林輔政,2026-05-15
1150514,2348,海悅,富悅投資股份有限公司,2026-05-15
1150514,2348,海悅,曾俊盛,2026-05-15
1150514,2348,海悅,黃希文,2026-05-15
1150514,2352,佳世達,友達光電股份有限公司,2026-05-15
1150514,2359,所羅門,陳呂素玉,2026-05-15
1150514,2362,藍天,許崑泰,2026-05-15
1150514,2363,矽統,聯華電子股份有限公司,2026-05-15
1150514,2364,倫飛,Ｐｒｏｔｅｇａｓ  Ｆｕｔｕｒｏ  Ｈｏｌｄ,2026-05-15
1150514,2364,倫飛,高氏企業開發股份有限公司,2026-05-15
1150514,2368,金像電,楊長基,2026-05-15
1150514,2373,震旦行,震旦國際股份有限公司,2026-05-15
1150514,2374,佳能,能率創新股份有限公司,2026-05-15
1150514,2380,虹光,羅秀春,2026-05-15
1150514,2382,廣達,千宇投資股份有限公司,2026-05-15
1150514,2382,廣達,林百里,2026-05-15
1150514,2387,精元,蔡火爐,2026-05-15
1150514,2387,精元,蔡曾淑萍,2026-05-15
1150514,2390,云辰,張姿玲,2026-05-15
1150514,2392,正崴,鑫鴻國際投資股份有限公司,2026-05-15
1150514,2395,研華,研本投資股份有限公司,2026-05-15
1150514,2395,研華,科辰投資股份有限公司,2026-05-15
1150514,2395,研華,華碩電腦股份有限公司,2026-05-15
1150514,2397,友通,佳世達科技股份有限公司,2026-05-15
1150514,2401,凌陽,黃洲杰,2026-05-15
1150514,2402,毅嘉,黃秋永,2026-05-15
1150514,2408,南亞科,南亞塑膠工業股份有限公司,2026-05-15
1150514,2412,中華電,交通部,2026-05-15
1150514,2414,精技,恆捷科技股份有限公司,2026-05-15
1150514,2417,圓剛,郭重松,2026-05-15
1150514,2417,圓剛,圓展科技股份有限公司,2026-05-15
1150514,2419,仲琦,明泰科技股份有限公司,2026-05-15
1150514,2423,固緯,林錦章,2026-05-15
1150514,2424,隴華,王光祥,2026-05-15
1150514,2424,隴華,欣慶投資開發股份有限公司,2026-05-15
1150514,2425,承啟,億城國際開發股份有限公司,2026-05-15
1150514,2427,三商電,三商投資控股股份有限公司,2026-05-15
1150514,2428,興勤,亦勤投資股份有限公司,2026-05-15
1150514,2428,興勤,播勤投資股份有限公司,2026-05-15
1150514,2429,銘旺科,世達興實業股份有限公司,2026-05-15
1150514,2430,燦坤,燦坤投資股份有限公司,2026-05-15
1150514,2431,聯昌,東元電機股份有限公司,2026-05-15
1150514,2432,倚天酷碁-創,宏碁股份有限公司,2026-05-15
1150514,2433,互盛電,震旦行股份有限公司,2026-05-15
1150514,2433,互盛電,震旦國際股份有限公司,2026-05-15
1150514,2434,統懋,定宏國際投資有限公司,2026-05-15
1150514,2434,統懋,謝碧蓮,2026-05-15
1150514,2440,太空梭,王坤鈿,2026-05-15
1150514,2441,超豐,力成科技股份有限公司,2026-05-15
1150514,2442,新美齊,高美投資有限公司,2026-05-15
1150514,2450,神腦,中華電信股份有限公司,2026-05-15
1150514,2451,創見,萬情投資股份有限公司,2026-05-15
1150514,2453,凌群,劉瑞復,2026-05-15
1150514,2457,飛宏,林中民,2026-05-15
1150514,2459,敦吉,鍾正宏,2026-05-15
1150514,2460,建通,成豐投資有限公司,2026-05-15
1150514,2460,建通,鼎曜投資有限公司,2026-05-15
1150514,2460,建通,總福投資有限公司,2026-05-15
1150514,2462,良得電,良維科技股份有限公司,2026-05-15
1150514,2465,麗臺,大訊科技股份有限公司,2026-05-15
1150514,2467,志聖,均豪精密工業股份有限公司,2026-05-15
1150514,2467,志聖,海杏投資股份有限公司,2026-05-15
1150514,2468,華經,大聯大控股股份有限公司,2026-05-15
1150514,2472,立隆電,琪發企業股份有限公司,2026-05-15
1150514,2477,美隆電,新加坡商泛國（私營）有限公司,2026-05-15
1150514,2481,強茂,金茂投資股份有限公司,2026-05-15
1150514,2482,連宇,連慶投資股份有限公司,2026-05-15
1150514,2483,百容,蕭堂,2026-05-15
1150514,2491,吉祥全,廣砷投資有限公司,2026-05-15
1150514,2492,華新科,華新麗華股份有限公司,2026-05-15
1150514,2493,揚博,蘇勝義,2026-05-15
1150514,2495,普安,羅仕東,2026-05-15
1150514,2501,國建,國泰人壽職工退休基金管理委員會,2026-05-15
1150514,2501,國建,萬寶開發股份有限公司,2026-05-15
1150514,2509,全坤建,全毅投資股份有限公司,2026-05-15
1150514,2511,太子,統一企業股份有限公司,2026-05-15
1150514,2514,龍邦,福座開發股份有限公司,2026-05-15
1150514,2515,中工,中國石油化學工業開發股份有限公司,2026-05-15
1150514,2515,中工,堡新投資股份有限公司,2026-05-15
1150514,2520,冠德,宇德投資股份有限公司,2026-05-15
1150514,2520,冠德,劉美朱,2026-05-15
1150514,2524,京城,天剛投資股份有限公司,2026-05-15
1150514,2524,京城,天籟投資股份有限公司,2026-05-15
1150514,2524,京城,蔡天贊,2026-05-15
1150514,2527,宏璟,日月光半導體製造股份有限公司,2026-05-15
1150514,2528,皇普,和築投資有限公司,2026-05-15
1150514,2530,華建,佳峻投資股份有限公司,2026-05-15
1150514,2536,宏普,富達投資股份有限公司,2026-05-15
1150514,2536,宏普,華展投資股份有限公司,2026-05-15
1150514,2537,聯上發,蘇永義,2026-05-15
1150514,2539,櫻花建,合陽管理顧問股份有限公司,2026-05-15
1150514,2539,櫻花建,林陳海,2026-05-15
1150514,2539,櫻花建,曾淑瓊,2026-05-15
1150514,2540,愛山林,丰雲廣告有限公司,2026-05-15
1150514,2540,愛山林,甲山林廣告股份有限公司,2026-05-15
1150514,2540,愛山林,仰山林廣告有限公司,2026-05-15
1150514,2540,愛山林,祝園實業股份有限公司,2026-05-15
1150514,2543,皇昌,豐鑫開發投資股份有限公司,2026-05-15
1150514,2545,皇翔,皇俊投資股份有限公司,2026-05-15
1150514,2545,皇翔,皇銘實業股份有限公司,2026-05-15
1150514,2546,根基,冠德建設股份有限公司,2026-05-15
1150514,2547,日勝生,林榮顯,2026-05-15
1150514,2597,潤弘,潤泰創新國際股份有限公司,2026-05-15
1150514,2603,長榮,張國華,2026-05-15
1150514,2606,裕民,亞洲水泥股份有限公司,2026-05-15
1150514,2607,榮運,長榮海運股份有限公司,2026-05-15
1150514,2609,陽明,交通部,2026-05-15
1150514,2609,陽明,行政院國家發展基金管理會,2026-05-15
1150514,2610,華航,財團法人中華航空事業發展基金會,2026-05-15
1150514,2611,志信,天品開發股份有限公司,2026-05-15
1150514,2612,中航,航偉投資控股股份有限公司,2026-05-15
1150514,2612,中航,貿聯企業股份有限公司,2026-05-15
1150514,2613,中櫃,大同通運股份有限公司,2026-05-15
1150514,2615,萬海,賴商怡春航運公司,2026-05-15
1150514,2617,台航,交通部,2026-05-15
1150514,2617,台航,陽明海運股份有限公司,2026-05-15
1150514,2630,亞航,台翔航太工業股份有限公司,2026-05-15
1150514,2630,亞航,台灣糖業股份有限公司,2026-05-15
1150514,2633,台灣高鐵,交通部,2026-05-15
1150514,2634,漢翔,經濟部,2026-05-15
1150514,2637,慧洋-KY,藍俊昇,2026-05-15
1150514,2642,宅配通,台灣伊藤忠股份有限公司,2026-05-15
1150514,2642,宅配通,東元電機股份有限公司,2026-05-15
1150514,2645,長榮航太,立榮航空股份有限公司,2026-05-15
1150514,2645,長榮航太,長榮航空股份有限公司,2026-05-15
1150514,2701,萬企,今日股份有限公司,2026-05-15
1150514,2701,萬企,第一華僑大飯店股份有限公司,2026-05-15
1150514,2701,萬企,禪豐投資股份有限公司,2026-05-15
1150514,2702,華園,穎川國際企業股份有限公司,2026-05-15
1150514,2704,國賓,士林電機廠股份有限公司,2026-05-15
1150514,2705,六福,莊豐如,2026-05-15
1150514,2706,第一店,今武投資股份有限公司,2026-05-15
1150514,2706,第一店,文華投資股份有限公司,2026-05-15
1150514,2706,第一店,萬華企業股份有限公司,2026-05-15
1150514,2707,晶華,南豐興企業股份有限公司,2026-05-15
1150514,2712,遠雄來,遠雄國際投資股份有限公司,2026-05-15
1150514,2722,夏都,中欣開發股份有限公司,2026-05-15
1150514,2722,夏都,中環股份有限公司,2026-05-15
1150514,2722,夏都,官田投資開發股份有限公司,2026-05-15
1150514,2723,美食-KY,Infinity Emerging Markets Limited,2026-05-15
1150514,2723,美食-KY,吳政學,2026-05-15
1150514,2731,雄獅,王文傑,2026-05-15
1150514,2739,寒舍,東方美企業股份有限公司,2026-05-15
1150514,2739,寒舍,宣威投資股份有限公司,2026-05-15
1150514,2748,雲品,雲朗觀光股份有限公司,2026-05-15
1150514,2753,八方雲集,林家鈺,2026-05-15
1150514,2753,八方雲集,富御投資股份有限公司,2026-05-15
1150514,2762,世界健身-KY,ＣＷＦＳＨＯＬＤＩＮＧＳＳＰＣＬＩＭＩＴＥＤ盈沛控股有限公司,2026-05-15
1150514,2801,彰銀,財政部,2026-05-15
1150514,2812,台中銀,中國人造纖維股份有限公司,2026-05-15
1150514,2816,旺旺保,旺旺食品股份有限公司,2026-05-15
1150514,2816,旺旺保,旺嘉事業股份有限公司,2026-05-15
1150514,2816,旺旺保,蔡合旺事業股份有限公司,2026-05-15
1150514,2820,華票,王道商業銀行股份有限公司,2026-05-15
1150514,2820,華票,寶佳資產管理股份有限公司,2026-05-15
1150514,2832,台產,臺灣銀行股份有限公司,2026-05-15
1150514,2834,臺企銀,臺灣銀行股份有限公司,2026-05-15
1150514,2836,高雄銀,晉禾企業股份有限公司,2026-05-15
1150514,2836,高雄銀,高雄市政府,2026-05-15
1150514,2849,安泰銀,"Longreach Edith Investment Cooperatief 2,U.A.",2026-05-15
1150514,2849,安泰銀,"Longreach Edith Investment Cooperatief 3,U.A.",2026-05-15
1150514,2849,安泰銀,"Longreach Edith Investment Cooperatief,U.A.",2026-05-15
1150514,2850,新產,新光紡織股份有限公司,2026-05-15
1150514,2851,中再保,長榮國際股份有限公司,2026-05-15
1150514,2855,統一證,統一企業股份有限公司,2026-05-15
1150514,2867,三商壽,三商投資控股股份有限公司,2026-05-15
1150514,2880,華南金,臺灣銀行股份有限公司,2026-05-15
1150514,2881,富邦金,台北市政府,2026-05-15
1150514,2882,國泰金,萬寶開發股份有限公司,2026-05-15
1150514,2882,國泰金,霖園投資股份有限公司,2026-05-15
1150514,2892,第一金,財政部,2026-05-15
1150514,2897,王道銀行,明山投資股份有限公司,2026-05-15
1150514,2901,欣欣,國軍退除役官兵輔導委員會,2026-05-15
1150514,2903,遠百,遠東新世紀股份有限公司,2026-05-15
1150514,2904,匯僑,閎常國際股份有限公司,2026-05-15
1150514,2905,三商,孚盛投資有限公司,2026-05-15
1150514,2905,三商,商林投資股份有限公司,2026-05-15
