出表日期,年度,季別,公司代號,公司名稱,營業收入,營業成本,原始認列生物資產及農產品之利益（損失）,生物資產當期公允價值減出售成本之變動利益（損失）,營業毛利（毛損）,未實現銷貨（損）益,已實現銷貨（損）益,營業毛利（毛損）淨額,營業費用,其他收益及費損淨額,營業利益（損失）,營業外收入及支出,稅前淨利（淨損）,所得稅費用（利益）,繼續營業單位本期淨利（淨損）,停業單位損益,合併前非屬共同控制股權損益,本期淨利（淨損）,其他綜合損益（淨額）,合併前非屬共同控制股權綜合損益淨額,本期綜合損益總額,淨利（淨損）歸屬於母公司業主,淨利（淨損）歸屬於共同控制下前手權益,淨利（淨損）歸屬於非控制權益,綜合損益總額歸屬於母公司業主,綜合損益總額歸屬於共同控制下前手權益,綜合損益總額歸屬於非控制權益,基本每股盈餘（元）,date
1150515,115,1,2419,仲琦,2075187.00,1677560.00,,,397627.00,,,397627.00,370038.00,,27589.00,33245.00,60834.00,19669.00,41165.00,,,41165.00,32645.00,,73810.00,22312.00,,18853.00,54765.00,,19045.00,0.07,2026-05-15
1150515,115,1,2420,新巨,548082.00,286338.00,,,261744.00,,,261744.00,98145.00,,163599.00,38019.00,201618.00,41910.00,159708.00,,,159708.00,21184.00,,180892.00,159523.00,,185.00,180707.00,,185.00,1.05,2026-05-15
1150515,115,1,2421,建準,5019470.00,3430135.00,,,1589335.00,,,1589335.00,800974.00,,788361.00,16411.00,804772.00,155735.00,649037.00,,,649037.00,89253.00,,738290.00,649037.00,,0.00,738290.00,,0.00,2.36,2026-05-15
1150515,115,1,2423,固緯,820800.00,359622.00,,,461178.00,,,461178.00,248046.00,,213132.00,30320.00,243452.00,55144.00,188308.00,,,188308.00,19492.00,,207800.00,188308.00,,,207800.00,,,1.30,2026-05-15
1150515,115,1,2424,隴華,36826.00,37534.00,,,-708.00,,,-708.00,41380.00,,-42088.00,3268.00,-38820.00,0.00,-38820.00,,,-38820.00,-39.00,,-38859.00,-34736.00,,-4084.00,-34760.00,,-4099.00,-0.58,2026-05-15
1150515,115,1,2425,承啟,742329.00,685143.00,,,57186.00,,,57186.00,57102.00,,84.00,19542.00,19626.00,14929.00,4697.00,107884.00,,112581.00,39030.00,,151611.00,59718.00,,52863.00,84754.00,,66857.00,0.62,2026-05-15
1150515,115,1,2426,鼎元,545147.00,438109.00,,,107038.00,,,107038.00,90313.00,,16725.00,1005.00,17730.00,1096.00,16634.00,,,16634.00,4592.00,,21226.00,16634.00,,,21226.00,,,0.06,2026-05-15
1150515,115,1,2427,三商電,1890793.00,1533220.00,,,357573.00,,,357573.00,290137.00,,67436.00,2338.00,69774.00,14029.00,55745.00,,,55745.00,42535.00,,98280.00,55745.00,,,98280.00,,,0.28,2026-05-15
1150515,115,1,2428,興勤,2053739.00,1356021.00,,,697718.00,,,697718.00,289115.00,,408603.00,-46276.00,362327.00,77885.00,284442.00,,,284442.00,296667.00,,581109.00,283006.00,,1436.00,579673.00,,1436.00,2.21,2026-05-15
1150515,115,1,2429,銘旺科,109224.00,104592.00,,,4632.00,,,4632.00,38522.00,,-33890.00,-4209.00,-38099.00,265.00,-38364.00,,,-38364.00,-900.00,,-39264.00,-38194.00,,-170.00,-39094.00,,-170.00,-0.45,2026-05-15
1150515,115,1,2430,燦坤,4297210.00,3661284.00,,,635926.00,,,635926.00,612861.00,,23065.00,-12277.00,10788.00,2229.00,8559.00,,,8559.00,-788.00,,7771.00,8559.00,,,7771.00,,,0.07,2026-05-15
1150515,115,1,2431,聯昌,62551.00,66540.00,,,-3989.00,,,-3989.00,23476.00,,-27465.00,4996.00,-22469.00,-2.00,-22467.00,,,-22467.00,2549.00,,-19918.00,-22467.00,,,-19918.00,,,-0.20,2026-05-15
1150515,115,1,2432,倚天酷碁-創,950969.00,847105.00,,,103864.00,,,103864.00,85590.00,,18274.00,2633.00,20907.00,4695.00,16212.00,,,16212.00,3697.00,,19909.00,16212.00,0.00,,19909.00,0.00,,0.26,2026-05-15
1150515,115,1,2434,統懋,10860.00,13708.00,,,-2848.00,,,-2848.00,13972.00,,-16820.00,15510.00,-1310.00,3419.00,-4729.00,,,-4729.00,1130.00,,-3599.00,-4729.00,,,-3599.00,,,-0.13,2026-05-15
1150515,115,1,2436,偉詮電,1047731.00,696345.00,,,351386.00,,,351386.00,208113.00,,143273.00,31946.00,175219.00,37758.00,137461.00,,,137461.00,54947.00,,192408.00,137922.00,,-461.00,192788.00,,-380.00,0.70,2026-05-15
1150515,115,1,2439,美律,10970652.00,9673180.00,,,1297472.00,,,1297472.00,1090968.00,,206504.00,221258.00,427762.00,42780.00,384982.00,,,384982.00,216957.00,,601939.00,257754.00,,127228.00,447013.00,,154926.00,1.03,2026-05-15
1150515,115,1,2440,太空梭,1009672.00,950366.00,,,59306.00,,,59306.00,33989.00,,25317.00,-1648.00,23669.00,3639.00,20030.00,,,20030.00,398146.00,,418176.00,20030.00,,,418176.00,,,0.14,2026-05-15
1150515,115,1,2441,超豐,4722344.00,3606510.00,,,1115834.00,,,1115834.00,192218.00,,923616.00,84968.00,1008584.00,210655.00,797929.00,,,797929.00,284900.00,,1082829.00,797945.00,,-16.00,1082845.00,,-16.00,1.40,2026-05-15
1150515,115,1,2442,新美齊,3189806.00,2269705.00,,,920101.00,,,920101.00,198507.00,,721594.00,36121.00,757715.00,168597.00,589118.00,,,589118.00,-19749.00,,569369.00,363574.00,,225544.00,343825.00,,225544.00,1.14,2026-05-15
1150515,115,1,2449,京元電子,10191943.00,6141360.00,,,4050583.00,,,4050583.00,1278625.00,,2771958.00,36322.00,2808280.00,521735.00,2286545.00,0.00,,2286545.00,1713875.00,,4000420.00,2286437.00,,108.00,4000325.00,,95.00,1.87,2026-05-15
1150515,115,1,2450,神腦,8712584.00,7869993.00,,,842591.00,,,842591.00,780130.00,-655.00,61806.00,18819.00,80625.00,15611.00,65014.00,,,65014.00,2832.00,,67846.00,65070.00,,-56.00,67902.00,,-56.00,0.25,2026-05-15
1150515,115,1,2451,創見,13628469.00,3217780.00,,,10410689.00,,,10410689.00,625657.00,,9785032.00,304901.00,10089933.00,1967444.00,8122489.00,,,8122489.00,116857.00,,8239346.00,8122489.00,,,8239346.00,,,18.93,2026-05-15
1150515,115,1,2453,凌群,1583059.00,1191771.00,,,391288.00,,,391288.00,282864.00,,108424.00,7985.00,116409.00,27107.00,89302.00,,,89302.00,-6995.00,,82307.00,90493.00,,-1191.00,83324.00,,-1017.00,0.90,2026-05-15
1150515,115,1,2454,聯發科,149150510.00,80095157.00,,,69055353.00,,,69055353.00,46164508.00,,22890845.00,4128545.00,27019390.00,2643006.00,24376384.00,,,24376384.00,4109464.00,,28485848.00,24153980.00,,222404.00,28235217.00,,250631.00,15.17,2026-05-15
1150515,115,1,2455,全新,959310.00,593879.00,,,365431.00,,,365431.00,138780.00,,226651.00,16944.00,243595.00,48510.00,195085.00,,,195085.00,,,195085.00,,,,,,,1.06,2026-05-15
1150515,115,1,2457,飛宏,2095359.00,1651546.00,,,443813.00,,,443813.00,579946.00,,-136133.00,20519.00,-115614.00,29426.00,-145040.00,,,-145040.00,173743.00,,28703.00,-145040.00,,,28703.00,,,-0.34,2026-05-15
1150515,115,1,2458,義隆,3224766.00,1688895.00,,,1535871.00,,652.00,1536523.00,757752.00,,778771.00,61130.00,839901.00,164027.00,675874.00,,,675874.00,-26190.00,,649684.00,705046.00,,-29172.00,678639.00,,-28955.00,2.46,2026-05-15
1150515,115,1,2459,敦吉,1246416.00,866140.00,,,380276.00,,,380276.00,193999.00,,186277.00,8241.00,194518.00,45242.00,149276.00,,,149276.00,148414.00,,297690.00,148975.00,,301.00,285768.00,,11922.00,1.41,2026-05-15
1150515,115,1,2460,建通,1130635.00,1001380.00,,,129255.00,,,129255.00,93083.00,,36172.00,4538.00,40710.00,21769.00,18941.00,,,18941.00,56455.00,,75396.00,18941.00,,,75396.00,,,0.11,2026-05-15
1150515,115,1,2462,良得電,964560.00,880645.00,,,83915.00,,,83915.00,105323.00,,-21408.00,38327.00,16919.00,15579.00,1340.00,,,1340.00,79439.00,,80779.00,982.00,,358.00,66999.00,,13780.00,0.01,2026-05-15
1150515,115,1,2464,盟立,1864911.00,1516786.00,,,348125.00,-2343.00,,350468.00,308628.00,-2.00,41838.00,11690.00,53528.00,4046.00,49482.00,,,49482.00,78303.00,,127785.00,49169.00,,313.00,127444.00,,341.00,0.24,2026-05-15
1150515,115,1,2465,麗臺,1569188.00,1402067.00,,,167121.00,,,167121.00,75014.00,,92107.00,37961.00,130068.00,22277.00,107791.00,,,107791.00,10179.00,,117970.00,107791.00,,0.00,117970.00,,0.00,1.15,2026-05-15
1150515,115,1,2467,志聖,2261506.00,1142670.00,,,1118836.00,,,1118836.00,567712.00,,551124.00,62436.00,613560.00,131154.00,482406.00,,,482406.00,1609228.00,,2091634.00,466168.00,,16238.00,2060442.00,,31192.00,3.06,2026-05-15
1150515,115,1,2471,資通,232263.00,159940.00,,,72323.00,,,72323.00,66553.00,,5770.00,21800.00,27570.00,4332.00,23238.00,,,23238.00,1145.00,,24383.00,23354.00,,-116.00,24414.00,,-31.00,0.49,2026-05-15
1150515,115,1,2472,立隆電,2943086.00,2059752.00,,,883334.00,,,883334.00,333712.00,,549622.00,-29195.00,520427.00,122244.00,398183.00,,,398183.00,396704.00,,794887.00,262833.00,,135350.00,521793.00,,273094.00,1.60,2026-05-15
1150515,115,1,2474,可成,3773945.00,2686961.00,,,1086984.00,,,1086984.00,843556.00,,243428.00,1608063.00,1851491.00,315957.00,1535534.00,,,1535534.00,2874966.00,,4410500.00,1484484.00,,51050.00,4359450.00,,51050.00,2.63,2026-05-15
1150515,115,1,2476,鉅祥,2167648.00,1519077.00,,,648571.00,,,648571.00,262122.00,96.00,386545.00,-5506.00,381039.00,105379.00,275660.00,,,275660.00,144296.00,,419956.00,249094.00,,26566.00,382422.00,,37534.00,1.14,2026-05-15
1150515,115,1,2477,美隆電,506123.00,371418.00,,,134705.00,,,134705.00,126843.00,,7862.00,24230.00,32092.00,13938.00,18154.00,,,18154.00,92363.00,,110517.00,17501.00,,653.00,108533.00,,1984.00,0.11,2026-05-15
1150515,115,1,2478,大毅,1419768.00,1064670.00,,,355098.00,,,355098.00,169062.00,,186036.00,14106.00,200142.00,37625.00,162517.00,,,162517.00,93755.00,,256272.00,162973.00,,-456.00,253735.00,,2537.00,1.14,2026-05-15
1150515,115,1,2480,敦陽科,2420984.00,1852956.00,,,568028.00,,,568028.00,267628.00,,300400.00,35904.00,336304.00,56799.00,279505.00,,,279505.00,16206.00,,295711.00,279505.00,,0.00,295711.00,,0.00,2.63,2026-05-15
1150515,115,1,2481,強茂,3421155.00,2301199.00,,,1119956.00,,,1119956.00,897649.00,,222307.00,178985.00,401292.00,91991.00,309301.00,,,309301.00,234947.00,,544248.00,287830.00,,21471.00,508737.00,,35511.00,0.75,2026-05-15
1150515,115,1,2482,連宇,113886.00,70337.00,,,43549.00,,,43549.00,79972.00,,-36423.00,12441.00,-23982.00,-5970.00,-18012.00,,,-18012.00,-2562.00,,-20574.00,-18238.00,,226.00,-20800.00,,226.00,-0.23,2026-05-15
1150515,115,1,2483,百容,480525.00,416971.00,,,63554.00,,,63554.00,64981.00,,-1427.00,16283.00,14856.00,-1757.00,16613.00,,,16613.00,47708.00,,64321.00,16038.00,,575.00,63480.00,,841.00,0.15,2026-05-15
1150515,115,1,2484,希華,558493.00,434487.00,,,124006.00,,,124006.00,85816.00,,38190.00,26872.00,65062.00,13230.00,51832.00,,,51832.00,276435.00,,328267.00,51853.00,,-21.00,328285.00,,-18.00,0.33,2026-05-15
1150515,115,1,2485,兆赫,1045686.00,810537.00,,,235149.00,,,235149.00,136987.00,,98162.00,62994.00,161156.00,27109.00,134047.00,,,134047.00,33394.00,,167441.00,129324.00,,4723.00,162718.00,,4723.00,0.41,2026-05-15
1150515,115,1,2486,一詮,1620292.00,1279188.00,,,341104.00,,,341104.00,227777.00,,113327.00,-27340.00,85987.00,24265.00,61722.00,,,61722.00,61114.00,,122836.00,66488.00,,-4766.00,127602.00,,-4766.00,0.29,2026-05-15
1150515,115,1,2488,漢平,600007.00,452958.00,,,147049.00,,,147049.00,78071.00,,68978.00,25277.00,94255.00,20505.00,73750.00,,,73750.00,27071.00,,100821.00,73750.00,,,100821.00,,,0.92,2026-05-15
1150515,115,1,2489,瑞軒,5814686.00,5309614.00,,,505072.00,,,505072.00,442596.00,,62476.00,48789.00,111265.00,15684.00,95581.00,,,95581.00,223075.00,,318656.00,91202.00,,4379.00,312565.00,,6091.00,0.15,2026-05-15
1150515,115,1,2492,華新科,9538394.00,7792432.00,,,1745962.00,,,1745962.00,1027029.00,,718933.00,717644.00,1436577.00,449211.00,987366.00,,,987366.00,575077.00,,1562443.00,819611.00,,167755.00,1430481.00,,131962.00,1.69,2026-05-15
1150515,115,1,2493,揚博,937502.00,663875.00,,,273627.00,,,273627.00,105170.00,,168457.00,23241.00,191698.00,32214.00,159484.00,,,159484.00,5997.00,,165481.00,159484.00,,,165481.00,,,1.26,2026-05-15
1150515,115,1,2495,普安,370134.00,222774.00,,,147360.00,,,147360.00,100835.00,,46525.00,55988.00,102513.00,12200.00,90313.00,,,90313.00,572.00,,90885.00,90313.00,,0.00,90885.00,,0.00,0.33,2026-05-15
1150515,115,1,2496,卓越,210338.00,93584.00,,,116754.00,,,116754.00,79612.00,,37142.00,2756.00,39898.00,8745.00,31153.00,,,31153.00,0.00,,31153.00,31564.00,,-411.00,31564.00,,-411.00,1.65,2026-05-15
1150515,115,1,2497,怡利電,1130838.00,833533.00,,,297305.00,,,297305.00,205345.00,,91960.00,50240.00,142200.00,41992.00,100208.00,,,100208.00,-24522.00,,75686.00,100208.00,,,75686.00,,,0.80,2026-05-15
1150515,115,1,2498,宏達電,652623.00,380452.00,,,272171.00,,,272171.00,834948.00,,-562777.00,334296.00,-228481.00,13193.00,-241674.00,,,-241674.00,725530.00,,483856.00,-241674.00,,,483856.00,,,-0.29,2026-05-15
1150515,115,1,2504,國產,5032863.00,3692962.00,,,1339901.00,,,1339901.00,240053.00,,1099848.00,-15472.00,1084376.00,231706.00,852670.00,,,852670.00,133007.00,,985677.00,822186.00,,30484.00,955193.00,,30484.00,0.70,2026-05-15
1150515,115,1,2505,國揚,421642.00,308104.00,,,113538.00,,,113538.00,79699.00,,33839.00,49328.00,83167.00,19339.00,63828.00,,,63828.00,55616.00,,119444.00,63883.00,,-55.00,119499.00,,-55.00,0.17,2026-05-15
1150515,115,1,2506,太設,324393.00,155548.00,,,168845.00,,,168845.00,116511.00,0.00,52334.00,16212.00,68546.00,15305.00,53241.00,,,53241.00,71420.00,,124661.00,45668.00,,7573.00,118142.00,,6519.00,0.13,2026-05-15
1150515,115,1,2509,全坤建,64339.00,46598.00,,,17741.00,,,17741.00,42596.00,,-24855.00,-78860.00,-103715.00,440.00,-104155.00,,,-104155.00,69010.00,,-35145.00,-100923.00,,-3232.00,-41252.00,,6107.00,-0.45,2026-05-15
1150515,115,1,2511,太子,2153305.00,1496889.00,,,656416.00,,,656416.00,514425.00,,141991.00,-30794.00,111197.00,17527.00,93670.00,,,93670.00,137221.00,,230891.00,101951.00,,-8281.00,239172.00,,-8281.00,0.06,2026-05-15
1150515,115,1,2514,龍邦,5519551.00,4782377.00,,,737174.00,,,737174.00,386017.00,,351157.00,9527.00,360684.00,74067.00,286617.00,,,286617.00,-28999.00,,257618.00,152686.00,,133931.00,124546.00,,133072.00,0.42,2026-05-15
1150515,115,1,2516,新建,1624343.00,1532730.00,,,91613.00,,,91613.00,42476.00,,49137.00,7379.00,56516.00,0.00,56516.00,,,56516.00,8064.00,,64580.00,56516.00,,,64580.00,,,0.25,2026-05-15
1150515,115,1,2520,冠德,4862541.00,3720783.00,,,1141758.00,,,1141758.00,483311.00,,658447.00,-58917.00,599530.00,162065.00,437465.00,,,437465.00,258.00,,437723.00,308665.00,,128800.00,308763.00,,128960.00,0.52,2026-05-15
1150515,115,1,2524,京城,656590.00,337862.00,,,318728.00,,,318728.00,85080.00,,233648.00,-83557.00,150091.00,18274.00,131817.00,,,131817.00,0.00,,131817.00,131817.00,,,131817.00,,,0.36,2026-05-15
1150515,115,1,2527,宏璟,4588717.00,3326905.00,,,1261812.00,,,1261812.00,134682.00,,1127130.00,-62967.00,1064163.00,166487.00,897676.00,,,897676.00,3465862.00,,4363538.00,902888.00,,-5212.00,4368059.00,,-4521.00,3.45,2026-05-15
1150515,115,1,2528,皇普,10284.00,9470.00,,,814.00,,,814.00,41813.00,,-40999.00,-4286.00,-45285.00,406.00,-45691.00,,,-45691.00,0.00,,-45691.00,,,,,,,-0.11,2026-05-15
1150515,115,1,2530,華建,186713.00,149977.00,,,36736.00,,,36736.00,40632.00,,-3896.00,-26735.00,-30631.00,2142.00,-32773.00,,,-32773.00,702.00,,-32071.00,-31083.00,,-1690.00,-30381.00,,-1690.00,-0.04,2026-05-15
1150515,115,1,2534,宏盛,209173.00,54401.00,,,154772.00,,,154772.00,91551.00,,63221.00,-68403.00,-5182.00,6236.00,-11418.00,,,-11418.00,35837.00,,24419.00,-11418.00,,,24419.00,,,-0.02,2026-05-15
1150515,115,1,2535,達欣工,7158996.00,6135097.00,,,1023899.00,,,1023899.00,264439.00,,759460.00,157661.00,917121.00,168741.00,748380.00,,,748380.00,6360.00,,754740.00,748785.00,,-405.00,746902.00,,7838.00,2.88,2026-05-15
1150515,115,1,2536,宏普,885984.00,686992.00,,,198992.00,,,198992.00,74059.00,,124933.00,-73240.00,51693.00,481.00,51212.00,,,51212.00,,,51212.00,50662.00,,550.00,50662.00,,550.00,0.15,2026-05-15
1150515,115,1,2537,聯上發,1212617.00,953328.00,,,259289.00,,,259289.00,91880.00,,167409.00,-17271.00,150138.00,30818.00,119320.00,,,119320.00,,,119320.00,,,,,,,0.40,2026-05-15
1150515,115,1,2538,基泰,82552.00,3054.00,,,79498.00,,,79498.00,41002.00,,38496.00,-21552.00,16944.00,8584.00,8360.00,,,8360.00,0.00,,8360.00,8360.00,,0.00,8360.00,,0.00,0.02,2026-05-15
1150515,115,1,2542,興富發,16191907.00,11317273.00,,,4874634.00,,,4874634.00,961701.00,,3912933.00,5402.00,3918335.00,698387.00,3219948.00,,,3219948.00,798.00,,3220746.00,2421313.00,,798635.00,2422111.00,,798635.00,1.15,2026-05-15
1150515,115,1,2546,根基,4271987.00,3940654.00,,,331333.00,,,331333.00,103685.00,,227648.00,8849.00,236497.00,50162.00,186335.00,,,186335.00,-24840.00,,161495.00,186338.00,,-3.00,161503.00,,-8.00,1.43,2026-05-15
1150515,115,1,2547,日勝生,1604263.00,792853.00,,,811410.00,,,811410.00,461299.00,,350111.00,-198458.00,151653.00,68417.00,83236.00,,,83236.00,0.00,,83236.00,59312.00,,23924.00,59312.00,,23924.00,0.06,2026-05-15
1150515,115,1,2548,華固,4206418.00,3112806.00,,,1093612.00,,,1093612.00,223262.00,,870350.00,38232.00,908582.00,181180.00,727402.00,,,727402.00,911.00,,728313.00,727364.00,,38.00,728059.00,,254.00,2.28,2026-05-15
1150515,115,1,2597,潤弘,7352773.00,6051045.00,,,1301728.00,,,1301728.00,309769.00,,991959.00,21110.00,1013069.00,195724.00,817345.00,,,817345.00,-546366.00,,270979.00,739775.00,,77570.00,244707.00,,26272.00,2.38,2026-05-15
1150515,115,1,2603,長榮,86511471.00,73124778.00,,,13386693.00,,3158.00,13389851.00,4597933.00,156434.00,8948352.00,1691026.00,10639378.00,1948722.00,8690656.00,,,8690656.00,10127823.00,,18818479.00,8303529.00,,387127.00,17966350.00,,852129.00,3.84,2026-05-15
1150515,115,1,2605,新興,1366845.00,783918.00,,,582927.00,,,582927.00,100189.00,,482738.00,54600.00,537338.00,149979.00,387359.00,0.00,,387359.00,397197.00,,784556.00,387359.00,,,784556.00,,,0.66,2026-05-15
1150515,115,1,2606,裕民,3891765.00,2647779.00,,,1243986.00,,,1243986.00,256089.00,,987897.00,-98.00,987799.00,68.00,987731.00,,,987731.00,717035.00,,1704766.00,987731.00,,,1704766.00,,,1.17,2026-05-15
1150515,115,1,2608,嘉里大榮,3102760.00,2525882.00,,,576878.00,,,576878.00,205596.00,,371282.00,-26671.00,344611.00,69377.00,275234.00,,,275234.00,386.00,,275620.00,217699.00,,57535.00,217931.00,,57689.00,0.47,2026-05-15
1150515,115,1,2609,陽明,38660500.00,35836720.00,,,2823780.00,,,2823780.00,2156831.00,81295.00,748244.00,1152817.00,1901061.00,403937.00,1497124.00,,,1497124.00,1805018.00,,3302142.00,1435563.00,,61561.00,3246984.00,,55158.00,0.41,2026-05-15
1150515,115,1,2610,華航,56997031.00,45256107.00,,,11740924.00,,,11740924.00,5304888.00,,6436036.00,585673.00,7021709.00,1173546.00,5848163.00,,,5848163.00,-332256.00,,5515907.00,5169442.00,,678721.00,4830142.00,,685765.00,0.85,2026-05-15
1150515,115,1,2611,志信,353426.00,259720.00,,,93706.00,,,93706.00,58478.00,,35228.00,29198.00,64426.00,5952.00,58474.00,,,58474.00,-10635.00,,47839.00,53112.00,,5362.00,42453.00,,5386.00,0.28,2026-05-15
1150515,115,1,2612,中航,1239781.00,825807.00,,,413974.00,,,413974.00,127281.00,,286693.00,-35540.00,251153.00,6735.00,244418.00,,,244418.00,287166.00,,531584.00,245435.00,0.00,-1017.00,532601.00,0.00,-1017.00,1.24,2026-05-15
1150515,115,1,2614,東森,1238745.00,868668.00,,,370077.00,,,370077.00,327028.00,,43049.00,49070.00,92119.00,7668.00,84451.00,,,84451.00,23596.00,,108047.00,98315.00,,-13864.00,121901.00,,-13854.00,0.30,2026-05-15
1150515,115,1,2617,台航,1083585.00,628601.00,,,454984.00,,,454984.00,34828.00,,420156.00,-47642.00,372514.00,74470.00,298044.00,,,298044.00,155100.00,,453144.00,298044.00,,,453144.00,,,0.71,2026-05-15
1150515,115,1,2618,長榮航,60515845.00,44650277.00,,,15865568.00,,,15865568.00,4585648.00,,11279920.00,-236431.00,11043489.00,2178622.00,8864867.00,,,8864867.00,-402413.00,,8462454.00,8268012.00,,596855.00,7863214.00,,599240.00,1.53,2026-05-15
1150515,115,1,2630,亞航,1096139.00,996304.00,,,99835.00,,,99835.00,71151.00,,28684.00,-5905.00,22779.00,4780.00,17999.00,,,17999.00,3751.00,,21750.00,17999.00,,,21750.00,,,0.09,2026-05-15
1150515,115,1,2633,台灣高鐵,13890559.00,7382974.00,,,6507585.00,,,6507585.00,502270.00,,6005315.00,-3545909.00,2459406.00,361594.00,2097812.00,,,2097812.00,,,2097812.00,,,,,,,0.37,2026-05-15
1150515,115,1,2634,漢翔,7587090.00,6995380.00,,,591710.00,,,591710.00,319325.00,,272385.00,71060.00,343445.00,82787.00,260658.00,,,260658.00,40504.00,,301162.00,260658.00,,,301162.00,,,0.28,2026-05-15
1150515,115,1,2636,台驊控股,4846226.00,4086914.00,,,759312.00,,,759312.00,633478.00,,125834.00,82837.00,208671.00,59894.00,148777.00,,,148777.00,145411.00,,294188.00,150669.00,,-1892.00,287471.00,,6717.00,1.10,2026-05-15
1150515,115,1,2637,慧洋-KY,4338022.00,3093983.00,,,1244039.00,,,1244039.00,46566.00,,1197473.00,3810.00,1201283.00,6082.00,1195201.00,,,1195201.00,1019172.00,,2214373.00,1195201.00,,,2214373.00,,,1.60,2026-05-15
1150515,115,1,2642,宅配通,816736.00,782638.00,,,34098.00,,,34098.00,101714.00,,-67616.00,-1429.00,-69045.00,2135.00,-71180.00,,,-71180.00,-178813.00,,-249993.00,-71180.00,,,-249993.00,,,-0.75,2026-05-15
1150515,115,1,2645,長榮航太,4739309.00,3434074.00,,,1305235.00,,,1305235.00,176052.00,,1129183.00,77851.00,1207034.00,241407.00,965627.00,,,965627.00,4494.00,,970121.00,,,,,,,2.58,2026-05-15
1150515,115,1,2701,萬企,65646.00,12740.00,,,52906.00,,,52906.00,8554.00,,44352.00,18291.00,62643.00,12441.00,50202.00,,,50202.00,-13801.00,,36401.00,,,,,,,0.11,2026-05-15
1150515,115,1,2704,國賓,378532.00,265396.00,,,113136.00,,,113136.00,101364.00,,11772.00,90726.00,102498.00,43662.00,58836.00,,,58836.00,739646.00,,798482.00,58697.00,,139.00,798343.00,,139.00,0.16,2026-05-15
1150515,115,1,2705,六福,510861.00,366421.00,,,144440.00,,,144440.00,143719.00,,721.00,-40548.00,-39827.00,0.00,-39827.00,,,-39827.00,601.00,,-39226.00,-39827.00,,,-39226.00,,,-0.21,2026-05-15
1150515,115,1,2706,第一店,89870.00,20222.00,,,69648.00,,,69648.00,8592.00,,61056.00,25464.00,86520.00,17413.00,69107.00,,,69107.00,17226.00,,86333.00,,,,,,,0.14,2026-05-15
1150515,115,1,2707,晶華,1946379.00,1246576.00,,,699803.00,,,699803.00,137320.00,,562483.00,352284.00,914767.00,182055.00,732712.00,,,732712.00,37200.00,,769912.00,730305.00,,2407.00,767505.00,,2407.00,5.73,2026-05-15
1150515,115,1,2712,遠雄來,125169.00,105296.00,,,19873.00,,,19873.00,34326.00,,-14453.00,-134.00,-14587.00,0.00,-14587.00,,,-14587.00,,,-14587.00,,,,,,,-0.14,2026-05-15
1150515,115,1,2722,夏都,132188.00,102328.00,,,29860.00,,,29860.00,62330.00,-1.00,-32471.00,-1145.00,-33616.00,751.00,-34367.00,,,-34367.00,96004.00,,61637.00,-30147.00,,-4220.00,36933.00,,24704.00,-0.21,2026-05-15
1150515,115,1,2723,美食-KY,4026808.00,1568149.00,,,2458659.00,,,2458659.00,2134956.00,,323703.00,21604.00,345307.00,104497.00,240810.00,0.00,,240810.00,95447.00,,336257.00,236598.00,,4212.00,332383.00,,3874.00,1.31,2026-05-15
1150515,115,1,2727,王品,6518701.00,3413291.00,,,3105410.00,,,3105410.00,2567353.00,,538057.00,-9527.00,528530.00,105149.00,423381.00,,,423381.00,54669.00,,478050.00,417522.00,,5859.00,462143.00,,15907.00,5.04,2026-05-15
1150515,115,1,2731,雄獅,8129667.00,6833306.00,,,1296361.00,,,1296361.00,882123.00,,414238.00,76059.00,490297.00,96053.00,394244.00,,,394244.00,-29466.00,,364778.00,388507.00,,5737.00,360563.00,,4215.00,4.17,2026-05-15
1150515,115,1,2739,寒舍,1423271.00,845235.00,,,578036.00,,,578036.00,395016.00,-12766.00,170254.00,-19428.00,150826.00,31760.00,119066.00,,,119066.00,860.00,,119926.00,119066.00,,,119926.00,,,1.30,2026-05-15
1150515,115,1,2748,雲品,776929.00,515402.00,,,261527.00,,,261527.00,136671.00,,124856.00,-732.00,124124.00,24825.00,99299.00,,,99299.00,-5387.00,,93912.00,99299.00,,,93912.00,,,0.94,2026-05-15
1150515,115,1,2753,八方雲集,2262828.00,1438050.00,,,824778.00,,,824778.00,540860.00,,283918.00,-4716.00,279202.00,56223.00,222979.00,,,222979.00,20521.00,,243500.00,236960.00,,-13981.00,251283.00,,-7783.00,3.56,2026-05-15
1150515,115,1,2762,世界健身-KY,2811384.00,2199038.00,,,612346.00,,,612346.00,311801.00,,300545.00,-31823.00,268722.00,49567.00,219155.00,,,219155.00,3739.00,,222894.00,219155.00,,,222894.00,,,2.01,2026-05-15
1150515,115,1,2901,欣欣,33925.00,4385.00,,,29540.00,,,29540.00,22907.00,,6633.00,2963.00,9596.00,1919.00,7677.00,,,7677.00,0.00,,7677.00,,,,,,,0.11,2026-05-15
1150515,115,1,2904,匯僑,100612.00,77371.00,,,23241.00,,,23241.00,30627.00,,-7386.00,-1867.00,-9253.00,-2228.00,-7025.00,,,-7025.00,5035.00,,-1990.00,-7025.00,,0.00,-1990.00,,0.00,-0.09,2026-05-15
