出表日期,資料年月,公司代號,公司名稱,職稱,姓名,選任時持股,目前持股,設質股數,設質股數佔持股比例,內部人關係人目前持股合計,內部人關係人設質股數,內部人關係人設質比例,date
1150515,11504,1111,欣欣水泥,董事長本人,國軍退除役官兵輔導委員會,37251235,37251235,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,董事長之法人代表人,郭先琛,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,董事本人,國軍退除役官兵輔導委員會,0,37251235,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,董事之法人代表人,池玉蘭,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,董事本人,中國鋼鐵股份有限公司,28658729,28658729,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,董事之法人代表人,周憲明,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,董事本人,國軍退除役官兵輔導委員會,0,37251235,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,董事之法人代表人,倪邦臣,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,董事本人,中國鋼鐵股份有限公司,0,28658729,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,董事之法人代表人,謝啟榮,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,董事本人,國軍退除役官兵輔導委員會,0,37251235,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,董事之法人代表人,林彥,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,董事本人,中國鋼鐵股份有限公司,0,28658729,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,董事之法人代表人,丁建豐,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,董事本人,中聯資源股份有限公司,9298583,9298583,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,董事之法人代表人,吳一民,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,董事本人,楊楨,358161,1318161,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,監察人本人,欣泉投資股份有限公司,2775752,2775752,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,監察人之法人代表人,郭峰鳴,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,監察人本人,楊朝然,1151,310434,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,總經理本人,謝啟榮,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,副總經理本人,孟慶凱,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,大股東本人,國軍退除役官兵輔導委員會,0,37251235,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,大股東本人,中國鋼鐵股份有限公司,0,28658729,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,財務部門主管本人,羅韻婷,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1111,欣欣水泥,會計部門主管本人,羅韻婷,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事長本人,經濟部,4855922552,4855922552,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事長之法人代表人,吳明昌,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事本人,經濟部,0,4855922552,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事之法人代表人,胡忠一,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事本人,經濟部,0,4855922552,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事之法人代表人,趙卿惠,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事本人,經濟部,0,4855922552,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事之法人代表人,曾梓峰,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事本人,經濟部,0,4855922552,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事之法人代表人,余政憲,720,720,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事本人,經濟部,0,4855922552,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事之法人代表人,李繁儀,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事本人,經濟部,0,4855922552,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事之法人代表人,鄞鳳蘭,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事本人,經濟部,0,4855922552,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事之法人代表人,徐大裕,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事本人,經濟部,0,4855922552,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事之法人代表人,黃同源,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事本人,經濟部,0,4855922552,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事之法人代表人,胡益民,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事本人,安群投資股份有限公司,270977,270977,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,董事之法人代表人,陳建廷,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,獨立董事本人,賴婷婷,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,獨立董事本人,湯瑞科,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,獨立董事本人,張桂鳳,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,總經理本人,吳明昌,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,副總經理本人,蕭基淵,230,230,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,副總經理本人,蔡東霖,14,14,0,0.00%,66,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,副總經理本人,曾見占,14,24,0,0.00%,1451,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,副總經理本人,胡聰年,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,方淑慧,23,23,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,楊至甫,15,15,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,蕭光宏,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,李育英,734,734,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,蔡侑哲,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,陳建志,1055,1055,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,宗安平,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,劉錫原,16,16,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,蘇俊達,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,陳德為,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,張榮吉,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,張進興,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,黃秉琛,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,林添祥,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,黃怡仁,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,陳黎珍,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,陳品靜,55,55,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,林信志,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,溫元文,737,737,0,0.00%,87,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,傅仰明,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,陳俊榮,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,孫鈴明,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,劉錦桂,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,黃騰毅,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,郭建宏,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,洪天財,45,45,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,張旺明,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,經理本人,張兆民,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,大股東本人,經濟部,0,4855922552,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1237,台糖公司,會計部門主管本人,黃峻祥,14,14,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,董事長本人,麥寬成,17780650,17780650,0,0.00%,431282,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,董事本人,李龍章,24350,24350,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,董事本人,麥升陽,7498872,7498872,0,0.00%,752000,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,董事本人,興陽投資股份有限公司,0,7800000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,董事之法人代表人,麥修瑋,0,1233531,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,董事本人,興陽投資股份有限公司,7800000,7800000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,董事之法人代表人,麥修仁,0,1050336,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,董事本人,麥鎮倉,3896250,3896250,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,董事本人,麥淑珠,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,監察人本人,鼎陽投資股份有限公司,7700000,7700000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,監察人之法人代表人,林鴻基,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,監察人本人,鼎陽投資股份有限公司,0,7700000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,監察人之法人代表人,蕭榮濱,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,監察人本人,楊淑卿,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,總經理本人,麥升陽,0,7498872,0,0.00%,752000,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,副總經理本人,鄭理明,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,副總經理本人,梁誌賢,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,協理本人,紀坤榮,5000,5000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,大股東本人,麥寬成,0,17780650,0,0.00%,431282,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,大股東本人,麥石來,0,15748000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,財務部門主管本人,王麗珠,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1242,新東陽,會計部門主管本人,郭佳琳,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,董事長本人,福懋油脂股份有限公司,20000000,20000000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,董事長之法人代表人,蔡清松,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,董事本人,福懋油脂股份有限公司,20000000,20000000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,董事之法人代表人,秦慧如,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,董事本人,福壽實業股份有限公司,19399028,19399028,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,董事之法人代表人,洪堯昆,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,董事本人,福壽實業股份有限公司,19399028,19399028,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,董事之法人代表人,洪堯欣,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,董事本人,泰山企業股份有限公司,20000000,20000000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,董事之法人代表人,劉偉龍,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,董事本人,泰山企業股份有限公司,20000000,20000000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,董事之法人代表人,沈怡君,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,監察人本人,洽發興農業科技股份有限公司,600972,600972,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,監察人之法人代表人,楊溪全,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,監察人本人,林鑫堯,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,監察人本人,蔡國樑,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,總經理本人,余凌沖,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,協理本人,阮怡仁,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,財務部門主管本人,黃桂卿,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1246,中聯油脂,會計部門主管本人,王嬿晶,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,董事長本人,唐上文,1161469,1161469,0,0.00%,188669,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,董事本人,吳宏仁,383118,383118,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,董事本人,華安信投資有限公司,2534265,2534265,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,董事之法人代表人,唐鈺,0,4942167,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,董事本人,華安信投資有限公司,2534265,2534265,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,董事之法人代表人,顏尚彬,0,93233,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,董事本人,華安信投資有限公司,2534265,2534265,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,董事之法人代表人,郭泰佑,0,315303,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,監察人本人,陳同貴,296696,296696,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,監察人本人,謝敏鳳,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,總經理本人,唐上文,0,1161469,0,0.00%,188669,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,經理本人,何昀諠,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,大股東本人,唐鈺,0,4942167,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,大股東本人,華安信投資有限公司,0,2534265,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,大股東本人,ＡＷＩＡ  ＬＴＤ,0,2765302,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,財務部門主管本人,鍾玲慧,0,149927,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,會計部門主管本人,鍾玲慧,0,149927,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1267,京華堂,其他,邱月卿,0,0,0,0.00%,1161469,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,董事長本人,財團法人台灣省私立鮑朝慈善事業基金會,14752176,14752176,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,董事長之法人代表人,鮑泰鈞,0,1793055,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,董事本人,中翔投資股份有限公司,12446733,13446733,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,董事之法人代表人,吳漢雄,0,16566,0,0.00%,198,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,董事本人,中翔投資股份有限公司,12446733,13446733,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,董事之法人代表人,劉智文,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,董事本人,陳炳宏,12797000,13065000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,董事本人,王道資產管理股份有限公司,1000000,1000000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,董事之法人代表人,端木正,0,803000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,監察人本人,姜惠文,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,監察人本人,大昇投資股份有限公司,2187336,2648568,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,監察人之法人代表人,連雪妃,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,總經理本人,林政,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,協理本人,邵長果,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,協理本人,魏駿騰,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,協理本人,楊台堡,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,協理本人,張國勝,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,協理本人,劉智文,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,協理本人,吳榮聰,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1408,中興紡織,會計部門主管本人,劉智文,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事長本人,(又又)全投資股份有限公司,3000000,3000000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事長之法人代表人,鍾慧靜,1863656,2114656,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,副董事長本人,鍾佩伶,2501067,2766144,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事本人,鍾雙魚虎,326900,326900,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事本人,福水投資有限公司,2182786,2470481,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事之法人代表人,湯國基,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事本人,鍾佩伶,2501067,2766144,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事本人,鍾皓宇,185310,99740,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事本人,洋基投資股份有限公司,3051364,3051364,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事之法人代表人,王文亮,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事本人,黃政旺,1449675,1449675,0,0.00%,2898950,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事本人,湯國鈞,36270,36270,0,0.00%,50000,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事本人,日東電氣株式會社,510000,510000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事之法人代表人,阿部太洋,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事本人,章怡康,20216,20216,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事本人,台全金屬股份有限公司,2450593,2450593,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事之法人代表人,林鈿凱,349495,361495,0,0.00%,73000,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事本人,鍾全燿,215487,215487,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事本人,崇隆投資股份有限公司,180191,180191,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,董事之法人代表人,黃教信,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,監察人本人,陳晉勳,268848,268848,0,0.00%,61546,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,監察人本人,一榮投資股份有限公司,316264,316264,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,監察人之法人代表人,陳怡德,601345,601345,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,監察人本人,王柏堯,88780,88780,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,總經理本人,鍾慧靜,1863656,2114656,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,副總經理本人,章怡康,20216,20216,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,協理本人,許孟原,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,財務部門主管本人,林芳如,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1550,台全電機,會計部門主管本人,張筱楓,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,董事長本人,張於正,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,副董事長本人,涂南昌,100000,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,董事本人,中部投資股份有限公司,27227351,36468553,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,董事之法人代表人,張於正,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,董事本人,穎杰鑄造工業股份有限公司,40883927,40883927,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,董事之法人代表人,涂南昌,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,董事本人,眼經數位列印股份有限公司,1000,1000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,董事之法人代表人,李麗生,8875000,8875000,8875000,100.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,董事本人,福年企業股份有限公司,1388275,1388275,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,董事之法人代表人,王柏硯,0,0,0,0.00%,819490,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,董事本人,中部投資股份有限公司,0,36468553,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,董事之法人代表人,張天翰,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,董事本人,永泉化工原料有限公司,1000000,1000000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,董事之法人代表人,馬岳宏,841000,841000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,董事本人,昱奇環科股份有限公司,952252,952252,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,董事之法人代表人,紀金懷,1488660,1488660,0,0.00%,341669,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,獨立董事本人,潘永寧,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,獨立董事本人,鐘登科,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,監察人本人,涂志詠,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,監察人本人,鈞貿企業股份有限公司,2719922,2719922,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,監察人之法人代表人,李柏儒,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,監察人本人,高惠雪,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,總經理本人,曾盛明,42876,42876,0,0.00%,6804,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,副總經理本人,湯安正,490536,1000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,副總經理本人,蔡有義,9072,9072,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,副總經理本人,蔡志仁,18536,18536,0,0.00%,4536,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,經理本人,鄭勝本,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,協理本人,許源校,0,38340,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,大股東本人,穎杰鑄造工業股份有限公司,0,40883927,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,大股東本人,中部投資股份有限公司,0,36468553,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,財務部門主管本人,鄭勝本,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1557,金豐機器,會計部門主管本人,鄭勝本,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1585,鎧鉅,董事長本人,林柄達,2136871,2136871,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1585,鎧鉅,副董事長本人,蔡兆豐,2137681,2137681,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1585,鎧鉅,董事本人,其軒投資有限公司,2000000,2000000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1585,鎧鉅,董事之法人代表人,蔣清河,0,500000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1585,鎧鉅,獨立董事本人,許肇元,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1585,鎧鉅,獨立董事本人,游朱義,0,192000,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1585,鎧鉅,監察人本人,張馨文,0,0,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1585,鎧鉅,監察人本人,盧志榮,431606,461606,0,0.00%,0,0,0.00%,2026-05-15
1150515,11504,1585,鎧鉅,監察人本人,王勝弘,0,0,0,0.00%,0,0,0.00%,2026-05-15
