出表日期,年度,季別,公司代號,公司名稱,營業收入(百萬元),毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入),date
1150518,115,1,2327,國巨*,38165.65,38.10,25.19,27.05,21.06,2026-05-18
1150518,115,1,2328,廣宇,4252.31,7.79,-0.34,-1.56,-2.53,2026-05-18
1150518,115,1,2329,華泰,4860.48,12.79,5.61,6.00,4.83,2026-05-18
1150518,115,1,2330,台積電,1134103.44,66.25,58.10,60.65,50.51,2026-05-18
1150518,115,1,2331,精英,5002.87,8.69,0.43,1.76,1.25,2026-05-18
1150518,115,1,2332,友訊,3440.89,25.27,0.92,0.75,-0.57,2026-05-18
1150518,115,1,2337,旺宏,10468.87,40.80,18.46,19.74,17.00,2026-05-18
1150518,115,1,2338,光罩,1538.71,17.55,0.93,10.96,10.29,2026-05-18
1150518,115,1,2340,台亞,954.03,-3.96,-26.75,-23.41,-24.95,2026-05-18
1150518,115,1,2342,茂矽,486.20,15.86,-5.04,-3.49,-3.49,2026-05-18
1150518,115,1,2344,華邦電,38253.06,53.37,32.81,33.17,26.45,2026-05-18
1150518,115,1,2345,智邦,70120.74,19.54,14.33,14.78,11.88,2026-05-18
1150518,115,1,2347,聯強,126357.65,4.30,2.67,3.07,2.45,2026-05-18
1150518,115,1,2348,海悅,1308.23,28.12,16.50,4.80,1.23,2026-05-18
1150518,115,1,2349,錸德,1609.10,21.21,3.49,-0.74,-1.16,2026-05-18
1150518,115,1,2351,順德,2805.04,19.12,9.69,10.41,8.29,2026-05-18
1150518,115,1,2352,佳世達,51541.50,16.67,1.34,1.35,0.73,2026-05-18
1150518,115,1,2353,宏碁,72423.01,11.16,1.11,2.44,1.85,2026-05-18
1150518,115,1,2354,鴻準,25274.83,4.84,1.48,3.72,2.59,2026-05-18
1150518,115,1,2355,敬鵬,4055.84,12.08,4.80,7.87,6.08,2026-05-18
1150518,115,1,2356,英業達,200310.51,5.08,1.80,1.65,1.22,2026-05-18
1150518,115,1,2357,華碩,208369.73,14.86,5.71,6.65,5.35,2026-05-18
1150518,115,1,2359,所羅門,890.07,21.44,-4.02,17.61,16.06,2026-05-18
1150518,115,1,2360,致茂,11859.67,62.60,40.45,42.95,33.29,2026-05-18
1150518,115,1,2362,藍天,4941.23,20.88,6.85,9.31,7.10,2026-05-18
1150518,115,1,2363,矽統,1050.02,28.79,7.20,10.64,8.36,2026-05-18
1150518,115,1,2364,倫飛,338.92,38.46,9.03,13.00,13.01,2026-05-18
1150518,115,1,2365,昆盈,241.79,39.26,7.29,15.26,12.66,2026-05-18
1150518,115,1,2367,燿華,3898.12,5.77,-7.71,-7.26,-7.30,2026-05-18
1150518,115,1,2368,金像電,19312.77,34.81,26.85,26.34,18.04,2026-05-18
1150518,115,1,2369,菱生,1689.39,7.25,1.56,2.43,2.02,2026-05-18
1150518,115,1,2371,大同,11487.90,16.44,3.77,0.11,-0.68,2026-05-18
1150518,115,1,2373,震旦行,2488.89,45.18,4.67,7.51,6.59,2026-05-18
1150518,115,1,2374,佳能,2655.78,24.32,9.09,10.33,8.96,2026-05-18
1150518,115,1,2375,凱美,1440.45,16.96,6.01,9.04,5.92,2026-05-18
1150518,115,1,2376,技嘉,105057.33,12.01,7.06,6.71,5.37,2026-05-18
1150518,115,1,2377,微星,56256.84,15.00,6.89,7.35,6.07,2026-05-18
1150518,115,1,2379,瑞昱,36422.57,49.66,11.89,13.67,11.89,2026-05-18
1150518,115,1,2380,虹光,686.10,38.61,8.41,3.52,3.60,2026-05-18
1150518,115,1,2382,廣達,809221.06,4.78,2.85,3.03,2.63,2026-05-18
1150518,115,1,2383,台光電,33067.26,29.42,21.56,21.76,16.15,2026-05-18
1150518,115,1,2385,群光,22871.04,16.15,7.55,7.74,7.25,2026-05-18
1150518,115,1,2387,精元,4395.18,11.65,2.13,5.06,2.90,2026-05-18
1150518,115,1,2388,威盛,2141.09,23.95,-24.02,1.15,0.22,2026-05-18
1150518,115,1,2390,云辰,148.36,23.23,-6.78,71.95,70.24,2026-05-18
1150518,115,1,2392,正崴,20284.35,19.32,9.98,10.04,8.80,2026-05-18
1150518,115,1,2393,億光,5039.60,24.73,7.41,10.64,8.26,2026-05-18
1150518,115,1,2395,研華,20385.26,39.15,18.29,19.96,16.28,2026-05-18
1150518,115,1,2397,友通,3030.61,24.89,5.57,5.30,3.97,2026-05-18
1150518,115,1,2399,映泰,434.64,16.47,-8.74,67.50,60.54,2026-05-18
1150518,115,1,2401,凌陽,1739.08,49.74,7.83,8.50,5.33,2026-05-18
1150518,115,1,2402,毅嘉,2810.00,12.82,2.87,1.41,0.73,2026-05-18
1150518,115,1,2404,漢唐,20288.46,23.32,19.57,21.76,15.22,2026-05-18
1150518,115,1,2405,輔信,420.08,44.93,-0.42,0.51,0.09,2026-05-18
1150518,115,1,2406,國碩,2717.15,19.07,10.29,12.29,10.75,2026-05-18
1150518,115,1,2408,南亞科,49086.93,67.87,61.34,64.62,53.09,2026-05-18
1150518,115,1,2409,友達,69031.36,11.85,-0.92,-0.73,-1.51,2026-05-18
1150518,115,1,2412,中華電,59988.44,37.92,21.85,21.97,17.68,2026-05-18
1150518,115,1,2413,環科,831.40,15.58,1.96,9.65,7.82,2026-05-18
1150518,115,1,2414,精技,8173.36,8.16,3.14,3.15,2.54,2026-05-18
1150518,115,1,2415,錩新,616.86,24.89,11.14,10.33,6.90,2026-05-18
1150518,115,1,2417,圓剛,893.46,57.98,5.68,8.51,7.61,2026-05-18
1150518,115,1,2419,仲琦,2075.19,19.16,1.33,2.93,1.98,2026-05-18
1150518,115,1,2420,新巨,548.08,47.76,29.85,36.79,29.14,2026-05-18
1150518,115,1,2421,建準,5019.47,31.66,15.71,16.03,12.93,2026-05-18
1150518,115,1,2423,固緯,820.80,56.19,25.97,29.66,22.94,2026-05-18
1150518,115,1,2424,隴華,36.83,-1.92,-114.29,-105.41,-105.41,2026-05-18
1150518,115,1,2425,承啟,742.33,7.70,0.01,2.64,15.17,2026-05-18
1150518,115,1,2426,鼎元,545.15,19.63,3.07,3.25,3.05,2026-05-18
1150518,115,1,2427,三商電,1890.79,18.91,3.57,3.69,2.95,2026-05-18
1150518,115,1,2428,興勤,2053.74,33.97,19.90,17.64,13.85,2026-05-18
1150518,115,1,2429,銘旺科,109.22,4.24,-31.03,-34.88,-35.12,2026-05-18
1150518,115,1,2430,燦坤,4297.21,14.80,0.54,0.25,0.20,2026-05-18
1150518,115,1,2431,聯昌,62.55,-6.38,-43.91,-35.92,-35.92,2026-05-18
1150518,115,1,2432,倚天酷碁-創,950.97,10.92,1.92,2.20,1.70,2026-05-18
1150518,115,1,2433,互盛電,678.06,34.88,13.75,14.27,11.31,2026-05-18
1150518,115,1,2434,統懋,10.86,-26.22,-154.88,-12.06,-43.55,2026-05-18
1150518,115,1,2436,偉詮電,1047.73,33.54,13.67,16.72,13.12,2026-05-18
1150518,115,1,2438,翔耀,170.68,15.02,-15.65,-18.15,-18.15,2026-05-18
1150518,115,1,2439,美律,10970.65,11.83,1.88,3.90,3.51,2026-05-18
1150518,115,1,2440,太空梭,1009.67,5.87,2.51,2.34,1.98,2026-05-18
1150518,115,1,2441,超豐,4722.34,23.63,19.56,21.36,16.90,2026-05-18
1150518,115,1,2442,新美齊,3189.81,28.85,22.62,23.75,18.47,2026-05-18
1150518,115,1,2444,兆勁,203.40,0.85,-27.62,-25.62,-25.62,2026-05-18
1150518,115,1,2449,京元電子,10191.94,39.74,27.20,27.55,22.43,2026-05-18
1150518,115,1,2450,神腦,8712.58,9.67,0.71,0.93,0.75,2026-05-18
1150518,115,1,2451,創見,13628.47,76.39,71.80,74.04,59.60,2026-05-18
1150518,115,1,2453,凌群,1583.06,24.72,6.85,7.35,5.64,2026-05-18
1150518,115,1,2454,聯發科,149150.51,46.30,15.35,18.12,16.34,2026-05-18
1150518,115,1,2455,全新,959.31,38.09,23.63,25.39,20.34,2026-05-18
1150518,115,1,2457,飛宏,2095.36,21.18,-6.50,-5.52,-6.92,2026-05-18
1150518,115,1,2458,義隆,3224.77,47.65,24.15,26.05,20.96,2026-05-18
1150518,115,1,2459,敦吉,1246.42,30.51,14.95,15.61,11.98,2026-05-18
1150518,115,1,2460,建通,1130.64,11.43,3.20,3.60,1.68,2026-05-18
1150518,115,1,2461,光群雷,1366.99,26.61,7.18,3.99,3.08,2026-05-18
1150518,115,1,2462,良得電,964.56,8.70,-2.22,1.75,0.14,2026-05-18
1150518,115,1,2464,盟立,1864.91,18.79,2.24,2.87,2.65,2026-05-18
1150518,115,1,2465,麗臺,1569.19,10.65,5.87,8.29,6.87,2026-05-18
1150518,115,1,2466,冠西電,158.64,7.19,-32.41,13.21,3.29,2026-05-18
1150518,115,1,2467,志聖,2261.51,49.47,24.37,27.13,21.33,2026-05-18
1150518,115,1,2468,華經,628.51,10.73,3.48,4.27,3.39,2026-05-18
1150518,115,1,2471,資通,232.26,31.14,2.48,11.87,10.01,2026-05-18
1150518,115,1,2472,立隆電,2943.09,30.01,18.68,17.68,13.53,2026-05-18
1150518,115,1,2474,可成,3773.95,28.80,6.45,49.06,40.69,2026-05-18
1150518,115,1,2476,鉅祥,2167.65,29.92,17.83,17.58,12.72,2026-05-18
1150518,115,1,2477,美隆電,506.12,26.62,1.55,6.34,3.59,2026-05-18
1150518,115,1,2478,大毅,1419.77,25.01,13.10,14.10,11.45,2026-05-18
1150518,115,1,2480,敦陽科,2420.98,23.46,12.41,13.89,11.55,2026-05-18
1150518,115,1,2481,強茂,3421.16,32.74,6.50,11.73,9.04,2026-05-18
1150518,115,1,2482,連宇,113.89,38.24,-31.98,-21.06,-15.82,2026-05-18
1150518,115,1,2483,百容,480.53,13.23,-0.30,3.09,3.46,2026-05-18
1150518,115,1,2484,希華,558.49,22.20,6.84,11.65,9.28,2026-05-18
1150518,115,1,2485,兆赫,1045.69,22.49,9.39,15.41,12.82,2026-05-18
1150518,115,1,2486,一詮,1620.29,21.05,6.99,5.31,3.81,2026-05-18
1150518,115,1,2488,漢平,600.01,24.51,11.50,15.71,12.29,2026-05-18
1150518,115,1,2489,瑞軒,5814.69,8.69,1.07,1.91,1.64,2026-05-18
1150518,115,1,2491,吉祥全,35.94,14.86,-126.79,326.31,326.50,2026-05-18
1150518,115,1,2492,華新科,9538.39,18.30,7.54,15.06,10.35,2026-05-18
1150518,115,1,2493,揚博,937.50,29.19,17.97,20.45,17.01,2026-05-18
1150518,115,1,2495,普安,370.13,39.81,12.57,27.70,24.40,2026-05-18
1150518,115,1,2496,卓越,210.34,55.51,17.66,18.97,14.81,2026-05-18
1150518,115,1,2497,怡利電,1130.84,26.29,8.13,12.57,8.86,2026-05-18
1150518,115,1,2498,宏達電,652.62,41.70,-86.23,-35.01,-37.03,2026-05-18
1150518,115,1,2501,國建,11151.30,24.15,17.44,17.20,14.50,2026-05-18
1150518,115,1,2504,國產,5032.86,26.62,21.85,21.55,16.94,2026-05-18
1150518,115,1,2505,國揚,421.64,26.93,8.03,19.72,15.14,2026-05-18
1150518,115,1,2506,太設,324.39,52.05,16.13,21.13,16.41,2026-05-18
1150518,115,1,2509,全坤建,64.34,27.57,-38.63,-161.20,-161.88,2026-05-18
1150518,115,1,2511,太子,2153.31,30.48,6.59,5.16,4.35,2026-05-18
1150518,115,1,2514,龍邦,5519.55,13.36,6.36,6.53,5.19,2026-05-18
1150518,115,1,2515,中工,6998.72,8.72,4.95,4.63,3.67,2026-05-18
1150518,115,1,2516,新建,1624.34,5.64,3.03,3.48,3.48,2026-05-18
1150518,115,1,2520,冠德,4862.54,23.48,13.54,12.33,9.00,2026-05-18
1150518,115,1,2524,京城,656.59,48.54,35.59,22.86,20.08,2026-05-18
1150518,115,1,2527,宏璟,4588.72,27.50,24.56,23.19,19.56,2026-05-18
1150518,115,1,2528,皇普,10.28,7.92,-398.67,-440.34,-444.29,2026-05-18
1150518,115,1,2530,華建,186.71,19.68,-2.09,-16.41,-17.55,2026-05-18
1150518,115,1,2534,宏盛,209.17,73.99,30.22,-2.48,-5.46,2026-05-18
1150518,115,1,2535,達欣工,7159.00,14.30,10.61,12.81,10.45,2026-05-18
1150518,115,1,2536,宏普,885.98,22.46,14.10,5.83,5.78,2026-05-18
1150518,115,1,2537,聯上發,1212.62,21.38,13.81,12.38,9.84,2026-05-18
1150518,115,1,2538,基泰,82.55,96.30,46.63,20.53,10.13,2026-05-18
1150518,115,1,2539,櫻花建,2476.91,45.36,40.49,40.77,32.90,2026-05-18
1150518,115,1,2540,愛山林,1723.78,16.66,0.97,-1.37,-0.66,2026-05-18
1150518,115,1,2542,興富發,16191.91,30.11,24.17,24.20,19.89,2026-05-18
1150518,115,1,2543,皇昌,2901.10,13.32,9.02,8.14,6.76,2026-05-18
1150518,115,1,2545,皇翔,1966.95,16.86,5.71,0.24,-0.23,2026-05-18
1150518,115,1,2546,根基,4271.99,7.76,5.33,5.54,4.36,2026-05-18
1150518,115,1,2547,日勝生,1604.26,50.58,21.82,9.45,5.19,2026-05-18
1150518,115,1,2548,華固,4206.42,26.00,20.69,21.60,17.29,2026-05-18
1150518,115,1,2597,潤弘,7352.77,17.70,13.49,13.78,11.12,2026-05-18
1150518,115,1,2601,益航,568.02,26.95,22.20,3.21,1.97,2026-05-18
1150518,115,1,2603,長榮,86511.47,15.48,10.34,12.30,10.05,2026-05-18
1150518,115,1,2605,新興,1366.85,42.65,35.32,39.31,28.34,2026-05-18
1150518,115,1,2606,裕民,3891.77,31.96,25.38,25.38,25.38,2026-05-18
1150518,115,1,2607,榮運,3991.93,21.76,11.71,17.78,14.04,2026-05-18
1150518,115,1,2608,嘉里大榮,3102.76,18.59,11.97,11.11,8.87,2026-05-18
1150518,115,1,2609,陽明,38660.50,7.30,1.94,4.92,3.87,2026-05-18
1150518,115,1,2610,華航,56997.03,20.60,11.29,12.32,10.26,2026-05-18
1150518,115,1,2611,志信,353.43,26.51,9.97,18.23,16.54,2026-05-18
1150518,115,1,2612,中航,1239.78,33.39,23.12,20.26,19.71,2026-05-18
1150518,115,1,2613,中櫃,828.69,13.46,7.26,3.79,3.02,2026-05-18
1150518,115,1,2614,東森,1238.75,29.88,3.48,7.44,6.82,2026-05-18
1150518,115,1,2615,萬海,33640.86,22.76,17.32,29.10,22.82,2026-05-18
1150518,115,1,2616,山隆,1985.76,7.37,-8.88,-9.18,-9.32,2026-05-18
1150518,115,1,2617,台航,1083.59,41.99,38.77,34.38,27.51,2026-05-18
1150518,115,1,2618,長榮航,60515.85,26.22,18.64,18.25,14.65,2026-05-18
1150518,115,1,2630,亞航,1096.14,9.11,2.62,2.08,1.64,2026-05-18
1150518,115,1,2633,台灣高鐵,13890.56,46.85,43.23,17.71,15.10,2026-05-18
1150518,115,1,2634,漢翔,7587.09,7.80,3.59,4.53,3.44,2026-05-18
1150518,115,1,2636,台驊控股,4846.23,15.67,2.60,4.31,3.07,2026-05-18
1150518,115,1,2637,慧洋-KY,4338.02,28.68,27.60,27.69,27.55,2026-05-18
1150518,115,1,2642,宅配通,816.74,4.17,-8.28,-8.45,-8.72,2026-05-18
1150518,115,1,2645,長榮航太,4739.31,27.54,23.83,25.47,20.37,2026-05-18
1150518,115,1,2646,星宇航空,13759.80,20.17,9.87,6.61,6.61,2026-05-18
1150518,115,1,2701,萬企,65.65,80.59,67.56,95.43,76.47,2026-05-18
1150518,115,1,2702,華園,363.52,89.36,9.57,8.98,8.29,2026-05-18
1150518,115,1,2704,國賓,378.53,29.89,3.11,27.08,15.54,2026-05-18
1150518,115,1,2705,六福,510.86,28.27,0.14,-7.80,-7.80,2026-05-18
1150518,115,1,2706,第一店,89.87,77.50,67.94,96.27,76.90,2026-05-18
1150518,115,1,2707,晶華,1946.38,35.95,28.90,47.00,37.64,2026-05-18
1150518,115,1,2712,遠雄來,125.17,15.88,-11.55,-11.65,-11.65,2026-05-18
1150518,115,1,2722,夏都,132.19,22.59,-24.56,-25.43,-26.00,2026-05-18
1150518,115,1,2723,美食-KY,4026.81,61.06,8.04,8.58,5.98,2026-05-18
1150518,115,1,2727,王品,6518.70,47.64,8.25,8.11,6.49,2026-05-18
1150518,115,1,2731,雄獅,8129.67,15.95,5.10,6.03,4.85,2026-05-18
1150518,115,1,2739,寒舍,1423.27,40.61,11.96,10.60,8.37,2026-05-18
1150518,115,1,2748,雲品,776.93,33.66,16.07,15.98,12.78,2026-05-18
1150518,115,1,2753,八方雲集,2262.83,36.45,12.55,12.34,9.85,2026-05-18
1150518,115,1,2762,世界健身-KY,2811.38,21.78,10.69,9.56,7.80,2026-05-18
1150518,115,1,2816,旺旺保,,,,,,2026-05-18
1150518,115,1,2832,台產,,,,,,2026-05-18
1150518,115,1,2850,新產,,,,,,2026-05-18
1150518,115,1,2851,中再保,,,,,,2026-05-18
1150518,115,1,2852,第一保,,,,,,2026-05-18
1150518,115,1,2867,三商壽,,,,,,2026-05-18
1150518,115,1,2901,欣欣,33.93,87.07,19.55,28.29,22.63,2026-05-18
1150518,115,1,2903,遠百,8445.11,57.96,14.91,8.43,7.26,2026-05-18
1150518,115,1,2904,匯僑,100.61,23.10,-7.34,-9.20,-6.98,2026-05-18
1150518,115,1,2906,高林,2284.99,29.69,3.84,4.72,3.24,2026-05-18
1150518,115,1,2908,特力,9402.24,29.58,2.94,2.46,1.88,2026-05-18
1150518,115,1,2910,統領,134.95,90.51,59.00,49.92,37.97,2026-05-18
1150518,115,1,2911,麗嬰房,431.05,43.70,-10.65,12.86,15.56,2026-05-18
1150518,115,1,2912,統一超,88527.61,34.58,4.26,5.22,4.03,2026-05-18
1150518,115,1,2913,農林,121.94,37.85,-1.57,-27.17,-27.17,2026-05-18
1150518,115,1,2915,潤泰全,418.61,44.70,-1.96,653.73,649.29,2026-05-18
1150518,115,1,2923,鼎固-KY,2068.44,59.16,52.88,24.55,1.41,2026-05-18
1150518,115,1,2929,淘帝-KY,420.49,16.75,-8.19,-7.37,-5.78,2026-05-18
1150518,115,1,2939,永邑-KY,76.24,15.47,-29.74,-17.84,-17.95,2026-05-18
1150518,115,1,2945,三商家購,3837.10,26.96,1.25,1.21,0.95,2026-05-18
1150518,115,1,3002,歐格,190.90,8.44,-13.18,-5.79,-3.66,2026-05-18
1150518,115,1,3003,健和興,1263.16,23.07,8.87,9.55,6.35,2026-05-18
1150518,115,1,3004,豐達科,1204.09,25.24,13.94,13.26,10.27,2026-05-18
1150518,115,1,3005,神基,9308.27,31.06,13.51,14.95,12.63,2026-05-18
1150518,115,1,3006,晶豪科,7266.90,47.52,31.03,32.37,28.40,2026-05-18
1150518,115,1,3008,大立光,15544.08,49.41,37.39,46.89,39.73,2026-05-18
1150518,115,1,3010,華立,21842.51,8.14,3.83,4.43,3.40,2026-05-18
1150518,115,1,3011,今皓,147.12,2.36,-56.36,-69.02,-62.29,2026-05-18
1150518,115,1,3013,晟銘電,2929.03,21.15,13.33,12.54,9.60,2026-05-18
1150518,115,1,3014,聯陽,1734.05,57.21,28.74,29.21,26.45,2026-05-18
1150518,115,1,3015,全漢,3045.12,17.98,0.87,3.27,2.60,2026-05-18
1150518,115,1,3016,嘉晶,1058.98,17.77,10.60,11.88,9.50,2026-05-18
1150518,115,1,3017,奇鋐,49037.95,29.77,24.51,24.43,17.69,2026-05-18
1150518,115,1,3018,隆銘綠能,81.16,-2.58,-56.93,-62.20,-62.46,2026-05-18
1150518,115,1,3019,亞光,6209.31,17.30,7.76,6.69,5.71,2026-05-18
1150518,115,1,3021,鴻名,703.86,19.42,4.59,3.82,2.25,2026-05-18
1150518,115,1,3022,威強電,1592.35,28.15,2.29,11.91,10.48,2026-05-18
1150518,115,1,3023,信邦,8292.84,24.51,11.53,13.45,10.40,2026-05-18
1150518,115,1,3024,憶聲,257.62,25.75,1.47,3.33,2.33,2026-05-18
1150518,115,1,3025,星通,123.79,66.34,20.88,31.96,27.44,2026-05-18
1150518,115,1,3026,禾伸堂,3618.45,24.24,13.36,15.72,12.59,2026-05-18
1150518,115,1,3027,盛達,351.29,23.57,-2.39,3.23,0.48,2026-05-18
1150518,115,1,3028,增你強,17721.80,9.10,5.40,5.03,4.08,2026-05-18
1150518,115,1,3029,零壹,6876.94,11.80,5.61,6.17,5.03,2026-05-18
1150518,115,1,3030,德律,2441.42,60.27,38.16,41.51,33.85,2026-05-18
1150518,115,1,3031,佰鴻,285.29,26.21,6.24,9.10,7.72,2026-05-18
1150518,115,1,3032,偉訓,2715.94,23.16,10.15,6.63,3.95,2026-05-18
1150518,115,1,3033,威健,30857.49,6.18,3.41,3.06,2.36,2026-05-18
1150518,115,1,3034,聯詠,23145.30,39.06,17.40,18.96,16.28,2026-05-18
1150518,115,1,3035,智原,2588.50,47.30,3.70,6.92,5.22,2026-05-18
1150518,115,1,3036,文曄,494272.92,3.45,2.01,1.83,1.42,2026-05-18
1150518,115,1,3037,欣興,37446.46,17.96,7.36,16.82,14.37,2026-05-18
1150518,115,1,3038,全台,732.36,22.82,5.74,8.36,7.23,2026-05-18
1150518,115,1,3040,遠見,35.19,58.12,9.32,21.22,7.47,2026-05-18
1150518,115,1,3041,揚智,351.84,47.38,-39.72,-40.81,-39.01,2026-05-18
1150518,115,1,3042,晶技,3339.21,32.33,15.08,16.57,13.50,2026-05-18
1150518,115,1,3043,科風,187.43,22.99,-3.50,0.38,0.37,2026-05-18
1150518,115,1,3044,健鼎,20964.23,26.51,18.34,19.59,14.05,2026-05-18
1150518,115,1,3045,台灣大,49778.30,21.56,11.92,11.39,9.09,2026-05-18
1150518,115,1,3046,建碁,1818.01,9.07,5.21,6.10,5.16,2026-05-18
1150518,115,1,3047,訊舟,761.07,23.06,-11.24,-7.50,-8.33,2026-05-18
1150518,115,1,3048,益登,33502.24,3.99,2.02,1.24,0.99,2026-05-18
1150518,115,1,3049,精金,99.55,39.60,7.16,227.08,20.24,2026-05-18
1150518,115,1,3050,鈺德,280.85,29.42,-6.09,-1.06,-3.59,2026-05-18
1150518,115,1,3051,力特,376.38,30.49,12.23,18.38,19.75,2026-05-18
1150518,115,1,3052,夆典,871.12,9.71,5.01,5.65,4.49,2026-05-18
1150518,115,1,3054,立萬利,135.88,75.63,53.71,90.68,83.73,2026-05-18
1150518,115,1,3055,蔚華科,84.07,31.88,-64.46,-19.01,-19.62,2026-05-18
1150518,115,1,3056,富華新,284.53,16.43,-7.26,0.90,1.19,2026-05-18
1150518,115,1,3057,喬鼎,167.73,45.08,-0.62,0.94,0.61,2026-05-18
1150518,115,1,3058,立德,782.32,13.27,-6.00,-4.98,-5.05,2026-05-18
1150518,115,1,3059,華晶科,2020.29,23.94,4.96,8.12,6.06,2026-05-18
1150518,115,1,3060,銘異,1081.25,15.40,4.37,6.13,4.57,2026-05-18
1150518,115,1,3062,建漢,1113.32,1.17,-14.02,-15.89,-16.04,2026-05-18
1150518,115,1,3090,日電貿,4492.39,19.85,13.32,13.72,10.94,2026-05-18
1150518,115,1,3092,鴻碩,414.42,9.24,-23.97,-24.23,-24.82,2026-05-18
1150518,115,1,3094,聯傑,47.21,74.98,4.97,15.84,12.20,2026-05-18
1150518,115,1,3130,一零四,643.70,86.46,17.76,19.99,18.42,2026-05-18
1150518,115,1,3135,凌航,3957.69,30.35,27.43,27.10,21.63,2026-05-18
1150518,115,1,3138,耀登,394.78,41.44,-3.23,0.03,-0.40,2026-05-18
1150518,115,1,3149,正達,590.08,-4.14,-15.79,-14.33,-14.33,2026-05-18
1150518,115,1,3150,鈺寶-創,81.09,44.22,-3.25,-0.50,-0.88,2026-05-18
1150518,115,1,3164,景岳,89.17,54.08,-8.05,3.79,2.03,2026-05-18
1150518,115,1,3167,大量,1946.21,42.34,21.03,21.86,14.49,2026-05-18
1150518,115,1,3168,眾福科,869.66,22.82,6.79,7.01,6.66,2026-05-18
1150518,115,1,3189,景碩,11104.97,21.16,8.02,8.68,7.89,2026-05-18
1150518,115,1,3209,全科,17067.41,5.03,2.85,3.25,2.06,2026-05-18
1150518,115,1,3229,晟鈦,342.92,10.96,6.17,10.35,10.30,2026-05-18
1150518,115,1,3231,緯創,846303.03,5.21,3.44,2.78,2.13,2026-05-18
1150518,115,1,3257,虹冠電,130.52,44.98,1.22,18.25,11.62,2026-05-18
1150518,115,1,3266,昇陽,508.76,25.38,11.95,11.47,8.88,2026-05-18
1150518,115,1,3296,勝德,333.30,14.40,-8.47,-9.76,-10.78,2026-05-18
1150518,115,1,3305,昇貿,3764.70,18.27,11.35,10.19,6.41,2026-05-18
1150518,115,1,3308,聯德,1.57,62.63,-671.05,-7.08,54.46,2026-05-18
1150518,115,1,3311,閎暉,527.36,11.06,-0.84,9.85,9.45,2026-05-18
1150518,115,1,3312,弘憶股,5660.66,5.33,2.84,4.00,3.31,2026-05-18
1150518,115,1,3321,同泰,440.91,1.68,-13.30,-13.07,-13.56,2026-05-18
1150518,115,1,3338,泰碩,859.46,18.98,3.11,3.00,2.71,2026-05-18
1150518,115,1,3346,麗清,1694.22,8.89,-5.07,-4.37,-4.78,2026-05-18
1150518,115,1,3356,奇偶,281.26,49.63,3.64,70.40,62.95,2026-05-18
1150518,115,1,3376,新日興,2352.70,14.28,-0.44,1.83,1.26,2026-05-18
1150518,115,1,3380,明泰,5314.55,18.36,0.08,0.96,0.51,2026-05-18
1150518,115,1,3406,玉晶光,6140.74,33.56,19.55,20.18,14.52,2026-05-18
1150518,115,1,3413,京鼎,5561.56,23.84,13.07,13.69,9.33,2026-05-18
1150518,115,1,3416,融程電,946.68,36.52,15.09,17.10,15.37,2026-05-18
1150518,115,1,3419,譁裕,435.72,12.19,-10.32,-8.92,-8.92,2026-05-18
1150518,115,1,3432,台端,67.06,14.22,-15.12,-14.33,-14.33,2026-05-18
1150518,115,1,3437,榮創,346.45,3.92,-25.59,-22.32,-20.81,2026-05-18
1150518,115,1,3443,創意,11447.81,27.20,15.93,16.81,14.38,2026-05-18
1150518,115,1,3447,展達,823.56,9.40,0.95,2.02,1.62,2026-05-18
1150518,115,1,3450,聯鈞,2086.88,24.80,12.75,14.62,8.60,2026-05-18
1150518,115,1,3481,群創,66644.54,14.43,2.25,3.61,2.69,2026-05-18
1150518,115,1,3494,誠研,248.18,14.85,-4.24,-11.82,-11.82,2026-05-18
1150518,115,1,3501,維熹,1259.96,15.37,2.74,1.70,1.37,2026-05-18
1150518,115,1,3504,揚明光,684.96,18.23,-1.39,1.08,0.87,2026-05-18
1150518,115,1,3515,華擎,13366.64,14.96,7.22,7.44,6.37,2026-05-18
1150518,115,1,3518,柏騰,62.02,-13.12,-105.99,482.53,456.90,2026-05-18
1150518,115,1,3528,安馳,3501.68,13.88,10.04,6.72,5.38,2026-05-18
1150518,115,1,3530,晶相光,541.94,20.46,4.33,7.84,6.32,2026-05-18
1150518,115,1,3532,台勝科,3308.77,0.83,-3.18,-2.48,-2.06,2026-05-18
1150518,115,1,3533,嘉澤,9327.58,49.55,29.04,32.20,26.07,2026-05-18
1150518,115,1,3535,晶彩科,325.30,46.09,20.97,23.98,23.98,2026-05-18
1150518,115,1,3543,州巧,836.73,9.41,-6.03,-2.39,-2.80,2026-05-18
1150518,115,1,3545,敦泰,2473.85,23.02,-5.88,-1.77,0.20,2026-05-18
1150518,115,1,3550,聯穎,1007.81,17.41,1.97,2.87,2.13,2026-05-18
1150518,115,1,3557,嘉威,1431.21,34.33,6.20,3.57,2.84,2026-05-18
1150518,115,1,3563,牧德,863.42,60.58,38.68,43.69,34.32,2026-05-18
1150518,115,1,3576,聯合再生,520.03,-45.65,-86.65,337.78,335.73,2026-05-18
1150518,115,1,3583,辛耘,3120.33,33.63,12.95,14.14,10.99,2026-05-18
1150518,115,1,3588,通嘉,397.06,33.61,4.85,7.04,5.72,2026-05-18
