出表日期,年度,季別,公司代號,公司名稱,營業收入(百萬元),毛利率(%)(營業毛利)/(營業收入),營業利益率(%)(營業利益)/(營業收入),稅前純益率(%)(稅前純益)/(營業收入),稅後純益率(%)(稅後純益)/(營業收入),date
1150517,115,1,5519,隆大,676.98,32.78,24.84,25.05,18.89,2026-05-17
1150517,115,1,5521,工信,2612.84,5.28,1.97,2.39,2.43,2026-05-17
1150517,115,1,5522,遠雄,5663.13,36.88,26.72,26.92,24.34,2026-05-17
1150517,115,1,5525,順天,1698.93,32.74,24.42,23.47,18.02,2026-05-17
1150517,115,1,5531,鄉林,142.62,6.51,-165.66,6.76,4.99,2026-05-17
1150517,115,1,5533,皇鼎,342.42,28.63,16.14,16.14,13.13,2026-05-17
1150517,115,1,5534,長虹,876.90,25.17,8.61,8.37,6.46,2026-05-17
1150517,115,1,5538,東明-KY,3164.55,16.49,9.60,8.95,7.16,2026-05-17
1150517,115,1,5546,永固-KY,198.12,-1.29,-2.54,-11.24,-13.75,2026-05-17
1150517,115,1,5607,遠雄港,1214.03,51.33,44.24,36.88,29.93,2026-05-17
1150517,115,1,5608,四維航,768.63,11.52,1.20,-9.63,-8.61,2026-05-17
1150517,115,1,5706,鳳凰,714.09,14.96,7.30,9.20,7.67,2026-05-17
1150517,115,1,5871,中租-KY,23998.24,66.62,30.94,35.31,24.57,2026-05-17
1150517,115,1,5906,台南-KY,430.26,55.89,2.92,1.31,0.62,2026-05-17
1150517,115,1,5907,大洋-KY,725.25,84.64,-0.82,-25.57,-27.20,2026-05-17
1150517,115,1,6108,競國,1005.53,-5.79,-18.70,-16.30,-16.58,2026-05-17
1150517,115,1,6112,邁達特,6018.22,13.87,2.79,1.50,0.70,2026-05-17
1150517,115,1,6115,鎰勝,1862.84,14.63,8.93,9.66,7.05,2026-05-17
1150517,115,1,6116,彩晶,3015.41,-0.89,-10.96,-5.77,-6.06,2026-05-17
1150517,115,1,6117,迎廣,839.42,37.56,16.91,20.14,14.65,2026-05-17
1150517,115,1,6120,達運,4526.33,3.57,-2.25,-1.10,-2.03,2026-05-17
1150517,115,1,6128,上福,1340.03,39.92,4.80,3.52,2.69,2026-05-17
1150517,115,1,6133,金橋,324.19,23.97,8.54,7.09,4.60,2026-05-17
1150517,115,1,6136,富爾特,171.72,30.09,-4.89,-4.13,-4.31,2026-05-17
1150517,115,1,6139,亞翔,20346.27,18.73,17.21,18.46,14.67,2026-05-17
1150517,115,1,6141,柏承,492.43,6.96,-12.92,-15.80,-18.86,2026-05-17
1150517,115,1,6142,友勁,430.55,6.48,-11.88,-13.68,-13.68,2026-05-17
1150517,115,1,6152,百一,331.60,20.48,-22.52,-11.18,-11.18,2026-05-17
1150517,115,1,6153,嘉聯益,1180.17,-8.70,-30.56,-30.09,-30.16,2026-05-17
1150517,115,1,6155,鈞寶,163.90,26.78,7.21,12.37,9.67,2026-05-17
1150517,115,1,6164,華興,183.89,30.28,-2.60,2.98,2.19,2026-05-17
1150517,115,1,6165,浪凡,846.89,29.91,11.70,12.10,9.56,2026-05-17
1150517,115,1,6166,凌華,3443.84,37.55,12.12,12.78,9.86,2026-05-17
1150517,115,1,6168,宏齊,502.95,23.77,-2.25,1.85,1.41,2026-05-17
1150517,115,1,6176,瑞儀,12046.10,22.39,11.95,12.86,8.73,2026-05-17
1150517,115,1,6177,達麗,4844.23,50.06,43.14,42.81,34.55,2026-05-17
1150517,115,1,6183,關貿,663.94,45.16,29.10,30.04,24.12,2026-05-17
1150517,115,1,6184,大豐電,550.30,54.22,32.11,32.26,25.09,2026-05-17
1150517,115,1,6189,豐藝,7391.89,9.16,4.60,5.03,4.03,2026-05-17
1150517,115,1,6191,精成科,9340.07,16.47,8.21,12.68,8.55,2026-05-17
1150517,115,1,6192,巨路,1797.05,34.02,17.10,18.75,14.05,2026-05-17
1150517,115,1,6196,帆宣,14308.54,13.57,8.25,9.69,7.75,2026-05-17
1150517,115,1,6197,佳必琪,2025.89,35.77,22.63,25.01,20.24,2026-05-17
1150517,115,1,6201,亞弘電,697.90,23.47,10.42,10.30,8.24,2026-05-17
1150517,115,1,6202,盛群,825.59,39.29,6.69,10.47,8.64,2026-05-17
1150517,115,1,6205,詮欣,292.53,39.32,9.04,13.58,10.68,2026-05-17
1150517,115,1,6206,飛捷,1510.24,45.63,28.09,29.32,23.45,2026-05-17
1150517,115,1,6209,今國光,1158.47,30.93,16.02,16.02,12.44,2026-05-17
1150517,115,1,6213,聯茂,9143.07,11.42,4.64,5.29,3.44,2026-05-17
1150517,115,1,6214,精誠,11968.69,20.40,4.94,7.49,6.47,2026-05-17
1150517,115,1,6215,和椿,773.10,29.92,14.07,15.15,12.20,2026-05-17
1150517,115,1,6216,居易,136.88,42.08,-14.55,-3.55,-8.54,2026-05-17
1150517,115,1,6224,聚鼎,713.23,32.32,5.97,9.46,6.99,2026-05-17
1150517,115,1,6225,天瀚,6.08,13.26,-148.89,-50.70,-50.70,2026-05-17
1150517,115,1,6226,光鼎,151.70,30.15,-6.37,0.31,0.76,2026-05-17
1150517,115,1,6230,尼得科超眾,2221.27,17.82,0.75,-3.67,-3.53,2026-05-17
1150517,115,1,6235,華孚,1642.00,24.43,6.57,4.83,3.69,2026-05-17
1150517,115,1,6239,力成,21314.17,19.44,12.95,14.81,11.20,2026-05-17
1150517,115,1,6243,迅杰,90.03,59.76,-18.02,-1.84,-1.66,2026-05-17
1150517,115,1,6257,矽格,5293.78,31.66,22.37,26.06,21.19,2026-05-17
1150517,115,1,6269,台郡,5467.01,-1.38,-18.29,-17.96,-14.95,2026-05-17
1150517,115,1,6271,同欣電,2819.24,27.97,13.96,16.52,14.00,2026-05-17
1150517,115,1,6272,驊陞,704.35,21.01,2.49,1.66,1.54,2026-05-17
1150517,115,1,6277,宏正,1293.18,60.23,14.42,14.22,10.19,2026-05-17
1150517,115,1,6278,台表科,12555.08,11.31,5.77,6.36,5.00,2026-05-17
1150517,115,1,6281,全國電,4414.20,21.25,3.12,3.17,2.54,2026-05-17
1150517,115,1,6282,康舒,8580.76,24.39,2.93,3.80,2.70,2026-05-17
1150517,115,1,6283,淳安,421.68,10.61,-7.76,-2.66,-2.49,2026-05-17
1150517,115,1,6285,啟碁,29156.18,13.76,4.67,4.89,3.88,2026-05-17
1150517,115,1,6405,悅城,0.08,-12166.23,-32132.47,-22566.23,-22536.36,2026-05-17
1150517,115,1,6409,旭隼,4204.59,26.10,18.11,11.83,9.31,2026-05-17
1150517,115,1,6412,群電,7783.86,15.94,4.29,6.09,5.19,2026-05-17
1150517,115,1,6414,樺漢,37112.75,20.11,5.37,6.50,4.96,2026-05-17
1150517,115,1,6415,矽力*-KY,4860.02,48.22,8.03,16.19,15.18,2026-05-17
1150517,115,1,6416,瑞祺電通,1057.73,25.67,12.53,12.84,9.24,2026-05-17
1150517,115,1,6426,統新,154.27,39.46,12.52,17.81,18.44,2026-05-17
1150517,115,1,6431,光麗-KY,85.85,22.78,-38.44,-44.52,-44.52,2026-05-17
1150517,115,1,6438,迅得,1744.78,26.41,11.12,10.55,8.15,2026-05-17
1150517,115,1,6442,光聖,2705.68,55.41,26.40,30.15,22.41,2026-05-17
1150517,115,1,6443,元晶,406.13,-5.17,-18.79,-24.27,-24.78,2026-05-17
1150517,115,1,6446,藥華藥,5121.38,87.87,40.75,45.60,41.97,2026-05-17
1150517,115,1,6449,鈺邦,1128.24,36.79,19.21,21.28,16.10,2026-05-17
1150517,115,1,6451,訊芯-KY,1553.38,11.96,-5.18,-5.46,-9.48,2026-05-17
1150517,115,1,6456,GIS-KY,16077.55,4.98,-2.00,-1.05,-1.27,2026-05-17
1150517,115,1,6464,台數科,1039.00,51.62,27.76,22.47,17.52,2026-05-17
1150517,115,1,6472,保瑞,4001.23,36.02,10.18,5.53,0.81,2026-05-17
1150517,115,1,6477,安集,225.00,24.77,12.87,1.10,-0.11,2026-05-17
1150517,115,1,6491,晶碩,1885.67,53.33,28.79,30.04,25.34,2026-05-17
1150517,115,1,6504,南六,1590.98,13.78,4.28,2.54,0.46,2026-05-17
1150517,115,1,6505,台塑化,161989.44,16.79,15.13,15.81,12.60,2026-05-17
1150517,115,1,6515,穎崴,2980.42,43.01,26.06,29.33,23.44,2026-05-17
1150517,115,1,6525,捷敏-KY,1357.27,26.14,19.12,19.38,15.38,2026-05-17
1150517,115,1,6526,達發,5455.47,52.73,14.96,16.41,13.67,2026-05-17
1150517,115,1,6531,愛普*,2099.95,46.19,28.01,39.32,31.43,2026-05-17
1150517,115,1,6533,晶心科,326.36,99.89,-62.19,-58.81,-50.94,2026-05-17
1150517,115,1,6534,正瀚-創,869.50,86.19,59.59,61.21,49.07,2026-05-17
1150517,115,1,6541,泰福-KY,132.83,-200.66,-301.32,-292.63,-292.65,2026-05-17
1150517,115,1,6550,北極星藥業-KY,37.09,-123.91,-1499.97,-1498.70,-1493.04,2026-05-17
1150517,115,1,6552,易華電,289.33,-8.87,-23.24,-17.59,-18.70,2026-05-17
1150517,115,1,6558,興能高,227.99,12.79,-18.16,-14.25,-14.24,2026-05-17
1150517,115,1,6573,虹揚-KY,177.17,11.07,-16.49,-17.38,-17.55,2026-05-17
1150517,115,1,6579,研揚,2410.21,34.83,8.70,24.06,21.60,2026-05-17
1150517,115,1,6581,鋼聯,435.09,53.05,38.63,38.64,29.93,2026-05-17
1150517,115,1,6582,申豐,104.10,-12.56,-44.09,-30.61,-26.10,2026-05-17
1150517,115,1,6585,鼎基,727.30,34.68,20.46,23.85,18.48,2026-05-17
1150517,115,1,6589,台康生技,308.44,21.06,-67.19,-45.99,-46.12,2026-05-17
1150517,115,1,6591,動力-KY,325.12,24.42,-1.39,12.05,9.34,2026-05-17
1150517,115,1,6592,和潤企業,5805.63,61.82,19.17,20.66,15.90,2026-05-17
1150517,115,1,6598,ABC-KY,217.12,64.57,8.27,9.66,9.66,2026-05-17
1150517,115,1,6605,帝寶,4732.85,33.50,18.30,20.10,15.50,2026-05-17
1150517,115,1,6606,建德工業,191.81,40.83,24.59,26.37,15.23,2026-05-17
1150517,115,1,6614,資拓宏宇,1248.02,11.15,1.18,1.26,1.04,2026-05-17
1150517,115,1,6625,必應,771.91,19.98,13.18,13.69,10.62,2026-05-17
1150517,115,1,6641,基士德-KY,380.90,30.91,-6.95,-4.34,-0.85,2026-05-17
1150517,115,1,6645,金萬林-創,123.60,11.65,-34.29,-38.30,-38.60,2026-05-17
1150517,115,1,6655,科定,687.01,49.51,14.10,13.85,10.96,2026-05-17
1150517,115,1,6657,華安,1.39,74.91,-3652.19,-3329.12,-3329.12,2026-05-17
1150517,115,1,6658,聯策,619.42,24.00,11.59,12.17,8.88,2026-05-17
1150517,115,1,6666,羅麗芬-KY,227.57,64.52,3.78,7.09,4.67,2026-05-17
1150517,115,1,6668,中揚光,266.19,11.27,-24.05,-24.63,-24.80,2026-05-17
1150517,115,1,6669,緯穎,276507.73,7.55,6.31,6.49,5.10,2026-05-17
1150517,115,1,6670,復盛應用,8468.86,24.00,14.94,15.73,12.21,2026-05-17
1150517,115,1,6671,三能-KY,365.76,38.66,4.49,5.88,4.34,2026-05-17
1150517,115,1,6672,騰輝電子-KY,1245.83,34.02,11.67,11.92,9.92,2026-05-17
1150517,115,1,6674,鋐寶科技,112.13,15.29,-56.04,-62.46,-62.46,2026-05-17
1150517,115,1,6689,伊雲谷,2999.37,9.88,0.90,1.34,1.14,2026-05-17
1150517,115,1,6691,洋基工程,6977.23,18.39,15.74,15.78,12.43,2026-05-17
1150517,115,1,6695,芯鼎,252.75,37.88,-33.43,-25.72,-25.72,2026-05-17
1150517,115,1,6698,旭暉應材,166.70,20.56,-16.47,-14.15,-14.60,2026-05-17
1150517,115,1,6706,惠特,159.98,-2.01,-77.09,-50.16,-47.10,2026-05-17
1150517,115,1,6715,嘉基,510.16,40.01,15.89,16.91,11.63,2026-05-17
1150517,115,1,6719,力智,979.14,41.67,18.44,27.41,22.58,2026-05-17
1150517,115,1,6722,輝創,1239.13,20.49,1.53,3.61,2.41,2026-05-17
1150517,115,1,6742,澤米,85.70,-8.87,-35.91,-27.70,-28.54,2026-05-17
1150517,115,1,6743,安普新,1083.93,18.69,1.93,-1.31,-2.56,2026-05-17
1150517,115,1,6753,龍德造船,1324.92,33.10,28.98,29.99,23.94,2026-05-17
1150517,115,1,6754,匯僑設計,602.03,22.86,0.08,1.28,1.36,2026-05-17
1150517,115,1,6756,威鋒電子,414.89,44.61,-12.22,11.33,9.23,2026-05-17
1150517,115,1,6757,台灣虎航,5537.92,40.68,30.51,30.13,24.11,2026-05-17
1150517,115,1,6768,志強-KY,5357.01,16.54,6.14,6.64,4.49,2026-05-17
1150517,115,1,6770,力積電,13572.46,10.23,104.82,105.60,104.85,2026-05-17
1150517,115,1,6771,平和環保-創,131.49,46.82,24.55,20.45,16.26,2026-05-17
1150517,115,1,6776,展碁國際,7780.26,6.26,2.06,1.75,1.37,2026-05-17
1150517,115,1,6781,AES-KY,4529.85,36.10,24.16,25.51,20.06,2026-05-17
1150517,115,1,6782,視陽,1228.60,45.82,28.11,26.09,19.58,2026-05-17
1150517,115,1,6789,采鈺,2348.44,32.24,22.83,24.39,20.26,2026-05-17
1150517,115,1,6790,永豐實,2624.09,28.55,9.89,10.74,8.46,2026-05-17
1150517,115,1,6792,詠業,338.15,32.24,7.83,8.84,7.29,2026-05-17
1150517,115,1,6794,向榮生技,6.28,62.77,-422.87,-367.86,-367.86,2026-05-17
1150517,115,1,6796,晉弘,147.42,36.54,-13.17,-9.13,-8.61,2026-05-17
1150517,115,1,6799,來頡,242.39,46.82,20.49,26.02,20.26,2026-05-17
1150517,115,1,6805,富世達,4183.85,32.31,26.78,27.85,21.92,2026-05-17
1150517,115,1,6806,森崴能源,4189.86,44.84,40.30,32.23,31.39,2026-05-17
1150517,115,1,6807,峰源-KY,816.58,17.27,2.61,6.81,4.14,2026-05-17
1150517,115,1,6830,汎銓,578.73,21.58,-1.52,-3.64,-5.50,2026-05-17
1150517,115,1,6831,邁科,854.38,18.20,6.55,6.52,5.22,2026-05-17
1150517,115,1,6834,天二科技,419.74,23.04,8.50,11.43,9.47,2026-05-17
1150517,115,1,6835,圓裕,576.64,16.58,0.78,1.18,0.61,2026-05-17
1150517,115,1,6838,台新藥,45.42,86.94,-23.45,-33.02,-33.58,2026-05-17
1150517,115,1,6854,錼創科技-KY創,135.80,-27.03,-188.75,-169.67,-185.47,2026-05-17
1150517,115,1,6861,睿生光電,791.04,26.26,11.10,14.24,11.13,2026-05-17
1150517,115,1,6862,三集瑞-KY,471.24,32.55,12.89,14.97,10.64,2026-05-17
1150517,115,1,6863,永道-KY,1157.37,19.32,5.91,6.99,3.97,2026-05-17
1150517,115,1,6869,雲豹能源,1664.43,18.62,7.88,-5.30,-6.09,2026-05-17
1150517,115,1,6873,泓德能源,1424.14,31.95,13.23,3.99,2.37,2026-05-17
1150517,115,1,6885,全福生技,2.82,-11.34,-2956.78,-2691.99,-2691.99,2026-05-17
1150517,115,1,6887,寶綠特-KY,858.09,23.81,-2.18,-3.11,-5.37,2026-05-17
1150517,115,1,6890,來億-KY,7077.69,11.65,2.55,3.49,2.37,2026-05-17
1150517,115,1,6901,鑽石投資,-336.28,100.00,109.53,105.84,105.84,2026-05-17
1150517,115,1,6902,GOGOLOOK,303.11,89.08,18.10,19.62,19.14,2026-05-17
1150517,115,1,6906,現觀科,79.55,86.23,15.46,27.81,24.42,2026-05-17
1150517,115,1,6908,宏碁遊戲-創,1152.29,14.12,0.10,-1.09,-1.39,2026-05-17
1150517,115,1,6909,創控,101.50,57.49,2.75,6.65,4.70,2026-05-17
1150517,115,1,6914,阜爾運通,1436.18,21.98,15.55,13.53,10.81,2026-05-17
1150517,115,1,6916,華凌,505.83,20.12,-7.19,-7.95,-6.42,2026-05-17
1150517,115,1,6918,愛派司,219.39,66.23,24.10,26.78,21.74,2026-05-17
1150517,115,1,6919,康霈*,0.00,50.00,-12291550.00,-5387700.00,-5387700.00,2026-05-17
1150517,115,1,6921,嘉雨思-創,28.45,55.55,-36.86,-30.16,-30.16,2026-05-17
1150517,115,1,6923,中台,304.82,30.85,23.53,29.46,25.13,2026-05-17
1150517,115,1,6924,榮惠-KY創,472.29,26.47,12.58,12.46,9.87,2026-05-17
1150517,115,1,6928,攸泰科技,547.86,27.99,-1.52,-0.36,-0.61,2026-05-17
1150517,115,1,6931,青松健康,304.63,15.24,8.04,13.47,11.06,2026-05-17
1150517,115,1,6933,AMAX-KY,1820.47,13.68,4.16,3.24,2.56,2026-05-17
1150517,115,1,6934,心誠鎂,3.69,-446.32,-1367.95,-1359.08,-1359.08,2026-05-17
1150517,115,1,6936,永鴻生技,368.42,37.31,14.86,14.45,11.87,2026-05-17
1150517,115,1,6937,天虹,582.45,41.77,12.97,13.65,10.60,2026-05-17
1150517,115,1,6944,兆聯實業,4706.86,27.15,22.51,22.64,16.42,2026-05-17
1150517,115,1,6949,沛爾生醫-創,6.37,-18.92,-1393.77,-1368.94,-1368.94,2026-05-17
1150517,115,1,6951,青新-創,209.78,60.89,40.31,40.83,32.62,2026-05-17
1150517,115,1,6952,大武山,561.79,20.66,4.75,4.45,3.50,2026-05-17
1150517,115,1,6955,邦睿生技-創,84.39,76.38,30.18,33.16,28.37,2026-05-17
1150517,115,1,6957,裕慶-KY,1008.40,30.22,10.01,10.16,7.61,2026-05-17
1150517,115,1,6958,日盛台駿,2567.50,28.35,4.61,5.00,3.22,2026-05-17
1150517,115,1,6962,奕力-KY,3917.70,27.33,3.76,7.17,7.13,2026-05-17
1150517,115,1,6965,中傑-KY,4785.30,10.05,-1.69,-1.16,-1.97,2026-05-17
1150517,115,1,6969,成信實業*-創,77.98,31.10,3.19,-2.80,-2.80,2026-05-17
1150517,115,1,6988,威力暘-創,169.25,31.19,-1.11,-1.42,-1.51,2026-05-17
1150517,115,1,6994,富威電力,841.60,16.05,9.04,6.14,4.20,2026-05-17
1150517,115,1,7610,聯友金屬-創,1001.76,73.88,66.61,66.52,52.45,2026-05-17
1150517,115,1,7631,聚賢研發-創,408.50,22.99,11.63,11.87,8.69,2026-05-17
1150517,115,1,7705,三商餐飲,1604.38,34.58,1.87,1.51,1.45,2026-05-17
1150517,115,1,7711,永擎,8891.33,12.39,7.81,7.59,6.07,2026-05-17
1150517,115,1,7721,微程式,143.81,64.17,9.39,9.97,7.97,2026-05-17
1150517,115,1,7722,LINEPAY,2097.39,23.20,5.19,8.39,6.40,2026-05-17
1150517,115,1,7730,暉盛-創,92.23,45.85,12.09,18.60,14.85,2026-05-17
1150517,115,1,7732,金興精密,299.98,28.75,13.79,20.56,17.42,2026-05-17
1150517,115,1,7736,虎山,361.08,28.80,19.45,33.00,24.69,2026-05-17
1150517,115,1,7740,熙特爾-創,3091.36,11.63,9.03,8.16,6.78,2026-05-17
1150517,115,1,7749,意騰-KY,533.31,70.18,32.00,37.34,31.00,2026-05-17
1150517,115,1,7750,新代,4864.50,48.77,25.78,28.67,22.08,2026-05-17
1150517,115,1,7760,享溫馨,396.97,42.87,14.21,12.69,10.57,2026-05-17
1150517,115,1,7765,中華資安,597.58,49.03,27.54,28.76,23.01,2026-05-17
1150517,115,1,7768,頌勝科技,558.89,55.77,20.69,25.98,18.38,2026-05-17
1150517,115,1,7769,鴻勁,10725.20,56.24,49.98,54.06,43.12,2026-05-17
1150517,115,1,7780,大研生醫*,463.84,60.09,13.40,30.27,22.50,2026-05-17
1150517,115,1,7786,東方風能,1772.98,19.81,15.79,15.03,11.89,2026-05-17
1150517,115,1,7788,松川精密,1857.13,26.94,9.63,12.35,9.50,2026-05-17
1150517,115,1,7791,皇家可口,486.31,35.86,8.72,24.23,30.69,2026-05-17
1150517,115,1,7795,長廣,417.75,39.40,10.99,11.12,3.85,2026-05-17
1150517,115,1,7799,禾榮科,2.89,-0.59,-3067.38,-1995.77,-1995.77,2026-05-17
1150517,115,1,7821,神數,2490.64,21.81,4.52,4.86,3.83,2026-05-17
1150517,115,1,7822,倍利科,684.44,59.17,37.65,37.95,29.99,2026-05-17
1150517,115,1,7823,奧義賽博-KY創,90.95,86.35,-14.16,-6.44,-5.38,2026-05-17
1150517,115,1,8011,台通,434.35,17.06,4.04,2.59,2.21,2026-05-17
1150517,115,1,8016,矽創,5328.77,31.33,11.53,14.93,12.78,2026-05-17
1150517,115,1,8021,尖點,1339.57,36.59,20.12,20.13,14.14,2026-05-17
1150517,115,1,8028,昇陽半導體,1303.39,37.58,25.50,25.50,21.97,2026-05-17
1150517,115,1,8033,雷虎,375.05,38.21,-0.70,13.84,13.52,2026-05-17
1150517,115,1,8039,台虹,2415.48,22.03,6.06,9.10,7.24,2026-05-17
1150517,115,1,8045,達運光電,443.41,27.07,3.14,3.92,2.39,2026-05-17
1150517,115,1,8046,南電,11177.24,15.85,12.10,14.30,11.71,2026-05-17
1150517,115,1,8070,長華*,5422.40,18.52,12.13,13.84,11.04,2026-05-17
1150517,115,1,8072,陞泰,358.56,16.21,5.05,11.44,7.72,2026-05-17
1150517,115,1,8081,致新,2111.26,39.61,17.55,20.75,19.05,2026-05-17
1150517,115,1,8101,華冠,82.61,1.00,-46.12,-60.11,-61.32,2026-05-17
1150517,115,1,8103,瀚荃,910.08,37.97,14.24,13.06,9.95,2026-05-17
1150517,115,1,8104,錸寶,462.00,18.77,-3.51,-10.73,-10.77,2026-05-17
1150517,115,1,8105,凌巨,2127.31,8.66,0.53,9.09,8.92,2026-05-17
1150517,115,1,8110,華東,1970.00,10.04,5.25,15.68,12.49,2026-05-17
1150517,115,1,8112,至上,110164.54,3.85,3.10,2.63,1.98,2026-05-17
1150517,115,1,8114,振樺電,3538.76,47.00,17.79,19.20,14.64,2026-05-17
1150517,115,1,8131,福懋科,2944.62,19.55,16.12,18.10,14.48,2026-05-17
1150517,115,1,8150,南茂,6935.63,13.78,7.49,8.62,7.28,2026-05-17
1150517,115,1,8162,微矽電子-創,283.36,17.47,3.55,3.41,2.82,2026-05-17
1150517,115,1,8163,達方,6024.74,17.99,1.31,1.00,0.54,2026-05-17
1150517,115,1,8201,無敵,121.00,23.68,-10.20,-5.58,-5.58,2026-05-17
1150517,115,1,8210,勤誠,7107.29,32.83,25.03,25.21,19.21,2026-05-17
1150517,115,1,8213,志超,4846.21,10.59,2.32,2.37,1.60,2026-05-17
1150517,115,1,8215,明基材,4546.27,11.89,-5.26,-4.19,-4.32,2026-05-17
1150517,115,1,8222,寶一,234.43,25.27,12.99,13.55,10.88,2026-05-17
1150517,115,1,8249,菱光,989.46,16.75,8.06,7.75,4.12,2026-05-17
1150517,115,1,8261,富鼎,781.53,38.07,25.66,30.11,23.90,2026-05-17
1150517,115,1,8271,宇瞻,7042.18,49.27,32.85,33.07,26.63,2026-05-17
1150517,115,1,8341,日友,1094.65,49.32,31.59,31.44,20.56,2026-05-17
1150517,115,1,8367,建新國際,784.50,27.90,15.74,13.99,11.37,2026-05-17
1150517,115,1,8374,羅昇,1374.75,24.97,7.76,7.85,6.02,2026-05-17
1150517,115,1,8404,百和興業-KY,1903.97,33.86,10.47,5.58,3.84,2026-05-17
1150517,115,1,8411,福貞-KY,2726.48,8.82,2.55,2.26,1.53,2026-05-17
1150517,115,1,8422,可寧衛*,1113.60,48.21,34.38,30.95,23.00,2026-05-17
1150517,115,1,8429,金麗-KY,22.98,14.59,-27.22,15.90,14.10,2026-05-17
1150517,115,1,8438,昶昕,1166.59,14.32,8.20,8.55,6.12,2026-05-17
1150517,115,1,8442,威宏-KY,1984.28,15.61,0.73,0.49,0.11,2026-05-17
1150517,115,1,8443,阿瘦,285.10,54.88,-11.78,-8.65,-8.65,2026-05-17
1150517,115,1,8454,富邦媒,26593.47,9.05,2.97,3.04,2.43,2026-05-17
1150517,115,1,8462,柏文,1626.91,33.57,16.17,14.86,11.84,2026-05-17
1150517,115,1,8463,潤泰材,1710.65,12.48,6.93,8.00,6.82,2026-05-17
1150517,115,1,8464,億豐,7305.40,59.09,28.11,31.84,23.70,2026-05-17
1150517,115,1,8466,美吉吉-KY,646.71,8.25,-7.42,-9.28,-10.95,2026-05-17
1150517,115,1,8467,波力-KY,561.52,37.02,17.36,9.40,7.08,2026-05-17
1150517,115,1,8473,山林水,1289.83,32.87,26.68,24.10,18.93,2026-05-17
1150517,115,1,8476,台境*,326.24,12.30,2.34,1.80,0.39,2026-05-17
1150517,115,1,8478,東哥遊艇,1429.69,42.63,25.82,26.82,24.97,2026-05-17
1150517,115,1,8481,政伸,279.98,47.00,19.11,22.03,18.20,2026-05-17
1150517,115,1,8482,商億-KY,894.00,32.74,9.44,8.42,7.47,2026-05-17
1150517,115,1,8487,愛爾達-創,386.58,33.56,22.51,22.13,17.70,2026-05-17
1150517,115,1,8488,吉源-KY,1012.82,3.81,-1.91,-1.02,-1.38,2026-05-17
1150517,115,1,8499,鼎炫-KY,909.59,44.52,18.33,22.81,17.60,2026-05-17
1150517,115,1,8926,台汽電,13705.48,10.82,8.45,14.59,13.02,2026-05-17
1150517,115,1,8940,新天地,624.04,53.28,20.65,19.83,15.75,2026-05-17
1150517,115,1,8996,高力,3422.97,29.02,20.71,22.21,17.69,2026-05-17
1150517,115,1,9802,鈺齊-KY,3674.61,15.85,5.13,6.26,4.84,2026-05-17
1150517,115,1,9902,台火,22.71,31.74,2.89,75.00,74.43,2026-05-17
1150517,115,1,9904,寶成,63091.73,22.14,3.16,6.01,4.86,2026-05-17
1150517,115,1,9905,大華,2262.40,10.07,4.88,6.46,4.79,2026-05-17
1150517,115,1,9906,欣巴巴,816.38,37.52,24.70,22.95,17.37,2026-05-17
1150517,115,1,9907,統一實,10442.73,10.71,3.84,3.97,2.32,2026-05-17
1150517,115,1,9908,大台北,937.49,21.44,14.36,21.42,18.01,2026-05-17
1150517,115,1,9910,豐泰,19234.90,17.39,4.00,4.98,3.48,2026-05-17
1150517,115,1,9911,櫻花,2910.13,35.66,16.60,17.24,13.98,2026-05-17
1150517,115,1,9912,偉聯,113.11,44.34,-10.27,-10.54,-11.07,2026-05-17
1150517,115,1,9914,美利達,5323.07,15.36,5.21,7.78,6.16,2026-05-17
1150517,115,1,9917,中保科,4682.95,33.90,17.61,19.03,15.50,2026-05-17
1150517,115,1,9918,欣天然,634.69,30.74,19.18,21.08,17.53,2026-05-17
1150517,115,1,9919,康那香,677.60,9.64,-15.21,-14.70,-14.86,2026-05-17
1150517,115,1,9921,巨大,12523.54,19.63,-1.53,-1.36,-1.17,2026-05-17
1150517,115,1,9924,福興,1482.99,19.92,4.80,6.59,5.58,2026-05-17
1150517,115,1,9925,新保,2117.75,32.17,10.67,11.17,8.98,2026-05-17
1150517,115,1,9926,新海,702.29,26.18,18.67,21.78,17.41,2026-05-17
1150517,115,1,9927,泰銘,2174.18,9.02,6.40,7.78,6.19,2026-05-17
1150517,115,1,9928,中視,227.17,-1.42,-19.85,-15.73,-15.73,2026-05-17
1150517,115,1,9929,秋雨,172.80,24.78,12.04,14.43,14.43,2026-05-17
1150517,115,1,9930,中聯資源,3286.61,15.01,10.60,10.61,8.48,2026-05-17
1150517,115,1,9931,欣高,429.48,16.69,11.52,25.14,20.04,2026-05-17
1150517,115,1,9933,中鼎,17199.08,13.05,9.67,9.67,6.64,2026-05-17
1150517,115,1,9934,成霖,4675.86,34.21,4.61,3.83,2.44,2026-05-17
1150517,115,1,9935,慶豐富,1207.01,27.29,10.69,10.36,7.40,2026-05-17
1150517,115,1,9937,全國,5403.50,13.34,4.23,4.69,3.75,2026-05-17
1150517,115,1,9938,百和,4039.12,31.81,12.89,10.53,7.32,2026-05-17
1150517,115,1,9939,宏全,6859.79,22.34,13.21,12.43,9.85,2026-05-17
1150517,115,1,9940,信義,2876.81,23.12,7.28,8.08,5.67,2026-05-17
