Code,Name,TradeVolume,Transaction,TradeValue,TradePrice,BestBidPrice,BestBidVolume,BestAskPrice,BestAskVolume,date
6936,永鴻生技,30,1,999,33.3000,32.9500,1168,33.3000,670,2026-05-17
6937,天虹,276,18,80868,293.0000,293.0000,1796,293.5000,130,2026-05-17
6944,兆聯實業,896,22,810880,905.0000,905.0000,4785,910.0000,2721,2026-05-17
6949,沛爾生醫-創,20,1,14060,703.0000,703.0000,539,760.0000,50,2026-05-17
6951,青新-創,112,2,8960,80.0000,79.9000,643,80.0000,176,2026-05-17
6952,大武山,,,,,36.3500,2049,,,2026-05-17
6955,邦睿生技-創,,,,,150.5000,1099,153.5000,406,2026-05-17
6957,裕慶-KY,,,,,157.5000,2732,160.0000,674,2026-05-17
6958,日盛台駿,500,1,8325,16.6500,16.5500,1378,16.6500,2289,2026-05-17
6958A,日盛台駿甲特,,,,,18.3500,361,19.0000,937,2026-05-17
6962,奕力-KY,295,3,10693,36.2500,36.2500,6174,37.4000,40278,2026-05-17
6965,中傑-KY,,,,,77.6000,728,77.9000,954,2026-05-17
6969,成信實業*-創,299,3,8372,28.0000,27.9000,199,28.0000,453,2026-05-17
6988,威力暘-創,130,3,2197,16.9000,16.7500,198,16.9000,829,2026-05-17
6994,富威電力,1095,10,57486,52.5000,52.5000,1397,52.6000,302,2026-05-17
7610,聯友金屬-創,1430,21,1365650,955.0000,951.0000,2963,955.0000,1665,2026-05-17
7631,聚賢研發-創,,,,,121.0000,2737,123.5000,678,2026-05-17
7705,三商餐飲,,,,,30.8500,1809,31.0500,428,2026-05-17
7711,永擎,1175,22,452375,385.0000,385.0000,2452,387.0000,3300,2026-05-17
7721,微程式,797,12,57860,72.6000,72.6000,1766,72.7000,942,2026-05-17
7722,LINEPAY,395,14,102893,260.5000,260.5000,3510,261.0000,559,2026-05-17
7730,暉盛-創,,,,,180.0000,1245,185.0000,153,2026-05-17
7732,金興精密,,,,,34.8000,499,,,2026-05-17
7736,虎山,,,,,71.8000,673,,,2026-05-17
7740,熙特爾-創,,,,,168.0000,1718,180.0000,100,2026-05-17
7749,意騰-KY,,,,,493.5000,1937,495.0000,1151,2026-05-17
7750,新代,458,39,1174770,2565.0000,2565.0000,1138,2575.0000,2079,2026-05-17
7760,享溫馨,,,,,33.5000,1310,,,2026-05-17
7765,中華資安,500,11,120000,240.0000,240.0000,1089,240.5000,806,2026-05-17
7768,頌勝科技,600,6,216300,360.5000,360.5000,1460,361.0000,260,2026-05-17
7769,鴻勁,1702,212,11896980,6990.0000,6985.0000,5493,6990.0000,1516,2026-05-17
7780,大研生醫*,151,4,2708,17.9500,17.9500,4048,18.0000,522,2026-05-17
7786,東方風能,702,9,87048,124.0000,124.0000,3528,124.5000,2044,2026-05-17
7788,松川精密,392,8,80752,206.0000,206.0000,1724,207.5000,257,2026-05-17
7791,皇家可口,75,5,4800,64.0000,64.0000,578,64.5000,77,2026-05-17
7795,長廣,84,6,29820,355.0000,355.0000,1923,363.5000,302,2026-05-17
7799,禾榮科,150,3,46500,310.0000,310.0000,1405,313.0000,687,2026-05-17
7821,神數,1028,8,44972,43.7500,43.7500,1308,,,2026-05-17
7822,倍利科,246,20,289050,1175.0000,1170.0000,1448,1175.0000,109,2026-05-17
7823,奧義賽博-KY創,5,1,510,102.0000,102.0000,1494,104.0000,5,2026-05-17
8011,台通,230,7,4101,17.8500,17.7500,2480,17.8500,1815,2026-05-17
8016,矽創,1997,53,547178,274.0000,272.5000,4148,274.0000,1234,2026-05-17
8021,尖點,9115,188,4024235,441.5000,441.5000,1419,445.0000,1172,2026-05-17
8028,昇陽半導體,6037,61,1735630,287.5000,287.5000,138742,,,2026-05-17
8033,雷虎,1268,34,178788,141.0000,141.0000,6635,142.0000,1534,2026-05-17
8039,台虹,2523,43,365835,145.0000,145.0000,8299,146.0000,1473,2026-05-17
8045,達運光電,150,2,10395,69.3000,69.0000,2360,69.3000,177,2026-05-17
8046,南電,8658,280,6848478,791.0000,791.0000,21969,792.0000,1040,2026-05-17
8070,長華*,212,8,9665,45.6000,45.2500,4138,45.6000,756,2026-05-17
8072,陞泰,800,11,21154,26.4500,26.4500,1225,26.7000,1014,2026-05-17
8081,致新,128,4,32896,257.0000,257.0000,2721,258.0000,40,2026-05-17
8101,華冠,666,4,8556,12.8500,12.8500,3242,12.9000,1646,2026-05-17
8103,瀚荃,970,9,100393,103.5000,103.5000,4272,104.0000,556,2026-05-17
8104,錸寶,52,5,1777,34.2000,34.1500,3730,34.2000,323,2026-05-17
8105,凌巨,654,8,10265,15.7000,15.7000,2564,15.7500,679,2026-05-17
8110,華東,2543,25,127150,50.0000,49.9500,4117,50.0000,1995,2026-05-17
8112,至上,5929,64,484385,81.7000,81.6000,11003,81.7000,5270,2026-05-17
8112A,至上甲特,121,2,5590,46.2000,46.1500,3118,46.2000,1802,2026-05-17
8114,振樺電,2236,45,484085,216.5000,216.5000,1759,217.0000,14367,2026-05-17
8131,福懋科,1383,10,90584,65.5000,65.5000,2915,67.0000,152,2026-05-17
8150,南茂,5328,50,432622,81.2000,81.2000,12739,81.5000,5570,2026-05-17
8162,微矽電子-創,125,3,6724,53.8000,53.5000,2239,53.8000,1905,2026-05-17
8163,達方,1632,19,55234,33.8500,33.8500,13107,33.9000,9952,2026-05-17
8201,無敵,19,2,235,12.4000,12.3000,2204,12.4000,420,2026-05-17
8210,勤誠,1604,83,2269660,1415.0000,1415.0000,1278,1420.0000,331,2026-05-17
8213,志超,837,14,31256,37.3500,37.3500,752,37.6000,203,2026-05-17
8215,明基材,997,14,27164,27.2500,27.2500,2258,27.9000,189,2026-05-17
8222,寶一,150,2,5527,36.8500,36.6000,632,36.8500,228,2026-05-17
8249,菱光,300,4,14459,48.2000,48.2000,6755,50.3000,58206,2026-05-17
8261,富鼎,2593,39,348750,134.5000,134.5000,3172,135.0000,9813,2026-05-17
8271,宇瞻,1342,33,326770,243.5000,243.5000,3247,249.5000,4604,2026-05-17
8341,日友,330,4,25245,76.5000,76.5000,3104,76.6000,1209,2026-05-17
8367,建新國際,,,,,41.8500,1508,44.2000,119,2026-05-17
8374,羅昇,1115,8,114845,103.0000,103.0000,375596,,,2026-05-17
8404,百和興業-KY,403,8,6686,16.6000,16.6000,3801,16.6500,1359,2026-05-17
8411,福貞-KY,,,,,12.0500,1835,12.2000,4651,2026-05-17
8422,可寧衛*,4600,52,120050,26.1000,26.1000,13372,26.1500,4427,2026-05-17
8429,金麗-KY,921,8,5671,6.1600,6.1600,3786,6.5000,1377,2026-05-17
8438,昶昕,215,5,20079,93.4000,93.4000,2558,93.5000,100,2026-05-17
8442,威宏-KY,,,,,42.0000,1080,,,2026-05-17
8443,阿瘦,9,5,101,11.5000,11.4500,694,11.5000,1742,2026-05-17
8454,富邦媒,950,18,178122,187.5000,187.5000,1829,188.0000,3215,2026-05-17
8462,柏文,,,,,143.0000,1810,158.0000,999,2026-05-17
8463,潤泰材,102,3,2196,21.5500,21.5500,389,21.8500,100,2026-05-17
8464,億豐,510,16,173400,340.0000,330.0000,3479,340.0000,370,2026-05-17
8466,美吉吉-KY,,,,,13.9000,1698,,,2026-05-17
8467,波力-KY,,,,,127.5000,1568,,,2026-05-17
8473,山林水,160,7,5534,34.6000,34.6000,2612,34.9000,587,2026-05-17
8476,台境*,466,2,7479,16.0500,16.0500,3173,16.1000,1152,2026-05-17
8478,東哥遊艇,20,2,3220,161.0000,161.0000,3349,163.0000,320,2026-05-17
8481,政伸,63,2,2501,39.7000,39.3500,2897,39.7000,412,2026-05-17
8482,商億-KY,,,,,47.0000,2823,48.0500,452,2026-05-17
8487,愛爾達-創,,,,,78.2000,436,78.5000,1209,2026-05-17
8488,吉源-KY,,,,,9.8100,530,9.9200,1,2026-05-17
8499,鼎炫-KY,108,6,29808,276.0000,276.0000,2468,277.0000,744,2026-05-17
8926,台汽電,8825,87,539181,61.1000,61.0000,5433,61.1000,4806,2026-05-17
8940,新天地,23,3,383,16.7000,16.6500,1134,16.7000,590,2026-05-17
8996,高力,430,36,447200,1040.0000,1040.0000,1570,1050.0000,3218,2026-05-17
9103,美德醫療-DR,,,,,4.7400,799,4.7800,2947,2026-05-17
910322,康師傅-DR,,,,,25.0000,1499,25.1500,854,2026-05-17
9105,泰金寶-DR,3077,15,17500,5.6900,5.6800,3048,5.6900,3170,2026-05-17
910861,神州-DR,,,,,5.1000,599,5.1900,1134,2026-05-17
9110,越南控-DR,,,,,2.5900,316,,,2026-05-17
911608,明輝-DR,,,,,2.7000,499,,,2026-05-17
911622,泰聚亨-DR,,,,,3.5000,2305,,,2026-05-17
911868,同方友友-DR,,,,,1.1900,5994,1.2000,50,2026-05-17
912000,晨訊科-DR,,,,,2.3500,5280,2.4900,2622,2026-05-17
9136,巨騰-DR,,,,,,,,,2026-05-17
9802,鈺齊-KY,727,11,55173,75.9000,75.7000,3222,75.9000,280,2026-05-17
9902,台火,136,5,1874,13.8000,13.8000,1529,13.9000,949,2026-05-17
9904,寶成,596,10,15496,26.0000,26.0000,17706,26.1000,73274,2026-05-17
9905,大華,1,1,20,20.9500,20.9500,1977,21.0000,1031,2026-05-17
9906,欣巴巴,235,3,7507,31.9500,31.9500,1384,32.0000,99,2026-05-17
9907,統一實,2359,20,38326,16.2500,16.2000,14439,16.2500,2636,2026-05-17
9908,大台北,400,5,11659,29.1500,29.1500,898,29.2500,3588,2026-05-17
9910,豐泰,240,2,16968,70.7000,70.7000,3011,71.0000,2077,2026-05-17
9911,櫻花,915,21,75483,82.5000,82.4000,1720,82.5000,658,2026-05-17
9912,偉聯,253,7,3109,12.3000,12.3000,5466,12.4000,4033,2026-05-17
9914,美利達,1040,13,72902,70.1000,70.1000,33799,,,2026-05-17
9917,中保科,533,10,60229,113.0000,112.5000,12295,113.0000,15576,2026-05-17
9918,欣天然,10,1,430,43.0500,42.8000,1533,43.0500,1914,2026-05-17
9919,康那香,10,6,142,14.4000,14.1000,1140,14.4000,1598,2026-05-17
9921,巨大,1485,33,112860,76.0000,75.9000,4585,76.0000,1930,2026-05-17
9924,福興,50,1,2110,42.2000,42.2000,2732,42.2500,2991,2026-05-17
9925,新保,21,4,844,40.2500,40.2500,989,40.5500,1483,2026-05-17
9926,新海,,,,,48.9000,1628,49.1500,874,2026-05-17
9927,泰銘,1287,7,86871,67.5000,67.4000,5542,67.5000,923,2026-05-17
9928,中視,1,1,17,17.5500,17.5500,1496,17.6500,1775,2026-05-17
9929,秋雨,,,,,11.2000,1348,11.5000,741,2026-05-17
9930,中聯資源,508,3,34949,68.8000,68.7000,1975,68.8000,85,2026-05-17
9931,欣高,50,3,1694,33.9000,33.7500,949,33.9000,199,2026-05-17
9933,中鼎,2214,21,82798,37.4000,37.4000,5174,37.5000,5322,2026-05-17
9934,成霖,,,,,9.6400,3373,9.7200,1686,2026-05-17
9935,慶豐富,324,5,5862,18.1000,18.1000,2897,18.4500,349,2026-05-17
9937,全國,100,2,5600,56.0000,55.9000,697,56.0000,1625,2026-05-17
9938,百和,322,5,14149,43.9500,43.9000,8953,43.9500,7227,2026-05-17
9939,宏全,1653,29,204972,124.0000,124.0000,6144,124.5000,4481,2026-05-17
9940,信義,259,8,4737,18.3000,18.2500,2385,18.3000,2999,2026-05-17
9941,裕融,550,6,40314,73.3000,73.2000,5576,73.3000,4206,2026-05-17
9941A,裕融甲特,,,,,50.3000,4961,50.7000,544,2026-05-17
9942,茂順,14,2,1638,117.0000,117.0000,792,117.5000,1340,2026-05-17
9943,好樂迪,209,5,11556,55.3000,55.3000,2915,55.4000,1690,2026-05-17
9944,新麗,1078,4,18378,17.0500,17.0500,499,17.1000,1662,2026-05-17
9945,潤泰新,5307,47,122061,23.0000,23.0000,23879,23.0500,19112,2026-05-17
9946,三發地產,10,1,168,16.8000,16.7500,638,16.8000,1716,2026-05-17
9955,佳龍,150,3,4334,28.9000,28.9000,2272,29.6000,1287,2026-05-17
9958,世紀鋼,1354,23,142842,105.5000,105.0000,7602,105.5000,6128,2026-05-17
00400A,主動國泰動能高息,8848,63,117132,13.2400,13.2400,25262,13.2500,2979,2026-05-17
00401A,主動摩根台灣鑫收,1722,15,21351,12.4000,12.3900,2803,12.4000,4880,2026-05-17
00403A,主動統一升級50,377344,1598,3776712,10.0100,10.0000,562944,10.0100,1449899,2026-05-17
0050,元大台灣50,205261,3498,19632269,95.6500,95.6000,418070,95.6500,45821,2026-05-17
0051,元大中型100,385,15,49855,129.5000,129.4000,1280,129.5000,1440,2026-05-17
0052,富邦科技,34274,347,1922685,56.1000,56.1000,70131,56.1500,7061,2026-05-17
0053,元大電子,,,,,221.3000,669,221.9500,1212,2026-05-17
0055,元大MSCI金融,,,,,33.6900,3109,33.7000,507,2026-05-17
0056,元大高股息,36884,341,1650453,44.7500,44.7300,133660,44.7500,23847,2026-05-17
0057,富邦摩台,9,2,2578,286.5000,280.9500,300,286.5000,1144,2026-05-17
0061,元大寶滬深,500,2,12579,25.1600,25.0500,12488,25.1600,6441,2026-05-17
006203,元大MSCI台灣,,,,,171.9500,700,174.0000,1588,2026-05-17
006204,永豐臺灣加權,74,2,15180,205.1500,200.9500,400,205.1500,1578,2026-05-17
006205,富邦上証,30,1,1238,41.2800,41.2300,8011,41.2800,8117,2026-05-17
006206,元大上證50,36,1,1348,37.4500,37.3600,5902,37.4500,5657,2026-05-17
006207,復華滬深,,,,,33.3500,10656,33.5400,5727,2026-05-17
006208,富邦台50,9122,197,2015413,220.9500,220.9500,24397,221.0000,11045,2026-05-17
00625K,富邦上証+R,,,,,,,,,2026-05-17
00631L,元大台灣50正2,102604,902,3209041,31.2800,31.2800,101829,31.2900,29335,2026-05-17
00632R,元大台灣50反1,16408,74,188677,11.5000,11.4900,16132,11.5000,20210,2026-05-17
00633L,富邦上証正2,100,2,5249,52.5000,52.3000,8908,52.5000,25613,2026-05-17
00634R,富邦上証反1,,,,,3.0300,11024,3.0800,12335,2026-05-17
00635U,期元大S&P黃金,2631,49,126638,48.1400,48.1400,11819,48.1800,2559,2026-05-17
00636,國泰中國A50,76,2,2181,28.7100,28.6800,10224,28.7100,6093,2026-05-17
00636K,國泰中國A50+U,,,,,,,,,2026-05-17
00637L,元大滬深300正2,100,4,2190,21.9100,21.9000,11916,21.9100,8486,2026-05-17
00638R,元大滬深300反1,,,,,6.4800,10101,6.8200,6086,2026-05-17
00639,富邦深100,,,,,17.8000,13114,17.9300,6662,2026-05-17
00640L,富邦日本正2,50,1,4857,97.1500,96.9000,3795,97.1500,3332,2026-05-17
00641R,富邦日本反1,,,,,3.9100,4396,3.9600,5015,2026-05-17
00642U,期元大S&P石油,1913,11,59356,31.0300,31.0300,9778,31.2500,2598,2026-05-17
00643,群益深証中小,1,1,20,20.2400,20.1000,7992,20.2400,25843,2026-05-17
00643K,群益深証中小+R,,,,,,,,,2026-05-17
00645,富邦日本,233,5,12674,54.4000,54.3500,4250,54.4000,3504,2026-05-17
00646,元大S&P500,3147,55,233173,74.1000,74.1000,8188,74.1500,2623,2026-05-17
00647L,元大S&P500正2,101,1,13407,132.7500,132.7500,1696,133.1500,1239,2026-05-17
00648R,元大S&P500反1,,,,,4.0200,5942,5.0000,1205,2026-05-17
00650L,復華香港正2,200,1,3542,17.7100,17.6900,53305,17.7100,100809,2026-05-17
00651R,復華香港反1,,,,,5.1300,5995,5.4000,3198,2026-05-17
00652,富邦印度,153,2,4954,32.3800,32.3800,6217,32.4500,2052,2026-05-17
00653L,富邦印度正2,62,3,2822,45.5200,45.5000,4986,45.5200,12455,2026-05-17
00654R,富邦印度反1,,,,,6.7100,3696,7.3600,1998,2026-05-17
00655L,國泰中國A50正2,249,4,9121,36.6400,36.5000,7992,36.6400,25533,2026-05-17
00656R,國泰中國A50反1,,,,,5.7400,11034,5.9800,5153,2026-05-17
00657,國泰日經225,43,3,3114,72.4500,72.0000,4092,72.4500,8403,2026-05-17
00657K,國泰日經225+U,,,,,,,,,2026-05-17
00660,元大歐洲50,25,1,1060,42.4000,42.4000,1380,42.7000,361,2026-05-17
00661,元大日經225,1000,7,79397,79.4000,79.4000,2974,79.7000,2501,2026-05-17
00662,富邦NASDAQ,5009,63,597553,119.3000,119.3000,21470,119.4500,2599,2026-05-17
00663L,國泰臺灣加權正2,4223,38,380070,90.0000,90.0000,9732,90.1000,2752,2026-05-17
00664R,國泰臺灣加權反1,,,,,1.8400,6354,1.8500,4221,2026-05-17
00665L,富邦恒生國企正2,1309,7,12995,9.9300,9.9200,54300,9.9300,3678,2026-05-17
00666R,富邦恒生國企反1,,,,,8.8200,3197,9.4000,1998,2026-05-17
00668,國泰美國道瓊,,,,,56.9500,5885,57.3000,2528,2026-05-17
00668K,國泰美國道瓊+U,,,,,,,,,2026-05-17
00669R,國泰美國道瓊反1,,,,,5.5000,5076,5.5500,7314,2026-05-17
00670L,富邦NASDAQ正2,3203,34,661733,206.6000,206.5500,2084,206.6000,4897,2026-05-17
00671R,富邦NASDAQ反1,,,,,2.4600,3309,2.4700,3187,2026-05-17
00673R,期元大S&P原油反1,775,5,9160,11.8200,11.8100,5293,11.8200,14795,2026-05-17
00674R,期元大S&P黃金反1,50,1,1348,26.9700,26.9700,4166,27.0000,2695,2026-05-17
00675L,富邦臺灣加權正2,2501,38,679131,271.5500,271.5000,2116,271.5500,3641,2026-05-17
00676R,富邦臺灣加權反1,333,2,2094,6.2900,6.2900,2764,6.3200,1003,2026-05-17
00678,群益那斯達克生技,200,2,7221,36.1100,36.0600,6057,36.1100,1200,2026-05-17
00680L,元大美債20正2,200,1,1350,6.7500,6.7300,5416,6.7500,275,2026-05-17
00681R,元大美債20反1,,,,,21.1000,1698,21.4000,445,2026-05-17
00682U,期元大美元指數,74,1,1501,20.2900,20.2900,12613,21.2400,1998,2026-05-17
00683L,期元大美元指正2,,,,,21.2500,2692,22.0500,1998,2026-05-17
00684R,期元大美元指反1,,,,,15.0600,2994,16.0000,4,2026-05-17
00685L,群益臺灣加權正2,4140,72,1015725,245.3500,245.3000,461,245.3500,7124,2026-05-17
00686R,群益臺灣加權反1,,,,,1.1300,3550,1.1900,1998,2026-05-17
00688L,國泰20年美債正2,,,,,6.7000,3697,6.7300,58,2026-05-17
00689R,國泰20年美債反1,,,,,22.1000,2572,22.3500,50,2026-05-17
00690,兆豐藍籌30,4183,49,300746,71.9000,71.8500,1617,71.9000,20761,2026-05-17
00692,富邦公司治理,2240,34,186137,83.1000,83.0500,4450,83.1000,3824,2026-05-17
00693U,期街口S&P黃豆,13,1,288,22.2200,22.2200,6182,22.4000,2598,2026-05-17
00700,富邦恒生國企,167,2,2925,17.5200,17.5200,6939,17.6000,3270,2026-05-17
00701,國泰股利精選30,206,8,6549,31.8000,31.8000,2298,31.8400,2538,2026-05-17
00702,國泰標普低波高息,,,,,23.7000,5315,23.8200,3358,2026-05-17
00703,台新MSCI中國,,,,,20.2100,6759,20.2400,3713,2026-05-17
00706L,期元大S&P日圓正2,72,4,1397,19.4300,19.3200,4196,19.4300,3363,2026-05-17
00707R,期元大S&P日圓反1,,,,,31.4700,2372,33.2500,1998,2026-05-17
00708L,期元大S&P黃金正2,2959,49,274587,92.8000,92.6500,5560,92.8000,52466,2026-05-17
00709,富邦歐洲,184,4,7009,38.1000,38.0000,1503,38.1000,1093,2026-05-17
00710B,復華彭博非投等債,,,,,18.8300,1612,18.8900,1288,2026-05-17
00711B,復華彭博新興債,,,,,15.8200,5106,15.9700,2647,2026-05-17
00712,復華富時不動產,13330,71,117675,8.8300,8.8200,28826,8.8300,292760,2026-05-17
00713,元大台灣高息低波,7006,71,388110,55.4000,55.4000,8478,55.4500,16209,2026-05-17
00714,群益道瓊美國地產,145,1,3084,21.2700,21.2700,2052,21.3000,1008,2026-05-17
00715L,期街口布蘭特正2,250,4,16624,66.5000,66.5000,9039,67.2000,2482,2026-05-17
00717,富邦美國特別股,100,1,1512,15.1200,15.0500,7716,15.1200,4638,2026-05-17
00728,第一金工業30,768,4,44773,58.3000,58.3000,2704,58.5000,625,2026-05-17
00730,富邦臺灣優質高息,218,3,5704,26.1700,26.1500,3337,26.1700,2216,2026-05-17
00731,復華富時高息低波,970,4,72603,74.8500,74.8500,6550,75.1000,2608,2026-05-17
00733,富邦臺灣中小,538,12,35906,66.7500,66.7500,4432,67.0000,1202,2026-05-17
00735,國泰臺韓科技,2770,48,271579,98.0500,98.0000,12355,98.0500,2913,2026-05-17
00736,國泰新興市場,39,2,1184,30.3900,30.3900,6741,30.4000,4026,2026-05-17
00737,國泰AI機器人,44,4,1623,36.9200,36.9200,4156,37.0000,2771,2026-05-17
00738U,期元大道瓊白銀,3972,55,256978,64.7000,64.6500,13401,64.7000,3275,2026-05-17
00739,元大MSCI A股,,,,,28.9000,6428,29.2400,3129,2026-05-17
00752,中信中國50,2271,20,54519,24.0100,24.0000,5125,24.0100,55271,2026-05-17
00753L,中信中國50正2,4071,16,42535,10.4500,10.4000,4101,10.4500,96525,2026-05-17
00757,統一FANG+,2923,90,376164,128.7000,128.6000,4055,128.7000,7902,2026-05-17
00762,元大全球AI,197,8,21473,109.0000,108.9500,1717,109.0000,2051,2026-05-17
00763U,期街口道瓊銅,710,11,24264,34.1800,34.0000,7695,34.1800,3251,2026-05-17
00770,國泰北美科技,474,9,30640,64.6500,64.6000,2344,64.6500,100534,2026-05-17
00771,元大US高息特別股,200,2,3204,16.0200,15.9300,2175,16.0200,1336,2026-05-17
00775B,新光投等債15+,,,,,31.9500,8266,32.1500,2448,2026-05-17
00783,富邦中証500,,,,,29.9000,8024,30.1200,5634,2026-05-17
00830,國泰費城半導體,8951,128,744700,83.2000,83.1500,25330,83.2000,7825,2026-05-17
00850,元大臺灣ESG永續,1849,30,149769,81.0000,80.9500,5502,81.0000,1826,2026-05-17
00851,台新全球AI,99,4,6427,64.9500,64.7000,1158,64.9500,1664,2026-05-17
00852L,國泰美國道瓊正2,,,,,31.4000,2635,31.8500,1012,2026-05-17
00861,元大全球未來通訊,338,11,28372,83.9500,83.9500,2826,84.0500,1902,2026-05-17
00865B,國泰US短期公債,,,,,47.9200,3153,47.9300,2173,2026-05-17
00875,國泰網路資安,,,,,42.9900,3167,43.0500,1110,2026-05-17
00876,元大全球5G,1403,31,117563,83.8000,83.7500,1702,83.8000,2148,2026-05-17
00878,國泰永續高股息,35618,282,998987,28.0500,28.0400,164675,28.0500,24122,2026-05-17
00881,國泰台灣科技龍頭,10188,108,502732,49.3500,49.3500,31730,49.3900,2284,2026-05-17
00882,中信中國高股息,4465,26,71964,16.1200,16.1100,26690,16.1200,25858,2026-05-17
00885,富邦越南,845,14,16261,19.2500,19.2500,56064,19.2600,51989,2026-05-17
00891,中信關鍵半導體,60972,343,2082089,34.1500,34.1400,10625,34.1500,247250,2026-05-17
00892,富邦台灣半導體,5021,43,208159,41.4600,41.4500,2968,41.4600,59208,2026-05-17
00893,國泰智能電動車,2008,37,91556,45.6000,45.5000,3387,45.6000,50682,2026-05-17
00894,中信小資高價30,8797,65,406752,46.2400,46.2100,4077,46.2400,3867,2026-05-17
00895,富邦未來車,1070,11,54140,50.6000,50.6000,2386,50.6500,3017,2026-05-17
00896,中信綠能及電動車,2795,33,72852,26.0700,26.0600,3767,26.0700,1951,2026-05-17
00897,富邦基因免疫生技,26,1,254,9.8000,9.7100,2399,9.8000,2799,2026-05-17
00898,國泰基因免疫革命,20,1,160,8.0300,8.0000,2724,8.0300,1473,2026-05-17
00899,FT潔淨能源,,,,,27.4500,3751,27.6000,3073,2026-05-17
00900,富邦特選高股息30,2355,22,39344,16.7100,16.7000,8333,16.7100,2954,2026-05-17
00901,永豐智能車供應鏈,265,8,10829,40.8800,40.8600,1763,40.8800,10322,2026-05-17
00902,中信電池及儲能,510,6,8437,16.5500,16.5500,3831,16.6000,3634,2026-05-17
00903,富邦元宇宙,200,3,4351,21.7600,21.7600,6526,21.8400,3174,2026-05-17
00904,新光臺灣半導體30,1123,7,43570,38.8000,38.6800,5808,38.8000,2782,2026-05-17
00905,FT臺灣Smart,1932,22,47190,24.4300,24.4200,4653,24.4300,399152,2026-05-17
00907,永豐優息存股,610,4,8948,14.6700,14.6600,3792,14.6700,1373,2026-05-17
00908,富邦入息REITs+,,,,,14.0800,3969,14.2500,1594,2026-05-17
00909,國泰數位支付服務,1412,26,69349,49.1200,49.1000,4376,49.1200,5476,2026-05-17
00910,第一金太空衛星,2397,46,178567,74.5000,74.4500,4187,74.5000,3397,2026-05-17
00911,兆豐洲際半導體,2239,36,124703,55.7000,55.6000,1497,55.7000,6278,2026-05-17
00912,中信臺灣智慧50,,,,,30.4500,2148,30.4600,1833,2026-05-17
00913,兆豐台灣晶圓製造,626,5,27367,43.7200,43.6000,2197,43.7200,969,2026-05-17
00915,凱基優選高股息30,2039,26,54308,26.6400,26.6400,3614,26.6700,3409,2026-05-17
00916,國泰全球品牌50,595,7,16449,27.6500,27.6500,2435,27.7000,2950,2026-05-17
00917,中信特選金融,999,6,21327,21.3500,21.3500,2724,21.5000,427,2026-05-17
00918,大華優利高填息30,10543,66,267660,25.3900,25.3800,13439,25.3900,6212,2026-05-17
00919,群益台灣精選高息,32191,226,829150,25.7600,25.7600,54277,25.7700,20380,2026-05-17
00920,富邦ESG綠色電力,188,4,4970,26.4500,26.4000,4532,26.4500,138,2026-05-17
00921,兆豐龍頭等權重,688,1,14620,21.2500,21.1500,3171,21.2500,951,2026-05-17
00922,國泰台灣領袖50,5801,59,208122,35.8800,35.8800,29449,35.9100,1923,2026-05-17
00923,群益台ESG低碳50,3431,37,129610,37.7800,37.7800,9447,37.7900,968,2026-05-17
