SecurCode,SecurName,1stTradingDate,5thTradingDate,PriceUnderwritten,OverAllotmentShares,Code,Name,BuySell,TradingPrice,TradingVolume,AccTradingVolume,date
4195,基米-創,1150511,1150515,22.06,130,11,台中銀,B,22.05,130,130,2026-05-15
4195,基米-創,1150511,1150515,22.06,130,11,台中銀,B,22.05,130,130,2026-05-15
4195,基米-創,1150511,1150515,22.06,130,11,台中銀,B,22.05,130,130,2026-05-17
4195,基米-創,1150511,1150515,22.06,130,11,台中銀,B,22.05,130,130,2026-05-17
4195,基米-創,1150511,1150515,22.06,130,11,台中銀,B,22.05,130,130,2026-05-18
