出表日期,成交月份,本月新增戶數,本月註銷戶數,累計開戶數,本月交易戶數,本月交易人數,委託筆數,委託金額,成交筆數,成交金額,平均每筆成交金額,公司總成交筆數,公司總成交金額,占公司成交比率(筆數),占公司成交比率(金額),市場成交總筆數(買賣合計),市場成交總金額(買賣合計),占市場成交比率(筆數),占市場成交比率(金額),date
1150515,11504,1029873,12643,20124057,5334508,5304639,140715593,36856795140,173122404,30426094104,176,196518273,36221107218,88.09%,84.00%,213010804,38278611146,81.27%,79.49%,2026-05-15
1150515,11504,1029873,12643,20124057,5334508,5304639,140715593,36856795140,173122404,30426094104,176,196518273,36221107218,88.09%,84.00%,213010804,38278611146,81.27%,79.49%,2026-05-15
1150515,11504,1029873,12643,20124057,5334508,5304639,140715593,36856795140,173122404,30426094104,176,196518273,36221107218,88.09%,84.00%,213010804,38278611146,81.27%,79.49%,2026-05-17
1150515,11504,1029873,12643,20124057,5334508,5304639,140715593,36856795140,173122404,30426094104,176,196518273,36221107218,88.09%,84.00%,213010804,38278611146,81.27%,79.49%,2026-05-17
1150515,11504,1029873,12643,20124057,5334508,5304639,140715593,36856795140,173122404,30426094104,176,196518273,36221107218,88.09%,84.00%,213010804,38278611146,81.27%,79.49%,2026-05-18
