TWSECode,TWSEAvailableVolume,GRETAICode,GRETAIAvailableVolume,date
1444,"332,844",3594,"397,872",2026-05-18
1445,"22,330",3597,"34,904",2026-05-18
1446,"60,897",3609,"60,145",2026-05-18
1449,"995,617",3611,"14,621",2026-05-18
1451,"69,300",3615,"1,070,425",2026-05-18
1452,"29,537",3623,"32,502",2026-05-18
1453,"30,056",3624,"1,417,039",2026-05-18
1454,"32,371",3628,"74,035",2026-05-18
1455,"224,445",3630,"289,626",2026-05-18
1456,"35,409",3631,"109,764",2026-05-18
1457,"54,797",3646,"9,306",2026-05-18
1459,"49,663",3663,"1,049,330",2026-05-18
1463,"46,287",3666,"48,349",2026-05-18
1464,"149,347",3675,"426,174",2026-05-18
1465,"27,276",3680,"1,254,005",2026-05-18
1466,"65,840",3684,"30,956",2026-05-18
1467,"133,364",3687,"27,851",2026-05-18
1470,"4,935",3689,"1,823,829",2026-05-18
1472,"6,700",3691,"513,110",2026-05-18
1473,"41,904",3693,"782,460",2026-05-18
1474,"28,537",3707,"5,511,944",2026-05-18
1475,"14,922",3709,"1,466,481",2026-05-18
1476,"389,969",4102,"20,196",2026-05-18
1477,"681,093",4105,"247,670",2026-05-18
1503,"659,290",4107,"22,300",2026-05-18
1504,"4,535,552",4109,"62,072",2026-05-18
1513,"1,670,340",4111,"35,265",2026-05-18
1514,"1,277,292",4113,"107,699",2026-05-18
1515,"121,787",4114,"269,062",2026-05-18
1517,"76,689",4116,"10,491",2026-05-18
1519,"1,017,437",4120,"11,808",2026-05-18
1521,"9,034",4121,"50,063",2026-05-18
1522,"348,445",4123,"856,436",2026-05-18
1524,"293,693",4126,"14,745",2026-05-18
1525,"10,739",4127,"107,904",2026-05-18
1526,"45,034",4128,"514,709",2026-05-18
1527,"67,296",4129,"92,725",2026-05-18
1528,"6,900,369",4130,"242,985",2026-05-18
1529,"268,654",4138,"23,661",2026-05-18
1530,"11,467",4139,"4,443",2026-05-18
1531,"59,159",4147,"338,056",2026-05-18
1532,"237,081",4153,"14,987",2026-05-18
1533,"84,016",4157,"398,458",2026-05-18
1535,"21,087",4160,"16,481",2026-05-18
1536,"653,382",4161,"40,255",2026-05-18
1537,"26,361",4162,"118,389",2026-05-18
1539,"28,656",4163,"13,284",2026-05-18
1540,"87,285",4166,"76,844",2026-05-18
1541,"20,571",4167,"288,264",2026-05-18
1558,"17,725",4171,"54,735",2026-05-18
1560,"919,857",4173,"49,236",2026-05-18
1563,"248,344",4174,"163,892",2026-05-18
1568,"166,578",4175,"6,751",2026-05-18
1582,"2,182,162",4205,"11,634",2026-05-18
1583,"9,086",4207,"89,550",2026-05-18
1587,"145,195",4303,"226,328",2026-05-18
1590,"456,747",4305,"1,170",2026-05-18
1597,"1,257,519",4401,"26,622",2026-05-18
1598,"129,167",4406,"13,633",2026-05-18
1603,"113,185",4413,"4,369",2026-05-18
1604,"160,982",4416,"116,473",2026-05-18
1605,"11,269,370",4417,"53,727",2026-05-18
1608,"1,056,309",4420,"19,686",2026-05-18
1609,"1,284,711",4430,"9,376",2026-05-18
1611,"163,728",4432,"22,368",2026-05-18
1612,"236,257",4433,"11,948",2026-05-18
1614,"22,144",4442,"20,511",2026-05-18
1615,"49,171",4502,"11,012",2026-05-18
1616,"163,986",4503,"86,049",2026-05-18
1617,"54,899",4506,"19,778",2026-05-18
1618,"229,680",4510,"1,031,454",2026-05-18
1626,"71,974",4513,"107,306",2026-05-18
1702,"118,875",4523,"67,450",2026-05-18
1707,"64,657",4527,"10,115",2026-05-18
1708,"1,573,139",4528,"16,275",2026-05-18
1709,"209,296",4530,"7,141",2026-05-18
1710,"1,570,051",4533,"785,514",2026-05-18
1711,"9,995,043",4535,"3,071",2026-05-18
1712,"195,410",4538,"7,649",2026-05-18
1713,"54,547",4541,"426,797",2026-05-18
1714,"1,721,955",4542,"286,299",2026-05-18
1717,"20,661,192",4543,"274,070",2026-05-18
1718,"1,506,221",4549,"85,675",2026-05-18
1720,"84,343",4550,"7,592",2026-05-18
1722,"1,602,360",4554,"33,732",2026-05-18
1723,"426,918",4556,"275,569",2026-05-18
1725,"93,550",4558,"30,880",2026-05-18
1726,"8,984",4561,"235,639",2026-05-18
1727,"3,976,915",4563,"108,225",2026-05-18
1730,"11,370",4568,"4,496",2026-05-18
1731,"34,009",4577,"646,627",2026-05-18
1732,"54,930",4580,"19,265",2026-05-18
1733,"44,367",4702,"32,930",2026-05-18
1734,"112,501",4706,"5,199",2026-05-18
1735,"537,797",4707,"1,401,312",2026-05-18
1736,"244,025",4711,"102,810",2026-05-18
1737,"33,574",4714,"494,755",2026-05-18
1752,"26,363",4716,"193,794",2026-05-18
1760,"112,342",4721,"956,874",2026-05-18
1762,"121,627",4728,"8,316",2026-05-18
1773,"598,727",4729,"99,372",2026-05-18
1776,"72,309",4735,"7,554",2026-05-18
1783,"38,085",4741,"534,510",2026-05-18
1786,"128,761",4743,"661,833",2026-05-18
1789,"323,744",4744,"159,729",2026-05-18
1795,"990,586",4745,"113,552",2026-05-18
1802,"42,800,979",4747,"15,882",2026-05-18
1805,"35,636",4749,"978,135",2026-05-18
1806,"255,549",4754,"9,262",2026-05-18
1808,"436,168",4760,"486,868",2026-05-18
1809,"2,293,426",4767,"5,851",2026-05-18
1810,"477,042",4768,"510,852",2026-05-18
1817,"16,098",4772,"764,217",2026-05-18
1903,"67,119",4903,"2,032,686",2026-05-18
1904,"693,664",4905,"23,743",2026-05-18
1905,"1,762,309",4907,"16,282",2026-05-18
1906,"106,288",4908,"1,012,882",2026-05-18
1907,"406,712",4909,"585,935",2026-05-18
1909,"1,054,843",4911,"20,462",2026-05-18
2002,"12,816,919",4923,"72,612",2026-05-18
2006,"723,759",4924,"36,439",2026-05-18
2008,"38,980",4931,"3,455,576",2026-05-18
2009,"639,837",4933,"288,616",2026-05-18
2010,"576,094",4939,"1,553,406",2026-05-18
2012,"18,514",4951,"318,682",2026-05-18
2013,"34,295",4953,"118,645",2026-05-18
2014,"1,647,091",4966,"1,018,619",2026-05-18
2015,"117,428",4971,"428,325",2026-05-18
2017,"229,087",4972,"17,238",2026-05-18
2020,"215,856",4973,"2,359,828",2026-05-18
2022,"288,983",4974,"66,196",2026-05-18
2023,"689,322",4979,"2,165,285",2026-05-18
2024,"6,329",4987,"7,423",2026-05-18
2027,"8,370,525",4991,"882,917",2026-05-18
2028,"54,596",4995,"15,886",2026-05-18
2029,"58,940",5009,"1,415,343",2026-05-18
2030,"440,368",5011,"137,226",2026-05-18
2031,"264,664",5013,"4,438",2026-05-18
2032,"187,029",5014,"108,984",2026-05-18
2033,"54,122",5015,"15,587",2026-05-18
2034,"507,426",5016,"118,209",2026-05-18
2038,"123,826",5201,"61,489",2026-05-18
2049,"2,853,516",5202,"75,546",2026-05-18
2059,"250,281",5206,"44,486",2026-05-18
2062,"127,358",5209,"11,732",2026-05-18
2069,"110,359",5211,"35,451",2026-05-18
2101,"658,395",5212,"11,596",2026-05-18
2102,"148,758",5213,"181,749",2026-05-18
2103,"1,795,333",5220,"23,280",2026-05-18
2104,"1,022,543",5223,"9,726",2026-05-18
2105,"3,257,836",5227,"65,603",2026-05-18
2106,"214,691",5228,"464,170",2026-05-18
2107,"102,327",5230,"77,492",2026-05-18
2108,"532,776",5236,"166,954",2026-05-18
2109,"43,753",5245,"41,007",2026-05-18
2114,"14,745",5251,"43,328",2026-05-18
2115,"33,891",5263,"65,031",2026-05-18
2201,"1,064,553",5272,"181,628",2026-05-18
2204,"419,960",5274,"103,618",2026-05-18
2206,"378,257",5278,"185,289",2026-05-18
2207,"114,686",5287,"25,410",2026-05-18
2211,"209,035",5289,"1,461,249",2026-05-18
2228,"66,642",5291,"696,932",2026-05-18
2231,"469,872",5299,"117,829",2026-05-18
2233,"489,892",5309,"1,992,599",2026-05-18
2236,"172,449",5312,"14,228",2026-05-18
2239,"23,292",5314,"1,365,906",2026-05-18
2241,"367,563",5315,"128,604",2026-05-18
2243,"512,705",5321,"66,255",2026-05-18
2247,"32,205",5328,"2,861,808",2026-05-18
2248,"30,314",5340,"2,036,197",2026-05-18
2250,"23,719",5347,"11,528,319",2026-05-18
2254,"12,067",5351,"7,939,109",2026-05-18
2301,"11,186,435",5353,"47,903",2026-05-18
2302,"825,959",5356,"51,021",2026-05-18
2303,"68,494,408",5364,"66,054",2026-05-18
2305,"1,298,828",5371,"1,525,117",2026-05-18
2308,"3,675,592",5381,"354,589",2026-05-18
2312,"15,169,415",5386,"634,080",2026-05-18
2313,"25,387,167",5392,"1,033,387",2026-05-18
2316,"2,557,839",5398,"32,435",2026-05-18
2317,"25,006,583",5403,"53,955",2026-05-18
2323,"1,798,241",5410,"204,829",2026-05-18
2324,"15,595,305",5425,"3,732,252",2026-05-18
2327,"14,206,071",5426,"119,403",2026-05-18
2328,"2,846,814",5432,"46,671",2026-05-18
2329,"6,099,066",5438,"32,110",2026-05-18
2330,"12,700,800",5439,"2,500,909",2026-05-18
2331,"623,652",5443,"3,193,086",2026-05-18
2332,"1,091,826",5450,"14,977",2026-05-18
2337,"52,565,031",5452,"776,326",2026-05-18
2338,"2,137,515",5455,"131,883",2026-05-18
2340,"4,284,461",5457,"327,584",2026-05-18
2342,"2,019,559",5460,"16,669",2026-05-18
2344,"56,637,715",5464,"374,449",2026-05-18
2345,"1,557,570",5465,"42,421",2026-05-18
2347,"1,550,034",5474,"177,519",2026-05-18
2348,"97,026",5478,"45,396",2026-05-18
2351,"3,118,064",5481,"55,675",2026-05-18
2352,"1,623,505",5483,"5,502,890",2026-05-18
2353,"1,028,642",5487,"14,246",2026-05-18
2354,"4,487,947",5488,"110,338",2026-05-18
2355,"7,104,933",5489,"17,990",2026-05-18
2356,"9,713,200",5490,"166,771",2026-05-18
2357,"1,458,554",5493,"130,036",2026-05-18
2359,"701,196",5498,"5,270,195",2026-05-18
2360,"1,381,982",5508,"138,583",2026-05-18
2362,"193,342",5511,"52,260",2026-05-18
2363,"5,043,700",5512,"357,912",2026-05-18
2364,"93,464",5514,"2,936",2026-05-18
2365,"2,405,444",5520,"1,560",2026-05-18
2367,"1,178,057",5523,"21,812",2026-05-18
2368,"1,969,425",5529,"19,162",2026-05-18
2369,"4,761,334",5530,"203,919",2026-05-18
2371,"5,155,426",5536,"722,985",2026-05-18
2373,"13,312",5548,"18,794",2026-05-18
2374,"2,835,386",5601,"2,033",2026-05-18
2375,"1,795,630",5603,"39,518",2026-05-18
2376,"3,588,678",5604,"8,045",2026-05-18
2377,"6,234,481",5609,"52,895",2026-05-18
2379,"1,260,201",5704,"15,583",2026-05-18
2382,"7,062,585",5864,"1,326,163",2026-05-18
2383,"965,031",5902,"15,222",2026-05-18
2385,"1,248,102",5903,"8,435",2026-05-18
2387,"233,580",5904,"139,496",2026-05-18
2388,"5,050,756",5905,"269,996",2026-05-18
2390,"187,162",6015,"916,182",2026-05-18
2392,"951,851",6016,"2,483,892",2026-05-18
2393,"985,128",6020,"38,562",2026-05-18
2395,"1,236,076",6021,"103,231",2026-05-18
2397,"79,358",6023,"56,297",2026-05-18
2399,"5,679,000",6026,"759,450",2026-05-18
2401,"2,449,353",6101,"29,159",2026-05-18
2402,"7,158,199",6103,"1,727",2026-05-18
2404,"1,400,461",6104,"634,200",2026-05-18
2405,"560,034",6111,"163,239",2026-05-18
2406,"3,293,055",6113,"186,694",2026-05-18
2408,"37,392,355",6114,"16,411",2026-05-18
2409,"80,897",6118,"243,598",2026-05-18
2412,"3,082,880",6121,"219,552",2026-05-18
2413,"769,449",6122,"95,747",2026-05-18
2414,"91,230",6123,"30,729",2026-05-18
2415,"72,352",6124,"34,320",2026-05-18
2417,"1,019,074",6125,"546,383",2026-05-18
2419,"2,723,988",6126,"390,181",2026-05-18
2420,"119,780",6127,"5,147,688",2026-05-18
2421,"1,607,613",6130,"88,228",2026-05-18
2423,"129,980",6134,"373,768",2026-05-18
2425,"215,204",6138,"324,607",2026-05-18
2426,"5,480,076",6140,"62,676",2026-05-18
2427,"175,963",6143,"405,403",2026-05-18
2428,"510,738",6146,"190,310",2026-05-18
2430,"41,244",6147,"13,429,151",2026-05-18
2431,"157,047",6148,"78,507",2026-05-18
2432,"27,420",6150,"264,313",2026-05-18
2433,"11,303",6151,"246,504",2026-05-18
2434,"10,649",6154,"22,846",2026-05-18
2436,"3,923,976",6156,"165,308",2026-05-18
2439,"628,563",6158,"30,706",2026-05-18
2440,"330,715",6160,"44,187",2026-05-18
2441,"3,968,788",6161,"45,261",2026-05-18
2442,"701,316",6163,"2,191,376",2026-05-18
2449,"10,305,526",6167,"260,954",2026-05-18
2450,"54,808",6169,"9,557",2026-05-18
2451,"3,137,822",6170,"86,623",2026-05-18
2453,"116,203",6171,"10,645",2026-05-18
2454,"4,414,483",6173,"3,173,235",2026-05-18
2455,"3,564,683",6174,"651,851",2026-05-18
2457,"804,400",6175,"2,237,250",2026-05-18
2458,"1,203,411",6179,"430,022",2026-05-18
2459,"42,328",6180,"133,891",2026-05-18
2461,"270,209",6182,"12,629,283",2026-05-18
2462,"128,552",6185,"66,207",2026-05-18
2464,"5,466,332",6186,"264,078",2026-05-18
2465,"831,720",6187,"1,134,748",2026-05-18
2467,"1,019,017",6188,"740,142",2026-05-18
2468,"103,599",6190,"4,346,963",2026-05-18
2471,"76,437",6194,"53,777",2026-05-18
2472,"2,175,027",6195,"20,011",2026-05-18
2474,"1,588,160",6199,"195,602",2026-05-18
2476,"1,990,014",6203,"166,771",2026-05-18
2477,"86,274",6204,"96,359",2026-05-18
2478,"1,356,918",6207,"1,655,116",2026-05-18
2480,"105,933",6208,"537,917",2026-05-18
2481,"9,745,782",6210,"19,418",2026-05-18
2482,"60,003",6212,"1,969",2026-05-18
2483,"118,224",6217,"2,257,509",2026-05-18
2484,"3,942,844",6218,"1,172,639",2026-05-18
2485,"11,742,029",6219,"128,305",2026-05-18
2486,"2,914,516",6220,"120,752",2026-05-18
2488,"81,021",6221,"99,747",2026-05-18
2489,"9,373,869",6222,"9,863",2026-05-18
2491,"171,978",6223,"420,267",2026-05-18
2492,"5,341,976",6227,"319,958",2026-05-18
2493,"1,143,568",6229,"192,368",2026-05-18
2495,"3,243,880",6231,"594,750",2026-05-18
2496,"6,686",6233,"257,340",2026-05-18
2497,"318,487",6234,"1,471,335",2026-05-18
2498,"285,977",6237,"285,266",2026-05-18
2501,"1,252,678",6240,"5,512",2026-05-18
2504,"679,932",6244,"2,710,612",2026-05-18
2505,"173,111",6245,"481,524",2026-05-18
2506,"45,322",6246,"46,429",2026-05-18
2509,"76,395",6248,"38,035",2026-05-18
2511,"391,680",6259,"263,561",2026-05-18
2514,"70,728",6261,"2,012,868",2026-05-18
2515,"2,023,976",6263,"129,995",2026-05-18
2520,"459,435",6265,"2,702,188",2026-05-18
2524,"30,449",6266,"90,767",2026-05-18
2527,"247,230",6270,"368,910",2026-05-18
2528,"207,499",6274,"2,354,316",2026-05-18
2530,"449,735",6275,"429,232",2026-05-18
2534,"195,511",6276,"19,401",2026-05-18
2535,"288,073",6279,"246,559",2026-05-18
2536,"116,287",6284,"568,113",2026-05-18
2537,"268,681",6290,"2,716,739",2026-05-18
2538,"130,594",6291,"684,048",2026-05-18
2539,"356,506",6292,"89,005",2026-05-18
2540,"428,033",6294,"20,125",2026-05-18
2542,"3,380,569",6411,"167,049",2026-05-18
2543,"834,408",6417,"92,914",2026-05-18
2545,"105,938",6418,"103,094",2026-05-18
2546,"50,136",6419,"217,792",2026-05-18
2547,"650,421",6423,"142,419",2026-05-18
2548,"551,045",6425,"1,337,274",2026-05-18
2597,"228,366",6432,"502,427",2026-05-18
2603,"3,125,403",6435,"364,047",2026-05-18
2605,"2,648,283",6441,"192,107",2026-05-18
2606,"1,527,280",6462,"855,205",2026-05-18
2607,"162,408",6465,"170,265",2026-05-18
2608,"91,073",6469,"189,777",2026-05-18
2609,"4,909,533",6470,"23,533",2026-05-18
2610,"8,191,718",6482,"7,817",2026-05-18
2611,"170,915",6485,"259,417",2026-05-18
2612,"180,471",6486,"77,366",2026-05-18
2613,"106,565",6488,"2,786,437",2026-05-18
2614,"273,525",6494,"134,296",2026-05-18
2615,"2,334,023",6496,"4,428",2026-05-18
2616,"180,477",6498,"68,772",2026-05-18
2617,"216,581",6499,"159,246",2026-05-18
2618,"7,367,229",6506,"88,763",2026-05-18
2630,"409,920",6508,"22,687",2026-05-18
2633,"1,687,025",6509,"1,353,674",2026-05-18
2634,"1,652,772",6510,"290,293",2026-05-18
2636,"96,906",6516,"23,917",2026-05-18
2637,"752,791",6517,"71,933",2026-05-18
2642,"25,658",6523,"24,150",2026-05-18
2645,"426,902",6530,"1,447,425",2026-05-18
2646,"1,348,510",6532,"755,434",2026-05-18
2701,"30,845",6538,"67,654",2026-05-18
2702,"117,382",6542,"4,878",2026-05-18
2704,"43,328",6546,"202,613",2026-05-18
2705,"183,688",6547,"844,780",2026-05-18
2706,"41,743",6548,"3,034,874",2026-05-18
2707,"96,287",6560,"24,486",2026-05-18
2712,"8,731",6561,"41,472",2026-05-18
2722,"19,021",6568,"363,835",2026-05-18
2723,"101,391",6569,"19,741",2026-05-18
2727,"112,679",6570,"44,663",2026-05-18
2731,"281,703",6577,"10,094",2026-05-18
2739,"68,492",6578,"56,625",2026-05-18
2748,"66,168",6584,"360,788",2026-05-18
2753,"68,259",6588,"1,241,529",2026-05-18
2762,"30,141",6593,"23,679",2026-05-18
2801,"5,476,186",6596,"114,630",2026-05-18
2812,"5,138,074",6603,"734,605",2026-05-18
2816,"59,786",6609,"184,545",2026-05-18
2820,"409,289",6612,"8,939",2026-05-18
2832,"72,075",6613,"149,228",2026-05-18
2834,"9,786,119",6615,"8,688",2026-05-18
2836,"473,482",6616,"14,229",2026-05-18
2838,"504,008",6617,"92,177",2026-05-18
2845,"2,257,712",6620,"156,894",2026-05-18
2849,"40,458",6624,"11,830",2026-05-18
2850,"103,795",6629,"21,236",2026-05-18
2851,"726,175",6637,"13,581",2026-05-18
2852,"99,497",6640,"232,622",2026-05-18
2855,"2,544,040",6642,"101,910",2026-05-18
2867,"2,787,926",6643,"472,220",2026-05-18
2880,"5,670,075",6649,"22,565",2026-05-18
2881,"8,142,045",6651,"155,266",2026-05-18
2882,"9,175,113",6654,"11,474",2026-05-18
2883,"15,027,234",6664,"882,575",2026-05-18
2884,"10,221,328",6667,"287,105",2026-05-18
2885,"8,022,373",6679,"202,040",2026-05-18
2886,"7,119,002",6680,"3,009",2026-05-18
2887,"25,013,438",6683,"294,594",2026-05-18
2887I,"1,819,511",6684,"119,382",2026-05-18
2889,"935,543",6690,"19,911",2026-05-18
2890,"8,342,713",6692,"17,107",2026-05-18
2891,"15,759,709",6693,"456,125",2026-05-18
2892,"8,155,425",6697,"21,810",2026-05-18
2897,"1,035,107",6703,"28,035",2026-05-18
2901,"12,451",6712,"80,841",2026-05-18
2903,"595,436",6716,"204,845",2026-05-18
2904,"21,730",6720,"26,309",2026-05-18
2905,"206,350",6725,"379,141",2026-05-18
2906,"38,160",6727,"636,956",2026-05-18
2908,"66,451",6728,"9,866",2026-05-18
2910,"4,977",6732,"74,328",2026-05-18
2912,"717,126",6735,"282,978",2026-05-18
2913,"592,999",6739,"234,551",2026-05-18
2915,"706,030",6741,"131,683",2026-05-18
2929,"90,912",6751,"13,275",2026-05-18
2939,"5,327",6752,"18,720",2026-05-18
3002,"80,152",6761,"537,235",2026-05-18
3003,"297,112",6763,"106,969",2026-05-18
3004,"168,462",6785,"44,775",2026-05-18
3005,"1,457,371",6788,"690,105",2026-05-18
3006,"6,866,181",6791,"41,113",2026-05-18
3008,"586,651",6803,"22,584",2026-05-18
3010,"533,099",6804,"14,667",2026-05-18
3011,"431,324",6811,"32,434",2026-05-18
3013,"1,240,511",6821,"381,124",2026-05-18
3014,"562,673",6823,"220,061",2026-05-18
3015,"95,025",6829,"568,344",2026-05-18
3016,"1,503,555",6840,"55,150",2026-05-18
3017,"1,593,259",6841,"74,957",2026-05-18
3019,"8,390",6843,"6,437",2026-05-18
3021,"55,911",6846,"5,565",2026-05-18
3022,"342,505",6859,"20,255",2026-05-18
3023,"677,199",6865,"11,699",2026-05-18
3024,"1,265,317",6870,"27,579",2026-05-18
3025,"222,468",6874,"25,574",2026-05-18
3026,"2,982,294",6877,"366,223",2026-05-18
3027,"116,155",6894,"66,984",2026-05-18
3028,"2,063,079",6895,"43,108",2026-05-18
3029,"449,193",6899,"41,018",2026-05-18
3030,"2,085,553",6903,"530,040",2026-05-18
3031,"2,323,864",6904,"1,265",2026-05-18
3032,"359,827",6907,"547,358",2026-05-18
3033,"3,427,281",6913,"195,640",2026-05-18
3034,"1,685,119",6922,"52,911",2026-05-18
3035,"36,813",6925,"19,818",2026-05-18
3036,"3,279,177",6953,"88,193",2026-05-18
3037,"7,806,132",6967,"70,029",2026-05-18
3038,"150,387",6968,"20,641",2026-05-18
3040,"55,741",6971,"18,265",2026-05-18
3041,"516,162",6982,"18,444",2026-05-18
3042,"3,442,158",6996,"57,476",2026-05-18
3043,"44,613",7402,"191,001",2026-05-18
3044,"1,787,392",7547,"210,610",2026-05-18
3045,"3,147,652",7556,"87,830",2026-05-18
3046,"67,825",7584,"9,130",2026-05-18
3047,"354,295",7642,"12,201",2026-05-18
3048,"2,195,041",7703,"79,656",2026-05-18
3050,"214,025",7704,"95,081",2026-05-18
3051,"1,416,135",7709,"249,954",2026-05-18
3052,"194,928",7712,"255,176",2026-05-18
3054,"213,633",7713,"4,326",2026-05-18
3055,"733,423",7714,"23,742",2026-05-18
3056,"411,204",7715,"12,334",2026-05-18
3059,"1,295,696",7717,"243,916",2026-05-18
3060,"798,198",7718,"8,810",2026-05-18
3062,"4,795,834",7723,"45,288",2026-05-18
3090,"2,801,815",7728,"109,652",2026-05-18
3092,"341,719",7734,"143,840",2026-05-18
3094,"701,569",7738,"16,096",2026-05-18
3130,"8,740",7744,"61,637",2026-05-18
3135,"1,980,840",7751,"132,228",2026-05-18
3138,"906,002",7753,"22,110",2026-05-18
3149,"3,146,315",7757,"7,682",2026-05-18
3150,"37,589",7777,"597,062",2026-05-18
3164,"18,366",7782,"12,522",2026-05-18
3167,"728,167",7792,"121,250",2026-05-18
3168,"20,753",7805,"48,682",2026-05-18
3189,"9,763,611",7810,"69,990",2026-05-18
3209,"1,498,820",8027,"3,590,901",2026-05-18
3231,"13,243,339",8032,"68,142",2026-05-18
3257,"106,607",8034,"272,469",2026-05-18
3266,"26,814",8040,"790,900",2026-05-18
3296,"37,021",8042,"1,475,089",2026-05-18
3305,"2,195,149",8043,"2,283,844",2026-05-18
3308,"57,066",8044,"194,881",2026-05-18
3311,"75,795",8048,"270,422",2026-05-18
3312,"991,997",8049,"60,472",2026-05-18
3338,"1,180,769",8050,"207,708",2026-05-18
3346,"137,163",8054,"935,490",2026-05-18
3356,"321,464",8064,"4,014,792",2026-05-18
3376,"1,797,915",8066,"22,497",2026-05-18
3380,"2,107,481",8068,"149,099",2026-05-18
3406,"611,871",8069,"3,713,211",2026-05-18
3413,"728,787",8071,"171,938",2026-05-18
3416,"158,645",8074,"2,466,173",2026-05-18
3437,"2,089,113",8076,"344,663",2026-05-18
3443,"710,873",8083,"22,976",2026-05-18
3447,"62,849",8085,"154,231",2026-05-18
3450,"6,289,193",8086,"3,171,396",2026-05-18
3481,"81,953,733",8087,"23,423",2026-05-18
3501,"92,445",8088,"1,155,549",2026-05-18
3504,"538,242",8089,"90,921",2026-05-18
3515,"291,009",8091,"438,240",2026-05-18
3518,"518,804",8092,"83,940",2026-05-18
3528,"183,920",8096,"5,087,260",2026-05-18
3530,"125,023",8097,"26,737",2026-05-18
3532,"1,317,228",8099,"49,630",2026-05-18
3533,"544,371",8107,"35,659",2026-05-18
3535,"1,166,235",8109,"99,105",2026-05-18
3543,"396,885",8111,"1,657,624",2026-05-18
3545,"774,031",8147,"427,194",2026-05-18
3550,"1,239,179",8155,"1,273,248",2026-05-18
3557,"35,286",8171,"57,262",2026-05-18
3563,"742,604",8182,"576,002",2026-05-18
3583,"1,042,632",8183,"197,985",2026-05-18
3588,"413,407",8227,"582,044",2026-05-18
3591,"1,466,111",8234,"398,073",2026-05-18
3592,"302,838",8240,"1,801,095",2026-05-18
3596,"569,358",8255,"245,211",2026-05-18
3605,"2,525,322",8279,"7,729",2026-05-18
3607,"143,419",8284,"5,097",2026-05-18
3617,"95,249",8289,"1,402,624",2026-05-18
3622,"119,876",8299,"2,936,618",2026-05-18
3645,"4,833,170",8342,"1,704",2026-05-18
3652,"52,515",8349,"88,856",2026-05-18
3653,"445,064",8354,"119,140",2026-05-18
3661,"819,338",8358,"7,546,008",2026-05-18
3665,"1,003,633",8383,"1,070,729",2026-05-18
3669,"113,952",8390,"347,867",2026-05-18
3673,"5,027,483",8401,"19,087",2026-05-18
3679,"18,297",8403,"73,027",2026-05-18
3694,"387,285",8410,"9,703",2026-05-18
3701,"2,351,222",8415,"191,027",2026-05-18
3702,"4,803,430",8421,"15,886",2026-05-18
3703,"344,751",8423,"7,324",2026-05-18
3704,"1,030,038",8424,"4,061",2026-05-18
3705,"66,258",8426,"14,610",2026-05-18
3706,"4,101,618",8431,"634,537",2026-05-18
3708,"369,996",8432,"12,988",2026-05-18
3711,"7,270,293",8433,"48,183",2026-05-18
