TWSECode,TWSEAvailableVolume,GRETAICode,GRETAIAvailableVolume,date
2250,"23,719",5347,"11,528,319",2026-05-17
2254,"12,067",5351,"7,939,109",2026-05-17
2301,"11,186,435",5353,"47,903",2026-05-17
2302,"825,959",5356,"51,021",2026-05-17
2303,"68,494,408",5364,"66,054",2026-05-17
2305,"1,298,828",5371,"1,525,117",2026-05-17
2308,"3,675,592",5381,"354,589",2026-05-17
2312,"15,169,415",5386,"634,080",2026-05-17
2313,"25,387,167",5392,"1,033,387",2026-05-17
2316,"2,557,839",5398,"32,435",2026-05-17
2317,"25,006,583",5403,"53,955",2026-05-17
2323,"1,798,241",5410,"204,829",2026-05-17
2324,"15,595,305",5425,"3,732,252",2026-05-17
2327,"14,206,071",5426,"119,403",2026-05-17
2328,"2,846,814",5432,"46,671",2026-05-17
2329,"6,099,066",5438,"32,110",2026-05-17
2330,"12,700,800",5439,"2,500,909",2026-05-17
2331,"623,652",5443,"3,193,086",2026-05-17
2332,"1,091,826",5450,"14,977",2026-05-17
2337,"52,565,031",5452,"776,326",2026-05-17
2338,"2,137,515",5455,"131,883",2026-05-17
2340,"4,284,461",5457,"327,584",2026-05-17
2342,"2,019,559",5460,"16,669",2026-05-17
2344,"56,637,715",5464,"374,449",2026-05-17
2345,"1,557,570",5465,"42,421",2026-05-17
2347,"1,550,034",5474,"177,519",2026-05-17
2348,"97,026",5478,"45,396",2026-05-17
2351,"3,118,064",5481,"55,675",2026-05-17
2352,"1,623,505",5483,"5,502,890",2026-05-17
2353,"1,028,642",5487,"14,246",2026-05-17
2354,"4,487,947",5488,"110,338",2026-05-17
2355,"7,104,933",5489,"17,990",2026-05-17
2356,"9,713,200",5490,"166,771",2026-05-17
2357,"1,458,554",5493,"130,036",2026-05-17
2359,"701,196",5498,"5,270,195",2026-05-17
2360,"1,381,982",5508,"138,583",2026-05-17
2362,"193,342",5511,"52,260",2026-05-17
2363,"5,043,700",5512,"357,912",2026-05-17
2364,"93,464",5514,"2,936",2026-05-17
2365,"2,405,444",5520,"1,560",2026-05-17
2367,"1,178,057",5523,"21,812",2026-05-17
2368,"1,969,425",5529,"19,162",2026-05-17
2369,"4,761,334",5530,"203,919",2026-05-17
2371,"5,155,426",5536,"722,985",2026-05-17
2373,"13,312",5548,"18,794",2026-05-17
2374,"2,835,386",5601,"2,033",2026-05-17
2375,"1,795,630",5603,"39,518",2026-05-17
2376,"3,588,678",5604,"8,045",2026-05-17
2377,"6,234,481",5609,"52,895",2026-05-17
2379,"1,260,201",5704,"15,583",2026-05-17
2382,"7,062,585",5864,"1,326,163",2026-05-17
2383,"965,031",5902,"15,222",2026-05-17
2385,"1,248,102",5903,"8,435",2026-05-17
2387,"233,580",5904,"139,496",2026-05-17
2388,"5,050,756",5905,"269,996",2026-05-17
2390,"187,162",6015,"916,182",2026-05-17
2392,"951,851",6016,"2,483,892",2026-05-17
2393,"985,128",6020,"38,562",2026-05-17
2395,"1,236,076",6021,"103,231",2026-05-17
2397,"79,358",6023,"56,297",2026-05-17
2399,"5,679,000",6026,"759,450",2026-05-17
2401,"2,449,353",6101,"29,159",2026-05-17
2402,"7,158,199",6103,"1,727",2026-05-17
2404,"1,400,461",6104,"634,200",2026-05-17
2405,"560,034",6111,"163,239",2026-05-17
2406,"3,293,055",6113,"186,694",2026-05-17
2408,"37,392,355",6114,"16,411",2026-05-17
2409,"80,897",6118,"243,598",2026-05-17
2412,"3,082,880",6121,"219,552",2026-05-17
2413,"769,449",6122,"95,747",2026-05-17
2414,"91,230",6123,"30,729",2026-05-17
2415,"72,352",6124,"34,320",2026-05-17
2417,"1,019,074",6125,"546,383",2026-05-17
2419,"2,723,988",6126,"390,181",2026-05-17
2420,"119,780",6127,"5,147,688",2026-05-17
2421,"1,607,613",6130,"88,228",2026-05-17
2423,"129,980",6134,"373,768",2026-05-17
2425,"215,204",6138,"324,607",2026-05-17
2426,"5,480,076",6140,"62,676",2026-05-17
2427,"175,963",6143,"405,403",2026-05-17
2428,"510,738",6146,"190,310",2026-05-17
2430,"41,244",6147,"13,429,151",2026-05-17
2431,"157,047",6148,"78,507",2026-05-17
2432,"27,420",6150,"264,313",2026-05-17
2433,"11,303",6151,"246,504",2026-05-17
2434,"10,649",6154,"22,846",2026-05-17
2436,"3,923,976",6156,"165,308",2026-05-17
2439,"628,563",6158,"30,706",2026-05-17
2440,"330,715",6160,"44,187",2026-05-17
2441,"3,968,788",6161,"45,261",2026-05-17
2442,"701,316",6163,"2,191,376",2026-05-17
2449,"10,305,526",6167,"260,954",2026-05-17
2450,"54,808",6169,"9,557",2026-05-17
2451,"3,137,822",6170,"86,623",2026-05-17
2453,"116,203",6171,"10,645",2026-05-17
2454,"4,414,483",6173,"3,173,235",2026-05-17
2455,"3,564,683",6174,"651,851",2026-05-17
2457,"804,400",6175,"2,237,250",2026-05-17
2458,"1,203,411",6179,"430,022",2026-05-17
2459,"42,328",6180,"133,891",2026-05-17
2461,"270,209",6182,"12,629,283",2026-05-17
2462,"128,552",6185,"66,207",2026-05-17
2464,"5,466,332",6186,"264,078",2026-05-17
2465,"831,720",6187,"1,134,748",2026-05-17
2467,"1,019,017",6188,"740,142",2026-05-17
2468,"103,599",6190,"4,346,963",2026-05-17
2471,"76,437",6194,"53,777",2026-05-17
2472,"2,175,027",6195,"20,011",2026-05-17
2474,"1,588,160",6199,"195,602",2026-05-17
2476,"1,990,014",6203,"166,771",2026-05-17
2477,"86,274",6204,"96,359",2026-05-17
2478,"1,356,918",6207,"1,655,116",2026-05-17
2480,"105,933",6208,"537,917",2026-05-17
2481,"9,745,782",6210,"19,418",2026-05-17
2482,"60,003",6212,"1,969",2026-05-17
2483,"118,224",6217,"2,257,509",2026-05-17
2484,"3,942,844",6218,"1,172,639",2026-05-17
2485,"11,742,029",6219,"128,305",2026-05-17
2486,"2,914,516",6220,"120,752",2026-05-17
2488,"81,021",6221,"99,747",2026-05-17
2489,"9,373,869",6222,"9,863",2026-05-17
2491,"171,978",6223,"420,267",2026-05-17
2492,"5,341,976",6227,"319,958",2026-05-17
2493,"1,143,568",6229,"192,368",2026-05-17
2495,"3,243,880",6231,"594,750",2026-05-17
2496,"6,686",6233,"257,340",2026-05-17
2497,"318,487",6234,"1,471,335",2026-05-17
2498,"285,977",6237,"285,266",2026-05-17
2501,"1,252,678",6240,"5,512",2026-05-17
2504,"679,932",6244,"2,710,612",2026-05-17
2505,"173,111",6245,"481,524",2026-05-17
2506,"45,322",6246,"46,429",2026-05-17
2509,"76,395",6248,"38,035",2026-05-17
2511,"391,680",6259,"263,561",2026-05-17
2514,"70,728",6261,"2,012,868",2026-05-17
2515,"2,023,976",6263,"129,995",2026-05-17
2520,"459,435",6265,"2,702,188",2026-05-17
2524,"30,449",6266,"90,767",2026-05-17
2527,"247,230",6270,"368,910",2026-05-17
2528,"207,499",6274,"2,354,316",2026-05-17
2530,"449,735",6275,"429,232",2026-05-17
2534,"195,511",6276,"19,401",2026-05-17
2535,"288,073",6279,"246,559",2026-05-17
2536,"116,287",6284,"568,113",2026-05-17
2537,"268,681",6290,"2,716,739",2026-05-17
2538,"130,594",6291,"684,048",2026-05-17
2539,"356,506",6292,"89,005",2026-05-17
2540,"428,033",6294,"20,125",2026-05-17
2542,"3,380,569",6411,"167,049",2026-05-17
2543,"834,408",6417,"92,914",2026-05-17
2545,"105,938",6418,"103,094",2026-05-17
2546,"50,136",6419,"217,792",2026-05-17
2547,"650,421",6423,"142,419",2026-05-17
2548,"551,045",6425,"1,337,274",2026-05-17
2597,"228,366",6432,"502,427",2026-05-17
2603,"3,125,403",6435,"364,047",2026-05-17
2605,"2,648,283",6441,"192,107",2026-05-17
2606,"1,527,280",6462,"855,205",2026-05-17
2607,"162,408",6465,"170,265",2026-05-17
2608,"91,073",6469,"189,777",2026-05-17
2609,"4,909,533",6470,"23,533",2026-05-17
2610,"8,191,718",6482,"7,817",2026-05-17
2611,"170,915",6485,"259,417",2026-05-17
2612,"180,471",6486,"77,366",2026-05-17
2613,"106,565",6488,"2,786,437",2026-05-17
2614,"273,525",6494,"134,296",2026-05-17
2615,"2,334,023",6496,"4,428",2026-05-17
2616,"180,477",6498,"68,772",2026-05-17
2617,"216,581",6499,"159,246",2026-05-17
2618,"7,367,229",6506,"88,763",2026-05-17
2630,"409,920",6508,"22,687",2026-05-17
2633,"1,687,025",6509,"1,353,674",2026-05-17
2634,"1,652,772",6510,"290,293",2026-05-17
2636,"96,906",6516,"23,917",2026-05-17
2637,"752,791",6517,"71,933",2026-05-17
2642,"25,658",6523,"24,150",2026-05-17
2645,"426,902",6530,"1,447,425",2026-05-17
2646,"1,348,510",6532,"755,434",2026-05-17
2701,"30,845",6538,"67,654",2026-05-17
2702,"117,382",6542,"4,878",2026-05-17
2704,"43,328",6546,"202,613",2026-05-17
2705,"183,688",6547,"844,780",2026-05-17
2706,"41,743",6548,"3,034,874",2026-05-17
2707,"96,287",6560,"24,486",2026-05-17
2712,"8,731",6561,"41,472",2026-05-17
2722,"19,021",6568,"363,835",2026-05-17
2723,"101,391",6569,"19,741",2026-05-17
2727,"112,679",6570,"44,663",2026-05-17
2731,"281,703",6577,"10,094",2026-05-17
2739,"68,492",6578,"56,625",2026-05-17
2748,"66,168",6584,"360,788",2026-05-17
2753,"68,259",6588,"1,241,529",2026-05-17
2762,"30,141",6593,"23,679",2026-05-17
2801,"5,476,186",6596,"114,630",2026-05-17
2812,"5,138,074",6603,"734,605",2026-05-17
2816,"59,786",6609,"184,545",2026-05-17
2820,"409,289",6612,"8,939",2026-05-17
2832,"72,075",6613,"149,228",2026-05-17
2834,"9,786,119",6615,"8,688",2026-05-17
2836,"473,482",6616,"14,229",2026-05-17
2838,"504,008",6617,"92,177",2026-05-17
2845,"2,257,712",6620,"156,894",2026-05-17
2849,"40,458",6624,"11,830",2026-05-17
2850,"103,795",6629,"21,236",2026-05-17
2851,"726,175",6637,"13,581",2026-05-17
2852,"99,497",6640,"232,622",2026-05-17
2855,"2,544,040",6642,"101,910",2026-05-17
2867,"2,787,926",6643,"472,220",2026-05-17
2880,"5,670,075",6649,"22,565",2026-05-17
2881,"8,142,045",6651,"155,266",2026-05-17
2882,"9,175,113",6654,"11,474",2026-05-17
2883,"15,027,234",6664,"882,575",2026-05-17
2884,"10,221,328",6667,"287,105",2026-05-17
2885,"8,022,373",6679,"202,040",2026-05-17
2886,"7,119,002",6680,"3,009",2026-05-17
2887,"25,013,438",6683,"294,594",2026-05-17
2887I,"1,819,511",6684,"119,382",2026-05-17
2889,"935,543",6690,"19,911",2026-05-17
2890,"8,342,713",6692,"17,107",2026-05-17
2891,"15,759,709",6693,"456,125",2026-05-17
2892,"8,155,425",6697,"21,810",2026-05-17
2897,"1,035,107",6703,"28,035",2026-05-17
2901,"12,451",6712,"80,841",2026-05-17
2903,"595,436",6716,"204,845",2026-05-17
2904,"21,730",6720,"26,309",2026-05-17
2905,"206,350",6725,"379,141",2026-05-17
2906,"38,160",6727,"636,956",2026-05-17
2908,"66,451",6728,"9,866",2026-05-17
2910,"4,977",6732,"74,328",2026-05-17
2912,"717,126",6735,"282,978",2026-05-17
2913,"592,999",6739,"234,551",2026-05-17
2915,"706,030",6741,"131,683",2026-05-17
2929,"90,912",6751,"13,275",2026-05-17
2939,"5,327",6752,"18,720",2026-05-17
3002,"80,152",6761,"537,235",2026-05-17
3003,"297,112",6763,"106,969",2026-05-17
3004,"168,462",6785,"44,775",2026-05-17
3005,"1,457,371",6788,"690,105",2026-05-17
3006,"6,866,181",6791,"41,113",2026-05-17
3008,"586,651",6803,"22,584",2026-05-17
3010,"533,099",6804,"14,667",2026-05-17
3011,"431,324",6811,"32,434",2026-05-17
3013,"1,240,511",6821,"381,124",2026-05-17
3014,"562,673",6823,"220,061",2026-05-17
3015,"95,025",6829,"568,344",2026-05-17
3016,"1,503,555",6840,"55,150",2026-05-17
3017,"1,593,259",6841,"74,957",2026-05-17
3019,"8,390",6843,"6,437",2026-05-17
3021,"55,911",6846,"5,565",2026-05-17
3022,"342,505",6859,"20,255",2026-05-17
3023,"677,199",6865,"11,699",2026-05-17
3024,"1,265,317",6870,"27,579",2026-05-17
3025,"222,468",6874,"25,574",2026-05-17
3026,"2,982,294",6877,"366,223",2026-05-17
3027,"116,155",6894,"66,984",2026-05-17
3028,"2,063,079",6895,"43,108",2026-05-17
3029,"449,193",6899,"41,018",2026-05-17
3030,"2,085,553",6903,"530,040",2026-05-17
3031,"2,323,864",6904,"1,265",2026-05-17
3032,"359,827",6907,"547,358",2026-05-17
3033,"3,427,281",6913,"195,640",2026-05-17
3034,"1,685,119",6922,"52,911",2026-05-17
3035,"36,813",6925,"19,818",2026-05-17
3036,"3,279,177",6953,"88,193",2026-05-17
3037,"7,806,132",6967,"70,029",2026-05-17
3038,"150,387",6968,"20,641",2026-05-17
3040,"55,741",6971,"18,265",2026-05-17
3041,"516,162",6982,"18,444",2026-05-17
3042,"3,442,158",6996,"57,476",2026-05-17
3043,"44,613",7402,"191,001",2026-05-17
3044,"1,787,392",7547,"210,610",2026-05-17
3045,"3,147,652",7556,"87,830",2026-05-17
3046,"67,825",7584,"9,130",2026-05-17
3047,"354,295",7642,"12,201",2026-05-17
3048,"2,195,041",7703,"79,656",2026-05-17
3050,"214,025",7704,"95,081",2026-05-17
3051,"1,416,135",7709,"249,954",2026-05-17
3052,"194,928",7712,"255,176",2026-05-17
3054,"213,633",7713,"4,326",2026-05-17
3055,"733,423",7714,"23,742",2026-05-17
3056,"411,204",7715,"12,334",2026-05-17
3059,"1,295,696",7717,"243,916",2026-05-17
3060,"798,198",7718,"8,810",2026-05-17
3062,"4,795,834",7723,"45,288",2026-05-17
3090,"2,801,815",7728,"109,652",2026-05-17
3092,"341,719",7734,"143,840",2026-05-17
3094,"701,569",7738,"16,096",2026-05-17
3130,"8,740",7744,"61,637",2026-05-17
3135,"1,980,840",7751,"132,228",2026-05-17
3138,"906,002",7753,"22,110",2026-05-17
3149,"3,146,315",7757,"7,682",2026-05-17
3150,"37,589",7777,"597,062",2026-05-17
3164,"18,366",7782,"12,522",2026-05-17
3167,"728,167",7792,"121,250",2026-05-17
3168,"20,753",7805,"48,682",2026-05-17
3189,"9,763,611",7810,"69,990",2026-05-17
3209,"1,498,820",8027,"3,590,901",2026-05-17
3231,"13,243,339",8032,"68,142",2026-05-17
3257,"106,607",8034,"272,469",2026-05-17
3266,"26,814",8040,"790,900",2026-05-17
3296,"37,021",8042,"1,475,089",2026-05-17
3305,"2,195,149",8043,"2,283,844",2026-05-17
3308,"57,066",8044,"194,881",2026-05-17
3311,"75,795",8048,"270,422",2026-05-17
3312,"991,997",8049,"60,472",2026-05-17
3338,"1,180,769",8050,"207,708",2026-05-17
3346,"137,163",8054,"935,490",2026-05-17
3356,"321,464",8064,"4,014,792",2026-05-17
3376,"1,797,915",8066,"22,497",2026-05-17
3380,"2,107,481",8068,"149,099",2026-05-17
3406,"611,871",8069,"3,713,211",2026-05-17
3413,"728,787",8071,"171,938",2026-05-17
3416,"158,645",8074,"2,466,173",2026-05-17
3437,"2,089,113",8076,"344,663",2026-05-17
3443,"710,873",8083,"22,976",2026-05-17
3447,"62,849",8085,"154,231",2026-05-17
3450,"6,289,193",8086,"3,171,396",2026-05-17
3481,"81,953,733",8087,"23,423",2026-05-17
3501,"92,445",8088,"1,155,549",2026-05-17
3504,"538,242",8089,"90,921",2026-05-17
3515,"291,009",8091,"438,240",2026-05-17
3518,"518,804",8092,"83,940",2026-05-17
3528,"183,920",8096,"5,087,260",2026-05-17
3530,"125,023",8097,"26,737",2026-05-17
3532,"1,317,228",8099,"49,630",2026-05-17
3533,"544,371",8107,"35,659",2026-05-17
3535,"1,166,235",8109,"99,105",2026-05-17
3543,"396,885",8111,"1,657,624",2026-05-17
3545,"774,031",8147,"427,194",2026-05-17
3550,"1,239,179",8155,"1,273,248",2026-05-17
3557,"35,286",8171,"57,262",2026-05-17
3563,"742,604",8182,"576,002",2026-05-17
3583,"1,042,632",8183,"197,985",2026-05-17
3588,"413,407",8227,"582,044",2026-05-17
3591,"1,466,111",8234,"398,073",2026-05-17
3592,"302,838",8240,"1,801,095",2026-05-17
3596,"569,358",8255,"245,211",2026-05-17
3605,"2,525,322",8279,"7,729",2026-05-17
3607,"143,419",8284,"5,097",2026-05-17
3617,"95,249",8289,"1,402,624",2026-05-17
3622,"119,876",8299,"2,936,618",2026-05-17
3645,"4,833,170",8342,"1,704",2026-05-17
3652,"52,515",8349,"88,856",2026-05-17
3653,"445,064",8354,"119,140",2026-05-17
3661,"819,338",8358,"7,546,008",2026-05-17
3665,"1,003,633",8383,"1,070,729",2026-05-17
3669,"113,952",8390,"347,867",2026-05-17
3673,"5,027,483",8401,"19,087",2026-05-17
3679,"18,297",8403,"73,027",2026-05-17
3694,"387,285",8410,"9,703",2026-05-17
3701,"2,351,222",8415,"191,027",2026-05-17
3702,"4,803,430",8421,"15,886",2026-05-17
3703,"344,751",8423,"7,324",2026-05-17
3704,"1,030,038",8424,"4,061",2026-05-17
3705,"66,258",8426,"14,610",2026-05-17
3706,"4,101,618",8431,"634,537",2026-05-17
3708,"369,996",8432,"12,988",2026-05-17
3711,"7,270,293",8433,"48,183",2026-05-17
3712,"364,361",8435,"8,478",2026-05-17
3714,"12,419,625",8436,"178,713",2026-05-17
3715,"5,647,408",8437,"29,254",2026-05-17
3716,"82,960",8440,"64,809",2026-05-17
3717,"634,612",8446,"76,519",2026-05-17
4104,"124,347",8450,"14,786",2026-05-17
4106,"37,239",8472,"5,635",2026-05-17
4119,"73,527",8489,"62,082",2026-05-17
4133,"41,403",8905,"13,978",2026-05-17
4137,"53,317",8906,"24,296",2026-05-17
4142,"386,505",8908,"60,148",2026-05-17
4148,"26,600",8916,"31,272",2026-05-17
4155,"110,817",8917,"7,769",2026-05-17
4164,"367,105",8923,"1,796",2026-05-17
4190,"12,957",8924,"49,686",2026-05-17
4306,"322,914",8927,"269,693",2026-05-17
4414,"157,025",8928,"9,340",2026-05-17
4426,"52,768",8929,"12,942",2026-05-17
4438,"32,093",8930,"19,493",2026-05-17
4439,"11,554",8931,"15,537",2026-05-17
4440,"29,348",8932,"820,480",2026-05-17
4441,"27,505",8936,"700,663",2026-05-17
4526,"2,313,171",8938,"112,079",2026-05-17
4532,"378,250",8941,"6,097",2026-05-17
4536,"72,385",8942,"248,338",2026-05-17
4540,"3,071,934",9949,"55,951",2026-05-17
4545,"45,880",9951,"27,616",2026-05-17
4551,"209,851",9960,"93,004",2026-05-17
4552,"37,184",9962,"26,407",2026-05-17
4555,"135,099",_,,2026-05-17
4557,"35,255",_,,2026-05-17
4560,"95,734",_,,2026-05-17
4562,"395,768",_,,2026-05-17
4564,"283,640",_,,2026-05-17
4566,"656,806",_,,2026-05-17
4569,"101,967",_,,2026-05-17
4571,"254,568",_,,2026-05-17
4572,"12,452",_,,2026-05-17
4576,"1,723,110",_,,2026-05-17
4581,"5,422",_,,2026-05-17
4583,"78,527",_,,2026-05-17
4585,"168,404",_,,2026-05-17
4588,"33,387",_,,2026-05-17
4720,"2,511,685",_,,2026-05-17
4722,"1,148,787",_,,2026-05-17
4736,"65,776",_,,2026-05-17
4737,"59,434",_,,2026-05-17
4739,"1,637,673",_,,2026-05-17
4746,"318,840",_,,2026-05-17
4755,"337,204",_,,2026-05-17
4763,"2,287,064",_,,2026-05-17
4764,"635,803",_,,2026-05-17
4766,"417,003",_,,2026-05-17
4770,"165,869",_,,2026-05-17
4771,"61,748",_,,2026-05-17
4807,"82,891",_,,2026-05-17
4904,"1,776,122",_,,2026-05-17
4906,"8,717,828",_,,2026-05-17
4912,"232,515",_,,2026-05-17
4915,"897,817",_,,2026-05-17
4916,"2,143,351",_,,2026-05-17
4919,"6,394,173",_,,2026-05-17
4927,"5,014,937",_,,2026-05-17
4930,"29,072",_,,2026-05-17
4935,"30,306",_,,2026-05-17
4938,"3,820,827",_,,2026-05-17
4942,"34,285",_,,2026-05-17
4949,"1,306,169",_,,2026-05-17
4952,"350,987",_,,2026-05-17
4956,"2,581,985",_,,2026-05-17
4958,"15,788,043",_,,2026-05-17
4960,"5,506,989",_,,2026-05-17
4961,"509,917",_,,2026-05-17
4967,"3,571,771",_,,2026-05-17
4968,"584,547",_,,2026-05-17
4976,"197,284",_,,2026-05-17
4977,"2,416,003",_,,2026-05-17
4989,"5,004,056",_,,2026-05-17
4994,"7,155",_,,2026-05-17
4999,"49,249",_,,2026-05-17
5007,"18,333",_,,2026-05-17
5203,"85,482",_,,2026-05-17
5215,"80,228",_,,2026-05-17
5222,"364,431",_,,2026-05-17
5225,"100,368",_,,2026-05-17
5234,"322,426",_,,2026-05-17
5243,"1,842,910",_,,2026-05-17
5244,"546,989",_,,2026-05-17
5258,"325,378",_,,2026-05-17
5269,"640,741",_,,2026-05-17
5283,"35,638",_,,2026-05-17
5284,"731,438",_,,2026-05-17
5285,"277,473",_,,2026-05-17
5288,"100,506",_,,2026-05-17
5292,"163,328",_,,2026-05-17
5306,"59,657",_,,2026-05-17
5388,"2,081,244",_,,2026-05-17
5434,"300,827",_,,2026-05-17
5469,"1,383,803",_,,2026-05-17
5471,"645,207",_,,2026-05-17
5515,"268,146",_,,2026-05-17
5519,"140,925",_,,2026-05-17
5521,"1,768,728",_,,2026-05-17
5522,"295,926",_,,2026-05-17
5525,"26,754",_,,2026-05-17
5531,"208,487",_,,2026-05-17
5533,"53,614",_,,2026-05-17
5534,"296,383",_,,2026-05-17
5538,"17,397",_,,2026-05-17
5546,"9,747",_,,2026-05-17
5607,"148,675",_,,2026-05-17
5608,"407,493",_,,2026-05-17
5706,"121,392",_,,2026-05-17
5871,"2,352,299",_,,2026-05-17
5876,"2,480,861",_,,2026-05-17
5880,"4,793,706",_,,2026-05-17
5906,901,_,,2026-05-17
5907,"80,698",_,,2026-05-17
6005,"4,934,392",_,,2026-05-17
6024,"117,658",_,,2026-05-17
6108,"826,025",_,,2026-05-17
6112,"178,529",_,,2026-05-17
6115,"52,467",_,,2026-05-17
6116,"16,666,179",_,,2026-05-17
6117,"320,077",_,,2026-05-17
6120,"1,608,624",_,,2026-05-17
6128,"42,108",_,,2026-05-17
6133,"390,759",_,,2026-05-17
6136,"258,668",_,,2026-05-17
6139,"1,545,087",_,,2026-05-17
6153,"2,117,166",_,,2026-05-17
6155,"1,115,326",_,,2026-05-17
6164,"232,163",_,,2026-05-17
6165,"383,109",_,,2026-05-17
6166,"899,722",_,,2026-05-17
6168,"2,997,091",_,,2026-05-17
6176,"2,682,094",_,,2026-05-17
6177,"334,123",_,,2026-05-17
6183,"10,594",_,,2026-05-17
6184,"18,287",_,,2026-05-17
6189,"252,489",_,,2026-05-17
6191,"3,016,381",_,,2026-05-17
6192,"113,121",_,,2026-05-17
6196,"1,061,760",_,,2026-05-17
6197,"1,568,406",_,,2026-05-17
6201,"12,844",_,,2026-05-17
6202,"1,368,537",_,,2026-05-17
6205,"2,070,345",_,,2026-05-17
6206,"580,777",_,,2026-05-17
6209,"2,441,496",_,,2026-05-17
6213,"7,772,637",_,,2026-05-17
6214,"441,552",_,,2026-05-17
6215,"949,391",_,,2026-05-17
6216,"63,799",_,,2026-05-17
6224,"479,579",_,,2026-05-17
6230,"56,593",_,,2026-05-17
6235,"236,125",_,,2026-05-17
6239,"5,722,376",_,,2026-05-17
6243,"156,320",_,,2026-05-17
6257,"5,353,879",_,,2026-05-17
6269,"1,341,470",_,,2026-05-17
6271,"2,389,006",_,,2026-05-17
6277,"104,957",_,,2026-05-17
6278,"4,474,184",_,,2026-05-17
6281,"48,265",_,,2026-05-17
6282,"9,690,050",_,,2026-05-17
6283,"155,837",_,,2026-05-17
6285,"10,703,805",_,,2026-05-17
6405,"691,138",_,,2026-05-17
6409,"295,669",_,,2026-05-17
6412,"768,323",_,,2026-05-17
6414,"555,555",_,,2026-05-17
6415,"2,162,916",_,,2026-05-17
6416,"99,685",_,,2026-05-17
6426,"1,161,128",_,,2026-05-17
6438,"840,136",_,,2026-05-17
6442,"892,111",_,,2026-05-17
6443,"5,057,457",_,,2026-05-17
6446,"733,030",_,,2026-05-17
6449,"462,601",_,,2026-05-17
6451,"1,290,334",_,,2026-05-17
6456,"3,461,406",_,,2026-05-17
6464,"10,550",_,,2026-05-17
6472,"344,016",_,,2026-05-17
6477,"234,312",_,,2026-05-17
6491,"121,954",_,,2026-05-17
6504,"14,858",_,,2026-05-17
6505,"3,596,884",_,,2026-05-17
6515,"105,024",_,,2026-05-17
6525,"304,019",_,,2026-05-17
6526,"597,696",_,,2026-05-17
6531,"2,105,073",_,,2026-05-17
6533,"408,061",_,,2026-05-17
6534,"71,810",_,,2026-05-17
6541,"129,767",_,,2026-05-17
6552,"128,304",_,,2026-05-17
6558,"217,652",_,,2026-05-17
6579,"144,109",_,,2026-05-17
6581,"6,865",_,,2026-05-17
6582,"28,283",_,,2026-05-17
6585,"43,975",_,,2026-05-17
6589,"316,751",_,,2026-05-17
6591,"112,643",_,,2026-05-17
6592,"169,520",_,,2026-05-17
6605,"118,314",_,,2026-05-17
6606,"28,303",_,,2026-05-17
6625,"70,983",_,,2026-05-17
6641,"23,914",_,,2026-05-17
6655,"2,817",_,,2026-05-17
6657,"92,490",_,,2026-05-17
6658,"631,145",_,,2026-05-17
6666,"6,106",_,,2026-05-17
6668,"169,239",_,,2026-05-17
6669,"748,428",_,,2026-05-17
6670,"135,088",_,,2026-05-17
6671,"12,246",_,,2026-05-17
6672,"2,483,036",_,,2026-05-17
6674,"10,991",_,,2026-05-17
6689,"108,183",_,,2026-05-17
6691,"194,983",_,,2026-05-17
6695,"713,502",_,,2026-05-17
6698,"99,454",_,,2026-05-17
6706,"2,750,952",_,,2026-05-17
6715,"558,921",_,,2026-05-17
6719,"229,644",_,,2026-05-17
6742,"136,242",_,,2026-05-17
6743,"205,409",_,,2026-05-17
6753,"411,944",_,,2026-05-17
6754,"6,510",_,,2026-05-17
6756,"162,684",_,,2026-05-17
6757,"420,373",_,,2026-05-17
6768,"253,079",_,,2026-05-17
6770,"47,330,192",_,,2026-05-17
6771,"12,682",_,,2026-05-17
6776,"130,010",_,,2026-05-17
6781,"601,694",_,,2026-05-17
6782,"158,273",_,,2026-05-17
6789,"2,965,545",_,,2026-05-17
6790,"52,573",_,,2026-05-17
6792,"26,666",_,,2026-05-17
6794,"13,691",_,,2026-05-17
6796,"24,818",_,,2026-05-17
6799,"141,716",_,,2026-05-17
6805,"707,467",_,,2026-05-17
6806,"419,361",_,,2026-05-17
6807,"7,416",_,,2026-05-17
6830,"632,235",_,,2026-05-17
6831,"558,633",_,,2026-05-17
6834,"603,801",_,,2026-05-17
6835,"132,410",_,,2026-05-17
6838,"110,838",_,,2026-05-17
6854,"324,581",_,,2026-05-17
6861,"476,779",_,,2026-05-17
6862,"246,745",_,,2026-05-17
6863,"40,088",_,,2026-05-17
6869,"204,580",_,,2026-05-17
6873,"211,614",_,,2026-05-17
6885,"98,667",_,,2026-05-17
6887,"16,771",_,,2026-05-17
6890,"199,740",_,,2026-05-17
6901,"377,193",_,,2026-05-17
6902,"119,790",_,,2026-05-17
6906,"38,019",_,,2026-05-17
6909,"992,124",_,,2026-05-17
6914,"25,890",_,,2026-05-17
6916,"14,142",_,,2026-05-17
6918,"21,997",_,,2026-05-17
6919,"3,431,319",_,,2026-05-17
6923,"74,212",_,,2026-05-17
6928,"48,116",_,,2026-05-17
6931,"55,733",_,,2026-05-17
6933,"206,937",_,,2026-05-17
6936,"14,806",_,,2026-05-17
6937,"373,204",_,,2026-05-17
6944,"355,573",_,,2026-05-17
6949,"73,259",_,,2026-05-17
6951,"19,598",_,,2026-05-17
6952,"6,051",_,,2026-05-17
6957,"27,834",_,,2026-05-17
6958,"50,070",_,,2026-05-17
