Date,stock_id,stock_name,volume,amount,open,high,low,close,change,transactions,date
1150514,4557,永新-KY,152376.0,7636967.0,50.8,51.0,49.75,49.85,-0.95,166.0,2026-05-15
1150514,4560,強信-KY,227018.0,7969648.0,35.55,35.6,34.7,34.8,-0.55,125.0,2026-05-15
1150514,4562,穎漢,400100.0,14391703.0,36.8,36.8,35.5,35.5,-0.5,351.0,2026-05-15
1150514,4564,元翎,1178697.0,19588769.0,17.1,17.1,16.45,16.6,-0.5,766.0,2026-05-15
1150514,4566,時碩工業,1550424.0,98241979.0,62.9,66.0,61.5,63.2,0.6,1222.0,2026-05-15
1150514,4569,六方科-KY,1525676.0,296172048.0,201.5,201.5,177.0,194.0,10.5,2561.0,2026-05-15
1150514,4571,鈞興-KY,1983902.0,401356537.0,195.0,208.0,194.0,204.5,13.5,2434.0,2026-05-15
1150514,4572,駐龍,26041.0,3830528.0,148.5,148.5,145.5,147.0,-1.0,60.0,2026-05-15
1150514,4576,大銀微系統,4658206.0,1141461684.0,250.0,252.0,239.0,241.5,-7.0,5576.0,2026-05-15
1150514,4581,光隆精密-KY,17040.0,848208.0,50.0,50.2,49.4,49.4,-0.6,17.0,2026-05-15
1150514,4583,台灣精銳,121301.0,92097316.0,771.0,772.0,753.0,756.0,-9.0,359.0,2026-05-15
1150514,4585,達明,366530.0,123664283.0,334.5,342.0,333.5,333.5,1.0,880.0,2026-05-15
1150514,4588,玖鼎電力,178865.0,10084500.0,56.6,57.0,55.8,55.8,-1.2,215.0,2026-05-15
1150514,4590,富田-創,149167.0,11013386.0,75.0,75.0,73.3,73.6,-1.1,170.0,2026-05-15
1150514,4720,德淵,10816967.0,295778334.0,27.5,27.9,26.35,27.55,0.15,4179.0,2026-05-15
1150514,4722,國精化,4616442.0,1182354682.0,255.0,265.0,248.0,258.0,10.0,4313.0,2026-05-15
1150514,4736,泰博,195749.0,24028261.0,122.0,123.5,122.0,122.0,0.0,218.0,2026-05-15
1150514,4737,華廣,151812.0,8607685.0,58.1,58.1,55.0,55.3,-2.7,297.0,2026-05-15
1150514,4739,康普,6893506.0,713448564.0,103.0,108.5,99.1,101.5,0.5,5465.0,2026-05-15
1150514,4746,台耀,1325953.0,69412277.0,52.9,53.7,51.6,53.1,0.2,1043.0,2026-05-15
1150514,4755,三福化,401714.0,55562276.0,138.0,139.5,137.0,138.0,0.5,471.0,2026-05-15
1150514,4763,材料*-KY,6335377.0,267555867.0,41.8,42.85,41.75,42.25,0.9,3602.0,2026-05-15
1150514,4764,雙鍵,326109.0,101184533.0,317.0,317.0,305.0,310.0,-5.0,488.0,2026-05-15
1150514,4766,南寶,3288231.0,1279151375.0,394.0,398.0,376.5,390.0,4.0,4626.0,2026-05-15
1150514,4770,上品,491065.0,110317710.0,228.5,229.5,221.0,223.5,-1.5,586.0,2026-05-15
1150514,4771,望隼,79898.0,14678166.0,184.5,186.0,182.5,183.0,-0.5,143.0,2026-05-15
1150514,4807,日成-KY,759528.0,20508215.0,27.5,27.55,25.2,25.2,0.15,821.0,2026-05-15
1150514,4904,遠傳,6144417.0,601721510.0,96.0,98.5,96.0,98.1,1.2,3922.0,2026-05-15
1150514,4906,正文,31326904.0,1241364593.0,39.0,41.2,38.35,39.15,1.15,15912.0,2026-05-15
1150514,4912,聯德控股-KY,3701213.0,378777175.0,102.0,109.0,99.2,104.5,0.0,4291.0,2026-05-15
1150514,4915,致伸,3942317.0,278243975.0,71.0,71.2,70.3,70.3,-0.3,2899.0,2026-05-15
1150514,4916,事欣科,6166037.0,414366924.0,65.9,68.5,65.7,66.9,1.7,4510.0,2026-05-15
1150514,4919,新唐,24176313.0,3989604088.0,167.0,171.5,159.5,160.0,-6.0,21952.0,2026-05-15
1150514,4927,泰鼎-KY,12136457.0,611130419.0,50.8,51.6,49.1,50.4,-0.4,7001.0,2026-05-15
1150514,4930,燦星網,243424.0,4201062.0,17.55,17.55,17.0,17.15,-0.4,1012.0,2026-05-15
1150514,4934,太極,1205043.0,21223685.0,17.95,18.2,17.3,17.35,-0.45,771.0,2026-05-15
1150514,4935,茂林-KY,107335.0,3870901.0,36.0,36.45,36.0,36.05,0.0,79.0,2026-05-15
1150514,4938,和碩,36439159.0,2818988879.0,81.0,81.0,75.8,77.0,-4.8,23484.0,2026-05-15
1150514,4942,嘉彰,353783.0,13178763.0,37.65,37.65,37.05,37.25,-0.65,225.0,2026-05-15
1150514,4943,康控-KY,45847.0,416819.0,9.03,9.33,9.02,9.33,0.03,59.0,2026-05-15
1150514,4949,有成精密,3481599.0,298817429.0,88.5,89.6,83.0,84.3,-4.7,3298.0,2026-05-15
1150514,4952,凌通,2591079.0,136776909.0,53.5,54.2,51.5,52.0,1.4,1918.0,2026-05-15
1150514,4956,光鋐,3604011.0,156501702.0,44.45,44.7,42.45,42.9,-0.35,2535.0,2026-05-15
1150514,4958,臻鼎-KY,69591675.0,31456551407.0,456.0,471.5,433.5,436.5,-6.0,84209.0,2026-05-15
1150514,4960,誠美材,23986043.0,815134188.0,33.9,35.95,32.15,33.65,-0.7,14234.0,2026-05-15
1150514,4961,天鈺,1580363.0,277643832.0,175.5,179.0,173.0,174.5,1.0,3049.0,2026-05-15
1150514,4967,十銓,12059083.0,3486396812.0,290.5,295.0,284.5,285.0,-0.5,12032.0,2026-05-15
1150514,4968,立積,886310.0,102856000.0,117.0,118.5,114.5,115.5,0.0,1040.0,2026-05-15
1150514,4976,佳凌,1467534.0,45264296.0,30.5,31.5,30.05,31.25,0.8,1154.0,2026-05-15
1150514,4977,眾達-KY,12705072.0,3051474828.0,244.5,248.0,233.5,235.5,-8.0,12980.0,2026-05-15
1150514,4989,榮科,11074588.0,1014042664.0,93.5,95.5,89.3,90.7,-1.8,9147.0,2026-05-15
1150514,4994,傳奇,30150.0,2849207.0,96.5,97.0,92.2,92.2,-3.9,78.0,2026-05-15
1150514,4999,鑫禾,70577.0,1461953.0,21.0,21.0,20.6,20.6,-0.05,160.0,2026-05-15
1150514,5007,三星,66161.0,3758765.0,57.3,57.3,56.0,57.0,-1.0,129.0,2026-05-15
1150514,5203,訊連,371577.0,23573199.0,63.3,64.1,63.0,63.8,0.2,318.0,2026-05-15
1150514,5215,科嘉-KY,3492242.0,168598994.0,50.9,50.9,43.8,45.0,-1.3,2508.0,2026-05-15
1150514,5222,全訊,459301.0,58092084.0,127.0,128.0,125.0,126.0,-1.0,726.0,2026-05-15
1150514,5225,東科-KY,223860.0,15928406.0,71.8,71.8,70.8,70.8,-0.7,258.0,2026-05-15
1150514,5234,達興材料,581414.0,243318260.0,417.5,424.5,412.0,418.0,2.5,990.0,2026-05-15
1150514,5243,乙盛-KY,3027294.0,307679727.0,104.0,105.0,100.0,101.0,-2.0,2885.0,2026-05-15
1150514,5244,弘凱,419555.0,16498374.0,39.85,40.05,39.0,39.0,-0.5,312.0,2026-05-15
1150514,5258,虹堡,4603021.0,264527737.0,57.1,61.0,54.5,55.7,-0.9,4378.0,2026-05-15
1150514,5269,祥碩,3368362.0,4897413900.0,1445.0,1480.0,1420.0,1465.0,35.0,9263.0,2026-05-15
1150514,5283,禾聯碩,141326.0,7363688.0,52.2,52.3,51.9,52.2,0.2,149.0,2026-05-15
1150514,5284,jpp-KY,2134244.0,825215012.0,394.5,396.5,380.0,386.0,-8.0,3289.0,2026-05-15
1150514,5285,界霖,2206728.0,160316602.0,74.5,74.6,71.0,73.1,0.3,1882.0,2026-05-15
1150514,5288,豐祥-KY,236619.0,36464266.0,158.0,158.0,151.5,152.5,-5.5,398.0,2026-05-15
1150514,5292,華懋,169256.0,38325987.0,228.0,232.0,223.0,223.0,-5.0,419.0,2026-05-15
1150514,5306,桂盟,337399.0,28490291.0,82.8,85.9,82.8,83.4,1.3,375.0,2026-05-15
1150514,5388,中磊,10026956.0,777551202.0,79.5,79.5,76.2,77.7,-1.7,7324.0,2026-05-15
1150514,5434,崇越,469783.0,195386371.0,415.0,421.5,412.5,413.0,0.5,893.0,2026-05-15
1150514,5469,瀚宇博,2040028.0,166631479.0,82.0,82.6,81.2,81.2,0.0,1629.0,2026-05-15
1150514,5471,松翰,3001817.0,154098017.0,50.7,52.3,50.6,51.3,1.0,2109.0,2026-05-15
1150514,5484,慧友,275707.0,10480500.0,38.4,38.5,37.7,37.7,-0.7,296.0,2026-05-15
1150514,5515,建國,2932191.0,122155551.0,40.5,42.9,40.5,40.95,1.95,2786.0,2026-05-15
1150514,5519,隆大,465217.0,14984238.0,32.35,32.4,32.1,32.1,-0.25,432.0,2026-05-15
1150514,5521,工信,9682936.0,104795447.0,11.25,11.25,10.6,10.6,-0.55,4713.0,2026-05-15
1150514,5522,遠雄,603594.0,42386709.0,70.2,71.0,69.8,70.5,0.1,537.0,2026-05-15
1150514,5525,順天,189317.0,4347630.0,22.75,23.2,22.7,23.0,0.0,172.0,2026-05-15
1150514,5531,鄉林,574029.0,4664330.0,8.23,8.25,8.07,8.07,-0.21,393.0,2026-05-15
1150514,5533,皇鼎,105363.0,1471832.0,14.0,14.1,13.95,13.95,-0.1,49.0,2026-05-15
1150514,5534,長虹,1612537.0,122985472.0,77.0,77.2,75.3,76.6,-0.5,1680.0,2026-05-15
1150514,5538,東明-KY,301666.0,10221223.0,33.5,33.9,33.5,33.9,3.05,67.0,2026-05-15
1150514,5546,永固-KY,25000.0,404550.0,15.7,16.5,15.7,15.95,-0.25,15.0,2026-05-15
1150514,5607,遠雄港,367190.0,18022092.0,49.25,49.45,48.75,48.75,-0.5,866.0,2026-05-15
1150514,5608,四維航,1585511.0,23255648.0,14.85,14.85,14.6,14.6,-0.15,806.0,2026-05-15
1150514,5706,鳳凰,117613.0,5930475.0,50.3,50.6,50.3,50.3,-0.2,788.0,2026-05-15
1150514,5871,中租-KY,5812983.0,628758076.0,107.5,109.5,107.5,108.0,0.5,3859.0,2026-05-15
1150514,5876,上海商銀,7744189.0,312204064.0,40.05,40.5,40.05,40.3,0.0,3313.0,2026-05-15
1150514,5880,合庫金,17895045.0,407997044.0,22.8,22.95,22.75,22.75,-0.1,8733.0,2026-05-15
1150514,5906,台南-KY,1010.0,46915.0,46.45,46.45,46.45,46.45,-0.05,2.0,2026-05-15
1150514,5907,大洋-KY,366100.0,1903213.0,5.23,5.28,5.15,5.17,-0.05,132.0,2026-05-15
1150514,6005,群益證,13160880.0,419820693.0,32.1,32.75,31.45,31.6,-0.4,5661.0,2026-05-15
1150514,6024,群益期,609230.0,34620909.0,57.2,57.3,56.3,56.5,-0.7,1542.0,2026-05-15
1150514,6108,競國,2684685.0,51000395.0,19.4,19.45,18.75,18.95,-0.6,1317.0,2026-05-15
1150514,6112,邁達特,539754.0,22866502.0,42.6,42.85,42.15,42.35,-0.15,480.0,2026-05-15
1150514,6115,鎰勝,295091.0,13914826.0,47.25,47.5,47.0,47.0,-0.25,169.0,2026-05-15
1150514,6116,彩晶,191343134.0,2053141170.0,11.25,11.3,10.3,10.4,-0.85,42392.0,2026-05-15
1150514,6117,迎廣,598030.0,48236669.0,79.9,81.9,79.3,81.5,2.7,1368.0,2026-05-15
1150514,6120,達運,3537449.0,45609348.0,13.15,13.25,12.7,12.95,0.0,1176.0,2026-05-15
1150514,6128,上福,324004.0,6423621.0,20.2,20.2,19.5,19.6,-0.7,282.0,2026-05-15
1150514,6133,金橋,860119.0,18579488.0,21.7,22.1,21.3,21.55,-0.1,473.0,2026-05-15
1150514,6136,富爾特,233621.0,5816190.0,24.85,25.0,24.8,25.0,0.15,198.0,2026-05-15
1150514,6139,亞翔,6557822.0,4727978981.0,698.0,736.0,692.0,720.0,34.0,11312.0,2026-05-15
1150514,6141,柏承,1011304.0,25990433.0,25.7,25.7,25.7,25.7,-2.85,784.0,2026-05-15
1150514,6142,友勁,623730.0,5199757.0,8.35,8.4,8.27,8.28,-0.11,274.0,2026-05-15
1150514,6152,百一,2591392.0,41218892.0,15.75,16.5,15.2,15.8,0.3,1382.0,2026-05-15
1150514,6153,嘉聯益,3158580.0,56289146.0,17.8,18.1,17.6,17.8,0.1,1454.0,2026-05-15
1150514,6155,鈞寶,7664500.0,408774359.0,54.5,56.4,51.1,51.2,-0.8,8671.0,2026-05-15
1150514,6164,華興,390211.0,4644759.0,12.05,12.1,11.85,11.85,-0.1,288.0,2026-05-15
1150514,6165,浪凡,575362.0,28082413.0,49.15,49.5,48.5,48.95,-0.25,518.0,2026-05-15
1150514,6166,凌華,12618351.0,1383999927.0,111.5,116.0,103.5,111.5,0.0,8387.0,2026-05-15
1150514,6168,宏齊,7308943.0,197835542.0,26.3,28.0,25.8,26.9,1.1,4193.0,2026-05-15
1150514,6176,瑞儀,5911689.0,597505544.0,102.5,103.5,100.0,100.5,-1.5,4531.0,2026-05-15
1150514,6177,達麗,1983613.0,91241891.0,46.55,46.7,45.65,45.7,-0.85,1430.0,2026-05-15
1150514,6183,關貿,48131.0,4429411.0,92.0,92.1,91.8,92.0,-0.2,121.0,2026-05-15
1150514,6184,大豐電,98647.0,4567959.0,46.4,46.45,46.1,46.15,-0.4,80.0,2026-05-15
1150514,6189,豐藝,973346.0,46723766.0,46.95,48.5,46.95,48.2,1.25,996.0,2026-05-15
1150514,6191,精成科,5277141.0,490921122.0,93.1,94.5,92.3,92.5,0.0,4626.0,2026-05-15
1150514,6192,巨路,969405.0,127557292.0,129.5,136.0,126.5,133.5,5.0,929.0,2026-05-15
1150514,6196,帆宣,5660678.0,2415769533.0,426.0,450.0,408.0,435.5,16.0,8102.0,2026-05-15
1150514,6197,佳必琪,4451110.0,1021273207.0,235.0,239.0,224.0,226.5,-6.5,4720.0,2026-05-15
1150514,6201,亞弘電,39418.0,1959037.0,49.5,50.1,49.5,49.5,0.0,52.0,2026-05-15
1150514,6202,盛群,2152073.0,118835476.0,55.2,56.0,54.5,55.2,0.3,1619.0,2026-05-15
1150514,6205,詮欣,2156279.0,173926857.0,81.2,83.5,78.6,79.3,-1.1,2203.0,2026-05-15
1150514,6206,飛捷,4342545.0,594368428.0,141.5,142.5,134.0,136.5,-2.0,3599.0,2026-05-15
1150514,6209,今國光,12031271.0,809120939.0,62.8,68.3,62.8,68.3,6.2,8041.0,2026-05-15
1150514,6213,聯茂,15104841.0,4105005620.0,282.0,285.0,265.0,268.0,-5.5,19530.0,2026-05-15
1150514,6214,精誠,738956.0,90606992.0,122.0,124.0,122.0,122.0,0.0,749.0,2026-05-15
1150514,6215,和椿,3423945.0,408364391.0,121.0,122.0,117.0,119.0,-1.5,3039.0,2026-05-15
1150514,6216,居易,336970.0,7637879.0,23.0,23.0,22.5,22.55,-0.25,300.0,2026-05-15
1150514,6224,聚鼎,1946522.0,145324435.0,75.6,78.9,71.8,73.6,-1.4,1722.0,2026-05-15
1150514,6225,天瀚,82374.0,2627510.0,31.9,31.9,31.9,31.9,2.9,77.0,2026-05-15
1150514,6226,光鼎,772340.0,9390514.0,12.15,12.4,12.0,12.05,-0.1,531.0,2026-05-15
1150514,6230,尼得科超眾,224490.0,31613118.0,145.0,147.0,139.0,139.0,-6.0,302.0,2026-05-15
1150514,6235,華孚,1361737.0,55183653.0,41.5,42.05,40.1,40.35,-0.9,1186.0,2026-05-15
1150514,6239,力成,20525774.0,4753968691.0,233.0,236.5,226.5,229.0,-3.0,18939.0,2026-05-15
1150514,6243,迅杰,623214.0,21549289.0,33.9,35.5,33.4,34.9,1.55,544.0,2026-05-15
1150514,6257,矽格,9585180.0,2040427270.0,214.0,217.5,210.0,210.5,-1.5,8850.0,2026-05-15
1150514,6269,台郡,5162411.0,302151876.0,56.6,59.6,56.4,59.0,3.0,3748.0,2026-05-15
1150514,6271,同欣電,4923226.0,912085844.0,184.5,188.5,183.0,183.5,1.5,4400.0,2026-05-15
1150514,6272,驊陞,527168.0,16359112.0,31.5,32.0,30.6,30.8,-0.4,293.0,2026-05-15
1150514,6277,宏正,316168.0,22688979.0,70.7,72.8,70.5,71.4,0.7,372.0,2026-05-15
1150514,6278,台表科,20640493.0,4615058297.0,216.0,226.0,212.0,226.0,20.5,12624.0,2026-05-15
1150514,6281,全國電,182192.0,9434448.0,50.2,52.5,50.2,51.7,1.3,196.0,2026-05-15
1150514,6282,康舒,27197753.0,1382632405.0,51.7,52.2,50.0,50.4,-1.3,17003.0,2026-05-15
1150514,6283,淳安,1270231.0,32757829.0,25.35,26.3,25.15,25.95,0.65,872.0,2026-05-15
1150514,6285,啟碁,35882959.0,9737122315.0,280.0,286.0,260.0,262.0,-8.5,34704.0,2026-05-15
1150514,6405,悅城,947529.0,56749822.0,65.3,65.7,58.0,58.0,-2.1,694.0,2026-05-15
1150514,6409,旭隼,1882328.0,1354434416.0,761.0,761.0,702.0,705.0,-48.0,6484.0,2026-05-15
1150514,6412,群電,3110362.0,290282443.0,95.5,96.2,91.6,91.7,-3.8,3473.0,2026-05-15
1150514,6414,樺漢,1458131.0,516985344.0,350.5,357.5,350.5,355.0,7.5,2011.0,2026-05-15
1150514,6415,矽力*-KY,7352889.0,3698719767.0,492.0,514.0,490.0,503.0,35.5,10920.0,2026-05-15
1150514,6416,瑞祺電通,1663861.0,150455333.0,85.0,91.5,85.0,89.5,6.3,1950.0,2026-05-15
1150514,6426,統新,3304094.0,926882902.0,290.0,294.0,272.0,275.0,-1.0,3518.0,2026-05-15
1150514,6431,光麗-KY,117184.0,2408633.0,21.0,21.0,20.0,21.0,0.0,73.0,2026-05-15
1150514,6438,迅得,971954.0,163288015.0,170.5,171.5,166.0,167.5,-1.0,1382.0,2026-05-15
1150514,6442,光聖,2071352.0,3816904870.0,1860.0,1875.0,1780.0,1855.0,50.0,8748.0,2026-05-15
1150514,6443,元晶,31748889.0,1282921358.0,42.3,42.3,39.05,39.8,-2.35,21001.0,2026-05-15
1150514,6446,藥華藥,6655502.0,5288492027.0,780.0,832.0,772.0,782.0,0.0,10893.0,2026-05-15
1150514,6449,鈺邦,4342238.0,1031284562.0,239.5,239.5,228.5,239.5,21.5,8997.0,2026-05-15
1150514,6451,訊芯-KY,10570409.0,5398319346.0,484.0,525.0,471.5,525.0,47.0,14427.0,2026-05-15
1150514,6456,GIS-KY,6393238.0,442951201.0,70.6,71.2,67.9,68.5,-1.1,4628.0,2026-05-15
1150514,6464,台數科,50574.0,3866323.0,75.4,76.9,75.4,76.5,0.0,49.0,2026-05-15
1150514,6472,保瑞,2046212.0,742774956.0,363.0,363.0,363.0,363.0,-40.0,6025.0,2026-05-15
1150514,6477,安集,575083.0,19283927.0,34.0,34.35,33.2,33.25,-0.45,465.0,2026-05-15
1150514,6491,晶碩,426579.0,122787772.0,286.5,289.5,286.0,289.5,4.5,674.0,2026-05-15
1150514,6504,南六,29690.0,1154312.0,39.4,39.4,38.75,38.75,-0.3,47.0,2026-05-15
1150514,6505,台塑化,5235167.0,275569856.0,52.3,53.3,52.3,52.4,-0.5,3500.0,2026-05-15
1150514,6515,穎崴,510765.0,5283294310.0,10200.0,10745.0,9845.0,10540.0,665.0,10395.0,2026-05-15
1150514,6525,捷敏-KY,2069885.0,236103076.0,107.0,116.5,107.0,116.5,10.5,1558.0,2026-05-15
1150514,6526,達發,1424526.0,1009995956.0,722.0,724.0,700.0,706.0,3.0,3746.0,2026-05-15
1150514,6531,愛普*,10450275.0,11279291805.0,1115.0,1140.0,1020.0,1050.0,10.0,13646.0,2026-05-15
1150514,6533,晶心科,1118693.0,260353511.0,236.0,239.5,227.0,233.5,-0.5,1567.0,2026-05-15
1150514,6534,正瀚-創,129034.0,12193428.0,96.7,96.7,93.0,94.2,-2.5,294.0,2026-05-15
1150514,6541,泰福-KY,1108971.0,43436645.0,40.0,40.3,38.55,38.55,-2.3,980.0,2026-05-15
1150514,6550,北極星藥業-KY,2779877.0,48124590.0,17.9,18.1,16.75,17.0,-0.9,1487.0,2026-05-15
1150514,6552,易華電,199657.0,5814940.0,29.15,29.5,28.8,28.9,-0.1,182.0,2026-05-15
1150514,6558,興能高,894863.0,26535766.0,29.45,31.4,28.7,30.6,1.25,787.0,2026-05-15
1150514,6573,虹揚-KY,235833.0,3116315.0,13.3,13.45,13.05,13.15,-0.5,161.0,2026-05-15
1150514,6579,研揚,1392723.0,206307753.0,152.0,152.0,144.0,147.5,-3.0,1439.0,2026-05-15
1150514,6581,鋼聯,50201.0,5406268.0,107.5,108.5,107.0,107.0,-1.0,111.0,2026-05-15
1150514,6582,申豐,187370.0,5685679.0,29.8,31.05,29.8,30.75,-0.05,708.0,2026-05-15
1150514,6585,鼎基,276740.0,25137412.0,91.2,91.8,89.9,91.1,0.4,276.0,2026-05-15
1150514,6589,台康生技,1364801.0,55316471.0,41.35,41.6,40.15,40.55,-0.8,1067.0,2026-05-15
1150514,6591,動力-KY,592171.0,31111099.0,53.9,54.1,51.9,52.6,-1.0,592.0,2026-05-15
1150514,6592,和潤企業,620136.0,37210075.0,59.9,60.5,59.8,59.8,-0.1,611.0,2026-05-15
1150514,6598,ABC-KY,223428.0,5362640.0,24.5,24.9,23.65,23.75,-0.4,183.0,2026-05-15
1150514,6605,帝寶,438621.0,56981557.0,132.5,132.5,128.5,129.5,-3.0,755.0,2026-05-15
1150514,6606,建德工業,70677.0,1771326.0,25.25,25.25,24.95,25.1,-0.2,53.0,2026-05-15
1150514,6614,資拓宏宇,116476.0,4688437.0,40.15,41.05,39.9,40.3,0.15,222.0,2026-05-15
1150514,6625,必應,120430.0,8686812.0,72.3,72.7,72.0,72.0,-0.3,251.0,2026-05-15
1150514,6641,基士德-KY,42174.0,775613.0,18.3,18.5,18.3,18.35,-0.15,34.0,2026-05-15
1150514,6645,金萬林-創,197472.0,2442428.0,12.6,12.65,11.9,12.35,-0.5,133.0,2026-05-15
1150514,6655,科定,6000.0,811000.0,137.0,137.0,136.0,136.0,-1.5,7.0,2026-05-15
1150514,6657,華安,172763.0,6869074.0,40.15,40.2,39.4,39.8,-0.35,137.0,2026-05-15
1150514,6658,聯策,1253379.0,247495462.0,216.0,216.0,192.0,193.0,-20.0,1300.0,2026-05-15
1150514,6666,羅麗芬-KY,10312.0,419124.0,41.4,41.4,40.45,40.45,0.1,22.0,2026-05-15
1150514,6668,中揚光,646369.0,24266170.0,36.65,39.0,36.3,37.5,1.35,635.0,2026-05-15
1150514,6669,緯穎,1749793.0,9680157060.0,5715.0,5730.0,5435.0,5435.0,-145.0,17509.0,2026-05-15
1150514,6670,復盛應用,373149.0,98438911.0,266.5,267.5,260.5,263.0,-2.0,1383.0,2026-05-15
1150514,6671,三能-KY,63629.0,1854901.0,29.45,29.45,28.9,29.2,-0.3,68.0,2026-05-15
1150514,6672,騰輝電子-KY,5148804.0,1006613270.0,199.5,201.0,192.5,195.0,-3.0,5215.0,2026-05-15
1150514,6674,鋐寶科技,23000.0,398806.0,17.5,17.5,17.2,17.2,-0.2,30.0,2026-05-15
1150514,6689,伊雲谷,171835.0,11477458.0,67.4,67.5,66.2,66.8,0.6,215.0,2026-05-15
1150514,6691,洋基工程,326910.0,208163993.0,634.0,646.0,631.0,637.0,5.0,805.0,2026-05-15
1150514,6695,芯鼎,1508412.0,76031988.0,51.2,52.0,49.6,50.3,-0.6,1124.0,2026-05-15
1150514,6698,旭暉應材,274868.0,8259930.0,30.8,30.8,29.8,30.0,-0.7,312.0,2026-05-15
1150514,6706,惠特,4757775.0,774421111.0,165.0,166.5,160.0,164.0,0.0,4258.0,2026-05-15
1150514,6715,嘉基,874244.0,422505117.0,473.5,492.0,470.0,487.0,19.0,1196.0,2026-05-15
1150514,6719,力智,2316377.0,482043025.0,204.5,214.0,198.5,208.5,6.0,2651.0,2026-05-15
1150514,6722,輝創,114216.0,4387706.0,38.25,38.7,38.2,38.5,-0.2,85.0,2026-05-15
1150514,6742,澤米,1081887.0,43953617.0,39.05,42.45,37.8,42.45,3.85,1044.0,2026-05-15
1150514,6743,安普新,350822.0,10338276.0,29.45,29.75,29.35,29.65,0.25,234.0,2026-05-15
1150514,6753,龍德造船,999033.0,128580436.0,130.0,131.0,128.0,128.0,-2.0,1308.0,2026-05-15
1150514,6754,匯僑設計,28315.0,1263144.0,44.55,45.0,44.45,44.45,-0.7,52.0,2026-05-15
1150514,6756,威鋒電子,582797.0,59691880.0,103.5,106.0,100.0,102.0,0.5,663.0,2026-05-15
1150514,6757,台灣虎航,794350.0,42209918.0,52.6,53.6,52.6,53.0,0.5,1121.0,2026-05-15
1150514,6768,志強-KY,898382.0,76659030.0,87.7,87.9,84.2,84.2,-3.5,982.0,2026-05-15
1150514,6770,力積電,196451270.0,12220164175.0,61.8,63.4,60.8,62.2,1.7,90025.0,2026-05-15
1150514,6771,平和環保-創,109413.0,4631044.0,42.85,42.85,42.0,42.0,-1.0,102.0,2026-05-15
1150514,6776,展碁國際,375592.0,21685844.0,57.5,58.2,57.3,57.8,0.6,273.0,2026-05-15
1150514,6781,AES-KY,1867751.0,2239007170.0,1245.0,1260.0,1170.0,1185.0,-55.0,8787.0,2026-05-15
1150514,6782,視陽,364637.0,69437989.0,189.5,192.5,188.0,190.0,2.0,515.0,2026-05-15
1150514,6789,采鈺,6948423.0,3996830574.0,600.0,600.0,561.0,573.0,-10.0,15721.0,2026-05-15
1150514,6790,永豐實,268599.0,10785627.0,40.0,40.4,39.85,39.85,-0.15,165.0,2026-05-15
1150514,6792,詠業,112421.0,6650418.0,58.0,59.9,57.9,59.5,2.0,94.0,2026-05-15
1150514,6794,向榮生技,89290.0,7171969.0,83.1,83.1,78.0,79.0,-2.8,82.0,2026-05-15
1150514,6796,晉弘,111288.0,7256490.0,66.5,66.5,64.5,64.6,-2.1,292.0,2026-05-15
1150514,6799,來頡,563516.0,53368891.0,95.1,96.5,93.1,94.4,0.6,637.0,2026-05-15
1150514,6805,富世達,2191888.0,3956866390.0,1875.0,1885.0,1780.0,1780.0,-50.0,10140.0,2026-05-15
1150514,6806,森崴能源,5129944.0,88747969.0,17.3,17.3,17.3,17.3,0.0,1136.0,2026-05-15
1150514,6807,峰源-KY,21035.0,712569.0,34.45,34.5,33.15,33.9,0.5,19.0,2026-05-15
1150514,6830,汎銓,2992867.0,2176328085.0,760.0,766.0,705.0,727.0,-19.0,7273.0,2026-05-15
1150514,6831,邁科,3907610.0,2875392397.0,733.0,755.0,709.0,722.0,34.0,8168.0,2026-05-15
1150514,6834,天二科技,5442591.0,256412082.0,44.45,48.25,44.45,48.25,4.35,4573.0,2026-05-15
1150514,6835,圓裕,712335.0,27244582.0,39.0,39.0,37.4,38.0,-0.5,403.0,2026-05-15
1150514,6838,台新藥,206313.0,5352406.0,26.3,26.3,25.7,25.85,-0.5,153.0,2026-05-15
1150514,6854,錼創科技-KY創,526896.0,77162655.0,145.0,148.0,145.0,147.0,2.5,455.0,2026-05-15
1150514,6861,睿生光電,346083.0,154406215.0,445.0,450.0,440.0,450.0,30.0,636.0,2026-05-15
1150514,6862,三集瑞-KY,852526.0,141165682.0,163.5,173.0,161.5,162.0,1.0,1357.0,2026-05-15
1150514,6863,永道-KY,165153.0,19028078.0,116.5,117.5,113.0,113.0,-3.0,670.0,2026-05-15
1150514,6869,雲豹能源,1286341.0,106700365.0,84.3,85.1,81.6,82.4,-5.1,1669.0,2026-05-15
1150514,6873,泓德能源,718978.0,63565552.0,89.8,91.0,87.1,87.1,-2.9,956.0,2026-05-15
1150514,6885,全福生技,391389.0,8349507.0,22.0,22.0,21.2,21.4,-0.3,300.0,2026-05-15
1150514,6887,寶綠特-KY,51021.0,1867440.0,36.5,37.1,36.5,36.5,-1.3,60.0,2026-05-15
1150514,6890,來億-KY,342301.0,55761316.0,163.5,167.0,161.0,161.5,-2.0,403.0,2026-05-15
1150514,6901,鑽石投資,4831497.0,70437908.0,15.1,15.1,14.2,14.25,-0.5,2205.0,2026-05-15
1150514,6902,GOGOLOOK,117553.0,11552858.0,98.8,101.0,96.8,101.0,3.0,151.0,2026-05-15
