Code,Name,TradeVolume,Transaction,TradeValue,TradePrice,BidVolume,AskVolume,date
037047,宏達電統一5C購01,,,,0.23,,,2026-05-15
037052,欣興統一5C購01,,,,9.20,,,2026-05-15
037053,貿聯統一64購01,,,,1.22,,,2026-05-15
037055,力成統一57購02,,,,1.66,,,2026-05-15
037056,力成統一59購01,,,,1.24,,,2026-05-15
037059,鈺邦統一5B購02,,,,0.52,,,2026-05-15
037060,鈺邦統一64購01,,,,0.68,,,2026-05-15
037061,采鈺統一59購01,,,,2.30,,,2026-05-15
037062,天虹統一59購02,,,,0.33,,,2026-05-15
037063,昇陽半統一5B購02,,,,1.29,,,2026-05-15
037064,台虹統一5B購01,,,,1.51,,,2026-05-15
037066,南電統一5C購01,,,,6.95,,,2026-05-15
037073,大立光富邦55購02,,,,0.02,,,2026-05-15
037076,矽力富邦55購01,,,,4.21,,,2026-05-15
037079,采鈺富邦56購01,,,,4.22,,,2026-05-15
037082,T50反1元富59購03,,,,0.02,,,2026-05-15
037085,光寶科元富57購01,,,,1.67,,,2026-05-15
037091,宏達電元富5C購01,,,,0.56,,,2026-05-15
037098,神達元富59購01,,,,0.82,,,2026-05-15
037104,台積電凱基59購02,,,,6.50,,,2026-05-15
037120,AES凱基58購02,,,,0.21,,,2026-05-15
037132,南亞科永豐5A購01,,,,61.00,,,2026-05-15
037145,廣宇元大57購03,,,,0.21,,,2026-05-15
037151,毅嘉元大57購03,,,,0.70,,,2026-05-15
037180,上証2X國票55購02,,,,0.18,,,2026-05-15
037197,晶豪科國票55購01,,,,44.40,,,2026-05-15
037203,力成國票5A購01,,,,3.30,,,2026-05-15
03721U,臺股指群益5B售02,,,,0.16,,,2026-05-15
037220,晶技群益55購01,,,,1.65,,,2026-05-15
03723B,臺股指富邦64熊11,,,,0.52,,,2026-05-15
037242,國巨中信59購02,,,,7.10,,,2026-05-15
037247,國巨統一5B購03,,,,6.15,,,2026-05-15
037248,華泰統一5C購02,,,,0.53,,,2026-05-15
037249,金像電統一5A購01,,,,5.55,,,2026-05-15
03724B,臺股指元大64熊16,,,,0.54,,,2026-05-15
037252,jpp統一5C購01,,,,0.91,,,2026-05-15
037254,力積電統一5C購01,,,,3.71,,,2026-05-15
037258,光寶科凱基57購02,,,,1.14,,,2026-05-15
03725B,臺股指凱基63熊10,,,,0.86,,,2026-05-15
037261,廣宇凱基56購02,,,,0.12,,,2026-05-15
037268,友達凱基56購01,,,,1.23,,,2026-05-15
03726B,台積電富邦64熊01,,,,1.38,,,2026-05-15
03727B,臺股指富邦65熊02,,,,0.63,,,2026-05-15
037280,昇陽半凱基57購01,,,,2.47,,,2026-05-15
03728B,臺股指凱基63熊11,,,,1.18,,,2026-05-15
03729B,臺股指元大65熊11,,,,0.77,,,2026-05-15
03730B,臺股指富邦65熊05,,,,0.91,,,2026-05-15
03731B,臺股指凱基5B熊14,,,,1.34,,,2026-05-15
037357,聯鈞永豐55購01,,,,10.80,,,2026-05-15
037375,嘉澤元富56購01,,,,1.66,,,2026-05-15
037386,國企2X國票59購01,,,,0.14,,,2026-05-15
037387,中502X國票5A購01,,,,0.20,,,2026-05-15
037442,台積電永豐69購02,,,,5.00,,,2026-05-15
037450,鴻海統一56購01,,,,0.13,,,2026-05-15
037452,台積電統一56購01,,,,4.18,,,2026-05-15
037457,聯發科統一56購01,,,,3.48,,,2026-05-15
037466,長榮統一56購01,,,,0.04,,,2026-05-15
037468,T50反1元富63購01,,,,0.09,,,2026-05-15
037493,旺宏統一5C購02,,,,10.80,,,2026-05-15
037494,華邦電統一5C購02,,,,4.66,,,2026-05-15
037495,晶豪科統一5C購02,,,,3.04,,,2026-05-15
037496,嘉澤統一64購02,,,,0.88,,,2026-05-15
037497,愛普統一64購01,,,,2.32,,,2026-05-15
037501,華邦電中信57購01,,,,51.50,,,2026-05-15
037503,聯詠中信59購01,,,,0.69,,,2026-05-15
03750U,台灣50中信56售01,,,,0.01,,,2026-05-15
037520,亞光凱基59購02,,,,0.56,,,2026-05-15
037533,道瓊銀國票59購01,,,,21.10,,,2026-05-15
037643,台積電中信59購05,,,,3.10,,,2026-05-15
037645,智原中信59購01,,,,0.70,,,2026-05-15
037648,國巨統一5C購01,,,,2.91,,,2026-05-15
037649,智原統一64購01,,,,0.63,,,2026-05-15
037650,定穎控統一5C購01,,,,1.35,,,2026-05-15
037660,國巨凱基59購01,,,,7.90,,,2026-05-15
037688,國巨永豐56購01,,,,14.10,,,2026-05-15
037718,鉅祥元富55購01,,,,1.34,,,2026-05-15
037721,聯詠元富57購01,,,,0.76,,,2026-05-15
037755,SP黃豆元大59購01,,,,0.88,,,2026-05-15
037828,可寧衛群益55購01,,,,1.39,,,2026-05-15
037838,國巨凱基56購01,,,,11.60,,,2026-05-15
037840,國巨凱基59購02,,,,10.10,,,2026-05-15
037877,台達電元大56購01,,,,7.25,,,2026-05-15
037922,矽創富邦56購01,,,,0.64,,,2026-05-15
037932,聯發科元富64購03,,,,8.30,,,2026-05-15
037954,為升國票58購01,,,,0.10,,,2026-05-15
037955,光寶科國票55購02,,,,0.02,,,2026-05-15
037958,微星國票57購01,,,,0.15,,,2026-05-15
037986,華邦電中信55購02,,,,9.60,,,2026-05-15
037988,光寶科兆豐59購01,,,,1.14,,,2026-05-15
037995,矽統富邦56購01,,,,0.05,,,2026-05-15
038004,保瑞富邦55購01,,,,0.01,,,2026-05-15
038031,聯鈞國票55購01,,,,1.91,,,2026-05-15
038043,鴻海永豐57購01,,,,0.43,,,2026-05-15
038047,台積電永豐59購03,,,,6.05,,,2026-05-15
038083,上証2X元大55購02,,,,0.30,,,2026-05-15
038085,光寶科元大56購01,,,,0.50,,,2026-05-15
038094,華邦電元大56購03,,,,14.80,,,2026-05-15
038116,昇陽半元大55購02,,,,0.41,,,2026-05-15
038147,鴻海兆豐59購01,,,,0.91,,,2026-05-15
038149,凱基金富邦56購01,,,,1.75,,,2026-05-15
038155,鈺邦元富56購01,,,,0.32,,,2026-05-15
038167,A50正2國票58購02,,,,0.96,,,2026-05-15
038175,楠梓電國票59購01,,,,1.09,,,2026-05-15
038196,SP黃豆凱基59購01,,,,1.41,,,2026-05-15
038203,鴻海凱基57購03,,,,0.39,,,2026-05-15
038204,鴻海凱基59購01,,,,1.10,,,2026-05-15
038207,廣宇凱基58購01,,,,0.28,,,2026-05-15
038223,力成凱基56購01,,,,4.23,,,2026-05-15
038240,滬深2X元大58購03,,,,1.43,,,2026-05-15
038263,亞光元大56購02,,,,0.39,,,2026-05-15
038286,中鋼群益59購01,,,,0.34,,,2026-05-15
038293,佳能群益58購02,,,,0.17,,,2026-05-15
038311,美時統一5C購02,,,,0.50,,,2026-05-15
038313,鴻海統一5C購04,,,,0.38,,,2026-05-15
038315,國巨統一59購04,,,,4.47,,,2026-05-15
038316,國巨統一59購05,,,,4.35,,,2026-05-15
038317,國巨統一69購01,,,,2.29,,,2026-05-15
038318,台積電統一69購01,,,,1.39,,10,2026-05-15
038321,聯發科統一69購01,,,,4.50,,,2026-05-15
038322,立隆電統一59購01,,,,2.50,,,2026-05-15
038323,強茂統一5C購02,,,,0.96,,,2026-05-15
038324,文曄統一5B購01,,,,2.08,,,2026-05-15
038325,辛耘統一5B購01,,,,2.90,,,2026-05-15
038327,南電統一5C購03,,,,4.80,,,2026-05-15
038329,鴻海中信59購02,,,,0.47,,,2026-05-15
038334,群創中信56購01,,,,16.70,,,2026-05-15
038336,南電中信59購01,,,,15.60,,,2026-05-15
038339,道瓊銀凱基5B購01,,,,7.30,,,2026-05-15
038353,台積電凱基56購12,,,,10.20,,,2026-05-15
038356,友達凱基57購01,,,,2.20,,,2026-05-15
038363,達興凱基58購01,,,,0.94,,,2026-05-15
038370,鴻海富邦57購01,,,,0.49,,,2026-05-15
038400,美時永豐59購01,,,,0.21,,,2026-05-15
038403,鴻海永豐59購01,,,,0.82,,,2026-05-15
038404,鴻海永豐5C購01,,,,2.02,,,2026-05-15
038407,英業達永豐56購03,,,,0.88,,,2026-05-15
038410,友達永豐56購01,,,,1.77,,,2026-05-15
038412,亞光永豐56購02,,,,0.61,,,2026-05-15
038413,緯創永豐56購02,,,,4.51,,,2026-05-15
038423,友達國票56購01,,,,2.92,,,2026-05-15
038424,友達國票56購02,,,,0.69,,,2026-05-15
038430,聯詠國票56購01,,,,0.50,,,2026-05-15
038431,聯詠國票56購02,,,,0.20,,,2026-05-15
038450,鴻海群益59購03,,,,1.05,,,2026-05-15
038464,祥碩群益56購01,,,,0.45,,,2026-05-15
038493,光寶科元大56購02,,,,1.42,,,2026-05-15
038504,友達元大56購01,,,,0.32,,,2026-05-15
038513,亞光元大56購03,,,,0.17,,,2026-05-15
038515,群創元大56購02,,,,13.30,,,2026-05-15
038525,美時統一6A購01,,,,0.44,,,2026-05-15
038527,仁寶統一5A購01,,,,0.09,,,2026-05-15
038531,全新統一5A購01,,,,2.96,,,2026-05-15
038532,全新統一61購02,,,,2.42,,,2026-05-15
038538,美時中信5A購01,,,,0.11,,,2026-05-15
038540,國巨中信5A購01,,,,7.60,,,2026-05-15
038542,世芯中信5A購01,,,,1.57,,,2026-05-15
03854U,元黃金永豐56售01,,,,0.02,,,2026-05-15
038558,台積電元富5A購04,,,,8.00,,,2026-05-15
038562,正新永豐5A購01,,,,0.29,,,2026-05-15
038567,神達永豐5A購01,,,,0.69,,,2026-05-15
038569,昇陽半永豐56購01,,,,1.68,,,2026-05-15
038571,FB越南國票5A購01,,,,1.69,,,2026-05-15
038580,蔚華科國票57購01,,,,6.15,,,2026-05-15
038581,緯創國票5C購01,,,,0.70,,,2026-05-15
038623,長榮統一56購02,,,,0.13,,,2026-05-15
038630,世芯統一56購02,,,,1.02,,,2026-05-15
038659,光寶科元大57購04,,,,1.40,,,2026-05-15
038660,光寶科元大5A購01,,,,1.48,,,2026-05-15
038683,亞光元大5A購01,,,,0.84,,,2026-05-15
038686,華晶科元大58購02,,,,0.08,,,2026-05-15
038699,昇陽半元大57購02,,,,3.50,,,2026-05-15
038715,合機元富57購01,,,,0.06,,,2026-05-15
038722,昆盈元富57購01,,,,0.20,,,2026-05-15
038738,光寶科中信57購01,,,,0.55,,,2026-05-15
038739,英業達中信57購01,,,,0.71,,,2026-05-15
038742,緯創中信57購01,,,,0.12,,,2026-05-15
038747,美時永豐57購01,,,,0.05,,,2026-05-15
038755,宏達電永豐57購01,,,,1.20,,,2026-05-15
038762,永道永豐57購01,,,,0.09,,,2026-05-15
038771,緯創富邦5A購01,,,,0.37,,,2026-05-15
038781,緯穎國泰57購03,,,,4.76,,,2026-05-15
038786,美時國票56購01,,,,0.01,,,2026-05-15
038787,美時國票57購01,,,,0.11,,,2026-05-15
038790,允強國票57購01,,,,0.07,,,2026-05-15
038795,緯創國票62購01,,,,0.66,,,2026-05-15
038796,瑞鼎國票56購01,,,,0.02,,,2026-05-15
038801,迅得國票57購01,,,,0.08,,,2026-05-15
038811,第一銅統一5C購02,,,,0.30,,,2026-05-15
038812,光寶科統一59購01,,,,0.86,,,2026-05-15
038813,光寶科統一5A購01,,,,0.43,,,2026-05-15
038815,聯電統一5A購02,,,,5.05,,,2026-05-15
038816,聯電統一5A購03,,,,5.55,,,2026-05-15
038817,台達電統一6A購01,,,,2.18,,,2026-05-15
038818,鴻海統一58購05,,,,0.55,,,2026-05-15
038819,鴻海統一5A購03,,,,0.44,,,2026-05-15
038822,台積電統一61購02,,,,2.28,,,2026-05-15
038824,旺宏統一6A購01,,,,9.30,,,2026-05-15
038825,智邦統一6A購01,,,,2.83,,,2026-05-15
038828,金像電統一6A購01,,,,3.56,,,2026-05-15
038829,技嘉統一5A購01,,,,0.53,,,2026-05-15
038830,技嘉統一61購01,,,,0.57,,,2026-05-15
038831,友達統一5A購01,,,,1.38,,,2026-05-15
038836,宏達電統一5A購02,,,,0.09,,,2026-05-15
038838,宏達電統一61購02,,,,0.08,,,2026-05-15
038839,漢翔統一5A購01,,,,0.07,,,2026-05-15
038841,聯詠統一5A購01,,,,0.37,,,2026-05-15
038842,華晶科統一61購01,,,,0.26,,,2026-05-15
038844,緯創統一5A購02,,,,0.13,,,2026-05-15
038845,緯創統一5A購03,,,,0.30,,,2026-05-15
038848,緯創統一6A購01,,,,0.37,,,2026-05-15
038849,群創統一5A購01,,,,5.40,,,2026-05-15
038850,群創統一5A購02,,,,5.90,,,2026-05-15
038851,群創統一6A購01,,,,2.41,,,2026-05-15
038852,辛耘統一58購02,,,,4.16,,,2026-05-15
038856,jpp統一5A購01,,,,0.81,,,2026-05-15
038857,瀚宇博統一6A購01,,,,0.40,,,2026-05-15
038858,台郡統一61購01,,,,0.26,,,2026-05-15
038859,群電統一5A購01,,,,0.23,,,2026-05-15
038860,帝寶統一5A購01,,,,0.24,,,2026-05-15
038861,緯穎統一5A購01,,,,1.96,,,2026-05-15
038862,緯穎統一6A購01,,,,2.47,,,2026-05-15
038864,羅昇統一5A購01,,,,0.32,,,2026-05-15
038865,羅昇統一61購01,,,,0.28,,,2026-05-15
038866,東哥統一6A購01,,,,0.28,,,2026-05-15
038876,光寶科元大57購05,,,,0.69,,,2026-05-15
038877,光寶科元大5A購02,,,,1.22,,,2026-05-15
038880,聯電元大56購01,,,,45.00,,,2026-05-15
038899,昇陽半元大57購03,,,,2.40,,,2026-05-15
038942,世芯凱基58購01,,,,2.51,,,2026-05-15
038954,聯電兆豐56購01,,,,11.90,,,2026-05-15
038957,世芯元富56購01,,,,1.16,,,2026-05-15
038960,東元富邦5A購01,,,,0.13,,,2026-05-15
038972,昇貿富邦56購01,,,,0.49,,,2026-05-15
038973,昇貿富邦57購01,,,,0.37,,,2026-05-15
038978,迅得富邦56購02,,,,0.21,,,2026-05-15
038981,東元統一58購01,,,,0.01,,,2026-05-15
038982,東元統一58購02,,,,0.06,,,2026-05-15
038983,東元統一59購01,,,,0.03,,,2026-05-15
038986,東元統一6A購01,,,,0.28,,,2026-05-15
038987,光寶科統一6A購01,,,,0.63,,,2026-05-15
038988,楠梓電統一5C購01,,,,0.77,,,2026-05-15
038989,仁寶統一58購02,,,,0.18,,,2026-05-15
038991,華泰統一56購03,,,,0.50,,,2026-05-15
038992,華泰統一6A購01,,,,0.65,,,2026-05-15
038993,光罩統一5A購01,,,,0.50,,,2026-05-15
038995,華邦電統一58購03,,,,9.20,,,2026-05-15
038996,華邦電統一5A購01,,,,9.60,,,2026-05-15
038997,華邦電統一6A購01,,,,4.52,,,2026-05-15
039000,興勤統一5A購01,,,,0.50,,,2026-05-15
039001,興勤統一6A購01,,,,0.87,,,2026-05-15
039004,宏達電統一6A購01,,,,0.29,,,2026-05-15
039007,嘉晶統一61購01,,,,2.34,,,2026-05-15
039009,奇鋐統一6A購01,,,,2.81,,,2026-05-15
039012,欣興統一6A購01,,,,8.70,,,2026-05-15
039015,緯創統一6A購02,,,,0.39,,,2026-05-15
039016,昇貿統一59購01,,,,0.53,,,2026-05-15
039018,昇貿統一5A購01,,,,0.51,,,2026-05-15
039019,昇貿統一5C購01,,,,0.40,,,2026-05-15
039020,昇貿統一5C購02,,,,0.51,,,2026-05-15
039021,昇貿統一6A購01,,,,0.61,,,2026-05-15
039022,創意統一5A購02,,,,10.10,,,2026-05-15
039023,辛耘統一6A購01,,,,2.14,,,2026-05-15
039025,宏致統一6A購01,,,,0.53,,,2026-05-15
039026,世芯統一58購04,,,,1.11,,,2026-05-15
039028,緯穎統一5A購02,,,,1.63,,,2026-05-15
039032,兆聯統一6A購01,,,,1.38,,,2026-05-15
039033,意騰統一5A購01,,,,0.40,,,2026-05-15
039034,意騰統一6A購01,,,,0.53,,,2026-05-15
039035,昇陽半統一6A購01,,,,0.90,,,2026-05-15
039036,南電統一6A購01,,,,4.10,,,2026-05-15
039037,富鼎統一5A購01,,,,0.92,,,2026-05-15
039038,富鼎統一6A購01,,,,0.75,,,2026-05-15
039040,華邦電中信5A購01,,,,44.00,,,2026-05-15
039041,技嘉中信57購01,,,,0.24,,,2026-05-15
039050,東元永豐5A購01,,,,0.16,,,2026-05-15
039078,全訊永豐56購01,,,,0.02,,,2026-05-15
039082,彩晶永豐56購01,,,,1.31,,,2026-05-15
039089,意騰永豐57購01,,,,0.21,,,2026-05-15
039090,意騰永豐57購02,,,,0.19,,,2026-05-15
039112,南寶元富57購01,,,,0.21,,,2026-05-15
039145,T50反1元大5C購02,,,,0.02,,,2026-05-15
039156,中砂元大57購02,,,,9.40,,,2026-05-15
039162,聯電元大5A購01,,,,21.00,,,2026-05-15
039164,鴻海元大5A購01,,,,0.66,2,,2026-05-15
039165,仁寶元大57購01,,,,0.67,,,2026-05-15
039177,宏達電元大59購01,,,,0.15,4,,2026-05-15
039187,新日興元大5A購01,,,,0.17,,,2026-05-15
039207,滬深2X凱基57購06,,,,3.07,,,2026-05-15
039224,楠梓電凱基5A購01,,,,2.30,,,2026-05-15
039282,鴻海群益58購02,,,,1.01,,,2026-05-15
039328,滬深2X國票67購01,,,,1.66,,,2026-05-15
039367,國巨永豐56購02,,,,9.45,,,2026-05-15
039383,全新兆豐56購01,,,,7.45,,,2026-05-15
039438,東元統一6A購02,,,,0.21,,,2026-05-15
039439,中興電統一5A購01,,,,0.24,,,2026-05-15
039440,上銀統一5A購01,,,,1.99,,,2026-05-15
039441,楠梓電統一59購01,,,,1.19,,,2026-05-15
039442,楠梓電統一5A購01,,,,0.73,,,2026-05-15
039443,楠梓電統一6A購01,,,,0.84,,,2026-05-15
039444,楠梓電統一6A購02,,,,0.71,,,2026-05-15
039446,台積電統一64購01,,,,1.57,,,2026-05-15
039448,旺宏統一6A購02,,,,9.50,,,2026-05-15
039449,台亞統一6A購01,,,,0.88,,,2026-05-15
039450,華邦電統一6A購02,,,,3.65,,15,2026-05-15
039451,敬鵬統一5A購01,,,,1.30,,,2026-05-15
039452,技嘉統一6A購01,,,,0.52,,,2026-05-15
039453,瑞昱統一5A購01,,,,0.38,,,2026-05-15
039454,台光電統一6A購01,,,,3.50,,,2026-05-15
039455,興勤統一6A購02,,,,0.76,,,2026-05-15
039456,全新統一6A購01,,,,2.40,,,2026-05-15
039459,嘉晶統一6A購02,,,,1.91,,,2026-05-15
039460,奇鋐統一6A購02,,,,1.60,,,2026-05-15
039462,昇貿統一6A購02,,,,0.61,,,2026-05-15
039466,群創統一58購02,,,,6.40,,,2026-05-15
039469,宏致統一5A購02,,,,0.44,,,2026-05-15
039470,宏致統一6A購02,,,,0.59,,,2026-05-15
039474,全訊統一6A購01,,,,0.38,,,2026-05-15
039475,祥碩統一6A購01,,,,0.50,,,2026-05-15
039477,康舒統一5A購01,,,,1.44,,,2026-05-15
039478,康舒統一6A購01,,,,0.88,,,2026-05-15
039479,兆聯統一6A購02,,,,1.14,,,2026-05-15
039481,富鼎統一5C購01,,,,1.05,,,2026-05-15
039482,富鼎統一6A購02,,,,0.90,,,2026-05-15
039495,鴻海元大5A購02,,,,0.70,2,,2026-05-15
039505,技嘉元大58購01,,,,0.44,,,2026-05-15
039507,友達元大5A購01,,,,1.55,,,2026-05-15
039514,奇鋐元大5A購04,,,,6.45,,,2026-05-15
039517,群創元大56購03,,,,15.70,,,2026-05-15
039525,緯穎元大57購01,,,,3.69,,,2026-05-15
039577,友達中信56購01,,,,0.79,,,2026-05-15
039578,嘉晶中信57購01,,,,11.50,,,2026-05-15
039584,鴻海永豐58購01,,,,1.88,,,2026-05-15
039586,華新科永豐56購01,,,,11.90,,,2026-05-15
039587,華新科永豐57購01,,,,4.08,,,2026-05-15
039603,中砂統一6A購01,,,,1.31,,,2026-05-15
039605,光罩統一6A購01,,,,0.72,,,2026-05-15
039606,台亞統一6A購02,,,,0.86,,,2026-05-15
039607,華邦電統一5A購02,,,,8.05,,,2026-05-15
039610,華新科統一58購01,,,,3.78,,,2026-05-15
039611,華新科統一59購01,,,,2.72,,,2026-05-15
039612,華新科統一61購01,,,,1.46,,,2026-05-15
039613,華新科統一6A購01,,,,1.38,,,2026-05-15
039614,緯創統一56購04,,,,0.03,,,2026-05-15
039617,材料統一6A購02,,,,0.25,,,2026-05-15
039618,祥碩統一6A購02,,,,0.48,50,,2026-05-15
039623,鈺邦統一5C購02,,,,0.41,,,2026-05-15
039626,台積電兆豐56購01,,,,5.50,,,2026-05-15
039665,鈺邦凱基57購01,,,,0.55,,,2026-05-15
039675,華新元大57購01,,,,3.17,,,2026-05-15
039689,技嘉元大58購02,,,,1.12,,,2026-05-15
039691,京元電元大57購05,,,,3.93,,,2026-05-15
039706,昇貿元大57購02,,,,0.49,,,2026-05-15
03972C,元債2X凱基58牛01,,,,0.85,,,2026-05-15
039738,華新科元富57購02,,,,5.35,,,2026-05-15
039739,華新科元富57購03,,,,5.10,,,2026-05-15
039755,微星群益56購01,,,,0.21,,,2026-05-15
039770,香港反國票56購01,,,,0.19,,,2026-05-15
039776,華新國票56購01,,,,2.22,,,2026-05-15
039780,華邦電國票59購01,,,,19.00,,,2026-05-15
039782,技嘉國票56購01,,,,0.05,,,2026-05-15
039784,華新科國票58購01,,,,5.20,,,2026-05-15
039800,台達電永豐56購02,,,,9.05,,,2026-05-15
039801,楠梓電永豐56購01,,,,0.80,,,2026-05-15
039822,華邦電富邦58購01,,,,11.30,,,2026-05-15
039825,華新科富邦56購01,,,,7.85,,,2026-05-15
039842,亞光元富57購01,,,,0.33,,,2026-05-15
039844,台積電凱基56購01,,,,7.45,,,2026-05-15
03985C,A50凱基57牛01,,,,4.10,,,2026-05-15
039880,國巨凱基58購01,,,,17.00,,,2026-05-15
039881,台積電凱基5A購03,,,,6.30,,,2026-05-15
039914,旺宏元大56購01,,,,67.00,,,2026-05-15
039920,佳能元大57購01,,,,0.08,,,2026-05-15
039921,技嘉元大57購03,,,,0.28,,,2026-05-15
039922,技嘉元大59購01,,,,0.44,,,2026-05-15
039928,晶豪科元大56購01,,,,5.90,,,2026-05-15
039929,晶豪科元大57購01,,,,5.55,,,2026-05-15
03992U,台灣50中信57售01,,,,0.01,,,2026-05-15
039934,群創元大56購05,,,,14.90,,,2026-05-15
039938,力成元大57購01,,,,1.92,,,2026-05-15
039948,昇陽半元大56購03,,,,0.63,,,2026-05-15
03995C,臺股指凱基5A牛08,,,,7.35,,,2026-05-15
039969,微星群益59購01,,,,0.50,,10,2026-05-15
039971,晶豪科群益56購01,,,,8.65,,,2026-05-15
03998C,元債2X富邦5C牛01,,,,0.74,,,2026-05-15
03999C,臺股指元大5C牛03,,,,3.76,,,2026-05-15
040002,緯穎富邦5A購01,,,,3.20,,,2026-05-15
040012,定穎控元富57購01,,,,5.30,,,2026-05-15
040014,十銓元富56購01,,,,13.60,,,2026-05-15
040024,十銓國票5A購01,,,,8.70,,,2026-05-15
040041,元金2X永豐5A購01,,,,0.65,,,2026-05-15
040046,台積電永豐5A購03,,,,5.00,,,2026-05-15
04004C,臺股指凱基5A牛17,,,,5.70,,,2026-05-15
040053,聯鈞永豐56購01,,,,1.74,,,2026-05-15
04005C,臺股指元大5B牛12,,,,3.30,,,2026-05-15
04006C,臺股指凱基5B牛10,,,,4.50,,,2026-05-15
040072,英業達元大5A購01,,,,1.48,,,2026-05-15
040075,技嘉元大59購02,,,,0.97,,,2026-05-15
04008C,臺股指凱基64牛01,,,,3.90,,,2026-05-15
040094,聯鈞元大58購01,,,,2.66,,,2026-05-15
040099,jpp元大58購01,,,,0.71,,,2026-05-15
04009C,臺股指元大64牛11,,,,3.06,,,2026-05-15
04010C,臺股指元大63牛21,,,,3.50,,,2026-05-15
040113,富世達元大57購02,,,,1.99,,,2026-05-15
04011C,臺股指富邦64牛08,,,,3.06,,,2026-05-15
04012C,臺股指元大64牛12,,,,1.49,,,2026-05-15
040136,道瓊銀凱基5A購02,,,,8.85,,,2026-05-15
040138,華新凱基57購01,,,,1.41,,,2026-05-15
04013C,臺股指富邦64牛10,,,,2.69,,,2026-05-15
040145,佳能凱基58購01,,,,0.15,,,2026-05-15
04014C,臺股指凱基5C牛14,,,,3.41,,,2026-05-15
040156,祥碩凱基57購01,,,,0.41,,,2026-05-15
04015C,臺股指元大64牛15,,,,1.28,,,2026-05-15
040161,昇陽半凱基57購02,,,,1.53,,,2026-05-15
04016C,臺股指凱基63牛09,,,,2.02,,,2026-05-15
040171,滬深2X永豐58購02,,,,2.96,,,2026-05-15
04017C,臺股指富邦65牛04,,,,0.95,,,2026-05-15
040186,智伸科永豐56購01,,,,0.23,,,2026-05-15
040192,天虹永豐56購01,,,,0.42,,,2026-05-15
040200,SP黃豆凱基5C購01,,,,1.08,,,2026-05-15
040203,華新凱基56購01,,,,0.52,,,2026-05-15
040204,光寶科凱基57購03,,,,1.06,,,2026-05-15
040221,緯創凱基56購01,,,,0.11,,,2026-05-15
040234,上銀富邦56購01,,,,2.35,,,2026-05-15
040236,楠梓電富邦56購02,,,,0.75,,,2026-05-15
040239,仁寶富邦56購03,,,,0.24,,,2026-05-15
040246,台積電凱基56購03,,,,6.35,,,2026-05-15
040249,長榮富邦56購02,,,,0.95,,,2026-05-15
040251,大立光富邦56購01,,,,1.20,,,2026-05-15
040256,達興富邦56購02,,,,0.59,,,2026-05-15
040261,昇陽半富邦57購01,,,,1.25,,,2026-05-15
040291,聯鈞元大5A購01,,,,2.90,,,2026-05-15
040292,群創元大56購06,,,,12.50,,,2026-05-15
040293,定穎控元大58購03,,,,1.71,,,2026-05-15
040294,jpp元大58購02,,,,1.37,,,2026-05-15
040296,力成元大5A購01,,,,2.89,,,2026-05-15
040300,愛普元大56購02,,,,12.10,,,2026-05-15
