Code,Name,TradeVolume,Transaction,TradeValue,OpeningPrice,HighestPrice,LowestPrice,ClosingPrice,Dir,Change,LastBestBidPrice,LastBestBidVolume,LastBestAskPrice,LastBestAskVolume,PriceEarningRatio,date
6666,羅麗芬-KY,22223,26,896061,40.00,40.95,39.90,40.30,-,0.15,40.10,4,40.30,2,18.66,2026-05-18
6671,三能-KY,18071,20,535663,29.75,30.20,29.00,29.10,-,0.10,29.10,2,29.45,4,12.88,2026-05-18
6672,騰輝電子-KY,7355748,9447,1348832056,197.00,198.00,177.00,181.50,-,13.50,181.50,13,182.00,46,32.82,2026-05-18
6768,志強-KY,346857,370,29410024,84.20,85.60,83.50,84.00,-,0.20,84.00,5,84.20,2,15.91,2026-05-18
6781,AES-KY,1700091,6099,2018007140,1200.00,1235.00,1145.00,1160.00,-,25.00,1155.00,11,1160.00,2,29.64,2026-05-18
6807,峰源-KY,13053,14,436021,34.75,34.75,33.00,33.70,-,0.20,33.10,1,33.75,1,9.88,2026-05-18
6854,錼創科技-KY創,1002489,1004,151779749,147.50,156.50,147.50,148.50,+,1.50,148.50,2,149.00,2,-,2026-05-18
6862,三集瑞-KY,881069,1432,146813441,164.50,171.50,160.00,161.00,-,1.00,161.00,7,161.50,8,26.39,2026-05-18
6863,永道-KY,173780,1011,19148239,115.50,116.50,107.00,107.00,-,6.00,106.50,4,108.00,2,98.17,2026-05-18
6887,寶綠特-KY,102019,67,3704896,36.75,37.25,35.00,35.00,-,1.50,35.00,2,35.45,1,14.77,2026-05-18
6890,來億-KY,471617,520,77679976,162.50,168.00,161.00,165.50,+,4.00,165.50,12,166.50,1,16.37,2026-05-18
6924,榮惠-KY創,158412,65,20910384,132.00,132.00,132.00,132.00,+,12.00,132.00,51,,,19.79,2026-05-18
6933,AMAX-KY,273871,359,46048883,171.00,173.00,164.00,164.00,-,4.50,164.00,3,165.50,1,27.52,2026-05-18
6957,裕慶-KY,115810,131,18223228,157.00,160.00,154.50,160.00,+,1.00,156.50,1,160.00,3,15.15,2026-05-18
6962,奕力-KY,3966830,2556,145946075,37.40,37.80,36.00,36.10,-,1.15,36.10,21,36.15,27,24.73,2026-05-18
6965,中傑-KY,143770,648,11180125,78.00,79.50,77.00,77.60,-,0.50,77.10,1,77.80,1,48.20,2026-05-18
7749,意騰-KY,932729,1748,476175670,520.00,525.00,488.00,488.00,-,12.00,488.00,1,489.00,8,39.17,2026-05-18
7823,奧義賽博-KY創,191738,220,19248143,97.10,102.50,96.10,100.00,+,1.50,99.00,2,100.00,4,-,2026-05-18
8404,百和興業-KY,860688,394,14557657,16.50,17.40,16.50,16.65,+,0.15,16.60,2,16.65,5,15.28,2026-05-18
8411,福貞-KY,27218,36,331350,12.15,12.20,12.15,12.20,-,0.05,12.15,1,12.20,8,122.00,2026-05-18
8429,金麗-KY,443737,405,2755997,6.26,6.26,6.13,6.15,-,0.08,6.14,4,6.15,4,55.91,2026-05-18
8442,威宏-KY,486018,354,20225727,44.95,44.95,40.60,41.20,-,3.90,41.15,4,41.20,2,23.02,2026-05-18
8466,美吉吉-KY,198353,85,2765170,14.15,14.15,13.80,13.95,-,0.20,13.90,2,13.95,4,-,2026-05-18
8467,波力-KY,21161,30,2766284,131.00,131.50,127.50,127.50,-,3.50,131.00,1,134.50,2,14.81,2026-05-18
8482,商億-KY,9020,9,431810,47.85,47.95,47.80,47.90,-,0.15,47.85,1,48.05,1,20.30,2026-05-18
8488,吉源-KY,,,,,,,,,,9.84,1,9.91,1,-,2026-05-18
8499,鼎炫-KY,244846,8826,69201951,295.50,299.00,273.00,276.00,-,19.00,276.00,1,278.00,2,27.66,2026-05-18
9802,鈺齊-KY,895346,1014,68069619,77.00,77.80,74.40,75.50,-,1.50,75.40,2,75.50,2,13.32,2026-05-18
