Date,stock_id,stock_name,pe,div_yield,pb,date
1150514,2851,中再保,9.04,6.65,1.22,2026-05-15
1150514,2852,第一保,8.6,6.26,0.85,2026-05-15
1150514,2855,統一證,8.98,5.26,1.54,2026-05-15
1150514,2867,三商壽,38.5,,1.13,2026-05-15
1150514,2880,華南金,17.16,4.45,1.92,2026-05-15
1150514,2881,富邦金,12.21,4.49,1.5,2026-05-15
1150514,2882,國泰金,11.6,4.56,1.34,2026-05-15
1150514,2883,凱基金,13.64,4.52,1.25,2026-05-15
1150514,2884,玉山金,15.02,4.4,1.89,2026-05-15
1150514,2885,元大金,20.26,3.96,2.17,2026-05-15
1150514,2886,兆豐金,16.65,4.45,1.49,2026-05-15
1150514,2887,台新新光金,16.27,4.76,1.25,2026-05-15
1150514,2889,國票金,23.17,4.04,1.15,2026-05-15
1150514,2890,永豐金,16.67,4.26,1.73,2026-05-15
1150514,2891,中信金,13.7,4.56,2.13,2026-05-15
1150514,2892,第一金,15.78,4.07,1.45,2026-05-15
1150514,2897,王道銀行,14.78,5.17,0.68,2026-05-15
1150514,2901,欣欣,55.85,1.62,1.88,2026-05-15
1150514,2903,遠百,14.33,5.59,1.01,2026-05-15
1150514,2904,匯僑,15.77,4.53,0.93,2026-05-15
1150514,2905,三商,18.54,2.25,0.89,2026-05-15
1150514,2906,高林,26.06,4.9,0.77,2026-05-15
1150514,2908,特力,51.88,2.65,1.53,2026-05-15
1150514,2910,統領,17.58,4.85,1.43,2026-05-15
1150514,2911,麗嬰房,2.34,,0.68,2026-05-15
1150514,2912,統一超,20.65,3.97,5.07,2026-05-15
1150514,2913,農林,,,0.7,2026-05-15
1150514,2915,潤泰全,4.71,4.44,0.44,2026-05-15
1150514,2923,鼎固-KY,,0.55,0.83,2026-05-15
1150514,2929,淘帝-KY,,,0.22,2026-05-15
1150514,2939,永邑-KY,,,1.96,2026-05-15
1150514,2945,三商家購,18.09,3.69,1.43,2026-05-15
1150514,3002,歐格,51.82,1.93,1.37,2026-05-15
1150514,3003,健和興,61.62,1.64,1.46,2026-05-15
1150514,3004,豐達科,21.91,2.18,2.07,2026-05-15
1150514,3005,神基,12.32,6.56,2.47,2026-05-15
1150514,3006,晶豪科,28.3,0.42,5.19,2026-05-15
1150514,3008,大立光,19.57,2.55,2.22,2026-05-15
1150514,3010,華立,14.71,4.08,1.41,2026-05-15
1150514,3011,今皓,,,1.22,2026-05-15
1150514,3013,晟銘電,23.14,0.76,3.93,2026-05-15
1150514,3014,聯陽,15.03,6.12,3.72,2026-05-15
1150514,3015,全漢,24.68,4.39,0.79,2026-05-15
1150514,3016,嘉晶,300.0,0.41,7.25,2026-05-15
1150514,3017,奇鋐,41.98,0.82,22.21,2026-05-15
1150514,3018,隆銘綠能,,,1.5,2026-05-15
1150514,3019,亞光,21.43,3.13,2.87,2026-05-15
1150514,3021,鴻名,29.31,3.53,1.03,2026-05-15
1150514,3022,威強電,19.32,5.13,1.05,2026-05-15
1150514,3023,信邦,22.94,3.41,4.02,2026-05-15
1150514,3024,憶聲,183.89,1.33,1.51,2026-05-15
1150514,3025,星通,15.2,5.26,3.75,2026-05-15
1150514,3026,禾伸堂,46.07,1.62,6.12,2026-05-15
1150514,3027,盛達,,,1.05,2026-05-15
1150514,3028,增你強,15.42,3.81,2.93,2026-05-15
1150514,3029,零壹,14.29,5.66,3.2,2026-05-15
1150514,3030,德律,34.85,1.74,9.09,2026-05-15
1150514,3031,佰鴻,26.79,3.33,1.82,2026-05-15
1150514,3032,偉訓,,3.41,3.64,2026-05-15
1150514,3033,威健,17.64,4.48,2.1,2026-05-15
1150514,3034,聯詠,20.2,4.67,4.17,2026-05-15
1150514,3035,智原,105.59,0.91,3.79,2026-05-15
1150514,3036,文曄,28.05,2.87,3.23,2026-05-15
1150514,3037,欣興,129.56,0.23,12.34,2026-05-15
1150514,3038,全台,24.52,5.21,1.43,2026-05-15
1150514,3040,遠見,,8.96,1.73,2026-05-15
1150514,3041,揚智,,,2.41,2026-05-15
1150514,3042,晶技,28.53,3.21,3.36,2026-05-15
1150514,3043,科風,,,1.05,2026-05-15
1150514,3044,健鼎,24.88,2.48,4.62,2026-05-15
1150514,3045,台灣大,23.33,4.17,3.83,2026-05-15
1150514,3046,建碁,12.51,5.85,2.61,2026-05-15
1150514,3047,訊舟,,2.09,1.29,2026-05-15
1150514,3048,益登,18.35,1.96,2.36,2026-05-15
1150514,3049,精金,,,1.44,2026-05-15
1150514,3050,鈺德,,2.06,0.79,2026-05-15
1150514,3051,力特,25.63,1.89,1.71,2026-05-15
1150514,3052,夆典,11.11,5.69,0.61,2026-05-15
1150514,3054,立萬利,19.91,1.19,4.06,2026-05-15
1150514,3055,蔚華科,,0.94,7.36,2026-05-15
1150514,3056,富華新,,4.4,0.79,2026-05-15
1150514,3057,喬鼎,,,1.98,2026-05-15
1150514,3058,立德,,,1.07,2026-05-15
1150514,3059,華晶科,32.44,2.51,1.23,2026-05-15
1150514,3060,銘異,,0.72,1.39,2026-05-15
1150514,3062,建漢,39.78,,2.06,2026-05-15
1150514,3090,日電貿,26.98,3.71,2.11,2026-05-15
1150514,3092,鴻碩,,,2.32,2026-05-15
1150514,3094,聯傑,126.15,0.76,2.7,2026-05-15
1150514,3130,一零四,14.79,6.59,4.06,2026-05-15
1150514,3135,凌航,15.61,2.13,6.07,2026-05-15
1150514,3138,耀登,99.35,1.09,3.2,2026-05-15
1150514,3149,正達,,,4.77,2026-05-15
1150514,3150,鈺寶-創,,2.74,1.38,2026-05-15
1150514,3164,景岳,33.08,4.65,1.15,2026-05-15
1150514,3167,大量,74.56,0.52,18.92,2026-05-15
1150514,3168,眾福科,16.31,6.86,2.04,2026-05-15
1150514,3189,景碩,147.04,0.34,6.37,2026-05-15
1150514,3209,全科,21.1,3.94,2.83,2026-05-15
1150514,3229,晟鈦,807.0,,4.09,2026-05-15
1150514,3231,緯創,13.84,3.99,2.31,2026-05-15
1150514,3257,虹冠電,18.32,5.15,2.75,2026-05-15
1150514,3266,昇陽,19.84,3.94,0.7,2026-05-15
1150514,3296,勝德,34.92,,1.64,2026-05-15
1150514,3305,昇貿,35.49,1.83,2.92,2026-05-15
1150514,3308,聯德,169.58,,1.08,2026-05-15
1150514,3311,閎暉,20.29,1.91,0.85,2026-05-15
1150514,3312,弘憶股,30.82,2.67,2.28,2026-05-15
1150514,3321,同泰,,,2.04,2026-05-15
1150514,3338,泰碩,47.05,1.89,2.92,2026-05-15
1150514,3346,麗清,143.64,0.7,0.53,2026-05-15
1150514,3356,奇偶,6.18,5.58,1.88,2026-05-15
1150514,3376,新日興,288.97,3.05,2.21,2026-05-15
1150514,3380,明泰,,1.58,1.88,2026-05-15
1150514,3406,玉晶光,16.97,3.04,2.42,2026-05-15
1150514,3413,京鼎,15.11,3.42,2.13,2026-05-15
1150514,3416,融程電,23.08,3.03,4.18,2026-05-15
1150514,3419,譁裕,,,1.78,2026-05-15
1150514,3432,台端,,,2.63,2026-05-15
1150514,3437,榮創,,,1.63,2026-05-15
1150514,3443,創意,152.68,0.39,46.63,2026-05-15
1150514,3447,展達,25.38,3.03,2.3,2026-05-15
1150514,3450,聯鈞,125.6,0.24,11.79,2026-05-15
1150514,3481,群創,1180.0,2.82,1.28,2026-05-15
1150514,3494,誠研,,,1.24,2026-05-15
1150514,3501,維熹,21.68,5.15,0.66,2026-05-15
1150514,3504,揚明光,,,2.88,2026-05-15
1150514,3515,華擎,14.35,4.84,2.49,2026-05-15
1150514,3518,柏騰,16.58,,2.19,2026-05-15
1150514,3528,安馳,36.09,1.66,2.87,2026-05-15
1150514,3530,晶相光,33.6,1.17,2.12,2026-05-15
1150514,3532,台勝科,311.39,0.41,3.93,2026-05-15
1150514,3533,嘉澤,34.87,1.43,7.13,2026-05-15
1150514,3535,晶彩科,305.0,0.41,8.66,2026-05-15
1150514,3543,州巧,,1.6,1.31,2026-05-15
1150514,3545,敦泰,,1.38,1.43,2026-05-15
1150514,3550,聯穎,,,1.36,2026-05-15
1150514,3557,嘉威,,1.06,0.94,2026-05-15
1150514,3563,牧德,52.23,1.71,10.04,2026-05-15
1150514,3576,聯合再生,,,2.77,2026-05-15
1150514,3583,辛耘,62.98,0.65,9.77,2026-05-15
1150514,3588,通嘉,101.5,0.82,2.1,2026-05-15
1150514,3591,艾笛森,,3.12,1.17,2026-05-15
1150514,3592,瑞鼎,16.44,5.55,1.85,2026-05-15
1150514,3593,力銘,,,3.64,2026-05-15
1150514,3596,智易,14.15,5.03,2.51,2026-05-15
1150514,3605,宏致,23.18,2.09,1.65,2026-05-15
1150514,3607,谷崧,37.05,5.54,1.04,2026-05-15
1150514,3617,碩天,13.7,5.17,2.0,2026-05-15
1150514,3622,洋華,9.47,5.79,1.15,2026-05-15
1150514,3645,達邁,58.95,1.07,4.52,2026-05-15
1150514,3652,精聯,21.57,3.97,1.21,2026-05-15
1150514,3653,健策,93.08,0.65,23.31,2026-05-15
1150514,3661,世芯-KY,70.79,0.71,9.13,2026-05-15
1150514,3665,貿聯-KY,45.41,0.67,9.41,2026-05-15
1150514,3669,圓展,21.04,2.61,1.1,2026-05-15
1150514,3673,TPK-KY,23.73,2.8,0.66,2026-05-15
1150514,3679,新至陞,13.84,7.66,1.57,2026-05-15
1150514,3686,達能,,,1.97,2026-05-15
1150514,3694,海華,13.77,3.96,2.31,2026-05-15
1150514,3701,大眾控,,0.35,2.81,2026-05-15
1150514,3702,大聯大,13.55,2.88,2.07,2026-05-15
1150514,3703,欣陸,9.69,5.21,0.61,2026-05-15
1150514,3704,合勤控,31.91,1.09,1.27,2026-05-15
1150514,3705,永信,18.75,5.39,1.95,2026-05-15
1150514,3706,神達,15.5,4.93,1.62,2026-05-15
1150514,3708,上緯投控,2.85,5.15,0.61,2026-05-15
1150514,3711,日月光投控,50.88,1.2,6.86,2026-05-15
1150514,3712,永崴投控,,16.71,1.33,2026-05-15
1150514,3714,富采,,1.32,1.2,2026-05-15
1150514,3715,定穎投控,186.6,0.6,4.77,2026-05-15
1150514,3716,中化控股,16.93,2.88,0.67,2026-05-15
1150514,3717,聯嘉投控,277.5,0.9,1.37,2026-05-15
1150514,4104,佳醫,15.82,6.28,1.34,2026-05-15
1150514,4106,雃博,16.01,4.37,0.93,2026-05-15
1150514,4108,懷特,,,1.27,2026-05-15
1150514,4119,旭富,51.19,1.83,0.9,2026-05-15
1150514,4133,亞諾法,706.67,0.52,1.01,2026-05-15
1150514,4137,麗豐-KY,13.55,9.39,1.58,2026-05-15
1150514,4142,國光生,,,1.57,2026-05-15
1150514,4148,全宇生技-KY,16.44,2.82,0.87,2026-05-15
1150514,4155,訊映,17.95,2.14,0.8,2026-05-15
1150514,4164,承業醫,26.83,3.94,0.73,2026-05-15
1150514,4169,泰宗,,0.24,8.08,2026-05-15
1150514,4178,永笙-KY,,,2.11,2026-05-15
1150514,4190,佐登-KY,,2.03,0.9,2026-05-15
1150514,4195,基米-創,,,3.04,2026-05-15
1150514,4306,炎洲,34.34,5.36,0.68,2026-05-15
1150514,4414,如興,16.17,1.06,0.64,2026-05-15
1150514,4426,利勤,,,0.74,2026-05-15
1150514,4438,廣越,14.48,4.02,0.75,2026-05-15
1150514,4439,冠星-KY,11.64,4.15,1.04,2026-05-15
1150514,4440,宜新實業,11.26,5.19,1.01,2026-05-15
1150514,4441,振大環球,14.94,5.07,2.21,2026-05-15
1150514,4526,東台,19.53,2.81,1.87,2026-05-15
1150514,4532,瑞智,12.73,6.44,1.1,2026-05-15
1150514,4536,拓凱,11.29,5.28,1.51,2026-05-15
1150514,4540,全球傳動,,,2.16,2026-05-15
1150514,4545,銘鈺,,0.43,1.19,2026-05-15
1150514,4551,智伸科,23.31,2.7,2.0,2026-05-15
1150514,4552,力達-KY,9.64,3.01,0.37,2026-05-15
1150514,4555,氣立,176.3,1.23,0.98,2026-05-15
1150514,4557,永新-KY,,4.01,0.95,2026-05-15
1150514,4560,強信-KY,12.17,4.31,1.13,2026-05-15
1150514,4562,穎漢,,,3.38,2026-05-15
1150514,4564,元翎,,,0.95,2026-05-15
1150514,4566,時碩工業,68.7,1.08,1.4,2026-05-15
1150514,4569,六方科-KY,40.0,1.68,2.16,2026-05-15
1150514,4571,鈞興-KY,22.7,2.59,3.15,2026-05-15
1150514,4572,駐龍,55.47,3.4,3.16,2026-05-15
1150514,4576,大銀微系統,95.08,0.33,6.99,2026-05-15
1150514,4581,光隆精密-KY,11.82,6.07,1.3,2026-05-15
1150514,4583,台灣精銳,66.32,1.32,6.27,2026-05-15
1150514,4585,達明,252.65,0.3,5.08,2026-05-15
1150514,4588,玖鼎電力,15.67,5.38,2.51,2026-05-15
1150514,4590,富田-創,28.98,3.13,1.14,2026-05-15
1150514,4720,德淵,45.16,1.45,1.94,2026-05-15
1150514,4722,國精化,152.66,0.47,8.45,2026-05-15
1150514,4736,泰博,8.07,4.1,1.19,2026-05-15
1150514,4737,華廣,,,1.94,2026-05-15
1150514,4739,康普,31.62,0.99,2.03,2026-05-15
1150514,4746,台耀,14.47,5.65,0.82,2026-05-15
1150514,4755,三福化,38.23,2.68,2.49,2026-05-15
1150514,4763,材料*-KY,6.93,7.22,2.1,2026-05-15
1150514,4764,雙鍵,164.89,0.32,10.95,2026-05-15
1150514,4766,南寶,19.26,4.62,3.41,2026-05-15
1150514,4770,上品,22.08,2.68,2.21,2026-05-15
1150514,4771,望隼,14.09,3.83,2.53,2026-05-15
1150514,4807,日成-KY,18.39,,1.27,2026-05-15
1150514,4904,遠傳,25.75,3.88,3.84,2026-05-15
1150514,4906,正文,,1.28,1.55,2026-05-15
1150514,4912,聯德控股-KY,54.43,0.89,1.81,2026-05-15
1150514,4915,致伸,13.34,6.5,1.52,2026-05-15
1150514,4916,事欣科,41.04,0.75,2.7,2026-05-15
1150514,4919,新唐,,0.25,5.08,2026-05-15
1150514,4927,泰鼎-KY,,,2.27,2026-05-15
1150514,4930,燦星網,,3.5,0.43,2026-05-15
1150514,4934,太極,,,2.51,2026-05-15
1150514,4935,茂林-KY,26.31,2.77,0.57,2026-05-15
1150514,4938,和碩,17.7,5.19,1.02,2026-05-15
1150514,4942,嘉彰,12.58,5.37,0.58,2026-05-15
1150514,4943,康控-KY,,,6.1,2026-05-15
1150514,4949,有成精密,31.34,1.66,3.45,2026-05-15
1150514,4952,凌通,46.85,1.92,2.59,2026-05-15
1150514,4956,光鋐,,,2.61,2026-05-15
1150514,4958,臻鼎-KY,61.57,0.79,3.71,2026-05-15
1150514,4960,誠美材,,,2.63,2026-05-15
1150514,4961,天鈺,20.92,4.42,1.19,2026-05-15
1150514,4967,十銓,7.29,3.51,3.41,2026-05-15
1150514,4968,立積,39.02,1.39,3.8,2026-05-15
1150514,4976,佳凌,,,2.01,2026-05-15
1150514,4977,眾達-KY,53.28,0.96,4.69,2026-05-15
1150514,4989,榮科,,,8.42,2026-05-15
1150514,4994,傳奇,59.1,3.25,5.82,2026-05-15
1150514,4999,鑫禾,,1.21,0.48,2026-05-15
1150514,5007,三星,18.75,5.26,2.55,2026-05-15
1150514,5203,訊連,17.43,5.64,1.06,2026-05-15
1150514,5215,科嘉-KY,22.06,4.44,0.81,2026-05-15
1150514,5222,全訊,67.38,1.98,4.77,2026-05-15
1150514,5225,東科-KY,7.65,10.18,1.78,2026-05-15
1150514,5234,達興材料,54.29,1.56,13.91,2026-05-15
1150514,5243,乙盛-KY,20.74,2.18,1.96,2026-05-15
1150514,5244,弘凱,,1.03,1.49,2026-05-15
1150514,5258,虹堡,16.63,1.8,1.4,2026-05-15
1150514,5269,祥碩,17.98,3.07,2.94,2026-05-15
1150514,5283,禾聯碩,8.83,3.83,0.95,2026-05-15
1150514,5284,jpp-KY,28.81,1.3,5.34,2026-05-15
1150514,5285,界霖,34.81,2.05,2.51,2026-05-15
1150514,5288,豐祥-KY,12.68,4.26,1.74,2026-05-15
1150514,5292,華懋,22.46,2.91,4.88,2026-05-15
1150514,5306,桂盟,10.89,4.5,1.18,2026-05-15
1150514,5388,中磊,19.43,3.22,1.48,2026-05-15
1150514,5434,崇越,17.52,3.27,4.16,2026-05-15
1150514,5469,瀚宇博,13.49,3.1,1.09,2026-05-15
1150514,5471,松翰,52.89,1.95,2.42,2026-05-15
1150514,5484,慧友,101.89,,4.88,2026-05-15
1150514,5515,建國,6.86,8.06,1.45,2026-05-15
1150514,5519,隆大,6.43,11.84,1.25,2026-05-15
1150514,5521,工信,16.06,1.42,0.92,2026-05-15
1150514,5522,遠雄,7.45,7.8,1.16,2026-05-15
1150514,5525,順天,9.16,5.22,1.2,2026-05-15
1150514,5531,鄉林,161.4,,0.79,2026-05-15
1150514,5533,皇鼎,23.25,4.3,0.42,2026-05-15
1150514,5534,長虹,15.63,7.18,1.07,2026-05-15
1150514,5538,東明-KY,9.83,4.42,0.87,2026-05-15
1150514,5546,永固-KY,,12.54,0.7,2026-05-15
1150514,5607,遠雄港,15.0,3.69,1.58,2026-05-15
1150514,5608,四維航,63.48,,0.59,2026-05-15
1150514,5706,鳳凰,14.13,8.95,2.21,2026-05-15
1150514,5871,中租-KY,10.11,5.56,1.06,2026-05-15
1150514,5876,上海商銀,12.79,4.47,0.94,2026-05-15
1150514,5880,合庫金,16.73,4.62,1.28,2026-05-15
1150514,5906,台南-KY,64.51,1.51,2.85,2026-05-15
1150514,5907,大洋-KY,,,0.26,2026-05-15
1150514,6005,群益證,11.97,5.41,1.51,2026-05-15
1150514,6024,群益期,10.6,6.14,1.35,2026-05-15
1150514,6108,競國,,5.28,0.92,2026-05-15
1150514,6112,邁達特,24.91,3.9,1.98,2026-05-15
1150514,6115,鎰勝,16.55,5.96,1.59,2026-05-15
1150514,6116,彩晶,,,0.88,2026-05-15
1150514,6117,迎廣,17.72,2.66,3.2,2026-05-15
1150514,6120,達運,,1.93,0.87,2026-05-15
1150514,6128,上福,,2.55,0.9,2026-05-15
1150514,6133,金橋,29.93,4.64,1.58,2026-05-15
1150514,6136,富爾特,29.76,4.64,0.73,2026-05-15
1150514,6139,亞翔,19.98,3.19,7.75,2026-05-15
1150514,6141,柏承,,,4.37,2026-05-15
1150514,6142,友勁,,,0.95,2026-05-15
1150514,6152,百一,,,2.15,2026-05-15
1150514,6153,嘉聯益,,,1.33,2026-05-15
1150514,6155,鈞寶,102.4,1.56,2.81,2026-05-15
1150514,6164,華興,592.5,4.22,1.01,2026-05-15
1150514,6165,浪凡,11.74,10.21,2.92,2026-05-15
1150514,6166,凌華,30.89,1.08,4.2,2026-05-15
1150514,6168,宏齊,384.29,,1.8,2026-05-15
1150514,6176,瑞儀,10.73,3.48,1.28,2026-05-15
1150514,6177,達麗,6.12,6.56,1.7,2026-05-15
1150514,6183,關貿,22.72,3.86,4.6,2026-05-15
1150514,6184,大豐電,19.47,6.5,1.53,2026-05-15
1150514,6189,豐藝,18.33,5.6,1.96,2026-05-15
1150514,6191,精成科,14.41,2.81,1.67,2026-05-15
1150514,6192,巨路,13.66,4.34,1.77,2026-05-15
1150514,6196,帆宣,27.74,1.49,5.49,2026-05-15
1150514,6197,佳必琪,22.1,3.09,6.06,2026-05-15
1150514,6201,亞弘電,15.05,6.26,1.69,2026-05-15
1150514,6202,盛群,83.64,1.23,3.15,2026-05-15
1150514,6205,詮欣,47.2,1.89,2.52,2026-05-15
1150514,6206,飛捷,19.14,4.03,3.52,2026-05-15
1150514,6209,今國光,39.48,0.73,3.49,2026-05-15
1150514,6213,聯茂,65.53,1.12,4.62,2026-05-15
1150514,6214,精誠,12.79,4.92,1.75,2026-05-15
1150514,6215,和椿,41.75,0.84,6.07,2026-05-15
1150514,6216,居易,375.83,4.57,1.33,2026-05-15
1150514,6224,聚鼎,84.6,1.7,2.87,2026-05-15
1150514,6225,天瀚,,,10.26,2026-05-15
1150514,6226,光鼎,,,1.16,2026-05-15
1150514,6230,尼得科超眾,,0.16,2.07,2026-05-15
1150514,6235,華孚,15.58,2.97,1.62,2026-05-15
1150514,6239,力成,27.26,1.97,2.9,2026-05-15
1150514,6243,迅杰,,3.44,2.05,2026-05-15
1150514,6257,矽格,31.46,2.0,4.66,2026-05-15
1150514,6269,台郡,,,0.9,2026-05-15
1150514,6271,同欣電,27.23,1.63,1.45,2026-05-15
1150514,6272,驊陞,12.73,6.49,1.36,2026-05-15
1150514,6277,宏正,21.97,4.9,1.83,2026-05-15
1150514,6278,台表科,25.8,2.43,2.94,2026-05-15
1150514,6281,全國電,13.86,6.38,1.92,2026-05-15
1150514,6282,康舒,100.8,1.59,1.92,2026-05-15
1150514,6283,淳安,,,2.24,2026-05-15
1150514,6285,啟碁,38.64,1.64,3.62,2026-05-15
1150514,6405,悅城,,0.17,1.36,2026-05-15
1150514,6409,旭隼,20.19,5.25,5.99,2026-05-15
1150514,6412,群電,17.63,4.03,2.54,2026-05-15
1150514,6414,樺漢,16.11,3.94,1.87,2026-05-15
1150514,6415,矽力*-KY,78.72,0.51,5.23,2026-05-15
1150514,6416,瑞祺電通,20.81,3.13,1.83,2026-05-15
1150514,6426,統新,528.85,0.18,11.35,2026-05-15
1150514,6431,光麗-KY,,,3.54,2026-05-15
1150514,6438,迅得,30.68,2.99,2.44,2026-05-15
1150514,6442,光聖,81.18,0.64,21.1,2026-05-15
1150514,6443,元晶,,,5.76,2026-05-15
1150514,6446,藥華藥,49.03,0.33,8.44,2026-05-15
1150514,6449,鈺邦,31.14,1.75,3.83,2026-05-15
1150514,6451,訊芯-KY,,0.07,7.95,2026-05-15
1150514,6456,GIS-KY,,,0.76,2026-05-15
1150514,6464,台數科,18.8,2.26,1.19,2026-05-15
1150514,6472,保瑞,28.76,2.75,3.17,2026-05-15
1150514,6477,安集,369.44,1.05,1.31,2026-05-15
1150514,6491,晶碩,13.92,3.45,2.0,2026-05-15
1150514,6504,南六,,2.58,0.8,2026-05-15
1150514,6505,台塑化,18.78,2.29,1.33,2026-05-15
1150514,6515,穎崴,215.98,0.47,58.46,2026-05-15
1150514,6525,捷敏-KY,19.19,4.29,3.43,2026-05-15
1150514,6526,達發,40.53,1.91,6.6,2026-05-15
1150514,6531,愛普*,106.71,0.67,14.47,2026-05-15
1150514,6533,晶心科,,,2.62,2026-05-15
1150514,6534,正瀚-創,19.71,5.1,3.62,2026-05-15
1150514,6541,泰福-KY,,,1.79,2026-05-15
1150514,6550,北極星藥業-KY,,,3.05,2026-05-15
1150514,6552,易華電,,0.69,1.43,2026-05-15
1150514,6558,興能高,,0.98,2.11,2026-05-15
1150514,6573,虹揚-KY,10.04,,1.75,2026-05-15
1150514,6579,研揚,27.06,2.54,2.39,2026-05-15
1150514,6581,鋼聯,17.66,4.95,2.96,2026-05-15
1150514,6582,申豐,,3.25,0.51,2026-05-15
1150514,6585,鼎基,18.59,4.94,1.77,2026-05-15
1150514,6589,台康生技,,,1.5,2026-05-15
1150514,6591,動力-KY,12.26,7.6,1.0,2026-05-15
1150514,6592,和潤企業,12.15,5.52,1.16,2026-05-15
1150514,6598,ABC-KY,,,3.61,2026-05-15
1150514,6605,帝寶,9.27,5.02,1.08,2026-05-15
1150514,6606,建德工業,23.03,4.1,1.71,2026-05-15
1150514,6614,資拓宏宇,21.21,4.09,2.02,2026-05-15
1150514,6625,必應,7.18,6.94,2.46,2026-05-15
1150514,6641,基士德-KY,38.23,2.18,0.44,2026-05-15
1150514,6645,金萬林-創,,,1.67,2026-05-15
1150514,6655,科定,33.5,8.82,3.97,2026-05-15
1150514,6657,華安,,,4.12,2026-05-15
1150514,6658,聯策,73.95,0.62,5.09,2026-05-15
1150514,6666,羅麗芬-KY,18.73,4.94,1.09,2026-05-15
1150514,6668,中揚光,,,1.88,2026-05-15
1150514,6669,緯穎,18.22,3.04,7.21,2026-05-15
1150514,6670,復盛應用,12.76,6.08,2.17,2026-05-15
1150514,6671,三能-KY,12.32,4.11,1.01,2026-05-15
1150514,6672,騰輝電子-KY,35.26,1.72,3.75,2026-05-15
1150514,6674,鋐寶科技,,,1.4,2026-05-15
1150514,6689,伊雲谷,29.56,2.99,1.5,2026-05-15
1150514,6691,洋基工程,23.6,3.45,12.9,2026-05-15
1150514,6695,芯鼎,,,3.12,2026-05-15
1150514,6698,旭暉應材,,1.67,1.84,2026-05-15
1150514,6706,惠特,,,3.36,2026-05-15
1150514,6715,嘉基,230.81,0.41,8.94,2026-05-15
1150514,6719,力智,29.04,2.21,1.54,2026-05-15
1150514,6722,輝創,15.59,5.19,1.27,2026-05-15
1150514,6742,澤米,,0.71,2.37,2026-05-15
1150514,6743,安普新,41.76,10.12,1.64,2026-05-15
1150514,6753,龍德造船,18.0,0.98,2.99,2026-05-15
1150514,6754,匯僑設計,13.72,7.87,1.38,2026-05-15
1150514,6756,威鋒電子,67.11,0.88,2.44,2026-05-15
1150514,6757,台灣虎航,8.52,4.57,3.23,2026-05-15
1150514,6768,志強-KY,15.95,6.13,1.08,2026-05-15
1150514,6770,力積電,35.14,,2.73,2026-05-15
1150514,6771,平和環保-創,14.09,7.62,1.45,2026-05-15
1150514,6776,展碁國際,14.38,5.19,2.0,2026-05-15
1150514,6781,AES-KY,31.02,1.61,6.03,2026-05-15
1150514,6782,視陽,12.82,4.42,2.84,2026-05-15
1150514,6789,采鈺,123.23,0.52,9.64,2026-05-15
1150514,6790,永豐實,12.98,6.65,1.75,2026-05-15
1150514,6792,詠業,26.68,4.2,1.83,2026-05-15
1150514,6794,向榮生技,,,5.96,2026-05-15
1150514,6796,晉弘,,0.39,2.98,2026-05-15
1150514,6799,來頡,26.01,2.65,2.57,2026-05-15
1150514,6805,富世達,45.43,0.7,16.44,2026-05-15
1150514,6806,森崴能源,,7.11,3.39,2026-05-15
1150514,6807,峰源-KY,9.94,7.37,0.73,2026-05-15
1150514,6830,汎銓,,0.14,12.02,2026-05-15
1150514,6831,邁科,146.75,0.42,18.21,2026-05-15
1150514,6834,天二科技,79.1,0.83,2.92,2026-05-15
1150514,6835,圓裕,292.31,2.63,1.4,2026-05-15
1150514,6838,台新藥,,,2.71,2026-05-15
1150514,6854,錼創科技-KY創,,,4.73,2026-05-15
1150514,6861,睿生光電,91.46,0.44,12.09,2026-05-15
1150514,6862,三集瑞-KY,26.56,3.09,2.59,2026-05-15
1150514,6863,永道-KY,103.67,1.33,1.37,2026-05-15
1150514,6869,雲豹能源,,2.43,2.5,2026-05-15
1150514,6873,泓德能源,24.67,2.87,1.19,2026-05-15
1150514,6885,全福生技,,,1.79,2026-05-15
1150514,6887,寶綠特-KY,15.4,6.63,0.91,2026-05-15
1150514,6890,來億-KY,15.97,5.57,1.63,2026-05-15
1150514,6901,鑽石投資,,,1.37,2026-05-15
1150514,6902,GOGOLOOK,66.45,,5.1,2026-05-15
1150514,6906,現觀科,32.68,2.78,2.79,2026-05-15
1150514,6908,宏碁遊戲-創,22.41,3.18,1.14,2026-05-15
1150514,6909,創控,64.69,1.91,3.48,2026-05-15
1150514,6914,阜爾運通,14.78,5.54,2.77,2026-05-15
1150514,6916,華凌,,1.55,1.19,2026-05-15
1150514,6918,愛派司,14.96,6.58,2.27,2026-05-15
1150514,6919,康霈*,,,16.18,2026-05-15
1150514,6921,嘉雨思-創,232.94,,8.75,2026-05-15
1150514,6923,中台,25.96,3.76,2.69,2026-05-15
1150514,6924,榮惠-KY創,17.99,4.17,4.77,2026-05-15
1150514,6928,攸泰科技,,1.08,1.95,2026-05-15
1150514,6931,青松健康,21.5,1.16,2.37,2026-05-15
1150514,6933,AMAX-KY,28.27,1.48,2.99,2026-05-15
1150514,6934,心誠鎂,,,4.7,2026-05-15
1150514,6936,永鴻生技,17.72,4.51,1.75,2026-05-15
1150514,6937,天虹,92.59,0.47,5.9,2026-05-15
1150514,6944,兆聯實業,29.53,2.19,8.72,2026-05-15
1150514,6949,沛爾生醫-創,,,17.64,2026-05-15
