Date,stock_id,stock_name,pe,div_yield,pb,date
1150514,6951,青新-創,13.93,6.62,3.56,2026-05-15
1150514,6952,大武山,47.79,5.43,1.71,2026-05-15
1150514,6955,邦睿生技-創,37.41,1.94,6.1,2026-05-15
1150514,6957,裕慶-KY,15.54,5.66,3.3,2026-05-15
1150514,6958,日盛台駿,,,0.72,2026-05-15
1150514,6962,奕力-KY,25.51,2.68,0.9,2026-05-15
1150514,6965,中傑-KY,22.77,6.4,1.01,2026-05-15
1150514,6969,成信實業*-創,,,2.55,2026-05-15
1150514,6988,威力暘-創,,2.89,1.01,2026-05-15
1150514,6994,富威電力,9.23,5.18,1.77,2026-05-15
1150514,7610,聯友金屬-創,53.87,0.29,19.91,2026-05-15
1150514,7631,聚賢研發-創,17.06,3.04,2.91,2026-05-15
1150514,7705,三商餐飲,16.15,5.16,1.32,2026-05-15
1150514,7711,永擎,35.71,2.25,6.04,2026-05-15
1150514,7721,微程式,130.85,1.3,3.39,2026-05-15
1150514,7722,LINEPAY,35.25,0.76,1.66,2026-05-15
1150514,7730,暉盛-創,88.6,0.88,6.49,2026-05-15
1150514,7732,金興精密,20.43,4.24,1.27,2026-05-15
1150514,7736,虎山,14.44,5.31,1.49,2026-05-15
1150514,7740,熙特爾-創,23.6,1.98,6.18,2026-05-15
1150514,7749,意騰-KY,44.92,1.8,6.21,2026-05-15
1150514,7750,新代,68.49,0.58,17.24,2026-05-15
1150514,7760,享溫馨,26.51,6.43,1.07,2026-05-15
1150514,7765,中華資安,22.09,3.95,4.54,2026-05-15
1150514,7768,頌勝科技,80.19,1.05,11.98,2026-05-15
1150514,7769,鴻勁,94.33,0.86,21.69,2026-05-15
1150514,7780,大研生醫*,42.86,3.89,2.64,2026-05-15
1150514,7786,東方風能,13.34,4.27,2.28,2026-05-15
1150514,7788,松川精密,54.5,0.97,2.75,2026-05-15
1150514,7791,皇家可口,13.93,5.97,1.4,2026-05-15
1150514,7795,長廣,130.82,0.59,10.23,2026-05-15
1150514,7799,禾榮科,,,4.47,2026-05-15
1150514,7821,神數,11.3,4.59,2.32,2026-05-15
1150514,7822,倍利科,65.93,0.61,8.54,2026-05-15
1150514,7823,奧義賽博-KY創,,,6.01,2026-05-15
1150514,8011,台通,21.29,3.87,0.92,2026-05-15
1150514,8016,矽創,18.5,3.9,3.03,2026-05-15
1150514,8021,尖點,140.54,0.41,13.22,2026-05-15
1150514,8028,昇陽半導體,57.85,1.07,8.64,2026-05-15
1150514,8033,雷虎,205.22,,10.88,2026-05-15
1150514,8039,台虹,63.08,1.34,3.72,2026-05-15
1150514,8045,達運光電,103.14,1.39,3.55,2026-05-15
1150514,8046,南電,179.45,0.24,11.72,2026-05-15
1150514,8070,長華*,43.02,5.94,1.81,2026-05-15
1150514,8072,陞泰,26.67,3.68,0.97,2026-05-15
1150514,8081,致新,14.85,6.13,3.09,2026-05-15
1150514,8101,華冠,,,2.86,2026-05-15
1150514,8103,瀚荃,23.06,2.62,2.17,2026-05-15
1150514,8104,錸寶,,0.58,1.28,2026-05-15
1150514,8105,凌巨,533.33,,0.88,2026-05-15
1150514,8110,華東,21.02,2.91,2.15,2026-05-15
1150514,8112,至上,10.18,4.5,2.41,2026-05-15
1150514,8114,振樺電,16.0,4.78,2.41,2026-05-15
1150514,8131,福懋科,33.84,1.49,2.35,2026-05-15
1150514,8150,南茂,71.1,1.47,2.39,2026-05-15
1150514,8162,微矽電子-創,40.72,2.67,2.78,2026-05-15
1150514,8163,達方,63.33,1.55,0.88,2026-05-15
1150514,8201,無敵,,,1.75,2026-05-15
1150514,8210,勤誠,43.28,0.96,14.5,2026-05-15
1150514,8213,志超,19.97,2.96,0.63,2026-05-15
1150514,8215,明基材,,1.12,1.75,2026-05-15
1150514,8222,寶一,57.62,1.0,2.6,2026-05-15
1150514,8249,菱光,15.06,4.38,0.85,2026-05-15
1150514,8261,富鼎,23.29,3.68,2.64,2026-05-15
1150514,8271,宇瞻,12.28,1.79,5.11,2026-05-15
1150514,8341,日友,16.21,5.25,1.94,2026-05-15
1150514,8367,建新國際,11.9,6.8,1.19,2026-05-15
1150514,8374,羅昇,,0.21,5.22,2026-05-15
1150514,8404,百和興業-KY,15.14,3.03,0.95,2026-05-15
1150514,8411,福貞-KY,122.5,0.82,0.44,2026-05-15
1150514,8422,可寧衛*,24.72,4.49,2.81,2026-05-15
1150514,8429,金麗-KY,56.64,,0.18,2026-05-15
1150514,8438,昶昕,38.4,1.29,3.52,2026-05-15
1150514,8442,威宏-KY,11.03,6.65,0.84,2026-05-15
1150514,8443,阿瘦,,1.74,1.15,2026-05-15
1150514,8454,富邦媒,18.23,5.24,4.89,2026-05-15
1150514,8462,柏文,15.52,5.13,4.21,2026-05-15
1150514,8463,潤泰材,10.31,3.66,1.33,2026-05-15
1150514,8464,億豐,14.86,4.88,3.52,2026-05-15
1150514,8466,美吉吉-KY,,2.12,0.37,2026-05-15
1150514,8467,波力-KY,15.21,5.39,2.47,2026-05-15
1150514,8473,山林水,12.05,5.47,0.88,2026-05-15
1150514,8476,台境*,38.57,1.23,1.41,2026-05-15
1150514,8478,東哥遊艇,9.77,4.05,1.58,2026-05-15
1150514,8481,政伸,12.97,6.95,1.61,2026-05-15
1150514,8482,商億-KY,20.36,4.08,1.57,2026-05-15
1150514,8487,愛爾達-創,13.96,6.15,2.81,2026-05-15
1150514,8488,吉源-KY,,,0.3,2026-05-15
1150514,8499,鼎炫-KY,29.56,2.71,1.42,2026-05-15
1150514,8926,台汽電,14.12,4.18,2.41,2026-05-15
1150514,8940,新天地,27.3,,1.36,2026-05-15
1150514,8996,高力,75.96,0.43,21.33,2026-05-15
1150514,9802,鈺齊-KY,13.58,6.62,1.14,2026-05-15
1150514,9902,台火,,2.14,1.13,2026-05-15
1150514,9904,寶成,7.12,5.03,0.5,2026-05-15
1150514,9905,大華,14.89,5.24,0.76,2026-05-15
1150514,9906,欣巴巴,12.39,0.24,2.0,2026-05-15
1150514,9907,統一實,14.77,7.2,1.16,2026-05-15
1150514,9908,大台北,16.53,4.1,0.99,2026-05-15
1150514,9910,豐泰,15.26,5.82,2.6,2026-05-15
1150514,9911,櫻花,12.97,6.06,2.91,2026-05-15
1150514,9912,偉聯,,,1.82,2026-05-15
1150514,9914,美利達,17.24,4.39,0.95,2026-05-15
1150514,9917,中保科,16.67,5.49,3.5,2026-05-15
1150514,9918,欣天然,25.56,3.47,2.44,2026-05-15
1150514,9919,康那香,,1.41,1.38,2026-05-15
1150514,9921,巨大,183.75,2.45,0.84,2026-05-15
1150514,9924,福興,15.25,5.94,0.94,2026-05-15
1150514,9925,新保,16.68,4.98,1.14,2026-05-15
1150514,9926,新海,17.95,4.29,1.97,2026-05-15
1150514,9927,泰銘,13.92,7.33,1.58,2026-05-15
1150514,9928,中視,,,0.59,2026-05-15
1150514,9929,秋雨,42.59,,1.41,2026-05-15
1150514,9930,中聯資源,14.61,5.79,2.49,2026-05-15
1150514,9931,欣高,14.43,5.24,1.2,2026-05-15
1150514,9933,中鼎,8.89,2.66,1.63,2026-05-15
1150514,9934,成霖,,1.05,0.62,2026-05-15
1150514,9935,慶豐富,11.25,6.5,1.25,2026-05-15
1150514,9937,全國,22.61,3.91,2.9,2026-05-15
1150514,9938,百和,10.85,6.74,0.99,2026-05-15
1150514,9939,宏全,13.41,5.12,1.88,2026-05-15
1150514,9940,信義,50.27,3.23,1.03,2026-05-15
1150514,9941,裕融,10.7,6.27,1.18,2026-05-15
1150514,9942,茂順,14.37,5.93,2.17,2026-05-15
1150514,9943,好樂迪,15.44,6.29,1.91,2026-05-15
1150514,9944,新麗,342.0,1.75,0.52,2026-05-15
1150514,9945,潤泰新,6.12,4.75,0.65,2026-05-15
1150514,9946,三發地產,4.09,8.06,0.78,2026-05-15
1150514,9955,佳龍,40.63,,2.42,2026-05-15
1150514,9958,世紀鋼,14.03,4.09,2.37,2026-05-15
1150515,1101,台泥,,3.32,0.77,2026-05-17
1150515,1102,亞泥,11.53,6.7,0.69,2026-05-17
1150515,1103,嘉泥,16.19,4.25,0.47,2026-05-17
1150515,1104,環泥,10.68,6.76,0.75,2026-05-17
1150515,1108,幸福,6.86,7.22,1.03,2026-05-17
1150515,1109,信大,18.8,6.06,0.6,2026-05-17
1150515,1110,東泥,44.38,2.11,0.85,2026-05-17
1150515,1201,味全,31.71,1.74,0.78,2026-05-17
1150515,1203,味王,24.74,2.35,1.55,2026-05-17
1150515,1210,大成,12.54,5.67,1.76,2026-05-17
1150515,1213,大飲,,3.93,0.8,2026-05-17
1150515,1215,卜蜂,15.09,5.0,3.9,2026-05-17
1150515,1216,統一,20.46,3.96,2.97,2026-05-17
1150515,1217,愛之味,19.79,2.63,0.63,2026-05-17
1150515,1218,泰山,11.98,7.15,0.72,2026-05-17
1150515,1219,福壽,27.23,3.91,0.94,2026-05-17
1150515,1220,台榮,600.0,1.67,0.92,2026-05-17
1150515,1225,福懋油,17.11,3.42,1.76,2026-05-17
1150515,1227,佳格,19.52,4.7,1.36,2026-05-17
1150515,1229,聯華,15.17,5.07,1.27,2026-05-17
1150515,1231,聯華食,19.43,2.92,3.38,2026-05-17
1150515,1232,大統益,17.17,4.85,3.79,2026-05-17
1150515,1233,天仁,35.12,0.69,1.87,2026-05-17
1150515,1234,黑松,20.21,4.89,0.74,2026-05-17
1150515,1235,興泰,,2.53,0.63,2026-05-17
1150515,1236,宏亞,,6.75,0.86,2026-05-17
1150515,1256,鮮活果汁-KY,13.56,3.68,1.54,2026-05-17
1150515,1301,台塑,,1.09,0.75,2026-05-17
1150515,1303,南亞,36.93,0.94,1.76,2026-05-17
1150515,1304,台聚,,1.22,0.75,2026-05-17
1150515,1305,華夏,,0.8,0.95,2026-05-17
1150515,1307,三芳,11.62,6.91,1.3,2026-05-17
1150515,1308,亞聚,,1.54,0.7,2026-05-17
1150515,1309,台達化,,0.96,1.08,2026-05-17
1150515,1310,台苯,,,0.57,2026-05-17
1150515,1312,國喬,,,0.41,2026-05-17
1150515,1313,聯成,,0.95,0.49,2026-05-17
1150515,1314,中石化,,,0.33,2026-05-17
1150515,1315,達新,39.29,7.44,0.56,2026-05-17
1150515,1316,上曜,,,0.85,2026-05-17
1150515,1319,東陽,14.11,6.36,1.59,2026-05-17
1150515,1321,大洋,,1.29,1.12,2026-05-17
1150515,1323,永裕,34.46,4.66,0.68,2026-05-17
1150515,1324,地球,,1.94,0.87,2026-05-17
1150515,1325,恆大,,1.13,0.87,2026-05-17
1150515,1326,台化,296.33,1.35,0.7,2026-05-17
1150515,1337,再生-KY,,,0.35,2026-05-17
1150515,1338,廣華-KY,,1.97,0.21,2026-05-17
1150515,1339,昭輝,9.39,6.3,0.72,2026-05-17
1150515,1340,勝悅-KY,,,0.31,2026-05-17
1150515,1341,富林-KY,14.95,6.56,2.72,2026-05-17
1150515,1342,八貫,15.66,6.44,3.48,2026-05-17
1150515,1402,遠東新,16.43,4.73,0.6,2026-05-17
1150515,1409,新纖,12.48,5.34,0.65,2026-05-17
1150515,1410,南染,50.0,0.74,1.6,2026-05-17
1150515,1413,宏洲,22.5,,1.12,2026-05-17
1150515,1414,東和,53.79,1.28,1.08,2026-05-17
1150515,1416,廣豐,12.91,5.14,0.46,2026-05-17
1150515,1417,嘉裕,18.36,3.03,0.67,2026-05-17
1150515,1418,東華,,,0.83,2026-05-17
1150515,1419,新紡,5.08,2.69,0.98,2026-05-17
1150515,1423,利華,10.9,8.76,1.11,2026-05-17
1150515,1432,大魯閣,3.01,12.2,1.11,2026-05-17
1150515,1434,福懋,25.33,3.29,0.56,2026-05-17
1150515,1436,華友聯,10.74,10.93,1.64,2026-05-17
1150515,1437,勤益控,10.2,3.4,0.69,2026-05-17
1150515,1438,三地開發,7.43,,0.71,2026-05-17
1150515,1439,雋揚,8.1,2.0,0.77,2026-05-17
1150515,1440,南紡,,2.61,0.69,2026-05-17
1150515,1441,大東,,,1.61,2026-05-17
1150515,1442,名軒,13.65,8.97,1.21,2026-05-17
1150515,1443,立益物流,23.82,,1.55,2026-05-17
1150515,1444,力麗,,,0.59,2026-05-17
1150515,1445,大宇,,4.37,0.72,2026-05-17
1150515,1446,宏和,8.88,9.93,0.73,2026-05-17
1150515,1447,力鵬,,,0.59,2026-05-17
1150515,1449,佳和,,,0.69,2026-05-17
1150515,1451,年興,19.21,5.85,0.46,2026-05-17
1150515,1452,宏益,,1.83,0.55,2026-05-17
1150515,1453,大將,102.27,2.67,0.89,2026-05-17
1150515,1454,台富,,0.78,1.18,2026-05-17
1150515,1455,集盛,,2.02,0.73,2026-05-17
1150515,1456,怡華,3.81,,0.65,2026-05-17
1150515,1457,宜進,15.44,7.12,0.64,2026-05-17
1150515,1459,聯發,7.61,1.69,1.06,2026-05-17
1150515,1460,宏遠,,,0.83,2026-05-17
1150515,1463,強盛新,,0.73,1.17,2026-05-17
1150515,1464,得力,27.03,2.5,0.77,2026-05-17
1150515,1465,偉全,,2.51,0.79,2026-05-17
1150515,1466,聚隆,,1.39,1.02,2026-05-17
1150515,1467,南緯,,,0.57,2026-05-17
1150515,1468,昶和,100.83,,1.33,2026-05-17
1150515,1470,大統新創,25.11,2.97,1.9,2026-05-17
1150515,1471,首利,,,1.07,2026-05-17
1150515,1472,三洋實業,13.93,6.7,1.98,2026-05-17
1150515,1473,台南,,2.48,0.75,2026-05-17
1150515,1474,弘裕,41.46,2.51,0.59,2026-05-17
1150515,1475,業旺,10.37,5.67,1.15,2026-05-17
1150515,1476,儒鴻,16.42,4.42,3.39,2026-05-17
1150515,1477,聚陽,15.74,6.88,4.14,2026-05-17
1150515,1503,士電,28.32,2.63,2.61,2026-05-17
1150515,1504,東元,30.84,2.88,1.94,2026-05-17
1150515,1506,正道,145.0,,1.09,2026-05-17
1150515,1512,瑞利,25.78,,1.02,2026-05-17
1150515,1513,中興電,18.23,4.0,3.44,2026-05-17
1150515,1514,亞力,33.97,1.89,4.83,2026-05-17
1150515,1515,力山,23.06,2.65,1.06,2026-05-17
1150515,1516,川飛,1095.0,,4.29,2026-05-17
1150515,1517,利奇,,1.99,0.65,2026-05-17
1150515,1519,華城,56.56,1.46,31.56,2026-05-17
1150515,1521,大億,34.51,3.06,1.01,2026-05-17
1150515,1522,堤維西,95.16,4.07,1.0,2026-05-17
1150515,1524,耿鼎,19.03,4.9,1.64,2026-05-17
1150515,1525,江申,37.31,4.69,0.86,2026-05-17
1150515,1526,日馳,,,0.66,2026-05-17
1150515,1527,鑽全,35.22,4.68,0.91,2026-05-17
1150515,1528,恩德,,0.4,2.24,2026-05-17
1150515,1529,樂事綠能,17.54,5.0,1.69,2026-05-17
1150515,1530,亞崴,23.43,3.71,0.79,2026-05-17
1150515,1531,高林股,,7.97,0.63,2026-05-17
1150515,1532,勤美,17.44,3.92,0.57,2026-05-17
1150515,1533,車王電,21.1,,1.41,2026-05-17
1150515,1535,中宇,12.66,6.09,1.54,2026-05-17
1150515,1536,和大,,1.56,1.91,2026-05-17
1150515,1537,廣隆,16.51,5.74,2.23,2026-05-17
1150515,1538,正峰,,,3.19,2026-05-17
1150515,1539,巨庭,388.75,5.47,0.63,2026-05-17
1150515,1540,喬福,22.2,4.84,1.17,2026-05-17
1150515,1541,錩泰,9.1,2.42,0.75,2026-05-17
1150515,1558,伸興,15.94,5.58,1.09,2026-05-17
1150515,1560,中砂,63.31,0.78,11.61,2026-05-17
1150515,1563,巧新,101.7,4.47,1.18,2026-05-17
1150515,1568,倉佑,21.38,3.49,1.6,2026-05-17
1150515,1582,信錦,36.15,3.02,1.91,2026-05-17
1150515,1583,程泰,17.26,2.08,0.92,2026-05-17
1150515,1587,吉茂,69.51,1.75,1.42,2026-05-17
1150515,1590,亞德客-KY,32.07,1.95,5.76,2026-05-17
1150515,1597,直得,150.84,0.39,6.54,2026-05-17
1150515,1598,岱宇,,2.49,0.79,2026-05-17
1150515,1603,華電,11.15,6.67,0.63,2026-05-17
1150515,1604,聲寶,13.82,6.58,0.98,2026-05-17
1150515,1605,華新,25.47,1.43,0.94,2026-05-17
1150515,1608,華榮,5.78,6.28,1.39,2026-05-17
1150515,1609,大亞,14.02,2.09,1.5,2026-05-17
1150515,1611,中電,275.0,7.27,0.9,2026-05-17
1150515,1612,宏泰,11.93,6.98,1.39,2026-05-17
1150515,1614,三洋電,23.48,3.13,1.44,2026-05-17
1150515,1615,大山,9.07,5.81,1.73,2026-05-17
1150515,1616,億泰,16.83,6.57,1.73,2026-05-17
1150515,1617,榮星,16.25,4.2,1.06,2026-05-17
1150515,1618,合機,8.37,4.46,1.14,2026-05-17
1150515,1623,大東電,18.54,3.49,3.79,2026-05-17
1150515,1626,艾美特-KY,,,0.55,2026-05-17
1150515,1702,南僑,45.69,4.86,0.69,2026-05-17
1150515,1707,葡萄王,13.44,5.58,1.59,2026-05-17
1150515,1708,東鹼,11.77,4.04,1.33,2026-05-17
1150515,1709,和益,13.09,5.49,0.99,2026-05-17
1150515,1710,東聯,,,0.92,2026-05-17
1150515,1711,永光,,0.59,3.39,2026-05-17
1150515,1712,興農,16.49,6.11,2.19,2026-05-17
1150515,1713,國化,10.69,6.47,1.79,2026-05-17
1150515,1714,和桐,15.38,1.83,0.76,2026-05-17
1150515,1717,長興,53.18,1.27,3.2,2026-05-17
1150515,1718,中纖,26.5,,0.38,2026-05-17
1150515,1720,生達,11.41,4.87,1.82,2026-05-17
1150515,1721,三晃,,,3.61,2026-05-17
1150515,1722,台肥,43.99,4.37,0.82,2026-05-17
1150515,1723,中碳,31.98,2.33,2.29,2026-05-17
1150515,1725,元禎,19.14,3.45,0.84,2026-05-17
1150515,1726,永記,12.95,4.82,1.14,2026-05-17
1150515,1727,中華化,236.22,0.17,5.3,2026-05-17
1150515,1730,花仙子,11.36,5.7,1.54,2026-05-17
1150515,1731,美吾華,15.36,5.67,1.29,2026-05-17
1150515,1732,毛寶,29.06,2.29,2.25,2026-05-17
1150515,1733,五鼎,15.8,4.52,1.58,2026-05-17
1150515,1734,杏輝,17.79,5.23,1.65,2026-05-17
1150515,1735,日勝化,32.16,2.5,1.63,2026-05-17
1150515,1736,喬山,14.4,3.38,2.55,2026-05-17
1150515,1737,臺鹽,15.8,4.45,0.91,2026-05-17
1150515,1752,南光,16.16,4.88,1.41,2026-05-17
1150515,1760,寶齡富錦,24.58,3.27,2.86,2026-05-17
1150515,1762,中化生,,0.53,0.87,2026-05-17
1150515,1773,勝一,24.21,2.28,4.44,2026-05-17
1150515,1776,展宇,38.78,3.16,1.32,2026-05-17
1150515,1783,和康生,13.01,5.09,2.17,2026-05-17
1150515,1786,科妍,32.94,3.41,2.25,2026-05-17
1150515,1789,神隆,136.43,1.52,1.46,2026-05-17
1150515,1795,美時,13.17,1.39,2.11,2026-05-17
1150515,1802,台玻,500.0,,3.81,2026-05-17
1150515,1805,寶徠,78.08,,0.83,2026-05-17
1150515,1806,冠軍,57.5,1.86,0.6,2026-05-17
1150515,1808,潤隆,10.84,5.16,1.89,2026-05-17
1150515,1809,中釉,203.16,0.65,2.18,2026-05-17
1150515,1810,和成,4.97,1.06,0.71,2026-05-17
1150515,1817,凱撒衛,9.46,5.55,1.22,2026-05-17
1150515,1903,士紙,37.29,,2.3,2026-05-17
1150515,1904,正隆,16.68,2.21,0.76,2026-05-17
1150515,1905,華紙,,,0.81,2026-05-17
1150515,1906,寶隆,,0.94,0.52,2026-05-17
1150515,1907,永豐餘,17.86,4.0,0.53,2026-05-17
1150515,1909,榮成,,,0.56,2026-05-17
1150515,2002,中鋼,,0.83,0.93,2026-05-17
1150515,2006,東和鋼鐵,9.8,6.62,1.46,2026-05-17
1150515,2007,燁興,,,0.93,2026-05-17
1150515,2008,高興昌,36.67,3.64,1.39,2026-05-17
1150515,2009,第一銅,68.16,1.03,1.69,2026-05-17
1150515,2010,春源,9.76,8.79,1.22,2026-05-17
1150515,2012,春雨,,2.03,1.08,2026-05-17
1150515,2013,中鋼構,13.02,5.71,1.45,2026-05-17
1150515,2014,中鴻,,,2.07,2026-05-17
1150515,2015,豐興,15.77,5.27,1.72,2026-05-17
1150515,2017,官田鋼,,,0.69,2026-05-17
1150515,2020,美亞,11.03,8.41,1.4,2026-05-17
1150515,2022,聚亨,,,0.76,2026-05-17
1150515,2023,燁輝,,,0.81,2026-05-17
1150515,2024,志聯,187.14,,1.13,2026-05-17
1150515,2025,千興,72.5,,1.21,2026-05-17
1150515,2027,大成鋼,11.65,3.76,1.18,2026-05-17
1150515,2028,威致,46.57,1.23,1.11,2026-05-17
1150515,2029,盛餘,32.5,2.98,0.65,2026-05-17
1150515,2030,彰源,26.21,2.89,0.95,2026-05-17
1150515,2031,新光鋼,8.4,6.51,1.17,2026-05-17
1150515,2032,新鋼,19.24,3.02,1.23,2026-05-17
1150515,2033,佳大,45.0,1.35,1.13,2026-05-17
1150515,2034,允強,,5.04,1.09,2026-05-17
1150515,2038,海光,,1.51,0.67,2026-05-17
1150515,2049,上銀,85.51,0.51,3.7,2026-05-17
1150515,2059,川湖,42.84,1.05,14.69,2026-05-17
1150515,2062,橋椿,90.95,5.24,0.5,2026-05-17
1150515,2069,運錩,10.71,5.08,0.75,2026-05-17
1150515,2072,世紀風電,13.77,3.93,1.48,2026-05-17
1150515,2101,南港,10.05,2.25,1.67,2026-05-17
1150515,2102,泰豐,2.81,,0.86,2026-05-17
1150515,2103,台橡,30.97,1.3,0.84,2026-05-17
1150515,2104,國際中橡,,,0.4,2026-05-17
1150515,2105,正新,20.0,5.56,1.24,2026-05-17
1150515,2106,建大,97.94,3.9,0.81,2026-05-17
1150515,2107,厚生,17.5,5.56,0.57,2026-05-17
1150515,2108,南帝,31.03,3.7,0.93,2026-05-17
1150515,2109,華豐,11.67,7.14,1.12,2026-05-17
1150515,2114,鑫永銓,15.37,5.66,2.1,2026-05-17
1150515,2115,六暉-KY,15.75,6.0,0.63,2026-05-17
1150515,2201,裕隆,31.65,2.08,0.44,2026-05-17
1150515,2204,中華,9.59,6.92,0.78,2026-05-17
1150515,2206,三陽工業,10.35,5.11,1.66,2026-05-17
1150515,2207,和泰車,13.71,4.27,3.29,2026-05-17
1150515,2208,台船,,,3.32,2026-05-17
1150515,2211,長榮鋼,11.48,6.92,1.44,2026-05-17
1150515,2227,裕日車,52.69,7.96,0.8,2026-05-17
1150515,2228,劍麟,19.25,5.47,1.26,2026-05-17
1150515,2231,為升,,0.47,4.2,2026-05-17
1150515,2233,宇隆,47.05,1.36,4.45,2026-05-17
1150515,2236,百達-KY,,0.49,3.55,2026-05-17
1150515,2239,英利-KY,,,0.22,2026-05-17
1150515,2241,艾姆勒,,,2.69,2026-05-17
1150515,2243,宏旭-KY,8.51,,1.65,2026-05-17
1150515,2247,汎德永業,13.04,7.0,1.35,2026-05-17
1150515,2248,華勝-KY,9.14,5.69,1.44,2026-05-17
1150515,2250,IKKA-KY,18.4,4.84,1.05,2026-05-17
1150515,2254,巨鎧精密-創,,,3.6,2026-05-17
1150515,2258,鴻華先進-創,,,3.84,2026-05-17
1150515,2301,光寶科,30.07,2.44,5.27,2026-05-17
1150515,2302,麗正,31.39,1.41,2.31,2026-05-17
1150515,2303,聯電,27.64,2.36,3.4,2026-05-17
1150515,2305,全友,60.74,,1.41,2026-05-17
1150515,2308,台達電,76.51,0.56,17.99,2026-05-17
1150515,2312,金寶,26.78,2.15,1.87,2026-05-17
1150515,2313,華通,41.53,1.19,5.99,2026-05-17
1150515,2314,台揚,,,23.3,2026-05-17
1150515,2316,楠梓電,8.39,1.54,1.71,2026-05-17
1150515,2317,鴻海,17.65,2.9,1.95,2026-05-17
1150515,2321,東訊,,,2.17,2026-05-17
1150515,2323,中環,4.48,2.05,0.57,2026-05-17
1150515,2324,仁寶,21.54,3.84,0.95,2026-05-17
1150515,2327,國巨*,35.87,1.32,5.61,2026-05-17
1150515,2328,廣宇,51.94,1.77,1.76,2026-05-17
1150515,2329,華泰,25.57,1.77,3.25,2026-05-17
1150515,2330,台積電,30.45,0.97,9.97,2026-05-17
1150515,2331,精英,38.7,1.09,0.99,2026-05-17
1150515,2332,友訊,,0.72,1.0,2026-05-17
1150515,2337,旺宏,,,6.35,2026-05-17
1150515,2338,光罩,,,2.59,2026-05-17
1150515,2340,台亞,,,2.41,2026-05-17
1150515,2342,茂矽,,0.74,2.75,2026-05-17
1150515,2344,華邦電,38.43,0.39,5.0,2026-05-17
1150515,2345,智邦,47.37,0.6,21.43,2026-05-17
1150515,2347,聯強,14.33,5.1,1.75,2026-05-17
1150515,2348,海悅,16.75,7.91,1.51,2026-05-17
1150515,2349,錸德,,,1.57,2026-05-17
1150515,2351,順德,79.65,0.61,4.52,2026-05-17
1150515,2352,佳世達,40.65,3.97,1.36,2026-05-17
1150515,2353,宏碁,20.98,4.69,1.14,2026-05-17
1150515,2354,鴻準,28.15,2.53,0.79,2026-05-17
1150515,2355,敬鵬,31.07,1.9,1.18,2026-05-17
1150515,2356,英業達,19.85,3.83,2.55,2026-05-17
1150515,2357,華碩,11.45,6.55,1.66,2026-05-17
1150515,2359,所羅門,69.59,0.74,4.03,2026-05-17
1150515,2360,致茂,70.64,0.87,34.21,2026-05-17
1150515,2362,藍天,17.23,5.18,0.5,2026-05-17
1150515,2363,矽統,35.59,0.99,1.53,2026-05-17
1150515,2364,倫飛,17.11,4.48,4.49,2026-05-17
1150515,2365,昆盈,93.97,0.82,2.62,2026-05-17
1150515,2367,燿華,,0.32,3.43,2026-05-17
1150515,2368,金像電,58.24,0.78,18.92,2026-05-17
1150515,2369,菱生,,1.01,2.3,2026-05-17
1150515,2371,大同,,10.67,1.29,2026-05-17
1150515,2373,震旦行,14.31,6.63,1.78,2026-05-17
1150515,2374,佳能,29.57,2.19,3.1,2026-05-17
1150515,2375,凱美,30.21,1.21,1.08,2026-05-17
1150515,2376,技嘉,15.25,3.68,3.39,2026-05-17
1150515,2377,微星,11.7,3.75,1.72,2026-05-17
1150515,2379,瑞昱,19.29,4.66,6.11,2026-05-17
1150515,2380,虹光,6.1,,0.67,2026-05-17
1150515,2382,廣達,15.38,5.1,5.68,2026-05-17
1150515,2383,台光電,100.11,0.54,34.49,2026-05-17
1150515,2385,群光,13.94,5.83,2.18,2026-05-17
1150515,2387,精元,13.4,10.47,0.72,2026-05-17
1150515,2388,威盛,418.89,0.27,1.92,2026-05-17
1150515,2390,云辰,,,0.77,2026-05-17
1150515,2392,正崴,,2.96,0.71,2026-05-17
1150515,2393,億光,14.92,7.2,1.35,2026-05-17
1150515,2395,研華,35.65,2.44,8.04,2026-05-17
1150515,2397,友通,25.6,4.12,2.11,2026-05-17
1150515,2399,映泰,29.13,,3.29,2026-05-17
1150515,2401,凌陽,,,1.77,2026-05-17
1150515,2402,毅嘉,32.77,3.13,2.77,2026-05-17
1150515,2404,漢唐,18.59,4.0,13.13,2026-05-17
1150515,2405,輔信,,0.66,1.51,2026-05-17
1150515,2406,國碩,,,2.96,2026-05-17
1150515,2408,南亞科,27.89,0.48,5.0,2026-05-17
1150515,2409,友達,59.53,2.1,0.96,2026-05-17
1150515,2412,中華電,27.44,3.77,2.7,2026-05-17
1150515,2413,環科,56.1,1.16,2.65,2026-05-17
1150515,2414,精技,13.68,6.21,2.28,2026-05-17
1150515,2415,錩新,13.8,6.0,1.35,2026-05-17
1150515,2417,圓剛,182.69,0.53,2.2,2026-05-17
1150515,2419,仲琦,,,1.92,2026-05-17
1150515,2420,新巨,14.39,5.29,2.08,2026-05-17
1150515,2421,建準,17.09,3.93,3.54,2026-05-17
1150515,2423,固緯,20.56,3.42,3.78,2026-05-17
1150515,2424,隴華,,,4.58,2026-05-17
1150515,2425,承啟,,0.29,1.33,2026-05-17
1150515,2426,鼎元,,0.16,4.95,2026-05-17
1150515,2427,三商電,15.98,3.42,1.18,2026-05-17
