Time,AccBidOrders,AccBidVolume,AccAskOrders,AccAskVolume,AccTransaction,AccTradeVolume,AccTradeValue,date
090000,570785,4185177,517412,2171011,,,,2026-05-15
090005,584289,4385136,525870,2210280,46480,165223,18460,2026-05-15
090010,597478,4767901,535255,2399356,64851,218484,30881,2026-05-15
090015,611929,5226115,546735,2606148,82968,265687,40311,2026-05-15
090020,628984,5652532,558941,2848071,101174,312914,46999,2026-05-15
090025,645647,5839689,570468,2983490,107756,335934,49632,2026-05-15
090030,660309,5898784,582260,3008153,114061,353267,51845,2026-05-15
090035,678324,6300791,595726,3240357,120289,370540,54090,2026-05-15
090040,697008,6636001,610036,3282754,127638,389205,57034,2026-05-15
090045,718771,7455777,626356,3566859,133417,405184,59359,2026-05-15
090050,737022,7761120,640735,3681191,139651,423928,61332,2026-05-15
090055,755289,7918282,655034,3728566,145016,438698,63389,2026-05-15
090100,775936,8487414,672189,4012059,150028,452539,65050,2026-05-15
090105,797222,8811180,689873,4184999,156456,472094,67100,2026-05-15
090110,818372,9137089,705121,4212011,161278,488458,68503,2026-05-15
090115,839036,9227590,721213,4301357,166629,504743,70344,2026-05-15
090120,859941,9403935,737539,4461669,171374,521727,71980,2026-05-15
090125,880796,9801500,754913,4742385,177338,542504,73636,2026-05-15
090130,900527,9982580,771148,4827804,182183,558287,75535,2026-05-15
090135,923154,10353366,790414,5115682,189452,581544,77913,2026-05-15
090140,945593,10526716,809043,5173361,194780,600781,79422,2026-05-15
090145,966229,10594551,826177,5183821,200603,620336,80863,2026-05-15
090150,987843,10437175,846025,5125295,208717,646796,83312,2026-05-15
090155,1009409,10629670,864792,5212275,214738,665314,85123,2026-05-15
090200,1030637,10747303,882994,5333606,219466,682121,87680,2026-05-15
090205,1055714,11025908,905626,5392922,232243,732144,91046,2026-05-15
090210,1079091,11548092,925932,5638871,241412,764321,93316,2026-05-15
090215,1101419,11894927,945497,5863449,247524,788239,95192,2026-05-15
090220,1124848,12126822,965567,5930493,254648,811702,97124,2026-05-15
090225,1146403,12501979,983643,6076672,259281,826082,98413,2026-05-15
090230,1166404,12667307,1000283,6183630,263486,839467,99701,2026-05-15
090235,1189889,13668751,1016856,6544568,267270,851542,101032,2026-05-15
090240,1211007,14214571,1031879,6700734,271608,864743,102149,2026-05-15
090245,1230511,14200162,1046994,6660876,275413,876280,103345,2026-05-15
090250,1253138,15135109,1062964,7126896,278531,885625,104603,2026-05-15
090255,1273398,15241974,1078628,7205031,283258,899948,106002,2026-05-15
090300,1299096,15257579,1097118,7141762,287647,913390,108089,2026-05-15
090305,1323862,15588817,1116264,7269773,293009,930698,109751,2026-05-15
090310,1349870,15681127,1136467,7264040,298117,950845,112033,2026-05-15
090315,1371427,15776781,1155363,7376422,303868,970565,114300,2026-05-15
090320,1390746,16158168,1171608,7541160,307189,980585,115153,2026-05-15
090325,1409015,16293948,1185991,7627178,310377,989851,116329,2026-05-15
090330,1427123,16511544,1200111,7668760,313771,1000265,117709,2026-05-15
090335,1447849,16792100,1215891,7850197,317596,1014449,119008,2026-05-15
090340,1467506,16857928,1230514,7881529,320909,1025599,120290,2026-05-15
090345,1486367,17068180,1245109,7955621,324748,1037556,121403,2026-05-15
090350,1506466,17270661,1260946,8038858,328901,1052134,122441,2026-05-15
090355,1527448,17428146,1277258,8195319,332698,1063956,123657,2026-05-15
090400,1545791,17475329,1291218,8231144,336086,1075425,124560,2026-05-15
090405,1569868,17584050,1310793,8289099,341937,1097294,126120,2026-05-15
090410,1591674,17714126,1329099,8365442,347045,1115398,127612,2026-05-15
090415,1614133,17629153,1347020,8295471,351471,1128343,128947,2026-05-15
090420,1635468,18054317,1364949,8524549,355216,1140066,129970,2026-05-15
090425,1657083,18159242,1383522,8576164,359664,1154137,131357,2026-05-15
090430,1676276,18213849,1399689,8618185,367607,1179626,132783,2026-05-15
090435,1700476,18244039,1417534,8653301,371227,1192309,133749,2026-05-15
090440,1721964,18382935,1434462,8751761,375366,1208471,134716,2026-05-15
090445,1742001,18566149,1450586,8787877,379319,1223167,135982,2026-05-15
090450,1761195,18639919,1466198,8835202,382922,1234100,136921,2026-05-15
090455,1779906,18726844,1481172,8910958,386720,1246287,137972,2026-05-15
090500,1798701,18757024,1496099,8891369,390920,1260769,138986,2026-05-15
090505,1824974,18742075,1516645,8776331,397160,1283038,140883,2026-05-15
090510,1848885,19066658,1535248,8999956,401622,1299766,142852,2026-05-15
090515,1870230,19413790,1552247,9169748,405646,1312191,144077,2026-05-15
090520,1890671,19296529,1568550,9154094,410011,1325011,145195,2026-05-15
090525,1910959,19276030,1585459,9135796,414107,1337764,146125,2026-05-15
090530,1930280,19587984,1601694,9250790,417829,1350101,147013,2026-05-15
090535,1951988,19586668,1618727,9227748,423931,1370880,148624,2026-05-15
090540,1972375,19708474,1635357,9246519,428701,1387018,149899,2026-05-15
090545,1994099,19523146,1651788,9197047,433686,1404178,151914,2026-05-15
090550,2013499,19775144,1667222,9330155,437308,1416149,153093,2026-05-15
090555,2034415,19923563,1685338,9333290,441878,1432768,154360,2026-05-15
090600,2054304,19730692,1702781,9316450,447104,1452207,155759,2026-05-15
090605,2075908,19968402,1720518,9396191,452360,1470389,157139,2026-05-15
090610,2098644,19616993,1737289,9210802,457444,1487972,158554,2026-05-15
090615,2120548,19820839,1754396,9333084,461340,1501478,159546,2026-05-15
090620,2141740,20064836,1770921,9422031,465204,1514883,160730,2026-05-15
090625,2163221,19855701,1787323,9279677,469816,1530149,162059,2026-05-15
090630,2184694,19503229,1804419,9329073,473675,1544248,163273,2026-05-15
090635,2208433,19917294,1823808,9477438,477948,1558745,164434,2026-05-15
090640,2229076,20034064,1841005,9548463,482071,1571331,165474,2026-05-15
090645,2248337,19786289,1857319,9448354,485972,1583214,166410,2026-05-15
090650,2267491,19901238,1873543,9527500,489394,1593983,167383,2026-05-15
090655,2287765,20176621,1891158,9658957,493256,1608528,168349,2026-05-15
090700,2305692,20079658,1907362,9667355,497751,1626139,169418,2026-05-15
090705,2324807,20305288,1924259,9687375,501293,1641196,170348,2026-05-15
090710,2343510,20281866,1941421,9787887,505285,1652362,171441,2026-05-15
090715,2363740,20260885,1960012,9788512,509946,1668608,172728,2026-05-15
090720,2382089,20507558,1976588,9876501,513389,1679304,173423,2026-05-15
090725,2400151,20550046,1992200,9891497,517391,1691798,174925,2026-05-15
090730,2416763,20544393,2006325,9911666,520548,1702485,175858,2026-05-15
090735,2436495,20617760,2022256,9964150,524435,1715599,176890,2026-05-15
090740,2452822,20652334,2036351,9951946,528156,1728191,177976,2026-05-15
090745,2470246,20705732,2050615,9928982,531536,1741278,178742,2026-05-15
090750,2489257,20310612,2065052,9902518,536744,1760543,180303,2026-05-15
090755,2512460,20529567,2081299,10021118,540791,1775863,181770,2026-05-15
090800,2532398,20497869,2096771,9930729,543763,1787266,182626,2026-05-15
090805,2553912,20882578,2113907,10053815,547373,1799342,183517,2026-05-15
090810,2572195,20765342,2129234,10061185,552758,1818059,185008,2026-05-15
090815,2591763,20810418,2145880,10079544,558556,1834599,186503,2026-05-15
090820,2608932,20803926,2160788,10006454,562536,1847496,187503,2026-05-15
090825,2630334,20460232,2176659,9870417,567370,1865216,188842,2026-05-15
090830,2652320,20790576,2193645,10007190,571557,1884473,189945,2026-05-15
090835,2672108,21048315,2209372,10111632,575034,1897968,190861,2026-05-15
090840,2690652,20716912,2224104,10064303,579012,1912043,191997,2026-05-15
090845,2712332,20726805,2241662,10066281,583219,1928305,193563,2026-05-15
090850,2734085,20712443,2259973,10054527,586935,1939920,194871,2026-05-15
090855,2755635,21004866,2278141,10245187,590902,1956494,195971,2026-05-15
090900,2775434,20885429,2295093,10200230,594874,1968316,197204,2026-05-15
090905,2798019,20711185,2313336,10173756,598550,1982125,198316,2026-05-15
090910,2824448,20934308,2332626,10250898,602731,1996353,199403,2026-05-15
090915,2847745,21127968,2349472,10323768,605379,2006717,200079,2026-05-15
090920,2869510,21129230,2366213,10353817,607859,2015267,200909,2026-05-15
090925,2888682,21474323,2382177,10565034,610865,2026275,201594,2026-05-15
090930,2905029,21377122,2395674,10487039,614948,2042425,202638,2026-05-15
090935,2924402,21972334,2411036,10611113,618099,2052454,203526,2026-05-15
090940,2941834,22137479,2426063,10653964,621608,2064129,204504,2026-05-15
090945,2962541,22073884,2442049,10652844,624507,2073825,205280,2026-05-15
090950,2979850,22103215,2455831,10651119,627328,2083422,206113,2026-05-15
090955,2997128,22252774,2469696,10737605,630506,2094505,206942,2026-05-15
091000,3015391,22510853,2483647,10808230,633580,2105152,207819,2026-05-15
091005,3035901,22307913,2499916,10789276,637349,2118572,209219,2026-05-15
091010,3056722,22351229,2516713,10785960,641671,2133579,210976,2026-05-15
091015,3075364,22602212,2531593,10849422,644623,2142886,211917,2026-05-15
091020,3095488,22484692,2546334,10914682,648568,2154833,213112,2026-05-15
091025,3115351,22614142,2560462,10921255,651400,2164394,213745,2026-05-15
091030,3133740,22668713,2574685,10979802,654136,2173928,214490,2026-05-15
091035,3149735,22762893,2587565,10932065,656709,2182044,215100,2026-05-15
091040,3166972,22733855,2601550,10931333,659829,2192258,215983,2026-05-15
091045,3187713,22701331,2617726,10899372,662810,2202969,216844,2026-05-15
091050,3204715,22779333,2632148,10935226,665666,2211719,217653,2026-05-15
091055,3221753,22826006,2646781,10983104,668837,2223570,218525,2026-05-15
091100,3237010,22801750,2660345,11015002,671105,2230995,219066,2026-05-15
091105,3255621,22922132,2676055,11003397,673938,2239799,219702,2026-05-15
091110,3272162,23049593,2689918,11117002,676418,2247990,220229,2026-05-15
091115,3288726,22806908,2703260,10993623,680143,2261322,221385,2026-05-15
091120,3309612,23009344,2717830,11066361,685666,2278074,223272,2026-05-15
091125,3325680,23128893,2731218,11184092,688343,2287851,223976,2026-05-15
091130,3340692,23228437,2743794,11212532,691327,2297283,224662,2026-05-15
091135,3357621,23294792,2758043,11254717,694475,2307160,225339,2026-05-15
091140,3374750,23240315,2772707,11196878,697412,2317080,226050,2026-05-15
091145,3391653,23405025,2786715,11295521,700111,2327306,226742,2026-05-15
091150,3408188,23352294,2802756,11298364,703069,2338346,227662,2026-05-15
091155,3426013,23429826,2817703,11332856,708521,2354411,230277,2026-05-15
091200,3443604,23168689,2831441,11296181,712688,2365637,231434,2026-05-15
091205,3461916,23645303,2845195,11367352,716496,2377046,232628,2026-05-15
091210,3482063,23556288,2860587,11324563,722972,2396330,235264,2026-05-15
091215,3499029,23683626,2874142,11372772,727887,2411710,236719,2026-05-15
091220,3515525,23827083,2887211,11443155,732442,2425457,238277,2026-05-15
091225,3530050,23780321,2899700,11407502,735963,2434956,239173,2026-05-15
091230,3546005,23815645,2913130,11470725,739389,2445520,240197,2026-05-15
091235,3563256,23731152,2927700,11488279,743037,2456351,241247,2026-05-15
091240,3578087,24010682,2940849,11598149,746590,2466577,242030,2026-05-15
091245,3593953,23828667,2954231,11552528,749519,2475313,242886,2026-05-15
091250,3610068,23803184,2968371,11575981,752849,2485756,243723,2026-05-15
091255,3626348,23936115,2982481,11571344,756679,2496484,244937,2026-05-15
091300,3644765,23910515,2996379,11607431,760131,2507259,245915,2026-05-15
091305,3662122,23958349,3010130,11605641,763744,2517227,246888,2026-05-15
091310,3680625,24038186,3024644,11605630,768350,2530449,250070,2026-05-15
091315,3696053,24124844,3036940,11653758,771179,2538428,250794,2026-05-15
091320,3712154,23934445,3050794,11535271,775147,2553006,251846,2026-05-15
091325,3729712,24034638,3064888,11640159,778171,2565879,252889,2026-05-15
091330,3745647,24097253,3078201,11652350,781483,2576606,253901,2026-05-15
091335,3763025,22947759,3090559,11573966,784254,2585579,254678,2026-05-15
091340,3780217,24085877,3103425,11722591,787189,2595152,255401,2026-05-15
091345,3796334,24179608,3117682,11730008,791402,2607857,256441,2026-05-15
091350,3812810,24258958,3132272,11809711,794120,2617271,257069,2026-05-15
091355,3827292,24315822,3144716,11824061,797364,2626412,257952,2026-05-15
091400,3839877,24402226,3156580,11830047,799997,2634553,258608,2026-05-15
091405,3856795,24537696,3170639,11884478,804562,2647430,259815,2026-05-15
091410,3873072,24915447,3184484,12050083,807421,2657842,260622,2026-05-15
091415,3886943,24879849,3197641,12080875,810507,2670653,261579,2026-05-15
091420,3902394,24892988,3210383,12047202,813513,2680005,262556,2026-05-15
091425,3916695,24984476,3223371,12118407,815897,2687838,263137,2026-05-15
091430,3930302,25016132,3235565,12197904,818506,2696630,263716,2026-05-15
091435,3945606,24953059,3249611,12102922,821859,2707294,264615,2026-05-15
091440,3960038,24871816,3262272,12118822,824454,2715723,265274,2026-05-15
091445,3975744,24941815,3275488,12134159,827401,2725216,265945,2026-05-15
091450,3989602,24968046,3286717,12100536,829687,2732383,266517,2026-05-15
091455,4004268,24906160,3298560,12087392,832159,2740218,267269,2026-05-15
091500,4018111,24840503,3310377,12071247,834859,2748876,267879,2026-05-15
091505,4038143,25338546,3326872,12239518,838328,2760897,268945,2026-05-15
091510,4058225,25283920,3343217,12231273,842336,2774779,270616,2026-05-15
091515,4077356,25665250,3358383,12322699,844751,2784395,271249,2026-05-15
091520,4095164,25614771,3372741,12400429,847057,2792960,271897,2026-05-15
091525,4114472,25563974,3388235,12410865,850035,2805995,272748,2026-05-15
091530,4133096,25761882,3403126,12397112,853442,2819988,273678,2026-05-15
091535,4147159,25709694,3415255,12485011,856772,2832457,274263,2026-05-15
091540,4162881,25457245,3428906,12405455,860200,2845656,275314,2026-05-15
091545,4180867,25596699,3443711,12367543,862786,2854705,276034,2026-05-15
091550,4196402,25897322,3457816,12464095,865760,2865335,276893,2026-05-15
091555,4210633,25751815,3471530,12467065,869030,2881207,277597,2026-05-15
091600,4228254,25517323,3488297,12346278,872720,2894343,278415,2026-05-15
091605,4247918,25761916,3504925,12475764,875995,2904281,279444,2026-05-15
091610,4262447,25631227,3518479,12414302,878993,2918743,280288,2026-05-15
091615,4279591,25511444,3533534,12397239,881870,2928322,280995,2026-05-15
091620,4295242,25783991,3546645,12535876,884410,2938706,281627,2026-05-15
091625,4312258,25513856,3560672,12462445,886997,2947256,282379,2026-05-15
091630,4333719,25716358,3577029,12577507,889850,2958965,283190,2026-05-15
091635,4353194,25803405,3592506,12517144,892287,2969565,283854,2026-05-15
091640,4371350,25820091,3607102,12592268,895264,2983029,284660,2026-05-15
091645,4392563,25485024,3622649,12375374,898112,2993334,285497,2026-05-15
091650,4409555,25839142,3635230,12612534,900194,3002205,286056,2026-05-15
091655,4427007,25871182,3648844,12599687,903088,3012422,286845,2026-05-15
091700,4443828,26079354,3662387,12614092,905937,3021017,287583,2026-05-15
091705,4461208,25768057,3677282,12580362,908694,3031985,288329,2026-05-15
091710,4481617,25660015,3695310,12560555,912390,3046823,289361,2026-05-15
091715,4504014,25755457,3714172,12553356,916341,3060631,290548,2026-05-15
091720,4523981,25739566,3731795,12559578,919527,3072210,291434,2026-05-15
091725,4541634,25886956,3747772,12729018,922972,3085693,292169,2026-05-15
091730,4557880,26056261,3761301,12793118,924999,3091636,292614,2026-05-15
091735,4580333,25215116,3780444,12548306,928829,3111739,294090,2026-05-15
091740,4602706,25636547,3797376,12616734,932955,3127549,295059,2026-05-15
091745,4620999,25913079,3812146,12763430,935943,3137153,295737,2026-05-15
091750,4638561,25888449,3826607,12802074,939900,3154255,298951,2026-05-15
091755,4657350,26123618,3842982,12965708,944354,3168574,300083,2026-05-15
091800,4673976,26026935,3858594,12931117,947945,3180968,300803,2026-05-15
091805,4689741,25953937,3872933,12895592,950795,3189436,301970,2026-05-15
091810,4705993,26105941,3887596,12944605,953268,3198483,302560,2026-05-15
091815,4720365,26050052,3899919,12979456,956008,3207544,303158,2026-05-15
091820,4737782,26005334,3913546,12952105,959057,3218985,304022,2026-05-15
091825,4753907,26248369,3926268,13059720,962044,3229338,304878,2026-05-15
091830,4767597,26340971,3937415,13090469,964352,3238061,305409,2026-05-15
091835,4782186,26464064,3948665,13125348,966794,3245053,306035,2026-05-15
091840,4795386,26303152,3959568,13040003,969163,3252845,306575,2026-05-15
091845,4810289,26312090,3970885,13118887,971633,3261386,307260,2026-05-15
091850,4827468,26018866,3984494,13007046,974300,3270155,308138,2026-05-15
091855,4845047,26381836,3998552,13154168,976564,3277899,308928,2026-05-15
091900,4860725,26040698,4011145,13074045,978874,3288755,309473,2026-05-15
091905,4880957,25959296,4027670,13009573,982780,3306013,310595,2026-05-15
091910,4900282,26188159,4044752,13172239,986680,3320452,311608,2026-05-15
091915,4916701,26424108,4058794,13277112,989041,3327222,312183,2026-05-15
091920,4931931,26303111,4071172,13257295,991682,3336734,312816,2026-05-15
091925,4946905,26441345,4083500,13272234,993557,3342178,313220,2026-05-15
091930,4961992,26435827,4096077,13313201,995404,3348406,313686,2026-05-15
091935,4977208,26352697,4110088,13322311,998074,3356559,314246,2026-05-15
091940,4993582,26392792,4124213,13350483,1000915,3367876,315026,2026-05-15
091945,5006643,26581138,4135478,13451394,1003178,3376060,315568,2026-05-15
091950,5019961,26566153,4147214,13461205,1005379,3383743,316105,2026-05-15
091955,5036009,26375143,4159865,13326723,1008112,3393793,316895,2026-05-15
092000,5049801,26591063,4171394,13366336,1009910,3399119,317337,2026-05-15
092005,5067292,26384686,4185235,13328018,1013285,3409963,318290,2026-05-15
092010,5087825,25692416,4200916,12946051,1017136,3425590,320380,2026-05-15
092015,5107914,26413790,4215630,13340908,1019920,3435255,321219,2026-05-15
092020,5124428,26634650,4229025,13422293,1022692,3443886,322257,2026-05-15
092025,5142636,26606498,4245103,13429485,1026243,3457959,323222,2026-05-15
092030,5156963,26947125,4257430,13568136,1028581,3465454,323967,2026-05-15
092035,5170619,26854657,4268469,13539979,1030709,3473347,324514,2026-05-15
092040,5184987,26696211,4279880,13397634,1032875,3480889,325024,2026-05-15
092045,5200861,26849666,4292891,13461123,1035361,3490426,326318,2026-05-15
092050,5212139,26929271,4302693,13550413,1037116,3496765,326749,2026-05-15
092055,5224000,26958620,4313598,13631981,1038724,3501245,327090,2026-05-15
092100,5238359,26827385,4326130,13594461,1041758,3514641,327757,2026-05-15
092105,5253184,26991081,4339468,13657523,1044405,3525089,328371,2026-05-15
092110,5267279,26723191,4352484,13572378,1046582,3531906,329167,2026-05-15
092115,5281037,26955215,4363570,13667254,1050671,3543480,330987,2026-05-15
092120,5294130,26983957,4374451,13662935,1053733,3552810,331843,2026-05-15
092125,5307089,26970918,4385218,13657143,1055813,3560264,332467,2026-05-15
092130,5319930,27062051,4395942,13688803,1058111,3567464,332954,2026-05-15
092135,5332635,27119439,4406191,13681778,1059916,3572863,333349,2026-05-15
092140,5344624,27217559,4415675,13771383,1062044,3579510,333976,2026-05-15
092145,5355272,26979189,4424818,13717035,1064141,3587680,334571,2026-05-15
092150,5369465,26836576,4436701,13652256,1066042,3594716,335140,2026-05-15
092155,5380969,27224536,4447250,13784000,1067728,3601540,335723,2026-05-15
092200,5391538,27295342,4456628,13834559,1069701,3607558,336198,2026-05-15
092205,5406404,27018297,4468927,13754205,1071980,3615612,337134,2026-05-15
092210,5420008,27070329,4480594,13816736,1073987,3623687,337803,2026-05-15
092215,5433236,27146946,4492588,13732151,1076244,3633410,340748,2026-05-15
092220,5446886,27322898,4503520,13833953,1077980,3638512,341333,2026-05-15
092225,5458996,27141919,4513688,13773971,1079800,3644018,341897,2026-05-15
092230,5472078,27085418,4525219,13784121,1081893,3651839,342523,2026-05-15
092235,5484920,27339493,4536625,13903430,1084293,3660855,343087,2026-05-15
092240,5496590,27080987,4547051,13836311,1086571,3667715,343601,2026-05-15
092245,5510172,27260952,4557900,13849211,1089098,3674986,344267,2026-05-15
092250,5522100,26973651,4568185,13854679,1090767,3681319,344769,2026-05-15
092255,5535526,27363571,4578927,13930206,1093116,3688745,345426,2026-05-15
092300,5547939,27346114,4589179,13930611,1095471,3698300,346092,2026-05-15
092305,5561301,27265166,4600398,13873575,1098002,3706044,346806,2026-05-15
092310,5573881,27525844,4610977,14037527,1100728,3715688,347536,2026-05-15
092315,5584952,27333463,4620197,13914533,1102823,3722189,348208,2026-05-15
092320,5597466,27272032,4630503,13921778,1104546,3726761,348849,2026-05-15
092325,5611741,27221367,4641829,13883728,1106642,3734217,350338,2026-05-15
092330,5624890,27332152,4652228,13967390,1108910,3741513,351073,2026-05-15
092335,5637968,27312586,4663229,14039591,1111193,3748873,351657,2026-05-15
092340,5650774,27209589,4675057,14117607,1114252,3761369,353515,2026-05-15
092345,5663349,27328430,4685139,14182306,1116229,3768188,354215,2026-05-15
092350,5675844,27405022,4696033,14211182,1118040,3774531,354761,2026-05-15
092355,5690355,27426007,4707520,14304924,1119912,3780953,355345,2026-05-15
092400,5702887,27400600,4717783,14249709,1122339,3789129,355938,2026-05-15
092405,5716343,27511326,4729403,14292257,1124078,3793963,356453,2026-05-15
092410,5729217,27392160,4739942,14308364,1126288,3801419,357096,2026-05-15
092415,5741792,27516202,4749919,14352336,1127762,3806916,357467,2026-05-15
092420,5755365,27353394,4760465,14283696,1129810,3814657,358202,2026-05-15
092425,5768415,27525832,4771465,14345903,1133325,3825072,359053,2026-05-15
092430,5780864,27287780,4781636,14277449,1135771,3831852,359618,2026-05-15
092435,5792582,27656199,4791292,14416823,1137828,3838377,360130,2026-05-15
092440,5805445,27557309,4801662,14363969,1140433,3845755,360913,2026-05-15
092445,5818777,27315755,4812461,14290749,1142516,3852728,361589,2026-05-15
092450,5832842,27442535,4824139,14304616,1144975,3859824,362431,2026-05-15
092455,5846313,27472881,4834984,14314695,1147258,3867139,363389,2026-05-15
092500,5860720,27603138,4846633,14347606,1149145,3876087,363847,2026-05-15
092505,5875197,27492483,4858572,14273938,1151802,3884405,364815,2026-05-15
092510,5888924,27593156,4869641,14351349,1154107,3892465,365823,2026-05-15
092515,5901334,27833677,4879636,14447134,1156202,3899072,366378,2026-05-15
092520,5913347,27835218,4889207,14463044,1158175,3905966,366887,2026-05-15
092525,5925068,27847338,4899378,14476299,1159911,3912451,367373,2026-05-15
092530,5936222,27876525,4908859,14474820,1161389,3916467,367774,2026-05-15
092535,5948490,27715987,4919771,14397869,1163461,3928174,368444,2026-05-15
092540,5960763,27738730,4930824,14453612,1165433,3934135,369015,2026-05-15
092545,5972056,27745750,4940954,14452106,1167888,3943009,369919,2026-05-15
092550,5983641,27719006,4949902,14464500,1170049,3951467,370645,2026-05-15
092555,5996471,27560006,4959893,14331705,1172011,3957138,371242,2026-05-15
092600,6008192,27754939,4969790,14526497,1173795,3963358,371942,2026-05-15
092605,6020115,27875454,4979672,14531665,1176473,3971622,372712,2026-05-15
092610,6033257,27682875,4990204,14413312,1180305,3982385,373681,2026-05-15
092615,6047485,27522850,5002400,14349735,1183214,3994395,374460,2026-05-15
092620,6062063,27659081,5013911,14411141,1184975,4000074,374947,2026-05-15
092625,6074118,27780599,5024170,14452387,1186743,4005522,375474,2026-05-15
092630,6085342,27744810,5034516,14490443,1188454,4010634,376003,2026-05-15
092635,6096772,27800137,5045192,14518411,1191281,4018961,376666,2026-05-15
092640,6108041,27838218,5055526,14537019,1192865,4023806,377089,2026-05-15
092645,6120644,27600297,5066855,14521237,1195194,4031828,377734,2026-05-15
092650,6132222,27883185,5077816,14656942,1197409,4040336,378247,2026-05-15
092655,6142225,27847601,5087301,14612454,1199066,4045822,379027,2026-05-15
092700,6152642,27798905,5097047,14628178,1200822,4051267,379477,2026-05-15
092705,6164292,27845313,5108265,14627356,1202627,4056803,379986,2026-05-15
092710,6175416,27885856,5118437,14690675,1204922,4063992,380727,2026-05-15
092715,6186868,28045159,5127999,14787841,1207209,4071092,381646,2026-05-15
092720,6198333,27884702,5137600,14582071,1209258,4077101,382412,2026-05-15
092725,6209516,27870981,5147980,14611183,1210962,4082152,382832,2026-05-15
092730,6219742,28072453,5156890,14685895,1212505,4087486,383238,2026-05-15
092735,6229217,28113093,5165933,14720317,1214138,4094442,383625,2026-05-15
092740,6237799,28135935,5174016,14804119,1215667,4099252,384028,2026-05-15
092745,6247091,28128932,5182478,14731338,1217635,4104289,384568,2026-05-15
092750,6256096,28250583,5191013,14831975,1219355,4110286,385035,2026-05-15
092755,6266257,28148009,5200194,14812513,1221683,4117441,385778,2026-05-15
092800,6276789,28100530,5209247,14854412,1223581,4123349,386327,2026-05-15
092805,6290216,28013875,5220076,14692867,1226228,4133627,387001,2026-05-15
092810,6302200,28179059,5229938,14813928,1227617,4138064,387332,2026-05-15
092815,6313368,28132604,5239669,14872049,1229620,4144046,387856,2026-05-15
092820,6323404,28088917,5249100,14865754,1231098,4149049,388246,2026-05-15
092825,6334141,28399701,5258633,14983460,1233236,4157741,388728,2026-05-15
092830,6342191,28188109,5266299,14879446,1234889,4164094,389274,2026-05-15
092835,6351982,28326091,5274800,15027980,1236599,4169493,389691,2026-05-15
092840,6361547,28281940,5283954,14940942,1238202,4174601,390042,2026-05-15
092845,6371318,28336896,5292411,14937652,1239803,4180961,390505,2026-05-15
092850,6380788,28312840,5300898,14921641,1241241,4185662,390934,2026-05-15
092855,6393749,28084770,5311420,14884371,1243577,4193848,391598,2026-05-15
092900,6405841,28363427,5320660,14954572,1245076,4198101,392007,2026-05-15
092905,6416370,28259628,5330071,14857459,1247655,4209047,392480,2026-05-15
092910,6427912,28079324,5339692,14776660,1250159,4218206,393037,2026-05-15
092915,6439198,28201850,5349171,14862672,1251964,4224402,393452,2026-05-15
092920,6449599,28364624,5358087,14860653,1254760,4231768,394030,2026-05-15
092925,6462461,28261405,5368002,14880968,1257234,4243293,394608,2026-05-15
092930,6473612,28279381,5377295,14903314,1259032,4249376,394968,2026-05-15
092935,6486277,28087416,5388267,14747873,1261081,4256240,395590,2026-05-15
092940,6498607,28152574,5399249,14810819,1262974,4263606,396275,2026-05-15
092945,6510291,28175434,5409754,14835478,1264990,4270372,396826,2026-05-15
092950,6520729,28224818,5419391,14836336,1266649,4276448,397252,2026-05-15
092955,6532596,28273596,5429714,14863297,1268646,4283268,397730,2026-05-15
093000,6543955,28218626,5439013,14861989,1271267,4293090,398403,2026-05-15
093005,6561077,28362076,5453159,14893039,1274073,4306107,399348,2026-05-15
093010,6576168,28614792,5465330,14970194,1276129,4314903,400059,2026-05-15
093015,6590281,28553815,5476827,14892027,1278204,4322398,401122,2026-05-15
093020,6602542,28637841,5488031,14944147,1280042,4327703,401986,2026-05-15
093025,6615404,28667343,5499174,14953629,1282240,4336700,402632,2026-05-15
093030,6627999,28669183,5509922,14982705,1284440,4343304,403155,2026-05-15
093035,6641419,28207728,5521607,14822151,1287638,4352774,404298,2026-05-15
093040,6656103,28483635,5534040,14944214,1290606,4362638,405102,2026-05-15
093045,6667822,28624280,5544102,14963601,1292363,4367681,405549,2026-05-15
093050,6680579,28722626,5555010,15008116,1294365,4374422,406043,2026-05-15
093055,6691689,28842550,5565514,15101081,1295953,4381909,406533,2026-05-15
093100,6702108,28767397,5575006,15047721,1297744,4387302,407099,2026-05-15
093105,6717199,28581307,5588472,15062011,1302186,4400289,408228,2026-05-15
093110,6731173,28823442,5600698,15081252,1304490,4407328,409101,2026-05-15
093115,6743721,28844368,5611302,15089790,1305952,4411964,409594,2026-05-15
093120,6755314,28837947,5622719,15131250,1308030,4417782,410234,2026-05-15
093125,6768035,28809402,5633866,15187028,1309974,4424773,410891,2026-05-15
093130,6779128,28656725,5644530,14832165,1312010,4431551,411370,2026-05-15
093135,6791374,28880478,5656374,15166364,1313444,4435652,411763,2026-05-15
093140,6802394,28870278,5666562,15178676,1315497,4440939,412370,2026-05-15
093145,6814963,28652740,5678421,15104282,1317940,4449037,413039,2026-05-15
093150,6831117,28548946,5692885,15025173,1320253,4459212,413939,2026-05-15
093155,6845044,28502079,5704861,14950534,1321925,4465089,414455,2026-05-15
093200,6856503,28810831,5714928,15139978,1323214,4469832,414757,2026-05-15
