Time,AccBidOrders,AccBidVolume,AccAskOrders,AccAskVolume,AccTransaction,AccTradeVolume,AccTradeValue,date
103055,13406764,33313654,11136067,19799558,2349883,7963838,692972,2026-05-15
103100,13413354,33464349,11141229,19919564,2350822,7966629,693127,2026-05-15
103105,13420787,33477510,11146829,19886882,2351752,7969325,693308,2026-05-15
103110,13429593,33316008,11152905,19876353,2352777,7972119,693655,2026-05-15
103115,13436532,33455341,11158584,19933168,2353561,7974749,693821,2026-05-15
103120,13444036,33421049,11164556,19871864,2354364,7977248,693979,2026-05-15
103125,13450749,33513795,11169988,19935690,2355084,7980166,694209,2026-05-15
103130,13459001,33127646,11175806,19877514,2355905,7982299,694366,2026-05-15
103135,13467398,33387441,11181461,19883857,2356879,7985608,694580,2026-05-15
103140,13474283,33440645,11186869,19896900,2357772,7988157,694703,2026-05-15
103145,13483387,33198586,11192794,19885468,2358509,7990357,694833,2026-05-15
103150,13492596,33396561,11199097,19897018,2359440,7993778,695081,2026-05-15
103155,13498678,33498542,11204218,19984050,2360273,7996449,695316,2026-05-15
103200,13503955,33565671,11208325,19972556,2360933,7998574,695445,2026-05-15
103205,13510657,33564637,11213798,19983148,2362064,8003344,695725,2026-05-15
103210,13515842,33676131,11218122,20002529,2362780,8006032,695920,2026-05-15
103215,13521059,33500368,11222248,19979172,2363473,8007957,696075,2026-05-15
103220,13526572,33577192,11226533,19965048,2364260,8011241,696244,2026-05-15
103225,13533703,33499303,11231683,19975475,2365181,8014606,696489,2026-05-15
103230,13540864,33560860,11236750,19968147,2365841,8017338,696622,2026-05-15
103235,13547901,33628211,11241942,20069360,2367388,8021519,697120,2026-05-15
103240,13554685,33529703,11246767,19978528,2368214,8024512,697395,2026-05-15
103245,13560192,33552573,11250827,19984302,2368896,8026532,697530,2026-05-15
103250,13566893,33598776,11256005,19921764,2369807,8029140,697717,2026-05-15
103255,13572721,33677880,11260723,19962036,2370755,8032618,697898,2026-05-15
103300,13581119,33520386,11266546,19914265,2371986,8037252,698167,2026-05-15
103305,13588788,33497060,11272847,19832229,2373041,8043561,698522,2026-05-15
103310,13598389,33467646,11279746,19835898,2374307,8048541,699114,2026-05-15
103315,13604570,33524008,11284750,19921264,2374966,8052661,699262,2026-05-15
103320,13610691,33559074,11289515,19951277,2375737,8056021,699443,2026-05-15
103325,13616827,33548388,11294364,19945283,2376484,8057954,699589,2026-05-15
103330,13622126,33564139,11299137,19941180,2377146,8059990,699739,2026-05-15
103335,13628081,33519309,11304627,19937871,2377972,8062721,699994,2026-05-15
103340,13635115,33375926,11310469,19877106,2379124,8066894,700278,2026-05-15
103345,13641985,33640488,11315670,19975417,2380418,8070880,700575,2026-05-15
103350,13648266,33613715,11320981,19886125,2381398,8074081,700847,2026-05-15
103355,13654739,33659260,11326264,19959112,2382423,8077585,701049,2026-05-15
103400,13661317,33567679,11331862,19868457,2383683,8082811,701324,2026-05-15
103405,13669001,33623900,11338038,19935106,2384519,8085218,701552,2026-05-15
103410,13674483,33494709,11342784,19891535,2386252,8089456,702021,2026-05-15
103415,13681131,33533275,11348527,19924750,2387171,8093818,702235,2026-05-15
103420,13687760,33595191,11354174,19943252,2388024,8095994,702430,2026-05-15
103425,13694795,33639423,11359697,19903930,2389059,8101567,702666,2026-05-15
103430,13701254,33587131,11364722,19929241,2392343,8111360,703384,2026-05-15
103435,13708466,33628232,11371111,19944367,2393493,8115838,703585,2026-05-15
103440,13715116,33565818,11376932,19937760,2394492,8119161,703800,2026-05-15
103445,13721211,33665791,11382546,20025311,2395257,8121349,703985,2026-05-15
103450,13727493,33509409,11387534,19965667,2396219,8124066,704232,2026-05-15
103455,13733143,33634765,11392560,20016496,2397029,8126829,704385,2026-05-15
103500,13738444,33715337,11396907,20071134,2397666,8128603,704530,2026-05-15
103505,13745009,33547623,11402401,20020676,2398617,8130963,704876,2026-05-15
103510,13751704,33705783,11407963,20066248,2399668,8134222,705284,2026-05-15
103515,13757796,33790501,11412945,20089888,2400785,8137378,705994,2026-05-15
103520,13764431,33665426,11418112,19972115,2402280,8143005,706373,2026-05-15
103525,13771543,33807779,11423569,20018262,2404439,8148834,707052,2026-05-15
103530,13778802,33669114,11429304,19976179,2406596,8156432,707603,2026-05-15
103535,13786490,33743970,11435416,20026510,2407413,8158542,707778,2026-05-15
103540,13792083,33823436,11440299,20025716,2408466,8163080,708417,2026-05-15
103545,13798011,33762569,11445467,20041347,2409495,8165931,708862,2026-05-15
103550,13803121,33760256,11450109,20063167,2410187,8167717,709013,2026-05-15
103555,13807916,33834489,11454320,20084240,2410860,8169633,709189,2026-05-15
103600,13813073,33777503,11458753,20038319,2411985,8172696,709530,2026-05-15
103605,13819170,33733981,11464665,20036060,2413610,8178188,710121,2026-05-15
103610,13825371,33706565,11470087,20057775,2414604,8181033,710391,2026-05-15
103615,13832516,33645113,11475846,20060880,2415708,8184916,710727,2026-05-15
103620,13838515,33745589,11481008,20090286,2416437,8186936,710983,2026-05-15
103625,13844238,33713075,11485883,20119308,2417372,8189598,711181,2026-05-15
103630,13852553,33661744,11492713,20073100,2419387,8195431,711804,2026-05-15
103635,13858838,33679425,11498330,20110581,2420445,8198778,712047,2026-05-15
103640,13864467,33724407,11503576,20142037,2421158,8200743,712208,2026-05-15
103645,13869839,33716861,11508578,20124232,2421893,8202802,712368,2026-05-15
103650,13876022,33576218,11514431,20094377,2422820,8204840,712630,2026-05-15
103655,13881231,33774103,11519276,20193671,2423558,8206795,712853,2026-05-15
103700,13886110,33799381,11523644,20228505,2424378,8208830,713182,2026-05-15
103705,13892474,33764878,11529475,20154409,2425607,8212829,713595,2026-05-15
103710,13900380,33590589,11535944,20132508,2426934,8217849,714213,2026-05-15
103715,13906078,33793272,11541267,20187077,2427716,8220624,714439,2026-05-15
103720,13911584,33729625,11546503,20123429,2428490,8222968,714660,2026-05-15
103725,13916924,33865262,11551797,20160976,2429138,8225382,714806,2026-05-15
103730,13922541,33784952,11556816,20146290,2429882,8228304,715073,2026-05-15
103735,13928280,33877898,11561497,20184580,2430599,8230200,715220,2026-05-15
103740,13932867,33777541,11565692,20156841,2431163,8231777,715374,2026-05-15
103745,13937537,33814694,11569899,20189181,2431826,8233319,715523,2026-05-15
103750,13943518,33876803,11574838,20238414,2432634,8236578,715684,2026-05-15
103755,13948521,33821913,11579064,20175004,2433479,8238623,715888,2026-05-15
103800,13954787,33690278,11583946,20190871,2434255,8241559,716130,2026-05-15
103805,13961877,33774323,11589371,20096491,2435039,8243708,716319,2026-05-15
103810,13968233,33845236,11594650,20184655,2435725,8246182,716473,2026-05-15
103815,13974165,33882737,11599675,20216835,2436591,8248424,716729,2026-05-15
103820,13980425,33858592,11604538,20214645,2437268,8250339,716889,2026-05-15
103825,13985662,33627909,11609229,20132165,2437957,8253276,717079,2026-05-15
103830,13992443,33923892,11614471,20279238,2438525,8255339,717220,2026-05-15
103835,13998327,33834841,11619543,20180558,2439172,8257716,717359,2026-05-15
103840,14004349,33765272,11624755,20234782,2439919,8259489,717539,2026-05-15
103845,14010240,33828743,11629719,20279946,2440826,8263218,717824,2026-05-15
103850,14017130,33777594,11635172,20240160,2442078,8266872,718198,2026-05-15
103855,14023856,33737027,11641028,20240681,2443225,8270884,718526,2026-05-15
103900,14031094,33769477,11646618,20229238,2443917,8273822,718728,2026-05-15
103905,14037168,33834143,11651467,20305281,2444564,8275680,718849,2026-05-15
103910,14042231,33908291,11655923,20348701,2445165,8278775,719028,2026-05-15
103915,14048041,33837904,11661306,20293765,2446132,8281942,719290,2026-05-15
103920,14054159,33811039,11666430,20212750,2446895,8284069,719473,2026-05-15
103925,14060881,33807443,11671230,20214510,2447492,8286004,719629,2026-05-15
103930,14067102,33845393,11676092,20231645,2448374,8288455,719858,2026-05-15
103935,14072456,33902511,11680632,20289152,2449130,8290869,720036,2026-05-15
103940,14077889,33955320,11684488,20299560,2449714,8292867,720154,2026-05-15
103945,14082579,33865183,11688207,20257673,2450436,8295096,720320,2026-05-15
103950,14087660,33909314,11692326,20327251,2450976,8296715,720427,2026-05-15
103955,14092541,33908454,11696526,20332650,2451732,8298633,720566,2026-05-15
104000,14097366,33828278,11700318,20284979,2452588,8301760,720746,2026-05-15
104005,14103210,33839555,11704993,20311143,2453362,8303746,720920,2026-05-15
104010,14108907,33958617,11709369,20358649,2453996,8306237,721113,2026-05-15
104015,14113738,34093215,11713132,20307862,2455013,8308666,721904,2026-05-15
104020,14119155,34016731,11717464,20348155,2455843,8310617,722074,2026-05-15
104025,14123430,34096573,11721172,20395537,2456325,8311957,722172,2026-05-15
104030,14128850,34064416,11725151,20319880,2457234,8315507,722408,2026-05-15
104035,14133658,34087564,11729387,20335325,2457752,8317798,722530,2026-05-15
104040,14138150,34068549,11733307,20384774,2458268,8319141,722620,2026-05-15
104045,14144080,33991875,11738223,20396888,2459042,8321674,722782,2026-05-15
104050,14149140,33940982,11742423,20343891,2459712,8324603,722934,2026-05-15
104055,14153738,33882904,11746549,20327768,2460471,8327366,723099,2026-05-15
104100,14158611,34006608,11750693,20375166,2461059,8329071,723213,2026-05-15
104105,14164296,33927713,11755803,20307638,2461954,8331663,723420,2026-05-15
104110,14169403,33881783,11760704,20342203,2462742,8334123,723571,2026-05-15
104115,14176510,33795073,11766905,20325039,2463694,8337472,723941,2026-05-15
104120,14183151,33803594,11773103,20247241,2464776,8340881,724135,2026-05-15
104125,14188940,33776801,11778911,20259883,2465996,8344507,724359,2026-05-15
104130,14194694,33850149,11783657,20365065,2466620,8345962,724529,2026-05-15
104135,14199758,33835799,11787785,20365110,2467413,8348084,724720,2026-05-15
104140,14204669,33897884,11792027,20250510,2468039,8349592,724855,2026-05-15
104145,14208639,33939807,11796060,20375413,2468577,8351646,724969,2026-05-15
104150,14215445,33793557,11801606,20344751,2469851,8356477,725253,2026-05-15
104155,14220558,33897627,11806186,20341896,2470777,8358952,725518,2026-05-15
104200,14224860,33969882,11810227,20420110,2471324,8360527,725613,2026-05-15
104205,14230421,33946523,11815129,20440881,2472067,8362721,725777,2026-05-15
104210,14235004,33910869,11819191,20351302,2472657,8364385,725892,2026-05-15
104215,14241257,33878049,11824660,20393061,2473567,8367043,726192,2026-05-15
104220,14246909,33908295,11829331,20354486,2474415,8369986,726411,2026-05-15
104225,14251935,34009397,11833761,20425777,2475118,8371998,726611,2026-05-15
104230,14256225,34038988,11837550,20416725,2475808,8374240,726810,2026-05-15
104235,14261125,33944919,11842088,20320440,2476421,8376160,727017,2026-05-15
104240,14266309,33927285,11846889,20377124,2477063,8377581,727181,2026-05-15
104245,14274381,33661162,11852964,20239697,2477755,8382488,727588,2026-05-15
104250,14280327,33479747,11857730,20409630,2478337,8384321,727747,2026-05-15
104255,14285248,33415602,11862000,20341090,2478973,8386963,727886,2026-05-15
104300,14292076,33802358,11867099,20357022,2479565,8388964,728013,2026-05-15
104305,14297336,33849513,11871751,20403257,2480104,8391122,728138,2026-05-15
104310,14304341,33849735,11877492,20325573,2481320,8394356,728461,2026-05-15
104315,14310132,33948332,11882679,20310788,2482190,8397075,728616,2026-05-15
104320,14315800,33889514,11888027,20371509,2483237,8401586,728886,2026-05-15
104325,14320446,33890021,11892607,20404642,2483948,8403824,729030,2026-05-15
104330,14326191,33784889,11897673,20287295,2484912,8408813,729244,2026-05-15
104335,14331600,33800527,11902280,20315762,2485765,8412710,729492,2026-05-15
104340,14339066,33752989,11908671,20314479,2486661,8416423,729721,2026-05-15
104345,14345288,33828420,11913890,20336872,2487258,8418468,729913,2026-05-15
104350,14352366,33792961,11919319,20348726,2487925,8421331,730131,2026-05-15
104355,14358830,33910319,11924291,20384787,2488971,8424151,730738,2026-05-15
104400,14363616,34063979,11928393,20428474,2489661,8426945,730895,2026-05-15
104405,14370885,33864148,11935042,20315715,2491717,8433381,731626,2026-05-15
104410,14378200,33775312,11941345,20363582,2492679,8436146,731895,2026-05-15
104415,14386002,33699001,11948276,20376220,2494040,8439786,732234,2026-05-15
104420,14394283,33723755,11955092,20394205,2495089,8442924,732510,2026-05-15
104425,14402312,33821761,11961421,20458942,2495757,8444883,732703,2026-05-15
104430,14408972,33840875,11966557,20445747,2496411,8447007,732892,2026-05-15
104435,14415164,34014421,11971423,20438397,2497097,8449010,733063,2026-05-15
104440,14420497,34003474,11975676,20479988,2497713,8451291,733199,2026-05-15
104445,14426379,33942590,11980581,20468539,2498621,8453843,733411,2026-05-15
104450,14431560,33922555,11984759,20451755,2499170,8455901,733529,2026-05-15
104455,14436780,33916093,11988749,20480796,2499714,8457435,733636,2026-05-15
104500,14442110,33944716,11993127,20461162,2500298,8460015,733876,2026-05-15
104505,14448375,33920266,11998255,20486045,2501005,8461576,734047,2026-05-15
104510,14453291,33971267,12002412,20493539,2501499,8462829,734235,2026-05-15
104515,14459357,34068673,12007596,20511882,2502195,8464471,734670,2026-05-15
104520,14467680,33893094,12014228,20449420,2503506,8470323,735104,2026-05-15
104525,14473484,34035721,12018750,20545632,2504086,8472100,735273,2026-05-15
104530,14480322,34010594,12023517,20494316,2505347,8478149,735548,2026-05-15
104535,14487302,33894185,12028693,20460222,2506018,8480422,735721,2026-05-15
104540,14494737,33959305,12034441,20451537,2506606,8481930,735889,2026-05-15
104545,14500200,33915693,12038807,20494691,2507249,8483444,736025,2026-05-15
104550,14505843,33982554,12043033,20469541,2507798,8485559,736130,2026-05-15
104555,14510912,34008597,12047566,20493235,2508370,8487252,736287,2026-05-15
104600,14517084,33713459,12052410,20399842,2509026,8490079,736543,2026-05-15
104605,14525425,33895759,12058998,20488377,2509723,8492447,736750,2026-05-15
104610,14532352,33936080,12064486,20466628,2510326,8494429,736889,2026-05-15
104615,14537774,34020837,12068803,20489723,2510818,8495516,737021,2026-05-15
104620,14542944,33981566,12073051,20492966,2511275,8497161,737121,2026-05-15
104625,14548700,34033984,12078035,20531170,2511814,8499477,737264,2026-05-15
104630,14553412,33976095,12082393,20544584,2512414,8501522,737405,2026-05-15
104635,14558932,34108352,12087357,20581483,2513115,8503624,737516,2026-05-15
104640,14563799,34054909,12091895,20554033,2513979,8506376,737645,2026-05-15
104645,14568476,34064667,12096061,20559811,2514502,8507629,737724,2026-05-15
104650,14573317,33975578,12100234,20482265,2515041,8509388,737849,2026-05-15
104655,14578648,33992135,12105045,20491751,2515654,8511328,738004,2026-05-15
104700,14586159,34037261,12112021,20542615,2516870,8518018,738575,2026-05-15
104705,14592692,34048001,12117852,20566355,2517617,8520941,738748,2026-05-15
104710,14598487,33957394,12122230,20478365,2518141,8522524,738902,2026-05-15
104715,14605907,33885821,12127533,20522997,2518782,8524443,739146,2026-05-15
104720,14613270,33921702,12132885,20470191,2519578,8527872,739304,2026-05-15
104725,14618733,34001572,12137339,20593675,2520318,8530071,739522,2026-05-15
104730,14624009,33903418,12141323,20522387,2520886,8531383,739671,2026-05-15
104735,14630731,34106260,12146548,20555503,2521770,8534117,739926,2026-05-15
104740,14637709,34001657,12152677,20580794,2523453,8539402,740468,2026-05-15
104745,14643380,34105789,12157863,20596425,2524748,8543959,740756,2026-05-15
104750,14649077,33901970,12162776,20515323,2526212,8547899,741150,2026-05-15
104755,14654584,34035412,12167192,20602463,2527059,8550495,741476,2026-05-15
104800,14659500,34166171,12171033,20699188,2527500,8552044,741576,2026-05-15
104805,14666166,33873543,12176265,20515762,2528514,8554854,741886,2026-05-15
104810,14673326,33878547,12181869,20560824,2529236,8557191,742122,2026-05-15
104815,14680251,33749909,12187181,20390358,2530922,8562386,742697,2026-05-15
104820,14687096,33768566,12192983,20431192,2532844,8570455,743172,2026-05-15
104825,14695810,33753084,12199702,20456956,2533698,8572449,743412,2026-05-15
104830,14702079,34017736,12204571,20545551,2534311,8574372,743560,2026-05-15
104835,14708126,33958150,12209323,20509765,2535110,8576630,743718,2026-05-15
104840,14714248,34036556,12214635,20613503,2536249,8579066,743999,2026-05-15
104845,14719532,34023278,12218972,20567253,2536783,8580921,744108,2026-05-15
104850,14726528,33939650,12224127,20552918,2537553,8582922,744338,2026-05-15
104855,14731975,34042362,12228956,20573663,2538175,8584992,744520,2026-05-15
104900,14738173,34060204,12233994,20645920,2538828,8586696,744670,2026-05-15
104905,14744788,33749218,12239235,20499511,2539661,8589447,744841,2026-05-15
104910,14753240,33826371,12246254,20555515,2541011,8593071,745073,2026-05-15
104915,14759185,33880399,12251551,20580793,2542242,8596406,745328,2026-05-15
104920,14764354,34052630,12256357,20650102,2542918,8598821,745418,2026-05-15
104925,14770147,33954700,12261517,20600391,2543651,8601526,745602,2026-05-15
104930,14779900,33784085,12269866,20542764,2545515,8606835,746163,2026-05-15
104935,14787598,34007102,12277560,20673703,2547011,8611158,746570,2026-05-15
104940,14796633,33853061,12285805,20587340,2548778,8619040,746885,2026-05-15
104945,14803240,33929617,12291957,20582899,2549820,8621812,747083,2026-05-15
104950,14813128,33574598,12300925,20404490,2551755,8627555,747439,2026-05-15
104955,14824857,33862905,12311257,20522488,2554481,8636936,748077,2026-05-15
105000,14830719,33981124,12316654,20604092,2555485,8639437,748255,2026-05-15
105005,14838599,33936828,12323281,20623605,2556939,8643222,748550,2026-05-15
105010,14846185,33852759,12330823,20597471,2558725,8648446,748917,2026-05-15
105015,14853821,34035305,12337960,20666596,2560244,8652179,749533,2026-05-15
105020,14861933,33915279,12345111,20665338,2562660,8660861,749951,2026-05-15
105025,14870653,33856449,12352708,20616947,2565751,8670410,750621,2026-05-15
105030,14881444,33891174,12361626,20621917,2568701,8679052,751234,2026-05-15
105035,14888762,34155086,12367589,20720914,2569842,8682288,751440,2026-05-15
105040,14895164,34191549,12373311,20702952,2570857,8685595,751629,2026-05-15
105045,14900549,34140560,12378146,20716338,2571849,8688082,751832,2026-05-15
105050,14907292,34182425,12384437,20701485,2573078,8691540,752202,2026-05-15
105055,14912819,34188814,12389468,20723605,2573995,8694229,752399,2026-05-15
105100,14919651,34054590,12394811,20695082,2575703,8700642,752728,2026-05-15
105105,14930500,34077410,12403111,20612432,2577652,8708569,753264,2026-05-15
105110,14939190,34141817,12410234,20688426,2579040,8713252,753575,2026-05-15
105115,14946358,33952813,12415982,20613103,2580003,8716155,753775,2026-05-15
105120,14954434,34145602,12422323,20715779,2581035,8719035,753927,2026-05-15
105125,14961604,34188973,12428198,20792232,2581830,8721648,754173,2026-05-15
105130,14967267,34167600,12433237,20801489,2582597,8723968,754327,2026-05-15
105135,14973878,34223890,12438475,20796360,2583295,8726554,754464,2026-05-15
105140,14980109,34248311,12443365,20863774,2584120,8728914,754610,2026-05-15
105145,14986090,34212788,12447983,20841105,2584952,8732281,754774,2026-05-15
105150,14991831,34336385,12452289,20866703,2586248,8737543,754962,2026-05-15
105155,14997713,34191807,12456969,20805071,2588045,8744104,755179,2026-05-15
105200,15008055,34158672,12463875,20767677,2589062,8747387,755792,2026-05-15
105205,15016256,34198630,12469754,20749433,2589829,8749436,755989,2026-05-15
105210,15023080,34345756,12474585,20838248,2590523,8751591,756130,2026-05-15
105215,15028710,34287837,12478602,20761133,2591133,8752901,756246,2026-05-15
105220,15034412,34371737,12483110,20973640,2591815,8755421,756387,2026-05-15
105225,15039251,34298340,12487199,20862835,2592395,8757263,756574,2026-05-15
105230,15045554,34227701,12491951,20779567,2593051,8759880,756751,2026-05-15
105235,15050931,34254665,12496619,20795996,2593680,8761431,756835,2026-05-15
105240,15055529,34281728,12500127,20843083,2594207,8762948,756955,2026-05-15
105245,15062531,34168486,12505020,20778601,2595450,8767662,757421,2026-05-15
105250,15070809,34086242,12510960,20672638,2596832,8772428,757802,2026-05-15
105255,15078134,34280839,12516249,20763938,2597430,8774333,757937,2026-05-15
105300,15085028,34184101,12521666,20769725,2598073,8777395,758086,2026-05-15
105305,15093481,34216905,12527857,20712821,2598776,8780169,758256,2026-05-15
105310,15099962,34316012,12533276,20787404,2599432,8783611,758395,2026-05-15
105315,15107964,34196244,12538624,20733788,2600054,8785294,758544,2026-05-15
105320,15114379,34255062,12543830,20788018,2600760,8787189,758759,2026-05-15
105325,15120357,34433548,12548813,20860448,2601328,8789835,758875,2026-05-15
105330,15126002,34337682,12553658,20817680,2602078,8791972,759030,2026-05-15
105335,15132774,34371905,12559011,20885491,2602722,8794787,759167,2026-05-15
105340,15139285,34295668,12563851,20819585,2603429,8796795,759315,2026-05-15
105345,15148880,34222083,12570769,20778683,2604678,8802111,759609,2026-05-15
105350,15156349,34307710,12576679,20826654,2605801,8808212,760280,2026-05-15
105355,15162770,34253863,12581954,20796425,2606491,8810534,760523,2026-05-15
105400,15168955,34350610,12586738,20811552,2607043,8812155,760672,2026-05-15
105405,15175833,34444069,12592037,20851147,2607827,8815629,760822,2026-05-15
105410,15181854,34357550,12596493,20808359,2608582,8818437,761068,2026-05-15
105415,15187268,34419723,12600753,20881614,2609155,8820802,761195,2026-05-15
105420,15193042,34328536,12605011,20758674,2609960,8823707,761435,2026-05-15
105425,15199530,34392425,12609850,20893848,2610540,8825829,761563,2026-05-15
105430,15206326,34275073,12614343,20835254,2611155,8828110,761704,2026-05-15
105435,15212767,34350811,12618854,20908825,2611748,8830226,761894,2026-05-15
105440,15217410,34394545,12622512,20905894,2612406,8831837,761990,2026-05-15
105445,15222573,34443603,12626432,20965920,2613004,8833471,762115,2026-05-15
105450,15227884,34348464,12630241,20929936,2613557,8835409,762245,2026-05-15
105455,15233804,34032507,12634902,20780814,2614748,8839298,762428,2026-05-15
105500,15242274,34065306,12642015,20844762,2615922,8843501,762776,2026-05-15
105505,15252051,34089019,12650562,20789161,2617838,8849224,763096,2026-05-15
105510,15259009,34404242,12656915,20981410,2619059,8852563,763356,2026-05-15
105515,15265732,34447154,12662179,20980224,2620232,8856697,763803,2026-05-15
105520,15271594,34543065,12666970,20983445,2620855,8858100,763920,2026-05-15
105525,15276339,34579153,12670850,21029262,2621470,8859778,764021,2026-05-15
105530,15281434,34576612,12674868,21040309,2622260,8861847,764197,2026-05-15
105535,15286938,34620626,12679144,21062136,2622847,8864418,764355,2026-05-15
105540,15291452,34590641,12682961,21045773,2623393,8866772,764456,2026-05-15
105545,15296611,34605791,12687124,21071481,2623906,8868424,764564,2026-05-15
105550,15302174,34454933,12691585,20954833,2625043,8872347,764910,2026-05-15
105555,15307089,34423372,12695796,20952680,2625809,8874635,765035,2026-05-15
105600,15311981,34487887,12699670,21022113,2626438,8875972,765152,2026-05-15
105605,15320089,34295341,12706183,20948045,2627348,8878618,766297,2026-05-15
105610,15325064,34409919,12711004,20969186,2628070,8880290,766441,2026-05-15
105615,15330842,34348838,12716702,20971366,2629231,8883609,766613,2026-05-15
105620,15336116,34358235,12722087,20923787,2629963,8886257,766821,2026-05-15
105625,15341160,34427807,12726814,20990191,2630764,8888628,767075,2026-05-15
105630,15345799,34489677,12730640,21033763,2631387,8890174,767204,2026-05-15
105635,15350834,34403349,12735187,20940520,2632213,8892348,767368,2026-05-15
105640,15355737,34446667,12740044,20956923,2632975,8895317,767535,2026-05-15
105645,15360753,34412133,12744383,21016574,2633682,8897629,767696,2026-05-15
105650,15365786,34468551,12748689,20981358,2634605,8900640,767893,2026-05-15
105655,15370817,34473390,12753278,21003123,2635491,8902764,768150,2026-05-15
105700,15377386,34178864,12758546,20928608,2636197,8904397,768539,2026-05-15
105705,15384265,34417555,12764034,20994369,2636941,8906514,768739,2026-05-15
105710,15394894,34186037,12772224,20853007,2637558,8909114,769060,2026-05-15
105715,15403134,34356217,12779124,20941750,2638303,8911539,769201,2026-05-15
105720,15411969,34258502,12786337,20948919,2639039,8913961,769401,2026-05-15
105725,15423430,34429384,12793793,20968242,2639800,8916480,769598,2026-05-15
105730,15427900,34528663,12798081,21005424,2640274,8917796,769695,2026-05-15
105735,15434354,34540140,12803420,21038335,2640982,8919925,769846,2026-05-15
105740,15441849,34519082,12808987,20963909,2641743,8921862,770042,2026-05-15
105745,15446908,34446898,12813213,21013220,2642166,8923159,770156,2026-05-15
105750,15452702,34459688,12817606,20992722,2642657,8924971,770268,2026-05-15
105755,15459107,34408172,12822438,20990935,2643145,8926856,770401,2026-05-15
105800,15465068,34463440,12827245,21037171,2643806,8928462,770551,2026-05-15
105805,15470930,34525374,12831909,21016734,2644585,8930475,770798,2026-05-15
105810,15476840,34400184,12836346,21026721,2645148,8932010,770946,2026-05-15
105815,15482695,34445283,12840607,20999140,2645644,8933479,771049,2026-05-15
105820,15488806,34442740,12846167,21028226,2646296,8935290,771279,2026-05-15
105825,15496937,34402897,12852388,20966311,2647143,8938189,771458,2026-05-15
105830,15505949,34532896,12858665,21005118,2647624,8939526,771564,2026-05-15
105835,15511775,34500449,12863360,21015296,2648080,8940930,771656,2026-05-15
105840,15517083,34461580,12868035,21061020,2648616,8943362,771760,2026-05-15
105845,15521596,34601899,12871452,21074583,2649088,8944592,771879,2026-05-15
105850,15525968,34533233,12875083,21047170,2649620,8946273,771983,2026-05-15
105855,15533388,34450627,12880767,21046427,2650290,8947769,772094,2026-05-15
105900,15538091,34510544,12885214,21046324,2651056,8949775,772215,2026-05-15
105905,15545605,33986345,12891871,20826116,2651589,8951224,772392,2026-05-15
105910,15552451,34569961,12896837,21088394,2651974,8952247,772465,2026-05-15
105915,15556198,34593270,12900175,21105429,2652364,8953444,772531,2026-05-15
105920,15560889,34518977,12904671,21057408,2653103,8955602,772700,2026-05-15
105925,15567273,34459401,12909729,21011074,2653703,8957498,772923,2026-05-15
105930,15574278,34387827,12916013,20996832,2654616,8960239,773220,2026-05-15
105935,15582922,34072615,12923281,20983146,2655834,8962901,773812,2026-05-15
105940,15589461,34517297,12928327,21131874,2656472,8965203,774048,2026-05-15
105945,15596492,34483030,12934763,21078901,2657756,8969514,774359,2026-05-15
105950,15601319,34499425,12939420,21060268,2658394,8971161,774488,2026-05-15
105955,15606752,34482556,12944235,21096938,2659094,8972878,774737,2026-05-15
110000,15611863,34476297,12948885,21073109,2659896,8976366,775032,2026-05-15
110005,15620065,34296729,12956051,20989366,2660569,8978500,775192,2026-05-15
110010,15626551,34511788,12962022,21078986,2661264,8980434,775461,2026-05-15
110015,15633354,34654552,12968012,21137412,2662584,8983994,776075,2026-05-15
110020,15638533,34730142,12972257,21189282,2663476,8987163,776414,2026-05-15
110025,15643153,34630456,12976238,21121800,2664346,8989705,776754,2026-05-15
110030,15648498,34662025,12980624,21169024,2665052,8991598,776999,2026-05-15
110035,15654528,34379607,12985644,21040729,2665909,8994091,777166,2026-05-15
110040,15662826,34628339,12992686,21099222,2666595,8996139,777349,2026-05-15
110045,15669138,34652052,12998369,21086405,2667385,8999410,777560,2026-05-15
110050,15676167,34581932,13003937,21120998,2667936,9001020,777677,2026-05-15
110055,15681539,34541905,13008619,21052760,2668521,9002571,777841,2026-05-15
110100,15687833,34545822,13013445,21093686,2669070,9004143,777962,2026-05-15
110105,15695651,34183954,13019268,21036964,2669743,9006824,778156,2026-05-15
110110,15704171,34612073,13024773,21128434,2670352,9010073,778501,2026-05-15
110115,15709415,34662162,13029118,21132117,2670981,9011833,778646,2026-05-15
110120,15714613,34634505,13034307,21165340,2672273,9016144,778966,2026-05-15
110125,15720673,34623681,13039568,21178725,2674389,9022692,779383,2026-05-15
110130,15726665,34693956,13044046,21157823,2674909,9024618,779496,2026-05-15
110135,15732733,34614743,13049289,20779581,2675482,9026570,779649,2026-05-15
110140,15737455,34705761,13054298,21190272,2676051,9027900,779777,2026-05-15
110145,15742982,34455722,13058580,21060151,2676756,9030887,780042,2026-05-15
110150,15749134,34567558,13063410,21121232,2677553,9034432,780248,2026-05-15
110155,15754782,34367027,13068205,20991994,2678244,9036216,780388,2026-05-15
110200,15760764,34583495,13073468,21123811,2678800,9038147,780531,2026-05-15
110205,15765991,34548422,13077549,21048413,2679528,9040289,780787,2026-05-15
110210,15772760,34666388,13082966,21189024,2680358,9043743,781001,2026-05-15
