股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記,date
6541,泰福-KY,62,8,,3447,3501,66246,,,,,,66246,, ,2026-05-17
6550,北極星藥業-KY,,,,,,,,,,,,,,OX ,2026-05-17
6552,易華電,17,66,,1579,1530,20750,,,,3,3,20750,, ,2026-05-17
6558,興能高,367,283,,3865,3949,21622,1,,,15,14,21622,15, ,2026-05-17
6573,虹揚-KY,,,,,,,,,,,,,,OX ,2026-05-17
6579,研揚,120,175,,925,870,42362,,,,4,4,42362,, ,2026-05-17
6581,鋼聯,,,,14,14,27817,,,,,,27817,, ,2026-05-17
6582,申豐,1,,,368,369,26543,,,,,,26543,, ,2026-05-17
6585,鼎基,2,4,,1985,1983,18033,,,,1,1,18033,, ,2026-05-17
6589,台康生技,12,87,3,3361,3283,62970,3,3,,85,85,62970,, ,2026-05-17
6591,動力-KY,32,34,1,2442,2439,10280,2,1,,4,3,10280,, ,2026-05-17
6592,和潤企業,13,13,,689,689,155787,,3,,1,4,155787,, ,2026-05-17
6598,ABC-KY,,,,,,,,,,,,,,OX ,2026-05-17
6605,帝寶,8,27,,2228,2209,41454,,,,,,41454,, ,2026-05-17
6606,建德工業,,,,560,560,27575,,,,,,27575,, ,2026-05-17
6625,必應,5,3,,1042,1044,14493,,,,,,14493,, ,2026-05-17
6641,基士德-KY,,2,,179,177,9125,,,,,,9125,, ,2026-05-17
6645,金萬林-創,,,,12,12,,,,,,,,,OX ,2026-05-17
6655,科定,,,,,,20142,,,,,,20142,, ,2026-05-17
6657,華安,17,5,,2366,2378,22202,,10,,,10,22202,, ,2026-05-17
6658,聯策,3,154,,2501,2350,9092,,,,73,73,9092,31, ,2026-05-17
6666,羅麗芬-KY,,1,,236,235,11847,,,,1,1,11847,, ,2026-05-17
6668,中揚光,71,66,5,3152,3152,19957,,,,,,19957,, ,2026-05-17
6669,緯穎,137,357,1,2515,2294,46460,3,,,17,14,46460,, ,2026-05-17
6670,復盛應用,2,13,,497,486,34846,,,,,,34846,, ,2026-05-17
6671,三能-KY,,3,,60,57,15187,,,,,,15187,, ,2026-05-17
6672,騰輝電子-KY,368,1352,12,6580,5584,18588,13,9,15,766,747,18588,4, ,2026-05-17
6674,鋐寶科技,,1,,313,312,17174,,1,,,1,17174,, ,2026-05-17
6689,伊雲谷,26,39,,1670,1657,17000,,,,2,2,17000,, ,2026-05-17
6691,洋基工程,30,27,,1509,1512,30371,,,,4,4,30371,, ,2026-05-17
6695,芯鼎,272,314,4,3525,3479,21614,2,2,,20,20,21614,3, ,2026-05-17
6698,旭暉應材,313,140,,1738,1911,16597,1,1,,1,1,16597,, ,2026-05-17
6706,惠特,457,684,2,9641,9412,19637,36,15,,338,317,19637,14, ,2026-05-17
6715,嘉基,39,90,,5429,5378,17008,1,3,6,44,40,17008,, ,2026-05-17
6719,力智,189,86,17,1513,1599,21120,,,,3,3,21120,1, ,2026-05-17
6742,澤米,227,127,,2325,2425,17816,,17,,,17,17816,4, ,2026-05-17
6743,安普新,32,55,,732,709,37500,,,,,,37500,1, ,2026-05-17
6753,龍德造船,188,40,,5059,5207,29313,1,1,,8,8,29313,, ,2026-05-17
6754,匯僑設計,2,,,125,127,16500,,,,,,16500,, ,2026-05-17
6756,威鋒電子,60,53,,654,661,17497,,1,,8,9,17497,, ,2026-05-17
6757,台灣虎航,93,38,1,3497,3551,114882,,1,,112,113,114882,, ,2026-05-17
6768,志強-KY,16,27,,1616,1605,50023,,,,5,5,50023,, ,2026-05-17
6770,力積電,13128,18235,15,134918,129796,1069968,299,245,2,3204,3148,1069968,416, ,2026-05-17
6771,平和環保-創,,,,52,52,7794,,,,,,7794,, ,2026-05-17
6776,展碁國際,7,56,,1142,1093,22895,,,,,,22895,, ,2026-05-17
6781,AES-KY,157,150,4,3250,3253,21354,,1,,8,9,21354,, ,2026-05-17
6782,視陽,31,19,,574,586,15750,,,,,,15750,, ,2026-05-17
6789,采鈺,944,1058,2,10447,10331,79574,1,11,,146,156,79574,17, ,2026-05-17
6790,永豐實,,,,316,316,66782,,,,,,66782,, ,2026-05-17
6792,詠業,1,3,,268,266,11968,,,,,,11968,, ,2026-05-17
6794,向榮生技,1,,,222,223,12109,,,,,,12109,, ,2026-05-17
6796,晉弘,18,25,,309,302,10058,,,,,,10058,, ,2026-05-17
6799,來頡,80,93,,1908,1895,10927,,,,,,10927,, ,2026-05-17
6805,富世達,76,137,2,2798,2735,17138,4,,,13,9,17138,5, ,2026-05-17
6806,森崴能源,,82,72,1972,1818,,,,,,,,,OX ,2026-05-17
6807,峰源-KY,3,5,,140,138,13500,,,,,,13500,, ,2026-05-17
6830,汎銓,258,133,1,4536,4660,13361,8,8,,198,198,13361,3, ,2026-05-17
6834,天二科技,499,1077,,3349,2771,22117,,33,,50,83,22117,18, ,2026-05-17
6835,圓裕,2,46,,974,930,16543,,,,,,16543,, ,2026-05-17
6838,台新藥,,3,,2844,2841,,,,,13,13,,,OX ,2026-05-17
6854,錼創科技-KY創,165,61,1,3972,4075,29419,,,,3,3,29419,, ,2026-05-17
6861,睿生光電,14,49,,3525,3490,10399,10,2,,213,205,10399,28, ,2026-05-17
6862,三集瑞-KY,44,88,1,1287,1242,12500,,6,,1,7,12500,5, ,2026-05-17
6863,永道-KY,23,21,6,1034,1030,18722,10,,,15,5,18722,, ,2026-05-17
6869,雲豹能源,84,60,2,3186,3208,34457,5,23,,11,29,34457,, ,2026-05-17
6873,泓德能源,70,114,1,3890,3845,34591,4,15,,10,21,34591,7, ,2026-05-17
6885,全福生技,14,3,1,2397,2407,33254,,,,4,4,33254,, ,2026-05-17
6887,寶綠特-KY,,,,1158,1158,18537,,,,,,18537,, ,2026-05-17
6890,來億-KY,39,50,,2097,2086,62350,,3,,2,5,62350,, ,2026-05-17
6901,鑽石投資,78,50,,3040,3068,213215,10,,,12,2,213215,, ,2026-05-17
6902,GOGOLOOK,56,9,,516,563,8839,,,,1,1,8839,, ,2026-05-17
6906,現觀科,15,13,1,572,573,8384,,,,,,8384,, ,2026-05-17
6909,創控,23,40,,2723,2706,16805,1,,,7,6,16805,1, ,2026-05-17
6914,阜爾運通,4,19,,374,359,16556,,,,,,16556,, ,2026-05-17
6916,華凌,13,7,12,632,626,16875,,,,,,16875,, ,2026-05-17
6918,愛派司,25,2,,32,55,8642,,,,,,8642,, ,2026-05-17
6919,康霈*,,,,,,,,,,,,,,OX ,2026-05-17
6923,中台,12,3,,1976,1985,22872,,,,,,22872,, ,2026-05-17
6928,攸泰科技,1,9,13,869,848,21500,,,,,,21500,, ,2026-05-17
6931,青松健康,10,27,,154,137,16538,,,,,,16538,, ,2026-05-17
6933,AMAX-KY,31,25,1,741,746,10596,,,,,,10596,, ,2026-05-17
6936,永鴻生技,,,,258,258,18201,,,,,,18201,, ,2026-05-17
6937,天虹,44,62,,2420,2402,16913,,,,14,14,16913,, ,2026-05-17
6944,兆聯實業,20,67,,1307,1260,19171,,1,,,1,19171,, ,2026-05-17
6949,沛爾生醫-創,5,26,,5373,5352,16395,,,,2,2,16395,, ,2026-05-17
6951,青新-創,,1,,67,66,11500,,,,,,11500,, ,2026-05-17
6952,大武山,,,,26,26,17086,,,,,,17086,, ,2026-05-17
6957,裕慶-KY,1,2,,1020,1019,13878,,,,,,13878,, ,2026-05-17
6958,日盛台駿,2,,,91,93,100822,1,,,1,,100822,, ,2026-05-17
6962,奕力-KY,280,433,1,9851,9697,123099,29,,,36,7,123099,10, ,2026-05-17
6965,中傑-KY,1,1,,43,43,39084,,,,,,39084,, ,2026-05-17
6994,富威電力,403,380,2,2577,2598,18540,21,,,53,32,18540,, ,2026-05-17
7705,三商餐飲,,,,98,98,16516,,,,,,16516,, ,2026-05-17
7721,微程式,51,208,,688,531,12592,,,,2,2,12592,4, ,2026-05-17
7722,LINEPAY,25,10,,352,367,17000,,2,,8,10,17000,, ,2026-05-17
7730,暉盛-創,97,,,15,112,9199,,,,,,9199,, ,2026-05-17
7732,金興精密,1,,,44,45,16170,,,,,,16170,, ,2026-05-17
7736,虎山,,,,28,28,19000,,,,,,19000,, ,2026-05-17
7740,熙特爾-創,12,10,,1200,1202,13300,,,,2,2,13300,, ,2026-05-17
7749,意騰-KY,88,69,,1402,1421,11621,1,,,26,25,11621,1, ,2026-05-17
7750,新代,54,51,,496,499,17960,,,,,,17960,, ,2026-05-17
7765,中華資安,18,4,,325,339,10170,,,,,,10170,, ,2026-05-17
7788,松川精密,240,633,,1663,1270,19936,1,6,,11,16,19936,7, ,2026-05-17
7791,皇家可口,1,,,2,3,20000,,,,,,20000,, ,2026-05-17
7799,禾榮科,31,13,,398,416,39498,,,,6,6,39498,, ,2026-05-17
8011,台通,47,112,4,3957,3888,41480,2,,,8,6,41480,, ,2026-05-17
8016,矽創,245,972,1,2546,1818,30034,1,,,7,6,30034,1, ,2026-05-17
8021,尖點,1472,1151,,13523,13844,36435,88,61,2,482,453,36435,1, ,2026-05-17
8028,昇陽半導體,2667,3427,1,13530,12769,44914,23,391,,519,887,44914,41, ,2026-05-17
8033,雷虎,238,338,2,7291,7189,36239,9,11,,68,70,36239,16, ,2026-05-17
8039,台虹,2977,2799,4,15691,15865,65917,88,127,,267,306,65917,73, ,2026-05-17
8045,達運光電,25,14,1,4906,4916,23760,,,,,,23760,, ,2026-05-17
8046,南電,1008,987,5,9373,9389,161541,91,46,,546,501,161541,11, ,2026-05-17
8070,長華*,49,32,18,5259,5258,181412,1,363,,649,1011,181412,1, ,2026-05-17
8072,陞泰,8,7,10,1953,1944,20000,,,,,,20000,, ,2026-05-17
8081,致新,38,48,,964,954,21543,1,,,1,,21543,1, ,2026-05-17
8101,華冠,,,,,,,,,,,,,,OX ,2026-05-17
8103,瀚荃,106,336,6,4920,4684,19609,13,6,,37,30,19609,2, ,2026-05-17
8104,錸寶,40,47,5,4255,4243,26014,,,,24,24,26014,, ,2026-05-17
8105,凌巨,612,1440,,8301,7473,72140,58,11,,159,112,72140,33, ,2026-05-17
8110,華東,1079,436,2,20720,21361,129434,75,12,,200,137,129434,11, ,2026-05-17
8112,至上,1395,1354,58,19375,19358,131323,59,21,,384,346,131323,8, ,2026-05-17
8114,振樺電,402,815,,5106,4693,19121,40,,,82,42,19121,197, ,2026-05-17
8131,福懋科,315,142,,7391,7564,110555,5,,,34,29,110555,2, ,2026-05-17
8150,南茂,1105,1388,18,15456,15155,176130,54,33,,658,637,176130,23, ,2026-05-17
8162,微矽電子-創,49,75,,1203,1177,17175,,,,1,1,17175,1, ,2026-05-17
8163,達方,1180,1838,,3375,2717,70000,1,23,,13,35,70000,15, ,2026-05-17
8201,無敵,,,,,,,,,,,,,,OX ,2026-05-17
8210,勤誠,80,266,3,2408,2219,31329,3,,,48,45,31329,, ,2026-05-17
8213,志超,149,74,100,4908,4883,67810,3,,,8,5,67810,, ,2026-05-17
8215,明基材,868,574,14,3539,3819,80168,,,,395,395,80168,2, ,2026-05-17
8222,寶一,54,38,5,3942,3953,17143,,1,,,1,17143,3, ,2026-05-17
8249,菱光,62,33,,4674,4703,28587,,1,,2,3,28587,, ,2026-05-17
8261,富鼎,896,1227,1,8020,7688,20969,,3,1,41,43,20969,4, ,2026-05-17
8271,宇瞻,286,388,,4269,4167,30522,6,4,,147,145,30522,2, ,2026-05-17
8341,日友,5,15,,348,338,32500,,,,,,32500,, ,2026-05-17
8367,建新國際,,,,27,27,23043,,,,,,23043,, ,2026-05-17
8374,羅昇,780,501,,2146,2425,22312,3,21,,97,115,22312,13, ,2026-05-17
8404,百和興業-KY,26,21,17,3756,3744,104983,,,,,,104983,, ,2026-05-17
8411,福貞-KY,,1,,22,21,54601,,,,,,54601,1, ,2026-05-17
8422,可寧衛*,382,421,38,32328,32251,339550,1,53,,8,60,339550,1, ,2026-05-17
8429,金麗-KY,142,3,,13001,13140,46436,,,,,,46436,, ,2026-05-17
8438,昶昕,174,330,,6603,6447,17485,1,,,49,48,17485,, ,2026-05-17
8442,威宏-KY,34,97,,776,713,17542,1,,,11,10,17542,, ,2026-05-17
8443,阿瘦,,,,34,34,,,,,,,,,OX ,2026-05-17
8454,富邦媒,22,178,6,1023,861,66243,,,,8,8,66243,, ,2026-05-17
8462,柏文,1,13,,1050,1038,20098,,,,,,20098,, ,2026-05-17
8463,潤泰材,1,1,,161,161,37500,,,,,,37500,, ,2026-05-17
8464,億豐,13,1,,160,172,73255,,,,,,73255,, ,2026-05-17
8466,美吉吉-KY,96,1,,527,622,19956,,,,2,2,19956,, ,2026-05-17
8467,波力-KY,2,6,,322,318,12093,,2,,,2,12093,, ,2026-05-17
8473,山林水,29,54,,1704,1679,42631,,1,,2,3,42631,, ,2026-05-17
8476,台境*,20,8,,9561,9573,41556,,,,11,11,41556,, ,2026-05-17
8478,東哥遊艇,24,22,2,1026,1026,23493,,,,2,2,23493,, ,2026-05-17
8481,政伸,,,,8,8,16650,,,,,,16650,, ,2026-05-17
8482,商億-KY,1,,,190,191,26861,,,,,,26861,, ,2026-05-17
8487,愛爾達-創,1,,,53,54,6633,,,,,,6633,, ,2026-05-17
8488,吉源-KY,,,,16,16,18375,,,,,,18375,, ,2026-05-17
8499,鼎炫-KY,18,14,,640,644,10291,,,,73,73,10291,, ,2026-05-17
8926,台汽電,1352,598,,3940,4694,182570,79,313,,376,610,182570,88, ,2026-05-17
8940,新天地,9,,,47,56,16872,,,,,,16872,, ,2026-05-17
8996,高力,217,222,1,4870,4864,23373,3,41,,121,159,23373,4, ,2026-05-17
9103,美德醫療-DR,9,21,,4089,4077,51382,,,,,,51382,, ,2026-05-17
910322,康師傅-DR,,,,,,,,,,,,,,OX ,2026-05-17
9105,泰金寶-DR,328,1196,,54496,53628,408184,1,3,,1,3,408184,, ,2026-05-17
910861,神州-DR,,,,,,,,,,,,,,OX ,2026-05-17
911868,同方友友-DR,,,,,,,,,,,,,,OX ,2026-05-17
912000,晨訊科-DR,19,,,9367,9386,39823,,,,,,39823,, ,2026-05-17
9136,巨騰-DR,,,,10364,10364,36072,,,,,,36072,, ,2026-05-17
9802,鈺齊-KY,63,9,62,2350,2342,50247,,,,16,16,50247,, ,2026-05-17
9902,台火,5,,,3480,3485,24512,,,,,,24512,, ,2026-05-17
9904,寶成,1585,866,2,13418,14135,736696,1,,2,107,104,736696,, ,2026-05-17
9905,大華,,1,,267,266,76250,,,,,,76250,, ,2026-05-17
9906,欣巴巴,2,,,389,391,22594,,,,8,8,22594,, ,2026-05-17
9907,統一實,193,159,,3456,3490,394786,30,,,39,9,394786,, ,2026-05-17
9908,大台北,16,3,1,233,245,129089,,,,,,129089,5, ,2026-05-17
9910,豐泰,36,15,2,2791,2810,246870,1,,,3,2,246870,, ,2026-05-17
9911,櫻花,,,,338,338,55597,,,,,,55597,, ,2026-05-17
9912,偉聯,,,,,,,,,,,,,,OX ,2026-05-17
9914,美利達,417,294,11,3106,3218,74745,2,35,,39,72,74745,1, ,2026-05-17
9917,中保科,,1,,53,52,112799,,,,,,112799,, ,2026-05-17
9918,欣天然,,3,,134,131,45134,,,,,,45134,, ,2026-05-17
9919,康那香,10,15,,8397,8392,48840,6,,,7,1,48840,, ,2026-05-17
9921,巨大,152,140,,2389,2401,98016,7,1,,48,42,98016,5, ,2026-05-17
9924,福興,,4,,700,696,37690,,,,,,37690,, ,2026-05-17
9925,新保,,2,,9,7,96872,,,,,,96872,, ,2026-05-17
9926,新海,,10,,33,23,44876,,,,,,44876,, ,2026-05-17
9927,泰銘,1,4,,54,51,30000,,,,,,30000,, ,2026-05-17
9928,中視,7,,,285,292,15481,,,,,,15481,, ,2026-05-17
9929,秋雨,,,,,,,,,,,,,,OX ,2026-05-17
9930,中聯資源,,,,13,13,62135,,,,,,62135,, ,2026-05-17
9931,欣高,3,11,,124,116,30092,,,,,,30092,, ,2026-05-17
9933,中鼎,218,307,,4689,4600,225102,,20,,1,21,225102,2, ,2026-05-17
9934,成霖,96,23,,4531,4604,102754,,,,1,1,102754,, ,2026-05-17
9935,慶豐富,7,8,5,1152,1146,44459,,,,,,44459,, ,2026-05-17
9937,全國,,,,144,144,77260,,,,,,77260,, ,2026-05-17
9938,百和,64,29,,3436,3471,74490,,,,5,5,74490,, ,2026-05-17
9939,宏全,120,97,,910,933,73946,2,2,,2,2,73946,, ,2026-05-17
9940,信義,28,15,45,1003,971,184211,,,,1,1,184211,, ,2026-05-17
9941,裕融,12,68,,1272,1216,143909,,,,5,5,143909,, ,2026-05-17
9942,茂順,2,1,,84,85,20790,,,,,,20790,, ,2026-05-17
9943,好樂迪,3,,,92,95,31292,,,,,,31292,, ,2026-05-17
9944,新麗,202,199,,5497,5500,26477,,,,,,26477,, ,2026-05-17
9945,潤泰新,578,154,,20318,20742,711056,1,,,14,13,711056,, ,2026-05-17
9946,三發地產,36,14,,1630,1652,81638,,,,1,1,81638,, ,2026-05-17
9955,佳龍,14,22,,1369,1361,26108,,,,28,28,26108,, ,2026-05-17
9958,世紀鋼,303,278,3,8548,8570,61724,11,1,,27,17,61724,4, ,2026-05-17
00400A,主動國泰動能高息,2140,2386,1,18346,18099,385910,4,31,,15,42,385910,19, ,2026-05-17
00401A,主動摩根台灣鑫收,8,24,,1149,1133,66848,,,,,,66848,1, ,2026-05-17
00403A,主動統一升級50,28406,18701,304,174157,183558,3938129,273,536,2743,3145,665,3938129,335, ,2026-05-17
0050,元大台灣50,795,1031,18,9327,9073,4678125,113,110,,1383,1380,4678125,11, ,2026-05-17
0051,元大中型100,,,,50,50,6125,,,,,,6125,, ,2026-05-17
0052,富邦科技,393,611,,9355,9137,626500,2,3,,119,120,626500,1, ,2026-05-17
0053,元大電子,,,,7,7,1247,,,,,,1247,, ,2026-05-17
0055,元大MSCI金融,10,5,,69,74,20288,,,,,,20288,5, ,2026-05-17
0056,元大高股息,130,126,3,2653,2654,3438008,16,2,,220,206,3438008,, ,2026-05-17
0057,富邦摩台,,,,,,381,,,,,,381,, ,2026-05-17
0061,元大寶滬深,5,5,,133,133,25904,,,,,,25904,, ,2026-05-17
006203,元大MSCI台灣,,,,,,2554,,,,,,2554,, ,2026-05-17
006204,永豐臺灣加權,,,,,,375,,,,,,375,, ,2026-05-17
006205,富邦上証,,,,9,9,25484,,,,1,1,25484,, ,2026-05-17
006206,元大上證50,,,,12,12,7444,,,,,,7444,, ,2026-05-17
006207,復華滬深,,,,5,5,5598,,,,,,5598,, ,2026-05-17
006208,富邦台50,32,19,,207,220,460260,,1,,31,32,460260,1, ,2026-05-17
00631L,元大台灣50正2,11314,16929,242,136646,130789,1080587,948,2580,101,13698,15229,1080587,1855, ,2026-05-17
00632R,元大台灣50反1,22765,8443,89,290670,304903,584051,611,481,,5141,5011,584051,438, ,2026-05-17
00633L,富邦上証正2,474,188,,7065,7351,35239,35,19,,972,956,35239,2, ,2026-05-17
00634R,富邦上証反1,,5,,1871,1866,11814,,,,23,23,11814,, ,2026-05-17
00635U,期元大S&P黃金,27,69,,4815,4773,73878,,,,269,269,73878,, ,2026-05-17
00636,國泰中國A50,6,2,,34,38,26956,,,,,,26956,, ,2026-05-17
00637L,元大滬深300正2,2579,1727,,80799,81651,205276,84,1,,11997,11914,205276,54, ,2026-05-17
00638R,元大滬深300反1,,15,,935,920,6862,2,,,6,4,6862,, ,2026-05-17
00639,富邦深100,26,23,,571,574,28100,,,,7,7,28100,, ,2026-05-17
00640L,富邦日本正2,5,21,,702,686,2354,,,,78,78,2354,, ,2026-05-17
00641R,富邦日本反1,519,361,,7682,7840,18689,,,,517,517,18689,, ,2026-05-17
00642U,期元大S&P石油,387,296,,7311,7402,27330,23,93,,3567,3637,27330,, ,2026-05-17
00643,群益深証中小,,10,,1017,1007,20518,,,,,,20518,, ,2026-05-17
00645,富邦日本,,1,,40,39,12749,,,,,,12749,, ,2026-05-17
00646,元大S&P500,39,,,104,143,136246,,,,2,2,136246,, ,2026-05-17
00647L,元大S&P500正2,,1,,27,26,1604,,,,,,1604,, ,2026-05-17
00648R,元大S&P500反1,66,25,,9473,9514,36672,,1,,121,122,36672,, ,2026-05-17
00650L,復華香港正2,561,1297,,16528,15792,30334,102,1,,1778,1677,30334,2, ,2026-05-17
00651R,復華香港反1,240,12,,1730,1958,8298,,,,330,330,8298,, ,2026-05-17
00652,富邦印度,,,,38,38,17008,,,,,,17008,, ,2026-05-17
00653L,富邦印度正2,52,27,,2767,2792,4600,1,6,,2,7,4600,, ,2026-05-17
00654R,富邦印度反1,,,,723,723,5116,,,,71,71,5116,, ,2026-05-17
00655L,國泰中國A50正2,76,75,,2215,2216,18114,4,,4,369,361,18114,, ,2026-05-17
00656R,國泰中國A50反1,,,,232,232,5089,,,,,,5089,, ,2026-05-17
00657,國泰日經225,,,,,,1646,,,,,,1646,, ,2026-05-17
00660,元大歐洲50,,,,8,8,2007,,,,,,2007,, ,2026-05-17
00661,元大日經225,,2,,46,44,5981,,,,,,5981,, ,2026-05-17
00662,富邦NASDAQ,16,39,,957,934,187382,,,,2,2,187382,, ,2026-05-17
00663L,國泰臺灣加權正2,646,425,,5207,5428,27415,68,154,,1955,2041,27415,49, ,2026-05-17
00664R,國泰臺灣加權反1,7685,1895,45,107351,113096,196018,,77,,458,535,196018,48, ,2026-05-17
00665L,富邦恒生國企正2,3911,973,,73034,75972,112116,42,4,,1623,1585,112116,78,@ ,2026-05-17
00666R,富邦恒生國企反1,,45,,586,541,3781,,,,12,12,3781,, ,2026-05-17
00668,國泰美國道瓊,,,,74,74,2883,,,,,,2883,, ,2026-05-17
00669R,國泰美國道瓊反1,1087,67,,12785,13805,52154,,,,177,177,52154,, ,2026-05-17
00670L,富邦NASDAQ正2,33,228,,1594,1399,18911,8,8,,235,235,18911,, ,2026-05-17
00671R,富邦NASDAQ反1,37,35,3,135107,135106,137971,292,1,,2934,2643,137971,,@ ,2026-05-17
00673R,期元大S&P原油反1,1556,1066,47,108662,109105,205637,15,4,,637,626,205637,, ,2026-05-17
00674R,期元大S&P黃金反1,,,,115,115,,,,,,,,,OX ,2026-05-17
00675L,富邦臺灣加權正2,104,140,1,1556,1519,26946,16,40,,586,610,26946,2, ,2026-05-17
00676R,富邦臺灣加權反1,1050,316,,22525,23259,43208,2,57,,231,286,43208,2, ,2026-05-17
00678,群益那斯達克生技,,,,11,11,1987,,,,,,1987,, ,2026-05-17
00680L,元大美債20正2,1527,241,7,81335,82614,474519,10,20,,188,198,474519,, ,2026-05-17
00681R,元大美債20反1,2,,,13,15,1898,,,,,,1898,, ,2026-05-17
00682U,期元大美元指數,,1,,6,5,1911,,,,,,1911,, ,2026-05-17
00683L,期元大美元指正2,3,15,,148,136,2858,,,,1,1,2858,, ,2026-05-17
00684R,期元大美元指反1,,,,21,21,2422,,,,,,2422,, ,2026-05-17
00685L,群益臺灣加權正2,19,31,,328,316,9784,,1,,17,18,9784,2, ,2026-05-17
00686R,群益臺灣加權反1,296,749,,19705,19252,44569,1,15,,9,23,44569,2, ,2026-05-17
00688L,國泰20年美債正2,776,244,,34137,34669,199403,,,,21,21,199403,, ,2026-05-17
00689R,國泰20年美債反1,,,,1,1,1722,,,,,,1722,, ,2026-05-17
00690,兆豐藍籌30,9,,,63,72,20082,,,,,,20082,,X ,2026-05-17
00692,富邦公司治理,,,,59,59,155320,,,,,,155320,, ,2026-05-17
00693U,期街口S&P黃豆,255,282,,4153,4126,24916,,,,9,9,24916,, ,2026-05-17
00700,富邦恒生國企,1,,,178,179,8995,,,,,,8995,, ,2026-05-17
00701,國泰股利精選30,,,,91,91,45472,,,,,,45472,, ,2026-05-17
00702,國泰標普低波高息,,,,,,1672,,,,,,1672,, ,2026-05-17
00703,台新MSCI中國,,,,2,2,2512,,,,,,2512,, ,2026-05-17
00706L,期元大S&P日圓正2,65,12,,2248,2301,39567,,,,48,48,39567,, ,2026-05-17
00707R,期元大S&P日圓反1,,20,,40,20,1463,,,,,,1463,, ,2026-05-17
00708L,期元大S&P黃金正2,540,373,2,9024,9189,27143,31,4,,778,751,27143,10, ,2026-05-17
00709,富邦歐洲,,,,2,2,3990,,,,,,3990,, ,2026-05-17
00710B,復華彭博非投等債,,,,13,13,45815,,,,,,45815,, ,2026-05-17
00711B,復華彭博新興債,,,,3,3,218065,,,,,,218065,, ,2026-05-17
00712,復華富時不動產,281,98,,14440,14623,1221002,3,68,,4,69,1221002,, ,2026-05-17
00713,元大台灣高息低波,7,4,,120,123,478878,,,,4,4,478878,, ,2026-05-17
00714,群益道瓊美國地產,,,,7,7,5891,,,,,,5891,, ,2026-05-17
00715L,期街口布蘭特正2,814,710,1,9673,9776,21297,33,95,,6648,6710,21297,20, ,2026-05-17
00717,富邦美國特別股,,,,2,2,34901,,,,,,34901,, ,2026-05-17
00728,第一金工業30,,,,,,9855,,,,,,9855,, ,2026-05-17
00730,富邦臺灣優質高息,5,,,32,37,18636,,,,,,18636,,X ,2026-05-17
00731,復華富時高息低波,,,,6,6,6775,,,,,,6775,,X ,2026-05-17
00733,富邦臺灣中小,5,18,,53,40,18616,,,,,,18616,, ,2026-05-17
00735,國泰臺韓科技,114,465,5,2353,1997,16447,1,2,40,95,56,16447,, ,2026-05-17
00736,國泰新興市場,,,,,,1681,,,,,,1681,, ,2026-05-17
00737,國泰AI機器人,1,1,,54,54,5634,,,,,,5634,, ,2026-05-17
00738U,期元大道瓊白銀,1176,919,,11475,11732,62949,97,29,,733,665,62949,15, ,2026-05-17
00739,元大MSCI A股,,,,,,6497,,,,,,6497,, ,2026-05-17
00752,中信中國50,12,56,,649,605,76554,2,,,8,6,76554,, ,2026-05-17
00753L,中信中國50正2,3492,1559,,97805,99738,180539,134,11,,1372,1249,180539,255, ,2026-05-17
00757,統一FANG+,4,14,23,482,449,74498,,,,14,14,74498,, ,2026-05-17
00762,元大全球AI,2,3,,57,56,11937,,,,,,11937,, ,2026-05-17
00763U,期街口道瓊銅,45,308,,2021,1758,13766,6,,,113,107,13766,, ,2026-05-17
00770,國泰北美科技,1,,,23,24,20739,,,,,,20739,, ,2026-05-17
00771,元大US高息特別股,,,,,,3556,,,,,,3556,,X ,2026-05-17
00775B,新光投等債15+,,,,,,58025,,,,,,58025,,X ,2026-05-17
00783,富邦中証500,,,,452,452,2632,,,,,,2632,, ,2026-05-17
00830,國泰費城半導體,89,121,10,2769,2727,164991,11,48,,292,329,164991,2, ,2026-05-17
00850,元大臺灣ESG永續,4,,,29,33,104236,,,,,,104236,,X ,2026-05-17
00851,台新全球AI,,,,1,1,1506,,,,,,1506,, ,2026-05-17
00852L,國泰美國道瓊正2,8,11,,171,168,2216,,,,78,78,2216,, ,2026-05-17
00861,元大全球未來通訊,6,1,,7,12,17228,,,,,,17228,, ,2026-05-17
00865B,國泰US短期公債,223,245,,370,348,58811,,,,,,58811,, ,2026-05-17
00875,國泰網路資安,,,,1,1,3372,,,,,,3372,, ,2026-05-17
00876,元大全球5G,2,,,5,7,18506,,,,,,18506,, ,2026-05-17
00878,國泰永續高股息,1724,563,,4888,6049,4732572,,,,,,4732572,,X ,2026-05-17
00881,國泰台灣科技龍頭,64,52,,968,980,588475,,,,35,35,588475,, ,2026-05-17
00882,中信中國高股息,31,50,,1917,1898,511837,2,,,10,8,511837,, ,2026-05-17
00885,富邦越南,9,16,,843,836,166059,,3,,157,160,166059,, ,2026-05-17
00891,中信關鍵半導體,2164,971,1,9135,10327,429397,,,,,,429397,,X ,2026-05-17
00892,富邦台灣半導體,115,73,,606,648,66573,,,,,,66573,, ,2026-05-17
00893,國泰智能電動車,4,4,,98,98,93971,,,,23,23,93971,, ,2026-05-17
00894,中信小資高價30,66,17,,879,928,38002,,,,,,38002,,X ,2026-05-17
