股票代號,股票名稱,融資買進,融資賣出,融資現金償還,融資前日餘額,融資今日餘額,融資限額,融券買進,融券賣出,融券現券償還,融券前日餘額,融券今日餘額,融券限額,資券互抵,註記,date
2442,新美齊,110,33,,5462,5539,79113,,,,,,79113,, ,2026-05-15
2444,兆勁,,,,,,,,,,,,,,OX ,2026-05-15
2449,京元電子,2605,1544,5,22984,24040,305686,38,6,,156,124,305686,17, ,2026-05-15
2450,神腦,,6,,104,98,64563,,,,4,4,64563,, ,2026-05-15
2451,創見,684,1151,,5984,5517,107673,6,11,,105,110,107673,11, ,2026-05-15
2453,凌群,58,33,2,2527,2550,25000,,,,1,1,25000,, ,2026-05-15
2454,聯發科,509,601,33,8606,8481,400976,34,,,150,116,400976,506, ,2026-05-15
2455,全新,36,205,2,7508,7337,46226,108,42,,626,560,46226,201, ,2026-05-15
2457,飛宏,106,193,,12538,12451,106193,4,,,30,26,106193,2, ,2026-05-15
2458,義隆,270,365,,3724,3629,75970,5,30,,48,73,75970,, ,2026-05-15
2459,敦吉,5,,,121,126,26398,,,,,,26398,, ,2026-05-15
2460,建通,,,,375,375,,,,,,,,,OX ,2026-05-15
2461,光群雷,36,14,,3983,4005,47971,,2,,3,5,47971,, ,2026-05-15
2462,良得電,77,10,,2501,2568,30486,,3,,3,6,30486,, ,2026-05-15
2464,盟立,1260,1248,10,13039,13041,51587,12,47,27,1047,1055,51587,36, ,2026-05-15
2465,麗臺,106,215,,2448,2339,17236,,,,14,14,17236,, ,2026-05-15
2466,冠西電,36,25,,5021,5032,40952,,,,17,17,40952,, ,2026-05-15
2467,志聖,189,210,,2152,2131,39188,2,,2,108,104,39188,2, ,2026-05-15
2468,華經,24,24,4,3501,3497,17490,,,,2,2,17490,4, ,2026-05-15
2471,資通,14,1,,1432,1445,11813,,,,,,11813,, ,2026-05-15
2472,立隆電,1628,1179,3,9327,9773,41183,8,8,,88,88,41183,32, ,2026-05-15
2474,可成,618,918,,6314,6014,140342,112,,,118,6,140342,3, ,2026-05-15
2476,鉅祥,882,582,,27620,27920,54724,1,,,22,21,54724,, ,2026-05-15
2477,美隆電,7,6,,1311,1312,39643,,,,46,46,39643,, ,2026-05-15
2478,大毅,646,823,2,3119,2940,36182,5,2,,48,45,36182,4, ,2026-05-15
2480,敦陽科,7,48,1,493,451,26590,,,,,,26590,, ,2026-05-15
2481,強茂,6153,6609,,15850,15394,95528,103,39,,432,368,95528,108, ,2026-05-15
2482,連宇,29,28,2,2090,2089,19470,,,,,,19470,, ,2026-05-15
2483,百容,33,61,,400,372,26972,,,,,,26972,1, ,2026-05-15
2484,希華,348,766,13,12698,12267,39855,4,5,,6,7,39855,24, ,2026-05-15
2485,兆赫,5694,3437,32,19072,21297,79422,121,169,,1123,1171,79422,168, ,2026-05-15
2486,一詮,119,206,18,19780,19675,58580,6,1,,262,257,58580,137, ,2026-05-15
2488,漢平,1,2,,575,574,19999,,,,,,19999,, ,2026-05-15
2489,瑞軒,2206,3014,10,53366,52548,152500,54,28,,648,622,152500,25, ,2026-05-15
2491,吉祥全,51,150,,1738,1639,20502,,,,14,14,20502,, ,2026-05-15
2492,華新科,2610,1780,1,14702,15531,121451,82,462,,769,1149,121451,16, ,2026-05-15
2493,揚博,786,518,1,7489,7756,31699,,6,,8,14,31699,1, ,2026-05-15
2495,普安,416,189,5,9895,10117,68387,1,10,,32,41,68387,4, ,2026-05-15
2496,卓越,,,,41,41,4775,,,,,,4775,, ,2026-05-15
2497,怡利電,89,57,1,3201,3232,29521,,4,,2,6,29521,, ,2026-05-15
2498,宏達電,4138,1850,7,31114,33395,209016,27,57,,511,541,209016,5, ,2026-05-15
2501,國建,328,96,,5285,5517,289890,,1,,10,11,289890,2, ,2026-05-15
2504,國產,100,26,,3819,3893,295000,,,,21,21,295000,, ,2026-05-15
2505,國揚,97,159,,2832,2770,95000,,,,,,95000,, ,2026-05-15
2506,太設,,1,,1889,1888,75125,,,,,,75125,, ,2026-05-15
2509,全坤建,6,,,645,651,56137,,,,,,56137,, ,2026-05-15
2511,太子,10,26,,3940,3924,405831,,,,,,405831,, ,2026-05-15
2514,龍邦,11,38,,15251,15224,98682,,,,,,98682,, ,2026-05-15
2515,中工,736,323,,29851,30264,401976,,,1,42,41,401976,1, ,2026-05-15
2516,新建,,,,,,,,,,,,,,OX ,2026-05-15
2520,冠德,2,105,,4359,4256,152371,,16,,151,167,152371,, ,2026-05-15
2524,京城,14,32,,3277,3259,91495,,,,31,31,91495,, ,2026-05-15
2527,宏璟,31,27,,3213,3217,67576,,,,1,1,67576,, ,2026-05-15
2528,皇普,,1,30,5668,5637,108999,,,,,,108999,, ,2026-05-15
2530,華建,19,3,,5343,5359,210313,13,,,13,,210313,, ,2026-05-15
2534,宏盛,27,240,,12566,12353,118556,,,,,,118556,, ,2026-05-15
2535,達欣工,13,2,,346,357,67698,,1,,4,5,67698,, ,2026-05-15
2536,宏普,115,7,,6811,6919,83202,,,,,,83202,, ,2026-05-15
2537,聯上發,25,54,,3255,3226,75139,,,,,,75139,, ,2026-05-15
2538,基泰,9,,,2535,2544,111256,,,,,,111256,, ,2026-05-15
2539,櫻花建,39,1,,2882,2920,298275,,,,20,20,298275,, ,2026-05-15
2540,愛山林,332,41,,3157,3448,236218,,6,,37,43,236218,, ,2026-05-15
2542,興富發,324,418,4,8619,8521,543270,22,,,286,264,543270,1, ,2026-05-15
2543,皇昌,288,187,3,12687,12785,132135,3,28,,30,55,132135,, ,2026-05-15
2545,皇翔,13,8,1,2844,2848,94933,,,,1,1,94933,, ,2026-05-15
2546,根基,,,,72,72,32631,,,,,,32631,, ,2026-05-15
2547,日勝生,59,137,,12863,12785,258773,,,,,,258773,, ,2026-05-15
2548,華固,70,82,,1216,1204,79929,,,,23,23,79929,, ,2026-05-15
2597,潤弘,22,41,,998,979,77679,,,,10,10,77679,, ,2026-05-15
2601,益航,,69,49,1163,1045,,,,,,,,,OX ,2026-05-15
2603,長榮,134,203,,12819,12750,541260,1,53,,72,124,541260,1, ,2026-05-15
2605,新興,517,778,44,11462,11157,146338,4,3,,12,11,146338,2, ,2026-05-15
2606,裕民,373,270,1,4028,4130,211263,2,,,13,11,211263,4, ,2026-05-15
2607,榮運,7,4,,955,958,133392,,,,,,133392,, ,2026-05-15
2608,嘉里大榮,,,,1269,1269,116750,,,,,,116750,, ,2026-05-15
2609,陽明,830,779,61,36302,36292,873026,,11,,119,130,873026,2, ,2026-05-15
2610,華航,1616,605,,51039,52050,1536247,4,6,1,111,112,1536247,2, ,2026-05-15
2611,志信,7,4,,2123,2126,47250,1,,,5,4,47250,, ,2026-05-15
2612,中航,40,45,,2317,2312,49371,,,,2,2,49371,, ,2026-05-15
2613,中櫃,2,98,14,2130,2020,37105,,,,3,3,37105,, ,2026-05-15
2614,東森,160,173,6,5446,5427,81816,,1,,1,2,81816,, ,2026-05-15
2615,萬海,516,195,6,24303,24618,701536,2,,,283,281,701536,32, ,2026-05-15
2616,山隆,1,39,,506,468,34320,,,,2,2,34320,, ,2026-05-15
2617,台航,9,24,,2080,2065,104323,,,,2,2,104323,, ,2026-05-15
2618,長榮航,642,1508,40,43879,42973,1350111,,2,,42,44,1350111,, ,2026-05-15
2630,亞航,95,303,1,6290,6081,52359,,,,13,13,52359,, ,2026-05-15
2633,台灣高鐵,46,1,,2560,2605,657073,,,,,,657073,, ,2026-05-15
2634,漢翔,237,427,26,22940,22724,235466,1,,,16,15,235466,1, ,2026-05-15
2636,台驊控股,12,5,1,691,697,35458,,,,,,35458,, ,2026-05-15
2637,慧洋-KY,181,114,,4345,4412,186602,2,,,10,8,186602,, ,2026-05-15
2642,宅配通,2,,,525,527,23866,,,,,,23866,, ,2026-05-15
2645,長榮航太,95,59,37,3405,3404,93642,1,,,1,,93642,, ,2026-05-15
2646,星宇航空,54,51,,3722,3725,752183,,1,,29,30,752183,, ,2026-05-15
2701,萬企,2,1,,1165,1166,112491,1,,,1,,112491,, ,2026-05-15
2702,華園,4,9,,425,420,39153,,,,,,39153,, ,2026-05-15
2704,國賓,1,,,209,210,91730,,,,,,91730,, ,2026-05-15
2705,六福,43,1,,505,547,46634,,,,,,46634,, ,2026-05-15
2706,第一店,,,,886,886,124999,,,,,,124999,, ,2026-05-15
2707,晶華,4,3,,173,174,31850,,,,,,31850,, ,2026-05-15
2712,遠雄來,,,,9,9,,,,,,,,,OX ,2026-05-15
2722,夏都,8,,,383,391,35792,,,,,,35792,, ,2026-05-15
2723,美食-KY,11,1,,2396,2406,45000,,,,2,2,45000,, ,2026-05-15
2727,王品,7,10,,476,473,20735,,,,1,1,20735,, ,2026-05-15
2731,雄獅,13,35,,917,895,23319,,,,22,22,23319,, ,2026-05-15
2739,寒舍,20,14,,1009,1015,22881,,,,1,1,22881,1, ,2026-05-15
2748,雲品,6,,,957,963,26444,,,,,,26444,, ,2026-05-15
2753,八方雲集,17,7,,697,707,16661,,,,,,16661,, ,2026-05-15
2762,世界健身-KY,49,6,,179,222,28125,,,,,,28125,, ,2026-05-15
2801,彰銀,2338,62,,13484,15760,2941511,,,,,,2941511,, ,2026-05-15
2812,台中銀,754,116,6,6061,6693,1505406,,1,,,1,1505406,, ,2026-05-15
2816,旺旺保,29,91,,411,349,55902,,,,,,55902,, ,2026-05-15
2820,華票,6,,,1107,1113,335740,,,,,,335740,, ,2026-05-15
2832,台產,2,1,,371,372,63385,,,,,,63385,, ,2026-05-15
2834,臺企銀,42,55,3,8444,8428,2429515,,,,18,18,2429515,, ,2026-05-15
2836,高雄銀,,,,5954,5954,459979,,,,,,459979,, ,2026-05-15
2838,聯邦銀,,27,,827,800,1085137,,1,,3,4,1085137,, ,2026-05-15
2845,遠東銀,1146,116,6,5238,6262,1216321,,,,28,28,1216321,, ,2026-05-15
2849,安泰銀,4,,,86,90,223623,,,,,,223623,, ,2026-05-15
2850,新產,2,1,1,183,183,78990,,,,,,78990,, ,2026-05-15
2851,中再保,53,110,,628,571,200097,1,,,1,,200097,, ,2026-05-15
2852,第一保,3,63,,477,417,75290,,,,,,75290,, ,2026-05-15
2855,統一證,510,465,3,4545,4587,400353,1,2,,63,64,400353,, ,2026-05-15
2867,三商壽,,,,,,,,,,,,,,OX ,2026-05-15
2880,華南金,41,56,5,4137,4117,3479241,,,,,,3479241,, ,2026-05-15
2881,富邦金,29,93,1,6204,6139,3501841,7,3,,103,99,3501841,, ,2026-05-15
2882,國泰金,258,44,22,4247,4439,3667302,6,11,,120,125,3667302,1, ,2026-05-15
2883,凱基金,1101,504,2,11627,12222,4243711,1,2,,38,39,4243711,, ,2026-05-15
2884,玉山金,26,18,40,6933,6901,4043500,,,,4,4,4043500,, ,2026-05-15
2885,元大金,82,53,3,1232,1258,3332787,,,,37,37,3332787,, ,2026-05-15
2886,兆豐金,17,,2,1056,1071,3708344,,,,16,16,3708344,, ,2026-05-15
2887,台新新光金,1598,2646,,50616,49568,6216599,4,4,,40,40,6216599,, ,2026-05-15
2889,國票金,16,1,2,1734,1747,908390,,,,6,6,908390,, ,2026-05-15
2890,永豐金,28,24,5,3642,3641,3623080,1,,,13,12,3623080,, ,2026-05-15
2891,中信金,75,363,6,3816,3522,4919454,1,,,153,152,4919454,, ,2026-05-15
2892,第一金,30,1285,,13097,11842,3594867,2,1,,4,3,3594867,9, ,2026-05-15
2897,王道銀行,73,9,,2202,2266,701339,,,,15,15,701339,, ,2026-05-15
2901,欣欣,11,10,,548,549,18260,,,,,,18260,, ,2026-05-15
2903,遠百,,3,,1808,1805,354235,,,,1,1,354235,, ,2026-05-15
2904,匯僑,4,,,19,23,19458,,,,,,19458,, ,2026-05-15
2905,三商,92,10,,9317,9399,277592,,,,,,277592,, ,2026-05-15
2906,高林,15,20,,655,650,52279,,,,,,52279,, ,2026-05-15
2908,特力,261,128,,13667,13800,127471,,,,,,127471,, ,2026-05-15
2910,統領,3,,,2,5,43850,,,,,,43850,, ,2026-05-15
2911,麗嬰房,,,,,,,,,,,,,,OX ,2026-05-15
2912,統一超,1,6,,459,454,259905,,,,1,1,259905,, ,2026-05-15
2913,農林,23,7,,6889,6905,176687,,,,10,10,176687,, ,2026-05-15
2915,潤泰全,26,21,20,9335,9320,276079,,,,28,28,276079,2, ,2026-05-15
2929,淘帝-KY,100,10,,1770,1860,27373,,,,,,27373,, ,2026-05-15
2939,永邑-KY,,,,215,215,11387,,,,,,11387,, ,2026-05-15
3002,歐格,18,37,,2769,2750,25500,1,1,,2,2,25500,2, ,2026-05-15
3003,健和興,297,293,11,3769,3762,38913,,1,,7,8,38913,2, ,2026-05-15
3004,豐達科,19,57,,2686,2648,16091,1,,,12,11,16091,, ,2026-05-15
3005,神基,1050,1004,,4487,4533,156077,22,8,,28,14,156077,4, ,2026-05-15
3006,晶豪科,4415,2576,,24700,26539,74531,14,145,,443,574,74531,26, ,2026-05-15
3008,大立光,597,189,,1321,1729,33367,,5,,5,10,33367,, ,2026-05-15
3010,華立,63,134,150,1903,1682,64859,,,,2,2,64859,1, ,2026-05-15
3011,今皓,30,647,5,5130,4508,29304,,,,37,37,29304,, ,2026-05-15
3013,晟銘電,182,330,22,12050,11880,51284,1,2,,24,25,51284,, ,2026-05-15
3014,聯陽,116,172,,2648,2592,41496,2,30,,4,32,41496,2, ,2026-05-15
3015,全漢,5,4,6,1635,1630,46815,,,,,,46815,, ,2026-05-15
3016,嘉晶,234,143,,6368,6459,72135,27,,39,739,673,72135,60, ,2026-05-15
3017,奇鋐,523,358,3,4283,4445,98135,8,1,,50,43,98135,4, ,2026-05-15
3018,隆銘綠能,,,,6,6,,,,,,,,,OX ,2026-05-15
3019,亞光,686,613,2,13783,13854,69810,89,16,,265,192,69810,5, ,2026-05-15
3021,鴻名,16,7,1,850,858,23722,,,,,,23722,2, ,2026-05-15
3022,威強電,18,46,,4812,4784,44149,,3,,5,8,44149,, ,2026-05-15
3023,信邦,96,76,,1796,1816,60017,2,,,18,16,60017,4, ,2026-05-15
3024,憶聲,595,571,30,8451,8445,69289,8,46,,16,54,69289,2, ,2026-05-15
3025,星通,27,61,,2464,2430,14184,,,,1,1,14184,1, ,2026-05-15
3026,禾伸堂,72,662,,12811,12221,41472,8,37,16,303,316,41472,511, ,2026-05-15
3027,盛達,82,97,,4991,4976,28740,2,1,,17,16,28740,, ,2026-05-15
3028,增你強,645,596,,3302,3351,59310,,11,,22,33,59310,6, ,2026-05-15
3029,零壹,59,80,2,3362,3339,38751,1,1,,5,5,38751,1, ,2026-05-15
3030,德律,238,358,,11776,11656,59054,2,,,170,168,59054,44, ,2026-05-15
3031,佰鴻,122,137,2,6542,6525,43300,4,4,,104,104,43300,2, ,2026-05-15
3032,偉訓,535,455,,8582,8662,25821,5,3,,43,41,25821,3, ,2026-05-15
3033,威健,1889,1093,1,7794,8589,121318,20,165,32,423,536,121318,20, ,2026-05-15
3034,聯詠,184,358,1,3802,3627,152127,,2,,24,26,152127,8, ,2026-05-15
3035,智原,2038,1463,10,19524,20089,65137,123,47,,498,422,65137,35, ,2026-05-15
3036,文曄,1156,1210,,7177,7123,317287,31,57,29,349,346,317287,2, ,2026-05-15
3037,欣興,1608,1547,1,37695,37755,393882,35,13,1,346,323,393882,44, ,2026-05-15
3038,全台,33,7,50,1340,1316,39351,,,,,,39351,, ,2026-05-15
3040,遠見,36,10,98,13968,13896,16556,1,,,11,10,16556,,@ ,2026-05-15
3041,揚智,18,68,20,3710,3640,29268,,16,,13,29,29268,1, ,2026-05-15
3042,晶技,1001,897,2,13945,14047,79498,4,11,,42,49,79498,3, ,2026-05-15
3043,科風,13,22,,1262,1253,9743,,,,,,9743,, ,2026-05-15
3044,健鼎,1238,1162,,5767,5843,131401,20,,,62,42,131401,2, ,2026-05-15
3045,台灣大,73,338,,649,384,930815,,10,,78,88,930815,, ,2026-05-15
3046,建碁,15,13,,958,960,19612,,,,1,1,19612,, ,2026-05-15
3047,訊舟,125,35,12,7022,7100,56190,,,,7,7,56190,, ,2026-05-15
3048,益登,5927,1975,,6134,10086,61207,2,42,,43,83,61207,28, ,2026-05-15
3049,精金,,,,10,10,,,,,,,,,OX ,2026-05-15
3050,鈺德,39,84,,4053,4008,38746,,,,,,38746,, ,2026-05-15
3051,力特,242,82,,4685,4845,34159,,,,13,13,34159,, ,2026-05-15
3052,夆典,2,30,,1509,1481,58311,,,,3,3,58311,, ,2026-05-15
3054,立萬利,17,13,,921,925,20162,,,,2,2,20162,, ,2026-05-15
3055,蔚華科,704,630,,7841,7915,25610,23,19,,57,53,25610,10, ,2026-05-15
3056,富華新,15,49,250,6881,6597,120138,,,,2,2,120138,2, ,2026-05-15
3057,喬鼎,,,,,,,,,,,,,,OX ,2026-05-15
3058,立德,,,,1,1,,,,,,,,,OX ,2026-05-15
3059,華晶科,244,291,201,12493,12245,76929,,,,8,8,76929,4, ,2026-05-15
3060,銘異,177,63,,7366,7480,34390,1,,,58,57,34390,, ,2026-05-15
3062,建漢,444,556,44,11744,11588,82522,2,3,10,120,111,82522,6, ,2026-05-15
3090,日電貿,2287,2009,,6978,7256,71891,2,13,1,42,52,71891,33, ,2026-05-15
3092,鴻碩,24,12,,2254,2266,26662,,,,6,6,26662,, ,2026-05-15
3094,聯傑,590,281,,2359,2668,20779,,14,,2,16,20779,5, ,2026-05-15
3130,一零四,,,,4,4,8297,,,,,,8297,, ,2026-05-15
3135,凌航,,,,,,23712,,,,,,23712,,X ,2026-05-15
3138,耀登,44,66,,3564,3542,14099,,1,,5,6,14099,, ,2026-05-15
3149,正達,1048,1975,41,30425,29457,53533,68,307,,172,411,53533,5, ,2026-05-15
3150,鈺寶-創,2,,,212,214,11094,,,,,,11094,, ,2026-05-15
3164,景岳,1,4,,280,277,21502,,,,,,21502,, ,2026-05-15
3167,大量,43,71,,9970,9942,22503,1,,,118,117,22503,30, ,2026-05-15
3168,眾福科,,,,32,32,18774,,,,,,18774,, ,2026-05-15
3189,景碩,6129,3118,762,23483,25732,131731,32,132,,511,611,131731,55, ,2026-05-15
3209,全科,363,232,,6403,6534,58847,2,8,3,92,95,58847,2, ,2026-05-15
3229,晟鈦,,,,,,,,,,,,,,OX ,2026-05-15
3231,緯創,2120,1608,42,55671,56141,795103,34,6,,450,422,795103,3, ,2026-05-15
3257,虹冠電,29,26,,2633,2636,19955,1,,,6,5,19955,, ,2026-05-15
3266,昇陽,3,5,,502,500,88078,,,,,,88078,, ,2026-05-15
3296,勝德,36,,,1729,1765,24181,,,,,,24181,, ,2026-05-15
3305,昇貿,1857,2814,4,12151,11190,36161,16,1,,86,71,36161,12, ,2026-05-15
3308,聯德,3,11,5,647,634,15000,,3,,,3,15000,, ,2026-05-15
3311,閎暉,2,10,,3253,3245,25000,,,,1,1,25000,, ,2026-05-15
3312,弘憶股,771,971,1,5321,5120,45656,4,29,,35,60,45656,21, ,2026-05-15
3321,同泰,,,,,,,,,,,,,,OX ,2026-05-15
3338,泰碩,61,190,,4358,4229,21977,4,2,,18,16,21977,, ,2026-05-15
3346,麗清,23,13,4,3663,3669,30307,,,,6,6,30307,, ,2026-05-15
3356,奇偶,225,302,,1998,1921,19985,1,1,,47,47,19985,4, ,2026-05-15
3376,新日興,436,643,9,12818,12602,48940,2,21,,13,32,48940,2, ,2026-05-15
3380,明泰,179,121,9,6780,6829,135429,2,1,,16,15,135429,4, ,2026-05-15
3406,玉晶光,564,376,,2054,2242,28185,,10,,34,44,28185,6, ,2026-05-15
3413,京鼎,315,267,,3471,3519,27690,,,,4,4,27690,7, ,2026-05-15
3416,融程電,33,29,,1197,1201,20123,,,,19,19,20123,, ,2026-05-15
3419,譁裕,,6,,1543,1537,,,,,,,,,OX ,2026-05-15
3432,台端,,,,,,,,,,,,,,OX ,2026-05-15
3437,榮創,46,85,,3492,3453,36137,49,2,,74,27,36137,6, ,2026-05-15
3443,創意,278,177,,4682,4783,33502,8,4,,91,87,33502,, ,2026-05-15
3447,展達,32,132,2,2789,2687,19362,,,,,,19362,1, ,2026-05-15
3450,聯鈞,1218,1484,15,17839,17558,36420,138,6,,1142,1010,36420,1075, ,2026-05-15
3481,群創,78601,92279,35,428954,415241,1997299,5325,2023,4,17942,14636,1997299,1376, ,2026-05-15
3494,誠研,,,,,,,,,,,,,,OX ,2026-05-15
3501,維熹,96,45,150,745,646,29564,,3,,21,24,29564,, ,2026-05-15
3504,揚明光,389,259,,2278,2408,28514,,13,,46,59,28514,1, ,2026-05-15
3515,華擎,16,47,,2215,2184,30886,,2,,8,10,30886,, ,2026-05-15
3518,柏騰,152,88,,3869,3933,23440,7,10,,69,72,23440,, ,2026-05-15
3528,安馳,237,93,,2383,2527,16659,,,,,,16659,6, ,2026-05-15
3530,晶相光,3,28,,1359,1334,19368,,,,1,1,19368,, ,2026-05-15
3532,台勝科,26,107,4,6345,6260,96962,4,,,120,116,96962,35, ,2026-05-15
3533,嘉澤,187,167,,1068,1088,28133,,1,,,1,28133,1, ,2026-05-15
3535,晶彩科,174,373,,8059,7860,19763,22,1,,123,102,19763,1, ,2026-05-15
3543,州巧,54,199,9,7618,7464,27565,,1,,17,18,27565,, ,2026-05-15
3545,敦泰,260,335,,5140,5065,55287,12,12,,53,53,55287,7, ,2026-05-15
3550,聯穎,343,239,,13480,13584,26887,13,12,,18,17,26887,7, ,2026-05-15
3557,嘉威,1,13,,440,428,17999,,,,,,17999,, ,2026-05-15
3563,牧德,251,166,43,6381,6423,12300,2,,,18,16,12300,2, ,2026-05-15
3576,聯合再生,,,,,,,,,,,,,,OX ,2026-05-15
3583,辛耘,341,569,2,2835,2605,20086,7,2,,759,754,20086,4, ,2026-05-15
3588,通嘉,14,49,,1465,1430,15498,1,1,,3,3,15498,, ,2026-05-15
3591,艾笛森,269,105,,24307,24471,36346,5,,,17,12,36346,1, ,2026-05-15
3592,瑞鼎,66,98,20,945,893,18963,1,,,1,,18963,, ,2026-05-15
3593,力銘,,,,,,,,,,,,,,OX ,2026-05-15
3596,智易,74,102,,1467,1439,55088,1,,,6,5,55088,, ,2026-05-15
3605,宏致,411,585,2,7395,7219,40963,,44,,64,108,40963,4, ,2026-05-15
3607,谷崧,62,95,,2465,2432,30415,,,,,,30415,, ,2026-05-15
3617,碩天,25,15,,2023,2033,23691,1,,,1,,23691,, ,2026-05-15
3622,洋華,41,30,,1854,1865,37831,,1,,,1,37831,, ,2026-05-15
3645,達邁,4102,4350,,13628,13380,34188,120,14,,268,162,34188,35, ,2026-05-15
3652,精聯,13,3,,793,803,18774,,,,,,18774,, ,2026-05-15
3653,健策,103,58,1,2999,3043,36683,22,,,55,33,36683,9, ,2026-05-15
3661,世芯-KY,256,262,10,4812,4796,19832,7,3,,100,96,19832,3, ,2026-05-15
3665,貿聯-KY,457,89,6,1821,2183,48769,411,,,477,66,48769,, ,2026-05-15
3669,圓展,3,8,,999,994,23229,,,,,,23229,1, ,2026-05-15
3673,TPK-KY,3390,2098,3,18001,19290,101665,38,115,,280,357,101665,108, ,2026-05-15
3679,新至陞,3,1,,147,149,15755,,,,,,15755,1, ,2026-05-15
3686,達能,,,,,,,,,,,,,,OX ,2026-05-15
3694,海華,324,208,51,7005,7070,38732,,1,,1,2,38732,, ,2026-05-15
3701,大眾控,323,379,12,9858,9790,53909,4,13,,44,53,53909,5, ,2026-05-15
3702,大聯大,588,443,,4521,4666,419780,13,80,99,587,555,419780,5, ,2026-05-15
3703,欣陸,8,5,,1473,1476,205803,,,,,,205803,, ,2026-05-15
3704,合勤控,268,518,,6123,5873,103861,,3,,18,21,103861,11, ,2026-05-15
3705,永信,,2,,465,463,66605,,,,,,66605,, ,2026-05-15
3706,神達,695,781,4,34342,34252,331803,5,12,,143,150,331803,44, ,2026-05-15
3708,上緯投控,65,44,1,4312,4332,24401,,,,300,300,24401,1, ,2026-05-15
3711,日月光投控,505,369,,7322,7458,1117643,7,,,118,111,1117643,1, ,2026-05-15
3712,永崴投控,20,,217,3147,2950,61560,,188,,100,288,61560,, ,2026-05-15
3714,富采,2557,2556,14,33827,33814,166985,99,136,1,502,538,166985,10, ,2026-05-15
3715,定穎投控,1509,994,30,29747,30232,70893,7,28,,93,114,70893,12, ,2026-05-15
3716,中化控股,31,55,,683,659,37441,,,,,,37441,, ,2026-05-15
3717,聯嘉投控,78,80,4,9232,9226,52017,21,12,235,1399,1155,52017,, ,2026-05-15
4104,佳醫,,1,,157,156,47091,,,,1,1,47091,, ,2026-05-15
4106,雃博,13,23,,478,468,25227,,,,,,25227,, ,2026-05-15
4108,懷特,,,,,,,,,,,,,,OX ,2026-05-15
4119,旭富,14,5,,748,757,29877,,,,19,19,29877,, ,2026-05-15
4133,亞諾法,6,2,,1006,1010,15138,,,,,,15138,, ,2026-05-15
4137,麗豐-KY,1,5,,1033,1029,20623,,,,,,20623,, ,2026-05-15
4142,國光生,189,38,25,6697,6823,107376,,,,,,107376,, ,2026-05-15
4148,全宇生技-KY,45,34,,594,605,16808,,,,,,16808,, ,2026-05-15
4155,訊映,164,358,,1179,985,36203,1,,,1,,36203,2, ,2026-05-15
4164,承業醫,54,100,,7298,7252,47647,,,,1,1,47647,, ,2026-05-15
4190,佐登-KY,2,4,,309,307,15361,,,,,,15361,, ,2026-05-15
4306,炎洲,108,36,,4713,4785,169189,,,,,,169189,, ,2026-05-15
4414,如興,21,9,,748,760,53409,,,,,,53409,, ,2026-05-15
4426,利勤,8,7,,1289,1290,43169,,,,,,43169,, ,2026-05-15
4438,廣越,3,,,768,771,28356,,,,,,28356,, ,2026-05-15
4439,冠星-KY,,1,,249,248,9528,2,,,4,2,9528,, ,2026-05-15
4440,宜新實業,12,21,5,116,102,16899,,,,,,16899,, ,2026-05-15
4441,振大環球,2,2,,119,119,17043,,,,,,17043,, ,2026-05-15
4526,東台,314,480,,8597,8431,63706,7,38,,62,93,63706,43, ,2026-05-15
4532,瑞智,27,14,,2804,2817,123723,,,,1,1,123723,, ,2026-05-15
4536,拓凱,88,,,748,836,22705,,,,,,22705,, ,2026-05-15
4540,全球傳動,143,245,,7341,7239,28796,6,6,,23,23,28796,2, ,2026-05-15
4545,銘鈺,,,,1093,1093,19250,,,,,,19250,, ,2026-05-15
4551,智伸科,120,109,,1804,1815,28805,,,,25,25,28805,1, ,2026-05-15
4552,力達-KY,25,2,,2194,2217,29000,,,,4,4,29000,, ,2026-05-15
4555,氣立,32,14,,2570,2588,17496,,,,36,36,17496,, ,2026-05-15
4557,永新-KY,3,2,,428,429,11992,,,,,,11992,, ,2026-05-15
4560,強信-KY,13,1,,246,258,17024,,,,,,17024,, ,2026-05-15
4562,穎漢,18,40,2,2643,2619,21886,2,2,,87,87,21886,, ,2026-05-15
4564,元翎,79,228,,13006,12857,58197,,1,,,1,58197,, ,2026-05-15
4566,時碩工業,105,187,,5151,5069,27498,7,,,63,56,27498,2, ,2026-05-15
4569,六方科-KY,96,136,,879,839,7650,,2,,2,4,7650,, ,2026-05-15
4571,鈞興-KY,358,149,1,2044,2252,13254,,1,,1,2,13254,, ,2026-05-15
4572,駐龍,2,2,,306,306,10000,,,,,,10000,, ,2026-05-15
4576,大銀微系統,288,324,,4434,4398,29950,8,2,,292,286,29950,1, ,2026-05-15
4581,光隆精密-KY,,,,84,84,8474,,,,,,8474,, ,2026-05-15
4583,台灣精銳,29,7,,3884,3906,20042,,,,28,28,20042,, ,2026-05-15
4585,達明,44,45,,234,233,26152,,,,,,26152,, ,2026-05-15
4588,玖鼎電力,7,,,361,368,10746,,,,,,10746,, ,2026-05-15
4720,德淵,1475,652,,5177,6000,28629,6,2,,46,42,28629,36, ,2026-05-15
4722,國精化,926,846,28,16208,16260,25696,5,33,,214,242,25696,16, ,2026-05-15
4736,泰博,1,4,,277,274,23843,,,,,,23843,, ,2026-05-15
4737,華廣,2,46,,777,733,19349,,,,,,19349,, ,2026-05-15
