Title,Url,Date,date
臺灣證券交易所對揚智科技股份有限公司（代號:3041）違反重大訊息規定，處以新台幣3萬元違約金,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e25f859350201,1150514,2026-05-15
華洋精機(證券代號：6983)採競價拍賣方式辦理承銷，於5月14日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e25e3a85701fd,1150514,2026-05-15
凌航科技股份有限公司上市股票自本（115）年 5 月 15 日起得為融資融券交易,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e25c240c501f9,1150514,2026-05-15
森崴能源股份有限公司（森崴能源，公司代號：6806）有價證券併案列為變更交易方法並加採行分盤集合競價交易方式暨終止上市,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e212d560701f0,1150513,2026-05-15
森崴能源股份有限公司(森崴能源，公司代號：6806)上市普通股自115年5月14日起恢復交易,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e20e070fe01ec,1150513,2026-05-15
永崴投資控股股份有限公司(永崴投控，公司代號：3712)上市普通股及以其為標的之上市認購權證自115年5月14日起恢復交易,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e20df3f7c01e8,1150513,2026-05-15
正崴精密工業股份有限公司(正崴，公司代號：2392)上市普通股及以其為標的之上市認購(售)權證自115年5月14日起恢復交易,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e20ddb6e101e4,1150513,2026-05-15
聚恆(證券代號：4582)採競價拍賣方式辦理承銷，於5月13日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e20a8d57b01de,1150513,2026-05-15
2026年第2季MSCI指數臺股權重調整結果,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e202a5ca501d8,1150513,2026-05-15
正崴精密工業股份有限公司(正崴，公司代號：2392)上市普通股及以其為標的之認購(售)權證自115年5月13日起暫停交易,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e1bb42bdf01ae,1150512,2026-05-15
永崴投資控股股份有限公司(永崴投控，公司代號：3712)上市普通股及以其為標的之認購權證自115年5月13日起暫停交易,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e1badec0001aa,1150512,2026-05-15
森崴能源股份有限公司(森崴能源，公司代號：6806)上市普通股自115年5月13日起暫停交易,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e1ba7d88101a6,1150512,2026-05-15
暉盛科技股份有限公司上市股票自本（115）年5月13日起得為融資融券交易,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e1b5969ec01a2,1150512,2026-05-15
全體上市公司(不含金融保險業及三商投資控股股份有限公司)115年4月份當月營收較114年同期成長30.51％，累計營業收入較114年同期成長27.64％,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e1b391e3c019e,1150512,2026-05-15
證交所5月18日「AI領航×璞玉發光」臺灣資本市場成長論壇,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e16a81b000196,1150511,2026-05-15
上市公司115年第1季財務報告公告申報期限及注意事項,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e16a235f40192,1150511,2026-05-15
期元大S&P黃金反1 ETF(00674R)受益憑證，併同以其為標的之認購(售)權證，自115年5月12日起，取消證券經紀商於受託買賣時預收足額款券,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e15f6202c0188,1150511,2026-05-15
"上週外資在集中市場買超1,803.98億元，買超群創51.85萬張最多，另賣超臺企銀7.37萬張最多",https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e1506b6a90184,1150511,2026-05-15
眾達科技股份有限公司(公司簡稱：眾達-KY，公司代號：4977)上市普通股暨以其為標的之上市認購(售)權證自115年5月11日起恢復交易,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e071cd476016d,1150508,2026-05-15
115年共計1家上市公司調整產業類別,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e0714a8d30169,1150508,2026-05-15
臺灣證券交易所對李長榮科技股份有限公司違反重大訊息規定，處以新台幣3萬元違約金,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e070b9ad80165,1150508,2026-05-15
本週發行量加權股價指數漲幅約為6.88%，上市股票總市值達135.70兆元,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e0703d8990161,1150508,2026-05-15
統一投信募集發行之主動統一升級50ETF，自115年5月12日起掛牌上市，並得辦理融資融券,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e06fc52f3015d,1150508,2026-05-15
基龍米克斯生物科技股份有限公司股票自115年5月11日於臺灣創新板上市開始買賣,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e06f683be0159,1150508,2026-05-15
2026年4月集中市場相關數據,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e06ee11320155,1150508,2026-05-15
臺灣證券交易所有價證券上市審議委員會審議通過泰合生技藥品股份有限公司初次申請股票上市案,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e01d659bd0120,1150507,2026-05-15
眾達科技股份有限公司(公司簡稱：眾達-KY，公司代號：4977)上市普通股暨以其為標的之上市認購(售)權證自115年5月8日起暫停交易,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e01c48dd9011c,1150507,2026-05-15
溢泰實業(證券代號：7818)採競價拍賣方式辦理承銷，於5月7日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019e012a23220118,1150507,2026-05-15
證交所業績發表會持續登場，8家璞玉指數成分股公司接力開講,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dfccf13df0112,1150506,2026-05-15
頌勝科技材料股份有限公司股票自115年5月7日開始上市買賣,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dfc9546b7010e,1150506,2026-05-15
臺灣證券交易所對蔚華科技股份有限公司違反重大訊息規定，處以新台幣3萬元違約金,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dfc79e47e010a,1150506,2026-05-15
臺灣證券交易所對台端興業股份有限公司（公司代號：3432）違反重大訊息規定，處以新台幣3萬元違約金,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019df78bfbb400fe,1150505,2026-05-15
「AI及綠能環保產業」主題式業績發表會圓滿落幕，將攜手AI與璞玉企業共築臺股價值藍圖,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019df774083600f9,1150505,2026-05-15
臺灣證券交易所訂於5月7日召開有價證券上市審議委員會第883次會議，將審議泰合生技藥品(股)公司之申請股票上市案,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019df73f991d00f3,1150505,2026-05-15
"上週外資在集中市場賣超1,922.04億元，賣超中鋼11.59萬張最多，另買超凱基金10.05萬張最多",https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019df14f257e00e7,1150504,2026-05-15
本週發行量加權股價指數跌幅約為0.01%，上市股票總市值達126.95兆元,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019ddde8a4cc00df,1150430,2026-05-15
野村投信募集發行之主動野村臺灣高息ETF，自115年5月5日起掛牌上市，並得辦理融資融券,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dddde690000db,1150430,2026-05-15
臺灣證券交易所對汎銓科技股份有限公司違反重大訊息規定，處以新台幣3萬元違約金,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019ddd91c89e00d7,1150430,2026-05-15
皇家可口股份有限公司上市股票自本（115）年5月4日起得為融資融券交易,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019ddd8e0a2300d3,1150430,2026-05-15
第十二屆（114年度）公司治理評鑑結果公告,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019ddc7e848300cd,1150430,2026-05-15
證交所攜手台經院與資策會推出半導體、電子零組件及電子通路產業之洞察報告,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dd8b99b5600c0,1150429,2026-05-15
NPIC Cayman(中譯：英屬開曼群島商禾碩康股份有限公司)於115年4月29日送件申請股票第一上市,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dd893f3e300bb,1150429,2026-05-15
基米（證券代號： 4195)採競價拍賣方式辦理承銷，於4月29日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dd88837c000b7,1150429,2026-05-15
臺灣證券交易所股份有限公司公告召開115年股東常會,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dd86db7c000b2,1150429,2026-05-15
天能綠電 (證券代號： 7842)採競價拍賣方式辦理承銷，於4月29日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dd85a7a1500ab,1150429,2026-05-15
特力屋(股)公司於115年4月29日送件申請股票上市,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dd835558d0096,1150429,2026-05-15
"永笙生技股份有限公司StemCyte International, Ltd. (簡稱：永笙-KY，證券代號:4178）股票自115年4月30日上市開始買賣",https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dd832e9220090,1150429,2026-05-15
構築亞洲獨角獸孕育基地 證交所攜手國發會SIT參與東京2026 Taiwan AI Tech Week,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dd3a0274c0064,1150428,2026-05-15
耀穎 (證券代號： 7772)採競價拍賣方式辦理承銷，於4月28日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dd3740f090060,1150428,2026-05-15
崇舜股份有限公司於115年4月28日送件申請股票上市,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dd2e43fdf005a,1150428,2026-05-15
臺灣證券交易所對隴華電子股份有限公司違反重大訊息規定，處以新臺幣3萬元違約金,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dd2dbf4240056,1150428,2026-05-15
自115年4月29日起，中福國際股份有限公司（中福，公司代號：1435）上市有價證券停止買賣,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dce84a6f50032,1150427,2026-05-15
享溫馨企業股份有限公司股票自115年4月28日開始上市買賣,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dce241d260014,1150427,2026-05-15
"上週外資在集中市場買超1,172.62億元，買超聯電9.12萬張最多，另賣超友達10.91萬張最多",https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dcd8dfbb7000a,1150427,2026-05-15
頌勝科技(證券代號：7768)採競價拍賣方式辦理承銷，於4月27日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dcdb589fb000e,1150427,2026-05-15
本週發行量加權股價指數漲幅約為5.78%，上市股票總市值達126.96兆元,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dbef066ad0005,1150424,2026-05-15
全體證券商115年3月份稅後淨利80.07億元，累計稅後淨利482.65億元,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69dbea9fd019dbecaf51c0001,1150424,2026-05-15
敘豐（股票代號3485）採競價拍賣方式辦理承銷，於4月24日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69d2e8217019dbe4b2aeb0279,1150424,2026-05-15
茂林光電科技(開曼)股份有限公司等11家公司預計於115年5月份假證交所場地自行舉辦法人說明會,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69d2e8217019db9a177aa0272,1150423,2026-05-15
松川精密股份有限公司上市股票自本（115）年4月24日起得為融資融券交易,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69d2e8217019db9139eca026e,1150423,2026-05-15
巨騰國際控股有限公司參與發行之臺灣存託憑證(巨騰-DR，證券代號：9136)自115年4月23日上午9時0分起暫停交易,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69d2e8217019db7d4efd50265,1150423,2026-05-15
證交所對台新證券合併後系統異常事件及處理情形之說明,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69d2e8217019db4ad83ec0261,1150422,2026-05-15
臺灣證券交易所成為英國稅務海關總署認證之國外交易所,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69d2e8217019db495ad95025d,1150422,2026-05-15
證交所鏈結全球半導體供應鏈，前進馬來西亞檳城,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69d2e8217019db47255090259,1150422,2026-05-15
"Our Power, Our Planet！證交所舉辦自然碳匯生態復育行動 響應世界地球日",https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69d2e8217019db3e98ddc0238,1150422,2026-05-15
投資新選擇：透過上市連結式ETF，投資日本股市與不動產市場,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69d2e8217019db3baab6b0234,1150422,2026-05-15
中國信託投信募集發行之「中國信託美國數據中心及電力ETF」及元大投信募集發行之「元大納斯達克100增強成長精選ETF」，自115年4月23日起掛牌上市，並得辦理融資融券,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69d2e8217019daf5676340230,1150421,2026-05-15
永笙-KY(代號：4178)第一上市初上市採競價拍賣方式辦理承銷，於4月21日順利完成,https://www.twse.com.tw/zh/about/news/news/content.html?8a8216d69d2e8217019daed20e170220,1150421,2026-05-15
