出表日期,證券商代號,男性員工人數,女性員工人數,總人數,date
1150518,9328,8,19,27,2026-05-18
1150518,9329,10,17,27,2026-05-18
1150518,9331,10,18,28,2026-05-18
1150518,9332,6,26,32,2026-05-18
1150518,9333,11,16,27,2026-05-18
1150518,9334,11,21,32,2026-05-18
1150518,9337,11,25,36,2026-05-18
1150518,9339,11,29,40,2026-05-18
1150518,9343,7,20,27,2026-05-18
1150518,9347,11,16,27,2026-05-18
1150518,9349,16,21,37,2026-05-18
1150518,9352,7,22,29,2026-05-18
1150518,9358,7,14,21,2026-05-18
1150518,9359,44,65,109,2026-05-18
1150518,9362,6,17,23,2026-05-18
1150518,9363,6,31,37,2026-05-18
1150518,9366,9,18,27,2026-05-18
1150518,9369,11,18,29,2026-05-18
1150518,9377,6,25,31,2026-05-18
1150518,9386,3,20,23,2026-05-18
1150518,9600,198,360,558,2026-05-18
1150518,9604,21,37,58,2026-05-18
1150518,9608,2,11,13,2026-05-18
1150518,960T,37,35,72,2026-05-18
1150518,9614,3,19,22,2026-05-18
1150518,9616,4,10,14,2026-05-18
1150518,961C,22,34,56,2026-05-18
1150518,961F,5,35,40,2026-05-18
1150518,961H,9,22,31,2026-05-18
1150518,961K,14,21,35,2026-05-18
1150518,961M,8,15,23,2026-05-18
1150518,961N,6,19,25,2026-05-18
1150518,961P,4,22,26,2026-05-18
1150518,961R,6,14,20,2026-05-18
1150518,961Y,1,10,11,2026-05-18
1150518,961Z,2,20,22,2026-05-18
1150518,9621,8,17,25,2026-05-18
1150518,9623,141,270,411,2026-05-18
1150518,9624,9,25,34,2026-05-18
1150518,9625,4,17,21,2026-05-18
1150518,9627,16,16,32,2026-05-18
1150518,962A,5,13,18,2026-05-18
1150518,962B,6,12,18,2026-05-18
1150518,962C,9,23,32,2026-05-18
1150518,962D,8,13,21,2026-05-18
1150518,962E,8,17,25,2026-05-18
1150518,962G,5,12,17,2026-05-18
1150518,962J,9,7,16,2026-05-18
1150518,962P,8,18,26,2026-05-18
1150518,962Q,1,18,19,2026-05-18
1150518,9634,5,23,28,2026-05-18
1150518,9636,9,34,43,2026-05-18
1150518,963A,4,23,27,2026-05-18
1150518,963L,5,9,14,2026-05-18
1150518,9647,14,44,58,2026-05-18
1150518,9654,20,29,49,2026-05-18
1150518,9655,16,43,59,2026-05-18
1150518,9657,5,12,17,2026-05-18
1150518,9658,20,35,55,2026-05-18
1150518,9659,20,25,45,2026-05-18
1150518,965K,11,36,47,2026-05-18
1150518,965U,8,16,24,2026-05-18
1150518,9661,17,34,51,2026-05-18
1150518,9663,13,36,49,2026-05-18
1150518,9665,17,30,47,2026-05-18
1150518,9666,13,29,42,2026-05-18
1150518,9667,11,35,46,2026-05-18
1150518,966F,8,17,25,2026-05-18
1150518,9672,6,17,23,2026-05-18
1150518,9676,29,45,74,2026-05-18
1150518,9677,12,16,28,2026-05-18
1150518,9686,8,17,25,2026-05-18
1150518,9692,15,36,51,2026-05-18
1150518,9693,1,12,13,2026-05-18
1150518,9697,7,11,18,2026-05-18
1150518,969C,3,13,16,2026-05-18
1150518,9800,341,1008,1349,2026-05-18
1150518,9801,11,24,35,2026-05-18
1150518,980C,5,23,28,2026-05-18
1150518,980D,10,20,30,2026-05-18
1150518,980K,7,25,32,2026-05-18
1150518,980Q,10,17,27,2026-05-18
1150518,980R,14,9,23,2026-05-18
1150518,980T,76,86,162,2026-05-18
1150518,980a,14,16,30,2026-05-18
1150518,980d,7,21,28,2026-05-18
1150518,980e,4,19,23,2026-05-18
1150518,980h,12,35,47,2026-05-18
1150518,980l,3,16,19,2026-05-18
1150518,980u,6,16,22,2026-05-18
1150518,980w,11,14,25,2026-05-18
1150518,9812,8,24,32,2026-05-18
1150518,9813,11,17,28,2026-05-18
1150518,9814,9,20,29,2026-05-18
1150518,9815,3,14,17,2026-05-18
1150518,9816,6,21,27,2026-05-18
1150518,9817,7,20,27,2026-05-18
1150518,981A,6,13,19,2026-05-18
1150518,981B,5,19,24,2026-05-18
1150518,981C,9,12,21,2026-05-18
1150518,981D,6,20,26,2026-05-18
1150518,981E,8,12,20,2026-05-18
1150518,981F,9,16,25,2026-05-18
1150518,981G,9,23,32,2026-05-18
1150518,981I,5,23,28,2026-05-18
1150518,981K,4,11,15,2026-05-18
1150518,981L,10,15,25,2026-05-18
1150518,981M,7,13,20,2026-05-18
1150518,981N,3,12,15,2026-05-18
1150518,981Q,6,21,27,2026-05-18
1150518,981R,3,18,21,2026-05-18
1150518,981S,6,31,37,2026-05-18
1150518,981U,6,11,17,2026-05-18
1150518,981V,5,13,18,2026-05-18
1150518,981X,9,15,24,2026-05-18
1150518,981Z,4,16,20,2026-05-18
1150518,981a,6,17,23,2026-05-18
1150518,981e,5,13,18,2026-05-18
1150518,981g,9,29,38,2026-05-18
1150518,981h,10,19,29,2026-05-18
1150518,981i,7,15,22,2026-05-18
1150518,981j,14,25,39,2026-05-18
1150518,981m,10,23,33,2026-05-18
1150518,981n,7,9,16,2026-05-18
1150518,981p,9,16,25,2026-05-18
1150518,981q,7,18,25,2026-05-18
1150518,981r,7,14,21,2026-05-18
1150518,981y,6,20,26,2026-05-18
1150518,981z,8,19,27,2026-05-18
1150518,9822,7,15,22,2026-05-18
1150518,9824,4,16,20,2026-05-18
1150518,9825,6,12,18,2026-05-18
1150518,9829,7,14,21,2026-05-18
1150518,982A,5,18,23,2026-05-18
1150518,982B,6,33,39,2026-05-18
1150518,982C,5,26,31,2026-05-18
1150518,982F,5,18,23,2026-05-18
1150518,9831,8,31,39,2026-05-18
1150518,9833,12,19,31,2026-05-18
1150518,9834,13,35,48,2026-05-18
1150518,9835,7,16,23,2026-05-18
1150518,9837,6,17,23,2026-05-18
1150518,9838,8,24,32,2026-05-18
1150518,983B,6,14,20,2026-05-18
1150518,983G,7,17,24,2026-05-18
1150518,983K,2,15,17,2026-05-18
1150518,983M,6,11,17,2026-05-18
1150518,983N,7,13,20,2026-05-18
1150518,983U,4,16,20,2026-05-18
1150518,983V,8,13,21,2026-05-18
1150518,983W,5,18,23,2026-05-18
1150518,983Z,5,18,23,2026-05-18
1150518,983f,10,11,21,2026-05-18
1150518,983i,12,20,32,2026-05-18
1150518,983j,11,21,32,2026-05-18
1150518,9846,12,6,18,2026-05-18
1150518,984C,9,15,24,2026-05-18
1150518,984E,7,12,19,2026-05-18
1150518,984H,10,11,21,2026-05-18
1150518,984K,15,31,46,2026-05-18
1150518,9852,15,18,33,2026-05-18
1150518,9853,7,20,27,2026-05-18
1150518,9854,9,21,30,2026-05-18
1150518,9856,10,19,29,2026-05-18
1150518,9857,8,23,31,2026-05-18
1150518,9858,11,19,30,2026-05-18
1150518,9859,9,22,31,2026-05-18
1150518,985C,8,17,25,2026-05-18
1150518,985F,5,10,15,2026-05-18
1150518,9862,15,24,39,2026-05-18
1150518,9863,12,16,28,2026-05-18
1150518,9867,11,19,30,2026-05-18
1150518,9868,8,16,24,2026-05-18
1150518,9869,9,20,29,2026-05-18
1150518,986K,7,16,23,2026-05-18
1150518,9871,16,23,39,2026-05-18
1150518,9872,11,19,30,2026-05-18
1150518,9874,12,22,34,2026-05-18
1150518,9875,6,19,25,2026-05-18
1150518,9878,6,16,22,2026-05-18
1150518,9879,10,16,26,2026-05-18
1150518,987A,11,15,26,2026-05-18
1150518,9884,3,20,23,2026-05-18
1150518,9888,8,10,18,2026-05-18
1150518,9889,8,17,25,2026-05-18
1150518,988B,9,17,26,2026-05-18
1150518,988C,8,12,20,2026-05-18
1150518,988V,6,13,19,2026-05-18
1150518,9891,8,18,26,2026-05-18
1150518,9892,11,12,23,2026-05-18
1150518,9893,11,20,31,2026-05-18
1150518,9894,9,23,32,2026-05-18
1150518,9896,6,24,30,2026-05-18
1150518,9897,6,20,26,2026-05-18
1150518,9898,12,34,46,2026-05-18
1150518,9899,8,21,29,2026-05-18
1150518,989A,14,16,30,2026-05-18
1150518,989B,6,25,31,2026-05-18
1150518,989C,16,26,42,2026-05-18
1150518,989D,7,16,23,2026-05-18
1150518,989E,4,28,32,2026-05-18
1150518,989F,11,22,33,2026-05-18
1150518,989G,14,23,37,2026-05-18
1150518,989I,9,20,29,2026-05-18
1150518,989J,4,24,28,2026-05-18
1150518,989L,10,30,40,2026-05-18
1150518,989N,7,31,38,2026-05-18
1150518,989P,14,22,36,2026-05-18
1150518,989Q,10,18,28,2026-05-18
1150518,989S,3,24,27,2026-05-18
1150518,989U,7,16,23,2026-05-18
1150518,989V,5,15,20,2026-05-18
1150518,989W,8,24,32,2026-05-18
1150518,989X,9,13,22,2026-05-18
1150518,989Y,9,15,24,2026-05-18
1150518,989Z,10,13,23,2026-05-18
1150518,989a,4,17,21,2026-05-18
1150518,989d,9,22,31,2026-05-18
1150518,989e,9,14,23,2026-05-18
1150518,989f,7,13,20,2026-05-18
1150518,989g,11,16,27,2026-05-18
1150518,989j,13,17,30,2026-05-18
1150518,989k,9,14,23,2026-05-18
1150518,989m,10,21,31,2026-05-18
1150518,9A00,198,354,552,2026-05-18
1150518,9A0T,56,35,91,2026-05-18
1150518,9A61,7,18,25,2026-05-18
1150518,9A69,6,12,18,2026-05-18
1150518,9A79,10,13,23,2026-05-18
1150518,9A81,8,11,19,2026-05-18
1150518,9A88,0,1,1,2026-05-18
1150518,9A89,61,93,154,2026-05-18
1150518,9A8F,16,32,48,2026-05-18
1150518,9A91,9,21,30,2026-05-18
1150518,9A92,13,22,35,2026-05-18
1150518,9A97,8,18,26,2026-05-18
1150518,9A98,8,18,26,2026-05-18
1150518,9A99,10,17,27,2026-05-18
1150518,9A9A,10,18,28,2026-05-18
1150518,9A9B,7,13,20,2026-05-18
1150518,9A9C,7,17,24,2026-05-18
1150518,9A9D,10,19,29,2026-05-18
1150518,9A9G,13,13,26,2026-05-18
1150518,9A9H,7,16,23,2026-05-18
1150518,9A9J,16,33,49,2026-05-18
1150518,9A9K,6,15,21,2026-05-18
1150518,9A9L,18,39,57,2026-05-18
1150518,9A9M,5,15,20,2026-05-18
1150518,9A9N,13,27,40,2026-05-18
1150518,9A9P,9,12,21,2026-05-18
1150518,9A9Q,11,10,21,2026-05-18
1150518,9A9R,12,12,24,2026-05-18
1150518,9A9S,8,27,35,2026-05-18
1150518,9A9U,18,30,48,2026-05-18
1150518,9A9W,49,92,141,2026-05-18
1150518,9A9X,9,22,31,2026-05-18
1150518,9A9Y,13,8,21,2026-05-18
1150518,9A9Z,7,12,19,2026-05-18
1150518,9A9a,21,35,56,2026-05-18
1150518,9A9b,7,13,20,2026-05-18
1150518,9A9c,10,22,32,2026-05-18
1150518,9A9d,10,13,23,2026-05-18
1150518,9A9e,13,19,32,2026-05-18
1150518,9A9g,10,17,27,2026-05-18
1150518,9A9h,11,37,48,2026-05-18
1150518,9A9i,11,11,22,2026-05-18
1150518,9A9j,3,20,23,2026-05-18
1150518,9A9q,5,13,18,2026-05-18
1150518,9A9r,11,18,29,2026-05-18
1150518,9A9s,7,18,25,2026-05-18
1150518,9A9x,14,31,45,2026-05-18
1150518,9B00,268,515,783,2026-05-18
1150518,9B0T,75,63,138,2026-05-18
1150518,9B11,7,17,24,2026-05-18
1150518,9B13,7,25,32,2026-05-18
1150518,9B15,9,22,31,2026-05-18
1150518,9B16,15,36,51,2026-05-18
1150518,9B18,24,67,91,2026-05-18
1150518,9B19,10,27,37,2026-05-18
1150518,9B1d,4,20,24,2026-05-18
1150518,9B1g,23,73,96,2026-05-18
1150518,9B1h,20,91,111,2026-05-18
1150518,9B1n,6,14,20,2026-05-18
1150518,9B1y,7,17,24,2026-05-18
1150518,9B20,22,36,58,2026-05-18
1150518,9B21,7,15,22,2026-05-18
1150518,9B22,13,13,26,2026-05-18
1150518,9B23,8,21,29,2026-05-18
1150518,9B25,12,19,31,2026-05-18
1150518,9B27,4,13,17,2026-05-18
1150518,9B28,6,17,23,2026-05-18
1150518,9B29,4,18,22,2026-05-18
1150518,9B2A,8,20,28,2026-05-18
1150518,9B2B,8,15,23,2026-05-18
1150518,9B2C,3,13,16,2026-05-18
1150518,9B2D,12,23,35,2026-05-18
1150518,9B2E,16,16,32,2026-05-18
1150518,9B2G,8,17,25,2026-05-18
1150518,9B2H,16,17,33,2026-05-18
1150518,9B2I,4,22,26,2026-05-18
1150518,9B2L,4,13,17,2026-05-18
1150518,9B2M,7,13,20,2026-05-18
1150518,9B2N,7,17,24,2026-05-18
1150518,9B2P,8,16,24,2026-05-18
1150518,9B2Q,9,18,27,2026-05-18
1150518,9B2S,7,13,20,2026-05-18
1150518,9B2U,10,16,26,2026-05-18
1150518,9B2W,7,15,22,2026-05-18
1150518,9B2X,4,18,22,2026-05-18
1150518,9B2Y,2,11,13,2026-05-18
1150518,9B2Z,3,20,23,2026-05-18
1150518,9B2a,7,19,26,2026-05-18
1150518,9B2b,16,22,38,2026-05-18
1150518,9B2c,4,12,16,2026-05-18
1150518,9B2g,6,18,24,2026-05-18
1150518,9B2i,5,18,23,2026-05-18
1150518,9B2l,4,21,25,2026-05-18
1150518,9B2m,10,25,35,2026-05-18
1150518,9B2n,8,24,32,2026-05-18
1150518,9B2o,9,20,29,2026-05-18
1150518,9B2q,2,11,13,2026-05-18
1150518,9B2r,18,30,48,2026-05-18
1150518,9B2u,10,19,29,2026-05-18
1150518,9B2v,15,18,33,2026-05-18
1150518,9B2w,5,18,23,2026-05-18
1150518,9B2y,8,22,30,2026-05-18
1150518,9B2z,10,10,20,2026-05-18
