出表日期,交易日期,權證代號,權證名稱,成交金額,成交張數,date
1150514,1150514,038145,欣興中信55購01,0.00,0,2026-05-15
1150514,1150514,038146,臺股指中信59購03,0.00,0,2026-05-15
1150514,1150514,038331,廣宇中信57購01,0.00,0,2026-05-15
1150514,1150514,038335,富世達中信56購01,0.00,0,2026-05-15
1150514,1150514,038334,群創中信56購01,167000.00,10000,2026-05-15
1150514,1150514,038329,鴻海中信59購02,139860.00,305000,2026-05-15
1150514,1150514,038539,鴻海中信61購01,0.00,0,2026-05-15
1150514,1150514,038336,南電中信59購01,15600.00,1000,2026-05-15
1150514,1150514,038538,美時中信5A購01,45340.00,436000,2026-05-15
1150514,1150514,038540,國巨中信5A購01,53200.00,7000,2026-05-15
1150514,1150514,038332,旺宏中信56購01,0.00,0,2026-05-15
1150514,1150514,038328,川湖中信56購01,0.00,0,2026-05-15
1150514,1150514,038744,世芯中信58購01,0.00,0,2026-05-15
1150514,1150514,038542,世芯中信5A購01,15700.00,10000,2026-05-15
1150514,1150514,038738,光寶科中信57購01,14300.00,26000,2026-05-15
1150514,1150514,038739,英業達中信57購01,381800.00,600000,2026-05-15
1150514,1150514,038543,台達電兆豐56購01,0.00,0,2026-05-15
1150514,1150514,038743,創意中信58購01,0.00,0,2026-05-15
1150514,1150514,038742,緯創中信57購01,2400.00,20000,2026-05-15
1150514,1150514,039040,華邦電中信5A購01,880000.00,20000,2026-05-15
1150514,1150514,039042,聯發科中信5A購01,0.00,0,2026-05-15
1150514,1150514,039044,神達中信5A購01,0.00,0,2026-05-15
1150514,1150514,039041,技嘉中信57購01,720.00,3000,2026-05-15
1150514,1150514,039358,奇鋐中信58購01,0.00,0,2026-05-15
1150514,1150514,039354,台達電中信5A購01,0.00,0,2026-05-15
1150514,1150514,039355,台積電中信5A購01,0.00,0,2026-05-15
1150514,1150514,039353,T50反1中信5A購02,0.00,0,2026-05-15
1150514,1150514,039359,愛普中信56購01,0.00,0,2026-05-15
1150514,1150514,039578,嘉晶中信57購01,23000.00,2000,2026-05-15
1150514,1150514,039575,T50反1中信64購01,0.00,0,2026-05-15
1150514,1150514,039577,友達中信56購01,204950.00,255000,2026-05-15
1150514,1150514,046192,台泥兆豐5B購01,9650.00,5000,2026-05-15
1150514,1150514,046375,聯發科中信5B購03,0.00,0,2026-05-15
1150514,1150514,046376,聯發科中信5B購04,0.00,0,2026-05-15
1150514,1150514,046379,緯穎中信5B購02,22530.00,33000,2026-05-15
1150514,1150514,046378,貿聯中信58購01,6360.00,3000,2026-05-15
1150514,1150514,046377,奇鋐中信57購03,0.00,0,2026-05-15
1150514,1150514,046579,旺宏中信5A購01,0.00,0,2026-05-15
1150514,1150514,046582,欣興中信59購03,0.00,0,2026-05-15
1150514,1150514,046580,金像電中信5C購01,4840.00,2000,2026-05-15
1150514,1150514,046578,南亞中信56購02,0.00,0,2026-05-15
1150514,1150514,046581,聯發科中信5C購01,0.00,0,2026-05-15
1150514,1150514,046627,一詮兆豐58購01,47550.00,5000,2026-05-15
1150514,1150514,046629,世芯兆豐58購01,130220.00,59000,2026-05-15
1150514,1150514,046626,可成兆豐58購01,4200.00,10000,2026-05-15
1150514,1150514,046785,富世達中信5A購01,0.00,0,2026-05-15
1150514,1150514,046783,富邦金中信56購01,0.00,0,2026-05-15
1150514,1150514,046781,智邦中信5C購01,0.00,0,2026-05-15
1150514,1150514,046782,智邦中信5C購02,0.00,0,2026-05-15
1150514,1150514,046784,AES中信5B購02,70550.00,435000,2026-05-15
1150514,1150514,046786,台虹中信59購01,4350.00,1000,2026-05-15
1150514,1150514,050490,台光電中信56購03,0.00,0,2026-05-15
1150514,1150514,050486,元金2X中信5C購01,0.00,0,2026-05-15
1150514,1150514,050489,金像電中信5C購05,0.00,0,2026-05-15
1150514,1150514,050491,長榮太中信58購01,31980.00,78000,2026-05-15
1150514,1150514,050494,健鼎中信58購01,3120.00,1000,2026-05-15
1150514,1150514,050493,奇鋐中信58購02,0.00,0,2026-05-15
1150514,1150514,050495,創意中信59購03,0.00,0,2026-05-15
1150514,1150514,050492,晶豪科中信56購03,1368580.00,327000,2026-05-15
1150514,1150514,050496,創意中信5A購03,0.00,0,2026-05-15
1150514,1150514,050497,創意中信5C購01,0.00,0,2026-05-15
1150514,1150514,050488,華新中信56購02,0.00,0,2026-05-15
1150514,1150514,050487,道瓊銀中信5C購03,8250.00,11000,2026-05-15
1150514,1150514,050503,緯穎中信5A購05,0.00,0,2026-05-15
1150514,1150514,050498,創意中信5C購02,121550.00,27000,2026-05-15
1150514,1150514,050499,聯鈞中信5B購02,0.00,0,2026-05-15
1150514,1150514,050502,矽力中信58購02,0.00,0,2026-05-15
1150514,1150514,050501,力成中信5A購01,4150.00,5000,2026-05-15
1150514,1150514,050663,力成中信61購01,4900.00,5000,2026-05-15
1150514,1150514,050659,大立光中信61購01,1295420.00,1185000,2026-05-15
1150514,1150514,050658,台玻中信59購01,0.00,0,2026-05-15
1150514,1150514,050660,聯詠中信5A購01,3520.00,2000,2026-05-15
1150514,1150514,050662,群創中信59購01,0.00,0,2026-05-15
1150514,1150514,050656,道瓊銀中信61購01,0.00,0,2026-05-15
1150514,1150514,050883,道瓊銀中信61購02,123780.00,167000,2026-05-15
1150514,1150514,050882,道瓊銀中信59購01,86500.00,153000,2026-05-15
1150514,1150514,05087U,臺股指中信56售02,0.00,0,2026-05-15
1150514,1150514,050891,群創中信59購02,990000.00,71000,2026-05-15
1150514,1150514,050890,群創中信57購02,1790300.00,151000,2026-05-15
1150514,1150514,050888,華航中信57購01,0.00,0,2026-05-15
1150514,1150514,050884,第一銅中信5A購01,0.00,0,2026-05-15
1150514,1150514,050908,力積電兆豐59購01,0.00,0,2026-05-15
1150514,1150514,050889,大立光中信5A購01,84120.00,86000,2026-05-15
1150514,1150514,050892,矽格中信5A購01,0.00,0,2026-05-15
1150514,1150514,050886,旺宏中信61購01,0.00,0,2026-05-15
1150514,1150514,050893,南茂中信57購01,35650.00,4000,2026-05-15
1150514,1150514,050885,旺宏中信58購01,0.00,0,2026-05-15
1150514,1150514,050887,京元電中信61購01,44220.00,62000,2026-05-15
1150514,1150514,054206,上銀兆豐61購01,0.00,0,2026-05-15
1150514,1150514,054205,士電兆豐59購01,69100.00,240000,2026-05-15
1150514,1150514,057436,友達兆豐5B購01,412370.00,276000,2026-05-15
1150514,1150514,057437,日月光兆豐5B購01,11440.00,4000,2026-05-15
1150514,1150514,057734,川湖兆豐5B購01,32700.00,10000,2026-05-15
1150514,1150514,06144U,南電中信57售01,0.00,0,2026-05-15
1150514,1150514,06142U,台積電中信59售06,0.00,0,2026-05-15
1150514,1150514,061561,智邦中信61購01,8600.00,5000,2026-05-15
1150514,1150514,061562,臺股指中信63購02,23010.00,14000,2026-05-15
1150514,1150514,061560,臺指2X中信63購05,74410.00,44000,2026-05-15
1150514,1150514,061796,T50反1中信63購06,0.00,0,2026-05-15
1150514,1150514,061797,為升中信59購01,0.00,0,2026-05-15
1150514,1150514,061800,昇陽半中信59購01,553420.00,424000,2026-05-15
1150514,1150514,061798,奇鋐中信59購07,257080.00,285000,2026-05-15
1150514,1150514,061799,禾伸堂中信59購01,163850.00,29000,2026-05-15
1150514,1150514,061953,正文中信59購01,185450.00,273000,2026-05-15
1150514,1150514,061952,定穎控中信63購01,0.00,0,2026-05-15
1150514,1150514,061951,牧德中信59購02,83490.00,207000,2026-05-15
1150514,1150514,061949,金像電中信63購02,801140.00,574000,2026-05-15
1150514,1150514,061948,國巨中信63購02,120450.00,55000,2026-05-15
1150514,1150514,061944,台達電中信63購01,72540.00,62000,2026-05-15
1150514,1150514,061945,台達電中信63購02,141390.00,177000,2026-05-15
1150514,1150514,061946,台達電中信63購03,206810.00,170000,2026-05-15
1150514,1150514,061950,嘉澤中信59購04,509510.00,847000,2026-05-15
1150514,1150514,061947,華通中信62購01,86020.00,111000,2026-05-15
1150514,1150514,061957,世芯兆豐5B購02,0.00,0,2026-05-15
1150514,1150514,065056,華邦電中信5A購02,2761230.00,1807000,2026-05-15
1150514,1150514,065058,力積電中信5A購05,1414890.00,1611000,2026-05-15
1150514,1150514,065057,南亞科中信5A購01,13046120.00,5572000,2026-05-15
1150514,1150514,06523U,元金2X中信5A售01,0.00,0,2026-05-15
1150514,1150514,06524U,台積電中信5A售04,0.00,0,2026-05-15
1150514,1150514,065349,AES兆豐5C購02,10800.00,11000,2026-05-15
1150514,1150514,065459,聯發科中信63購03,574340.00,295000,2026-05-15
1150514,1150514,065460,群創中信5B購01,4894930.00,2324000,2026-05-15
1150514,1150514,065461,貿聯中信5B購01,7200.00,20000,2026-05-15
1150514,1150514,065457,智邦中信62購02,277770.00,256000,2026-05-15
1150514,1150514,065454,臺指2X中信63購06,1419120.00,1874000,2026-05-15
1150514,1150514,065455,台股增中信63購01,396700.00,492000,2026-05-15
1150514,1150514,065452,T50正2中信63購02,191340.00,262000,2026-05-15
1150514,1150514,065453,T50反1中信65購01,103550.00,100000,2026-05-15
1150514,1150514,065463,AES中信62購01,0.00,0,2026-05-15
1150514,1150514,065458,南亞科中信5B購01,1530630.00,905000,2026-05-15
1150514,1150514,065462,亞翔中信63購01,394020.00,579000,2026-05-15
1150514,1150514,065464,至上中信62購01,11000.00,20000,2026-05-15
1150514,1150514,065456,台積電中信65購01,135420.00,223000,2026-05-15
1150514,1150514,065451,台灣50中信65購01,603170.00,818000,2026-05-15
1150514,1150514,06554U,欣興中信55售02,0.00,0,2026-05-15
1150514,1150514,06553U,台積電中信5A售05,0.00,0,2026-05-15
1150514,1150514,065535,力積電兆豐61購01,122900.00,96000,2026-05-15
1150514,1150514,045465,T50反1中信5B購04,0.00,0,2026-05-15
1150514,1150514,045464,T50正2中信5B購05,0.00,0,2026-05-15
1150514,1150514,045643,亞翔中信5B購02,0.00,0,2026-05-15
1150514,1150514,045647,大立光兆豐55購02,15020.00,3000,2026-05-15
1150514,1150514,045642,聯發科中信5B購02,0.00,0,2026-05-15
1150514,1150514,045644,精成科中信5B購01,0.00,0,2026-05-15
1150514,1150514,045832,臺股指中信59購14,0.00,0,2026-05-15
1150514,1150514,045830,道瓊銀中信5B購01,59670.00,13000,2026-05-15
1150514,1150514,045829,台灣50中信5B購05,0.00,0,2026-05-15
1150514,1150514,045831,奇鋐中信59購01,0.00,0,2026-05-15
1150514,1150514,045965,金像電中信5B購05,0.00,0,2026-05-15
1150514,1150514,045970,世芯中信5B購04,1460.00,1000,2026-05-15
1150514,1150514,045962,元黃金中信5B購02,3270.00,3000,2026-05-15
1150514,1150514,045971,精成科中信59購01,0.00,0,2026-05-15
1150514,1150514,045964,臺指2X中信5B購02,0.00,0,2026-05-15
1150514,1150514,045972,富世達中信59購01,0.00,0,2026-05-15
1150514,1150514,045967,興勤中信58購01,22390.00,33000,2026-05-15
1150514,1150514,046022,力成兆豐56購02,0.00,0,2026-05-15
1150514,1150514,046021,台塑兆豐56購01,0.00,0,2026-05-15
1150514,1150514,046167,元黃金中信5B購03,0.00,0,2026-05-15
1150514,1150514,046174,力積電中信5B購01,0.00,0,2026-05-15
1150514,1150514,046172,力積電中信58購01,13000.00,2000,2026-05-15
1150514,1150514,046171,力積電中信55購03,0.00,0,2026-05-15
1150514,1150514,046168,金像電中信5B購06,0.00,0,2026-05-15
1150514,1150514,04972U,T50正2中信56售04,0.00,0,2026-05-15
1150514,1150514,049833,T50反1中信66購01,0.00,0,2026-05-15
1150514,1150514,049849,AES中信5C購01,0.00,0,2026-05-15
1150514,1150514,049832,T50正2中信66購02,242860.00,94000,2026-05-15
1150514,1150514,049846,力積電中信56購08,417830.00,385000,2026-05-15
1150514,1150514,049847,力積電中信59購02,538830.00,379000,2026-05-15
1150514,1150514,049848,力積電中信5C購01,0.00,0,2026-05-15
1150514,1150514,049844,世芯中信57購01,30600.00,11000,2026-05-15
1150514,1150514,049850,台虹中信5C購01,475230.00,296000,2026-05-15
1150514,1150514,049838,台積電中信5C購06,0.00,0,2026-05-15
1150514,1150514,049835,台達電中信5C購08,0.00,0,2026-05-15
1150514,1150514,049837,國巨中信5C購05,0.00,0,2026-05-15
1150514,1150514,049841,聯發科中信5C購04,0.00,0,2026-05-15
1150514,1150514,049836,華通中信57購01,0.00,0,2026-05-15
1150514,1150514,049845,緯穎中信56購02,77650.00,40000,2026-05-15
1150514,1150514,049842,慧洋中信5C購01,5400.00,10000,2026-05-15
1150514,1150514,049840,毅嘉中信5C購01,0.00,0,2026-05-15
1150514,1150514,049843,德律中信56購01,0.00,0,2026-05-15
1150514,1150514,049834,道瓊銀中信66購01,14240.00,13000,2026-05-15
1150514,1150514,05004U,道瓊指中信56售01,0.00,0,2026-05-15
1150514,1150514,05005U,神達中信56售02,0.00,0,2026-05-15
1150514,1150514,050098,奇鋐中信56購04,0.00,0,2026-05-15
1150514,1150514,050093,光寶科中信56購01,0.00,0,2026-05-15
1150514,1150514,050097,全新中信5C購01,157850.00,27000,2026-05-15
1150514,1150514,050101,同欣電中信59購01,20620.00,16000,2026-05-15
1150514,1150514,050092,台玻中信5C購01,21520.00,10000,2026-05-15
1150514,1150514,050102,力積電中信57購02,0.00,0,2026-05-15
1150514,1150514,050103,力積電中信5A購04,270060.00,181000,2026-05-15
1150514,1150514,050105,臺股指中信5B購01,0.00,0,2026-05-15
1150514,1150514,050100,緯創中信56購05,0.00,0,2026-05-15
1150514,1150514,050104,勤誠中信5C購01,134700.00,74000,2026-05-15
1150514,1150514,050096,聯發科中信5C購05,0.00,0,2026-05-15
1150514,1150514,050095,燿華中信5A購01,0.00,0,2026-05-15
1150514,1150514,050072,大量兆豐58購01,0.00,0,2026-05-15
1150514,1150514,050073,大量兆豐58購02,0.00,0,2026-05-15
1150514,1150514,050253,愛普中信5C購02,8350.00,1000,2026-05-15
1150514,1150514,050251,晶豪科中信56購02,928300.00,164000,2026-05-15
1150514,1150514,050252,大立光中信59購01,138840.00,59000,2026-05-15
1150514,1150514,050250,台光電中信56購02,0.00,0,2026-05-15
1150514,1150514,050249,台積電中信63購01,5760.00,2000,2026-05-15
1150514,1150514,05369U,臺股指中信55售08,0.00,0,2026-05-15
1150514,1150514,05406U,滬深2X中信56售01,400.00,10000,2026-05-15
1150514,1150514,054048,中興電兆豐61購01,62430.00,104000,2026-05-15
1150514,1150514,05408U,臻鼎中信56售01,0.00,0,2026-05-15
1150514,1150514,05407U,國巨中信55售01,0.00,0,2026-05-15
1150514,1150514,060938,牧德中信59購01,59840.00,81000,2026-05-15
1150514,1150514,060939,辛耘中信59購01,5600.00,1000,2026-05-15
1150514,1150514,060936,奇鋐中信59購06,78090.00,81000,2026-05-15
1150514,1150514,060940,定穎控中信61購01,23420.00,49000,2026-05-15
1150514,1150514,060937,台勝科中信59購02,609860.00,328000,2026-05-15
1150514,1150514,060933,道瓊銀中信63購01,9120.00,16000,2026-05-15
1150514,1150514,060935,敬鵬中信59購01,173780.00,276000,2026-05-15
1150514,1150514,060934,華泰中信5B購01,0.00,0,2026-05-15
1150514,1150514,061071,貿聯中信59購04,45100.00,50000,2026-05-15
1150514,1150514,061068,道瓊銀中信63購02,0.00,0,2026-05-15
1150514,1150514,061070,世芯中信5C購03,728870.00,471000,2026-05-15
1150514,1150514,061066,元金2X中信63購02,0.00,0,2026-05-15
1150514,1150514,061065,元黃金中信63購02,0.00,0,2026-05-15
1150514,1150514,061069,台聚中信59購02,1550.00,5000,2026-05-15
1150514,1150514,061067,SGBR2X中信63購04,0.00,0,2026-05-15
1150514,1150514,06117U,台積電中信57售02,0.00,0,2026-05-15
1150514,1150514,061265,力成兆豐63購01,2519520.00,1376000,2026-05-15
1150514,1150514,061266,天虹兆豐63購01,0.00,0,2026-05-15
1150514,1150514,06140U,鴻海中信56售02,3530.00,12000,2026-05-15
1150514,1150514,061392,新唐中信59購01,92350.00,45000,2026-05-15
1150514,1150514,061393,新唐中信59購02,1332210.00,791000,2026-05-15
1150514,1150514,061391,智原中信63購01,903040.00,754000,2026-05-15
1150514,1150514,061389,台新金中信59購01,169440.00,225000,2026-05-15
1150514,1150514,061385,元黃金中信63購03,0.00,0,2026-05-15
1150514,1150514,061387,元金2X中信63購03,0.00,0,2026-05-15
1150514,1150514,061394,AES中信61購01,148610.00,222000,2026-05-15
1150514,1150514,061386,元石油中信63購04,3690.00,3000,2026-05-15
1150514,1150514,061390,奇鋐中信61購01,1630.00,1000,2026-05-15
1150514,1150514,061395,至上中信5C購01,9680.00,25000,2026-05-15
1150514,1150514,061384,台灣50中信63購05,3400.00,2000,2026-05-15
1150514,1150514,061388,威盛中信5C購02,0.00,0,2026-05-15
1150514,1150514,064609,AES兆豐5C購01,649140.00,461000,2026-05-15
1150514,1150514,064604,上銀兆豐64購01,320880.00,112000,2026-05-15
1150514,1150514,064668,中砂兆豐5C購02,1124300.00,702000,2026-05-15
1150514,1150514,064780,川湖兆豐5C購01,3000.00,1000,2026-05-15
1150514,1150514,064901,世芯兆豐5C購02,1632440.00,809000,2026-05-15
1150514,1150514,081835,上銀兆豐55購01,3330.00,1000,2026-05-15
1150514,1150514,082641,臺指反中信5C購01,0.00,0,2026-05-15
1150514,1150514,082640,T50反1中信56購01,0.00,0,2026-05-15
1150514,1150514,082639,T50正2中信56購01,0.00,0,2026-05-15
1150514,1150514,083077,中磊兆豐56購01,650.00,15000,2026-05-15
1150514,1150514,083282,ITH兆豐56購01,0.00,0,2026-05-15
1150514,1150514,039819,力積電兆豐56購01,0.00,0,2026-05-15
1150514,1150514,03997U,台積電中信57售01,0.00,0,2026-05-15
1150514,1150514,03992U,台灣50中信57售01,10.00,1000,2026-05-15
1150514,1150514,040334,臺股指中信59購04,14000.00,1000,2026-05-15
1150514,1150514,040519,亞翔中信57購01,3200.00,1000,2026-05-15
1150514,1150514,040522,至上中信55購01,24400.00,11000,2026-05-15
1150514,1150514,040518,長榮中信5A購01,0.00,0,2026-05-15
1150514,1150514,040517,台積電中信5A購03,2120.00,1000,2026-05-15
1150514,1150514,040520,力積電中信5A購01,26710.00,12000,2026-05-15
1150514,1150514,040521,力積電中信5A購02,0.00,0,2026-05-15
1150514,1150514,040768,元金2X中信5A購02,0.00,0,2026-05-15
1150514,1150514,040769,金寶中信55購01,0.00,0,2026-05-15
1150514,1150514,040773,南電中信5A購01,39100.00,6000,2026-05-15
1150514,1150514,040771,亞翔中信55購03,2600.00,1000,2026-05-15
1150514,1150514,040772,緯穎中信5A購01,9440.00,6000,2026-05-15
1150514,1150514,040770,景碩中信56購01,0.00,0,2026-05-15
1150514,1150514,040987,富世達中信55購01,0.00,0,2026-05-15
1150514,1150514,040986,貿聯中信55購01,0.00,0,2026-05-15
1150514,1150514,041087,台塑兆豐55購01,0.00,0,2026-05-15
1150514,1150514,040983,台灣50中信5A購01,99000.00,9000,2026-05-15
1150514,1150514,040985,T50反1中信64購02,38870.00,196000,2026-05-15
1150514,1150514,040984,T50正2中信5A購02,0.00,0,2026-05-15
1150514,1150514,046959,T50正2中信66購01,0.00,0,2026-05-15
1150514,1150514,046958,台灣50中信66購01,0.00,0,2026-05-15
1150514,1150514,046961,南亞中信5C購01,106950.00,30000,2026-05-15
1150514,1150514,046960,南亞中信56購04,5600.00,10000,2026-05-15
1150514,1150514,046962,川湖中信5B購01,83360.00,44000,2026-05-15
1150514,1150514,046965,台新金中信56購01,10500.00,6000,2026-05-15
1150514,1150514,046969,日月光中信5A購01,12100.00,1000,2026-05-15
1150514,1150514,046967,世芯中信5C購01,0.00,0,2026-05-15
1150514,1150514,046963,台光電中信56購01,192000.00,10000,2026-05-15
1150514,1150514,046970,瀚宇博中信56購01,0.00,0,2026-05-15
1150514,1150514,046964,聯發科中信66購01,0.00,0,2026-05-15
1150514,1150514,046971,緯穎中信5C購01,22800.00,20000,2026-05-15
1150514,1150514,046968,貿聯中信56購02,0.00,0,2026-05-15
1150514,1150514,046966,景碩中信59購01,0.00,0,2026-05-15
1150514,1150514,047213,富世達中信56購02,44370.00,341000,2026-05-15
1150514,1150514,047211,國票金中信56購01,0.00,0,2026-05-15
1150514,1150514,047210,華航中信56購01,0.00,0,2026-05-15
1150514,1150514,047205,鴻海中信5C購01,0.00,0,2026-05-15
1150514,1150514,047198,台達電兆豐57購01,0.00,0,2026-05-15
1150514,1150514,047200,台塑中信58購02,8800.00,20000,2026-05-15
1150514,1150514,047203,台達電中信5C購01,0.00,0,2026-05-15
1150514,1150514,047204,台達電中信5C購02,15400.00,4000,2026-05-15
1150514,1150514,047201,南亞中信56購06,1230.00,1000,2026-05-15
1150514,1150514,047202,南亞中信58購02,10800.00,10000,2026-05-15
1150514,1150514,047207,金像電中信5C購02,0.00,0,2026-05-15
1150514,1150514,047206,國巨中信5C購01,0.00,0,2026-05-15
1150514,1150514,047212,亞翔中信5C購01,0.00,0,2026-05-15
1150514,1150514,047208,京元電中信5C購01,0.00,0,2026-05-15
1150514,1150514,047209,京元電中信5C購02,0.00,0,2026-05-15
1150514,1150514,047376,亞翔中信5C購02,17810.00,13000,2026-05-15
1150514,1150514,047374,奇鋐中信57購04,0.00,0,2026-05-15
1150514,1150514,047372,國巨中信5C購02,0.00,0,2026-05-15
1150514,1150514,047373,長榮航中信56購01,0.00,0,2026-05-15
1150514,1150514,047370,南亞中信56購08,43940.00,150000,2026-05-15
1150514,1150514,047371,鴻海中信5C購02,13460.00,24000,2026-05-15
1150514,1150514,047375,貿聯中信56購03,0.00,0,2026-05-15
1150514,1150514,047377,臺股指中信56購09,0.00,0,2026-05-15
1150514,1150514,047378,臺股指中信56購10,0.00,0,2026-05-15
1150514,1150514,047554,南亞中信59購01,18360.00,12000,2026-05-15
1150514,1150514,047553,台塑中信5C購01,0.00,0,2026-05-15
1150514,1150514,047555,台積電中信56購01,0.00,0,2026-05-15
1150514,1150514,047556,世芯中信56購01,0.00,0,2026-05-15
1150514,1150514,051145,中砂中信59購01,1600.00,1000,2026-05-15
1150514,1150514,051144,元金2X中信61購01,0.00,0,2026-05-15
1150514,1150514,051146,京元電中信5A購02,0.00,0,2026-05-15
1150514,1150514,051148,群創中信61購01,2683700.00,195000,2026-05-15
1150514,1150514,051147,群創中信57購05,3467850.00,530000,2026-05-15
1150514,1150514,05119U,金像電中信56售01,100.00,10000,2026-05-15
1150514,1150514,051387,日月光中信57購02,0.00,0,2026-05-15
1150514,1150514,051376,日電貿兆豐61購01,3934310.00,1587000,2026-05-15
1150514,1150514,051541,大立光兆豐58購01,80050.00,66000,2026-05-15
1150514,1150514,051542,大立光兆豐59購01,19750.00,13000,2026-05-15
1150514,1150514,051627,中砂兆豐59購01,0.00,0,2026-05-15
1150514,1150514,05161U,鴻海中信56售01,0.00,0,2026-05-15
1150514,1150514,054919,大成鋼兆豐59購01,45300.00,70000,2026-05-15
1150514,1150514,054920,一詮兆豐59購01,21750.00,4000,2026-05-15
1150514,1150514,055178,力成兆豐5A購01,22800.00,80000,2026-05-15
1150514,1150514,055179,世紀鋼兆豐62購01,437480.00,1020000,2026-05-15
1150514,1150514,055175,台光電兆豐59購01,0.00,0,2026-05-15
1150514,1150514,055171,台塑兆豐5A購01,0.00,0,2026-05-15
1150514,1150514,05530U,T50正2中信59售01,0.00,0,2026-05-15
1150514,1150514,05532U,京元電中信56售02,0.00,0,2026-05-15
1150514,1150514,05789U,臺股指中信56售06,0.00,0,2026-05-15
1150514,1150514,057934,台光電兆豐5B購01,21290.00,5000,2026-05-15
1150514,1150514,057931,士電兆豐5B購01,0.00,0,2026-05-15
1150514,1150514,058093,大立光兆豐63購01,979280.00,353000,2026-05-15
1150514,1150514,058398,友達兆豐5B購02,146170.00,119000,2026-05-15
1150514,1150514,05841U,臺股指中信56售08,0.00,0,2026-05-15
1150514,1150514,05840U,華碩中信59售02,0.00,0,2026-05-15
1150514,1150514,05838U,T50正2中信63售01,0.00,0,2026-05-15
1150514,1150514,05839U,台達電中信59售03,200.00,10000,2026-05-15
1150514,1150514,062160,台聚中信5A購01,0.00,0,2026-05-15
1150514,1150514,062162,世芯中信64購01,87000.00,25000,2026-05-15
1150514,1150514,062159,SGBR2X中信64購01,0.00,0,2026-05-15
1150514,1150514,062161,牧德中信5A購01,0.00,0,2026-05-15
1150514,1150514,062163,緯穎中信64購01,0.00,0,2026-05-15
1150514,1150514,06556U,南電中信58售01,4280.00,214000,2026-05-15
1150514,1150514,06555U,力積電中信56售02,0.00,0,2026-05-15
1150514,1150514,065657,力成中信63購01,179200.00,220000,2026-05-15
1150514,1150514,065658,力積電中信5B購02,678220.00,737000,2026-05-15
1150514,1150514,065653,大立光中信5B購01,320570.00,289000,2026-05-15
1150514,1150514,065655,jpp中信63購01,193000.00,236000,2026-05-15
1150514,1150514,065654,世芯中信63購02,133550.00,101000,2026-05-15
1150514,1150514,065649,台玻中信63購01,0.00,0,2026-05-15
1150514,1150514,065656,佳必琪中信63購01,211440.00,296000,2026-05-15
1150514,1150514,065650,台積電中信65購02,89240.00,146000,2026-05-15
1150514,1150514,065652,立隆電中信5B購01,175620.00,113000,2026-05-15
1150514,1150514,065651,華邦電中信5B購01,2033490.00,1324000,2026-05-15
1150514,1150514,065659,臺股指中信63購06,122600.00,203000,2026-05-15
1150514,1150514,065747,川湖兆豐61購01,36750.00,14000,2026-05-15
1150514,1150514,065749,jpp兆豐61購01,1035890.00,431000,2026-05-15
1150514,1150514,065833,緯穎中信65購01,338850.00,233000,2026-05-15
1150514,1150514,065831,嘉晶中信5B購01,239760.00,127000,2026-05-15
1150514,1150514,065826,華通中信5B購01,929220.00,1401000,2026-05-15
1150514,1150514,065827,台積電中信65購03,560.00,1000,2026-05-15
1150514,1150514,065828,南亞科中信5B購03,46700.00,25000,2026-05-15
1150514,1150514,065829,南亞科中信62購01,293980.00,209000,2026-05-15
1150514,1150514,065824,東元中信5B購01,513410.00,457000,2026-05-15
1150514,1150514,065830,友達中信61購01,0.00,0,2026-05-15
1150514,1150514,065823,T50反1中信6B購01,4150.00,4000,2026-05-15
1150514,1150514,06597U,台灣50中信5A售02,0.00,0,2026-05-15
1150514,1150514,066045,大立光兆豐65購01,1069550.00,638000,2026-05-15
1150514,1150514,066047,日月光兆豐61購01,72270.00,63000,2026-05-15
1150514,1150514,083423,世紀鋼兆豐56購01,0.00,0,2026-05-15
1150514,1150514,083622,台表科兆豐56購01,0.00,0,2026-05-15
1150514,1150514,08366U,奇鋐中信58售04,0.00,0,2026-05-15
1150514,1150514,084197,日電貿兆豐56購01,0.00,0,2026-05-15
1150514,1150514,08551U,臺股指中信5C售08,164100.00,507000,2026-05-15
1150514,1150514,08581U,臺股指中信5C售10,35300.00,160000,2026-05-15
1150514,1150514,08579U,臺指2X中信63售02,1200.00,2000,2026-05-15
1150514,1150514,085774,台泥兆豐56購01,0.00,0,2026-05-15
1150514,1150514,08578U,台灣50中信63售03,12410.00,20000,2026-05-15
1150514,1150514,085788,T50反1中信5C購01,0.00,0,2026-05-15
1150514,1150514,08580U,台積電中信63售03,0.00,0,2026-05-15
1150514,1150514,08630U,台塑化中信59售02,0.00,0,2026-05-15
1150514,1150514,08629U,奇鋐中信59售03,0.00,0,2026-05-15
1150514,1150514,08628U,萬海中信59售02,0.00,0,2026-05-15
1150514,1150514,030767,臺指反中信62購01,0.00,0,2026-05-15
1150514,1150514,030768,道瓊反中信56購01,0.00,0,2026-05-15
1150514,1150514,030769,台達電中信58購01,135100.00,5000,2026-05-15
1150514,1150514,030766,T50反1中信62購01,1460.00,14000,2026-05-15
1150514,1150514,030886,T50正2中信56購03,0.00,0,2026-05-15
1150514,1150514,031065,台達電中信56購01,17100.00,1000,2026-05-15
1150514,1150514,030887,台塑中信58購01,0.00,0,2026-05-15
1150514,1150514,031073,世紀鋼中信56購01,0.00,0,2026-05-15
1150514,1150514,03119T,南亞科中信5B售02,277100.00,722000,2026-05-15
